SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC30282,0,0,0,9,15,12,9,5,10,46
SSC30283,0,0,4,752,936,374,365,588,512,3535
SSC30284,0,0,0,0,0,0,0,0,0,0
SSC30285,0,0,0,28,48,28,12,26,7,157
SSC30286,0,0,0,11,17,9,10,11,7,52
SSC30287,0,0,0,7,6,6,10,0,0,29
SSC30288,3,0,4,41,48,28,41,61,24,245
SSC30289,92,22,173,1249,1773,854,709,1265,404,6253
SSC30290,0,0,0,23,41,25,30,23,39,178
SSC30291,0,0,0,75,117,64,66,82,73,476
SSC30292,0,0,0,12,21,9,12,11,10,69
SSC30293,0,0,6,154,239,108,100,96,51,750
SSC30294,8,0,8,128,231,120,111,153,84,831
SSC30295,0,0,4,133,232,109,109,115,57,754
SSC30296,0,0,0,67,82,33,34,53,47,314
SSC30297,0,0,0,9,8,3,3,8,5,37
SSC30298,0,0,0,5,0,0,0,0,0,6
SSC30299,0,0,0,4,3,0,5,5,0,20
SSC30300,0,0,0,34,22,7,19,29,27,142
SSC30301,4,0,4,14,11,9,3,23,16,79
SSC30302,4,0,4,549,696,282,220,412,127,2284
SSC30303,0,0,0,65,17,0,3,38,41,174
SSC30304,4,0,19,237,295,155,99,182,80,1044
SSC30305,0,0,0,22,49,31,20,38,16,167
SSC30306,3,0,3,38,43,22,25,27,24,178
SSC30307,0,0,0,0,0,0,0,0,0,0
SSC30308,0,0,0,18,21,14,15,24,25,115
SSC30309,0,0,0,0,5,0,0,0,3,13
SSC30310,0,0,3,67,145,61,47,71,45,431
SSC30311,171,210,536,965,1429,913,690,1530,872,6408
SSC30312,0,0,0,10,7,6,9,11,3,51
SSC30313,0,0,0,58,87,42,28,42,19,277
SSC30314,16,3,28,852,1021,484,360,549,240,3502
SSC30315,0,0,0,8,7,3,0,11,0,28
SSC30316,0,0,0,18,15,13,14,13,8,75
SSC30317,0,0,3,16,14,11,4,13,15,73
SSC30318,0,0,3,15,24,12,8,23,11,98
SSC30319,8,4,13,111,226,122,124,154,75,814
SSC30320,0,0,0,6,5,3,12,16,7,51
SSC30321,0,0,0,3,4,4,5,3,3,20
SSC30322,0,0,0,12,16,4,23,10,3,70
SSC30323,73,22,137,340,512,250,257,506,197,2064
SSC30324,0,0,0,9,8,7,3,11,8,50
SSC30325,0,0,0,3,7,0,12,6,8,30
SSC30326,65,19,162,1881,2087,915,617,1718,358,7574
SSC30327,0,0,0,0,0,0,0,0,0,0
SSC30328,3,0,7,11,14,6,12,15,10,61
SSC30329,4,0,4,30,76,41,44,70,33,293
SSC30330,0,0,0,0,0,0,0,0,0,3
SSC30331,8,0,14,221,332,185,151,262,108,1250
SSC30332,0,0,3,38,63,38,33,35,18,220
SSC30333,0,0,0,20,28,6,9,15,12,81
SSC30334,38,13,87,457,534,237,193,546,242,2207
SSC30335,0,0,0,30,39,21,32,36,42,207
SSC30336,0,0,3,16,14,11,7,11,13,67
SSC30337,3,0,8,55,87,57,30,45,29,297
SSC30338,130,33,190,1286,1538,681,487,1535,445,5972
SSC30339,0,0,3,57,76,34,64,67,26,321
SSC30340,0,0,0,0,3,0,0,3,0,8
SSC30341,3,0,11,147,217,133,125,172,79,867
SSC30342,0,0,0,35,56,19,10,68,52,249
SSC30343,0,0,0,0,0,0,0,0,0,0
SSC30344,91,60,207,1450,2027,986,854,1973,1167,8447
SSC30345,0,0,4,988,787,150,77,646,459,3107
SSC30346,0,3,3,50,44,27,18,32,24,196
SSC30347,3,0,8,133,188,101,74,77,53,631
SSC30348,31,3,44,756,1036,474,448,605,273,3587
SSC30349,0,0,3,56,71,29,45,42,48,279
SSC30350,0,0,0,3,0,3,3,0,0,17
SSC30351,0,0,3,7,10,8,8,13,5,44
SSC30352,0,0,0,24,31,12,13,35,42,156
SSC30353,3,0,4,17,22,10,10,17,14,98
SSC30354,0,0,0,11,42,24,21,12,23,146
SSC30355,63,16,148,3248,3925,1696,1360,2552,723,13490
SSC30356,0,0,5,49,68,38,37,27,32,252
SSC30357,0,0,3,12,37,10,17,34,9,120
SSC30358,3,0,3,24,42,24,23,26,24,157
SSC30359,0,0,0,5,5,3,3,8,8,30
SSC30360,0,0,0,4,0,0,0,0,0,11
SSC30361,6,3,22,186,233,132,111,178,54,900
SSC30362,0,0,0,15,29,14,12,14,11,89
SSC30363,22,4,42,668,809,444,403,656,214,3193
SSC30364,102,28,196,1853,2203,961,877,1844,647,8385
SSC30365,44,79,167,1859,2252,997,794,1510,579,7993
SSC30366,0,0,0,0,4,0,0,8,3,16
SSC30367,0,0,0,28,38,31,25,26,14,160
SSC30368,3,0,8,68,88,55,52,68,42,374
SSC30369,15,10,39,553,589,189,182,517,152,2182
SSC30370,0,0,0,0,0,0,0,0,0,0
SSC30371,74,24,172,1726,2016,988,664,1165,290,6846
SSC30372,0,0,4,51,85,26,33,28,17,232
SSC30373,0,0,0,45,40,19,15,18,8,142
SSC30374,0,0,0,11,11,10,14,11,7,61
SSC30375,87,25,194,1732,2350,945,702,1351,511,7594
SSC30376,0,0,3,112,171,71,73,134,95,655
SSC30377,0,0,0,4,7,0,3,9,3,24
SSC30378,0,0,0,7,14,10,3,17,13,63
SSC30379,17,6,32,944,1346,583,344,661,285,4164
SSC30380,0,0,0,0,0,0,0,0,0,0
SSC30381,11,6,36,2454,1856,450,312,2945,994,9011
SSC30382,50,30,121,1279,1116,387,217,1229,864,5094
SSC30383,66,26,168,1541,1757,747,518,1403,548,6514
SSC30384,0,0,0,8,8,0,9,12,4,43
SSC30385,0,0,7,38,59,31,46,32,21,220
SSC30386,0,0,0,3,3,4,0,0,4,17
SSC30387,0,0,3,9,33,11,22,35,12,125
SSC30388,25,73,143,759,790,400,319,370,248,2882
SSC30389,0,0,0,11,13,16,10,7,10,60
SSC30390,0,0,4,42,68,23,42,44,26,243
SSC30391,0,0,0,46,38,30,19,24,8,167
SSC30392,0,0,0,429,535,200,135,272,59,1625
SSC30393,0,0,0,43,69,48,51,52,38,295
SSC30394,0,0,3,4,21,14,10,20,14,83
SSC30395,0,0,0,83,124,76,85,101,82,550
SSC30396,0,0,0,0,0,0,0,0,0,4
SSC30397,95,3,108,1076,1117,502,436,1318,452,4901
SSC30398,0,0,0,15,25,16,18,36,13,121
SSC30399,0,0,0,4,11,3,3,8,4,34
SSC30400,0,0,0,3,4,3,0,3,14,33
SSC30401,0,0,0,14,24,7,15,22,20,104
SSC30402,3,0,3,22,43,20,23,29,24,156
SSC30403,0,0,0,3,0,0,0,0,0,0
SSC30404,5,0,9,712,1006,438,396,641,300,3498
SSC30405,3,3,11,124,200,117,128,135,164,869
SSC30406,3,0,11,322,419,182,167,270,123,1474
SSC30407,0,0,0,0,0,0,0,0,0,0
SSC30408,0,0,0,6,4,0,5,8,7,34
SSC30409,24,23,97,768,919,436,277,511,239,3153
SSC30410,502,154,1054,5402,7236,3431,2308,4262,1570,24198
SSC30411,0,0,0,11,8,3,6,5,0,32
SSC30412,0,0,0,9,8,5,6,15,6,43
SSC30413,0,3,3,35,68,40,27,33,22,226
SSC30414,51,30,107,1631,1589,579,396,814,576,5586
SSC30415,0,0,0,0,0,0,0,5,0,5
SSC30416,0,0,5,9,15,10,7,6,9,52
SSC30417,0,0,0,0,0,0,0,0,0,0
SSC30418,0,0,0,0,0,3,0,3,0,6
SSC30419,0,0,0,0,0,0,0,0,0,0
SSC30420,0,0,0,22,29,28,22,40,21,160
SSC30421,0,0,0,9,14,3,8,8,8,44
SSC30422,0,0,4,7,20,17,17,17,3,79
SSC30423,3,0,0,31,28,5,7,134,93,297
SSC30424,24,15,52,399,541,251,244,547,236,2219
SSC30425,118,44,211,741,1026,577,476,1244,544,4600
SSC30426,28,9,61,519,622,307,273,737,307,2766
SSC30427,25,18,67,370,517,192,202,555,283,2116
SSC30428,28,3,63,915,1007,411,305,757,311,3714
SSC30429,11,9,51,1060,1353,603,452,1190,588,5246
SSC30430,0,0,0,3,5,0,3,0,20,30
SSC30431,0,0,0,0,0,0,0,0,3,10
SSC30432,0,0,0,6,11,6,10,5,3,41
SSC30433,3,0,3,62,61,47,43,43,23,278
SSC30434,12,8,34,392,388,152,113,532,325,1907
SSC30435,0,0,0,11,18,8,8,3,8,55
SSC30436,0,0,3,11,4,3,3,3,3,24
SSC30437,3,0,3,73,110,86,53,82,32,435
SSC30438,0,0,0,10,10,4,14,3,4,45
SSC30439,0,3,8,26,26,13,13,19,6,101
SSC30440,0,0,4,402,486,233,165,188,47,1526
SSC30441,0,0,0,15,15,12,10,12,8,63
SSC30442,3,0,4,18,21,17,8,20,42,129
SSC30443,0,0,5,193,225,116,110,150,61,854
SSC30444,3,0,5,1025,1347,478,398,689,291,4233
SSC30445,0,0,0,7,10,3,4,3,7,32
SSC30446,0,0,0,22,34,19,12,62,49,197
SSC30447,0,0,0,13,7,5,0,11,0,37
SSC30448,145,64,306,2212,2379,868,547,1693,975,8672
SSC30449,227,83,477,2655,3338,1473,971,2345,781,11557
SSC30450,0,3,4,29,24,14,18,17,27,130
SSC30451,0,0,0,3,0,6,0,0,0,12
SSC30452,12,3,34,398,539,309,300,524,178,2251
SSC30453,52,19,104,395,548,252,214,345,105,1854
SSC30454,72,53,194,2500,3097,1422,1172,2149,790,11127
SSC30455,55,23,151,1105,1415,719,596,1136,396,5374
SSC30456,0,0,5,3,9,4,5,10,3,32
SSC30457,0,0,0,0,0,0,0,0,0,0
SSC30458,17,3,42,237,449,282,297,427,184,1883
SSC30459,0,0,3,45,40,24,41,34,26,206
SSC30460,0,0,4,11,26,11,11,54,29,148
SSC30461,0,0,0,0,3,0,0,11,13,29
SSC30462,0,0,0,104,180,79,72,100,57,585
SSC30463,4,3,16,976,1394,624,500,731,316,4535
SSC30464,0,0,0,4,6,3,0,9,0,23
SSC30465,0,0,0,10,33,11,13,12,11,86
SSC30466,4,0,5,43,106,57,56,83,61,403
SSC30467,0,0,0,0,0,0,0,0,0,4
SSC30468,0,0,0,3,4,3,3,3,7,25
SSC30469,0,0,0,0,0,0,0,0,0,0
SSC30470,0,0,0,25,53,41,44,31,33,241
SSC30471,0,0,0,3,8,7,4,5,0,25
SSC30472,0,0,0,0,8,3,3,5,7,28
SSC30473,0,0,3,184,229,107,121,129,61,831
SSC30474,158,390,705,4138,4906,2323,2084,4851,2473,20774
SSC30475,49,27,117,777,978,436,436,1165,398,4182
SSC30476,0,0,0,3,0,4,0,0,0,10
SSC30477,0,0,0,0,4,0,3,0,0,11
SSC30478,0,0,3,8,14,9,11,13,6,55
SSC30479,0,0,0,10,9,13,17,7,6,63
SSC30480,0,0,5,12,22,7,8,13,6,69
SSC30481,15,5,24,507,465,132,99,648,733,2585
SSC30482,20,8,36,1042,1048,299,207,1057,943,4591
SSC30483,89,12,140,3279,3231,1484,1142,3740,737,13618
SSC30484,0,0,3,38,67,40,35,70,36,278
SSC30485,0,0,0,0,5,0,3,3,8,21
SSC30486,0,0,0,0,0,0,3,0,0,11
SSC30487,3,0,5,51,60,41,40,72,44,304
SSC30488,0,0,0,6,5,0,0,0,0,9
SSC30489,0,0,3,31,25,18,16,22,16,126
SSC30490,0,0,0,0,11,3,5,3,0,22
SSC30491,0,0,0,4,9,4,0,10,0,26
SSC30492,0,0,0,5,0,0,3,4,3,18
SSC30493,3,0,3,12,10,12,6,19,10,66
SSC30494,9,12,25,738,950,469,537,547,404,3636
SSC30495,184,143,393,594,833,378,268,958,540,3569
SSC30496,38,22,99,1064,1323,621,492,942,351,4788
SSC30497,0,0,4,54,69,30,42,43,31,257
SSC30498,0,0,0,15,23,7,16,9,6,74
SSC30499,3,4,13,208,312,203,152,182,139,1191
SSC30500,0,0,0,7,10,3,0,8,3,36
SSC30501,0,0,3,28,42,30,27,19,32,176
SSC30502,0,0,0,8,10,10,11,3,11,52
SSC30503,0,0,0,0,0,0,0,0,0,5
SSC30504,21,4,56,1410,1595,775,549,1175,433,5931
SSC30505,0,0,0,5,8,3,0,7,0,23
SSC30506,0,0,0,35,23,0,13,46,39,166
SSC30507,0,0,3,26,27,25,19,21,18,137
SSC30508,83,24,193,2372,2695,1125,692,1158,524,8567
SSC30509,3,5,19,271,336,183,140,113,60,1106
SSC30510,0,0,0,13,21,4,9,18,13,84
SSC30511,0,0,0,0,0,0,0,0,3,6
SSC30512,0,0,0,9,14,16,8,4,10,65
SSC30513,3,0,8,77,127,72,33,64,49,419
SSC30514,0,0,0,17,17,10,10,14,8,79
SSC30515,0,0,0,0,4,0,0,5,0,10
SSC30516,0,0,0,3,10,0,0,6,5,22
SSC30517,3,0,3,47,83,51,50,47,30,303
SSC30518,0,0,0,9,8,3,0,3,0,23
SSC30519,0,0,0,0,3,3,0,0,0,5
SSC30520,0,0,3,25,34,9,19,17,16,119
SSC30521,0,0,0,10,15,10,10,13,3,64
SSC30522,0,0,0,4,10,3,10,4,0,36
SSC30523,46,26,117,1181,1234,457,353,810,436,4472
SSC30524,0,0,0,150,220,106,74,94,92,741
SSC30525,8,3,15,1018,1240,485,367,717,675,4502
SSC30526,0,0,0,12,13,7,18,8,9,66
SSC30527,7,0,9,187,253,119,107,188,124,983
SSC30528,163,34,271,3403,4077,1723,1215,2972,684,14078
SSC30529,4,0,4,28,28,21,22,16,13,122
SSC30530,0,0,0,0,0,0,0,0,0,0
SSC30531,0,0,0,10,12,3,4,13,11,56
SSC30532,0,0,0,7,11,6,0,11,3,36
SSC30533,0,0,0,26,19,16,3,23,15,106
SSC30534,3,0,3,137,177,74,91,148,122,746
SSC30535,0,0,0,37,76,52,61,37,28,282
SSC30536,0,0,3,8,12,7,7,16,18,67
SSC30537,8,0,15,344,507,196,159,274,108,1596
SSC30538,0,0,0,4,7,3,0,4,5,17
SSC30539,32,8,50,187,264,128,108,278,68,1030
SSC30540,0,0,0,3,0,0,0,12,0,17
SSC30541,36,5,58,153,263,152,135,307,157,1168
SSC30542,242,46,414,2414,2646,932,731,1854,559,9140
SSC30543,36,13,102,1672,1716,567,390,1004,304,5661
SSC30544,123,61,356,3491,3669,1803,1164,2314,613,13055
SSC30545,0,0,5,46,62,53,42,55,30,290
SSC30546,0,0,0,15,33,16,26,23,45,160
SSC30547,0,0,0,0,0,0,0,0,0,3
SSC30548,0,0,0,7,14,5,12,3,3,41
SSC30549,0,0,0,0,0,0,0,0,0,4
SSC30550,0,0,0,0,4,3,0,0,0,13
SSC30551,0,0,0,21,27,10,18,14,9,102
SSC30552,0,0,0,5,0,0,0,3,3,13
SSC30553,0,0,0,0,0,0,0,0,0,0
SSC30554,69,32,156,2323,2783,1160,816,2130,803,10010
SSC30555,0,0,4,33,44,31,20,21,18,154
SSC30556,0,0,3,29,52,36,28,37,25,213
SSC30557,274,74,476,1875,2243,1026,702,1626,476,7945
SSC30558,0,0,3,30,29,18,13,15,0,103
SSC30559,0,3,8,68,78,72,68,57,38,386
SSC30560,9,0,13,1012,1187,573,393,500,122,3774
SSC30561,0,0,0,25,30,13,8,7,11,91
SSC30562,0,0,4,121,164,92,39,86,46,550
SSC30563,0,0,0,4,11,3,3,0,0,15
SSC30564,4,0,5,189,266,111,64,107,36,777
SSC30565,0,0,3,0,3,6,0,3,9,24
SSC30566,0,0,0,0,6,0,0,0,3,14
SSC30567,0,4,4,17,28,13,0,23,28,112
SSC30568,0,0,3,127,174,111,92,94,56,660
SSC30569,0,0,0,60,61,46,34,25,9,237
SSC30570,0,0,0,75,71,34,54,86,41,357
SSC30571,3,0,6,136,179,84,72,74,100,652
SSC30572,0,0,4,120,183,94,62,66,34,553
SSC30573,3,3,10,373,467,203,168,276,135,1631
SSC30574,0,0,3,65,60,50,45,39,23,285
SSC30575,4,0,14,433,615,288,206,363,174,2083
SSC30576,0,0,0,26,20,12,14,19,11,103
SSC30577,0,0,0,0,7,0,0,0,9,13
SSC30578,47,21,146,1096,1470,664,520,871,324,4948
SSC30579,0,0,0,5,4,5,0,0,9,24
SSC30580,0,0,0,3,5,3,3,0,9,24
SSC30581,3,6,16,400,486,228,165,466,175,1920
SSC30582,0,0,0,28,40,13,17,5,15,117
SSC30583,8,3,25,285,306,167,141,192,80,1167
SSC30584,110,11,178,2099,2604,1202,745,1156,351,8159
SSC30585,0,0,0,12,16,7,5,3,4,58
SSC30586,38,22,83,492,622,301,215,681,313,2622
SSC30587,0,0,0,21,25,9,10,22,12,99
SSC30588,0,0,3,13,35,16,15,12,22,118
SSC30589,14,16,46,281,366,206,183,399,274,1713
SSC30590,5,3,15,156,221,130,130,150,63,848
SSC30591,0,0,0,5,0,4,0,0,0,3
SSC30592,16,10,51,631,707,309,221,316,114,2304
SSC30593,0,0,0,20,24,11,13,14,9,98
SSC30594,0,0,0,10,20,14,9,14,14,82
SSC30595,0,0,0,6,0,0,0,0,0,7
SSC30596,5,0,5,208,214,39,15,289,46,807
SSC30597,116,272,537,2017,2063,673,498,1842,1011,8107
SSC30598,89,63,215,1340,1542,675,506,942,337,5337
SSC30599,0,0,0,11,15,6,6,3,5,38
SSC30600,0,0,0,0,0,0,3,0,0,8
SSC30601,0,0,0,3,0,0,0,3,0,10
SSC30602,0,0,6,64,91,63,38,65,35,349
SSC30603,4,0,4,35,47,15,18,32,25,172
SSC30604,16,20,57,214,288,159,196,288,204,1353
SSC30605,0,0,0,29,37,14,9,54,61,203
SSC30606,56,39,140,974,1195,640,559,893,756,5012
SSC30607,0,0,0,4,3,5,5,4,5,19
SSC30608,0,0,0,0,7,0,7,8,3,20
SSC30609,0,0,0,13,11,0,4,3,16,54
SSC30610,0,0,0,7,10,7,0,3,10,47
SSC30611,0,0,4,16,50,28,34,52,40,219
SSC30612,20,4,27,324,386,130,142,339,123,1448
SSC30613,3,3,9,459,535,240,174,229,99,1733
SSC30614,0,0,0,5,15,12,8,10,6,55
SSC30615,0,0,0,98,153,59,52,91,25,474
SSC30616,0,0,0,12,32,11,17,43,14,136
SSC30617,0,0,0,5,9,8,6,3,7,37
SSC30618,0,0,0,0,0,0,0,0,0,3
SSC30619,0,0,0,35,40,16,13,32,20,166
SSC30620,0,3,6,51,46,20,18,29,25,192
SSC30621,0,0,0,4,4,0,7,6,4,21
SSC30622,60,30,188,2561,2555,900,560,1705,637,8918
SSC30623,63,89,195,773,862,386,305,890,336,3554
SSC30624,0,0,5,144,178,109,80,72,19,606
SSC30625,0,0,0,0,0,0,0,0,0,0
SSC30626,26,7,49,413,587,281,287,399,352,2328
SSC30627,160,174,544,2920,3429,1633,1134,2530,1056,12699
SSC30628,0,0,0,3,3,6,0,3,11,22
SSC30629,35,10,58,177,265,150,145,295,142,1185
SSC30630,13,3,36,538,764,330,236,474,230,2570
SSC30631,5,5,25,995,1307,521,499,832,291,4440
SSC30632,0,0,0,12,17,13,4,8,10,60
SSC30633,7,8,20,384,482,188,178,520,411,2165
SSC30634,111,60,254,1481,1931,773,628,1443,616,6867
SSC30635,0,0,0,0,4,0,0,3,3,12
SSC30636,0,0,0,107,130,75,55,45,50,465
SSC30637,0,0,0,27,29,13,15,10,11,104
SSC30638,3,0,3,85,87,46,37,62,40,355
SSC30639,0,0,0,8,22,17,4,5,8,62
SSC30640,0,0,0,6,15,11,5,7,0,43
SSC30641,0,0,0,10,8,0,5,0,0,26
SSC30642,10,4,15,155,199,89,84,152,46,723
SSC30643,0,0,3,15,19,11,19,18,9,94
SSC30644,0,0,0,0,4,0,0,3,0,14
SSC30645,0,0,0,3,11,4,6,18,11,57
SSC30646,0,0,0,3,10,5,8,3,0,31
SSC30647,0,0,3,38,56,20,25,37,16,189
SSC30648,0,0,0,29,42,35,111,15,45,275
SSC30649,9,0,23,231,346,147,136,189,70,1118
SSC30650,0,0,0,5,10,5,0,8,12,35
SSC30651,0,0,0,0,13,0,0,4,0,21
SSC30652,0,0,4,35,38,27,10,13,20,151
SSC30653,0,0,0,3,16,11,12,15,10,63
SSC30654,0,0,0,3,0,4,0,4,0,9
SSC30655,0,0,0,16,15,8,3,22,12,76
SSC30656,12,3,22,1222,1359,650,498,1115,359,5196
SSC30657,14,7,22,172,234,131,104,224,177,1047
SSC30658,0,0,0,22,47,34,21,39,12,177
SSC30659,0,0,0,15,19,10,13,13,8,75
SSC30660,3,0,3,5,19,12,7,10,12,57
SSC30661,0,0,0,69,91,31,50,60,88,377
SSC30662,0,0,0,3,4,3,0,5,0,21
SSC30663,0,0,0,7,7,9,7,4,11,44
SSC30664,0,0,0,7,4,6,5,11,3,39
SSC30665,0,0,0,17,10,10,8,11,4,61
SSC30666,0,0,4,70,68,35,29,58,50,315
SSC30667,0,0,0,0,3,4,3,3,7,22
SSC30668,0,0,3,22,23,5,15,13,0,84
SSC30669,61,28,146,896,1210,569,483,988,385,4529
SSC30670,0,0,0,0,0,0,0,0,0,3
SSC30671,3,0,9,130,204,115,95,84,67,700
SSC30672,0,0,0,0,5,5,3,3,3,28
SSC30673,0,0,0,27,43,24,26,21,17,150
SSC30674,0,0,0,9,17,3,8,24,10,75
SSC30675,7,3,13,102,216,120,71,108,60,681
SSC30676,0,0,0,9,36,15,6,10,5,87
SSC30677,0,0,0,8,15,8,4,20,12,70
SSC30678,7,0,11,157,213,88,77,150,63,752
SSC30679,0,0,0,3,5,0,0,0,0,5
SSC30680,10,9,31,329,526,244,196,399,412,2107
SSC30681,0,0,0,7,15,9,7,11,12,61
SSC30682,0,0,0,20,35,26,20,21,9,139
SSC30683,0,0,0,3,0,0,3,3,0,11
SSC30684,0,0,0,22,50,18,9,19,35,155
SSC30685,151,48,269,1259,1303,479,291,1353,779,5463
SSC30686,0,0,0,17,21,10,11,17,7,88
SSC30687,0,0,0,19,33,20,12,11,13,111
SSC30688,0,0,0,0,0,0,0,0,3,3
SSC30689,12,8,32,298,515,332,377,535,214,2265
SSC30690,0,0,7,30,71,40,43,20,18,215
SSC30691,101,61,218,1561,1967,889,641,1304,618,6972
SSC30692,186,94,407,1740,2097,1020,744,2248,887,8734
SSC30693,15,3,23,2324,2647,1014,869,1784,822,9454
SSC30694,0,0,0,0,5,6,4,3,0,12
SSC30695,0,0,0,0,0,0,0,0,0,0
SSC30696,3,3,6,158,206,117,145,229,129,979
SSC30697,0,0,0,4,6,0,7,8,0,18
SSC30698,0,0,0,6,5,8,6,0,6,37
SSC30699,0,0,0,7,9,6,9,10,16,54
SSC30700,0,0,3,39,52,27,29,44,17,207
SSC30701,0,0,0,10,24,10,3,6,4,63
SSC30702,0,0,0,7,0,3,0,0,3,12
SSC30703,33,9,80,1049,1067,444,310,1403,389,4654
SSC30704,0,0,0,0,0,0,0,0,0,6
SSC30705,6,3,25,229,398,190,176,173,130,1296
SSC30706,3,0,3,15,22,15,15,33,8,103
SSC30707,3,6,14,323,473,247,217,270,119,1654
SSC30708,0,0,0,0,0,0,0,0,0,3
SSC30709,0,0,0,13,16,5,13,13,16,74
SSC30710,59,8,107,613,822,414,391,600,268,3108
SSC30711,3,0,3,22,27,16,23,19,8,117
SSC30712,160,40,340,4105,4231,1371,811,2253,976,13743
SSC30713,0,0,3,19,30,17,7,23,3,101
SSC30714,0,0,3,4,3,0,0,0,0,5
SSC30715,0,3,5,113,186,94,99,101,88,689
SSC30716,0,0,0,31,50,27,34,37,28,210
SSC30717,3,0,5,90,114,53,44,79,75,450
SSC30718,0,0,5,21,33,31,34,48,21,192
SSC30719,0,0,0,64,51,18,14,68,219,435
SSC30720,0,0,3,11,13,21,12,9,5,67
SSC30721,4,0,6,192,298,175,125,166,50,1008
SSC30722,0,0,0,26,15,5,4,28,30,111
SSC30723,0,0,0,0,0,0,0,3,0,3
SSC30724,3,0,3,67,71,51,54,70,47,362
SSC30725,0,3,3,34,30,21,27,26,36,174
SSC30726,0,0,0,7,10,10,9,12,3,55
SSC30727,3,0,3,18,36,20,21,36,21,153
SSC30728,27,51,149,1085,1191,554,341,570,306,4051
SSC30729,0,0,0,33,10,3,6,8,7,70
SSC30730,0,0,0,8,8,10,8,4,3,34
SSC30731,0,0,0,3,4,4,0,0,0,16
SSC30732,23,7,63,1546,1753,744,538,961,304,5850
SSC30733,0,0,0,7,7,3,0,0,0,12
SSC30734,0,0,0,66,60,15,16,49,24,227
SSC30735,0,0,0,0,0,0,0,0,0,0
SSC30736,3,3,7,226,308,183,122,159,52,1045
SSC30737,0,0,3,27,28,19,14,38,4,126
SSC30738,0,0,3,32,39,21,16,34,7,155
SSC30739,0,0,0,19,21,15,23,32,26,133
SSC30740,0,4,4,25,45,22,19,24,43,178
SSC30741,0,0,0,7,6,0,3,9,3,28
SSC30742,0,0,0,14,16,8,7,8,12,69
SSC30743,3,0,3,9,15,7,10,13,24,73
SSC30744,0,0,0,0,0,0,3,6,3,15
SSC30745,0,0,0,9,17,6,5,28,10,79
SSC30746,0,33,34,148,187,79,62,119,185,786
SSC30747,4,0,8,269,416,214,175,287,111,1472
SSC30748,56,17,122,1069,1313,572,461,1043,434,4887
SSC30749,12,5,34,261,310,143,109,293,154,1270
SSC30750,3,0,3,26,32,20,13,11,12,114
SSC30751,0,0,0,7,14,15,11,0,10,65
SSC30752,0,0,0,8,9,7,5,8,7,30
SSC30753,0,0,0,19,32,14,9,17,6,96
SSC30754,0,0,0,0,4,0,3,5,0,13
SSC30755,28,9,43,1778,1975,862,843,2317,919,8694
SSC30756,0,0,0,0,4,4,0,3,0,14
SSC30757,0,0,0,6,14,4,4,10,19,57
SSC30758,0,0,0,27,20,20,10,11,16,110
SSC30759,0,0,0,18,55,28,26,47,10,187
SSC30760,0,0,0,0,8,4,0,3,3,21
SSC30761,0,0,3,16,9,5,19,12,14,69
SSC30762,0,0,0,17,16,13,11,20,33,97
SSC30763,0,0,0,17,17,5,11,7,16,74
SSC30764,3,0,3,5,13,5,4,4,3,39
SSC30765,56,20,93,273,406,251,280,395,149,1756
SSC30766,0,0,4,25,39,21,8,43,62,201
SSC30767,0,0,0,26,21,16,12,24,0,95
SSC30768,0,0,3,24,28,18,31,33,5,140
SSC30769,0,0,0,0,0,3,0,3,4,11
SSC30770,0,0,0,4,0,3,0,0,0,5
SSC30771,5,5,17,106,95,53,36,117,43,445
SSC30772,0,0,0,37,77,41,36,51,16,254
SSC30773,8,11,18,154,210,87,66,244,109,872
SSC30774,0,0,0,9,6,10,9,10,12,51
SSC30775,10,9,19,221,337,218,211,305,226,1510
SSC30776,3,0,4,6,21,7,3,9,0,50
SSC30777,22,8,59,453,572,259,195,409,182,2063
SSC30778,0,0,0,31,42,28,26,20,18,163
SSC30779,163,40,280,1189,1470,707,547,1188,333,5432
SSC30780,18,8,45,628,708,284,184,406,201,2412
SSC30781,8,3,29,318,421,235,174,216,119,1488
SSC30782,163,32,295,1626,2075,923,654,1612,479,7377
SSC30783,0,0,0,33,16,17,7,218,38,323
SSC30784,0,3,5,16,22,19,18,16,16,101
SSC30785,0,0,0,3,6,5,9,0,3,23
SSC30786,0,0,0,0,6,0,0,0,0,9
SSC30787,0,0,0,3,3,3,3,5,7,25
SSC30788,0,0,0,10,21,12,9,19,26,85
SSC30789,5,4,14,152,251,125,131,162,109,933
SSC30790,0,0,0,0,0,0,0,0,0,0
SSC30791,0,0,3,22,32,23,16,17,15,124
SSC30792,0,0,3,13,36,18,3,25,14,113
SSC30793,19,7,51,1321,1457,722,498,956,294,5241
SSC30794,0,0,0,38,18,3,4,48,17,130
SSC30795,3,4,12,654,780,276,227,538,230,2701
SSC30796,0,0,0,33,20,17,16,11,10,96
SSC30797,0,0,0,32,9,0,8,9,7,66
SSC30798,128,45,251,2007,2566,1142,1106,1975,952,9745
SSC30799,0,0,0,21,24,22,33,25,7,130
SSC30800,0,0,0,0,0,0,0,0,0,3
