SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC41524,1217,519,41,3,3,1777,212,95,10,0,6,323,26,16,0,0,0,43,1457,632,50,3,3,2147
SSC41525,29,0,0,0,0,31,9,0,0,0,0,9,0,0,0,0,0,0,39,0,0,3,0,46
SSC41526,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7
SSC41527,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC41528,178,0,0,0,3,182,28,0,0,0,0,28,3,0,0,0,0,3,215,0,0,0,3,215
SSC41529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41530,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC41531,45,0,0,0,0,45,0,0,0,0,0,3,0,0,0,0,0,0,47,0,0,0,0,47
SSC41532,21,0,0,0,0,21,17,0,0,0,0,17,0,0,0,0,0,0,31,0,0,0,0,31
SSC41533,315,0,0,0,0,313,117,0,0,0,3,121,11,0,0,0,0,11,443,0,0,3,3,451
SSC41534,101,0,0,0,0,98,15,0,0,0,0,15,0,0,0,0,0,0,114,0,0,0,0,115
SSC41535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41536,45,0,0,0,0,45,9,0,0,0,0,10,0,0,0,0,0,0,49,0,0,0,0,50
SSC41537,501,50,17,0,0,569,47,3,6,0,0,54,8,0,3,0,0,13,555,54,28,0,0,638
SSC41538,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC41539,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC41540,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC41541,249,76,297,0,0,615,14,13,33,0,0,60,7,0,11,0,0,16,272,83,332,0,0,690
SSC41542,11,0,0,0,0,11,7,0,0,0,3,13,0,0,0,0,0,0,23,0,0,0,3,24
SSC41543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41544,42,0,0,0,0,42,3,0,0,0,0,3,3,0,0,0,0,3,55,0,0,0,0,55
SSC41545,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC41546,177,45,23,0,0,242,46,11,21,0,0,80,7,3,0,0,0,9,232,57,42,0,4,333
SSC41547,54,0,0,3,0,59,18,0,0,3,0,22,3,0,0,0,0,3,75,0,0,9,0,83
SSC41548,55,0,0,0,0,54,13,0,0,0,0,10,0,0,0,0,0,0,65,0,0,3,0,68
SSC41549,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC41550,1090,250,333,8,7,1685,128,25,67,3,0,227,22,5,8,0,0,43,1245,278,410,9,3,1952
SSC41551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41552,1048,109,36,3,3,1198,224,28,12,3,0,270,32,3,5,0,0,42,1297,145,56,5,3,1506
SSC41553,333,92,75,0,0,498,78,9,23,0,4,109,7,3,3,0,0,15,417,105,100,0,3,628
SSC41554,1113,680,137,0,4,1935,180,234,29,0,0,444,28,25,0,0,0,54,1316,939,167,0,3,2433
SSC41555,677,333,9,0,0,1022,88,72,0,0,0,158,13,15,0,0,0,26,780,415,9,0,0,1207
SSC41556,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC41557,235,49,12,0,0,304,56,20,0,0,0,79,10,0,0,0,0,9,305,75,10,0,0,389
SSC41558,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41559,589,63,123,5,0,781,44,7,34,0,0,82,5,3,4,0,0,8,635,80,164,5,0,874
SSC41560,32,0,0,0,0,32,5,0,0,0,0,5,0,0,0,0,0,0,40,0,0,0,0,40
SSC41561,4,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,8
SSC41562,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC41563,29,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,41,0,0,0,0,41
SSC41564,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41565,41,0,0,15,0,54,3,0,0,5,0,3,0,0,0,0,0,0,46,0,0,14,0,60
SSC41566,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41567,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17
SSC41568,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41569,100,0,0,3,0,102,11,0,0,0,0,11,0,0,0,0,0,0,109,0,0,3,0,116
SSC41570,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC41571,877,157,47,16,7,1102,163,106,29,3,0,306,18,3,0,0,0,25,1059,268,73,17,10,1430
SSC41572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41573,535,7,26,0,0,571,69,8,10,0,0,86,8,0,3,0,0,14,612,15,39,0,0,671
SSC41574,924,904,29,3,3,1873,210,452,29,0,4,702,23,52,0,0,0,82,1162,1414,64,4,7,2650
SSC41575,731,57,16,0,3,808,156,49,12,0,0,219,20,10,0,0,0,30,909,110,31,0,9,1055
SSC41576,813,942,69,3,6,1837,206,595,91,0,0,895,24,76,18,0,0,115,1042,1610,181,5,4,2844
SSC41577,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,20
SSC41578,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC41579,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41580,49,0,0,0,0,49,10,0,0,0,0,10,0,0,0,0,0,0,57,0,0,0,0,57
SSC41581,26,0,0,0,0,26,11,0,0,0,0,11,0,0,0,0,0,0,37,0,0,0,0,37
SSC41582,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC41583,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC41584,41,0,0,0,0,43,7,0,0,0,0,7,0,0,0,0,0,0,49,0,0,0,0,49
SSC41585,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC41586,955,151,5,3,6,1119,210,51,3,10,0,265,13,4,0,0,0,21,1174,203,5,10,6,1411
SSC41587,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SSC41588,818,5,4,6,8,841,77,10,0,0,0,82,15,0,0,0,0,15,909,10,4,6,8,936
SSC41589,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC41590,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC41592,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC41593,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC41594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41595,749,7,0,0,3,758,77,3,0,0,0,82,6,0,0,0,0,6,836,9,0,0,3,848
SSC41596,42,0,0,0,0,42,5,0,0,0,0,5,0,0,0,0,0,0,49,0,0,0,0,49
SSC41597,126,0,0,0,0,126,18,0,0,0,0,18,3,0,0,0,0,3,143,0,0,0,0,144
SSC41598,107,0,0,0,0,107,10,0,0,0,0,10,3,0,0,0,0,3,121,0,0,0,0,121
SSC41599,168,0,3,3,5,176,44,0,0,0,0,44,0,0,0,0,0,0,211,0,3,3,4,223
SSC41600,41,0,0,0,0,41,13,0,0,0,0,13,3,0,0,0,0,3,59,0,0,0,0,59
SSC41601,1319,294,54,29,12,1711,254,56,10,18,0,338,38,7,3,3,0,46,1612,352,67,49,14,2095
SSC41602,102,0,0,3,3,110,50,3,0,0,3,60,9,0,0,0,0,9,166,6,0,0,4,181
SSC41603,108,0,0,0,0,108,15,0,0,0,0,15,3,0,0,0,0,3,125,0,0,0,0,125
SSC41604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41605,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41606,120,0,0,3,0,125,42,0,0,0,0,40,4,0,0,0,0,4,169,0,0,3,0,174
SSC41607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41608,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC41609,29,0,17,0,0,45,3,0,4,8,0,13,0,0,0,0,0,0,31,0,23,10,0,65
SSC41610,26,0,0,0,0,25,7,0,0,0,0,7,3,0,0,3,0,3,32,0,0,4,0,38
SSC41611,34,0,0,0,0,34,7,0,0,0,0,7,0,0,0,0,0,0,45,0,0,0,0,45
SSC41612,94,0,0,0,0,95,7,0,0,0,0,7,0,0,0,0,0,0,101,0,0,0,0,102
SSC41613,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41614,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SSC41615,42,0,0,0,0,46,20,0,0,0,0,18,0,0,0,0,0,0,68,0,0,0,0,64
SSC41616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41617,15,0,0,0,0,15,14,0,0,0,0,14,0,0,0,0,0,0,33,0,0,0,0,33
SSC41618,14,0,0,0,0,14,3,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,19
SSC41619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41620,10,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,18
SSC41621,66,0,0,0,0,66,25,0,0,0,0,25,0,0,0,0,0,0,88,0,0,0,0,88
SSC41622,3276,37,158,65,5,3532,276,15,102,52,0,449,49,3,9,5,0,64,3598,59,263,119,7,4049
SSC41623,158,0,22,0,0,178,9,0,3,0,0,12,4,0,0,0,0,4,164,0,24,0,0,195
SSC41624,22,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,31
SSC41625,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25
SSC41626,50,0,0,0,0,50,12,0,0,0,0,12,0,0,0,0,0,0,70,0,0,0,0,70
SSC41627,690,65,0,0,0,764,102,31,0,0,0,132,8,0,0,0,0,11,807,101,0,0,0,908
SSC41628,400,133,88,3,3,627,74,39,35,0,0,152,13,7,3,0,0,26,484,182,118,7,3,798
SSC41629,267,234,59,3,0,566,103,129,40,0,0,272,10,14,0,0,3,31,383,380,99,4,3,868
SSC41630,415,261,6,0,0,692,108,105,6,0,0,214,21,11,0,3,0,28,537,381,15,3,0,934
SSC41631,396,90,27,0,0,509,80,18,9,0,0,107,10,7,0,0,0,12,479,113,38,0,3,632
SSC41632,756,135,94,0,4,983,126,41,31,0,0,201,17,14,0,0,0,26,892,187,125,0,10,1212
SSC41633,665,145,108,0,3,923,150,41,30,0,3,231,25,6,8,0,0,37,845,189,144,7,8,1195
SSC41634,36,0,0,0,0,36,30,0,0,0,0,30,0,0,0,0,0,0,71,0,0,0,0,71
SSC41635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41636,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC41637,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC41638,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC41639,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41640,47,0,5,0,3,57,15,0,0,0,0,18,0,0,0,0,0,0,58,0,5,0,6,70
SSC41641,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC41642,266,0,0,0,0,266,17,0,0,0,0,18,6,0,0,0,0,6,293,0,0,0,0,293
SSC41643,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC41644,175,0,0,8,4,192,36,11,0,0,0,45,8,0,0,0,0,11,218,10,3,8,4,246
SSC41645,13,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,0,21
SSC41646,33,0,0,0,0,29,5,0,0,0,0,5,0,0,0,0,0,0,33,0,0,0,0,36
SSC41647,16,0,0,0,0,16,9,0,0,0,0,13,0,0,0,0,0,0,30,0,0,3,0,35
SSC41648,2331,239,6,0,3,2584,223,80,6,0,0,309,47,12,0,0,0,54,2599,335,11,0,3,2949
SSC41649,33,0,0,0,0,32,17,0,0,0,0,17,0,0,0,0,0,0,47,0,0,0,0,50
SSC41650,35,0,0,0,0,38,15,0,0,0,0,15,0,0,0,0,0,0,47,0,0,0,3,54
SSC41651,227,0,0,0,0,223,31,0,0,0,0,35,7,0,0,0,0,5,258,0,0,0,0,265
SSC41652,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC41653,23,0,0,0,0,25,25,0,0,0,0,25,8,0,0,0,0,9,58,3,0,3,0,59
SSC41654,21,0,0,0,0,21,5,0,0,0,0,5,3,0,0,0,0,3,29,0,0,0,0,29
SSC41655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41656,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41658,26,0,0,0,0,26,6,0,0,0,0,6,3,0,0,0,0,3,30,0,0,0,0,30
SSC41659,269,0,7,5,0,279,53,0,10,3,0,70,15,0,0,0,0,10,338,0,10,12,0,360
SSC41660,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SSC41661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41662,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
SSC41663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41664,79,0,0,0,0,79,3,0,0,0,0,3,0,0,0,0,0,0,79,0,0,0,0,79
SSC41665,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC41666,79,0,0,0,3,77,14,0,0,0,0,14,3,0,0,0,0,3,89,0,0,0,3,92
SSC41667,20,0,0,0,0,24,4,0,0,0,0,5,0,0,0,0,0,0,24,0,0,4,0,28
SSC41668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41669,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC41670,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41671,21,3,0,0,0,22,13,0,0,0,0,13,0,0,0,0,0,0,29,3,0,0,0,37
SSC41672,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8
SSC41673,303,4,0,3,4,318,90,9,0,0,0,101,6,0,0,0,0,6,400,10,0,3,4,424
SSC41674,62,0,0,11,0,71,19,0,0,5,0,28,0,0,0,0,0,0,85,0,0,14,0,101
SSC41675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41676,14,0,0,0,0,14,3,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,26
SSC41677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41678,45,0,0,0,0,45,10,0,0,0,0,10,0,0,0,0,0,0,58,0,0,0,0,58
SSC41679,19,0,0,0,3,20,13,0,0,0,3,16,0,0,0,0,0,0,29,0,0,0,8,38
SSC41680,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50001,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC50002,378,17,0,0,0,397,24,0,0,0,0,30,5,0,0,0,0,5,411,20,0,5,0,433
SSC50003,21,0,0,0,0,24,7,0,0,0,0,7,3,0,0,0,0,3,31,0,0,0,0,35
SSC50004,10,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,12
SSC50005,12,0,0,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,19,0,0,0,0,17
SSC50006,409,41,3,4,11,463,74,24,0,0,0,100,9,0,0,0,0,14,489,69,7,4,9,577
SSC50007,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,20
SSC50008,2105,155,0,0,0,2258,182,70,0,0,0,250,53,9,0,0,0,66,2337,237,0,0,0,2575
SSC50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC50010,663,157,6,0,3,834,60,14,0,0,0,79,11,3,0,0,0,17,738,184,9,0,3,928
SSC50011,1889,58,0,0,3,1958,119,13,0,0,0,129,26,0,0,0,0,24,2033,76,0,0,8,2110
SSC50012,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC50013,184,0,0,0,0,186,34,0,0,0,0,37,3,0,0,0,0,3,222,0,0,3,0,223
SSC50014,29,0,0,0,0,36,6,0,0,0,0,6,0,0,0,0,0,5,41,0,0,0,3,40
SSC50015,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50016,130,0,3,7,0,137,4,0,0,0,0,4,6,0,0,0,0,6,134,0,3,7,0,144
SSC50017,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,18
SSC50018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50019,72,0,0,0,0,69,6,0,0,0,0,6,0,0,0,0,0,0,80,0,0,0,0,79
SSC50020,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,17
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,1500,553,259,0,14,2323,68,56,33,0,0,158,23,11,5,0,0,48,1591,624,304,0,14,2532
SSC50023,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22
SSC50024,1103,300,4,0,0,1410,93,25,0,0,0,117,20,8,0,0,0,24,1218,331,4,0,0,1558
SSC50025,165,0,0,0,0,166,10,0,0,0,0,10,0,0,0,0,0,0,174,0,0,0,0,180
SSC50026,2813,950,94,4,10,3877,674,471,30,0,3,1182,86,69,0,0,0,156,3580,1489,123,6,18,5215
SSC50027,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15
SSC50028,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC50029,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50030,32,0,0,0,0,32,6,0,0,0,0,6,0,0,0,0,0,0,39,0,0,0,0,39
SSC50031,611,173,56,6,5,856,61,24,3,3,0,96,9,3,0,0,0,15,684,199,62,9,9,967
SSC50032,780,64,0,0,0,838,131,8,0,0,0,143,25,0,0,0,0,25,933,70,0,0,0,1007
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,384,36,3,0,0,428,76,14,6,0,0,99,9,0,0,0,0,9,467,47,10,0,0,532
SSC50035,1508,441,52,0,3,2006,114,45,18,0,0,175,16,8,3,0,0,29,1635,498,70,0,3,2212
SSC50036,2555,89,0,5,0,2646,120,5,0,0,0,132,30,0,0,0,0,35,2709,97,0,5,3,2815
SSC50037,1521,281,0,3,0,1806,60,13,0,0,0,77,16,7,0,0,0,22,1606,302,0,3,4,1914
SSC50038,358,8,19,16,8,416,127,3,26,18,0,168,10,0,3,0,0,16,499,12,47,36,8,602
SSC50039,4078,158,30,18,4,4294,418,62,11,13,0,504,79,8,0,0,0,94,4572,231,40,35,7,4884
SSC50040,2636,463,4,0,6,3108,113,40,0,0,0,149,34,8,0,0,0,46,2784,505,4,0,4,3298
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50043,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC50044,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC50045,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC50046,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC50047,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50048,59,0,0,0,0,60,12,0,0,0,0,12,0,0,0,0,0,0,68,0,0,0,0,75
SSC50049,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC50050,5,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,13
SSC50051,351,0,0,5,0,358,61,0,0,0,0,61,13,0,0,0,0,13,417,0,0,5,0,427
SSC50052,34,0,0,0,0,40,13,0,0,0,0,13,0,0,0,0,0,0,49,0,0,0,0,51
SSC50053,1652,1585,7,0,3,3250,463,365,3,0,0,831,45,52,0,0,0,103,2162,2001,12,0,9,4182
SSC50054,8704,365,0,31,23,9120,588,56,0,13,3,662,151,7,0,4,3,166,9443,430,0,46,29,9946
SSC50055,1699,1664,88,0,17,3466,523,454,21,0,0,1004,75,102,3,0,0,180,2305,2214,113,0,16,4646
SSC50056,189,4,0,3,4,197,28,0,0,0,0,34,8,0,0,0,0,8,221,4,0,3,8,236
SSC50057,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,21,0,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,3,28,0,0,0,0,28
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50061,5103,218,0,0,3,5323,497,101,0,0,0,595,88,9,0,0,0,101,5688,330,0,0,3,6022
SSC50062,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC50063,23,0,0,0,0,25,15,0,0,0,0,15,0,0,0,0,0,0,38,0,0,0,0,36
SSC50064,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC50065,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC50066,88,0,0,0,3,88,6,0,0,0,0,6,3,0,0,0,0,3,95,0,0,0,3,98
SSC50067,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7
SSC50068,584,0,0,0,4,587,35,0,0,0,0,35,14,0,0,0,0,14,634,0,0,0,4,636
SSC50069,2471,219,0,4,0,2693,203,46,0,0,0,249,58,5,0,0,0,58,2731,265,0,4,0,3001
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,25
SSC50072,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC50073,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9
SSC50074,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC50075,244,0,0,0,0,247,30,0,0,0,0,30,8,0,0,0,0,8,280,0,0,0,0,280
SSC50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50077,82,0,0,0,0,80,11,0,0,0,0,14,0,0,0,0,0,3,87,0,0,0,7,95
SSC50078,2658,565,157,3,11,3396,363,154,53,0,0,570,63,22,14,0,0,93,3087,741,223,3,12,4064
SSC50079,1002,141,0,0,4,1145,47,22,0,0,0,76,17,3,0,0,0,18,1065,169,0,0,4,1238
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,993,8,40,5,0,1045,94,13,0,0,0,108,17,0,0,0,0,21,1104,19,42,4,0,1174
SSC50082,890,9,0,0,0,898,124,10,0,0,0,132,16,0,0,0,0,18,1031,15,0,0,0,1050
SSC50083,3830,691,137,4,11,4670,478,294,55,3,0,831,78,20,3,0,0,109,4387,1012,201,3,11,5612
SSC50084,362,60,0,0,0,425,94,70,3,0,0,165,15,10,0,0,0,22,472,135,4,0,0,612
SSC50085,46,0,0,0,0,48,8,0,0,0,0,12,0,0,0,0,0,0,54,0,0,0,0,58
SSC50086,1214,294,48,0,9,1566,214,106,17,0,0,336,38,13,3,0,0,52,1459,413,69,0,11,1953
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SSC50089,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC50090,1832,277,33,0,3,2147,332,56,11,0,0,395,73,10,0,0,0,82,2232,338,43,0,3,2622
