SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC40474,0,14,33,23,37,43,7,3,0,156,0,7,24,16,25,19,6,0,0,103,0,0,7,27,27,18,3,0,0,92,0,0,9,8,31,7,3,0,0,66,0,0,5,11,28,22,3,3,0,75,4,0,7,5,3,3,0,4,0,26,13,20,18,18,35,29,28,19,8,188,166,212,265,264,399,348,241,168,62,2134
SSC40475,0,3,7,10,11,11,3,0,0,44,0,0,9,12,5,7,0,0,0,28,0,0,8,0,4,7,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,9,9,5,17,14,13,12,7,81,63,62,124,94,137,148,98,47,21,797
SSC40476,0,0,0,0,3,7,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,8,22,25,8,0,0,71
SSC40477,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,14,3,6,5,21,27,33,31,12,0,140
SSC40478,0,3,11,15,11,0,0,0,0,41,0,0,4,3,0,3,3,0,0,21,0,0,3,4,3,0,0,0,0,13,0,0,0,3,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,4,10,0,0,39,41,46,86,85,78,52,98,40,9,530
SSC40479,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,3,3,11,4,16,23,14,7,0,88
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,3,0,12,8,0,4,0,0,32
SSC40482,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,3,10,7,0,5,0,33
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9
SSC40485,0,0,3,0,6,0,0,0,0,17,0,0,3,10,0,0,0,0,0,9,0,0,7,6,4,0,0,0,0,17,0,0,7,5,3,3,0,0,0,17,0,0,7,9,7,11,3,0,0,37,0,0,4,10,8,5,0,0,0,28,3,7,3,16,3,3,0,0,0,38,3,13,37,63,33,23,3,0,0,171
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,3,0,0,12,4,5,0,0,36
SSC40487,0,5,22,12,17,20,16,11,0,101,0,4,22,10,11,25,10,6,3,88,0,5,14,15,21,14,10,3,0,78,0,3,10,8,17,10,6,0,0,53,0,0,15,18,25,20,8,5,0,104,0,3,6,15,30,23,15,4,3,97,10,7,16,22,23,18,5,16,0,119,69,125,191,182,203,223,157,93,23,1269
SSC40488,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,3,0,0,12,0,0,0,21
SSC40489,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,9,5,0,3,15,11,23,9,4,0,71
SSC40490,0,14,70,72,57,31,9,3,3,263,0,0,42,49,31,16,4,0,0,145,0,0,27,35,18,10,0,0,0,95,0,0,14,27,9,3,0,0,0,62,0,0,16,18,10,4,3,0,0,54,0,0,3,4,6,0,7,0,0,20,24,15,28,31,23,20,25,17,11,195,206,238,552,560,438,383,343,142,71,2930
SSC40491,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,7,8,11,8,19,17,8,0,0,72
SSC40492,0,3,3,10,3,7,3,0,0,32,0,4,7,3,8,11,0,0,0,29,0,0,0,4,0,3,0,0,0,12,0,0,3,3,0,3,0,0,0,12,0,0,0,3,7,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,5,9,0,9,7,21,5,0,61,41,34,68,61,104,123,129,48,9,618
SSC40493,0,14,47,54,50,35,11,0,0,212,0,6,38,28,46,30,3,0,0,151,0,4,28,45,32,30,6,0,0,143,0,0,15,34,36,36,6,0,0,122,0,0,10,50,35,17,3,3,0,124,0,0,9,20,9,4,0,0,0,42,13,14,42,25,18,14,11,10,7,142,205,247,428,418,425,390,228,96,53,2489
SSC40494,0,0,4,17,12,4,0,0,0,44,0,0,8,18,8,4,0,0,0,34,0,0,13,5,5,7,0,0,0,25,0,0,3,8,8,0,0,0,0,17,0,0,3,7,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,5,3,3,6,8,3,14,4,0,42,33,29,78,111,111,91,93,35,6,577
SSC40495,0,0,17,24,11,16,30,3,6,107,0,7,22,14,18,23,8,3,0,90,0,0,8,12,19,18,7,3,0,66,0,0,5,10,23,22,7,3,0,72,0,0,7,26,27,31,16,4,0,111,0,5,0,31,42,38,24,8,3,148,15,3,6,7,17,11,12,12,30,123,231,104,143,216,240,258,222,121,109,1657
SSC40496,0,8,17,29,27,25,21,14,0,144,0,3,26,20,32,14,14,7,0,112,0,0,23,39,18,21,12,3,0,124,0,0,7,18,25,19,4,4,0,85,0,0,12,46,22,24,0,0,0,110,0,0,3,11,16,9,3,3,0,41,8,5,0,9,7,6,10,15,3,66,115,91,162,284,259,227,249,167,34,1583
SSC40497,0,0,4,6,10,7,3,0,0,27,0,0,3,4,8,0,0,0,0,14,0,0,0,3,4,0,0,0,0,5,0,0,3,3,3,4,0,0,0,10,0,0,0,0,6,3,0,0,0,12,0,0,0,0,0,3,0,0,0,3,8,0,3,3,7,3,3,0,0,25,25,4,32,37,66,53,48,15,0,293
SSC40498,0,0,8,7,14,12,0,0,0,39,0,0,3,4,8,4,0,0,0,20,0,0,3,13,4,0,0,0,0,20,0,0,0,0,10,11,0,0,0,16,0,0,0,3,4,4,0,0,0,13,0,0,0,0,3,3,3,0,0,13,6,4,4,11,8,6,7,0,0,44,34,35,55,83,115,103,57,21,5,505
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,0,14,60,36,32,48,35,15,10,253,0,3,42,26,19,34,18,8,7,161,0,0,39,37,20,43,21,6,3,162,0,0,20,24,11,32,18,7,3,118,0,0,39,38,47,40,18,9,0,187,0,0,8,31,38,45,29,14,3,167,12,20,51,40,42,66,48,37,20,332,125,190,490,405,369,547,503,273,166,3071
SSC40501,0,16,86,50,36,67,26,5,0,296,0,12,64,37,51,58,21,0,0,242,0,3,48,45,42,46,12,0,3,201,0,0,17,43,37,37,3,0,0,135,0,0,22,67,74,44,3,4,0,216,0,3,12,26,36,37,6,4,0,124,13,5,39,33,20,31,17,18,9,180,205,240,510,510,505,571,349,198,99,3194
SSC40502,0,26,146,90,115,102,41,7,3,536,0,13,111,72,66,59,21,12,3,348,0,3,88,84,90,75,20,5,0,365,0,0,40,60,58,40,12,3,3,219,0,0,62,81,86,61,21,3,0,319,0,0,22,47,57,41,24,7,0,182,28,41,86,55,58,81,50,38,29,456,280,430,982,819,849,865,663,326,158,5372
SSC40503,0,10,37,25,35,39,16,0,4,164,0,3,28,25,26,26,25,0,0,125,0,0,18,18,21,31,5,3,0,107,0,0,12,17,22,21,8,0,0,74,0,0,18,23,35,30,11,0,3,125,0,0,7,24,36,37,7,3,4,110,3,12,14,22,16,18,41,41,107,263,90,144,242,251,307,337,287,159,167,1988
SSC40504,0,25,92,72,64,68,46,4,14,393,0,6,65,62,59,55,13,7,4,278,0,5,58,84,83,64,14,0,3,312,0,3,25,66,52,53,10,0,3,213,0,3,28,81,88,60,6,3,0,270,0,0,14,33,30,24,12,0,3,109,14,11,25,37,28,33,31,52,98,329,274,312,615,710,668,669,532,368,313,4470
SSC40505,0,0,0,5,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,7,15,19,9,4,7,3,71
SSC40506,0,5,23,34,27,18,24,8,12,145,0,0,22,20,15,13,10,11,6,101,0,0,23,29,24,24,9,9,11,134,0,0,10,15,18,13,3,8,3,69,0,0,13,22,19,12,6,9,6,88,0,0,0,14,26,6,3,8,15,76,12,12,15,25,21,13,19,19,20,144,148,119,257,318,292,211,251,236,223,2066
SSC40507,0,9,26,23,23,20,25,10,7,139,0,3,14,18,20,27,13,10,0,100,0,0,15,22,32,20,12,5,0,109,0,0,7,9,12,23,7,0,0,71,0,0,11,24,38,31,10,8,3,119,0,0,3,28,45,22,20,8,7,132,10,4,8,11,11,8,8,9,7,72,151,99,179,249,267,267,254,158,59,1677
SSC40508,0,0,5,4,9,3,3,0,0,26,0,0,0,0,0,6,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,22,21,16,30,40,48,55,60,24,3,302
SSC40509,0,0,8,14,21,17,3,0,0,76,0,0,8,11,16,3,3,0,0,38,0,0,3,6,9,3,4,0,0,27,0,0,0,3,0,4,0,0,0,9,0,0,0,3,7,3,0,0,0,16,0,0,0,0,0,4,0,0,0,4,9,0,3,17,15,22,11,3,4,81,67,31,76,127,178,144,110,43,11,797
SSC40510,0,4,35,27,21,12,6,10,7,128,0,3,33,13,16,6,5,5,3,83,0,0,23,29,15,9,5,3,0,86,0,0,9,18,11,3,3,0,0,45,0,0,16,16,12,3,0,0,0,48,0,0,0,3,4,0,0,3,5,20,4,0,5,13,14,3,18,45,99,200,60,100,250,228,201,151,149,261,259,1659
SSC40511,0,63,164,146,206,157,59,16,0,810,0,24,95,132,153,98,21,3,0,529,0,3,97,120,143,79,13,0,0,455,0,0,64,96,111,59,8,0,0,340,0,3,49,128,198,112,10,3,0,500,0,0,10,48,66,55,12,5,0,192,35,29,44,42,65,54,62,80,71,478,740,639,1046,1243,1636,1366,1031,572,159,8420
SSC40512,0,0,3,10,3,0,7,0,0,21,0,0,3,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,7,3,8,3,0,23,15,9,24,31,34,32,49,16,0,222
SSC40513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,3,8,4,15,0,3,0,39
SSC40514,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,14
SSC40515,0,6,69,26,23,36,18,4,0,179,0,6,51,37,29,22,12,3,0,163,0,3,40,45,23,38,3,0,0,155,0,0,24,49,27,21,5,0,0,130,0,0,32,63,53,44,9,0,0,205,0,0,13,37,37,31,16,0,0,129,19,12,31,32,29,18,18,32,56,250,133,194,516,458,374,356,220,142,111,2509
SSC40516,0,3,14,13,24,18,22,4,5,109,0,0,3,4,15,12,12,3,0,45,0,0,3,3,4,8,5,3,0,27,0,0,5,6,7,3,0,0,0,26,0,0,0,5,6,4,0,0,0,15,0,0,0,0,3,9,0,0,0,15,8,3,7,15,23,20,64,88,114,343,68,68,102,138,227,334,541,426,237,2148
SSC40517,0,0,21,26,19,24,11,5,0,100,0,0,6,14,4,15,5,0,0,43,0,0,3,3,5,12,3,3,0,33,0,0,4,0,9,3,0,0,0,13,0,0,0,3,12,6,0,0,0,21,0,0,0,0,3,3,3,0,0,6,3,8,11,10,12,17,29,27,19,140,79,72,164,214,248,311,395,267,62,1803
SSC40518,0,0,5,4,10,14,5,0,0,43,0,0,0,3,9,9,3,3,0,26,0,0,0,3,3,9,0,0,0,19,0,0,0,4,0,4,4,0,0,11,0,0,0,0,3,9,0,0,0,15,0,0,0,0,3,0,0,3,0,6,9,3,6,10,10,11,31,11,3,87,39,30,61,72,105,172,279,118,31,904
SSC40519,0,0,10,3,10,18,3,3,0,46,0,0,4,3,4,8,3,0,0,23,0,0,3,3,3,3,0,0,0,18,0,0,3,3,5,5,0,0,0,20,0,0,3,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,3,4,8,0,10,5,11,13,20,12,11,88,29,26,73,64,116,195,217,115,47,877
SSC40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,6,3,10,7,0,0,0,30
SSC40521,0,4,3,0,7,7,0,0,0,23,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,0,0,0,4,11,5,0,0,0,18,0,0,0,0,6,3,0,0,0,5,0,0,0,0,0,9,0,0,0,14,18,30,16,20,57,47,14,7,3,208
SSC40522,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,0,0,0,23
SSC40523,0,0,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,13,8,0,0,39
SSC40524,0,26,79,78,96,80,40,18,4,429,0,14,71,60,53,64,27,3,6,292,0,7,50,59,75,44,28,4,5,268,0,3,28,51,59,49,13,3,0,202,0,3,35,96,102,58,15,4,0,314,0,3,13,34,51,34,12,6,0,163,19,15,33,43,49,41,41,56,83,370,315,283,599,673,831,816,744,447,323,5030
SSC40525,0,0,9,0,6,7,0,0,0,16,0,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,18,18,22,20,11,3,3,119
SSC40526,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,3,8,9,11,15,8,4,0,54
SSC40527,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,12,5,7,3,0,0,42
SSC40528,0,8,79,55,27,20,3,0,0,194,0,3,50,40,16,22,3,0,0,131,0,3,53,39,15,16,3,0,0,129,0,0,14,15,12,10,0,0,0,42,0,0,19,23,0,3,0,0,0,48,0,0,0,4,4,3,4,0,0,21,3,8,42,34,23,27,17,8,4,158,128,191,651,441,273,288,157,104,45,2283
SSC40529,0,0,8,5,8,6,5,0,0,33,0,0,6,7,7,3,0,0,0,31,0,0,8,13,6,3,3,0,0,30,0,0,3,12,11,4,0,0,0,27,0,0,5,6,3,3,5,0,0,24,0,0,0,6,9,3,0,0,0,15,3,0,3,0,3,0,0,0,0,10,38,12,39,76,66,44,45,3,0,328
SSC40530,0,0,19,21,28,22,3,0,0,94,0,3,13,17,12,3,4,0,0,54,0,0,8,12,17,15,3,0,0,58,0,0,9,5,3,3,3,0,0,24,0,0,7,4,12,14,0,0,0,35,0,0,0,5,4,0,0,0,0,13,4,3,9,3,8,18,8,0,0,60,69,57,128,136,156,171,80,44,14,853
SSC40531,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,9,0,3,7,4,0,0,35
SSC40532,0,40,155,178,209,128,27,3,0,750,0,22,97,134,141,84,19,0,0,492,0,6,86,124,130,60,15,0,0,425,0,3,50,94,99,62,5,0,0,310,0,0,39,138,149,68,6,0,0,405,0,0,13,19,49,19,3,0,0,101,30,26,35,60,65,49,37,21,11,334,686,565,947,1339,1556,1097,611,249,57,7109
SSC40533,3,14,70,52,67,65,19,0,0,287,0,15,30,53,65,31,11,0,0,207,0,5,40,44,51,23,5,3,0,170,0,0,9,24,27,18,3,0,0,90,0,0,18,31,60,30,5,0,0,151,0,0,4,15,25,9,0,0,0,46,20,8,18,18,29,11,18,13,0,150,280,270,377,452,619,541,305,112,23,2985
SSC40534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,7,6,3,3,9,14,15,7,3,4,72
SSC40535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,12
SSC40536,0,3,12,7,13,14,0,0,0,53,0,0,3,8,7,6,0,0,0,38,0,0,3,5,14,6,7,0,0,32,0,0,3,4,6,6,0,0,0,24,0,0,3,9,11,5,0,0,3,31,0,3,0,3,4,4,0,0,0,13,10,0,6,7,3,7,3,6,11,47,53,43,68,95,118,125,90,55,41,697
SSC40537,0,0,0,0,3,5,3,0,0,6,0,0,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,8,17,13,9,3,0,76
SSC40538,0,13,88,66,47,50,21,7,3,290,0,0,26,35,23,37,6,0,0,132,0,0,16,23,14,21,0,0,0,79,0,0,6,6,6,10,3,0,0,34,0,0,3,11,9,6,3,0,0,25,0,0,0,0,4,7,0,0,0,12,12,9,10,16,28,25,35,38,50,233,233,208,528,470,463,518,495,237,157,3306
SSC40539,0,14,47,32,37,33,12,6,3,178,0,0,23,31,13,17,0,3,0,85,0,0,6,3,16,19,0,0,0,46,0,0,0,10,8,3,0,0,0,19,0,0,7,3,7,3,0,0,0,21,0,0,3,0,0,3,3,0,0,14,22,24,39,36,41,53,44,23,9,279,209,227,479,444,455,552,414,146,54,2973
SSC40540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,7,0,3,0,20
SSC40541,0,0,6,7,5,3,4,7,0,34,0,0,4,3,3,5,4,0,0,20,0,3,4,0,4,7,4,0,0,19,0,0,4,3,6,3,0,0,0,17,0,0,0,8,7,4,3,0,0,29,0,0,0,3,6,4,8,0,0,22,3,3,3,3,9,9,3,3,3,36,70,56,64,43,68,74,71,36,38,520
SSC40542,0,4,21,25,35,36,18,5,0,138,0,0,27,35,32,34,16,4,0,137,0,0,6,22,32,30,10,3,3,110,0,0,12,30,24,19,3,4,0,85,0,0,9,24,40,25,7,0,0,108,0,0,5,21,25,22,0,0,5,78,9,11,10,22,21,32,35,33,58,238,151,104,179,292,349,386,355,239,190,2241
SSC40543,0,0,3,0,4,0,4,0,0,6,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10,12,3,15,19,19,21,9,3,0,112
SSC40544,0,3,0,0,10,4,0,0,0,19,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,3,0,0,26,12,14,13,29,36,37,16,5,0,158
SSC40545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9,4,0,3,0,21
SSC40546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40547,0,0,0,0,4,3,0,0,0,9,0,0,3,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,3,3,6,7,6,20,13,22,26,21,17,4,131
SSC40548,0,44,198,222,275,256,74,7,0,1077,0,13,129,185,183,162,38,3,0,715,0,7,116,153,172,154,31,3,0,637,0,0,55,98,109,98,11,4,0,377,0,0,44,130,178,125,16,0,0,491,0,0,7,39,43,31,9,0,0,126,37,30,51,54,77,75,52,29,12,420,829,738,1286,1662,1847,2035,1174,433,153,10158
SSC40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
