POA_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA4005,..,2983,2983,2641,632,3274,646,190,838,416,59,479,118,13,132,44,5,49,3863,3879,7749
POA4006,..,2595,2595,1948,727,2674,476,207,688,244,69,311,57,17,68,30,11,39,2757,3618,6372
POA4007,..,1834,1834,1681,272,1951,646,53,694,500,5,507,199,4,205,74,3,75,3103,2171,5276
POA4008,..,37,37,38,11,48,14,0,15,8,3,8,7,0,3,3,0,3,60,51,115
POA4009,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4010,..,391,391,285,92,383,109,21,135,77,11,93,23,3,22,11,0,11,504,523,1024
POA4011,..,1843,1843,1655,308,1961,844,64,912,782,21,799,328,7,335,88,0,91,3691,2235,5931
POA4012,..,2727,2727,2659,484,3140,1271,98,1377,1119,27,1140,392,5,396,126,0,127,5568,3345,8909
POA4013,..,548,548,507,95,602,258,32,291,236,8,237,84,4,88,40,0,39,1121,690,1807
POA4014,..,863,863,1207,175,1376,754,48,801,685,21,711,274,5,282,126,0,126,3045,1110,4152
POA4017,..,3086,3086,4058,337,4388,2285,57,2341,2302,12,2312,859,0,859,356,0,357,9854,3488,13350
POA4018,..,1404,1404,1376,142,1520,797,44,844,612,3,618,231,3,231,133,0,133,3146,1599,4742
POA4019,..,2781,2781,2674,275,2954,1170,39,1203,858,9,871,364,3,365,198,0,198,5271,3102,8367
POA4020,..,3126,3126,3156,262,3420,1145,23,1167,906,4,911,392,0,389,168,0,168,5764,3420,9183
POA4021,..,929,929,1140,106,1244,572,14,588,473,3,472,250,0,247,120,0,120,2546,1058,3611
POA4022,..,576,576,824,48,869,380,11,389,337,0,337,173,0,172,103,0,103,1814,644,2456
POA4025,..,23,23,22,3,23,4,0,7,0,0,0,0,0,0,0,0,0,32,27,57
POA4029,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,..,1886,1886,1829,501,2326,821,157,979,830,71,901,305,19,323,106,3,104,3886,2630,6515
POA4031,..,1550,1550,1463,262,1722,763,70,834,753,14,771,309,3,305,102,0,102,3388,1896,5285
POA4032,..,2082,2082,1970,308,2274,904,85,990,675,21,690,278,3,286,125,0,125,3952,2497,6452
POA4034,..,4166,4166,5199,533,5735,2716,147,2860,2475,57,2531,904,14,915,484,6,495,11787,4929,16711
POA4035,..,1248,1248,2443,104,2544,1428,17,1439,1838,9,1849,753,3,756,255,0,255,6716,1377,8093
POA4036,..,389,389,701,57,761,435,17,447,397,4,401,161,0,161,87,0,90,1780,466,2243
POA4037,..,165,165,645,27,670,479,4,479,711,3,713,261,0,259,109,0,109,2205,197,2396
POA4051,..,2768,2768,2754,512,3262,1388,236,1625,1585,69,1653,620,22,650,185,12,189,6531,3620,10144
POA4053,..,3822,3822,5134,589,5727,2680,134,2810,2666,50,2712,1022,13,1038,345,4,343,11834,4612,16449
POA4054,..,1150,1150,1598,95,1691,854,31,883,877,7,881,317,0,317,127,0,128,3774,1280,5058
POA4055,..,880,880,2039,87,2118,1226,20,1242,1613,5,1614,626,0,626,230,0,230,5726,990,6708
POA4059,..,1349,1349,1317,467,1783,616,249,870,562,125,682,183,38,224,56,24,83,2738,2253,4988
POA4060,..,917,917,1125,161,1283,649,62,708,927,27,952,407,0,406,119,5,126,3227,1169,4399
POA4061,..,857,857,1770,85,1852,953,18,976,1273,6,1284,496,0,496,147,0,147,4637,971,5611
POA4064,..,1119,1119,1153,311,1462,525,194,722,491,76,564,183,23,210,70,8,82,2423,1728,4150
POA4065,..,617,617,873,95,968,482,56,535,675,17,690,307,7,315,69,6,72,2401,798,3202
POA4066,..,1815,1815,1901,667,2570,752,316,1066,637,103,742,217,28,247,67,9,81,3574,2952,6519
POA4067,..,776,776,866,400,1263,387,311,701,361,174,538,148,80,223,41,57,101,1807,1798,3605
POA4068,..,2243,2243,2541,657,3201,1242,419,1657,1182,148,1330,421,57,481,135,16,153,5520,3543,9065
POA4069,..,1532,1532,3262,163,3431,1884,60,1939,2563,39,2601,1071,15,1087,340,3,347,9123,1812,10935
POA4070,..,447,447,1113,52,1171,670,8,679,902,3,906,376,0,376,160,0,160,3219,505,3730
POA4072,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
POA4073,..,410,410,846,36,885,590,9,596,716,3,720,243,0,243,81,0,86,2482,460,2940
POA4074,..,1272,1272,2530,164,2693,1560,46,1598,1655,17,1670,648,4,652,250,6,250,6643,1499,8143
POA4075,..,1823,1823,2333,255,2589,1291,90,1382,1477,35,1511,644,7,646,221,0,221,5966,2210,8176
POA4076,..,389,389,434,77,503,271,21,290,246,3,249,120,0,120,95,0,99,1158,493,1655
POA4077,..,2228,2228,2252,294,2548,1622,67,1688,1560,17,1583,783,12,793,772,3,780,6993,2621,9614
POA4078,..,1457,1457,2241,201,2440,1664,35,1700,1674,4,1678,677,3,684,450,0,453,6718,1702,8419
POA4101,..,2794,2794,2535,742,3282,1008,260,1267,800,116,915,323,57,379,122,19,137,4791,3986,8775
POA4102,..,887,887,739,244,984,288,134,422,264,62,322,133,25,160,56,9,70,1490,1364,2851
POA4103,..,1596,1596,1539,415,1953,695,247,949,639,97,738,211,28,244,92,20,111,3182,2404,5589
POA4104,..,798,798,745,142,892,323,68,389,315,20,332,112,3,112,34,0,34,1533,1029,2559
POA4105,..,1418,1418,1492,271,1763,772,100,868,763,28,787,218,14,230,97,3,100,3341,1830,5166
POA4106,..,154,154,139,51,190,87,10,100,59,10,65,32,0,35,21,0,23,332,222,561
POA4107,..,482,482,597,101,694,383,19,406,353,32,378,139,13,150,61,5,68,1531,653,2180
POA4108,..,504,504,543,104,645,303,46,351,255,34,287,136,19,157,95,15,114,1333,717,2054
POA4109,..,2049,2049,3003,358,3360,1874,262,2138,1919,231,2146,988,143,1134,816,100,910,8603,3140,11745
POA4110,..,678,678,948,117,1072,665,31,698,577,15,587,274,3,276,214,3,217,2673,854,3525
POA4111,..,82,82,90,13,109,45,5,52,47,0,46,10,0,9,3,0,3,200,107,303
POA4112,..,257,257,555,38,593,449,20,469,525,8,535,272,0,278,226,3,229,2036,326,2356
POA4113,..,1580,1580,2415,250,2663,1848,181,2030,1785,106,1886,825,51,881,528,27,550,7394,2196,9590
POA4114,..,2251,2251,2158,382,2542,1357,81,1438,1200,36,1236,724,21,742,897,16,912,6329,2793,9121
POA4115,..,786,786,1614,139,1755,1258,40,1292,1330,11,1341,593,7,596,303,5,311,5095,992,6086
POA4116,..,812,812,1967,180,2143,1637,86,1720,1840,43,1881,777,12,794,463,4,476,6683,1142,7830
POA4117,..,38,38,102,15,109,85,0,85,86,3,89,39,0,39,31,0,31,346,49,396
POA4118,..,1406,1406,2686,264,2950,1864,42,1908,1786,9,1794,850,3,856,636,3,639,7818,1735,9547
POA4119,..,315,315,520,38,562,387,17,403,456,9,457,173,0,173,111,0,111,1642,384,2024
POA4120,..,1175,1175,1041,276,1314,485,96,580,394,44,437,119,14,129,42,6,52,2085,1619,3697
POA4121,..,1861,1861,2523,251,2776,1372,118,1483,1725,50,1777,674,17,690,199,5,201,6496,2296,8792
POA4122,..,3282,3282,4402,518,4923,2462,271,2732,2627,71,2700,1043,44,1086,519,17,535,11058,4193,15247
POA4123,..,1097,1097,1900,132,2028,1172,42,1212,1239,8,1248,483,0,486,230,3,234,5029,1284,6313
POA4124,..,767,767,1559,137,1702,1079,21,1098,1255,6,1255,601,0,606,455,3,463,4951,935,5881
POA4125,..,511,511,755,23,777,366,9,370,357,0,359,185,0,190,174,0,174,1835,547,2384
POA4127,..,1892,1892,2661,264,2922,1552,39,1587,1375,14,1385,644,13,655,505,3,510,6733,2223,8956
POA4128,..,761,761,1723,118,1841,1035,17,1046,1071,10,1083,459,0,458,224,0,223,4512,903,5412
POA4129,..,268,268,572,65,630,392,9,403,404,4,412,194,0,194,105,0,105,1665,347,2011
POA4130,..,378,378,873,50,921,465,12,480,547,3,548,257,0,257,151,0,156,2293,438,2733
POA4131,..,611,611,825,128,959,567,24,589,508,23,526,290,5,291,235,0,242,2423,797,3217
POA4132,..,1069,1069,1660,218,1880,1311,47,1360,1279,18,1293,820,3,822,802,0,803,5873,1361,7236
POA4133,..,1294,1294,1673,162,1841,949,27,980,941,17,956,428,0,426,368,3,370,4361,1503,5863
POA4151,..,2031,2031,1921,400,2321,824,131,947,780,44,818,325,4,330,94,3,94,3935,2613,6552
POA4152,..,3388,3388,4745,447,5192,2637,208,2842,2888,60,2951,1097,19,1116,430,11,444,11806,4125,15930
POA4153,..,198,198,449,27,479,287,12,302,309,3,309,106,0,110,61,0,61,1216,245,1455
POA4154,..,280,280,837,41,870,636,19,656,975,3,979,377,0,377,132,0,132,2961,345,3299
POA4155,..,39,39,124,3,128,65,0,65,86,0,86,62,0,62,32,0,32,366,41,409
POA4156,..,86,86,217,7,221,180,0,181,262,0,261,118,0,126,50,0,50,829,98,931
POA4157,..,1482,1482,2087,158,2252,1165,38,1199,1140,9,1149,462,0,462,279,3,277,5127,1691,6820
POA4158,..,449,449,511,48,562,223,0,229,198,0,202,75,0,75,26,0,26,1036,500,1530
POA4159,..,917,917,1592,103,1691,786,13,802,939,6,942,399,0,399,184,0,189,3898,1040,4940
POA4160,..,1084,1084,2146,100,2240,1072,19,1099,1267,4,1276,461,0,461,186,0,186,5138,1210,6347
POA4161,..,998,998,1741,119,1857,1083,34,1112,989,4,997,446,0,449,189,0,189,4445,1156,5602
POA4163,..,1797,1797,2090,128,2210,850,27,874,699,0,699,253,0,254,134,0,134,4019,1945,5963
POA4164,..,620,620,1475,72,1544,857,10,868,1068,6,1067,467,0,467,172,0,173,4034,707,4744
POA4165,..,2030,2030,4244,227,4466,2074,27,2099,2444,7,2454,948,3,949,451,0,451,10157,2288,12447
POA4169,..,2007,2007,1881,533,2416,544,229,771,378,86,465,117,19,140,49,16,61,2970,2893,5861
POA4170,..,2210,2210,2632,517,3148,1362,228,1595,1425,59,1480,492,20,513,155,8,164,6070,3042,9112
POA4171,..,1335,1335,1748,254,1996,898,58,954,949,18,969,354,10,357,104,0,109,4053,1670,5721
POA4172,..,256,256,428,62,493,271,22,294,266,11,274,102,3,105,48,3,50,1112,360,1472
POA4173,..,639,639,957,118,1070,546,21,565,490,6,498,163,3,167,84,0,89,2239,786,3020
POA4174,..,158,158,229,28,255,175,7,179,145,0,145,59,0,59,26,0,26,637,192,835
POA4178,..,2479,2479,2760,256,3018,1588,39,1629,1468,13,1480,550,0,557,238,0,236,6605,2793,9403
POA4179,..,1529,1529,2200,167,2366,1199,36,1235,1199,5,1206,452,3,457,189,0,189,5243,1735,6977
POA4183,..,288,288,303,27,332,82,3,89,67,0,71,31,0,31,25,0,25,512,316,832
POA4184,..,1230,1230,1247,187,1432,306,8,315,139,0,136,61,0,61,53,0,53,1800,1428,3227
POA4205,..,663,663,628,56,682,275,0,281,219,0,219,105,0,105,50,0,50,1279,721,2001
POA4207,..,4157,4157,5712,581,6288,3269,69,3337,2850,18,2871,1364,0,1365,926,0,924,14115,4829,18940
POA4208,..,670,670,1747,137,1884,1168,16,1181,1336,4,1343,628,0,629,351,0,351,5224,833,6059
POA4209,..,1434,1434,3823,455,4276,3032,105,3136,3433,37,3471,1570,5,1573,846,3,847,12695,2033,14736
POA4210,..,840,840,1787,165,1954,1154,38,1191,1375,9,1379,544,3,548,277,0,277,5137,1049,6183
POA4211,..,3968,3968,6242,651,6900,3703,139,3842,3734,36,3771,1481,10,1489,813,0,813,15979,4790,20771
POA4212,..,1700,1700,3566,232,3802,1613,38,1656,1676,14,1689,560,0,560,295,0,295,7712,1983,9695
POA4213,..,1355,1355,2690,214,2908,1712,37,1745,1896,8,1904,862,0,867,454,0,461,7620,1614,9234
POA4214,..,2290,2290,3785,417,4201,2198,161,2359,2229,83,2304,886,37,923,446,20,469,9548,3002,12545
POA4215,..,7035,7035,6141,1384,7525,2642,365,3003,1695,128,1821,566,41,603,278,15,295,11313,8970,20282
POA4216,..,4458,4458,5877,537,6409,2062,99,2162,1607,22,1633,527,8,536,213,3,215,10287,5126,15415
POA4217,..,5164,5164,5273,955,6231,1870,271,2143,1446,107,1557,524,41,559,179,34,211,9296,6569,15868
POA4218,..,3622,3622,4107,785,4894,1691,205,1900,1398,68,1469,481,22,505,178,11,184,7860,4712,12572
POA4220,..,3257,3257,3968,639,4608,1732,166,1898,1572,35,1607,531,3,532,199,7,205,7995,4108,12102
POA4221,..,2785,2785,3212,380,3595,1506,55,1563,1468,20,1495,552,3,556,246,0,246,6989,3245,10232
POA4222,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,..,1135,1135,1622,156,1784,796,35,825,808,7,817,329,0,329,152,0,151,3713,1327,5040
POA4224,..,722,722,785,115,904,367,21,389,311,5,319,122,3,121,32,0,38,1619,869,2488
POA4225,..,1393,1393,1106,239,1344,302,42,346,152,8,161,71,5,67,23,3,28,1651,1693,3340
POA4226,..,2147,2147,3671,366,4039,2055,106,2166,1936,37,1975,678,12,693,267,0,266,8608,2676,11281
POA4227,..,1455,1455,2124,338,2463,1399,107,1509,1362,23,1381,499,4,505,212,0,212,5601,1928,7525
POA4228,..,164,164,435,40,473,272,8,280,350,3,353,159,3,158,110,0,110,1326,212,1537
POA4229,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,..,194,194,318,45,365,102,3,108,53,0,54,20,0,20,3,0,3,496,242,737
POA4270,..,159,159,388,30,421,210,3,213,242,0,242,97,0,97,74,0,74,1012,191,1202
POA4271,..,269,269,430,30,460,143,0,147,136,0,141,49,0,49,26,0,26,784,302,1093
POA4272,..,383,383,693,38,730,206,3,212,219,0,222,114,0,114,36,0,36,1272,425,1698
POA4275,..,179,179,382,25,402,204,5,206,178,0,176,86,0,86,50,0,50,900,211,1106
POA4280,..,545,545,1352,92,1442,908,17,926,1064,0,1064,517,0,523,430,0,431,4269,658,4921
POA4285,..,1353,1353,2167,148,2310,1071,10,1077,1091,4,1095,513,0,514,350,0,350,5195,1516,6711
POA4287,..,69,69,95,4,101,36,3,33,26,0,26,16,0,16,12,0,12,184,72,257
POA4300,..,2505,2505,4577,487,5068,3393,85,3482,3527,28,3553,1563,4,1568,1058,3,1064,14116,3119,17240
POA4301,..,1383,1383,2117,258,2371,1533,40,1574,1450,7,1457,855,0,858,780,0,780,6736,1691,8419
POA4303,..,315,315,344,49,399,196,6,206,156,0,153,72,0,71,91,0,91,856,378,1234
POA4304,..,1862,1862,1865,252,2111,1021,43,1066,790,10,805,353,0,353,220,3,220,4251,2178,6422
POA4305,..,5516,5516,6571,613,7180,3650,105,3753,3268,27,3297,1443,3,1444,897,0,899,15816,6263,22076
POA4306,..,1806,1806,3732,226,3958,1967,26,1996,2250,5,2261,1007,0,1007,510,0,510,9478,2069,11546
POA4307,..,81,81,188,11,200,79,0,85,91,0,91,50,0,50,25,0,25,424,94,516
POA4309,..,238,238,413,20,431,144,0,143,124,0,124,81,0,81,48,0,48,806,260,1072
POA4310,..,552,552,838,39,878,272,0,275,283,3,284,115,0,115,64,3,64,1577,595,2173
POA4311,..,769,769,1159,116,1280,552,9,563,469,0,471,250,0,250,193,0,193,2633,897,3530
POA4312,..,303,303,446,39,491,100,0,101,88,0,88,48,0,48,33,0,33,720,342,1071
POA4313,..,256,256,364,23,387,93,0,94,81,0,81,42,0,42,33,0,33,614,280,902
POA4340,..,404,404,655,51,709,278,9,286,252,0,252,132,0,132,83,0,83,1399,463,1861
POA4341,..,1038,1038,1698,158,1860,754,18,775,690,8,697,365,3,363,256,0,256,3766,1224,4991
POA4342,..,205,205,322,25,342,110,16,121,95,6,108,72,6,75,47,0,47,644,259,898
POA4343,..,850,850,1209,128,1334,499,43,543,463,46,510,272,29,300,164,31,195,2608,1124,3726
POA4344,..,191,191,314,16,328,147,4,149,118,0,118,73,0,73,39,0,39,684,210,896
POA4345,..,0,0,3,6,12,0,0,3,0,0,3,0,0,0,0,0,0,7,14,17
POA4346,..,65,65,107,16,125,48,0,45,54,0,55,25,0,25,3,0,3,239,77,319
POA4347,..,90,90,157,14,177,53,0,52,43,0,43,29,0,29,26,0,26,311,109,412
POA4350,..,11725,11725,12930,1197,14127,5421,262,5682,4816,76,4895,2283,17,2297,1190,9,1196,26636,13296,39931
POA4352,..,1209,1209,3319,136,3459,1454,21,1476,1691,5,1696,866,0,862,478,0,478,7806,1374,9173
POA4353,..,27,27,39,0,36,12,0,12,14,0,14,12,0,12,0,0,0,80,27,108
POA4354,..,104,104,160,9,161,61,0,61,53,0,53,33,0,33,18,0,18,321,112,431
POA4355,..,305,305,406,23,429,119,0,119,112,0,112,51,0,51,30,0,30,718,332,1052
POA4356,..,367,367,627,32,662,235,3,236,250,0,250,126,0,126,79,0,79,1321,397,1716
POA4357,..,252,252,330,24,357,92,0,95,110,4,119,47,0,51,30,0,29,615,283,894
POA4358,..,126,126,279,9,288,117,3,120,122,0,122,61,0,61,28,0,28,611,136,746
POA4359,..,80,80,160,7,175,55,0,53,54,0,54,35,0,35,23,0,23,328,87,416
POA4360,..,50,50,80,4,83,31,0,31,32,0,32,14,0,14,5,0,5,167,57,218
POA4361,..,260,260,383,20,401,134,3,139,109,0,116,55,0,55,32,0,32,715,287,1005
POA4362,..,248,248,361,14,371,113,0,116,95,0,95,47,0,47,38,0,38,656,266,926
POA4363,..,42,42,72,6,77,37,0,37,25,0,25,10,0,10,12,0,12,158,44,203
POA4364,..,10,10,30,4,31,7,0,7,15,0,15,11,0,11,0,0,0,59,12,70
POA4365,..,59,59,71,4,75,21,0,21,19,0,17,12,0,11,6,0,6,124,60,188
POA4370,..,1941,1941,2464,145,2611,892,19,904,838,3,842,426,0,427,251,0,251,4866,2112,6984
POA4371,..,78,78,113,3,117,24,0,24,35,0,35,20,0,20,5,0,5,199,80,275
POA4372,..,15,15,22,0,25,13,0,13,4,0,4,3,0,3,4,0,4,42,11,60
POA4373,..,117,117,145,5,150,48,0,48,36,0,36,22,0,22,14,0,14,263,120,387
POA4374,..,37,37,65,4,65,22,0,21,4,0,5,6,0,6,3,0,3,102,46,149
POA4375,..,21,21,33,5,34,13,0,13,4,0,4,6,0,6,0,0,0,59,30,86
POA4376,..,47,47,37,3,43,21,0,21,8,0,8,6,0,6,3,0,3,78,55,135
POA4377,..,56,56,86,7,93,33,0,33,18,0,18,11,0,11,9,0,9,151,61,210
POA4378,..,28,28,85,4,90,24,0,24,27,0,27,7,0,7,3,0,3,149,37,186
POA4380,..,924,924,1141,62,1199,391,7,393,321,3,330,142,3,147,80,0,80,2069,1001,3075
POA4381,..,60,60,86,3,84,27,3,29,31,0,31,13,0,13,11,0,11,164,67,228
POA4382,..,38,38,85,3,90,20,0,20,22,0,22,7,0,7,10,0,10,144,38,183
POA4383,..,91,91,88,8,98,28,0,27,23,0,23,10,0,10,3,0,3,154,100,257
POA4384,..,8,8,5,0,9,3,0,3,3,0,3,3,0,3,0,0,0,13,8,20
POA4385,..,162,162,201,11,211,49,0,49,35,0,35,28,0,28,13,0,13,322,174,494
POA4387,..,158,158,190,14,200,61,3,63,44,0,48,20,0,20,10,0,10,330,174,496
POA4388,..,34,34,49,3,55,17,0,17,20,0,20,11,0,11,4,0,4,103,42,147
POA4390,..,597,597,787,59,843,347,11,355,324,6,328,175,0,177,67,0,67,1698,667,2363
POA4400,..,123,123,231,17,249,92,0,98,94,0,94,56,0,56,36,0,36,511,143,651
POA4401,..,484,484,639,52,690,270,5,270,264,7,267,143,0,143,98,0,98,1417,544,1953
POA4402,..,41,41,49,3,51,8,0,11,11,0,11,3,0,3,4,0,4,82,43,119
POA4403,..,68,68,88,12,94,37,3,33,36,0,36,19,0,19,13,0,13,194,79,275
POA4404,..,35,35,57,4,55,28,0,28,23,0,23,20,0,20,8,0,11,139,42,176
POA4405,..,1136,1136,1584,135,1720,739,23,756,703,5,709,375,0,374,208,0,208,3615,1300,4915
POA4406,..,125,125,187,3,190,60,0,60,55,0,55,50,0,50,19,0,19,373,126,496
POA4407,..,51,51,77,3,78,34,0,35,14,0,14,14,0,14,6,0,6,143,53,194
POA4408,..,74,74,77,9,77,29,0,29,25,0,25,19,0,19,11,0,11,156,79,237
POA4410,..,151,151,153,14,167,53,0,52,42,0,42,16,0,16,12,0,12,278,167,444
POA4411,..,31,31,26,0,28,12,0,12,18,0,18,12,0,12,3,0,3,69,34,97
POA4412,..,21,21,20,0,20,5,0,5,11,0,11,6,0,6,0,0,0,49,21,67
POA4413,..,645,645,887,75,962,354,3,358,394,0,392,206,3,205,95,0,95,1930,726,2654
POA4415,..,209,209,258,17,272,75,9,85,76,0,76,38,0,38,19,0,19,469,235,706
POA4416,..,33,33,56,7,54,18,0,18,29,0,29,9,0,9,3,0,3,109,37,151
POA4417,..,78,78,91,0,93,39,0,42,21,0,21,13,0,13,11,0,11,177,77,254
POA4418,..,12,12,15,0,15,3,0,5,4,0,4,3,0,3,0,0,0,26,10,42
POA4419,..,84,84,119,4,125,38,0,38,43,0,43,12,0,12,3,0,3,207,84,292
POA4420,..,105,105,153,6,161,49,0,49,60,0,60,24,0,24,16,0,16,306,110,422
POA4421,..,285,285,286,42,321,91,7,98,59,0,59,40,0,40,21,0,21,499,326,827
POA4422,..,45,45,58,4,60,21,0,21,20,0,20,15,0,15,8,0,8,121,48,169
POA4423,..,19,19,13,0,13,7,0,7,11,0,11,10,0,10,3,0,3,42,19,62
POA4424,..,24,24,28,0,28,6,0,6,15,0,15,5,0,5,3,0,3,57,24,79
POA4425,..,13,13,38,0,42,5,0,5,8,0,8,4,0,4,3,0,3,64,16,76
POA4426,..,19,19,15,0,18,9,0,9,12,0,12,4,0,4,0,0,0,40,18,56
POA4427,..,39,39,36,0,44,9,0,9,13,0,13,11,0,11,4,0,4,71,38,112
POA4428,..,52,52,92,3,99,27,0,27,34,0,34,18,0,18,7,0,7,181,55,238
POA4454,..,86,86,86,4,92,31,3,32,25,0,25,12,0,12,3,0,3,162,88,246
POA4455,..,792,792,883,79,965,406,18,427,436,5,438,213,0,213,81,0,81,2019,891,2910
POA4461,..,7,7,10,0,10,3,0,3,3,0,3,0,0,0,0,0,0,19,7,26
POA4462,..,16,16,16,3,18,6,0,6,4,0,4,0,0,0,3,0,3,25,19,44
POA4465,..,130,130,145,10,152,54,0,54,73,0,73,31,0,31,9,0,9,310,140,451
POA4467,..,28,28,25,3,29,8,0,8,15,0,15,5,0,5,3,0,3,48,28,78
POA4468,..,35,35,37,3,39,11,0,11,10,0,10,7,0,7,0,0,0,72,39,110
POA4470,..,385,385,438,27,469,171,6,177,161,0,161,66,0,66,48,0,48,892,419,1316
POA4472,..,199,199,202,3,210,63,0,65,53,0,53,34,0,34,17,0,17,367,206,575
POA4474,..,11,11,11,0,9,4,0,3,3,0,3,0,0,0,0,0,0,24,11,32
POA4475,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4477,..,70,70,48,0,48,21,0,21,33,0,33,6,0,6,3,0,3,109,70,181
POA4478,..,52,52,77,0,76,23,0,27,25,0,25,13,0,13,3,0,3,132,57,186
POA4479,..,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
POA4480,..,106,106,89,5,98,31,0,31,30,0,30,17,0,17,9,0,9,175,108,285
POA4481,..,18,18,16,0,16,4,0,4,3,0,3,3,0,3,0,0,0,25,18,44
POA4482,..,11,11,16,0,18,6,0,9,3,0,8,5,0,5,0,0,0,26,14,44
POA4486,..,89,89,92,0,95,25,0,25,24,0,25,19,0,19,7,0,7,165,90,252
POA4487,..,284,284,355,20,381,137,5,142,142,0,142,83,0,83,40,0,40,769,312,1078
POA4488,..,34,34,43,3,44,19,0,19,3,0,3,5,0,5,3,0,3,70,30,106
POA4489,..,8,8,6,0,8,6,0,6,6,0,7,0,0,0,3,0,3,20,11,30
POA4490,..,205,205,182,18,197,70,0,74,41,0,41,22,0,22,15,0,15,336,221,561
POA4491,..,15,15,19,0,21,6,0,6,0,0,3,0,0,0,0,0,0,28,15,39
POA4492,..,37,37,41,3,48,18,0,18,7,0,7,4,0,4,5,0,5,77,41,115
POA4493,..,9,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7
POA4494,..,19,19,11,3,9,9,0,9,12,0,12,4,0,4,0,0,0,32,24,57
POA4496,..,35,35,25,0,28,12,0,12,13,0,13,12,0,12,3,0,3,63,36,100
POA4497,..,27,27,42,3,42,11,0,11,22,0,22,9,0,9,5,0,5,82,29,110
POA4498,..,13,13,30,0,29,12,0,12,7,0,7,7,0,7,5,0,5,57,15,75
POA4500,..,2219,2219,4225,311,4531,2577,81,2653,2792,13,2805,1216,3,1223,651,0,651,11457,2621,14081
POA4501,..,572,572,635,85,719,361,8,375,279,0,282,109,0,108,68,0,68,1456,671,2122
POA4502,..,505,505,983,71,1059,560,12,567,552,0,556,225,0,225,88,0,94,2406,593,2999
POA4503,..,3021,3021,4783,428,5210,2687,89,2777,2501,19,2517,1064,0,1066,599,0,599,11632,3564,15195
POA4504,..,528,528,1482,76,1553,1055,8,1068,1449,3,1460,629,0,629,319,0,319,4937,618,5554
POA4505,..,1317,1317,2304,122,2433,1114,25,1135,1203,9,1212,524,3,533,346,3,351,5498,1477,6973
POA4506,..,1114,1114,2150,202,2352,1329,52,1377,1194,16,1216,601,5,602,402,11,407,5673,1391,7065
POA4507,..,2640,2640,3523,219,3743,812,18,829,545,4,553,213,0,213,120,4,122,5210,2886,8097
POA4508,..,1560,1560,2050,207,2263,1105,35,1140,938,10,944,491,6,497,355,0,355,4939,1819,6761
POA4509,..,1261,1261,2583,179,2762,1896,42,1935,2256,16,2264,896,5,896,387,0,390,8015,1497,9512
POA4510,..,3992,3992,5159,558,5716,2660,90,2752,2258,31,2288,1188,12,1205,753,22,778,12022,4714,16731
POA4511,..,684,684,1381,85,1467,467,11,475,431,3,430,192,0,192,96,0,96,2566,780,3347
POA4512,..,138,138,348,25,371,158,0,162,196,0,197,104,0,104,64,0,63,873,163,1032
POA4514,..,395,395,771,66,831,342,7,347,338,0,338,147,0,147,91,0,91,1686,469,2150
POA4515,..,349,349,505,30,531,203,9,210,205,8,204,93,11,99,54,3,58,1053,403,1455
POA4516,..,114,114,320,16,339,202,10,203,250,0,250,144,0,144,87,0,87,1004,140,1146
POA4517,..,64,64,98,11,112,34,0,34,25,0,25,24,0,24,12,0,12,192,79,274
POA4518,..,247,247,668,47,715,288,5,294,284,0,284,135,0,135,60,3,66,1433,306,1737
POA4519,..,551,551,1038,70,1113,464,12,475,450,0,455,208,0,208,121,0,124,2285,642,2923
POA4520,..,439,439,1300,48,1349,658,5,661,935,0,934,440,0,440,222,0,222,3546,496,4039
POA4521,..,231,231,598,24,621,216,3,216,289,0,289,124,0,124,58,0,58,1281,258,1540
POA4550,..,305,305,548,49,597,212,3,216,234,0,237,95,0,95,55,0,55,1148,364,1511
POA4551,..,5311,5311,7818,557,8377,2945,122,3067,3018,18,3032,1179,5,1184,511,0,517,15471,6015,21487
