POA_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
POA3912,3953,481,17,17,6,4476,358,180,7,26,3,567,82,29,4,0,4,114,4391,692,26,39,9,5157
POA3913,944,97,0,0,3,1039,69,23,0,0,3,98,18,3,0,0,0,19,1032,127,0,0,6,1161
POA3915,2373,557,14,19,3,2976,516,247,0,14,0,771,100,43,0,3,0,143,2993,848,18,36,7,3898
POA3916,294,0,6,0,0,295,26,0,0,0,0,23,7,0,0,0,0,7,319,0,6,3,0,330
POA3918,1077,61,0,3,4,1148,99,11,0,0,0,109,27,3,0,0,0,28,1202,82,0,3,4,1294
POA3919,827,155,7,5,0,996,119,37,3,0,0,164,25,5,0,0,0,24,969,199,13,5,0,1182
POA3920,77,0,0,0,0,77,3,0,0,0,0,3,3,0,0,0,0,3,85,0,0,0,0,85
POA3921,35,0,0,3,0,41,11,0,0,3,0,12,0,0,0,3,0,3,48,0,0,8,0,55
POA3922,2171,175,57,4,16,2428,379,99,28,0,3,506,76,22,5,0,0,102,2622,297,86,6,17,3032
POA3923,191,0,0,0,0,193,29,0,0,0,0,29,7,0,0,0,0,7,226,0,0,0,0,231
POA3925,1011,56,22,5,6,1108,168,14,8,0,0,190,31,0,0,0,0,38,1214,67,35,12,10,1332
POA3926,1021,7,0,0,3,1030,96,3,0,0,0,97,21,0,0,0,0,21,1138,10,3,0,0,1154
POA3927,545,0,0,0,0,549,51,0,0,0,0,50,20,0,0,0,0,20,615,0,0,0,0,612
POA3928,132,0,0,0,0,134,13,0,0,0,0,13,5,0,0,0,0,5,151,0,0,0,0,151
POA3929,298,0,9,3,0,307,36,0,0,0,0,36,0,0,0,0,0,0,333,0,9,5,3,345
POA3930,5047,201,187,3,10,5446,310,48,52,0,4,409,73,7,9,0,0,92,5435,251,250,3,11,5951
POA3931,5751,571,1492,62,11,7894,709,130,469,49,5,1357,154,17,76,6,0,261,6614,721,2033,120,15,9510
POA3933,281,0,0,0,0,287,26,0,0,0,0,26,3,0,0,0,0,5,314,0,0,0,3,317
POA3934,5017,688,10,0,16,5730,389,119,12,0,0,521,104,19,8,0,3,135,5510,827,32,0,15,6385
POA3936,2907,558,28,60,19,3579,507,101,6,40,5,660,102,21,16,11,0,154,3513,682,57,116,23,4389
POA3937,465,0,0,3,0,467,43,0,0,0,0,43,9,0,0,0,0,9,518,0,0,3,0,523
POA3938,870,52,0,0,0,925,147,6,0,0,0,153,33,3,0,0,0,40,1048,65,3,3,3,1124
POA3939,4098,221,118,14,5,4455,971,161,89,19,3,1240,199,25,10,3,4,239,5268,406,213,37,9,5936
POA3940,1016,367,12,27,18,1441,362,177,25,26,13,592,53,32,9,3,0,95,1428,576,45,58,26,2132
POA3941,3581,119,5,21,9,3737,736,71,0,10,3,827,152,11,0,0,0,171,4473,200,9,37,19,4737
POA3942,768,3,3,0,0,771,123,3,0,0,0,128,22,0,0,0,0,26,915,9,3,0,0,922
POA3943,534,9,6,4,0,550,96,3,0,3,0,103,17,0,0,0,0,16,646,14,9,3,0,668
POA3944,150,9,4,0,0,170,15,0,0,0,0,13,3,0,0,0,0,3,168,15,4,0,0,185
POA3945,315,0,0,6,0,321,54,0,0,0,0,60,3,0,0,0,0,3,373,0,0,3,0,383
POA3946,59,0,0,0,0,58,16,0,0,0,0,16,0,0,0,0,0,0,71,0,0,0,0,77
POA3950,1299,52,12,3,5,1368,316,50,5,6,0,376,49,9,0,0,0,57,1663,113,15,10,5,1806
POA3951,287,0,0,0,3,293,60,0,0,0,0,63,3,0,0,0,0,10,359,0,0,0,8,361
POA3953,2117,61,80,0,5,2268,462,23,66,0,3,555,73,4,7,0,0,88,2650,88,159,5,9,2906
POA3954,124,0,0,3,0,123,17,0,0,0,0,17,3,0,0,0,0,3,143,0,0,3,0,139
POA3956,816,0,5,3,9,831,187,0,8,0,0,196,29,0,0,0,0,34,1034,0,14,3,5,1055
POA3957,74,0,0,0,0,74,18,0,0,0,0,18,3,0,0,0,0,3,95,0,0,0,0,95
POA3958,76,0,0,0,0,76,14,0,0,0,0,14,3,0,0,0,0,3,95,0,0,0,0,95
POA3959,330,0,3,4,0,338,71,0,0,0,0,74,11,0,0,0,0,11,412,0,3,6,3,425
POA3960,717,20,19,0,3,765,184,15,16,13,0,225,26,0,0,0,0,32,933,38,40,11,5,1023
POA3962,285,7,0,8,4,303,75,4,0,9,0,85,11,0,0,0,0,18,373,11,0,19,4,411
POA3964,51,0,0,0,0,51,11,0,0,0,0,11,0,0,0,0,0,0,58,0,0,0,0,58
POA3965,53,0,0,0,0,53,27,0,0,3,0,31,3,0,0,6,0,8,89,0,0,8,0,94
POA3966,152,0,0,7,0,157,49,0,0,0,0,52,6,0,0,0,0,10,205,0,0,5,0,216
POA3967,36,0,0,0,0,36,15,0,0,0,0,15,0,0,0,0,0,0,53,0,0,0,0,53
POA3971,1139,23,6,21,5,1192,380,19,6,23,0,426,41,3,4,0,0,46,1554,45,15,46,9,1663
POA3975,3561,194,19,0,3,3782,160,28,6,0,0,199,86,0,0,0,0,92,3813,222,26,0,9,4067
POA3976,5909,326,16,15,9,6272,833,101,23,3,3,966,217,18,0,0,0,245,6963,442,44,20,15,7481
POA3977,22647,2627,250,6,23,25553,2085,633,94,0,3,2816,650,124,27,0,8,810,25383,3392,366,8,37,29185
POA3978,2860,150,7,0,3,3022,192,13,3,0,0,207,61,5,0,0,0,68,3115,167,10,0,3,3293
POA3979,77,0,0,0,3,79,21,0,0,0,0,21,0,0,0,0,0,0,100,0,0,0,3,103
POA3980,959,7,3,10,3,975,120,0,0,10,0,133,32,0,0,3,0,33,1113,3,3,20,3,1143
POA3981,1255,6,0,0,4,1267,267,21,0,0,0,293,45,3,0,0,0,49,1568,31,0,3,7,1608
POA3984,1577,12,3,29,5,1626,391,18,0,19,0,431,66,0,0,6,0,71,2035,32,8,52,5,2130
POA3987,427,0,0,0,0,431,59,0,0,0,0,55,11,0,0,0,0,11,496,0,0,0,0,505
POA3988,284,0,0,3,3,291,64,0,0,0,0,64,8,0,0,0,0,8,348,0,0,3,3,359
POA3990,35,0,0,0,0,36,10,0,0,0,0,10,0,0,0,0,0,0,42,0,0,0,0,47
POA3991,99,0,0,0,0,99,31,0,0,0,0,32,5,0,0,0,0,5,139,0,0,0,0,138
POA3992,300,0,0,3,3,308,67,0,0,0,0,71,12,0,0,0,0,12,383,0,0,3,3,391
POA3995,2853,77,15,40,12,2991,844,81,19,59,0,999,113,7,4,0,9,141,3815,164,32,101,15,4128
POA3996,1622,108,25,0,12,1766,300,57,12,0,0,368,48,3,0,0,0,45,1968,166,32,3,10,2181
POA4000,647,227,4671,25,57,5624,46,34,402,11,3,494,31,7,170,30,17,260,714,269,5249,63,79,6377
POA4005,1192,223,5403,4,27,6851,109,25,576,0,5,718,30,3,136,0,7,181,1336,250,6111,4,43,7749
POA4006,431,276,4889,0,25,5620,39,10,512,0,0,565,15,13,154,0,5,190,482,301,5549,3,34,6372
POA4007,1777,363,2450,13,18,4618,119,43,355,4,3,526,34,10,73,3,3,129,1936,412,2881,19,23,5276
POA4008,87,0,0,0,0,93,16,0,0,0,0,16,5,0,0,0,0,5,113,0,0,3,0,115
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4010,307,43,514,4,6,869,24,3,84,0,4,117,7,0,28,0,0,39,336,43,627,4,10,1024
POA4011,2791,509,1944,13,21,5276,194,58,278,3,0,533,47,11,53,0,8,119,3034,575,2274,14,31,5931
POA4012,4121,717,2829,7,8,7689,441,80,491,0,3,1016,86,22,99,0,6,206,4643,819,3419,7,17,8909
POA4013,939,285,312,3,0,1538,90,54,80,0,0,223,20,15,16,0,0,46,1045,357,405,3,0,1807
POA4014,3419,127,40,5,6,3595,399,25,25,0,0,452,86,3,0,0,14,108,3904,154,69,5,21,4152
POA4017,10069,517,565,64,33,11250,1215,185,308,91,7,1800,214,36,32,15,4,299,11502,732,897,164,46,13350
POA4018,2434,1450,110,0,26,4024,284,267,52,0,3,606,58,41,7,0,5,114,2776,1764,166,0,39,4742
POA4019,4926,405,1191,62,21,6600,863,128,508,42,3,1551,123,15,71,4,3,222,5915,550,1769,112,33,8367
POA4020,4892,561,1810,72,24,7367,701,299,584,23,3,1614,111,28,53,0,3,203,5708,894,2448,95,35,9183
POA4021,2396,443,37,7,3,2881,427,184,24,0,0,632,63,23,4,0,4,94,2885,650,66,7,8,3611
POA4022,1526,315,151,0,3,1997,178,100,120,0,0,397,42,5,12,0,0,63,1743,419,287,0,3,2456
POA4025,34,0,0,0,3,34,12,0,0,0,0,15,8,0,0,0,0,4,53,0,0,0,3,57
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,2936,304,2492,7,18,5758,210,23,378,0,0,609,67,9,68,0,9,150,3211,332,2935,10,31,6515
POA4031,2868,425,1269,4,17,4581,278,93,223,0,0,601,56,15,36,0,0,103,3199,533,1534,4,20,5285
POA4032,2795,761,1642,3,4,5210,434,121,408,0,0,962,126,74,78,0,4,279,3347,951,2130,4,13,6452
POA4034,10971,2012,944,72,53,14053,1282,555,297,86,13,2228,274,95,45,14,7,428,12527,2659,1285,171,70,16711
POA4035,6847,440,140,4,6,7440,326,107,96,0,0,536,94,17,14,0,0,122,7265,565,253,3,10,8093
POA4036,1887,98,3,3,4,1999,199,4,3,0,0,206,36,0,0,0,0,35,2130,106,3,3,4,2243
POA4037,2297,9,0,0,0,2310,54,0,0,0,0,57,31,0,0,0,0,31,2382,11,0,0,0,2396
POA4051,5799,1036,2072,10,27,8946,430,125,362,0,0,920,122,23,64,0,75,285,6352,1184,2504,10,101,10144
POA4053,11874,1216,1237,3,35,14367,1218,236,284,0,10,1740,223,40,36,0,36,341,13325,1492,1558,3,77,16449
POA4054,3945,364,113,7,3,4432,394,90,25,0,0,505,74,39,5,0,0,117,4411,491,146,7,6,5058
POA4055,5974,162,193,0,3,6334,255,34,17,0,0,298,64,3,8,0,0,79,6288,201,212,0,3,6708
POA4059,2113,314,2034,3,18,4488,113,25,216,0,0,346,70,10,75,0,4,157,2291,343,2326,3,24,4988
POA4060,3153,69,747,7,12,3989,191,3,97,0,7,293,72,0,20,3,19,113,3414,74,870,15,32,4399
POA4061,4979,234,44,3,6,5271,260,14,3,0,0,281,47,3,3,0,0,60,5289,252,50,3,12,5611
POA4064,2267,347,1124,22,12,3779,134,32,118,3,0,285,49,3,31,0,3,89,2455,387,1270,31,14,4150
POA4065,2505,221,236,0,10,2969,133,16,24,0,0,178,36,6,9,0,4,51,2678,240,270,3,19,3202
POA4066,2221,165,3669,9,14,6075,109,8,226,0,3,337,39,3,64,0,0,109,2368,175,3954,4,16,6519
POA4067,1123,232,2001,0,10,3366,54,11,106,0,0,176,28,0,36,0,0,66,1205,250,2146,0,9,3605
POA4068,3953,639,3689,3,58,8336,207,37,269,0,6,512,78,16,87,0,33,210,4239,687,4037,3,101,9065
POA4069,9972,246,59,9,20,10307,392,70,12,0,0,474,139,10,0,0,3,151,10507,329,65,9,22,10935
POA4070,3401,107,0,0,3,3516,121,25,0,0,0,148,59,6,0,0,3,66,3583,139,3,0,4,3730
POA4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,8
POA4073,2535,248,6,0,0,2784,105,20,0,0,0,123,24,0,0,0,0,26,2660,266,6,0,3,2940
POA4074,7102,478,29,3,8,7615,369,39,24,0,0,435,82,8,3,0,0,92,7555,527,57,3,6,8143
POA4075,5844,724,734,12,24,7332,442,103,148,0,3,693,77,27,29,0,4,145,6369,853,907,14,31,8176
POA4076,1097,207,13,0,4,1322,252,27,8,0,3,280,37,7,0,0,8,44,1384,239,18,0,11,1655
POA4077,5777,1202,138,101,44,7261,1426,326,119,83,12,1970,266,66,31,12,4,382,7472,1593,290,195,63,9614
POA4078,7059,382,94,3,0,7538,578,74,40,0,0,696,165,12,9,0,4,186,7798,471,139,3,4,8419
POA4101,1988,351,5325,18,45,7731,201,21,582,3,3,816,66,14,139,0,13,226,2250,389,6042,18,67,8775
POA4102,1072,74,1163,36,28,2374,105,11,239,0,4,361,38,4,57,0,8,108,1208,86,1462,44,44,2851
POA4103,2371,781,1711,4,19,4888,172,59,327,0,3,566,60,23,51,0,3,132,2599,860,2087,5,30,5589
POA4104,1118,398,677,0,10,2202,74,42,180,0,0,296,23,10,32,0,0,62,1215,444,894,0,7,2559
POA4105,2770,654,974,0,21,4423,277,68,267,4,3,623,68,23,36,0,0,129,3120,751,1278,4,21,5166
POA4106,380,27,33,4,4,449,81,0,7,0,0,91,24,0,0,0,0,24,482,23,42,4,5,561
POA4107,1718,110,53,3,8,1895,216,10,7,0,0,235,47,5,4,0,3,52,1979,130,65,4,9,2180
POA4108,1388,172,117,0,8,1685,198,48,44,0,3,294,54,4,7,0,6,70,1643,228,164,0,15,2054
POA4109,8777,1089,165,42,28,10103,839,128,14,33,20,1029,271,238,9,10,84,607,9890,1452,181,81,130,11745
POA4110,2605,243,48,5,8,2915,445,45,12,0,3,504,89,16,5,0,3,111,3147,302,61,5,15,3525
POA4111,211,0,62,0,0,270,17,0,10,0,0,22,3,0,3,0,0,4,225,0,76,0,0,303
POA4112,1856,300,0,3,4,2159,125,24,3,0,0,152,33,11,0,0,0,42,2017,338,0,3,3,2356
POA4113,5968,2288,125,200,35,8616,422,168,26,126,9,756,125,62,4,16,3,216,6513,2525,158,344,51,9590
POA4114,4902,1358,317,47,16,6643,1249,585,206,23,29,2096,231,95,35,10,11,382,6385,2037,563,84,56,9121
POA4115,4994,515,30,26,3,5566,325,73,9,23,0,430,73,10,3,3,0,91,5387,595,41,55,6,6086
POA4116,5643,1589,16,0,3,7249,275,130,3,0,0,412,114,42,0,0,0,162,6034,1762,16,0,4,7830
POA4117,338,19,0,3,3,362,28,0,0,0,0,32,3,0,0,0,0,3,375,18,0,3,3,396
POA4118,7833,563,43,3,14,8454,805,93,7,0,0,912,161,18,0,3,0,181,8804,675,50,8,12,9547
POA4119,1559,257,17,0,3,1829,110,42,8,0,0,161,26,3,0,0,0,33,1697,297,28,0,3,2024
POA4120,1368,288,1483,3,22,3170,112,29,288,0,3,432,26,13,57,0,0,98,1510,328,1826,3,24,3697
POA4121,6724,304,650,64,15,7758,639,40,152,12,0,849,130,6,40,0,7,184,7489,358,837,75,27,8792
POA4122,10370,1354,1433,9,27,13192,1243,152,323,0,10,1731,239,21,53,0,7,328,11860,1529,1810,12,42,15247
POA4123,5131,452,55,33,7,5683,345,84,66,20,0,512,95,14,6,0,0,114,5571,549,131,47,7,6313
POA4124,4999,175,5,5,16,5191,476,83,0,3,3,566,118,10,0,0,0,129,5590,264,4,10,16,5881
POA4125,1885,51,0,43,6,1982,285,20,0,17,3,331,62,0,0,6,5,72,2239,74,0,62,10,2384
POA4127,6273,1208,110,47,15,7661,653,269,93,38,3,1060,158,37,29,5,5,233,7088,1516,235,96,18,8956
POA4128,4458,236,260,28,8,4984,241,41,39,20,0,333,79,5,7,4,0,94,4772,278,304,47,6,5412
POA4129,1783,41,0,0,3,1828,139,0,0,0,0,140,45,0,0,0,0,45,1963,46,0,0,3,2011
POA4130,2307,121,20,61,6,2512,109,15,4,25,4,152,51,0,0,14,0,69,2466,139,26,96,8,2733
POA4131,2200,314,164,0,20,2693,278,92,48,0,0,424,63,20,10,0,6,99,2536,426,220,0,33,3217
POA4132,5434,466,20,27,12,5962,830,144,42,13,12,1036,186,35,7,0,3,238,6451,650,67,39,30,7236
POA4133,4171,431,107,74,18,4795,563,156,107,51,4,880,136,27,12,5,3,185,4872,609,229,129,26,5863
POA4151,2684,468,2656,3,15,5829,159,65,351,3,4,586,55,15,77,0,0,144,2900,550,3081,5,23,6552
POA4152,10768,2612,674,10,36,14095,1098,258,176,0,5,1535,208,55,24,0,3,297,12074,2927,871,10,43,15930
POA4153,1208,129,0,0,0,1345,76,12,0,3,0,90,23,3,0,0,0,25,1301,148,0,3,0,1455
POA4154,2787,345,0,16,3,3148,80,18,0,3,0,105,43,0,0,0,0,43,2907,371,0,19,3,3299
POA4155,365,0,0,5,0,370,23,0,0,0,0,29,14,0,0,0,0,15,399,0,0,5,0,409
POA4156,845,31,0,3,8,884,37,0,0,0,0,32,9,0,0,0,0,12,891,31,0,3,8,931
POA4157,4942,865,39,39,14,5896,450,252,42,28,0,774,97,37,6,3,3,152,5483,1155,88,76,22,6820
POA4158,786,420,16,78,0,1297,86,59,6,54,0,207,11,7,0,7,0,25,883,485,18,145,0,1530
POA4159,3892,339,108,48,3,4393,280,111,43,17,0,449,73,18,5,0,3,98,4243,462,160,69,4,4940
POA4160,5069,395,218,5,53,5735,310,80,103,0,8,502,82,13,11,0,7,114,5464,486,329,5,65,6347
POA4161,4723,173,26,0,7,4931,456,90,12,0,0,557,94,11,3,0,0,109,5278,274,39,0,8,5602
POA4163,3295,908,684,3,10,4900,318,301,248,3,3,873,80,48,31,0,32,183,3696,1255,965,7,44,5963
POA4164,4071,161,59,0,23,4305,234,45,63,0,3,348,73,9,6,0,4,91,4370,213,125,3,31,4744
POA4165,10187,413,401,0,14,11010,855,143,176,0,5,1178,213,22,14,0,3,255,11257,579,591,0,18,12447
POA4169,1340,186,3534,16,16,5094,99,23,446,0,3,572,59,18,119,0,3,203,1497,226,4102,17,18,5861
POA4170,5032,1465,1495,67,30,8081,453,114,200,40,0,820,124,39,37,12,3,213,5608,1618,1738,117,37,9112
POA4171,2994,707,1530,0,9,5238,165,33,184,0,0,384,50,14,37,0,0,98,3210,751,1745,0,14,5721
POA4172,1091,184,25,6,0,1308,104,9,0,0,0,120,30,7,0,3,0,37,1229,203,26,6,3,1472
POA4173,2234,410,53,0,6,2695,216,43,13,0,0,276,41,11,3,0,0,52,2487,464,64,0,6,3020
POA4174,641,69,0,0,0,722,83,11,0,0,0,100,7,3,0,0,0,12,742,85,0,0,3,835
POA4178,6108,1065,430,7,20,7628,823,255,271,4,3,1347,148,237,31,0,8,424,7081,1557,730,7,28,9403
POA4179,4994,729,188,93,10,6019,527,227,51,14,0,826,91,34,6,7,4,140,5611,995,250,103,19,6977
POA4183,542,14,30,29,10,622,140,0,17,23,0,179,28,0,0,3,0,31,704,13,47,61,10,832
POA4184,2415,3,4,3,14,2444,661,0,0,9,3,671,109,0,0,3,0,116,3187,3,3,15,16,3227
POA4205,1347,118,9,0,3,1484,382,41,24,0,4,452,57,7,7,0,0,71,1783,167,45,0,9,2001
POA4207,13429,1669,481,40,35,15653,1869,585,255,22,3,2737,413,88,30,5,8,548,15717,2344,765,70,42,18940
POA4208,5147,289,43,15,16,5513,389,32,6,3,0,434,108,5,0,3,0,115,5646,324,53,14,18,6059
POA4209,10688,2523,95,37,40,13382,646,368,12,28,9,1068,215,53,4,3,5,285,11555,2948,111,67,50,14736
POA4210,4663,916,17,5,7,5607,274,179,0,3,0,455,94,24,0,0,0,121,5026,1121,15,8,11,6183
POA4211,13319,3707,674,242,19,17965,1127,716,237,185,3,2270,320,137,39,30,8,535,14767,4566,944,459,33,20771
POA4212,6646,1271,699,98,20,8742,406,195,89,25,0,711,158,41,28,7,4,237,7216,1507,820,125,24,9695
POA4213,7527,671,45,17,22,8288,470,130,13,22,0,631,166,18,10,4,125,316,8164,817,71,38,148,9234
POA4214,9091,1563,345,7,15,11015,715,348,80,0,10,1152,236,77,29,0,45,379,10039,1983,452,4,65,12545
POA4215,4294,5214,6407,50,104,16074,676,1098,1505,19,18,3310,168,331,354,3,42,898,5137,6638,8264,75,168,20282
POA4216,6048,3444,3023,173,34,12723,932,645,579,103,27,2280,187,98,103,16,4,408,7164,4184,3709,292,65,15415
POA4217,3997,1655,7575,62,103,13385,303,176,1510,4,11,2000,104,41,306,6,16,479,4395,1868,9393,73,136,15868
POA4218,4974,1700,3848,53,23,10607,495,364,701,31,7,1597,146,73,143,3,10,373,5616,2132,4692,90,45,12572
POA4220,5497,2228,2307,18,36,10085,674,449,540,7,3,1682,152,80,103,3,3,341,6321,2761,2953,29,40,12102
POA4221,5282,1490,1613,35,23,8448,653,319,517,15,4,1509,129,52,83,3,10,278,6071,1866,2214,51,36,10232
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,3065,721,445,4,11,4249,325,247,84,0,3,656,76,43,22,0,0,136,3465,1000,548,4,20,5040
POA4224,1023,527,509,7,10,2076,137,94,109,0,0,346,34,17,12,0,0,68,1195,648,630,9,11,2488
POA4225,457,177,1791,44,15,2485,79,44,574,32,5,724,18,8,91,10,4,129,557,232,2449,83,25,3340
POA4226,6441,2949,569,4,20,9978,474,312,240,0,0,1030,141,79,51,0,0,271,7055,3343,858,7,21,11281
POA4227,3578,2346,798,4,4,6736,247,280,91,0,0,625,82,66,22,0,0,169,3911,2696,919,4,4,7525
POA4228,1364,40,3,4,3,1414,84,15,0,0,0,93,26,0,0,0,0,26,1470,52,3,4,3,1537
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,18,298,327,0,0,645,3,26,56,0,0,85,0,3,3,0,0,9,18,330,384,0,0,737
POA4270,1076,4,0,0,3,1083,89,0,0,0,0,89,26,0,0,0,0,26,1190,4,0,0,5,1202
POA4271,950,9,6,23,0,983,88,0,3,0,0,91,14,0,0,0,0,12,1049,14,15,23,0,1093
POA4272,1427,34,3,15,10,1494,150,15,0,3,0,169,33,0,0,5,0,36,1607,51,8,23,10,1698
POA4275,925,6,0,3,3,934,137,4,0,8,3,147,18,0,0,0,0,23,1080,4,3,11,10,1106
POA4280,4334,23,0,10,4,4371,432,13,0,0,3,443,100,0,0,0,3,106,4869,30,0,9,13,4921
POA4285,5038,241,59,37,18,5400,906,140,60,28,9,1140,152,17,9,3,0,178,6094,403,123,62,24,6711
POA4287,170,0,0,0,0,177,67,0,0,0,0,66,7,0,0,3,0,12,247,0,0,6,0,257
POA4300,13980,1201,26,41,24,15278,1303,221,14,31,4,1569,322,54,0,8,8,389,15602,1476,42,76,39,17240
POA4301,6636,555,41,4,10,7245,780,146,6,3,7,941,197,27,3,0,3,229,7617,732,55,7,17,8419
POA4303,882,26,9,0,0,921,229,28,4,0,0,262,51,3,0,0,0,54,1164,56,13,0,0,1234
POA4304,4322,478,148,17,11,4977,921,183,157,4,4,1273,128,25,20,0,4,176,5371,691,327,19,13,6422
POA4305,16097,1308,286,47,42,17784,2781,789,135,36,8,3748,418,100,23,3,8,543,19296,2195,447,86,60,22076
POA4306,9830,74,52,71,25,10052,1147,13,16,59,10,1250,206,0,4,27,5,244,11182,91,69,160,38,11546
POA4307,419,5,0,0,4,432,81,0,0,0,0,81,7,0,0,0,0,7,505,3,0,7,4,516
POA4309,800,0,3,21,0,824,222,0,0,4,0,228,21,0,0,0,0,22,1040,0,3,28,4,1072
POA4310,1555,18,18,32,4,1630,436,12,24,9,0,488,50,0,3,0,0,54,2041,32,52,38,9,2173
POA4311,2640,7,8,33,14,2707,680,5,10,21,3,721,101,0,3,3,0,107,3413,9,23,57,21,3530
POA4312,761,4,6,3,28,795,214,0,5,4,6,230,29,0,0,3,11,40,1000,3,9,12,41,1071
POA4313,608,17,0,3,3,627,227,14,0,0,0,244,22,0,0,0,0,23,856,33,4,3,5,902
POA4340,1410,25,4,3,0,1444,328,43,0,4,0,382,31,7,0,0,0,36,1771,75,4,7,5,1861
POA4341,3789,34,17,8,8,3857,847,43,26,10,7,930,154,5,12,40,0,204,4785,87,54,61,14,4991
POA4342,665,3,0,4,6,674,152,6,0,0,0,157,28,0,0,35,0,66,844,10,0,39,8,898
POA4343,2368,132,92,135,31,2767,641,62,58,51,11,829,96,12,4,9,8,137,3109,207,160,196,53,3726
POA4344,651,3,7,19,7,680,142,4,7,29,0,186,23,0,3,3,0,32,818,8,14,51,7,896
POA4345,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17
POA4346,249,0,0,5,3,262,45,3,0,0,0,54,3,0,0,0,0,3,299,3,0,6,3,319
POA4347,317,0,0,3,0,320,74,0,0,0,0,74,21,0,0,0,0,21,409,0,0,3,0,412
POA4350,26060,4130,1575,121,137,32019,4231,1773,778,50,33,6869,627,227,89,7,99,1045,30920,6126,2443,174,266,39931
POA4352,7869,157,9,22,51,8114,824,57,0,3,10,898,146,6,0,0,10,163,8843,223,12,27,69,9173
POA4353,77,0,0,0,0,81,27,0,0,0,0,25,3,0,0,0,0,3,108,0,0,0,3,108
POA4354,321,0,0,3,4,329,88,0,0,0,0,92,16,0,0,0,0,13,423,3,0,5,5,431
POA4355,725,10,4,6,3,752,247,13,7,5,0,264,20,3,0,3,4,32,994,23,10,11,11,1052
POA4356,1263,17,8,10,3,1302,317,9,21,7,4,358,52,0,3,0,0,54,1629,33,27,19,12,1716
POA4357,611,0,13,10,5,634,228,0,10,4,3,244,18,0,0,0,0,21,853,0,23,13,8,894
POA4358,606,14,3,0,0,630,94,0,0,0,0,94,21,0,0,0,0,19,715,19,4,0,4,746
POA4359,351,5,0,0,0,357,46,4,0,0,0,51,9,0,0,0,0,12,405,5,0,0,0,416
POA4360,181,0,0,3,0,181,36,0,0,0,0,36,4,0,0,0,0,4,221,0,0,3,0,218
POA4361,712,21,9,4,3,740,197,8,0,16,0,222,33,0,0,0,0,37,943,31,10,15,4,1005
POA4362,658,6,8,5,0,677,188,0,12,0,0,203,37,0,3,0,0,39,884,9,21,10,0,926
POA4363,166,0,0,0,0,170,28,0,0,0,0,28,7,0,0,0,0,7,199,0,0,0,0,203
POA4364,58,0,0,3,0,64,11,0,0,0,0,11,0,0,0,0,0,0,73,0,0,3,0,70
POA4365,133,0,0,0,5,136,46,0,0,3,0,48,4,0,0,0,0,4,179,0,0,3,5,188
POA4370,4776,321,61,40,35,5231,1229,237,53,27,4,1555,154,31,8,3,5,195,6161,585,123,70,46,6984
POA4371,196,0,0,4,3,203,59,0,0,3,0,67,12,0,0,0,0,12,270,0,0,3,3,275
POA4372,46,0,0,0,0,46,12,0,0,0,0,12,0,0,0,0,0,0,60,0,0,0,0,60
POA4373,244,0,4,5,11,261,101,0,3,0,5,111,8,0,0,0,0,15,357,0,10,8,14,387
POA4374,108,0,0,0,0,105,35,0,0,0,0,37,3,0,0,0,0,3,145,3,0,0,0,149
POA4375,70,0,0,0,0,66,20,0,0,0,0,20,0,0,0,0,0,0,84,0,0,0,0,86
POA4376,88,0,0,0,0,92,24,0,0,6,0,38,3,0,0,0,0,5,121,0,0,7,0,135
POA4377,159,0,0,0,0,165,37,0,0,0,0,37,5,0,0,0,0,5,203,0,0,0,0,210
POA4378,151,0,3,3,0,154,25,0,0,0,0,27,7,0,0,0,0,7,179,0,3,3,0,186
POA4380,2042,60,93,23,7,2232,635,37,75,15,3,759,57,5,9,3,0,78,2734,100,178,44,16,3075
POA4381,158,3,0,3,0,166,45,0,0,5,0,53,6,0,0,0,0,6,207,8,0,12,0,228
POA4382,139,0,0,3,4,145,24,0,0,4,0,29,3,0,0,0,0,3,171,0,0,6,4,183
