POA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA5212,804,1700,24,36,4,12,31,45,37,61,0,0,0,0,0,0,37,61,0,0,0,0,0,0,7,10,8,14,3,0,884,1822,610,..,1486,1822
POA5213,450,1037,0,0,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,6,456,1054,741,..,1200,1054
POA5214,3288,6942,126,176,52,105,177,278,66,84,0,6,0,3,0,0,73,88,12,13,47,54,0,3,0,0,61,76,20,49,3617,7430,2240,..,5862,7430
POA5220,51,126,6,7,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,59,135,14,..,72,135
POA5221,111,233,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,236,134,..,245,236
POA5222,238,482,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,14,32,253,516,348,..,601,516
POA5223,1303,2924,23,33,0,0,23,33,27,33,0,0,0,0,0,0,27,33,5,10,3,4,5,13,4,3,16,25,11,26,1387,3044,605,..,1988,3044
POA5231,423,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,3,0,0,0,0,12,17,4,3,430,1137,29,..,464,1137
POA5232,142,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,143,404,7,..,152,404
POA5233,494,1306,0,0,0,0,0,0,22,25,0,0,0,0,0,0,22,25,0,0,0,0,0,0,3,8,3,8,3,11,517,1346,46,..,563,1346
POA5234,449,1209,7,3,0,0,7,3,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,4,5,4,3,12,471,1240,36,..,506,1240
POA5235,921,2187,9,12,0,0,9,12,7,12,0,0,0,0,0,0,7,12,20,26,0,0,8,10,4,7,30,49,5,10,979,2266,112,..,1091,2266
POA5236,110,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,269,16,..,123,269
POA5237,129,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,10,0,0,133,313,14,..,153,313
POA5238,1618,3477,36,60,0,0,36,60,3,5,0,0,0,0,0,0,3,5,8,15,36,68,0,0,0,0,53,89,14,27,1725,3651,1206,..,2927,3651
POA5240,181,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,464,18,..,203,464
POA5241,858,2274,16,20,0,0,16,20,3,11,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,56,71,927,2375,44,..,973,2375
POA5242,550,1451,3,3,0,0,3,3,24,30,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,0,0,0,4,0,580,1488,59,..,640,1488
POA5243,303,745,3,9,0,0,3,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,5,3,5,0,5,308,768,28,..,342,768
POA5244,1361,3567,103,159,0,7,101,164,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,9,4,8,0,4,1469,3748,127,..,1601,3748
POA5245,935,2406,79,111,0,0,79,111,14,12,0,0,0,0,0,0,14,12,8,11,18,33,0,0,3,11,32,55,10,20,1060,2609,120,..,1180,2609
POA5250,1192,3333,7,9,0,0,7,9,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,11,1202,3361,77,..,1279,3361
POA5251,4946,12920,365,556,12,23,377,577,35,58,0,0,0,0,0,0,35,58,20,33,6,5,0,0,3,9,25,48,4,12,5397,13605,385,..,5780,13605
POA5252,2288,6039,30,55,0,5,27,60,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,3,7,16,2329,6122,141,..,2464,6122
POA5253,6108,15178,812,1417,15,37,824,1449,42,66,0,0,0,0,0,0,42,66,21,28,38,54,7,6,3,7,64,104,53,129,7099,16932,1064,..,8164,16932
POA5254,837,2160,4,15,0,4,7,24,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,3,0,5,4,11,3,11,855,2208,211,..,1063,2208
POA5255,3328,8275,39,59,0,0,39,59,54,68,0,0,0,0,0,0,54,68,10,13,3,4,0,0,14,26,32,50,7,18,3460,8461,329,..,3788,8461
POA5256,548,1178,4,8,0,0,4,8,4,11,0,0,0,0,0,0,4,11,10,9,0,3,0,0,0,0,14,12,3,8,577,1217,329,..,908,1217
POA5259,378,935,5,12,0,0,5,12,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,6,13,0,0,389,959,269,..,660,959
POA5260,699,1543,36,63,0,0,36,63,0,3,0,0,0,0,0,0,0,3,7,5,7,7,0,0,4,13,14,23,0,6,752,1644,118,..,873,1644
POA5261,125,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,5,3,3,137,338,48,..,186,338
POA5262,154,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,158,374,41,..,198,374
POA5263,47,105,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,112,26,..,74,112
POA5264,473,1042,10,14,0,0,10,14,9,12,0,0,0,0,0,0,9,12,0,0,0,0,0,0,3,10,7,12,3,5,498,1083,172,..,677,1083
POA5265,159,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,0,3,167,404,58,..,225,404
POA5266,213,533,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,213,536,85,..,294,536
POA5267,681,1689,20,28,0,0,20,28,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,3,10,712,1737,140,..,853,1737
POA5268,1267,3070,10,25,0,0,10,25,10,19,0,0,0,0,0,0,10,19,9,6,3,3,0,7,4,3,15,22,10,15,1306,3149,191,..,1501,3149
POA5269,88,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,225,17,..,105,225
POA5270,220,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,224,564,31,..,254,564
POA5271,2630,6540,94,156,0,0,94,156,55,99,0,0,0,0,0,0,55,99,3,4,0,4,0,0,3,3,6,7,11,15,2795,6822,419,..,3213,6822
POA5272,305,685,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,7,311,703,101,..,409,703
POA5273,41,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,96,21,..,62,96
POA5275,923,2058,36,50,4,4,37,52,8,13,0,0,0,0,0,0,8,13,0,0,0,0,0,0,6,14,10,12,6,9,987,2147,647,..,1635,2147
POA5276,437,921,14,11,3,11,18,25,6,12,0,0,0,0,0,0,6,12,7,12,3,6,0,0,3,10,11,22,3,5,478,986,797,..,1279,986
POA5277,1063,2558,40,58,0,0,40,58,12,19,0,0,0,0,0,0,12,19,8,9,3,5,0,0,6,10,15,21,4,10,1135,2665,192,..,1327,2665
POA5278,193,476,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,197,483,37,..,234,483
POA5279,198,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,200,475,30,..,233,475
POA5280,2721,6272,98,158,7,12,103,168,37,51,0,0,0,0,0,0,37,51,5,6,8,13,0,0,3,12,17,35,10,27,2897,6546,719,..,3620,6546
POA5290,7688,19067,1370,2556,42,71,1405,2626,905,1362,0,0,16,23,0,0,923,1391,12,17,7,17,3,11,11,16,27,56,41,81,10082,23214,1387,..,11471,23214
POA5291,2925,7866,11,14,0,0,9,20,6,12,0,0,0,0,0,3,8,13,12,18,5,3,6,12,0,3,21,39,18,48,2988,7976,829,..,3815,7976
POA5301,208,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,212,526,123,..,335,526
POA5302,306,715,6,9,0,0,6,9,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,3,0,3,7,0,0,315,740,99,..,422,740
POA5303,65,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,174,27,..,95,174
POA5304,289,659,0,0,0,0,0,0,4,13,0,0,0,0,0,0,4,13,11,12,0,0,0,0,0,4,9,16,0,14,304,705,76,..,383,705
POA5306,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,10,0,0,35,79,9,..,36,79
POA5307,221,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,7,21,0,0,226,511,57,..,282,511
POA5308,55,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,140,30,..,86,140
POA5309,54,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,129,28,..,84,129
POA5310,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,57,23,..,50,57
POA5311,141,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,148,380,69,..,214,380
POA5320,256,515,3,7,0,0,3,7,8,6,0,0,0,0,0,0,8,6,5,14,8,5,3,3,7,11,23,35,3,8,285,564,583,..,873,564
POA5321,148,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,5,9,0,0,154,311,94,..,250,311
POA5322,371,893,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,5,8,16,0,0,0,4,16,21,0,3,384,925,93,..,476,925
POA5330,1162,2834,114,168,0,0,114,168,33,50,0,0,0,0,0,0,33,50,8,14,0,3,0,0,0,3,7,20,11,27,1329,3085,239,..,1575,3085
POA5331,118,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,8,11,0,0,121,291,34,..,156,291
POA5332,153,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,159,365,48,..,202,365
POA5333,2018,4944,151,250,0,0,151,250,94,104,0,0,0,0,0,0,94,104,18,20,3,8,0,3,0,5,23,33,5,22,2297,5351,285,..,2585,5351
POA5340,457,1110,0,3,0,0,0,3,22,30,0,0,0,0,0,0,22,30,7,15,9,12,0,0,7,6,22,35,13,30,520,1209,111,..,634,1209
POA5341,2601,6340,146,249,0,0,147,249,170,255,0,0,0,0,0,0,170,255,8,16,11,23,3,11,0,5,28,54,16,23,2953,6923,386,..,3334,6923
POA5342,422,1052,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,4,430,1065,57,..,483,1065
POA5343,1613,3855,206,350,0,0,206,350,120,159,0,0,0,0,0,0,120,159,3,9,19,29,0,0,0,0,19,37,17,30,1970,4431,264,..,2236,4431
POA5344,358,908,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,3,359,916,39,..,401,916
POA5345,1240,2959,91,136,0,4,95,135,82,108,0,0,0,0,0,0,82,108,9,15,5,3,0,0,3,3,19,22,4,15,1434,3239,198,..,1631,3239
POA5346,128,331,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,3,3,13,140,355,25,..,162,355
POA5350,150,432,0,9,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,154,441,4,..,157,441
POA5351,1938,5286,19,32,3,8,23,32,14,29,0,0,0,0,0,0,14,29,5,8,0,0,3,12,0,3,5,20,4,12,1993,5387,158,..,2154,5387
POA5352,1847,4467,99,151,8,11,109,161,56,75,0,0,0,0,0,0,56,75,17,24,0,0,0,0,0,0,20,23,8,19,2037,4734,224,..,2259,4734
POA5353,1335,3248,91,167,0,0,91,167,33,39,0,0,0,0,0,0,33,39,0,0,0,4,0,0,0,0,4,10,10,27,1473,3483,418,..,1889,3483
POA5354,150,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,7,0,0,156,319,286,..,446,319
POA5355,2666,6635,266,385,0,11,266,393,15,16,4,5,0,0,0,0,16,19,3,8,8,9,0,6,8,9,17,32,14,28,2975,7102,251,..,3229,7102
POA5356,282,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,5,9,0,3,289,740,95,..,383,740
POA5357,173,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,184,378,279,..,461,378
POA5360,380,1039,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,388,1054,25,..,416,1054
POA5371,399,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,8,401,1198,21,..,426,1198
POA5372,734,2051,7,15,0,0,7,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,7,14,0,3,748,2086,45,..,786,2086
POA5373,1318,3128,45,73,0,0,45,73,14,15,0,0,0,0,0,0,14,15,4,3,3,6,0,0,8,7,10,21,6,24,1389,3257,125,..,1514,3257
POA5374,581,1342,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,5,18,591,1369,138,..,732,1369
POA5381,155,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,153,343,31,..,186,343
POA5400,267,699,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,272,718,27,..,293,718
POA5401,286,740,0,0,0,0,0,0,7,8,0,0,0,0,0,0,7,8,0,3,0,0,0,3,0,0,3,3,0,0,298,754,38,..,338,754
POA5410,102,255,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,4,3,9,3,3,0,0,0,0,11,7,0,4,114,272,11,..,131,272
POA5411,105,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,109,289,12,..,117,289
POA5412,465,1018,20,18,0,0,20,18,4,7,0,3,0,0,0,0,3,5,0,0,3,7,0,0,15,25,14,34,0,0,503,1084,66,..,570,1084
POA5413,323,736,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,13,332,761,80,..,414,761
POA5414,56,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,128,8,..,67,128
POA5415,86,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,90,200,34,..,126,200
POA5416,87,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,206,22,..,110,206
POA5417,531,1209,39,60,0,0,39,60,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,8,11,10,25,10,21,597,1315,153,..,747,1315
POA5418,49,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,100,17,..,65,100
POA5419,93,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,211,19,..,111,211
POA5420,32,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,70,5,..,36,70
POA5421,51,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,56,120,28,..,82,120
POA5422,720,1438,20,31,0,0,20,31,7,14,0,0,0,0,0,0,7,14,3,3,0,0,0,0,6,9,4,9,0,0,749,1488,236,..,991,1488
POA5431,337,736,3,4,0,0,3,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,4,5,3,11,22,36,364,792,91,..,455,792
POA5432,46,96,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,6,53,111,16,..,69,111
POA5433,512,1064,16,34,0,0,16,34,9,14,0,0,0,0,0,0,9,14,0,0,0,0,0,0,3,4,0,7,0,0,550,1119,132,..,674,1119
POA5434,127,291,8,12,0,0,8,12,3,0,0,0,0,0,0,0,3,0,14,25,3,3,0,0,0,0,17,36,3,20,153,351,69,..,221,351
POA5440,67,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,84,182,28,..,107,182
POA5451,277,595,3,4,0,0,3,4,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,288,611,60,..,352,611
POA5452,154,403,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,406,36,..,189,406
POA5453,1756,4198,86,125,0,0,90,128,22,31,0,0,0,0,0,0,22,31,3,6,0,3,3,5,6,21,12,29,24,39,1903,4430,301,..,2204,4430
POA5454,151,370,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,157,369,32,..,191,369
POA5455,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53,5,..,25,53
POA5460,265,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,0,0,267,692,23,..,292,692
POA5461,942,2239,21,33,0,0,21,33,43,54,0,0,0,3,0,0,43,57,5,5,0,0,0,0,0,0,7,6,7,23,1015,2349,126,..,1138,2349
POA5462,181,471,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,4,0,0,184,479,28,..,213,479
POA5464,230,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,232,580,56,..,292,580
POA5470,47,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,54,115,25,..,82,115
POA5471,32,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,38,87,6,..,39,87
POA5472,66,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,153,20,..,86,153
POA5473,284,656,12,15,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,4,16,3,14,307,699,47,..,350,699
POA5480,325,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,6,9,4,9,330,730,68,..,400,730
POA5481,229,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,12,6,16,3,3,241,522,79,..,322,522
POA5482,174,413,10,15,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,191,433,57,..,254,433
POA5483,130,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,129,311,33,..,162,311
POA5485,211,486,0,0,0,0,0,0,3,13,0,0,0,0,0,0,3,13,3,3,0,0,0,0,0,3,3,6,4,8,223,516,48,..,274,516
POA5490,62,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,150,13,..,80,150
POA5491,713,1587,22,27,0,0,22,27,0,5,0,0,0,0,0,0,0,5,3,3,0,0,0,0,3,6,12,15,7,7,746,1639,138,..,881,1639
POA5493,29,73,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,79,20,..,51,79
POA5495,259,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,258,531,122,..,382,531
POA5501,2440,6687,10,12,0,0,10,12,0,0,0,0,0,0,0,0,0,0,8,9,4,8,4,12,4,8,21,38,22,41,2491,6779,322,..,2817,6779
POA5502,539,1402,12,16,0,0,12,16,5,6,0,0,0,0,0,0,5,6,3,9,0,0,0,0,0,3,6,9,3,5,558,1436,53,..,610,1436
POA5510,44,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,48,102,12,..,57,102
POA5520,230,512,6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,10,0,0,244,531,48,..,293,531
POA5521,67,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,147,19,..,83,147
POA5522,556,1120,34,52,0,0,34,52,8,10,0,0,0,0,0,0,8,10,14,18,0,0,0,0,3,9,16,32,3,8,628,1220,615,..,1247,1220
POA5523,707,1691,19,21,0,0,19,21,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,0,6,5,14,9,18,740,1747,154,..,895,1747
POA5540,5140,12292,775,1298,16,35,787,1329,112,137,0,0,0,0,0,0,112,137,25,44,0,4,0,0,10,12,38,55,31,77,6113,13898,912,..,7027,13898
POA5550,330,831,12,26,0,0,12,26,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,7,14,17,3,3,359,881,113,..,464,881
POA5552,129,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,131,341,31,..,165,341
POA5554,1855,4471,109,138,0,0,109,138,12,18,0,0,0,0,0,0,12,18,17,25,4,4,0,3,0,0,22,30,3,11,2002,4669,260,..,2263,4669
POA5555,192,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,10,194,442,54,..,247,442
POA5556,1588,3448,89,139,11,18,100,156,31,32,0,0,0,0,0,0,31,32,5,10,0,3,3,3,3,3,12,21,4,12,1733,3669,934,..,2668,3669
POA5558,1798,3975,76,101,7,16,83,110,99,148,0,0,0,0,0,0,99,148,0,3,0,0,0,0,0,0,0,3,8,19,1982,4257,1244,..,3226,4257
POA5560,166,401,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,3,4,4,5,177,416,39,..,220,416
POA5570,225,439,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,17,18,4,6,244,465,200,..,439,465
POA5571,749,1557,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,3,23,31,23,37,0,0,0,0,51,75,11,12,815,1644,753,..,1571,1644
POA5572,62,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,133,14,..,70,133
POA5573,767,1746,8,7,0,0,8,7,16,21,0,0,0,0,0,0,16,21,4,5,0,0,0,0,3,8,8,16,3,0,803,1792,659,..,1456,1792
POA5575,895,1915,14,31,0,0,14,31,0,3,0,0,0,0,0,0,0,3,11,20,0,0,0,0,7,21,21,44,11,21,945,2010,1159,..,2107,2010
POA5576,457,979,10,11,0,0,10,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,4,8,475,1006,176,..,654,1006
POA5577,214,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,221,470,353,..,574,470
POA5580,144,330,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,338,149,..,303,338
POA5581,229,431,12,20,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,7,19,0,3,252,470,491,..,738,470
POA5582,247,512,6,8,0,3,10,10,3,0,0,0,0,0,0,0,3,0,4,8,3,5,0,0,6,11,13,22,0,0,261,540,263,..,520,540
POA5583,320,642,11,18,0,0,11,18,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,3,7,19,32,3,3,354,695,473,..,829,695
POA5600,1964,4813,369,560,14,23,379,587,79,111,21,30,0,0,3,6,103,141,18,24,0,8,0,0,3,9,19,40,15,21,2483,5600,503,..,2984,5600
POA5601,193,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,7,196,415,169,..,364,415
POA5602,449,1093,27,47,0,6,29,46,3,3,0,0,0,0,0,0,3,3,8,12,3,3,0,0,3,12,12,21,0,3,498,1170,255,..,748,1170
POA5603,150,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,13,4,15,0,0,155,403,90,..,244,403
POA5604,88,182,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,3,3,0,3,96,198,116,..,215,198
POA5605,630,1348,57,80,0,3,58,81,30,36,0,0,0,0,0,0,30,36,10,10,0,3,0,0,4,7,19,18,6,16,740,1501,214,..,955,1501
POA5606,4343,10577,599,1105,75,176,678,1275,298,406,0,4,0,0,0,0,302,404,25,35,3,5,3,12,8,8,38,62,32,65,5395,12393,983,..,6376,12393
POA5607,1621,4144,4,3,0,0,4,3,0,9,0,0,0,0,0,0,0,9,35,49,16,27,10,21,7,19,67,109,14,26,1711,4292,773,..,2482,4292
POA5608,2206,5462,3026,6395,0,0,3026,6395,247,319,0,0,0,0,0,0,247,319,0,0,5,12,0,6,0,8,13,25,12,26,5497,12231,1122,..,6621,12231
