POA_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA5034,342,1587,1354,391,146,3822,95,3916
POA5035,296,1179,727,187,88,2483,66,2551
POA5037,459,1843,1333,362,166,4157,147,4306
POA5038,679,2836,2090,521,213,6330,197,6528
POA5039,453,1362,1180,311,157,3465,114,3584
POA5040,88,306,384,99,41,927,36,959
POA5041,285,1646,1948,581,278,4731,107,4843
POA5042,391,1688,1333,373,175,3953,164,4112
POA5043,1020,3495,2332,603,225,7670,289,7955
POA5044,390,1662,1617,450,206,4317,128,4451
POA5045,702,2847,2271,534,222,6576,195,6772
POA5046,437,1602,1198,341,127,3701,106,3809
POA5047,320,1349,1117,307,111,3208,119,3325
POA5048,474,2314,2012,548,216,5563,151,5721
POA5049,142,1219,1657,501,193,3717,90,3812
POA5050,64,664,859,297,152,2029,32,2063
POA5051,129,1339,2431,705,349,4955,89,5043
POA5052,54,663,1039,339,174,2267,39,2311
POA5061,278,1386,1432,410,197,3692,81,3776
POA5062,321,1826,2258,658,339,5403,129,5526
POA5063,436,2070,1695,366,150,4708,127,4840
POA5064,185,1199,1455,451,193,3488,87,3578
POA5065,374,1727,1404,360,152,4015,95,4108
POA5066,136,1263,1884,605,271,4154,85,4239
POA5067,558,1936,1359,270,113,4231,110,4338
POA5068,497,2136,1648,442,198,4915,124,5040
POA5069,279,1298,1156,341,155,3231,72,3302
POA5070,685,2565,1803,494,204,5755,191,5944
POA5072,360,1804,1811,528,241,4737,129,4873
POA5073,456,2225,2153,605,263,5708,161,5864
POA5074,500,1980,1680,479,242,4888,167,5049
POA5075,234,1445,1523,447,241,3882,101,3985
POA5076,85,985,1399,513,287,3274,76,3344
POA5081,307,1345,1279,427,179,3532,100,3635
POA5082,483,1975,2069,596,289,5415,146,5557
POA5083,296,1162,1023,318,111,2911,107,3020
POA5084,525,1393,983,285,166,3352,160,3513
POA5085,604,2817,2619,644,245,6932,199,7129
POA5086,601,2474,2163,552,217,6002,183,6184
POA5087,438,1945,1592,358,126,4461,142,4601
POA5088,142,514,469,114,57,1290,44,1328
POA5089,55,588,1116,330,182,2279,57,2335
POA5090,252,1307,1013,293,147,3019,100,3120
POA5091,102,838,1216,400,204,2756,53,2809
POA5092,346,2424,2585,732,374,6460,155,6611
POA5093,177,1289,1349,374,150,3348,86,3432
POA5094,19,124,113,34,20,318,4,322
POA5095,434,2820,2912,769,331,7270,163,7429
POA5096,263,1690,1834,645,326,4762,135,4897
POA5097,224,1796,2080,698,283,5086,99,5187
POA5098,309,1746,1741,471,195,4462,142,4599
POA5106,10,0,0,0,0,10,3,15
POA5107,398,1925,2184,757,365,5623,188,5812
POA5108,1308,5404,4843,1587,746,13894,547,14442
POA5109,510,2890,2747,949,467,7558,233,7790
POA5110,106,916,1181,438,202,2844,88,2933
POA5111,0,0,0,0,0,0,0,0
POA5112,1240,2984,1962,571,300,7066,414,7479
POA5113,1139,3066,1785,505,152,6645,366,7006
POA5114,604,3778,4531,1431,726,11071,342,11417
POA5115,193,1272,1475,334,174,3457,116,3571
POA5116,247,1436,1289,381,191,3539,104,3645
POA5117,14,154,353,195,159,872,17,889
POA5118,441,2156,2515,970,588,6673,204,6879
POA5120,15,168,245,115,91,630,25,660
POA5121,29,205,194,86,79,594,22,613
POA5125,260,2259,2854,968,520,6860,140,6996
POA5126,74,778,1204,374,190,2623,41,2664
POA5127,141,882,1198,434,227,2880,74,2949
POA5131,0,37,140,73,71,320,7,326
POA5132,0,20,73,24,22,135,7,142
POA5133,3,16,48,31,24,117,0,120
POA5134,0,29,61,29,15,144,3,145
POA5136,4,33,74,31,15,162,8,168
POA5137,3,33,83,39,37,195,3,194
POA5138,0,18,37,28,14,104,3,106
POA5139,0,24,39,16,6,81,3,86
POA5140,0,27,80,20,14,147,3,150
POA5141,3,42,108,43,33,222,7,234
POA5142,7,44,83,41,16,199,7,203
POA5144,0,25,62,35,26,143,7,152
POA5150,0,3,4,0,8,21,0,21
POA5151,3,19,56,26,12,122,0,128
POA5152,68,585,1030,319,182,2187,42,2234
POA5153,31,425,957,466,312,2189,49,2240
POA5154,12,238,572,176,124,1123,16,1143
POA5155,29,455,626,208,93,1411,27,1438
POA5156,7,75,170,60,31,345,0,348
POA5157,9,157,422,225,175,977,22,1000
POA5158,213,2526,4002,1368,618,8731,162,8895
POA5159,310,3404,5161,1911,900,11684,211,11897
POA5160,0,0,0,0,0,8,0,8
POA5161,204,1550,1509,508,199,3976,109,4087
POA5162,847,5168,4809,1520,719,13075,374,13449
POA5163,381,1990,1867,627,297,5163,183,5349
POA5164,325,918,534,139,60,1975,132,2104
POA5165,238,916,643,185,84,2065,99,2168
POA5166,61,360,249,68,34,773,28,804
POA5167,117,765,888,267,114,2135,69,2204
POA5168,182,794,764,220,104,2063,67,2134
POA5169,313,2308,2487,681,293,6088,181,6272
POA5170,15,143,192,56,32,435,12,451
POA5171,69,646,895,325,194,2135,58,2192
POA5172,24,340,579,264,173,1373,34,1411
POA5173,175,1743,1769,567,213,4470,165,4641
POA5174,24,332,445,173,76,1048,32,1084
POA5201,7,123,323,139,93,691,22,711
POA5202,3,90,113,58,42,314,8,317
POA5203,15,165,168,75,45,463,18,481
POA5204,41,514,475,126,55,1207,31,1239
POA5210,3,130,265,105,63,568,18,585
POA5211,368,2816,2210,596,286,6277,221,6498
POA5212,43,403,300,70,36,847,35,884
POA5213,4,164,190,58,35,452,10,456
POA5214,160,1571,1239,341,170,3476,136,3617
POA5220,4,14,15,8,4,53,7,59
POA5221,3,43,47,10,3,105,5,112
POA5222,9,85,108,30,14,247,14,253
POA5223,75,430,545,175,103,1328,58,1387
POA5231,0,72,189,94,66,424,15,430
POA5232,0,21,61,26,36,145,0,143
POA5233,13,118,202,105,74,509,12,517
POA5234,11,104,194,89,60,456,10,471
POA5235,28,253,401,155,119,956,18,979
POA5236,3,37,37,13,21,111,0,113
POA5237,3,40,40,27,17,126,9,133
POA5238,69,628,578,245,146,1667,55,1725
POA5240,0,34,74,45,28,172,4,181
POA5241,35,292,374,120,87,911,18,927
POA5242,8,137,242,107,70,560,16,580
POA5243,3,71,128,54,45,302,11,308
POA5244,35,370,597,262,172,1434,39,1469
POA5245,36,321,406,173,98,1028,34,1060
POA5250,21,279,551,207,113,1167,36,1202
POA5251,307,1836,2062,683,339,5227,169,5397
POA5252,36,625,1062,359,193,2273,50,2329
POA5253,541,2579,2331,866,483,6802,301,7099
POA5254,16,185,326,191,114,829,19,855
POA5255,99,965,1377,568,354,3355,106,3460
POA5256,16,214,202,82,45,558,20,577
POA5259,15,99,150,63,50,374,16,389
POA5260,41,279,252,96,51,726,25,752
POA5261,3,23,44,28,37,134,3,137
POA5262,6,30,57,35,27,155,4,158
POA5263,0,9,15,12,6,50,0,48
POA5264,21,175,171,72,43,477,23,498
POA5265,6,45,66,27,20,156,8,167
POA5266,4,50,83,46,24,205,10,213
POA5267,27,168,302,113,83,692,24,712
POA5268,52,406,488,198,119,1269,41,1306
POA5269,3,21,25,20,21,90,0,94
POA5270,5,39,94,48,44,220,0,224
POA5271,124,803,1059,436,249,2673,119,2795
POA5272,5,64,116,60,57,303,5,311
POA5273,0,9,12,14,6,41,0,41
POA5275,33,288,371,151,93,936,51,987
POA5276,14,162,181,64,29,459,15,478
POA5277,45,344,424,175,116,1099,29,1135
POA5278,5,53,69,29,32,189,9,197
POA5279,3,66,74,28,24,191,12,200
POA5280,156,899,1043,441,254,2790,104,2897
POA5290,752,3892,3555,1085,447,9722,358,10082
POA5291,32,515,1222,633,488,2884,105,2988
POA5301,3,52,70,42,47,208,4,212
POA5302,11,84,116,55,37,303,16,315
POA5303,0,8,24,8,14,63,3,65
POA5304,15,74,104,58,32,287,21,304
POA5306,0,12,11,3,11,35,0,35
POA5307,5,78,71,35,32,219,6,226
POA5308,0,12,14,17,9,56,0,55
POA5309,5,10,12,8,15,49,3,54
POA5310,0,3,14,3,4,26,0,26
POA5311,3,17,54,25,45,141,5,148
POA5320,14,110,95,37,20,276,11,285
POA5321,7,50,53,32,10,150,11,154
POA5322,13,84,161,59,50,368,17,384
POA5330,81,439,443,193,126,1289,42,1329
POA5331,0,34,53,21,10,116,8,121
POA5332,3,47,58,23,18,147,10,159
POA5333,110,718,860,343,197,2219,80,2297
POA5340,20,147,208,72,58,505,17,520
POA5341,173,1007,1035,382,216,2822,129,2953
POA5342,3,92,186,83,55,419,14,430
POA5343,178,750,662,193,95,1875,95,1970
POA5344,10,83,135,70,44,342,18,359
POA5345,101,506,460,163,126,1362,76,1434
POA5346,5,32,59,22,18,130,6,140
POA5350,0,23,44,46,32,146,13,154
POA5351,26,435,875,336,265,1937,53,1993
POA5352,78,685,774,266,174,1981,53,2037
POA5353,42,408,565,251,168,1433,41,1473
POA5354,7,41,53,32,10,148,11,156
POA5355,135,995,1136,414,245,2919,54,2975
POA5356,5,53,109,60,54,281,9,289
POA5357,14,58,70,23,15,173,8,184
POA5360,4,76,168,90,37,381,11,388
POA5371,3,63,149,78,87,385,22,401
POA5372,9,192,330,136,67,734,12,748
POA5373,62,453,498,207,128,1345,47,1389
POA5374,23,170,208,86,89,578,16,591
POA5381,3,45,47,27,22,147,9,153
POA5400,0,40,134,55,40,267,6,272
POA5401,0,106,94,48,31,284,16,298
POA5410,7,33,38,27,21,111,0,114
POA5411,0,26,37,18,20,104,5,109
POA5412,23,185,158,68,39,475,29,503
POA5413,8,104,101,62,54,322,15,332
POA5414,3,13,18,8,12,51,3,59
POA5415,0,17,45,10,11,90,0,90
POA5416,0,18,35,11,9,80,8,89
POA5417,24,196,209,101,47,584,13,597
POA5418,0,20,19,5,3,48,3,49
POA5419,0,19,27,16,18,92,3,93
POA5420,0,5,14,5,5,28,0,32
POA5421,0,19,21,6,7,53,7,56
POA5422,81,298,195,84,46,708,45,749
POA5431,10,91,120,66,59,350,15,364
POA5432,0,8,17,20,8,44,4,53
POA5433,29,182,191,77,48,525,20,550
POA5434,10,47,51,18,23,145,8,153
POA5440,3,19,21,8,21,77,7,84
POA5451,7,74,127,43,29,281,10,288
POA5452,0,36,72,29,13,148,4,157
POA5453,83,567,746,282,159,1840,70,1903
POA5454,9,37,64,23,26,152,8,157
POA5455,0,7,11,0,4,20,0,20
POA5460,4,72,90,47,43,258,6,267
POA5461,50,348,348,159,95,992,24,1015
POA5462,5,50,75,27,23,184,3,184
POA5464,7,58,81,45,45,233,3,232
POA5470,3,18,19,11,9,49,0,54
POA5471,3,12,3,3,7,36,0,38
POA5472,0,28,26,6,13,70,0,66
POA5473,15,104,104,42,27,290,18,307
POA5480,12,102,106,61,34,318,9,330
POA5481,8,60,74,58,36,233,3,241
POA5482,8,53,48,42,42,184,7,191
POA5483,0,33,42,27,18,122,4,129
POA5485,0,53,86,41,32,212,6,223
POA5490,3,14,25,14,15,63,0,60
POA5491,29,224,267,122,73,719,26,746
POA5493,0,14,7,10,0,32,3,37
POA5495,6,90,90,39,24,244,14,258
POA5501,34,510,972,514,373,2407,83,2491
POA5502,9,116,221,128,71,546,18,558
POA5510,0,14,17,6,10,43,3,48
POA5520,3,92,83,36,14,236,8,244
POA5521,0,28,17,12,6,61,0,67
POA5522,38,239,220,64,39,598,24,628
POA5523,37,211,265,106,99,716,30,740
POA5540,610,2332,1906,656,370,5870,241,6113
POA5550,12,115,125,49,32,336,18,359
POA5552,0,36,43,32,26,128,3,131
POA5554,103,660,753,265,140,1922,80,2002
POA5555,0,45,74,38,29,187,4,194
POA5556,113,673,606,168,88,1661,69,1733
POA5558,90,740,724,237,126,1913,71,1982
POA5560,6,63,59,28,16,178,3,177
POA5570,4,96,92,18,16,232,15,244
POA5571,31,311,299,82,54,773,41,815
POA5572,0,9,22,9,17,60,0,62
POA5573,45,248,311,107,59,768,33,803
POA5575,30,324,322,136,98,916,33,945
POA5576,27,165,178,56,32,457,14,475
POA5577,0,74,81,30,30,213,8,221
POA5580,0,43,57,22,27,140,4,150
POA5581,9,92,90,34,13,241,3,252
POA5582,11,88,109,29,23,256,4,261
POA5583,15,142,127,30,19,339,17,354
POA5600,184,840,908,322,145,2395,91,2483
POA5601,17,49,70,28,16,183,10,196
POA5602,20,130,185,82,66,477,18,498
POA5603,0,42,53,36,24,153,3,155
POA5604,3,29,38,14,3,97,3,96
POA5605,45,289,260,75,43,706,33,740
POA5606,392,1921,2039,598,232,5185,207,5395
POA5607,30,379,764,306,176,1656,55,1711
POA5608,892,2187,1464,488,175,5213,280,5497
POA5609,26,220,275,92,40,654,14,671
POA5630,0,6,21,3,9,44,4,46
POA5631,8,114,150,67,40,378,11,382
POA5632,0,12,31,27,16,82,0,82
POA5633,4,31,47,19,23,121,3,121
POA5640,16,145,144,64,38,410,16,418
POA5641,9,88,148,72,51,368,7,379
POA5642,0,16,27,27,24,88,3,91
POA5650,0,11,18,12,10,60,3,65
POA5651,0,3,15,9,11,27,0,31
POA5652,15,74,88,61,26,259,9,269
POA5653,0,3,17,14,3,32,0,30
POA5654,4,20,37,16,14,92,8,95
POA5655,0,5,13,13,4,31,0,32
POA5660,0,3,0,3,8,15,0,15
POA5661,4,8,16,12,8,50,4,51
POA5670,4,61,76,32,17,184,3,193
POA5671,0,15,19,13,10,60,3,64
POA5680,20,213,315,118,80,746,48,792
POA5690,118,383,437,171,101,1206,80,1288
POA5700,461,1684,1325,437,158,4066,188,4252
POA5701,0,3,0,0,0,6,0,6
POA5710,16,195,322,130,78,740,32,766
POA5713,0,0,0,0,0,3,0,3
POA5715,0,0,4,3,3,7,0,7
POA5717,0,0,0,0,0,5,0,9
POA5719,0,3,8,0,4,15,3,18
POA5720,3,39,27,10,8,83,5,88
POA5722,10,52,46,22,10,145,9,150
POA5723,58,276,220,69,35,656,60,715
POA5724,32,53,9,12,11,120,4,122
POA5725,26,315,568,162,73,1150,32,1177
POA5730,0,13,7,4,5,37,0,37
POA5731,3,34,24,19,12,89,7,99
POA5732,16,31,14,3,6,66,3,67
POA5733,5,26,12,6,10,61,9,66
POA5734,19,18,9,4,0,48,11,55
POA5950,0,0,0,0,0,0,0,0
POA5960,0,0,0,0,0,0,0,0
POA6000,960,2423,856,130,36,4402,170,4571
POA6003,206,812,315,56,16,1402,56,1456
POA6004,809,2485,922,128,54,4392,133,4525
POA6005,422,1460,538,75,25,2516,67,2581
POA6006,262,1220,1304,335,146,3266,95,3359
POA6007,225,1308,992,227,98,2852,56,2911
POA6008,540,2811,2057,408,158,5978,141,6113
POA6009,380,1819,2503,794,380,5882,131,6012
POA6010,322,2190,2495,705,324,6033,152,6182
POA6011,98,1003,1377,454,221,3152,75,3227
POA6012,263,1170,1236,367,175,3211,92,3312
POA6014,405,2772,2886,844,396,7302,264,7573
POA6015,78,449,984,391,259,2165,55,2221
POA6016,277,1508,1432,315,140,3676,95,3770
POA6017,180,991,521,101,43,1839,77,1921
POA6018,710,4571,6199,1685,745,13906,374,14278
POA6019,355,3216,3745,947,369,8637,188,8826
POA6020,206,1754,3465,1212,698,7335,127,7465
POA6021,447,2467,2966,952,485,7323,208,7536
POA6022,50,561,828,248,147,1830,46,1876
POA6023,107,1237,2497,795,457,5093,93,5186
POA6024,138,1412,2202,733,342,4829,92,4919
POA6025,263,2820,4826,1718,935,10558,203,10766
POA6026,243,2011,3312,1313,739,7611,150,7769
POA6027,465,4134,6101,2339,1317,14352,331,14686
POA6028,118,1579,3253,1360,773,7083,106,7191
POA6029,24,229,468,154,87,960,28,990
POA6030,437,4136,5318,1939,946,12772,349,13121
POA6031,108,1318,2440,822,412,5100,111,5209
POA6032,3,7,20,17,16,61,3,62
POA6033,0,13,43,24,38,118,5,122
POA6034,7,192,258,66,29,553,19,566
POA6035,64,976,1217,412,151,2819,86,2910
POA6036,170,1751,2111,569,244,4850,129,4980
POA6037,28,284,411,174,100,998,34,1027
POA6038,31,729,1004,234,68,2061,50,2110
POA6041,5,115,201,119,79,520,17,538
POA6042,0,6,13,7,3,28,3,29
POA6043,0,28,32,18,7,86,5,90
POA6044,18,133,189,79,44,470,22,487
POA6050,450,2214,2023,622,310,5626,153,5776
POA6051,610,2690,1658,395,146,5491,153,5645
POA6052,304,1592,1649,430,193,4163,128,4295
POA6053,384,2035,2220,589,231,5453,157,5612
POA6054,570,2808,2757,922,478,7530,240,7776
POA6055,173,1843,3228,1011,554,6810,166,6980
POA6056,916,4661,5075,2041,1344,14034,460,14495
POA6057,135,1650,2276,1027,651,5734,164,5895
POA6058,181,1469,1740,708,434,4533,139,4674
POA6059,536,3148,3301,1083,632,8701,266,8966
POA6060,803,4650,3451,781,313,9997,274,10268
POA6061,1072,5549,4857,1357,666,13500,594,14100
POA6062,549,3835,4593,1615,912,11517,353,11867
POA6063,165,1207,1757,786,430,4347,152,4499
POA6064,547,3047,3692,1718,938,9942,342,10287
POA6065,426,5056,9253,3315,1740,19790,410,20201
POA6066,172,1490,2388,1127,714,5892,128,6022
POA6067,0,0,0,0,0,0,0,0
POA6068,0,0,4,0,0,3,0,3
POA6069,237,3427,5875,1871,916,12325,260,12588
POA6070,11,268,584,253,145,1261,21,1283
POA6071,10,220,491,258,195,1181,14,1198
POA6072,4,43,111,59,55,274,7,278
POA6073,58,289,419,198,150,1116,40,1151
POA6074,5,53,117,82,80,333,9,341
POA6076,201,1809,3030,1439,1077,7546,163,7711
POA6077,16,90,118,106,146,477,17,494
POA6078,5,25,79,68,97,273,11,281
POA6079,0,0,4,3,0,11,0,11
POA6081,20,235,648,294,320,1518,32,1546
POA6082,10,210,402,230,209,1066,30,1093
POA6083,12,152,391,267,318,1139,35,1177
POA6084,25,392,961,544,540,2467,86,2550
POA6090,0,0,0,0,0,0,0,0
POA6100,475,2524,1953,523,219,5697,179,5878
POA6101,486,2463,2360,597,243,6149,215,6367
POA6102,680,1843,1319,459,271,4574,249,4829
POA6103,363,1733,1320,338,155,3914,163,4080
POA6104,338,1810,1985,583,319,5034,186,5216
POA6105,371,1950,1886,574,333,5112,254,5369
POA6106,0,0,0,0,0,0,0,0
POA6107,715,4698,5605,1955,1185,14162,458,14616
POA6108,307,2456,3071,1245,717,7793,218,8014
POA6109,269,1443,1357,529,403,4010,141,4152
POA6110,654,4222,5295,1984,1156,13316,394,13713
POA6111,346,2455,3105,1269,911,8084,226,8306
POA6112,818,5576,7992,2661,1552,18594,561,19157
POA6121,4,83,261,213,320,877,16,894
POA6122,59,1130,2516,999,661,5366,111,5473
POA6123,4,86,199,100,107,493,10,503
POA6124,0,78,147,100,68,391,15,408
POA6125,13,181,331,214,266,1005,34,1038
POA6126,0,21,29,14,27,94,3,99
POA6147,237,1861,2024,747,392,5265,158,5426
POA6148,278,1967,2579,933,454,6209,133,6345
POA6149,174,1715,2746,1128,568,6332,119,6445
POA6150,104,1025,1751,784,423,4085,75,4160
POA6151,404,2659,2435,612,301,6411,155,6569
POA6152,560,3694,3757,1030,492,9535,237,9776
POA6153,270,2397,3027,1010,525,7236,156,7393
POA6154,247,1177,1604,419,209,3651,92,3740
POA6155,253,3637,7121,2788,1571,15370,259,15624
POA6156,308,1996,2582,758,397,6049,149,6198
POA6157,361,2089,2193,554,246,5435,145,5581
POA6158,121,861,1145,361,163,2650,60,2712
POA6159,82,509,526,151,55,1318,42,1357
POA6160,414,1515,1009,228,86,3258,126,3380
POA6161,20,3,0,0,0,23,15,37
POA6162,366,1638,1571,447,201,4219,150,4370
POA6163,1206,6504,7135,2500,1240,18589,685,19273
POA6164,469,4948,8697,2797,1499,18418,378,18796
POA6165,0,4,3,8,4,21,0,22
POA6166,91,811,1373,566,381,3224,81,3304
POA6167,520,2957,3348,1152,626,8601,278,8879
POA6168,761,3842,2953,983,472,9007,367,9372
POA6169,556,4097,4829,1752,905,12140,392,12529
POA6170,115,1243,1704,553,279,3892,93,3983
POA6171,136,2777,4791,1390,650,9745,197,9946
POA6172,106,1168,1819,690,338,4129,117,4241
POA6173,31,784,1721,635,300,3467,70,3543
POA6174,26,347,519,195,113,1199,33,1231
POA6175,13,275,536,222,101,1150,29,1181
POA6176,3,97,174,94,71,431,12,441
POA6180,17,570,764,251,138,1742,37,1778
POA6181,0,5,52,40,48,140,3,143
POA6182,0,0,0,0,0,0,0,0
POA6207,3,63,125,80,64,336,6,346
POA6208,108,1381,1605,646,395,4134,133,4270
POA6209,34,218,235,118,119,717,27,750
POA6210,1333,10048,9367,3009,1522,25281,899,26178
POA6211,32,736,1103,391,184,2451,69,2515
POA6213,6,61,88,53,40,243,9,256
POA6214,4,39,77,49,41,210,4,217
POA6215,33,368,507,271,202,1387,68,1452
POA6218,0,35,56,28,21,143,0,142
POA6220,67,426,582,279,221,1572,80,1647
POA6221,0,25,26,20,18,87,3,91
POA6223,0,6,19,18,18,68,3,72
POA6224,14,119,150,66,58,401,20,425
POA6225,169,950,1194,556,372,3248,140,3389
POA6226,0,33,98,60,58,246,8,254
POA6227,0,36,116,62,37,246,8,252
POA6228,0,11,22,15,13,55,3,63
POA6229,3,36,24,11,8,81,3,80
POA6230,926,5460,6134,1959,901,15382,517,15900
POA6232,94,1104,1582,597,270,3654,96,3751
POA6233,111,1640,2831,1059,546,6188,156,6337
POA6236,5,113,273,165,135,695,12,708
POA6237,9,131,320,196,161,822,24,849
POA6239,37,399,601,267,201,1511,41,1546
POA6240,0,6,21,10,7,46,0,46
POA6243,0,4,7,4,3,19,0,25
POA6244,20,132,194,95,102,545,25,570
POA6251,3,39,47,28,20,144,6,147
POA6252,0,13,28,12,4,54,0,54
POA6253,7,84,93,41,24,254,10,263
POA6254,11,72,76,29,16,203,9,210
POA6255,52,476,599,222,156,1511,49,1554
POA6256,0,25,46,30,26,132,10,139
POA6258,134,682,905,392,256,2370,96,2467
POA6260,20,158,182,79,59,500,18,522
POA6262,7,87,96,63,23,271,14,292
POA6271,18,311,469,213,128,1142,45,1181
POA6275,15,140,216,87,43,506,21,523
POA6280,387,3362,3871,1401,720,9735,342,10078
POA6281,40,706,1151,329,136,2360,80,2436
POA6282,6,83,218,96,43,441,13,448
POA6284,11,169,327,131,53,693,27,720
POA6285,73,987,1358,478,197,3091,83,3171
POA6286,3,56,92,55,18,220,11,231
POA6288,0,48,72,41,28,185,6,190
POA6290,26,252,290,86,43,693,36,732
POA6302,42,432,492,228,153,1343,57,1399
POA6304,14,189,210,122,96,633,29,661
POA6306,20,101,118,52,71,361,25,386
POA6308,35,163,195,98,108,592,29,614
POA6309,0,25,31,23,17,96,3,100
POA6311,0,57,78,31,37,202,5,211
POA6312,105,594,550,226,162,1641,82,1729
POA6313,0,26,36,19,22,94,5,101
POA6315,35,218,261,103,110,730,39,770
POA6316,0,24,46,24,25,118,15,130
POA6317,81,405,485,227,138,1335,71,1410
POA6318,5,20,62,30,36,162,12,175
POA6320,5,46,45,34,46,181,5,186
POA6321,11,47,60,32,29,173,5,181
POA6322,3,19,33,17,16,85,3,89
POA6323,0,105,159,75,48,393,14,407
POA6324,50,348,441,210,156,1206,59,1264
POA6326,3,25,56,36,53,169,3,172
POA6327,0,24,23,26,14,85,7,94
POA6328,0,30,48,26,48,149,3,152
POA6330,601,4138,4904,1852,1184,12684,492,13176
POA6333,65,691,902,305,164,2131,60,2192
POA6335,11,72,101,36,38,255,7,266
POA6336,0,22,31,29,26,111,7,124
POA6337,9,38,62,38,25,170,9,184
POA6338,3,54,95,58,30,241,7,253
POA6341,0,25,40,23,18,105,3,105
POA6343,0,14,19,17,24,82,4,80
POA6346,11,55,86,36,55,238,3,243
POA6348,15,122,114,43,20,313,21,332
POA6350,4,42,35,22,20,125,5,134
POA6351,0,5,12,6,9,29,0,31
POA6352,0,14,25,9,13,56,6,70
POA6353,18,73,84,47,46,278,20,292
POA6355,8,38,45,27,32,155,3,153
POA6356,0,10,12,10,13,42,0,45
POA6357,0,4,12,3,4,24,0,24
POA6358,0,5,13,8,13,36,0,41
POA6359,3,32,51,23,24,130,13,149
POA6361,0,6,18,10,6,40,0,41
POA6363,0,3,14,10,10,39,3,41
POA6365,8,52,71,36,39,207,12,217
POA6367,15,41,31,22,26,130,3,135
POA6368,0,3,8,9,12,31,0,29
POA6369,15,74,85,40,35,236,10,255
POA6370,7,46,61,37,27,173,4,178
POA6372,0,9,14,3,15,38,3,42
POA6373,0,4,5,12,10,28,0,33
POA6375,27,117,117,55,53,364,10,378
POA6383,12,126,126,58,44,368,20,382
POA6384,0,0,4,0,4,10,0,10
POA6385,0,0,4,4,4,9,0,9
POA6386,0,12,10,0,12,36,4,36
POA6390,26,138,237,113,74,587,29,619
POA6391,13,79,133,65,59,344,15,358
POA6392,3,46,75,35,28,184,11,194
POA6393,0,4,17,15,5,44,3,51
POA6394,0,28,59,36,49,173,4,175
POA6395,34,152,218,73,114,589,26,609
POA6396,0,29,36,20,27,112,10,120
POA6397,4,9,8,6,3,33,3,40
POA6398,9,75,93,20,11,209,15,220
POA6401,183,908,901,395,277,2668,109,2777
POA6403,0,18,19,12,8,60,0,62
POA6405,0,26,49,13,26,115,3,118
POA6407,14,103,139,48,46,351,16,366
POA6409,9,34,49,22,26,132,3,137
POA6410,27,115,119,49,49,362,30,392
POA6411,0,12,12,8,16,43,0,44
POA6412,0,0,3,3,4,17,0,19
POA6413,0,3,7,4,6,22,0,25
POA6414,0,0,5,5,9,22,4,24
POA6415,83,311,412,155,90,1046,53,1096
POA6418,27,90,97,45,18,275,12,285
POA6419,0,3,8,8,7,21,0,22
POA6420,3,3,10,5,14,35,0,35
POA6421,0,7,16,15,4,40,3,46
POA6422,0,0,4,4,3,16,0,16
POA6423,0,7,29,8,14,56,4,55
POA6424,0,5,8,8,5,27,0,27
POA6425,0,0,19,3,6,31,0,35
POA6426,13,105,101,58,36,317,18,334
POA6427,0,0,0,0,0,0,0,0
POA6428,0,5,3,3,3,15,0,16
POA6429,37,108,108,41,31,318,26,350
POA6430,319,2258,2952,1157,585,7276,259,7536
POA6431,81,56,16,12,8,171,12,183
POA6432,136,764,844,341,193,2285,98,2377
POA6434,7,3,3,3,6,21,6,27
POA6436,4,14,12,3,3,38,5,41
POA6437,7,61,38,6,0,116,3,122
POA6438,27,74,49,10,16,181,10,190
POA6440,40,63,47,12,0,168,6,175
POA6442,28,251,330,136,72,815,29,846
POA6443,25,108,89,23,26,265,46,307
POA6445,3,6,15,8,14,54,0,58
POA6446,0,3,15,11,7,32,0,39
POA6447,0,8,18,11,14,50,0,50
POA6448,0,25,30,25,27,107,10,113
POA6450,228,1278,1739,690,446,4382,214,4601
POA6452,0,0,0,0,0,0,0,0
POA6460,11,94,106,43,26,276,17,293
POA6461,3,74,73,40,19,207,0,211
POA6462,0,7,13,7,10,37,7,45
POA6463,0,0,0,0,0,7,0,8
POA6465,0,0,9,0,4,13,0,13
POA6466,0,3,11,4,5,28,0,26
POA6467,0,0,3,4,3,11,0,11
POA6468,0,19,28,15,14,75,6,80
POA6470,0,0,3,0,0,9,0,9
POA6472,0,15,23,9,18,63,0,66
POA6473,0,0,7,8,6,16,0,13
POA6475,6,49,69,16,28,159,4,162
POA6476,0,0,5,5,8,25,0,21
POA6477,0,30,34,11,26,99,4,107
POA6479,3,56,67,30,36,190,9,202
POA6480,0,4,5,0,5,12,0,12
POA6484,0,10,3,0,0,14,0,14
POA6485,20,58,72,18,29,198,7,203
POA6487,0,4,9,6,3,16,0,16
POA6488,0,33,19,15,11,82,0,79
POA6489,0,9,10,11,0,38,3,37
POA6490,0,21,41,13,12,88,4,97
POA6501,0,55,84,85,85,303,9,316
POA6502,6,80,173,91,46,399,22,419
POA6503,7,154,283,126,134,700,43,744
POA6504,3,12,17,13,14,59,0,59
POA6505,0,12,7,7,12,42,4,49
