POA_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
POA3533,51,630,466,115,1111,0.7,808,2.2
POA3537,53,758,486,140,1187,0.7,940,2.2
POA3540,55,585,473,71,1125,0.6,720,2
POA3542,52,477,430,0,979,0.7,860,2.6
POA3544,48,650,564,100,1265,0.7,833,2.2
POA3546,51,650,527,120,1449,0.7,1080,2.2
POA3549,37,1083,560,170,1289,0.9,1107,2.7
POA3550,39,1300,595,250,1417,0.8,1107,2.3
POA3551,36,1603,706,310,1795,0.8,1637,2.9
POA3555,40,1300,572,250,1324,0.8,1060,2.3
POA3556,38,1257,533,241,1207,0.8,964,2.4
POA3557,40,1300,599,200,1486,0.8,1325,2.6
POA3558,51,953,509,165,1254,0.7,875,2.2
POA3559,47,992,519,96,1286,0.8,943,2.5
POA3561,48,1172,533,160,1301,0.7,1038,2.4
POA3562,46,1454,667,167,1413,0.7,1269,2.5
POA3563,45,977,535,150,1270,0.8,987,2.5
POA3564,44,1400,607,245,1444,0.8,1168,2.4
POA3565,43,1372,541,160,1208,0.7,1178,2.7
POA3566,47,871,506,113,1210,0.8,966,2.3
POA3567,49,870,536,130,1254,0.7,975,2.4
POA3568,50,1000,512,150,1224,0.7,958,2.2
POA3570,46,1049,494,120,1244,0.8,1125,2.6
POA3571,44,867,463,88,1071,0.7,860,2.5
POA3572,40,921,575,63,1202,0.8,1047,2.5
POA3573,43,542,486,100,1156,0.7,966,2.4
POA3575,47,737,508,113,1185,0.7,926,2.2
POA3576,43,1040,537,100,959,0.7,939,1.7
POA3579,48,977,501,160,1197,0.7,911,2.3
POA3580,52,986,464,160,1029,0.7,791,2.1
POA3581,48,1279,512,150,1166,0.7,833,2.6
POA3583,37,1083,468,150,1166,1,1031,2.9
POA3584,43,1000,566,180,1348,0.8,1103,2.5
POA3585,39,1300,604,200,1403,0.8,1099,2.3
POA3586,41,1500,643,150,1458,0.8,1385,2.8
POA3588,42,867,545,210,1145,0.9,1066,2.7
POA3589,42,1177,585,130,1413,0.9,1289,2.8
POA3590,39,1083,522,150,1319,0.8,1125,2.9
POA3591,46,986,619,0,1406,0.7,1156,2.3
POA3594,47,964,513,150,1358,0.8,1042,2.3
POA3595,49,650,425,160,900,0.7,761,2.2
POA3596,45,963,525,160,1208,0.7,1025,2.3
POA3597,47,756,569,94,1375,0.8,1058,2.2
POA3599,49,658,525,0,1354,0.7,1062,2.3
POA3607,43,1400,700,0,1562,0.7,1166,2.3
POA3608,52,1300,557,220,1338,0.7,977,2.2
POA3610,45,1235,496,175,1221,0.8,938,2.4
POA3612,54,1000,466,160,1151,0.7,832,2.1
POA3614,40,1521,723,200,1852,0.8,1654,2.8
POA3616,43,1365,588,205,1467,0.8,1196,2.4
POA3617,47,1300,476,180,1100,0.8,966,2.5
POA3618,43,1042,490,150,1230,0.8,1026,2.5
POA3620,45,1300,551,190,1300,0.8,1045,2.4
POA3621,42,1127,535,180,1348,0.8,1076,2.5
POA3622,45,1300,585,0,1481,0.7,1312,2.5
POA3623,52,1000,466,170,1129,0.7,918,2.3
POA3624,43,919,504,120,1166,0.8,1032,2.4
POA3629,41,1200,560,200,1300,0.8,1022,2.3
POA3630,37,1300,558,230,1294,0.8,1068,2.5
POA3631,39,1603,697,285,1834,0.8,1624,2.8
POA3633,42,1517,667,160,1678,0.8,1445,3
POA3634,42,1300,614,168,1605,0.8,1367,2.7
POA3635,44,1083,623,183,1475,0.7,1272,2.3
POA3636,46,1100,530,180,1292,0.7,987,2.3
POA3637,39,1083,604,111,1348,0.8,1196,2.9
POA3638,45,990,544,159,1275,0.7,995,2.3
POA3639,54,867,465,125,1007,0.7,829,2.2
POA3640,37,1287,559,120,1379,0.8,1246,2.8
POA3641,42,1200,535,160,1365,0.8,1130,2.6
POA3644,45,1300,524,200,1299,0.8,1014,2.4
POA3646,44,1083,558,170,1398,0.8,1221,2.5
POA3647,20,0,266,0,0,0,0,0
POA3649,45,900,497,150,1264,0.8,944,2.5
POA3658,41,1302,589,255,1449,0.8,1243,2.6
POA3659,46,1517,641,210,1571,0.8,1336,2.5
POA3660,46,1284,542,200,1289,0.8,1024,2.3
POA3662,25,0,990,250,2122,0.9,2035,3.2
POA3663,38,867,644,0,1281,0.7,1274,2.6
POA3664,45,1300,598,230,1458,0.7,1197,2.4
POA3665,51,867,552,168,1337,0.8,1137,2.4
POA3666,53,1092,535,173,1250,0.7,912,2.1
POA3669,55,1133,498,185,1212,0.7,923,2.1
POA3670,51,1083,525,240,1262,0.7,1129,2.3
POA3672,49,1170,537,200,1205,0.7,905,2.1
POA3673,50,1400,541,150,1308,0.8,1099,2.5
POA3675,47,1300,648,190,1474,0.8,1302,2.5
POA3677,44,1300,580,220,1335,0.7,1009,2.2
POA3678,47,1463,631,160,1556,0.8,1314,2.6
POA3682,44,1300,685,185,1518,0.8,1257,2.6
POA3683,47,1300,593,200,1458,0.8,1201,2.4
POA3685,47,1272,629,200,1442,0.7,1154,2.3
POA3687,44,1357,564,195,1432,0.8,1142,2.4
POA3688,41,1387,729,255,1717,0.8,1534,2.6
POA3690,37,1387,644,250,1481,0.8,1206,2.4
POA3691,38,1634,759,265,1825,0.8,1631,2.8
POA3694,23,0,957,0,0,0,0,0
POA3695,45,1430,714,180,1817,0.9,1699,2.8
POA3697,52,1460,520,155,1430,0.7,1081,2.4
POA3698,52,1224,605,220,1439,0.7,1101,2.2
POA3699,43,953,587,203,1276,0.7,900,2
POA3700,48,1083,569,190,1387,0.7,1103,2.3
POA3701,51,975,543,92,1261,0.7,972,2.2
POA3704,52,1095,619,0,1375,0.6,1562,1.7
POA3705,48,1000,556,14,1402,0.7,1174,2.3
POA3707,51,867,469,150,1143,0.7,902,2.2
POA3708,58,2275,466,110,924,0.5,933,1.8
POA3709,59,726,539,120,1375,0.6,933,2
POA3711,53,1517,585,245,1318,0.7,1083,2.3
POA3712,55,1300,502,203,1512,0.7,751,1.9
POA3713,57,1020,471,210,1092,0.7,791,1.9
POA3714,51,1300,534,200,1339,0.7,989,2.2
POA3715,56,1400,520,208,1292,0.8,1145,2.2
POA3717,52,1387,539,240,1289,0.7,1016,2.2
POA3718,56,2156,589,140,1062,0.7,1125,1.7
POA3719,55,1211,551,213,1312,0.6,1125,2.2
POA3720,52,1300,550,200,1134,0.7,937,2.2
POA3722,45,1411,616,260,1421,0.7,1096,2.3
POA3723,48,1252,536,166,1237,0.7,1003,2.1
POA3725,49,1300,572,150,1411,0.7,1284,2.5
POA3726,51,867,467,163,1213,0.7,916,2.3
POA3727,49,867,468,80,1187,0.7,1011,2.5
POA3728,50,1083,487,150,1145,0.7,1011,2.3
POA3730,49,1387,529,240,1268,0.7,994,2.3
POA3732,46,1196,555,150,1242,0.7,1005,2.3
POA3733,49,933,626,140,1375,0.7,900,2.3
POA3735,48,1500,615,170,1327,0.8,1150,2.4
POA3737,50,1300,526,200,1303,0.7,944,2.2
POA3738,46,1625,535,170,1271,0.8,982,2.3
POA3739,46,1400,610,155,1468,0.7,1075,2.1
POA3740,47,1300,587,250,1319,0.8,1125,2.5
POA3741,48,1393,586,228,1274,0.7,970,2.2
POA3744,46,1300,606,226,1375,0.8,1095,2.4
POA3746,51,1300,515,150,1273,0.8,949,2.3
POA3747,49,1428,614,245,1459,0.8,1170,2.3
POA3749,48,1560,669,270,1702,0.8,1383,2.5
POA3750,30,2000,708,346,1607,0.9,1612,3.2
POA3751,50,2080,582,277,1583,0.8,1392,2.9
POA3752,34,1852,703,351,1856,0.9,1739,3.1
POA3753,32,1997,783,350,1992,0.8,1940,3.2
POA3754,31,1950,786,350,1862,0.8,1742,3
POA3755,47,1950,606,200,1649,0.7,1312,2.7
POA3756,34,1733,709,320,1733,0.8,1594,2.9
POA3757,40,1733,643,300,1760,0.8,1452,2.8
POA3758,39,1733,693,250,1900,0.9,1752,3
POA3759,45,1950,806,271,2256,0.8,2012,2.9
POA3760,45,1950,795,165,2083,0.8,1854,2.9
POA3761,42,1950,685,245,1965,0.9,1790,2.8
POA3762,50,1425,637,200,2174,0.7,1468,2.6
POA3763,41,1500,638,285,1638,0.8,1353,2.5
POA3764,40,1585,614,280,1632,0.8,1374,2.6
POA3765,41,1761,689,335,1956,0.8,1707,2.8
POA3766,42,1733,762,333,1804,0.8,1553,2.5
POA3767,46,1989,687,355,1923,0.8,1603,2.5
POA3770,40,1649,687,311,1776,0.8,1646,2.9
POA3775,41,1950,697,310,1804,0.8,1543,2.7
POA3777,44,1517,593,300,1516,0.8,1226,2.5
POA3778,47,1088,554,125,1458,0.8,1149,2.2
POA3779,58,1127,514,267,1174,0.7,922,2
POA3781,36,1621,697,320,1779,0.9,1573,2.8
POA3782,42,1733,676,332,1917,0.8,1701,2.8
POA3783,40,1733,655,310,1791,0.9,1618,2.9
POA3785,44,1755,1017,390,2583,0.8,2187,2.1
POA3786,44,1879,733,351,2214,0.8,1971,2.7
POA3787,43,1794,746,350,2223,0.8,2005,2.7
POA3788,44,1800,732,350,1878,0.8,1518,2.5
POA3789,48,2045,687,277,1767,0.8,1547,2.4
POA3791,44,1800,727,309,2077,0.8,1734,2.7
POA3792,44,1733,712,328,1738,0.8,1583,2.8
POA3793,42,1608,612,325,1566,0.8,1377,2.7
POA3795,42,2000,671,296,1815,0.8,1698,3
POA3796,37,1733,678,310,1862,0.8,1655,2.9
POA3797,44,1485,514,270,1396,0.8,1097,2.5
POA3799,44,1300,503,263,1232,0.8,956,2.3
POA3800,20,0,44,208,2916,0.9,1875,1.3
POA3802,37,1625,565,338,1537,0.9,1454,3
POA3803,35,1560,489,324,1363,0.9,1301,3
POA3804,41,2000,676,357,2146,0.8,2165,3.4
POA3805,34,1700,623,342,1692,0.9,1624,3.2
POA3806,36,1842,708,361,1945,0.8,1752,3
POA3807,39,1983,728,303,2130,0.8,1928,3.1
POA3808,41,2100,807,350,2247,0.8,2144,3.1
POA3809,30,1900,852,361,1959,0.8,1864,2.9
POA3810,32,1700,661,320,1547,0.8,1383,2.8
POA3812,42,1986,671,270,1882,0.8,1703,2.9
POA3813,45,1550,605,250,1687,0.8,1429,2.9
POA3814,40,1733,632,250,1621,0.8,1403,2.8
POA3815,41,1733,608,251,1779,0.8,1475,2.8
POA3816,37,1550,578,266,1430,0.8,1261,2.6
POA3818,41,1500,561,265,1397,0.8,1159,2.5
POA3820,42,1447,596,254,1521,0.7,1196,2.4
POA3821,44,1612,636,200,1600,0.8,1397,2.7
POA3822,40,1500,617,210,1566,0.8,1363,2.9
POA3823,45,1309,604,263,1480,0.8,1189,2.4
POA3824,42,1387,607,250,1517,0.7,1244,2.5
POA3825,44,1083,488,170,1244,0.8,910,2.2
POA3831,48,1517,594,200,1446,0.8,1259,2.5
POA3832,55,1176,534,150,1212,0.8,1031,2.2
POA3833,54,950,447,150,937,0.8,807,1.9
POA3835,42,1040,519,200,1312,0.9,1133,2.7
POA3840,43,1066,489,180,1227,0.7,906,2.2
POA3842,37,975,471,200,1172,0.7,964,2.4
POA3844,38,1400,644,240,1681,0.8,1321,2.4
POA3847,42,1300,587,180,1457,0.8,1223,2.4
POA3850,40,1300,608,240,1547,0.7,1168,2.3
POA3851,45,1300,493,160,1362,0.7,988,2.3
POA3852,25,1625,1073,0,2750,0.5,1374,2.3
POA3854,40,1517,691,220,1939,0.8,1682,2.8
POA3856,35,1419,651,210,1838,0.8,1609,2.7
POA3857,44,1187,618,200,1671,0.7,1516,2.6
POA3858,44,1083,529,180,1313,0.8,986,2.4
POA3859,42,1200,576,150,1384,0.8,1293,2.5
POA3860,43,1213,577,203,1388,0.8,1117,2.4
POA3862,43,1317,581,225,1393,0.8,1159,2.5
POA3864,43,1300,551,70,1328,0.7,1174,2.4
POA3865,46,1296,582,220,1330,0.7,1111,2.4
POA3869,43,1300,621,220,1642,0.8,1369,2.5
POA3870,50,1114,505,135,1391,0.8,1089,2.3
POA3871,47,1289,506,230,1318,0.8,1093,2.4
POA3873,46,1300,535,115,1857,0.8,1403,2.4
POA3874,55,1083,483,170,1213,0.7,891,2.1
POA3875,45,1300,562,240,1276,0.8,1026,2.3
POA3878,56,1300,559,240,1257,0.7,1111,2.3
POA3880,60,1100,477,250,1105,0.7,838,2
POA3882,51,1300,491,170,1308,0.8,1073,2.4
POA3885,47,1192,486,155,1184,0.8,947,2.3
POA3886,46,1300,480,150,1149,0.8,892,2.4
POA3887,49,979,414,130,929,0.8,762,2.2
POA3888,53,1000,464,151,1107,0.7,767,2.1
POA3889,58,970,384,140,756,0.7,545,1.6
POA3890,51,650,432,100,891,0.6,749,2
POA3891,62,1400,408,0,1042,0.7,774,1.5
POA3892,58,1083,474,175,1099,0.7,774,2
POA3893,55,0,553,0,1156,0.6,1374,0
POA3895,52,867,504,95,1125,0.6,671,1.7
POA3896,48,975,545,100,1187,0.8,1011,2.2
POA3898,44,1100,536,180,1258,0.8,1025,2.3
POA3900,59,650,473,150,1062,0.7,756,1.9
POA3902,53,1300,483,255,1196,0.8,1008,2.4
POA3903,55,1300,486,180,1212,0.8,900,2.1
POA3904,58,1300,545,255,1149,0.7,1001,2.1
POA3909,52,1300,482,220,1123,0.7,869,2.2
POA3910,37,1700,720,320,1857,0.8,1579,2.7
POA3911,40,1528,655,300,1727,0.8,1492,2.7
POA3912,40,1691,656,330,1713,0.8,1485,2.8
POA3913,41,1571,686,320,1721,0.8,1523,2.7
POA3915,41,1600,531,270,1263,0.8,973,2.3
POA3916,56,1733,833,375,1963,0.7,1708,2.4
POA3918,41,1700,659,295,1657,0.8,1449,2.7
POA3919,38,1449,575,290,1438,0.8,1167,2.5
POA3920,22,0,825,250,1983,0.8,1952,2.7
POA3921,56,493,412,150,843,0.7,477,1.9
POA3922,51,1400,513,255,1173,0.7,903,2.2
POA3923,58,1509,537,267,1147,0.6,924,2
POA3925,46,1425,581,261,1347,0.7,1100,2.3
POA3926,48,1733,730,318,1858,0.8,1533,2.6
POA3927,52,1752,703,325,1823,0.7,1468,2.3
POA3928,52,2800,750,152,1906,0.7,1724,2.3
POA3929,58,2500,851,379,1968,0.7,1632,2.2
POA3930,44,2200,760,428,2353,0.8,2030,2.8
POA3931,47,1733,625,335,1584,0.8,1203,2.3
POA3933,45,2167,707,260,2104,0.8,2028,3
POA3934,43,2000,727,400,2036,0.8,1707,2.7
POA3936,50,1733,596,330,1426,0.7,1157,2.3
POA3937,50,1950,747,330,2011,0.8,1774,2.6
POA3938,54,1733,618,320,1496,0.7,1241,2.3
POA3939,49,1558,519,280,1280,0.7,973,2.2
POA3940,59,1400,481,289,1098,0.7,786,1.9
POA3941,46,1560,557,300,1332,0.7,1067,2.3
POA3942,57,1800,621,320,1379,0.6,1060,2
POA3943,65,1733,678,322,1579,0.6,1136,1.9
POA3944,67,2000,1147,519,2263,0.5,1863,1.8
POA3945,50,1500,608,180,1447,0.7,1226,2.3
POA3946,52,1517,568,185,1350,0.7,1137,2.3
POA3950,44,1300,512,220,1240,0.7,948,2.4
POA3951,47,1300,526,160,1360,0.7,1088,2.5
POA3953,43,1430,584,235,1419,0.8,1131,2.4
POA3954,46,1603,644,183,1642,0.8,1329,2.7
POA3956,51,1127,494,200,1139,0.7,881,2.2
POA3957,41,1187,631,178,1562,0.8,1402,2.9
POA3958,48,1509,636,226,1521,0.7,1375,2.6
POA3959,49,1114,559,135,1243,0.7,1029,2.3
POA3960,56,1247,486,185,1252,0.7,865,2.1
POA3962,52,1088,480,175,1170,0.7,844,2
POA3964,53,867,504,167,1036,0.7,819,2.2
POA3965,61,840,475,200,1291,0.6,830,1.8
POA3966,49,1300,483,110,1187,0.7,866,2.2
POA3967,49,1417,491,133,1291,0.7,939,2.1
POA3971,52,1083,480,180,1160,0.7,885,2.1
POA3975,32,2000,732,381,1893,0.9,1947,3.5
POA3976,33,1508,540,320,1358,1,1307,3.2
POA3977,32,1768,684,340,1664,0.9,1560,3
POA3978,30,2000,814,385,1906,0.8,1864,3.1
POA3979,43,1733,646,130,1567,0.9,1402,2.9
POA3980,39,1723,670,290,1746,0.8,1501,2.7
POA3981,37,1733,643,260,1612,0.8,1379,2.8
POA3984,49,1300,494,250,1188,0.7,943,2.2
POA3987,41,1517,586,240,1493,0.8,1404,2.9
POA3988,45,1300,593,200,1370,0.8,1184,2.6
POA3990,51,1467,641,275,1312,0.6,1075,2.2
POA3991,50,1355,428,200,1009,0.7,811,2.4
POA3992,42,1419,543,225,1256,0.7,1052,2.3
POA3995,48,1300,480,230,1129,0.7,840,2.2
POA3996,52,1723,557,261,1302,0.7,1042,2.2
POA4000,30,2000,706,500,2171,1.1,1728,2.1
POA4005,36,2200,1189,440,2820,0.9,2054,1.9
POA4006,31,2000,923,400,2147,1.1,1618,1.9
POA4007,38,2300,1055,400,2628,0.9,1918,2.2
POA4008,42,1625,741,300,1604,0.7,1199,2.1
POA4009,0,0,0,0,0,0,0,0
POA4010,32,2000,951,380,2400,0.9,1724,2
POA4011,37,2167,948,355,2473,0.8,1828,2.3
POA4012,34,2000,913,370,2187,0.9,1726,2.3
POA4013,34,2033,854,340,2190,0.8,1672,2.4
POA4014,37,2000,809,395,2133,0.8,1861,2.7
POA4017,40,1860,710,360,1910,0.8,1591,2.6
POA4018,36,1733,718,373,1732,0.8,1408,2.4
POA4019,44,1651,617,300,1464,0.8,1138,2.2
POA4020,49,1733,613,315,1534,0.8,1125,2.2
POA4021,40,1625,548,330,1327,0.8,1123,2.5
POA4022,41,1647,537,360,1378,0.7,1157,2.6
POA4025,35,1300,781,100,1281,0.7,1093,1.7
POA4029,35,0,687,0,0,0,0,0
POA4030,32,2200,906,360,2364,0.9,1834,2.4
POA4031,34,2167,934,350,2326,0.9,1796,2.4
POA4032,37,1900,707,365,1742,0.8,1369,2.3
POA4034,38,1950,713,370,1812,0.8,1503,2.5
POA4035,41,2000,806,400,2312,0.8,2100,2.9
POA4036,36,1733,725,370,1730,0.8,1584,2.8
POA4037,36,2129,886,430,2418,0.8,2368,3.2
POA4051,33,2167,942,370,2467,0.8,1895,2.5
POA4053,36,2000,824,375,2114,0.8,1759,2.5
POA4054,38,1950,735,370,1901,0.8,1606,2.6
POA4055,37,2000,839,380,2241,0.8,2096,3
POA4059,29,2176,714,420,2249,1,1634,2.4
POA4060,36,2464,962,430,2848,0.9,2289,2.8
POA4061,41,2167,845,450,2414,0.8,2163,2.9
POA4064,32,2400,1065,450,2824,0.9,2190,2.4
POA4065,37,2600,1035,460,3133,0.8,2538,2.8
POA4066,29,2100,838,400,2341,0.9,1779,2.3
POA4067,25,2167,451,430,2037,1,1385,2.6
POA4068,31,2037,747,405,2254,0.9,1730,2.5
POA4069,42,2300,877,480,2695,0.8,2403,2.9
POA4070,37,2110,818,415,2253,0.8,2128,3
POA4072,19,0,58,0,0,0,1499,1
POA4073,39,2063,887,430,2443,0.8,2254,2.9
POA4074,38,2000,791,405,2139,0.8,1958,2.8
POA4075,36,2146,844,395,2340,0.8,1946,2.7
POA4076,33,1517,542,338,1377,0.8,1271,2.8
POA4077,32,1625,467,300,1189,0.9,1085,2.9
POA4078,35,1733,709,360,1792,0.8,1639,2.9
POA4101,32,2167,794,450,2233,1,1728,2.2
POA4102,30,2100,653,400,1939,1,1489,2.3
POA4103,31,2000,744,350,2112,0.9,1613,2.4
POA4104,36,2123,846,361,2328,0.8,1665,2.3
POA4105,35,1996,813,355,2135,0.9,1676,2.4
POA4106,33,1603,620,340,1545,0.9,1375,2.5
POA4107,35,2000,708,370,1921,0.8,1628,2.7
POA4108,32,1660,526,350,1435,0.9,1275,2.7
POA4109,33,1800,487,400,1443,0.8,1388,3
POA4110,33,1733,580,340,1496,0.8,1370,2.9
POA4111,26,1831,433,308,1788,0.8,1489,2.4
POA4112,32,2000,632,390,1843,0.9,1835,3.3
POA4113,33,1733,579,400,1568,0.9,1530,3
POA4114,31,1300,455,280,1060,1,960,2.9
POA4115,35,1915,713,410,1887,0.8,1784,3
POA4116,32,1950,659,410,1724,0.8,1707,3.2
POA4117,31,1928,747,410,1717,0.8,1733,3.2
POA4118,33,1733,682,350,1633,0.8,1557,3
POA4119,33,1900,689,380,1741,0.8,1648,3
POA4120,32,2000,854,360,2169,0.9,1671,2.2
POA4121,36,2167,851,390,2402,0.8,2031,2.7
POA4122,35,2000,678,390,1884,0.8,1594,2.7
POA4123,35,1863,741,370,1894,0.8,1709,2.8
POA4124,35,1850,671,350,1723,0.8,1671,3.1
POA4125,45,1900,566,410,1549,0.8,1303,2.8
POA4127,36,1694,655,325,1597,0.8,1418,2.8
POA4128,37,1920,774,375,2005,0.8,1865,2.9
POA4129,33,1733,715,365,1668,0.8,1619,3
POA4130,40,2008,763,395,2141,0.8,2021,3
POA4131,31,1600,578,340,1382,0.9,1320,2.9
POA4132,28,1517,593,345,1359,0.9,1336,3.3
POA4133,33,1733,634,360,1475,0.8,1334,2.8
POA4151,34,2000,935,360,2310,0.9,1789,2.3
POA4152,37,2167,848,420,2298,0.8,1959,2.7
POA4153,38,2058,831,435,2210,0.8,2094,2.9
POA4154,34,2444,1004,480,2622,0.8,2486,3.2
POA4155,43,2817,757,350,2402,0.8,2476,3.3
POA4156,39,2275,834,500,2613,0.8,2514,3.3
POA4157,38,1872,705,350,1778,0.8,1520,2.7
POA4158,40,1777,725,355,1609,0.8,1299,2.3
POA4159,41,1961,712,400,1918,0.8,1673,2.8
POA4160,43,2000,746,420,2079,0.8,1834,2.7
POA4161,37,1820,708,375,1783,0.8,1591,2.8
POA4163,49,1950,656,375,1716,0.7,1275,2.3
POA4164,39,2167,751,450,2080,0.8,1936,3
POA4165,40,2100,708,440,1878,0.8,1687,2.8
POA4169,33,2000,916,420,2312,0.9,1802,2.1
POA4170,33,2258,989,420,2488,0.8,2065,2.5
POA4171,36,2600,1121,445,2960,0.8,2392,2.5
POA4172,34,2167,900,420,2248,0.8,2030,2.8
POA4173,37,1863,788,400,1872,0.8,1643,2.6
POA4174,35,1904,780,380,1914,0.8,1669,2.7
POA4178,40,2000,720,385,1881,0.8,1467,2.5
POA4179,41,2050,767,400,2082,0.8,1709,2.6
POA4183,49,1733,568,250,1288,0.8,1013,2.1
POA4184,57,975,417,235,821,0.8,707,1.9
POA4205,47,1517,507,325,1245,0.8,949,2.3
POA4207,35,1673,623,325,1449,0.8,1272,2.7
POA4208,33,2043,762,420,1911,0.8,1831,3.1
POA4209,29,2000,738,410,1737,0.8,1705,3.2
POA4210,35,2000,726,420,1853,0.8,1745,3
POA4211,37,1863,662,390,1644,0.8,1459,2.7
POA4212,44,2037,705,450,1901,0.8,1688,2.6
POA4213,40,2000,671,420,1782,0.8,1669,3
POA4214,39,1820,617,410,1628,0.8,1449,2.8
POA4215,38,1560,550,350,1288,0.9,1034,2.1
POA4216,47,1842,624,370,1467,0.8,1180,2.2
POA4217,40,1950,672,375,1620,1,1275,2.2
POA4218,40,1950,738,375,1728,0.9,1399,2.3
POA4220,40,1900,703,400,1727,0.8,1393,2.4
POA4221,41,1932,651,360,1664,0.8,1308,2.4
POA4222,0,0,0,0,0,0,0,0
POA4223,43,1950,643,380,1631,0.8,1392,2.6
POA4224,41,1733,672,370,1548,0.8,1288,2.3
POA4225,49,1625,627,330,1410,0.9,1039,1.9
POA4226,40,1900,657,450,1669,0.8,1466,2.6
POA4227,34,1950,676,425,1659,0.9,1458,2.7
POA4228,43,2167,669,380,1938,0.9,1903,3.2
POA4229,19,0,3,0,0,0,0,0
POA4230,43,1580,699,435,1385,0.8,1265,2.1
POA4270,41,2080,699,395,1875,0.8,1841,3
POA4271,47,1650,581,365,1456,0.8,1217,2.4
POA4272,51,1807,581,380,1478,0.8,1266,2.5
POA4275,42,1863,671,350,1692,0.8,1542,2.8
POA4280,35,1950,683,400,1786,0.8,1791,3.2
POA4285,40,1738,586,300,1474,0.8,1296,2.7
POA4287,46,1387,486,180,1190,0.8,982,2.4
POA4300,30,1800,753,360,1822,0.8,1706,3
POA4301,28,1517,649,330,1417,0.9,1369,3.1
POA4303,38,1231,440,250,1027,0.9,941,2.7
POA4304,35,1387,576,280,1348,0.8,1140,2.5
POA4305,34,1473,622,280,1468,0.8,1253,2.6
POA4306,38,1800,708,320,1858,0.8,1663,2.9
POA4307,42,1560,646,250,1585,0.8,1424,2.8
POA4309,44,1437,528,250,1331,0.8,1117,2.6
POA4310,47,1430,540,250,1343,0.8,1098,2.4
POA4311,41,1473,503,280,1251,0.8,1100,2.7
POA4312,53,1279,443,230,1009,0.8,859,2.2
POA4313,50,1300,444,220,1064,0.7,853,2.3
POA4340,42,1517,552,284,1413,0.8,1243,2.6
POA4341,40,1543,511,290,1325,0.8,1173,2.7
POA4342,40,1300,501,275,1287,0.8,1055,2.6
POA4343,35,1517,539,270,1337,0.8,1140,2.7
POA4344,41,1517,609,260,1413,0.8,1228,2.6
POA4345,20,0,82,250,949,0.8,574,2.5
POA4346,41,1394,648,270,1463,0.8,1307,2.6
POA4347,44,1300,522,243,1308,0.8,1163,2.6
POA4350,37,1517,649,285,1538,0.8,1231,2.4
POA4352,38,1733,717,340,1869,0.8,1723,2.9
POA4353,44,1322,552,200,1390,0.7,974,2.5
POA4354,41,1202,520,230,1264,0.8,1081,2.5
POA4355,51,1300,468,233,1096,0.8,854,2.3
POA4356,42,1517,609,240,1477,0.8,1289,2.6
POA4357,45,1100,548,200,1284,0.8,1049,2.4
POA4358,38,1517,676,258,1570,0.8,1364,2.7
POA4359,40,1300,623,231,1474,0.9,1330,2.7
POA4360,42,1400,578,220,1447,0.8,1237,2.5
POA4361,49,1291,495,215,1263,0.8,967,2.4
POA4362,48,1300,494,220,1177,0.8,970,2.4
POA4363,42,1478,626,233,1597,0.8,1323,2.5
POA4364,36,940,700,155,1562,0.9,1446,2.8
POA4365,51,1000,414,190,945,0.8,805,2.3
POA4370,42,1300,535,240,1262,0.7,1024,2.4
POA4371,51,1300,477,195,1180,0.7,888,2.3
POA4372,49,1300,597,178,1321,0.8,1149,2.5
POA4373,51,1095,459,200,1079,0.8,862,2.3
POA4374,54,1083,483,200,1125,0.8,946,2.2
POA4375,51,1300,490,160,1062,0.7,900,2.2
POA4376,50,975,460,180,1089,0.7,878,2.2
POA4377,49,1109,479,198,1208,0.7,984,2.3
POA4378,45,1469,491,216,1118,0.8,958,2.5
POA4380,47,1213,492,225,1182,0.7,919,2.3
POA4381,46,1127,461,210,1130,0.8,862,2.5
POA4382,47,1083,501,150,1130,0.8,1052,2.5
POA4383,51,867,410,180,811,0.7,731,2
POA4384,45,500,386,138,1083,0.7,1083,2.4
POA4385,51,867,461,150,1054,0.7,794,2.2
POA4387,48,997,551,180,1196,0.7,984,2.3
POA4388,43,800,423,140,1031,0.9,914,2.5
POA4390,36,1517,730,240,1699,0.8,1399,2.5
POA4400,37,1473,630,263,1486,0.8,1337,2.8
POA4401,39,1333,598,258,1343,0.8,1159,2.6
POA4402,56,755,410,155,962,0.7,774,2.1
POA4403,40,990,639,150,1458,0.8,1244,2.7
POA4404,37,1733,793,50,1687,0.8,1508,2.8
POA4405,35,1452,654,245,1558,0.8,1301,2.6
POA4406,41,800,581,0,1211,0.8,1112,2.6
POA4407,46,741,658,100,1524,0.7,1244,2.4
POA4408,44,1094,493,105,1382,0.8,1047,2.5
POA4410,52,964,479,150,1215,0.7,887,2.1
POA4411,35,867,771,0,1800,0.8,1465,2.6
POA4412,37,867,612,0,1541,0.8,1075,2.4
POA4413,35,1690,641,200,1667,0.8,1338,2.6
POA4415,39,1232,670,190,1396,0.7,1116,2.3
POA4416,38,1586,834,50,1645,0.7,1473,2.6
POA4417,44,867,592,108,1375,0.8,1050,2.3
POA4418,41,0,462,0,1025,0.7,788,2.3
