POA_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
POA2671,104,61,175,577,259,30,867,1914,507,3284
POA2672,38,4,46,207,94,14,311,733,179,1228
POA2675,34,11,50,236,89,8,331,785,153,1272
POA2678,0,0,0,0,20,0,24,309,0,332
POA2680,411,220,639,3636,1354,129,5123,11449,2389,18955
POA2681,18,6,27,289,117,13,421,769,172,1357
POA2700,142,31,179,679,294,30,1004,2427,556,3980
POA2701,38,33,67,386,150,15,551,1049,260,1861
POA2702,14,0,16,120,40,3,172,369,69,609
POA2703,11,4,16,93,69,4,160,486,78,729
POA2705,187,30,225,1483,648,44,2177,4974,962,8113
POA2706,8,0,12,170,50,3,227,591,102,919
POA2707,22,3,29,208,92,8,302,617,123,1049
POA2710,265,49,317,1385,622,47,2058,5298,980,8333
POA2711,45,21,64,445,173,20,640,1724,408,2769
POA2712,54,7,60,153,74,8,238,743,169,1147
POA2713,89,19,106,347,161,17,523,1466,307,2288
POA2714,76,26,102,331,149,9,494,1547,273,2307
POA2715,22,7,35,206,102,8,316,720,153,1192
POA2716,21,3,30,135,55,10,196,573,141,914
POA2717,13,7,25,120,95,0,213,694,186,1087
POA2720,158,96,260,1184,494,46,1726,3885,875,6489
POA2721,3,0,5,32,13,0,49,110,36,193
POA2722,72,17,89,463,219,7,689,1606,286,2583
POA2725,4,6,11,45,10,3,54,211,32,302
POA2726,3,0,3,32,18,0,47,120,15,187
POA2727,3,3,4,71,23,0,98,141,25,265
POA2729,32,4,37,295,91,7,394,829,111,1337
POA2730,37,16,50,180,64,3,250,795,146,1192
POA2731,134,34,171,968,358,42,1369,3401,511,5282
POA2732,76,26,101,184,115,7,306,1030,190,1527
POA2733,17,0,21,69,42,10,114,271,56,439
POA2734,0,0,0,59,24,3,91,234,49,374
POA2735,3,0,3,60,40,6,106,218,40,372
POA2736,9,4,10,55,14,0,70,196,55,325
POA2737,3,0,9,128,35,6,165,345,121,626
POA2738,20,3,19,330,109,8,441,712,111,1270
POA2739,7,0,12,211,103,7,324,647,129,1102
POA2745,134,24,164,6009,1783,256,8046,13250,1211,22511
POA2747,385,53,451,7801,2701,296,10800,20051,2209,33062
POA2748,18,0,16,239,162,17,424,1073,100,1593
POA2749,80,19,99,3184,1149,176,4506,7665,887,13055
POA2750,839,108,961,7379,3091,326,10800,22659,2758,36214
POA2752,28,4,31,920,298,28,1246,2378,219,3845
POA2753,319,86,410,2676,1125,118,3911,8887,1162,13959
POA2754,99,21,114,898,414,39,1352,2995,276,4617
POA2755,0,0,0,18,9,0,28,115,84,230
POA2756,276,47,329,6141,2132,259,8527,16223,1897,26651
POA2757,10,0,10,140,69,5,212,432,45,690
POA2758,104,16,120,1456,563,70,2095,4317,644,7051
POA2759,117,22,132,4551,1784,151,6483,13244,1215,20942
POA2760,359,63,430,5729,1690,178,7603,16312,2378,26286
POA2761,244,9,255,5752,1510,183,7440,14870,1313,23623
POA2762,31,3,35,1074,272,25,1377,2166,218,3761
POA2763,190,24,215,6426,1632,170,8224,14478,1020,23728
POA2765,157,32,188,2460,1018,87,3561,7530,2022,13119
POA2766,358,22,381,2509,808,75,3388,8248,742,12378
POA2767,163,24,183,3883,1176,99,5156,11630,1054,17831
POA2768,104,9,114,6090,1390,154,7639,12680,1779,22097
POA2769,29,3,35,3113,506,84,3702,4201,387,8293
POA2770,352,66,422,9178,3097,349,12623,28812,4643,46079
POA2773,82,13,94,1025,504,54,1580,3014,255,4844
POA2774,128,25,148,2377,1099,120,3598,6192,466,10263
POA2775,14,3,15,159,67,11,233,816,276,1320
POA2776,43,7,50,759,338,33,1132,1914,138,3192
POA2777,513,65,583,3022,1467,140,4627,8951,666,14245
POA2778,30,3,30,406,155,12,584,1325,102,2009
POA2779,47,7,60,958,327,63,1353,2350,180,3874
POA2780,279,41,325,1714,800,122,2630,7740,969,11338
POA2782,164,11,176,883,416,35,1332,3411,330,5076
POA2783,38,5,44,429,149,17,591,1401,142,2135
POA2784,12,0,12,219,83,19,322,618,58,994
POA2785,76,7,88,659,267,52,979,2570,288,3832
POA2786,20,3,30,174,81,3,258,674,155,1090
POA2787,84,20,104,591,290,24,906,2196,591,3689
POA2790,344,70,422,2109,1049,91,3250,8032,1894,13176
POA2791,15,3,13,43,21,0,63,201,31,300
POA2792,6,0,11,49,9,4,65,212,40,320
POA2793,7,0,9,102,50,3,158,591,96,844
POA2794,336,66,410,1332,616,65,2017,5643,915,8571
POA2795,688,198,905,6770,2862,290,9918,20308,3970,34192
POA2797,10,0,10,73,33,3,104,218,26,344
POA2798,14,3,17,413,128,22,558,851,150,1567
POA2799,84,24,117,657,274,30,960,2009,331,3297
POA2800,807,142,971,7588,2979,379,10945,21489,2948,35379
POA2803,0,0,0,24,22,3,42,168,30,246
POA2804,71,5,81,372,159,24,555,1385,192,2135
POA2805,4,0,4,61,24,3,86,200,24,316
POA2806,26,0,23,84,45,6,141,458,63,660
POA2807,4,0,10,41,14,3,54,246,54,360
POA2808,3,0,3,13,8,0,17,133,16,173
POA2809,3,0,3,24,9,0,39,113,46,197
POA2810,106,22,132,433,205,11,655,1699,263,2618
POA2817,0,0,3,49,18,3,63,154,24,244
POA2818,6,0,6,133,60,6,207,392,74,669
POA2820,157,48,207,824,379,41,1246,3332,1460,6037
POA2821,97,21,119,713,327,32,1072,2211,453,3737
POA2822,7,0,8,56,31,3,91,214,49,351
POA2823,37,13,47,173,80,13,260,704,175,1139
POA2824,38,14,52,278,131,6,411,1088,243,1743
POA2825,50,10,60,337,123,8,470,1180,245,1892
POA2826,0,0,3,29,6,0,39,98,10,151
POA2827,93,27,126,500,233,16,753,1914,344,3005
POA2828,12,16,26,95,28,0,129,406,115,652
POA2829,72,10,83,380,158,7,546,1466,457,2471
POA2830,714,130,854,6503,2558,310,9371,19486,2911,31770
POA2831,16,6,17,306,113,13,430,874,184,1486
POA2832,18,3,21,299,96,9,403,1207,339,1948
POA2833,10,0,10,72,34,0,110,343,48,502
POA2834,25,6,39,229,88,11,327,1336,330,1992
POA2835,59,12,71,687,192,27,904,1882,470,3254
POA2836,11,0,9,93,34,6,133,456,109,699
POA2838,0,0,0,29,10,0,40,133,17,184
POA2839,14,3,21,142,64,3,213,675,139,1032
POA2840,23,11,40,321,116,17,450,1152,465,2069
POA2842,11,0,11,89,41,3,135,326,48,506
POA2843,24,3,26,184,74,3,258,631,142,1037
POA2844,36,10,52,162,87,5,258,674,239,1169
POA2845,24,8,32,308,124,11,438,900,203,1539
POA2846,8,0,7,32,10,3,45,141,41,229
POA2847,34,12,44,314,171,13,506,1219,291,2015
POA2848,27,9,38,200,73,11,287,890,219,1393
POA2849,31,0,33,190,91,13,299,838,161,1292
POA2850,306,51,363,2819,953,131,3899,8460,1624,13980
POA2852,50,7,61,529,157,14,708,1669,403,2775
POA2864,10,3,14,147,51,7,206,380,54,636
POA2865,11,3,16,139,56,0,197,395,102,697
POA2866,70,15,90,544,210,23,778,1373,234,2381
POA2867,12,0,11,87,27,9,118,298,43,466
POA2868,25,0,27,80,43,4,129,352,44,528
POA2869,39,6,45,174,56,0,236,827,154,1215
POA2870,256,96,351,1847,726,85,2661,5738,1139,9535
POA2871,210,38,253,1325,520,61,1910,4669,866,7447
POA2873,8,5,19,77,20,0,97,270,90,460
POA2874,14,3,13,56,25,3,77,234,47,358
POA2875,23,7,31,133,68,6,204,470,104,775
POA2876,3,0,7,61,16,0,83,189,56,327
POA2877,79,20,106,577,205,24,807,1798,394,3003
POA2878,0,0,0,39,3,3,44,160,110,313
POA2879,8,0,10,61,24,0,87,327,110,522
POA2880,487,111,602,2442,1167,100,3705,9943,1568,15221
POA2898,12,0,10,54,17,5,78,211,38,327
POA3000,64,18,83,1606,555,19,2180,30026,4555,36762
POA3002,125,23,146,369,357,3,733,3367,561,4667
POA3003,14,5,13,430,147,5,582,3683,857,5121
POA3004,141,97,243,731,478,19,1227,6336,1181,8746
POA3005,0,0,0,54,14,0,66,277,137,479
POA3006,44,12,56,1228,568,10,1811,13680,2420,17902
POA3008,9,9,18,953,290,11,1256,7218,1228,9695
POA3010,0,0,0,17,65,0,79,1428,78,1582
POA3011,320,67,395,2831,714,83,3624,13362,1795,18782
POA3012,355,106,465,4277,993,187,5454,14450,1938,21843
POA3013,248,61,317,2847,573,132,3553,7759,827,12141
POA3015,281,29,316,3584,748,142,4473,8537,808,13817
POA3016,282,50,338,2767,841,122,3734,7992,892,12617
POA3018,304,66,373,2038,701,66,2806,6977,808,10589
POA3019,93,20,111,1353,334,35,1721,5125,656,7505
POA3020,780,135,935,6447,1969,143,8558,25151,3334,37050
POA3021,616,102,736,7459,2648,145,10255,30149,4301,44705
POA3022,86,34,116,433,165,10,608,1682,250,2544
POA3023,344,68,416,12528,2883,259,15666,28501,4498,48664
POA3024,89,13,103,5216,1116,180,6513,9636,1241,17388
POA3025,371,114,490,1807,562,46,2418,6531,953,9899
POA3026,0,0,0,0,5,0,7,44,17,70
POA3027,9,0,10,1692,224,39,1950,2655,291,4897
POA3028,351,40,399,4833,1440,116,6390,15918,1745,24055
POA3029,345,65,421,19898,4285,450,24640,39989,5785,70414
POA3030,684,228,932,21669,4617,531,26817,43904,5108,75828
POA3031,181,35,225,2550,679,67,3291,10803,1521,15624
POA3032,309,33,358,4484,1230,113,5833,16986,1956,24774
POA3033,292,89,387,2387,1008,42,3442,7728,843,12020
POA3034,356,39,396,1676,716,27,2417,6708,720,9847
POA3036,148,30,185,950,481,21,1452,3166,301,4923
POA3037,330,136,478,10159,2175,230,12569,24179,2540,39290
POA3038,297,30,324,3951,1772,109,5832,15788,1281,22893
POA3039,327,64,397,2267,712,61,3038,8142,801,11985
POA3040,591,86,685,4207,1412,107,5723,14442,1487,21662
POA3041,241,76,329,2112,713,61,2888,6508,736,10133
POA3042,398,63,464,2663,923,68,3653,8461,970,13083
POA3043,266,46,314,2634,1170,102,3910,9689,1176,14776
POA3044,850,111,973,4739,1131,134,5993,14457,1645,22096
POA3045,0,0,0,7,0,0,7,22,73,98
POA3046,953,141,1100,5244,1396,110,6752,18912,2358,28024
POA3047,237,34,279,2953,731,49,3736,10408,2033,16175
POA3048,123,12,134,2494,646,47,3186,9540,1224,13950
POA3049,72,18,94,1401,547,33,1982,5153,535,7677
POA3050,4,0,3,0,4,0,3,47,52,100
POA3051,75,23,106,1260,462,43,1764,9924,1682,13372
POA3052,118,203,318,439,202,9,648,3861,768,5272
POA3053,155,14,169,893,445,22,1362,14345,1733,17442
POA3054,122,19,138,994,491,27,1519,5454,529,7503
POA3055,254,34,293,1922,575,73,2571,8834,853,12250
POA3056,332,37,378,2743,976,144,3864,16433,1567,21866
POA3057,112,21,136,1316,508,50,1886,7631,786,10300
POA3058,763,73,855,5455,1461,208,7125,19210,1863,28191
POA3059,54,9,64,2596,815,61,3477,8374,555,12407
POA3060,467,54,527,2199,546,52,2793,7359,867,11018
POA3061,71,5,83,615,224,14,858,2836,337,4034
POA3062,0,0,0,0,0,0,0,0,0,0
POA3063,4,3,5,101,38,0,145,283,35,461
POA3064,285,42,337,14957,2781,382,18117,34152,3586,55861
POA3065,114,20,144,957,411,27,1392,6522,1341,9250
POA3066,40,30,68,717,283,25,1017,5473,1040,7535
POA3067,96,6,104,777,342,10,1132,5677,744,7553
POA3068,183,39,231,2552,935,123,3614,10996,1433,16035
POA3070,428,72,510,3942,1112,197,5251,13735,1569,20552
POA3071,375,54,437,2960,868,111,3939,10474,1179,15589
POA3072,506,147,666,5005,1449,174,6634,18502,2460,27596
POA3073,1409,328,1755,7549,2326,204,10078,28313,3865,42261
POA3074,338,38,381,2726,1167,50,3951,11924,1275,17149
POA3075,318,59,388,3326,1159,62,4550,12480,1416,18445
POA3076,339,49,393,6251,1483,165,7899,15605,1713,25212
POA3078,154,35,190,1794,543,96,2437,6691,701,9832
POA3079,383,60,448,2712,930,78,3720,8840,741,13306
POA3081,269,62,340,1950,539,68,2557,7252,1234,11042
POA3082,297,39,346,4536,1727,97,6357,16840,1447,24647
POA3083,463,182,652,4492,1708,99,6305,18672,1915,26892
POA3084,678,170,867,4571,1617,153,6343,13172,1198,20716
POA3085,297,123,421,2508,813,88,3411,7126,704,11243
POA3086,0,0,0,23,41,0,62,733,98,885
POA3087,170,22,195,1592,519,67,2179,4795,401,7378
POA3088,506,58,574,4885,1933,195,7009,13714,1100,21822
POA3089,84,17,101,2197,772,110,3080,5913,398,9390
POA3090,10,4,11,446,173,13,627,1168,90,1888
POA3091,18,0,16,246,123,10,377,831,116,1321
POA3093,135,16,154,595,356,32,980,2141,153,3270
POA3094,109,16,132,1650,689,61,2405,4476,342,7225
POA3095,235,76,317,5128,2073,216,7414,13868,1011,22298
POA3096,55,6,58,310,119,14,447,1086,90,1628
POA3097,9,0,10,282,118,8,411,651,97,1161
POA3099,43,3,46,835,380,58,1273,2416,231,3920
POA3101,652,100,763,3845,1385,114,5346,13796,1511,20655
POA3102,147,9,158,1295,358,33,1682,3308,310,5294
POA3103,551,57,618,2507,975,63,3541,8702,656,12898
POA3104,604,63,678,3646,1072,94,4811,10989,804,16603
POA3105,337,41,384,1630,718,33,2385,6273,574,9232
POA3106,514,56,574,2529,1167,78,3775,9544,717,14028
POA3107,442,58,507,2310,980,62,3358,7301,610,11266
POA3108,550,145,700,3078,1356,58,4496,12436,1114,18052
POA3109,693,118,829,4863,1782,113,6759,15754,1114,23637
POA3111,478,78,558,2006,846,54,2910,6745,572,10235
POA3113,62,4,66,1609,622,76,2309,4076,374,6750
POA3114,32,3,38,673,272,32,980,1969,110,3062
POA3115,21,3,24,635,289,22,950,2028,159,3131
POA3116,128,24,159,1658,747,62,2467,5213,448,8127
POA3121,290,53,349,3180,1248,105,4529,20351,2549,27437
POA3122,270,82,360,3070,1169,85,4320,14538,1595,20455
POA3123,253,35,299,2202,784,79,3061,8215,750,12030
POA3124,849,86,941,3725,1373,122,5223,12070,932,18224
POA3125,488,76,576,1959,593,64,2617,9640,818,13071
POA3126,299,24,330,1296,587,29,1916,4389,351,6654
POA3127,404,49,464,3380,1105,112,4597,9756,698,15049
POA3128,393,136,540,2940,799,86,3831,11980,1263,17070
POA3129,367,63,437,3142,920,91,4157,9396,717,14270
POA3130,1039,199,1262,5827,1829,213,7872,16954,1386,26215
POA3131,672,150,831,4064,1183,136,5386,12015,1119,18523
POA3132,248,42,299,3017,967,119,4098,8364,677,13140
POA3133,473,80,562,3950,1648,101,5705,11764,694,18158
POA3134,720,92,818,5853,2080,231,8169,17119,1364,26651
POA3135,370,59,437,3614,1329,162,5108,10203,836,16147
POA3136,905,179,1088,7633,3069,326,11031,23065,2113,36214
POA3137,382,60,446,2298,934,91,3323,7245,739,11304
POA3138,205,82,299,3876,1605,184,5670,10974,991,17633
POA3139,115,25,146,2498,967,123,3587,6610,714,10911
POA3140,303,40,348,2883,1059,108,4050,8610,803,13467
POA3141,247,45,298,1905,1054,43,3000,17810,2553,23359
POA3142,407,94,504,1477,948,29,2461,8001,1021,11480
POA3143,190,45,237,1290,533,25,1852,5320,641,7817
POA3144,320,51,378,1757,722,57,2538,5861,601,8997
POA3145,460,48,522,3815,1197,144,5156,13162,999,19311
POA3146,467,46,525,4654,1386,154,6199,13207,1080,20484
POA3147,385,70,464,2768,696,109,3572,7357,790,11719
POA3148,112,8,128,1350,382,32,1767,4992,541,7300
POA3149,892,117,1034,5636,1980,146,7768,18616,1519,27906
POA3150,1519,276,1818,9746,3884,223,13857,33977,2406,50244
POA3151,239,30,269,1552,615,32,2197,6198,418,8808
POA3152,1013,125,1147,5153,2304,149,7604,19012,1244,27857
POA3153,352,184,542,3510,1234,156,4903,10707,1309,16918
POA3154,42,64,110,809,269,58,1131,2123,287,3541
POA3155,366,61,434,3651,1438,142,5233,11981,1189,18395
POA3156,519,107,635,6498,2367,265,9131,19870,1646,30652
POA3158,38,4,45,1190,499,62,1757,3372,252,5381
POA3159,17,3,16,527,139,18,685,1265,169,2116
POA3160,55,10,67,1736,561,90,2392,4436,404,7229
POA3161,540,121,665,2239,1060,77,3379,8426,959,12760
POA3162,616,68,702,2973,1113,74,4162,9340,883,14388
POA3163,641,92,743,5245,1284,143,6666,19178,1582,27430
POA3165,724,90,823,5543,1361,133,7040,13545,1262,21853
POA3166,522,109,633,3990,1019,124,5135,13476,1226,19832
POA3167,198,26,223,1516,456,54,2024,5257,471,7745
POA3168,419,95,511,2221,551,44,2815,14109,1206,18127
POA3169,362,47,418,2855,982,53,3888,12075,1108,17075
POA3170,399,87,490,3229,1141,60,4433,10566,1033,16027
POA3171,508,73,592,3038,885,61,3983,12767,1482,18235
POA3172,317,121,441,3634,1369,112,5120,12593,1217,18929
POA3173,338,26,368,4423,1288,85,5797,13849,1032,20679
POA3174,693,69,777,5812,1637,97,7544,21820,2423,31790
POA3175,917,172,1096,7836,2084,155,10073,29279,4086,43442
POA3177,150,50,204,1529,468,36,2030,6129,960,9112
POA3178,334,37,380,6103,1881,172,8159,18124,1157,27438
POA3179,27,3,25,1047,351,34,1435,3195,249,4880
POA3180,79,10,92,1277,501,51,1829,3998,319,6148
POA3181,480,67,555,1804,717,58,2586,13974,2042,18597
POA3182,171,40,221,2028,782,61,2867,15480,3272,21621
POA3183,226,32,263,2478,825,96,3398,10761,1407,15567
POA3184,120,11,132,2246,678,103,3029,9015,1358,13399
POA3185,277,33,321,2181,650,89,2920,6877,725,10520
POA3186,808,125,953,3916,1724,137,5773,12081,1357,19221
POA3187,700,163,873,3027,942,106,4080,7921,814,12810
POA3188,344,62,412,3409,863,104,4374,9055,1035,14468
POA3189,141,30,178,1038,292,34,1368,3103,380,4848
POA3190,263,42,310,2045,519,87,2651,5193,564,8399
POA3191,504,53,558,1786,602,74,2460,5419,559,8437
POA3192,691,203,908,3933,1190,117,5243,11892,1148,18280
POA3193,578,117,706,3392,1551,128,5075,9822,991,15883
POA3194,341,96,440,2052,805,60,2920,7250,690,10861
POA3195,644,112,773,6848,2064,294,9203,17894,1672,28767
POA3196,529,213,747,4425,1411,182,6026,13011,1767,20807
POA3197,212,56,269,1878,762,69,2705,6160,749,9622
POA3198,257,87,346,2647,1019,129,3796,8594,1351,13738
POA3199,1215,238,1477,8602,3646,411,12652,28435,3840,44925
POA3200,168,30,201,759,322,37,1117,2948,633,4697
POA3201,291,135,420,3708,1104,118,4923,10189,1418,16537
POA3202,31,46,77,580,101,23,708,1347,188,2247
POA3204,636,70,717,5884,1470,179,7534,15748,1305,24589
POA3205,195,38,234,1264,499,45,1808,6795,1054,9654
POA3206,176,37,217,1841,617,71,2533,5337,689,8555
POA3207,159,40,203,2258,930,79,3265,9326,1378,13974
POA3211,8,0,8,213,103,13,327,624,127,1074
POA3212,214,41,257,2970,1055,108,4133,7515,1683,13332
POA3213,29,3,30,697,292,32,1012,1963,228,3200
POA3214,311,88,396,3247,1382,152,4779,12379,2166,19325
POA3215,579,262,852,3028,1457,125,4613,11076,1584,17277
POA3216,1653,252,1928,9414,3879,357,13648,29632,2871,46155
POA3217,10,33,49,1473,393,72,1938,2654,429,5013
POA3218,214,46,268,2270,847,111,3228,6998,824,11051
POA3219,514,103,623,2774,1336,118,4225,10953,1435,16619
POA3220,376,83,470,2505,1115,104,3723,8854,1094,13670
POA3221,7,0,6,133,47,3,180,349,52,585
POA3222,378,63,447,2291,1088,119,3497,7881,877,12262
POA3223,239,65,314,746,571,31,1349,4446,709,6503
POA3224,266,57,319,2490,985,116,3588,7089,817,11490
POA3225,207,27,234,467,415,21,903,2303,338,3543
POA3226,293,55,353,2618,1047,152,3817,6816,627,11260
POA3227,57,10,68,900,402,41,1343,2076,311,3729
POA3228,230,29,264,3688,1202,174,5069,7923,838,13836
POA3230,95,15,107,376,240,13,630,1356,170,2160
POA3231,19,6,29,179,86,10,278,714,87,1077
POA3232,40,12,47,123,93,3,221,619,129,968
POA3233,35,11,52,253,136,13,403,1166,203,1771
POA3234,0,0,0,29,9,0,33,96,22,156
POA3235,3,0,3,65,27,4,100,186,27,313
POA3236,0,0,3,24,13,0,41,143,22,205
POA3237,0,0,0,22,13,3,35,133,20,191
POA3238,0,0,0,33,4,0,34,133,23,190
POA3239,5,0,11,48,34,3,86,223,48,360
POA3240,9,0,7,397,135,20,545,946,100,1597
POA3241,74,20,91,339,168,24,529,1382,209,2122
POA3242,3,0,9,129,64,7,205,398,60,667
POA3243,0,3,5,56,26,7,85,189,20,293
POA3249,30,11,43,480,247,17,747,1596,235,2577
POA3250,365,81,460,1751,877,77,2706,6351,973,10034
POA3251,4,4,7,68,41,0,107,273,55,438
POA3254,0,0,0,50,16,4,71,147,14,233
POA3260,111,31,149,679,329,28,1041,2521,396,3954
POA3264,65,17,82,296,158,14,475,1172,245,1886
POA3265,17,7,29,466,177,14,659,1186,209,2054
POA3266,84,11,94,457,169,16,640,1631,229,2501
POA3267,0,0,0,40,25,3,64,108,22,199
POA3268,46,14,55,403,131,12,556,1332,216,2095
POA3269,5,0,4,113,51,7,175,298,83,553
POA3270,8,3,9,30,23,0,51,135,23,208
POA3271,0,0,0,28,3,0,38,108,10,159
POA3272,47,10,63,206,93,6,306,822,111,1243
POA3273,0,0,3,21,7,0,34,69,20,112
POA3274,5,0,8,35,12,0,48,121,22,191
POA3275,4,0,7,89,32,0,119,194,26,340
POA3276,6,3,5,75,28,0,105,232,38,378
POA3277,25,4,32,313,125,31,472,856,176,1511
POA3278,3,0,3,45,17,0,65,148,27,241
POA3279,0,0,0,47,15,3,66,117,39,220
POA3280,751,192,953,4833,2068,221,7126,16442,2361,25934
POA3281,11,0,11,332,86,23,434,753,114,1304
POA3282,27,6,31,410,163,13,586,1099,185,1878
POA3283,13,0,12,223,89,9,322,635,98,1053
POA3284,130,24,150,515,230,31,776,1770,291,2834
POA3285,7,0,14,197,77,11,279,614,105,1002
POA3286,16,3,20,92,20,0,117,291,48,457
POA3287,3,0,3,73,21,0,98,210,27,339
POA3289,30,3,34,105,49,3,161,408,43,612
POA3292,4,0,4,17,16,0,34,127,12,176
POA3293,7,0,3,41,12,0,59,152,37,241
POA3294,21,3,30,150,50,12,208,473,87,770
POA3300,298,104,404,1405,660,72,2133,5573,725,8433
POA3301,18,3,16,218,61,5,289,588,73,950
POA3302,10,0,10,56,15,0,74,196,36,300
POA3303,0,0,3,64,17,3,86,138,36,266
POA3304,47,17,68,338,159,24,524,1513,253,2285
POA3305,285,60,348,1867,829,76,2768,6807,1095,10673
POA3309,3,0,3,18,8,0,29,66,10,97
POA3310,3,8,8,31,17,5,48,171,27,245
POA3311,76,25,97,178,69,9,251,1036,176,1467
POA3312,20,6,23,153,56,7,212,532,102,849
POA3314,3,0,3,84,40,4,127,266,30,421
POA3315,60,22,86,223,95,3,319,914,135,1367
POA3317,0,0,0,33,4,0,45,100,6,148
POA3318,38,23,62,168,62,8,236,712,122,1069
POA3319,9,0,7,35,20,0,57,231,12,305
POA3321,7,0,10,323,99,9,429,663,64,1162
POA3322,0,0,3,26,8,0,31,107,12,150
POA3323,0,0,5,6,8,0,17,55,13,76
POA3324,12,3,15,63,43,0,106,296,55,457
POA3325,16,5,21,58,31,3,94,250,40,388
POA3328,8,0,12,337,121,18,473,794,72,1333
POA3329,3,0,3,54,23,6,81,133,11,228
POA3330,3,0,3,33,3,0,43,118,15,171
POA3331,93,4,100,1287,365,44,1697,2460,311,4476
POA3332,5,0,4,190,54,3,253,449,74,773
POA3333,3,0,5,145,53,6,203,399,56,654
POA3334,7,3,12,78,36,0,120,284,64,462
POA3335,9,4,13,1157,282,20,1465,2564,495,4522
POA3337,219,46,268,6406,2266,257,8932,16719,2355,28005
POA3338,230,37,268,4429,1288,139,5857,10421,1493,17774
POA3340,292,49,345,3760,1331,149,5240,10280,1181,16707
POA3341,5,0,11,283,90,15,387,851,115,1356
POA3342,54,15,72,587,205,17,817,1737,250,2805
POA3345,8,4,12,185,70,6,263,564,97,917
POA3350,1136,203,1352,9570,3974,500,14051,30350,3717,48109
POA3351,61,17,80,1345,622,74,2040,3905,543,6491
POA3352,124,33,158,2850,1097,123,4074,7291,1256,12613
POA3355,393,81,485,1739,909,87,2734,6979,1048,10755
POA3356,362,67,436,2535,1142,124,3805,8260,1145,13208
POA3357,41,11,51,677,277,23,972,1630,258,2866
POA3360,9,3,9,103,44,3,146,437,68,659
POA3361,33,7,35,87,28,4,111,373,63,553
POA3363,122,37,154,462,271,18,756,1761,362,2873
POA3364,21,4,31,304,147,10,465,1061,246,1773
POA3370,35,6,44,219,115,10,342,1024,154,1523
POA3371,18,8,22,84,70,4,160,589,122,873
POA3373,55,28,81,300,151,15,470,1212,202,1882
POA3374,0,0,0,54,26,3,83,227,24,336
POA3375,0,0,0,40,22,0,59,67,30,160
POA3377,243,59,303,1167,625,66,1857,4815,1303,7978
POA3378,0,0,0,27,13,0,44,49,18,106
POA3379,16,4,14,93,32,0,121,403,138,666
POA3380,212,34,248,763,397,47,1202,3407,534,5137
POA3381,15,4,23,171,59,11,237,655,122,1016
POA3384,6,0,6,64,31,3,95,310,70,478
POA3385,7,0,7,68,31,3,102,305,31,438
POA3387,5,3,5,47,27,0,75,165,16,254
POA3388,31,4,31,71,30,6,107,336,38,475
POA3390,21,8,28,142,51,4,204,491,64,751
POA3391,5,0,6,27,6,0,38,97,3,145
POA3392,36,4,42,66,32,0,92,347,57,500
POA3393,115,27,143,324,167,22,510,1482,250,2244
POA3395,13,4,13,41,25,0,64,224,34,322
POA3396,26,29,58,74,40,3,119,421,93,631
POA3400,428,78,521,2213,914,114,3238,7634,974,11845
POA3401,44,9,54,804,263,31,1102,2135,254,3494
POA3407,5,7,10,58,25,4,87,236,34,353
POA3409,43,10,48,154,71,6,229,489,51,768
POA3412,3,0,5,36,15,0,54,185,25,260
POA3413,0,0,0,45,11,3,61,90,13,172
POA3414,64,29,92,201,86,13,295,1069,208,1570
POA3415,0,0,0,4,0,0,10,24,0,37
POA3418,119,22,139,381,155,17,557,1589,182,2325
POA3419,33,3,40,116,47,3,162,487,32,679
POA3420,3,0,3,51,19,0,69,120,25,213
POA3423,20,3,22,48,22,0,79,301,32,417
POA3424,32,4,34,95,49,0,144,441,51,640
POA3427,13,0,14,415,158,16,592,1466,234,2294
POA3428,10,4,11,101,49,0,156,321,86,568
POA3429,504,89,607,6588,2467,260,9314,17968,1819,29102
POA3430,0,0,0,37,30,5,69,157,38,260
POA3431,41,3,43,743,283,37,1067,1914,160,3133
POA3432,0,0,0,32,9,3,43,78,29,160
POA3433,4,0,4,33,15,0,48,112,17,176
POA3434,44,7,55,908,301,32,1247,2448,334,4021
POA3435,32,6,42,483,164,27,667,1390,245,2301
POA3437,117,54,174,2045,655,88,2797,4742,580,8123
POA3438,43,9,55,514,127,19,664,1037,103,1810
POA3440,16,3,21,357,149,21,525,912,159,1597
POA3441,7,0,14,240,109,6,360,640,67,1067
POA3442,64,56,123,1399,438,71,1906,3388,620,5914
POA3444,254,32,292,1347,543,80,1962,4896,738,7603
POA3446,4,3,8,166,86,14,258,514,101,870
POA3447,4,0,4,62,21,6,87,251,45,376
POA3448,16,7,20,122,46,18,184,498,71,750
POA3450,238,113,354,953,423,80,1454,3642,679,5779
POA3451,33,13,53,747,381,62,1188,2494,1110,4794
POA3453,19,4,26,289,121,12,423,891,103,1418
POA3458,29,24,57,218,116,16,346,1090,244,1684
POA3460,108,21,134,311,136,16,469,1553,215,2235
POA3461,42,13,59,581,258,30,872,2235,345,3446
POA3462,13,9,17,164,78,9,248,623,113,982
POA3463,93,5,98,284,152,10,447,1508,209,2162
POA3464,16,3,23,197,52,0,254,580,58,884
