POA_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
POA6726,464,32,27,7,3,3,10,543
POA6728,385,41,21,32,4,7,25,524
POA6731,0,0,0,0,0,0,0,0
POA6733,0,0,0,0,0,0,0,0
POA6740,73,4,3,12,0,0,3,102
POA6743,435,47,23,24,3,3,3,543
POA6751,381,30,22,3,3,0,0,438
POA6753,509,34,33,9,0,4,0,591
POA6754,167,11,9,3,0,0,3,190
POA6758,4,0,0,0,0,0,0,4
POA6760,27,5,0,5,0,3,3,45
POA6762,16,3,0,3,0,0,3,28
POA6765,93,5,8,14,7,0,9,130
POA6770,121,12,15,16,3,0,11,178
POA7000,1039,82,29,3,0,0,9,1157
POA7001,0,0,0,0,0,0,0,0
POA7004,560,49,19,3,0,0,0,627
POA7005,1100,72,28,3,3,0,0,1208
POA7007,319,19,15,3,0,0,0,356
POA7008,1135,89,39,3,0,0,5,1273
POA7009,968,116,76,12,3,3,4,1187
POA7010,1162,157,108,16,3,6,15,1470
POA7011,1137,167,117,13,3,0,15,1456
POA7012,70,19,8,3,0,0,0,105
POA7015,914,103,43,6,3,0,3,1068
POA7016,154,27,29,3,0,0,3,218
POA7017,613,70,40,3,0,0,3,735
POA7018,1876,210,83,25,0,0,11,2205
POA7019,434,58,43,6,0,0,6,552
POA7020,319,20,20,4,0,0,0,366
POA7021,239,26,23,0,0,0,3,294
POA7022,73,10,10,0,0,0,0,96
POA7023,24,7,0,0,0,0,0,27
POA7024,63,7,0,0,0,0,0,68
POA7025,193,11,5,0,0,0,0,210
POA7026,90,18,6,0,0,0,0,113
POA7027,17,0,3,0,0,0,0,24
POA7030,1518,176,150,24,6,0,19,1892
POA7050,1160,121,60,10,0,0,7,1357
POA7052,755,65,28,3,0,0,0,857
POA7053,384,27,18,3,3,0,0,437
POA7054,1037,95,65,11,0,0,10,1217
POA7055,42,3,4,0,0,0,0,58
POA7109,858,79,46,8,0,0,8,996
POA7112,226,30,15,0,0,0,3,276
POA7113,99,3,7,0,0,0,0,103
POA7116,170,24,14,4,0,0,0,205
POA7117,57,7,4,0,0,0,0,73
POA7119,3,0,0,0,0,0,0,3
POA7120,132,15,5,0,0,0,5,154
POA7139,0,0,0,0,0,0,0,0
POA7140,903,94,73,12,4,3,18,1109
POA7150,263,22,14,0,0,0,3,301
POA7155,69,8,0,0,0,0,0,84
POA7162,56,5,0,0,0,0,0,64
POA7163,21,3,0,0,0,0,0,30
POA7170,623,61,35,8,0,0,0,722
POA7171,293,38,17,3,0,0,3,360
POA7172,319,35,24,3,0,0,3,388
POA7173,517,78,46,6,0,0,12,667
POA7174,13,0,0,0,0,0,0,17
POA7175,19,3,3,0,0,0,0,21
POA7176,21,0,0,0,0,0,0,20
POA7177,27,3,4,0,0,0,0,36
POA7178,29,0,3,0,0,0,0,28
POA7179,22,4,0,0,0,0,0,22
POA7180,5,3,0,0,0,0,0,10
POA7182,9,0,0,0,0,0,0,14
POA7183,3,0,0,0,0,0,0,3
POA7184,43,6,0,0,0,0,0,53
POA7185,4,0,0,0,0,0,0,7
POA7186,18,0,0,0,0,0,0,19
POA7187,10,0,0,0,0,0,0,10
POA7190,179,10,11,3,0,0,4,213
POA7209,32,5,0,0,0,0,0,37
POA7210,64,6,6,0,0,0,0,79
POA7211,22,0,3,4,0,0,0,26
POA7212,172,16,14,5,0,0,0,206
POA7213,22,4,0,0,0,0,0,26
POA7214,45,7,6,3,0,0,0,55
POA7215,210,23,12,0,0,0,9,253
POA7216,198,21,10,0,0,0,0,233
POA7248,1078,119,112,12,9,0,5,1337
POA7249,995,111,74,14,0,0,4,1199
POA7250,4264,410,230,31,9,3,34,4977
POA7252,257,20,16,0,0,0,3,290
POA7253,315,37,44,3,0,0,6,408
POA7254,50,0,3,0,0,0,0,59
POA7255,69,4,3,0,0,0,0,73
POA7256,112,5,11,0,0,0,0,127
POA7257,0,0,0,0,0,0,0,7
POA7258,122,9,0,0,0,0,0,128
POA7259,39,0,0,0,0,0,0,44
POA7260,278,19,9,3,0,0,0,314
POA7261,15,0,6,0,0,0,0,22
POA7262,113,16,8,3,0,0,0,144
POA7263,51,3,3,0,0,0,0,60
POA7264,35,5,4,0,0,0,0,49
POA7265,15,3,0,0,0,0,0,20
POA7267,81,7,6,0,0,0,3,101
POA7268,97,7,12,4,0,0,3,120
POA7270,246,43,21,3,0,0,8,321
POA7275,264,22,15,0,0,0,3,308
POA7276,42,11,6,3,0,0,0,55
POA7277,642,44,31,4,0,0,0,726
POA7290,246,22,17,3,0,0,4,288
POA7291,53,4,7,0,0,0,3,67
POA7292,68,3,0,0,0,0,0,76
POA7300,348,39,19,0,0,0,0,405
POA7301,352,47,29,3,0,0,3,433
POA7302,168,8,11,0,0,0,3,199
POA7303,235,20,20,3,0,0,3,277
POA7304,496,40,23,3,0,0,5,573
POA7305,79,17,6,0,0,0,0,98
POA7306,335,31,29,0,0,0,0,397
POA7307,804,105,52,7,3,0,4,978
POA7310,2102,286,151,25,9,4,28,2602
POA7315,1179,139,74,17,3,0,11,1429
POA7316,517,58,41,3,0,0,7,623
POA7320,1248,152,121,7,3,0,9,1544
POA7321,432,41,22,0,0,0,7,509
POA7322,327,24,20,0,0,0,5,370
POA7325,734,87,43,9,0,0,0,872
POA7330,591,71,66,0,0,0,6,732
POA7331,36,6,0,0,0,0,0,46
POA7466,0,0,0,0,0,0,0,0
POA7467,130,10,13,0,0,0,0,158
POA7468,62,4,3,0,0,0,0,69
POA7469,60,3,3,0,0,0,0,62
POA7470,55,4,3,0,0,0,0,65
POA0800,299,30,6,4,0,0,0,335
POA0810,3398,242,136,83,7,8,17,3891
POA0812,1917,177,94,53,3,0,18,2263
POA0815,0,0,0,0,0,0,0,0
POA0820,1583,137,57,19,3,0,6,1804
POA0822,2008,149,84,250,28,23,83,2629
POA0828,64,10,3,0,0,0,3,81
POA0829,16,4,0,0,0,0,0,20
POA0830,1781,206,147,22,10,0,12,2175
POA0832,1875,151,136,31,3,0,10,2210
POA0834,180,25,11,3,0,0,0,223
POA0835,323,31,23,3,0,0,4,392
POA0836,864,81,64,12,3,0,6,1026
POA0837,32,4,3,0,0,0,3,42
POA0838,78,8,11,3,0,0,0,101
POA0839,28,0,3,0,0,0,0,34
POA0840,12,0,0,0,0,0,0,16
POA0841,58,3,7,0,0,0,0,68
POA0845,11,0,3,3,0,0,0,17
POA0846,26,0,0,0,0,0,3,28
POA0847,18,3,3,0,0,0,0,26
POA0850,612,63,36,18,5,7,13,754
POA0852,553,35,27,100,14,7,59,791
POA0853,111,3,5,0,0,0,0,113
POA0854,44,3,4,5,3,5,3,71
POA0860,175,23,10,19,0,3,8,232
POA0862,46,0,3,9,3,0,3,63
POA0870,1721,143,94,38,11,7,21,2028
POA0872,993,78,15,152,20,7,59,1320
POA0873,169,13,9,8,0,3,3,206
POA0874,55,0,5,0,0,0,0,62
POA0875,213,9,11,7,0,0,7,252
POA0880,497,32,24,31,0,0,12,607
POA0885,106,11,3,3,0,0,0,118
POA0886,85,6,0,3,0,0,0,99
POA2600,714,50,10,3,0,0,3,776
POA2601,71,7,0,0,0,0,0,78
POA2602,2831,198,70,21,3,0,18,3138
POA2603,924,48,22,10,0,0,7,1006
POA2604,811,50,20,0,0,0,3,883
POA2605,1386,89,25,14,0,3,0,1519
POA2606,857,50,17,9,0,0,0,938
POA2607,1600,94,48,14,3,0,9,1773
POA2609,45,4,3,0,0,0,0,53
POA2611,3161,208,115,27,3,0,5,3519
POA2612,870,56,21,4,0,0,0,950
POA2614,2048,132,59,17,0,0,13,2274
POA2615,5019,365,242,53,4,8,21,5716
POA2617,2944,172,94,31,3,0,13,3257
POA2618,190,7,10,3,0,0,0,213
POA2900,151,9,3,0,0,0,0,167
POA2902,1593,143,91,19,3,0,8,1862
POA2903,996,92,56,16,3,0,7,1173
POA2904,1534,144,46,21,0,0,4,1754
POA2905,3324,312,194,36,3,4,12,3881
POA2906,2160,203,127,23,3,3,8,2525
POA2911,668,30,10,6,0,0,3,710
POA2912,701,58,24,7,0,0,0,800
POA2913,4486,303,164,42,3,3,11,5019
POA2914,3759,199,140,44,4,0,14,4156
POA2899,132,11,11,0,0,0,0,165
POA6798,148,5,0,0,0,0,0,159
POA6799,73,3,0,3,0,0,0,83
POA9494,0,0,0,0,0,0,0,0
POA9797,0,0,0,0,0,0,0,0
