POA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,8,0,0,4,4,0,4,3,0,0,18
POA6107,11,27,106,132,135,198,270,278,137,1298,0,34,110,76,86,68,43,30,18,465,117,298,667,421,290,254,236,178,113,2585,1211,4028,9831,6425,4579,3615,2503,1323,543,34050
POA6108,5,6,57,57,64,132,154,143,60,679,0,10,39,42,34,23,31,22,14,212,61,66,189,166,173,163,142,119,54,1138,693,1512,3395,3139,3012,2881,2057,948,269,17902
POA6109,8,19,65,74,74,78,112,80,47,553,3,4,35,56,56,39,21,15,7,237,41,65,118,128,105,127,103,91,54,843,351,847,1986,1702,1410,1270,946,533,209,9256
POA6110,14,33,105,116,135,165,203,226,120,1114,0,26,64,93,71,46,33,33,7,367,130,173,419,395,331,331,299,280,191,2540,1246,2644,6509,6062,4999,4011,2757,1540,611,30386
POA6111,5,3,29,45,42,77,132,122,48,518,0,5,21,18,16,24,13,15,4,119,69,87,225,244,224,225,230,146,118,1560,703,1377,2996,3004,3237,3044,2340,909,335,17945
POA6112,8,18,65,91,135,176,232,224,100,1048,3,7,47,38,42,45,39,30,8,248,182,224,626,521,455,407,399,320,157,3287,1671,3848,10724,8314,6461,5085,3232,1656,581,41565
POA6121,0,0,3,3,5,10,21,12,6,63,0,0,0,0,0,0,0,0,0,4,7,14,15,16,27,21,14,15,4,115,127,199,227,369,594,409,239,76,15,2256
POA6122,3,4,13,15,26,44,67,45,30,261,0,0,11,13,0,3,9,3,0,41,49,68,217,149,132,74,49,34,21,779,520,1253,3542,2484,1951,1328,788,293,108,12275
POA6123,0,0,0,0,3,7,13,15,3,35,0,0,0,0,0,0,0,0,0,0,7,13,18,23,21,18,10,5,7,112,58,110,200,188,228,201,113,53,25,1168
POA6124,0,0,4,0,0,5,4,5,0,15,0,0,0,0,0,0,0,0,0,0,9,7,4,19,22,20,6,3,3,91,32,58,114,150,230,157,110,48,14,912
POA6125,0,0,0,3,7,14,25,27,7,78,0,0,0,0,0,0,3,0,0,4,14,14,20,37,68,45,33,25,7,266,118,145,270,390,566,444,312,168,30,2445
POA6126,0,0,0,0,4,3,5,0,0,10,0,0,0,0,0,0,0,0,0,3,3,11,82,114,83,37,15,7,0,357,8,19,107,150,131,85,59,14,0,579
POA6147,3,6,29,54,56,96,143,91,48,520,0,4,24,27,31,31,39,28,17,202,32,45,152,97,106,100,81,78,18,701,451,1034,2605,2093,1783,1805,1296,615,210,11888
POA6148,0,0,7,16,21,41,90,124,85,392,0,0,12,14,6,9,5,7,13,78,31,34,84,71,97,111,100,165,183,880,564,1135,1925,2224,2494,2124,1738,1060,576,13835
POA6149,3,0,3,0,15,38,72,93,74,297,0,3,6,9,7,12,5,6,9,64,17,26,68,86,84,98,114,112,140,750,532,1247,1950,2205,2481,2855,1932,869,513,14597
POA6150,3,0,3,3,18,26,63,71,47,240,0,0,0,3,8,12,10,17,12,61,19,74,93,58,58,82,104,145,181,820,555,1289,1436,1308,1647,1816,1394,794,487,10723
POA6151,0,0,8,6,19,16,43,52,38,180,0,0,9,3,4,4,3,3,0,29,43,73,282,194,174,169,156,101,77,1274,433,1204,2785,2266,2274,2149,1536,590,317,13548
POA6152,7,6,13,24,36,60,67,113,104,418,0,3,13,16,18,17,15,15,12,108,82,155,290,216,197,198,192,198,289,1819,911,2450,4324,3145,2984,3005,2123,1230,821,20997
POA6153,3,0,3,7,13,38,54,90,72,279,0,0,4,15,0,8,5,4,3,41,49,69,150,114,133,159,137,133,102,1041,566,1352,2291,2483,2799,2686,2015,1113,571,15876
POA6154,0,4,0,3,7,12,35,88,66,224,0,0,3,0,5,3,4,4,5,27,21,25,58,79,70,49,58,83,87,536,268,540,1014,1366,1390,1093,864,691,496,7722
POA6155,10,15,32,99,118,171,219,175,69,900,4,0,49,37,33,48,37,32,24,261,127,323,582,525,361,229,193,155,126,2621,1739,3708,6260,7912,7608,5567,3484,1300,444,38016
POA6156,3,3,12,14,22,35,71,134,102,396,0,5,4,5,10,5,6,10,6,41,45,45,114,102,149,103,94,142,114,909,441,975,1915,2282,2494,1781,1296,1020,569,12776
POA6157,0,0,3,3,12,22,51,108,75,279,3,0,3,3,0,13,3,4,0,31,31,30,111,106,127,95,88,134,134,851,342,703,1760,1914,1950,1596,1217,795,459,10741
POA6158,0,0,0,6,7,14,32,62,25,139,0,0,0,3,0,3,3,5,0,13,21,20,54,68,81,64,44,63,65,479,178,413,717,969,1246,1054,649,385,170,5770
POA6159,0,0,0,3,0,5,7,10,5,29,0,0,0,0,0,0,0,0,0,8,9,13,70,59,42,43,51,37,23,348,52,161,521,415,490,485,472,193,62,2839
POA6160,0,0,9,6,6,17,41,95,42,220,0,0,12,0,3,9,3,8,5,37,18,59,196,146,152,149,120,99,53,1001,168,487,1592,1180,1171,1122,813,444,190,7178
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,58,31,29,24,16,6,0,203,5,38,94,52,43,37,16,6,0,299
POA6162,0,4,7,13,11,41,125,224,138,564,0,0,0,0,6,3,17,33,19,86,34,40,108,107,122,123,86,60,39,716,256,544,1493,1546,1690,1505,1015,624,274,8943
POA6163,7,14,33,54,126,274,593,792,296,2182,0,6,21,22,25,42,59,105,54,337,134,214,603,520,482,489,494,511,371,3825,1338,3182,7428,6906,6903,6389,4684,2936,1255,41017
POA6164,11,15,29,70,102,192,237,190,85,936,3,10,26,39,33,25,24,30,16,208,190,225,629,539,461,316,233,154,90,2834,1737,3846,10150,9814,7468,4917,2570,1083,388,41974
POA6165,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,11,4,10,9,3,23,12,10,3,0,72
POA6166,0,3,3,12,16,44,121,139,38,383,0,0,0,3,0,11,7,12,4,42,27,22,59,74,100,85,88,66,30,541,300,565,1080,1283,1514,1249,896,487,121,7498
POA6167,8,6,20,56,52,117,198,134,61,651,0,3,16,14,12,12,12,11,3,91,134,318,721,588,403,304,277,200,73,3011,836,1850,4729,4051,3216,2449,1689,958,302,20080
POA6168,6,12,18,37,44,101,207,230,127,787,0,0,10,13,8,9,14,9,4,71,117,279,363,246,327,319,343,364,177,2525,758,1743,2991,2677,3216,3313,2693,1774,708,19881
POA6169,12,6,30,43,72,143,216,215,121,853,0,3,8,10,10,18,13,7,3,65,123,139,365,320,374,328,337,335,186,2508,1067,2202,4337,4339,5032,4315,3112,1752,648,26795
POA6170,3,7,14,13,25,41,42,20,5,166,0,0,5,10,7,9,3,3,0,39,52,51,202,144,90,55,48,11,3,654,418,1013,2839,1896,1393,843,460,137,21,9009
POA6171,6,3,17,16,35,49,111,80,20,348,0,0,12,8,9,7,3,3,5,48,119,229,575,375,296,201,153,83,18,2049,926,2284,6256,4749,3580,2130,1490,567,100,22073
POA6172,4,0,7,13,21,43,57,49,22,212,0,0,3,5,0,0,0,3,0,18,57,73,145,146,161,104,64,100,102,953,531,924,1749,1953,2136,1248,715,409,180,9849
POA6173,3,0,3,4,4,11,32,16,10,80,0,0,4,4,0,0,0,0,0,8,58,47,109,121,135,44,26,10,5,548,495,719,1477,2150,2006,705,396,145,36,8125
POA6174,0,0,0,8,4,3,15,7,5,49,0,0,0,0,3,0,0,0,0,3,17,24,43,48,31,26,21,19,0,236,136,277,628,579,502,267,158,92,16,2651
POA6175,0,3,3,3,3,4,15,13,0,46,0,0,0,3,3,0,0,0,0,9,8,14,44,30,39,14,14,9,3,175,151,199,522,572,566,300,208,88,14,2616
POA6176,5,0,0,4,4,0,10,13,0,28,0,0,0,0,0,0,0,0,0,0,10,12,33,14,17,9,10,5,0,115,53,142,252,171,173,134,84,27,8,1044
POA6180,0,0,5,3,6,14,32,25,0,86,0,0,0,0,6,0,0,0,0,14,11,28,59,52,48,34,37,16,6,298,164,366,955,736,596,430,426,164,12,3855
POA6181,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3,0,5,3,0,3,0,0,23,14,27,37,68,99,71,26,11,0,352
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,3,3,10,3,3,17,0,0,0,0,0,0,0,0,0,3,11,0,9,18,14,12,13,3,0,80,37,49,104,154,155,153,112,32,5,809
POA6208,0,5,6,8,15,40,143,139,54,405,0,0,3,3,0,0,11,4,4,27,44,47,105,115,139,158,184,146,44,977,337,587,1232,1327,1475,1545,1570,905,231,9207
POA6209,0,0,0,4,6,18,33,26,10,103,0,0,0,3,0,0,4,0,0,10,8,9,10,16,18,33,36,19,6,148,75,99,124,202,289,322,290,142,46,1603
POA6210,24,17,49,88,116,246,612,812,391,2360,0,8,10,18,22,31,18,25,11,146,206,251,546,536,673,726,843,892,490,5176,2126,3697,7157,7631,8895,8786,8628,5555,2062,54529
POA6211,0,0,3,4,12,13,59,52,12,156,0,0,0,0,0,3,0,0,0,3,23,10,43,60,65,90,98,51,8,442,171,276,692,908,949,1007,1055,360,46,5458
POA6213,0,0,0,0,3,4,6,9,4,26,0,0,0,0,0,0,0,0,0,0,8,4,5,10,23,11,14,7,0,79,18,38,55,81,133,120,87,36,8,575
POA6214,0,0,0,4,0,4,6,4,3,22,0,0,0,0,0,0,0,0,0,0,3,3,9,4,9,3,9,3,3,50,31,31,59,75,119,74,67,19,6,476
POA6215,0,0,3,11,10,25,57,55,22,177,0,0,0,0,0,0,7,11,3,22,19,12,46,52,49,75,75,85,39,446,130,178,398,445,622,619,479,291,96,3257
POA6218,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,3,0,3,25,4,7,51,41,54,73,47,19,3,303
POA6220,0,3,0,4,6,27,58,100,35,227,0,0,6,0,3,3,0,5,8,26,19,25,42,68,57,84,89,55,18,451,128,222,501,586,685,625,543,327,97,3710
POA6221,0,0,0,0,0,0,3,8,0,10,0,0,0,0,0,0,0,0,0,0,56,11,6,9,12,5,5,3,0,99,67,16,24,40,49,36,26,18,5,274
POA6223,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,4,0,0,0,23,13,8,28,31,38,23,14,9,0,164
POA6224,3,3,4,0,6,8,20,24,7,67,0,0,0,0,0,0,3,0,0,5,4,5,4,8,16,26,20,17,3,99,54,54,89,139,179,161,139,72,17,892
POA6225,6,0,4,10,13,69,114,110,36,368,0,0,0,3,0,3,4,0,3,16,46,43,121,93,115,143,131,107,52,838,293,522,1007,1008,1263,1391,1031,432,152,7096
POA6226,0,0,0,0,0,3,4,4,0,16,0,0,0,0,0,0,0,0,0,0,3,0,4,8,3,3,5,3,0,36,25,31,81,126,148,123,53,15,5,605
POA6227,0,0,0,0,0,0,4,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,10,3,5,3,47,28,27,102,106,117,84,63,26,6,557
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,14,7,3,16,39,18,24,20,4,0,130
POA6229,0,0,0,3,3,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,4,3,0,24,3,9,16,24,35,35,31,15,0,167
POA6230,17,8,34,57,59,149,338,413,238,1311,0,4,23,12,16,17,20,18,16,121,173,202,554,521,534,444,429,311,170,3336,1281,2413,5509,5714,6038,5325,3900,2007,921,33098
POA6232,3,0,8,13,17,31,75,102,39,278,0,3,0,5,11,3,6,0,0,26,31,36,89,100,90,96,96,128,113,785,313,655,1573,1406,1349,1150,865,571,247,8124
POA6233,3,0,12,15,23,59,95,104,33,350,0,5,7,10,3,8,0,3,3,33,85,50,176,185,211,182,174,98,38,1182,580,858,2373,2593,2603,2289,1597,641,166,13712
POA6236,0,0,5,0,3,3,9,19,8,45,0,0,0,0,0,0,0,0,0,3,13,3,8,12,26,27,20,12,4,125,74,88,140,219,378,369,207,83,18,1582
POA6237,0,0,0,0,0,8,18,19,4,44,0,0,3,0,0,0,0,0,0,0,6,7,7,18,29,39,26,11,0,145,66,73,211,311,385,460,268,77,30,1879
POA6239,0,0,6,3,6,18,46,47,18,135,0,0,0,3,0,0,0,3,0,15,9,24,27,53,61,81,93,60,40,436,111,162,415,518,618,692,545,263,91,3425
POA6240,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,4,14,24,37,20,3,0,103
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,10,11,8,3,0,47
POA6244,0,0,0,4,3,9,16,14,7,50,3,0,0,0,0,0,0,0,0,3,0,3,3,14,20,26,22,20,11,120,17,30,103,182,217,245,220,101,37,1154
POA6251,0,0,0,0,0,3,3,0,3,12,0,0,0,0,0,0,0,0,3,5,5,5,6,6,8,9,3,0,0,48,16,8,40,46,64,68,48,7,7,308
POA6252,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,5,0,0,21,3,7,9,12,36,32,22,10,0,130
POA6253,0,0,0,0,0,3,8,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,13,13,3,3,48,5,14,45,52,70,155,135,35,9,522
POA6254,0,0,0,0,4,3,4,3,0,19,0,0,0,0,0,0,0,0,0,0,11,0,0,4,11,8,4,5,0,42,28,12,43,37,75,82,70,36,7,390
POA6255,0,0,0,3,4,12,34,29,16,103,0,0,0,0,3,0,0,5,0,8,12,6,30,31,73,59,65,44,11,331,97,106,252,435,580,691,641,248,80,3124
POA6256,0,0,0,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,5,0,3,3,9,4,7,6,0,36,12,14,22,56,62,72,47,22,3,307
POA6258,0,0,7,10,17,32,58,104,37,261,0,0,4,6,3,0,8,9,8,41,33,26,52,60,87,102,81,82,51,568,194,337,662,721,967,969,673,393,141,5047
POA6260,0,0,0,0,0,5,7,16,13,47,0,0,3,0,3,0,0,0,0,9,9,10,18,22,25,31,24,12,6,163,37,47,120,170,225,217,184,71,37,1116
POA6262,0,0,0,0,0,3,5,11,6,27,0,0,0,0,0,0,0,0,0,0,0,4,9,11,12,9,17,13,0,73,9,19,38,78,129,140,121,43,15,591
POA6271,0,0,0,3,4,5,17,33,6,77,0,0,0,0,0,0,0,0,0,4,6,12,21,38,57,39,46,30,4,260,81,141,351,427,520,421,382,146,31,2496
POA6275,0,0,0,0,3,5,14,12,0,38,0,0,0,0,0,0,0,0,0,3,4,7,8,10,29,32,29,18,3,137,22,38,92,133,212,276,247,75,18,1106
POA6280,8,4,11,18,28,71,206,276,151,772,0,8,22,10,13,11,12,3,3,81,98,89,222,254,302,339,344,318,233,2200,763,1222,2741,3569,3779,3664,3300,1783,768,21591
POA6281,3,0,3,4,0,7,21,34,6,76,0,0,0,0,0,0,0,0,0,7,16,25,78,108,77,81,75,32,10,495,115,205,918,1202,936,831,789,297,73,5368
POA6282,0,0,0,0,0,3,4,3,0,11,0,0,0,0,0,0,0,0,0,0,3,7,10,16,22,15,12,6,0,76,18,28,112,182,244,233,155,41,7,1018
POA6284,0,0,0,0,0,4,5,11,3,29,0,0,0,0,0,0,0,0,0,0,9,0,23,58,32,30,12,12,4,192,42,37,256,459,289,259,148,71,21,1583
POA6285,0,4,3,0,3,16,17,28,16,88,0,0,7,0,3,0,0,0,3,12,52,28,106,120,121,111,65,40,4,659,217,316,1292,1601,1252,1124,626,268,104,6778
POA6286,0,0,0,0,0,0,3,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,8,5,4,0,46,9,27,66,82,94,114,72,27,11,500
POA6288,0,0,0,3,0,0,0,6,0,17,0,0,0,0,0,4,0,0,0,4,3,3,3,10,11,8,4,3,0,51,12,12,37,82,94,85,58,15,9,415
POA6290,0,0,0,0,3,6,15,26,12,65,0,0,0,0,0,0,0,0,0,3,3,6,6,16,16,25,18,22,19,131,29,43,103,119,236,329,339,198,83,1476
POA6302,0,3,3,6,3,22,39,47,16,142,0,0,0,0,0,0,0,0,0,3,14,10,32,40,54,80,97,60,24,417,76,118,266,328,519,654,605,274,82,2925
POA6304,0,0,0,3,0,10,20,22,7,65,0,0,0,0,0,0,3,3,0,4,7,11,20,26,34,42,36,36,12,225,26,49,140,177,249,318,290,147,42,1434
POA6306,3,0,0,5,0,3,13,12,8,46,0,0,0,0,0,0,0,0,0,3,3,7,11,9,25,16,22,20,21,141,25,44,82,104,171,128,157,79,38,830
POA6308,0,0,3,3,3,7,21,24,9,72,0,0,0,0,0,0,0,0,0,3,6,4,15,22,28,46,36,23,8,186,36,56,140,162,246,288,221,126,26,1287
POA6309,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,8,11,3,4,36,5,6,17,28,48,65,49,14,3,231
POA6311,0,0,0,0,0,3,11,8,0,25,0,0,0,0,0,0,0,0,0,3,6,3,17,7,11,6,14,6,0,64,12,12,77,73,86,79,85,32,5,462
POA6312,4,8,5,3,14,24,45,50,45,191,0,0,3,0,0,0,0,0,5,5,45,32,68,49,78,99,77,57,24,534,166,262,531,523,608,670,486,276,132,3649
POA6313,0,0,0,0,0,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,3,9,5,12,11,3,0,49,9,5,27,33,50,56,41,11,0,232
POA6315,0,3,0,3,3,5,15,25,18,84,0,0,3,0,3,0,0,0,0,8,11,9,18,17,31,50,31,25,9,213,51,76,160,204,278,334,272,138,64,1581
POA6316,0,0,0,0,0,3,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,3,0,20,4,16,37,40,64,63,32,16,0,271
POA6317,0,3,16,25,33,31,55,48,30,246,0,0,20,26,27,27,31,13,3,157,26,28,77,70,102,94,74,54,32,564,145,240,506,510,576,552,382,237,95,3241
POA6318,0,0,3,0,0,3,3,4,3,19,0,0,0,0,0,0,0,0,0,0,6,3,10,3,7,13,7,3,0,54,16,26,66,67,79,80,49,20,9,407
POA6320,0,0,0,5,3,4,5,5,3,36,0,0,0,0,0,0,0,3,0,3,4,3,11,8,5,16,14,9,3,72,11,21,72,64,78,93,49,44,10,447
POA6321,0,0,0,3,0,3,4,7,9,30,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,14,10,3,0,43,6,11,50,51,63,89,70,34,10,390
POA6322,0,0,0,0,0,3,7,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,0,0,16,4,5,21,16,29,48,42,14,3,187
POA6323,0,0,0,6,0,8,9,15,0,36,0,0,0,0,0,0,3,0,0,3,8,4,8,5,15,19,25,11,0,91,31,28,55,98,160,191,175,75,3,819
POA6324,0,3,5,7,4,9,31,33,16,119,0,4,10,11,3,6,3,0,0,32,16,18,49,68,78,58,50,34,19,398,114,144,308,442,537,534,406,203,88,2773
POA6326,0,0,0,0,0,0,9,3,3,14,0,0,0,0,0,0,0,0,0,3,0,5,4,6,8,12,9,3,0,45,19,24,43,53,83,80,72,24,5,399
POA6327,0,0,0,0,0,4,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,11,0,0,0,25,3,6,30,32,35,46,38,9,7,208
POA6328,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,12,3,0,0,35,11,21,59,38,57,79,52,15,3,334
POA6330,10,6,27,52,61,123,312,387,229,1205,0,0,7,4,11,9,8,18,15,79,133,166,414,356,384,413,407,369,286,2930,1152,1733,3770,4112,4826,4987,4065,2325,1035,27998
POA6333,0,0,0,5,5,18,28,43,13,110,0,0,4,0,0,0,3,0,0,12,20,10,42,67,99,95,96,61,25,524,146,120,382,634,869,977,930,406,117,4590
POA6335,3,0,0,0,0,0,5,5,0,21,0,0,0,0,0,3,0,0,0,3,5,8,14,8,15,16,4,4,3,82,21,49,127,88,95,126,60,29,9,606
POA6336,0,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,5,0,3,11,3,8,10,6,0,0,41,4,17,48,39,56,60,32,5,0,254
POA6337,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,3,16,11,6,7,5,6,0,57,10,30,88,63,78,84,34,17,3,402
POA6338,0,0,0,0,3,0,4,4,0,18,0,0,0,0,0,0,0,0,0,3,0,0,13,7,19,17,9,4,0,63,9,19,77,79,122,134,80,36,6,561
POA6341,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,3,9,0,0,32,3,9,42,42,49,44,37,4,0,226
POA6343,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,0,3,0,34,4,8,22,51,44,29,22,12,0,191
POA6346,0,0,0,3,0,0,11,3,3,25,0,0,0,0,0,0,0,0,0,0,0,4,17,10,5,16,20,5,0,84,7,40,101,106,103,112,91,34,6,603
POA6348,0,0,0,0,3,6,16,11,3,39,0,0,0,0,0,0,0,0,0,0,0,3,14,18,13,24,26,7,0,103,12,21,100,102,109,147,152,59,11,705
POA6350,0,0,0,0,0,3,0,3,4,15,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,6,11,3,0,27,4,6,46,40,30,60,41,29,3,258
POA6351,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,14,16,11,12,0,3,0,62
POA6352,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,10,0,0,0,27,0,3,28,25,33,32,17,6,0,141
POA6353,0,0,0,0,0,0,12,4,3,25,0,0,0,0,0,0,0,3,0,5,6,3,15,14,10,13,11,8,3,75,20,36,107,106,115,107,69,47,11,617
POA6355,0,0,0,0,0,0,8,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,7,0,0,0,26,0,7,60,63,58,72,37,12,3,316
POA6356,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,14,0,4,14,26,25,18,13,0,0,99
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,10,17,8,3,4,0,63
POA6358,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,11,11,21,17,8,4,0,80
POA6359,0,0,0,3,0,3,6,4,0,22,0,0,0,0,0,0,0,0,0,3,0,0,7,3,6,7,7,0,0,35,4,16,72,70,71,49,46,29,0,349
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,4,16,12,17,20,15,3,0,91
POA6363,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,3,8,21,16,6,12,3,0,76
POA6365,0,0,0,0,0,0,5,9,3,20,0,0,0,0,0,0,0,0,0,0,0,3,7,3,9,3,9,4,4,40,15,28,57,60,83,76,63,33,13,428
POA6367,0,0,0,0,0,3,5,4,0,16,0,0,0,0,0,0,0,0,0,3,0,0,5,4,3,11,3,0,0,26,12,6,41,44,44,69,40,19,5,278
POA6368,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,12,13,5,0,0,59
POA6369,0,0,3,0,3,4,8,7,8,27,0,0,0,0,3,0,0,0,0,6,0,0,7,5,4,13,16,8,7,65,9,31,89,59,77,114,91,52,30,553
POA6370,0,0,0,0,0,0,6,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,3,5,3,29,10,15,59,43,70,63,52,28,8,343
POA6372,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,0,0,3,27,0,0,14,13,18,28,12,14,7,99
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,3,5,15,19,12,0,4,0,69
POA6375,0,0,0,0,0,10,12,19,7,49,0,0,0,0,0,0,0,0,0,0,3,9,13,14,16,16,6,18,12,94,19,46,107,118,109,158,119,77,30,788
POA6383,0,0,0,0,3,5,21,16,5,53,0,0,0,0,0,0,0,0,0,0,0,4,15,12,19,26,25,16,8,123,24,30,92,71,144,196,145,87,27,809
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,9,7,3,0,0,0,27
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,4,4,0,0,21
POA6386,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,10,3,3,5,7,17,22,9,11,5,78
POA6390,0,0,0,0,4,8,9,13,4,41,0,0,0,0,0,0,0,0,0,0,3,7,21,19,34,23,18,15,3,144,40,73,227,273,304,241,141,69,14,1371
POA6391,0,0,0,0,0,4,11,7,4,35,0,0,0,0,0,0,0,0,0,0,0,3,12,8,10,21,24,16,3,92,17,34,125,120,125,186,117,53,13,792
POA6392,0,0,0,0,3,3,0,8,4,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,11,3,0,0,24,5,17,51,50,70,80,38,36,15,362
POA6393,0,0,0,0,0,3,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,14,4,0,8,15,16,26,19,4,0,97
POA6394,0,0,0,0,0,3,8,4,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,9,0,3,0,27,12,19,59,59,66,71,55,22,5,362
POA6395,0,0,0,4,0,10,10,12,12,43,0,0,0,0,0,0,0,0,0,0,7,4,25,14,25,24,24,18,16,159,33,60,195,173,259,238,164,109,52,1270
POA6396,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,15,5,7,5,3,0,46,10,14,42,73,45,53,36,14,7,293
POA6397,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,12,0,7,7,9,16,13,10,4,0,72
