LGA_NAME16	Age	MaritalStatus	Sex	responses
Northern Beaches (A)	75-84	Separated	M	107
Northern Beaches (A)	75-84	Widowed	F	2711
Northern Beaches (A)	75-84	Widowed	M	618
Northern Beaches (A)	85+	Divorced	F	322
Northern Beaches (A)	85+	Divorced	M	133
Northern Beaches (A)	85+	Married	F	774
Northern Beaches (A)	85+	Married	M	1405
Northern Beaches (A)	85+	Separated	F	18
Northern Beaches (A)	85+	Separated	M	37
Northern Beaches (A)	85+	Widowed	F	3193
Northern Beaches (A)	85+	Widowed	M	808
Oberon (A)	20-24	Married	F	6
Oberon (A)	20-24	Married	M	17
Oberon (A)	20-24	Separated	F	3
Oberon (A)	25-34	Divorced	F	3
Oberon (A)	25-34	Divorced	M	8
Oberon (A)	25-34	Married	F	99
Oberon (A)	25-34	Married	M	80
Oberon (A)	25-34	Separated	F	3
Oberon (A)	25-34	Separated	M	6
Oberon (A)	35-44	Divorced	F	22
Oberon (A)	35-44	Divorced	M	22
Oberon (A)	35-44	Married	F	159
Oberon (A)	35-44	Married	M	156
Oberon (A)	35-44	Separated	F	14
Oberon (A)	35-44	Separated	M	13
Oberon (A)	45-54	Divorced	F	50
Oberon (A)	45-54	Divorced	M	42
Oberon (A)	45-54	Married	F	233
Oberon (A)	45-54	Married	M	222
Oberon (A)	45-54	Separated	F	20
Oberon (A)	45-54	Separated	M	32
Oberon (A)	45-54	Widowed	F	11
Oberon (A)	45-54	Widowed	M	11
Oberon (A)	55-64	Divorced	F	52
Oberon (A)	55-64	Divorced	M	51
Oberon (A)	55-64	Married	F	265
Oberon (A)	55-64	Married	M	225
Oberon (A)	55-64	Separated	F	14
Oberon (A)	55-64	Separated	M	21
Oberon (A)	55-64	Widowed	F	28
Oberon (A)	55-64	Widowed	M	3
Oberon (A)	65-74	Divorced	F	48
Oberon (A)	65-74	Divorced	M	65
Oberon (A)	65-74	Married	F	236
Oberon (A)	65-74	Married	M	256
Oberon (A)	65-74	Separated	F	12
Oberon (A)	65-74	Separated	M	10
Oberon (A)	65-74	Widowed	F	62
Oberon (A)	65-74	Widowed	M	27
Oberon (A)	75-84	Divorced	F	23
Oberon (A)	75-84	Divorced	M	14
Oberon (A)	75-84	Married	F	53
Oberon (A)	75-84	Married	M	101
Oberon (A)	75-84	Separated	M	5
Oberon (A)	75-84	Widowed	F	60
Oberon (A)	75-84	Widowed	M	16
Oberon (A)	85+	Divorced	F	3
Oberon (A)	85+	Married	F	9
Oberon (A)	85+	Married	M	27
Oberon (A)	85+	Widowed	F	52
Oberon (A)	85+	Widowed	M	19
Orange (C)	15-19	Married	F	7
Orange (C)	20-24	Married	F	97
Orange (C)	20-24	Married	M	49
Orange (C)	20-24	Separated	F	10
Orange (C)	20-24	Separated	M	4
Orange (C)	20-24	Widowed	F	3
Orange (C)	25-34	Divorced	F	86
Orange (C)	25-34	Divorced	M	48
Orange (C)	25-34	Married	F	1233
Orange (C)	25-34	Married	M	987
Orange (C)	25-34	Separated	F	82
Orange (C)	25-34	Separated	M	45
Orange (C)	25-34	Widowed	F	7
Orange (C)	25-34	Widowed	M	3
Orange (C)	35-44	Divorced	F	231
Orange (C)	35-44	Divorced	M	138
Orange (C)	35-44	Married	F	1477
Orange (C)	35-44	Married	M	1482
Orange (C)	35-44	Separated	F	151
Orange (C)	35-44	Separated	M	106
Orange (C)	35-44	Widowed	F	14
Orange (C)	35-44	Widowed	M	3
Orange (C)	45-54	Divorced	F	460
Orange (C)	45-54	Divorced	M	295
Orange (C)	45-54	Married	F	1478
Orange (C)	45-54	Married	M	1427
Orange (C)	45-54	Separated	F	183
Orange (C)	45-54	Separated	M	122
Orange (C)	45-54	Widowed	F	48
Orange (C)	45-54	Widowed	M	10
Orange (C)	55-64	Divorced	F	472
Orange (C)	55-64	Divorced	M	375
Orange (C)	55-64	Married	F	1402
Orange (C)	55-64	Married	M	1422
Orange (C)	55-64	Separated	F	109
Orange (C)	55-64	Separated	M	109
Orange (C)	55-64	Widowed	F	150
Orange (C)	55-64	Widowed	M	47
Orange (C)	65-74	Divorced	F	342
Orange (C)	65-74	Divorced	M	228
Orange (C)	65-74	Married	F	1087
Orange (C)	65-74	Married	M	1173
Orange (C)	65-74	Separated	F	86
Orange (C)	65-74	Separated	M	87
Orange (C)	65-74	Widowed	F	312
Orange (C)	65-74	Widowed	M	91
Orange (C)	75-84	Divorced	F	117
Orange (C)	75-84	Divorced	M	84
Orange (C)	75-84	Married	F	490
Orange (C)	75-84	Married	M	672
Orange (C)	75-84	Separated	F	20
Orange (C)	75-84	Separated	M	26
Orange (C)	75-84	Widowed	F	567
Orange (C)	75-84	Widowed	M	132
Orange (C)	85+	Divorced	F	31
Orange (C)	85+	Divorced	M	11
Orange (C)	85+	Married	F	83
Orange (C)	85+	Married	M	163
Orange (C)	85+	Separated	F	8
Orange (C)	85+	Separated	M	3
Orange (C)	85+	Widowed	F	467
Orange (C)	85+	Widowed	M	121
Parkes (A)	15-19	Married	F	3
Parkes (A)	15-19	Married	M	4
Parkes (A)	20-24	Married	F	25
Parkes (A)	20-24	Married	M	21
Parkes (A)	20-24	Separated	M	3
Parkes (A)	25-34	Divorced	F	15
Parkes (A)	25-34	Divorced	M	15
Parkes (A)	25-34	Married	F	360
Parkes (A)	25-34	Married	M	267
Parkes (A)	25-34	Separated	F	18
Parkes (A)	25-34	Separated	M	14
Parkes (A)	25-34	Widowed	F	3
Parkes (A)	35-44	Divorced	F	66
Parkes (A)	35-44	Divorced	M	40
Parkes (A)	35-44	Married	F	478
Parkes (A)	35-44	Married	M	428
Parkes (A)	35-44	Separated	F	50
Parkes (A)	35-44	Separated	M	34
Parkes (A)	35-44	Widowed	F	6
Parkes (A)	45-54	Divorced	F	140
Parkes (A)	45-54	Divorced	M	115
Parkes (A)	45-54	Married	F	583
Parkes (A)	45-54	Married	M	555
Parkes (A)	45-54	Separated	F	62
Parkes (A)	45-54	Separated	M	65
Parkes (A)	45-54	Widowed	F	23
Parkes (A)	45-54	Widowed	M	3
Parkes (A)	55-64	Divorced	F	162
Parkes (A)	55-64	Divorced	M	157
Parkes (A)	55-64	Married	F	596
Parkes (A)	55-64	Married	M	631
Parkes (A)	55-64	Separated	F	55
Parkes (A)	55-64	Separated	M	44
Parkes (A)	55-64	Widowed	F	78
Parkes (A)	55-64	Widowed	M	18
Parkes (A)	65-74	Divorced	F	94
Parkes (A)	65-74	Divorced	M	116
Parkes (A)	65-74	Married	F	441
Parkes (A)	65-74	Married	M	503
Parkes (A)	65-74	Separated	F	20
Parkes (A)	65-74	Separated	M	35
Parkes (A)	65-74	Widowed	F	162
Parkes (A)	65-74	Widowed	M	44
Parkes (A)	75-84	Divorced	F	40
Parkes (A)	75-84	Divorced	M	38
Parkes (A)	75-84	Married	F	217
Parkes (A)	75-84	Married	M	269
Parkes (A)	75-84	Separated	F	7
Parkes (A)	75-84	Separated	M	11
Parkes (A)	75-84	Widowed	F	245
Parkes (A)	75-84	Widowed	M	63
Parkes (A)	85+	Divorced	F	8
Parkes (A)	85+	Divorced	M	5
Parkes (A)	85+	Married	F	48
Parkes (A)	85+	Married	M	97
Parkes (A)	85+	Widowed	F	211
Parkes (A)	85+	Widowed	M	43
Parramatta (C)	15-19	Divorced	M	3
Parramatta (C)	15-19	Married	F	26
Parramatta (C)	15-19	Married	M	32
Parramatta (C)	15-19	Separated	F	3
Parramatta (C)	15-19	Widowed	M	4
Parramatta (C)	20-24	Divorced	F	29
Parramatta (C)	20-24	Divorced	M	3
Parramatta (C)	20-24	Married	F	786
Parramatta (C)	20-24	Married	M	336
Parramatta (C)	20-24	Separated	F	23
Parramatta (C)	20-24	Separated	M	11
Parramatta (C)	20-24	Widowed	F	9
Parramatta (C)	20-24	Widowed	M	5
Parramatta (C)	25-34	Divorced	F	530
Parramatta (C)	25-34	Divorced	M	341
Parramatta (C)	25-34	Married	F	14097
Parramatta (C)	25-34	Married	M	11454
Parramatta (C)	25-34	Separated	F	349
Parramatta (C)	25-34	Separated	M	241
Parramatta (C)	25-34	Widowed	F	34
Parramatta (C)	25-34	Widowed	M	13
Parramatta (C)	35-44	Divorced	F	1243
Parramatta (C)	35-44	Divorced	M	802
Parramatta (C)	35-44	Married	F	12251
Parramatta (C)	35-44	Married	M	13666
Parramatta (C)	35-44	Separated	F	595
Parramatta (C)	35-44	Separated	M	462
Parramatta (C)	35-44	Widowed	F	91
Parramatta (C)	35-44	Widowed	M	26
Parramatta (C)	45-54	Divorced	F	1952
Parramatta (C)	45-54	Divorced	M	1208
Parramatta (C)	45-54	Married	F	8942
Parramatta (C)	45-54	Married	M	9121
Parramatta (C)	45-54	Separated	F	644
Parramatta (C)	45-54	Separated	M	491
Parramatta (C)	45-54	Widowed	F	273
Parramatta (C)	45-54	Widowed	M	73
Parramatta (C)	55-64	Divorced	F	1939
Parramatta (C)	55-64	Divorced	M	1357
Parramatta (C)	55-64	Married	F	7466
Parramatta (C)	55-64	Married	M	7715
Parramatta (C)	55-64	Separated	F	439
Parramatta (C)	55-64	Separated	M	416
Parramatta (C)	55-64	Widowed	F	753
Parramatta (C)	55-64	Widowed	M	136
Parramatta (C)	65-74	Divorced	F	1115
Parramatta (C)	65-74	Divorced	M	807
Parramatta (C)	65-74	Married	F	4698
Parramatta (C)	65-74	Married	M	5389
Parramatta (C)	65-74	Separated	F	221
Parramatta (C)	65-74	Separated	M	234
Parramatta (C)	65-74	Widowed	F	1321
Parramatta (C)	65-74	Widowed	M	295
Parramatta (C)	75-84	Divorced	F	384
Parramatta (C)	75-84	Divorced	M	299
Parramatta (C)	75-84	Married	F	2057
Parramatta (C)	75-84	Married	M	2892
Parramatta (C)	75-84	Separated	F	77
Parramatta (C)	75-84	Separated	M	121
Parramatta (C)	75-84	Widowed	F	1940
Parramatta (C)	75-84	Widowed	M	491
Parramatta (C)	85+	Divorced	F	127
Parramatta (C)	85+	Divorced	M	60
Parramatta (C)	85+	Married	F	407
Parramatta (C)	85+	Married	M	842
Parramatta (C)	85+	Separated	F	4
Parramatta (C)	85+	Separated	M	22
Parramatta (C)	85+	Widowed	F	1823
Parramatta (C)	85+	Widowed	M	483
Penrith (C)	15-19	Divorced	F	4
Penrith (C)	15-19	Divorced	M	4
Penrith (C)	15-19	Married	F	10
Penrith (C)	15-19	Married	M	17
Penrith (C)	15-19	Separated	M	4
Penrith (C)	20-24	Divorced	F	5
Penrith (C)	20-24	Divorced	M	9
Penrith (C)	20-24	Married	F	551
Penrith (C)	20-24	Married	M	263
Penrith (C)	20-24	Separated	F	38
Penrith (C)	20-24	Separated	M	16
Penrith (C)	20-24	Widowed	F	10
Penrith (C)	20-24	Widowed	M	10
Penrith (C)	25-34	Divorced	F	452
Penrith (C)	25-34	Divorced	M	250
Penrith (C)	25-34	Married	F	7080
Penrith (C)	25-34	Married	M	5739
Penrith (C)	25-34	Separated	F	514
Penrith (C)	25-34	Separated	M	282
Penrith (C)	25-34	Widowed	F	30
Penrith (C)	25-34	Widowed	M	11
Penrith (C)	35-44	Divorced	F	1278
Penrith (C)	35-44	Divorced	M	886
Penrith (C)	35-44	Married	F	8453
Penrith (C)	35-44	Married	M	8284
Penrith (C)	35-44	Separated	F	825
Penrith (C)	35-44	Separated	M	595
Penrith (C)	35-44	Widowed	F	94
Penrith (C)	35-44	Widowed	M	34
Penrith (C)	45-54	Divorced	F	2176
Penrith (C)	45-54	Divorced	M	1475
Penrith (C)	45-54	Married	F	7633
Penrith (C)	45-54	Married	M	7542
Penrith (C)	45-54	Separated	F	830
Penrith (C)	45-54	Separated	M	679
Penrith (C)	45-54	Widowed	F	302
Penrith (C)	45-54	Widowed	M	81
Penrith (C)	55-64	Divorced	F	2140
Penrith (C)	55-64	Divorced	M	1527
Penrith (C)	55-64	Married	F	7216
Penrith (C)	55-64	Married	M	7340
Penrith (C)	55-64	Separated	F	617
Penrith (C)	55-64	Separated	M	554
Penrith (C)	55-64	Widowed	F	770
Penrith (C)	55-64	Widowed	M	241
Penrith (C)	65-74	Divorced	F	1284
Penrith (C)	65-74	Divorced	M	921
Penrith (C)	65-74	Married	F	4174
Penrith (C)	65-74	Married	M	5147
Penrith (C)	65-74	Separated	F	309
Penrith (C)	65-74	Separated	M	333
Penrith (C)	65-74	Widowed	F	1292
Penrith (C)	65-74	Widowed	M	420
Penrith (C)	75-84	Divorced	F	412
Penrith (C)	75-84	Divorced	M	254
Penrith (C)	75-84	Married	F	1279
Penrith (C)	75-84	Married	M	1904
Penrith (C)	75-84	Separated	F	64
Penrith (C)	75-84	Separated	M	75
Penrith (C)	75-84	Widowed	F	1550
Penrith (C)	75-84	Widowed	M	382
Penrith (C)	85+	Divorced	F	80
Penrith (C)	85+	Divorced	M	37
Penrith (C)	85+	Married	F	191
Penrith (C)	85+	Married	M	390
Penrith (C)	85+	Separated	F	7
Penrith (C)	85+	Separated	M	17
Penrith (C)	85+	Widowed	F	1201
Penrith (C)	85+	Widowed	M	311
Port Macquarie-Hastings (A)	15-19	Married	M	6
Port Macquarie-Hastings (A)	20-24	Divorced	M	3
Port Macquarie-Hastings (A)	20-24	Married	F	96
Port Macquarie-Hastings (A)	20-24	Married	M	56
Port Macquarie-Hastings (A)	20-24	Separated	F	8
Port Macquarie-Hastings (A)	20-24	Separated	M	4
Port Macquarie-Hastings (A)	25-34	Divorced	F	116
Port Macquarie-Hastings (A)	25-34	Divorced	M	56
Port Macquarie-Hastings (A)	25-34	Married	F	1447
Port Macquarie-Hastings (A)	25-34	Married	M	1065
Port Macquarie-Hastings (A)	25-34	Separated	F	124
Port Macquarie-Hastings (A)	25-34	Separated	M	77
Port Macquarie-Hastings (A)	25-34	Widowed	F	13
Port Macquarie-Hastings (A)	25-34	Widowed	M	5
Port Macquarie-Hastings (A)	35-44	Divorced	F	445
Port Macquarie-Hastings (A)	35-44	Divorced	M	298
Port Macquarie-Hastings (A)	35-44	Married	F	2430
Port Macquarie-Hastings (A)	35-44	Married	M	2195
Port Macquarie-Hastings (A)	35-44	Separated	F	295
Port Macquarie-Hastings (A)	35-44	Separated	M	184
Port Macquarie-Hastings (A)	35-44	Widowed	F	25
Port Macquarie-Hastings (A)	35-44	Widowed	M	12
Port Macquarie-Hastings (A)	45-54	Divorced	F	1015
Port Macquarie-Hastings (A)	45-54	Divorced	M	645
Port Macquarie-Hastings (A)	45-54	Married	F	3042
Port Macquarie-Hastings (A)	45-54	Married	M	2767
Port Macquarie-Hastings (A)	45-54	Separated	F	386
Port Macquarie-Hastings (A)	45-54	Separated	M	292
Port Macquarie-Hastings (A)	45-54	Widowed	F	109
Port Macquarie-Hastings (A)	45-54	Widowed	M	47
Port Macquarie-Hastings (A)	55-64	Divorced	F	1255
Port Macquarie-Hastings (A)	55-64	Divorced	M	1004
Port Macquarie-Hastings (A)	55-64	Married	F	3551
Port Macquarie-Hastings (A)	55-64	Married	M	3287
Port Macquarie-Hastings (A)	55-64	Separated	F	319
Port Macquarie-Hastings (A)	55-64	Separated	M	297
Port Macquarie-Hastings (A)	55-64	Widowed	F	348
Port Macquarie-Hastings (A)	55-64	Widowed	M	97
Port Macquarie-Hastings (A)	65-74	Divorced	F	971
Port Macquarie-Hastings (A)	65-74	Divorced	M	865
Port Macquarie-Hastings (A)	65-74	Married	F	3842
Port Macquarie-Hastings (A)	65-74	Married	M	4075
Port Macquarie-Hastings (A)	65-74	Separated	F	174
Port Macquarie-Hastings (A)	65-74	Separated	M	224
Port Macquarie-Hastings (A)	65-74	Widowed	F	887
Port Macquarie-Hastings (A)	65-74	Widowed	M	247
Port Macquarie-Hastings (A)	75-84	Divorced	F	357
Port Macquarie-Hastings (A)	75-84	Divorced	M	346
Port Macquarie-Hastings (A)	75-84	Married	F	1815
Port Macquarie-Hastings (A)	75-84	Married	M	2335
Port Macquarie-Hastings (A)	75-84	Separated	F	56
Port Macquarie-Hastings (A)	75-84	Separated	M	75
Port Macquarie-Hastings (A)	75-84	Widowed	F	1422
Port Macquarie-Hastings (A)	75-84	Widowed	M	396
Port Macquarie-Hastings (A)	85+	Divorced	F	91
Port Macquarie-Hastings (A)	85+	Divorced	M	41
Port Macquarie-Hastings (A)	85+	Married	F	346
Port Macquarie-Hastings (A)	85+	Married	M	706
Port Macquarie-Hastings (A)	85+	Separated	F	10
Port Macquarie-Hastings (A)	85+	Separated	M	12
Port Macquarie-Hastings (A)	85+	Widowed	F	1337
Port Macquarie-Hastings (A)	85+	Widowed	M	354
Port Stephens (A)	15-19	Married	F	5
Port Stephens (A)	15-19	Married	M	3
Port Stephens (A)	15-19	Widowed	M	3
Port Stephens (A)	20-24	Divorced	F	6
Port Stephens (A)	20-24	Married	F	100
Port Stephens (A)	20-24	Married	M	57
Port Stephens (A)	20-24	Separated	F	8
Port Stephens (A)	25-34	Divorced	F	82
Port Stephens (A)	25-34	Divorced	M	67
Port Stephens (A)	25-34	Married	F	1526
Port Stephens (A)	25-34	Married	M	1118
Port Stephens (A)	25-34	Separated	F	122
Port Stephens (A)	25-34	Separated	M	91
Port Stephens (A)	25-34	Widowed	F	11
Port Stephens (A)	25-34	Widowed	M	3
Port Stephens (A)	35-44	Divorced	F	406
Port Stephens (A)	35-44	Divorced	M	243
Port Stephens (A)	35-44	Married	F	2345
Port Stephens (A)	35-44	Married	M	2175
Port Stephens (A)	35-44	Separated	F	229
Port Stephens (A)	35-44	Separated	M	186
Port Stephens (A)	35-44	Widowed	F	36
Port Stephens (A)	35-44	Widowed	M	13
Port Stephens (A)	45-54	Divorced	F	842
Port Stephens (A)	45-54	Divorced	M	621
Port Stephens (A)	45-54	Married	F	2818
Port Stephens (A)	45-54	Married	M	2678
Port Stephens (A)	45-54	Separated	F	333
Port Stephens (A)	45-54	Separated	M	241
Port Stephens (A)	45-54	Widowed	F	94
Port Stephens (A)	45-54	Widowed	M	45
Port Stephens (A)	55-64	Divorced	F	994
Port Stephens (A)	55-64	Divorced	M	776
Port Stephens (A)	55-64	Married	F	3219
Port Stephens (A)	55-64	Married	M	3034
Port Stephens (A)	55-64	Separated	F	237
Port Stephens (A)	55-64	Separated	M	217
Port Stephens (A)	55-64	Widowed	F	289
Port Stephens (A)	55-64	Widowed	M	93
Port Stephens (A)	65-74	Divorced	F	757
Port Stephens (A)	65-74	Divorced	M	704
Port Stephens (A)	65-74	Married	F	3076
Port Stephens (A)	65-74	Married	M	3384
Port Stephens (A)	65-74	Separated	F	127
Port Stephens (A)	65-74	Separated	M	174
Port Stephens (A)	65-74	Widowed	F	681
Port Stephens (A)	65-74	Widowed	M	229
Port Stephens (A)	75-84	Divorced	F	243
Port Stephens (A)	75-84	Divorced	M	227
Port Stephens (A)	75-84	Married	F	1192
Port Stephens (A)	75-84	Married	M	1679
Port Stephens (A)	75-84	Separated	F	35
Port Stephens (A)	75-84	Separated	M	58
Port Stephens (A)	75-84	Widowed	F	948
Port Stephens (A)	75-84	Widowed	M	305
Port Stephens (A)	85+	Divorced	F	52
Port Stephens (A)	85+	Divorced	M	32
Port Stephens (A)	85+	Married	F	188
Port Stephens (A)	85+	Married	M	365
Port Stephens (A)	85+	Separated	F	7
Port Stephens (A)	85+	Separated	M	12
Port Stephens (A)	85+	Widowed	F	772
Port Stephens (A)	85+	Widowed	M	228
Queanbeyan-Palerang Regional (A)	15-19	Divorced	F	3
Queanbeyan-Palerang Regional (A)	20-24	Married	F	135
Queanbeyan-Palerang Regional (A)	20-24	Married	M	44
Queanbeyan-Palerang Regional (A)	20-24	Separated	F	8
Queanbeyan-Palerang Regional (A)	20-24	Separated	M	3
Queanbeyan-Palerang Regional (A)	25-34	Divorced	F	119
Queanbeyan-Palerang Regional (A)	25-34	Divorced	M	63
Queanbeyan-Palerang Regional (A)	25-34	Married	F	1870
Queanbeyan-Palerang Regional (A)	25-34	Married	M	1501
Queanbeyan-Palerang Regional (A)	25-34	Separated	F	86
Queanbeyan-Palerang Regional (A)	25-34	Separated	M	66
Queanbeyan-Palerang Regional (A)	25-34	Widowed	F	7
Queanbeyan-Palerang Regional (A)	35-44	Divorced	F	302
Queanbeyan-Palerang Regional (A)	35-44	Divorced	M	220
Queanbeyan-Palerang Regional (A)	35-44	Married	F	2588
Queanbeyan-Palerang Regional (A)	35-44	Married	M	2451
Queanbeyan-Palerang Regional (A)	35-44	Separated	F	156
Queanbeyan-Palerang Regional (A)	35-44	Separated	M	134
Queanbeyan-Palerang Regional (A)	35-44	Widowed	F	16
Queanbeyan-Palerang Regional (A)	35-44	Widowed	M	11
Queanbeyan-Palerang Regional (A)	45-54	Divorced	F	690
Queanbeyan-Palerang Regional (A)	45-54	Divorced	M	563
Queanbeyan-Palerang Regional (A)	45-54	Married	F	2839
Queanbeyan-Palerang Regional (A)	45-54	Married	M	2798
Queanbeyan-Palerang Regional (A)	45-54	Separated	F	217
Queanbeyan-Palerang Regional (A)	45-54	Separated	M	213
Queanbeyan-Palerang Regional (A)	45-54	Widowed	F	79
Queanbeyan-Palerang Regional (A)	45-54	Widowed	M	29
Queanbeyan-Palerang Regional (A)	55-64	Divorced	F	607
Queanbeyan-Palerang Regional (A)	55-64	Divorced	M	557
Queanbeyan-Palerang Regional (A)	55-64	Married	F	2147
Queanbeyan-Palerang Regional (A)	55-64	Married	M	2316
Queanbeyan-Palerang Regional (A)	55-64	Separated	F	133
Queanbeyan-Palerang Regional (A)	55-64	Separated	M	153
Queanbeyan-Palerang Regional (A)	55-64	Widowed	F	194
Queanbeyan-Palerang Regional (A)	55-64	Widowed	M	71
Queanbeyan-Palerang Regional (A)	65-74	Divorced	F	355
Queanbeyan-Palerang Regional (A)	65-74	Divorced	M	309
Queanbeyan-Palerang Regional (A)	65-74	Married	F	1240
Queanbeyan-Palerang Regional (A)	65-74	Married	M	1521
Queanbeyan-Palerang Regional (A)	65-74	Separated	F	63
Queanbeyan-Palerang Regional (A)	65-74	Separated	M	92
Queanbeyan-Palerang Regional (A)	65-74	Widowed	F	321
Queanbeyan-Palerang Regional (A)	65-74	Widowed	M	111
Queanbeyan-Palerang Regional (A)	75-84	Divorced	F	101
Queanbeyan-Palerang Regional (A)	75-84	Divorced	M	97
Queanbeyan-Palerang Regional (A)	75-84	Married	F	387
Queanbeyan-Palerang Regional (A)	75-84	Married	M	612
Queanbeyan-Palerang Regional (A)	75-84	Separated	F	23
Queanbeyan-Palerang Regional (A)	75-84	Separated	M	21
Queanbeyan-Palerang Regional (A)	75-84	Widowed	F	419
Queanbeyan-Palerang Regional (A)	75-84	Widowed	M	132
Queanbeyan-Palerang Regional (A)	85+	Divorced	F	23
Queanbeyan-Palerang Regional (A)	85+	Divorced	M	19
Queanbeyan-Palerang Regional (A)	85+	Married	F	73
Queanbeyan-Palerang Regional (A)	85+	Married	M	131
Queanbeyan-Palerang Regional (A)	85+	Separated	F	4
Queanbeyan-Palerang Regional (A)	85+	Separated	M	7
Queanbeyan-Palerang Regional (A)	85+	Widowed	F	336
Queanbeyan-Palerang Regional (A)	85+	Widowed	M	79
Randwick (C)	15-19	Married	F	14
Randwick (C)	15-19	Married	M	15
Randwick (C)	15-19	Separated	F	4
Randwick (C)	15-19	Separated	M	3
Randwick (C)	15-19	Widowed	F	8
Randwick (C)	20-24	Divorced	F	4
Randwick (C)	20-24	Divorced	M	3
Randwick (C)	20-24	Married	F	142
Randwick (C)	20-24	Married	M	112
Randwick (C)	20-24	Separated	F	5
Randwick (C)	20-24	Separated	M	3
Randwick (C)	20-24	Widowed	F	3
Randwick (C)	20-24	Widowed	M	6
Randwick (C)	25-34	Divorced	F	226
Randwick (C)	25-34	Divorced	M	138
Randwick (C)	25-34	Married	F	3792
Randwick (C)	25-34	Married	M	3080
Randwick (C)	25-34	Separated	F	131
Randwick (C)	25-34	Separated	M	75
Randwick (C)	25-34	Widowed	F	11
Randwick (C)	25-34	Widowed	M	20
Randwick (C)	35-44	Divorced	F	704
Randwick (C)	35-44	Divorced	M	468
Randwick (C)	35-44	Married	F	6081
Randwick (C)	35-44	Married	M	5956
Randwick (C)	35-44	Separated	F	298
Randwick (C)	35-44	Separated	M	240
Randwick (C)	35-44	Widowed	F	36
Randwick (C)	35-44	Widowed	M	8
Randwick (C)	45-54	Divorced	F	1166
Randwick (C)	45-54	Divorced	M	790
Randwick (C)	45-54	Married	F	4921
Randwick (C)	45-54	Married	M	5046
Randwick (C)	45-54	Separated	F	425
Randwick (C)	45-54	Separated	M	309
Randwick (C)	45-54	Widowed	F	146
Randwick (C)	45-54	Widowed	M	34
Randwick (C)	55-64	Divorced	F	1316
Randwick (C)	55-64	Divorced	M	878
Randwick (C)	55-64	Married	F	3658
Randwick (C)	55-64	Married	M	3745
Randwick (C)	55-64	Separated	F	330
Randwick (C)	55-64	Separated	M	293
Randwick (C)	55-64	Widowed	F	332
Randwick (C)	55-64	Widowed	M	87
Randwick (C)	65-74	Divorced	F	963
Randwick (C)	65-74	Divorced	M	675
Randwick (C)	65-74	Married	F	2577
Randwick (C)	65-74	Married	M	2903
Randwick (C)	65-74	Separated	F	198
Randwick (C)	65-74	Separated	M	201
Randwick (C)	65-74	Widowed	F	801
Randwick (C)	65-74	Widowed	M	179
Randwick (C)	75-84	Divorced	F	364
Randwick (C)	75-84	Divorced	M	256
Randwick (C)	75-84	Married	F	1290
Randwick (C)	75-84	Married	M	1790
Randwick (C)	75-84	Separated	F	55
Randwick (C)	75-84	Separated	M	91
Randwick (C)	75-84	Widowed	F	1306
Randwick (C)	75-84	Widowed	M	262
Randwick (C)	85+	Divorced	F	145
Randwick (C)	85+	Divorced	M	55
Randwick (C)	85+	Married	F	305
Randwick (C)	85+	Married	M	598
Randwick (C)	85+	Separated	F	18
Randwick (C)	85+	Separated	M	21
Randwick (C)	85+	Widowed	F	1390
Randwick (C)	85+	Widowed	M	339
Richmond Valley (A)	15-19	Married	F	3
Richmond Valley (A)	20-24	Married	F	36
Richmond Valley (A)	20-24	Married	M	20
Richmond Valley (A)	20-24	Separated	F	10
Richmond Valley (A)	25-34	Divorced	F	33
Richmond Valley (A)	25-34	Divorced	M	23
Richmond Valley (A)	25-34	Married	F	395
Richmond Valley (A)	25-34	Married	M	310
Richmond Valley (A)	25-34	Separated	F	34
Richmond Valley (A)	25-34	Separated	M	16
Richmond Valley (A)	25-34	Widowed	M	3
Richmond Valley (A)	35-44	Divorced	F	126
Richmond Valley (A)	35-44	Divorced	M	80
Richmond Valley (A)	35-44	Married	F	662
Richmond Valley (A)	35-44	Married	M	590
Richmond Valley (A)	35-44	Separated	F	96
Richmond Valley (A)	35-44	Separated	M	58
Richmond Valley (A)	35-44	Widowed	F	10
Richmond Valley (A)	35-44	Widowed	M	4
Richmond Valley (A)	45-54	Divorced	F	276
Richmond Valley (A)	45-54	Divorced	M	204
Richmond Valley (A)	45-54	Married	F	787
Richmond Valley (A)	45-54	Married	M	714
Richmond Valley (A)	45-54	Separated	F	90
Richmond Valley (A)	45-54	Separated	M	96
Richmond Valley (A)	45-54	Widowed	F	39
Richmond Valley (A)	45-54	Widowed	M	12
Richmond Valley (A)	55-64	Divorced	F	318
Richmond Valley (A)	55-64	Divorced	M	323
Richmond Valley (A)	55-64	Married	F	973
Richmond Valley (A)	55-64	Married	M	935
Richmond Valley (A)	55-64	Separated	F	78
Richmond Valley (A)	55-64	Separated	M	83
Richmond Valley (A)	55-64	Widowed	F	118
Richmond Valley (A)	55-64	Widowed	M	31
Richmond Valley (A)	65-74	Divorced	F	207
Richmond Valley (A)	65-74	Divorced	M	249
Richmond Valley (A)	65-74	Married	F	815
Richmond Valley (A)	65-74	Married	M	925
Richmond Valley (A)	65-74	Separated	F	54
Richmond Valley (A)	65-74	Separated	M	78
Richmond Valley (A)	65-74	Widowed	F	239
Richmond Valley (A)	65-74	Widowed	M	72
Richmond Valley (A)	75-84	Divorced	F	74
Richmond Valley (A)	75-84	Divorced	M	100
