LGA_NAME16	Ancestry	responses
Ryde (C)	Filipino	2560
Ryde (C)	French	548
Ryde (C)	German	2315
Ryde (C)	Greek	2073
Ryde (C)	Hungarian	402
Ryde (C)	Indian	5555
Ryde (C)	Irish	8434
Ryde (C)	Italian	7387
Ryde (C)	Korean	5810
Ryde (C)	Lebanese	2091
Ryde (C)	Macedonian	273
Ryde (C)	Maltese	581
Ryde (C)	Maori	249
Ryde (C)	NZ	701
Ryde (C)	(Other)	16896
Ryde (C)	Polish	741
Ryde (C)	Russian	606
Ryde (C)	Scottish	6165
Ryde (C)	Serbian	402
Ryde (C)	South African	419
Ryde (C)	Spanish	784
Ryde (C)	Sri Lankan	947
Ryde (C)	Turkish	284
Ryde (C)	Vietnamese	1071
Ryde (C)	Welsh	493
Shellharbour (C)		3612
Shellharbour (C)	Australian	27039
Shellharbour (C)	Australian Aboriginal	395
Shellharbour (C)	Chinese	503
Shellharbour (C)	Croatian	635
Shellharbour (C)	Dutch	1106
Shellharbour (C)	English	26643
Shellharbour (C)	Filipino	449
Shellharbour (C)	French	311
Shellharbour (C)	German	3160
Shellharbour (C)	Greek	776
Shellharbour (C)	Hungarian	319
Shellharbour (C)	Indian	311
Shellharbour (C)	Irish	6619
Shellharbour (C)	Italian	2813
Shellharbour (C)	Korean	69
Shellharbour (C)	Lebanese	210
Shellharbour (C)	Macedonian	2211
Shellharbour (C)	Maltese	1206
Shellharbour (C)	Maori	331
Shellharbour (C)	NZ	413
Shellharbour (C)	(Other)	4457
Shellharbour (C)	Polish	537
Shellharbour (C)	Russian	130
Shellharbour (C)	Scottish	6181
Shellharbour (C)	Serbian	418
Shellharbour (C)	South African	142
Shellharbour (C)	Spanish	1257
Shellharbour (C)	Sri Lankan	42
Shellharbour (C)	Turkish	395
Shellharbour (C)	Vietnamese	161
Shellharbour (C)	Welsh	694
Shoalhaven (C)		7829
Shoalhaven (C)	Australian	42905
Shoalhaven (C)	Australian Aboriginal	768
Shoalhaven (C)	Chinese	751
Shoalhaven (C)	Croatian	373
Shoalhaven (C)	Dutch	1360
Shoalhaven (C)	English	42934
Shoalhaven (C)	Filipino	502
Shoalhaven (C)	French	475
Shoalhaven (C)	German	3856
Shoalhaven (C)	Greek	667
Shoalhaven (C)	Hungarian	291
Shoalhaven (C)	Indian	393
Shoalhaven (C)	Irish	11762
Shoalhaven (C)	Italian	2169
Shoalhaven (C)	Korean	58
Shoalhaven (C)	Lebanese	135
Shoalhaven (C)	Macedonian	77
Shoalhaven (C)	Maltese	763
Shoalhaven (C)	Maori	285
Shoalhaven (C)	NZ	639
Shoalhaven (C)	(Other)	4282
Shoalhaven (C)	Polish	569
Shoalhaven (C)	Russian	249
Shoalhaven (C)	Scottish	10319
Shoalhaven (C)	Serbian	116
Shoalhaven (C)	South African	211
Shoalhaven (C)	Spanish	342
Shoalhaven (C)	Sri Lankan	59
Shoalhaven (C)	Turkish	43
Shoalhaven (C)	Vietnamese	106
Shoalhaven (C)	Welsh	791
Singleton (A)		1872
Singleton (A)	Australian	10853
Singleton (A)	Australian Aboriginal	91
Singleton (A)	Chinese	132
Singleton (A)	Croatian	18
Singleton (A)	Dutch	304
Singleton (A)	English	9595
Singleton (A)	Filipino	157
Singleton (A)	French	112
Singleton (A)	German	1100
Singleton (A)	Greek	55
Singleton (A)	Hungarian	45
Singleton (A)	Indian	67
Singleton (A)	Irish	2619
Singleton (A)	Italian	300
Singleton (A)	Korean	17
Singleton (A)	Lebanese	23
Singleton (A)	Maltese	120
Singleton (A)	Maori	130
Singleton (A)	NZ	216
Singleton (A)	(Other)	647
Singleton (A)	Polish	102
Singleton (A)	Russian	36
Singleton (A)	Scottish	2341
Singleton (A)	Serbian	10
Singleton (A)	South African	79
Singleton (A)	Spanish	48
Singleton (A)	Sri Lankan	10
Singleton (A)	Turkish	7
Singleton (A)	Vietnamese	33
Singleton (A)	Welsh	117
Snowy Monaro Regional (A)		1968
Snowy Monaro Regional (A)	Australian	8348
Snowy Monaro Regional (A)	Australian Aboriginal	35
Snowy Monaro Regional (A)	Chinese	177
Snowy Monaro Regional (A)	Croatian	62
Snowy Monaro Regional (A)	Dutch	352
Snowy Monaro Regional (A)	English	7922
Snowy Monaro Regional (A)	Filipino	55
Snowy Monaro Regional (A)	French	114
Snowy Monaro Regional (A)	German	1093
Snowy Monaro Regional (A)	Greek	89
Snowy Monaro Regional (A)	Hungarian	70
Snowy Monaro Regional (A)	Indian	52
Snowy Monaro Regional (A)	Irish	2493
Snowy Monaro Regional (A)	Italian	457
Snowy Monaro Regional (A)	Korean	32
Snowy Monaro Regional (A)	Lebanese	104
Snowy Monaro Regional (A)	Macedonian	24
Snowy Monaro Regional (A)	Maltese	59
Snowy Monaro Regional (A)	Maori	56
Snowy Monaro Regional (A)	NZ	169
Snowy Monaro Regional (A)	(Other)	1151
Snowy Monaro Regional (A)	Polish	144
Snowy Monaro Regional (A)	Russian	86
Snowy Monaro Regional (A)	Scottish	2238
Snowy Monaro Regional (A)	Serbian	33
Snowy Monaro Regional (A)	South African	45
Snowy Monaro Regional (A)	Spanish	46
Snowy Monaro Regional (A)	Sri Lankan	10
Snowy Monaro Regional (A)	Turkish	16
Snowy Monaro Regional (A)	Vietnamese	14
Snowy Monaro Regional (A)	Welsh	122
Snowy Valleys (A)		1473
Snowy Valleys (A)	Australian	6548
Snowy Valleys (A)	Australian Aboriginal	97
Snowy Valleys (A)	Chinese	101
Snowy Valleys (A)	Croatian	23
Snowy Valleys (A)	Dutch	148
Snowy Valleys (A)	English	5600
Snowy Valleys (A)	Filipino	50
Snowy Valleys (A)	French	52
Snowy Valleys (A)	German	654
Snowy Valleys (A)	Greek	31
Snowy Valleys (A)	Hungarian	19
Snowy Valleys (A)	Indian	35
Snowy Valleys (A)	Irish	1687
Snowy Valleys (A)	Italian	139
Snowy Valleys (A)	Korean	7
Snowy Valleys (A)	Lebanese	8
Snowy Valleys (A)	Macedonian	10
Snowy Valleys (A)	Maltese	21
Snowy Valleys (A)	Maori	73
Snowy Valleys (A)	NZ	104
Snowy Valleys (A)	(Other)	484
Snowy Valleys (A)	Polish	47
Snowy Valleys (A)	Russian	16
Snowy Valleys (A)	Scottish	1353
Snowy Valleys (A)	Serbian	6
Snowy Valleys (A)	South African	66
Snowy Valleys (A)	Spanish	12
Snowy Valleys (A)	Vietnamese	4
Snowy Valleys (A)	Welsh	43
Strathfield (A)		2846
Strathfield (A)	Australian	3518
Strathfield (A)	Australian Aboriginal	15
Strathfield (A)	Chinese	8332
Strathfield (A)	Croatian	248
Strathfield (A)	Dutch	92
Strathfield (A)	English	3614
Strathfield (A)	Filipino	668
Strathfield (A)	French	122
Strathfield (A)	German	396
Strathfield (A)	Greek	868
Strathfield (A)	Hungarian	129
Strathfield (A)	Indian	5185
Strathfield (A)	Irish	1537
Strathfield (A)	Italian	1978
Strathfield (A)	Korean	3681
Strathfield (A)	Lebanese	2464
Strathfield (A)	Macedonian	40
Strathfield (A)	Maltese	143
Strathfield (A)	Maori	78
Strathfield (A)	NZ	113
Strathfield (A)	(Other)	6722
Strathfield (A)	Polish	172
Strathfield (A)	Russian	235
Strathfield (A)	Scottish	862
Strathfield (A)	Serbian	109
Strathfield (A)	South African	45
Strathfield (A)	Spanish	213
Strathfield (A)	Sri Lankan	882
Strathfield (A)	Turkish	172
Strathfield (A)	Vietnamese	1031
Strathfield (A)	Welsh	42
Sutherland Shire (A)		9453
Sutherland Shire (A)	Australian	79909
Sutherland Shire (A)	Australian Aboriginal	347
Sutherland Shire (A)	Chinese	7583
Sutherland Shire (A)	Croatian	1671
Sutherland Shire (A)	Dutch	2746
Sutherland Shire (A)	English	83866
Sutherland Shire (A)	Filipino	1723
Sutherland Shire (A)	French	1536
Sutherland Shire (A)	German	7448
Sutherland Shire (A)	Greek	7605
Sutherland Shire (A)	Hungarian	732
Sutherland Shire (A)	Indian	2121
Sutherland Shire (A)	Irish	28879
Sutherland Shire (A)	Italian	9673
Sutherland Shire (A)	Korean	360
Sutherland Shire (A)	Lebanese	2452
Sutherland Shire (A)	Macedonian	1798
Sutherland Shire (A)	Maltese	2351
Sutherland Shire (A)	Maori	1235
Sutherland Shire (A)	NZ	2000
Sutherland Shire (A)	(Other)	18005
Sutherland Shire (A)	Polish	1573
Sutherland Shire (A)	Russian	1373
Sutherland Shire (A)	Scottish	20864
Sutherland Shire (A)	Serbian	559
Sutherland Shire (A)	South African	1042
Sutherland Shire (A)	Spanish	1319
Sutherland Shire (A)	Sri Lankan	257
Sutherland Shire (A)	Turkish	288
Sutherland Shire (A)	Vietnamese	607
Sutherland Shire (A)	Welsh	1686
Sydney (C)		26450
Sydney (C)	Australian	31968
Sydney (C)	Australian Aboriginal	586
Sydney (C)	Chinese	36166
Sydney (C)	Croatian	879
Sydney (C)	Dutch	2150
Sydney (C)	English	48686
Sydney (C)	Filipino	2355
Sydney (C)	French	3052
Sydney (C)	German	6443
Sydney (C)	Greek	3531
Sydney (C)	Hungarian	918
Sydney (C)	Indian	4302
Sydney (C)	Irish	21524
Sydney (C)	Italian	7164
Sydney (C)	Korean	3955
Sydney (C)	Lebanese	1475
Sydney (C)	Macedonian	422
Sydney (C)	Maltese	813
Sydney (C)	Maori	782
Sydney (C)	NZ	1755
Sydney (C)	(Other)	35142
Sydney (C)	Polish	1961
Sydney (C)	Russian	2121
Sydney (C)	Scottish	14328
Sydney (C)	Serbian	701
Sydney (C)	South African	748
Sydney (C)	Spanish	2247
Sydney (C)	Sri Lankan	617
Sydney (C)	Turkish	718
Sydney (C)	Vietnamese	2751
Sydney (C)	Welsh	1270
Tamworth Regional (A)		4751
Tamworth Regional (A)	Australian	28751
Tamworth Regional (A)	Australian Aboriginal	526
Tamworth Regional (A)	Chinese	616
Tamworth Regional (A)	Croatian	51
Tamworth Regional (A)	Dutch	501
Tamworth Regional (A)	English	24110
Tamworth Regional (A)	Filipino	436
Tamworth Regional (A)	French	251
Tamworth Regional (A)	German	2585
Tamworth Regional (A)	Greek	118
Tamworth Regional (A)	Hungarian	60
Tamworth Regional (A)	Indian	341
Tamworth Regional (A)	Irish	6899
Tamworth Regional (A)	Italian	675
Tamworth Regional (A)	Korean	173
Tamworth Regional (A)	Lebanese	103
Tamworth Regional (A)	Macedonian	15
Tamworth Regional (A)	Maltese	175
Tamworth Regional (A)	Maori	179
Tamworth Regional (A)	NZ	291
Tamworth Regional (A)	(Other)	1696
Tamworth Regional (A)	Polish	126
Tamworth Regional (A)	Russian	65
Tamworth Regional (A)	Scottish	5928
Tamworth Regional (A)	Serbian	11
Tamworth Regional (A)	South African	150
Tamworth Regional (A)	Spanish	83
Tamworth Regional (A)	Sri Lankan	43
Tamworth Regional (A)	Turkish	8
Tamworth Regional (A)	Vietnamese	70
Tamworth Regional (A)	Welsh	259
Temora (A)		394
Temora (A)	Australian	2752
Temora (A)	Australian Aboriginal	21
Temora (A)	Chinese	30
Temora (A)	Croatian	3
Temora (A)	Dutch	41
Temora (A)	English	2543
Temora (A)	Filipino	43
Temora (A)	French	17
Temora (A)	German	560
Temora (A)	Greek	21
Temora (A)	Indian	22
Temora (A)	Irish	780
Temora (A)	Italian	59
Temora (A)	Lebanese	13
Temora (A)	Maltese	6
Temora (A)	Maori	5
Temora (A)	NZ	17
Temora (A)	(Other)	100
Temora (A)	Polish	21
Temora (A)	Scottish	660
Temora (A)	Serbian	4
Temora (A)	South African	7
Temora (A)	Spanish	5
Temora (A)	Sri Lankan	7
Temora (A)	Vietnamese	20
Temora (A)	Welsh	26
Tenterfield (A)		759
Tenterfield (A)	Australian	2665
Tenterfield (A)	Australian Aboriginal	142
Tenterfield (A)	Chinese	22
Tenterfield (A)	Croatian	5
Tenterfield (A)	Dutch	61
Tenterfield (A)	English	2525
Tenterfield (A)	Filipino	27
Tenterfield (A)	French	29
Tenterfield (A)	German	502
Tenterfield (A)	Greek	12
Tenterfield (A)	Hungarian	4
Tenterfield (A)	Indian	14
Tenterfield (A)	Irish	900
Tenterfield (A)	Italian	157
Tenterfield (A)	Maltese	12
Tenterfield (A)	Maori	19
Tenterfield (A)	NZ	24
Tenterfield (A)	(Other)	190
Tenterfield (A)	Polish	14
Tenterfield (A)	Russian	15
Tenterfield (A)	Scottish	718
Tenterfield (A)	Serbian	3
Tenterfield (A)	South African	3
Tenterfield (A)	Spanish	10
Tenterfield (A)	Sri Lankan	5
Tenterfield (A)	Turkish	3
Tenterfield (A)	Vietnamese	3
Tenterfield (A)	Welsh	40
The Hills Shire (A)		5206
The Hills Shire (A)	Australian	39462
The Hills Shire (A)	Australian Aboriginal	100
The Hills Shire (A)	Chinese	19829
The Hills Shire (A)	Croatian	1526
The Hills Shire (A)	Dutch	2030
The Hills Shire (A)	English	42166
The Hills Shire (A)	Filipino	3499
The Hills Shire (A)	French	840
The Hills Shire (A)	German	4318
The Hills Shire (A)	Greek	2200
The Hills Shire (A)	Hungarian	575
The Hills Shire (A)	Indian	9918
The Hills Shire (A)	Irish	13548
The Hills Shire (A)	Italian	7859
The Hills Shire (A)	Korean	3419
The Hills Shire (A)	Lebanese	3352
The Hills Shire (A)	Macedonian	178
The Hills Shire (A)	Maltese	2825
The Hills Shire (A)	Maori	378
The Hills Shire (A)	NZ	1257
The Hills Shire (A)	(Other)	20579
The Hills Shire (A)	Polish	1373
The Hills Shire (A)	Russian	804
The Hills Shire (A)	Scottish	10878
The Hills Shire (A)	Serbian	521
The Hills Shire (A)	South African	1584
The Hills Shire (A)	Spanish	1189
The Hills Shire (A)	Sri Lankan	2289
The Hills Shire (A)	Turkish	604
The Hills Shire (A)	Vietnamese	761
The Hills Shire (A)	Welsh	846
Tweed (A)		6936
Tweed (A)	Australian	36073
Tweed (A)	Australian Aboriginal	504
Tweed (A)	Chinese	749
Tweed (A)	Croatian	194
Tweed (A)	Dutch	1293
Tweed (A)	English	39452
Tweed (A)	Filipino	613
Tweed (A)	French	616
Tweed (A)	German	3947
Tweed (A)	Greek	466
Tweed (A)	Hungarian	202
Tweed (A)	Indian	602
Tweed (A)	Irish	12892
Tweed (A)	Italian	2067
Tweed (A)	Korean	45
Tweed (A)	Lebanese	126
Tweed (A)	Macedonian	23
Tweed (A)	Maltese	366
Tweed (A)	Maori	574
Tweed (A)	NZ	1043
Tweed (A)	(Other)	4937
Tweed (A)	Polish	402
Tweed (A)	Russian	187
Tweed (A)	Scottish	10491
Tweed (A)	Serbian	52
Tweed (A)	South African	262
Tweed (A)	Spanish	311
Tweed (A)	Sri Lankan	52
Tweed (A)	Turkish	41
Tweed (A)	Vietnamese	62
Tweed (A)	Welsh	679
Upper Hunter Shire (A)		1393
Upper Hunter Shire (A)	Australian	6675
Upper Hunter Shire (A)	Australian Aboriginal	62
Upper Hunter Shire (A)	Chinese	89
Upper Hunter Shire (A)	Croatian	6
Upper Hunter Shire (A)	Dutch	120
Upper Hunter Shire (A)	English	5708
Upper Hunter Shire (A)	Filipino	98
Upper Hunter Shire (A)	French	38
Upper Hunter Shire (A)	German	523
Upper Hunter Shire (A)	Greek	19
Upper Hunter Shire (A)	Hungarian	17
Upper Hunter Shire (A)	Indian	41
Upper Hunter Shire (A)	Irish	1633
Upper Hunter Shire (A)	Italian	162
Upper Hunter Shire (A)	Korean	9
Upper Hunter Shire (A)	Lebanese	20
Upper Hunter Shire (A)	Maltese	38
Upper Hunter Shire (A)	Maori	38
Upper Hunter Shire (A)	NZ	71
Upper Hunter Shire (A)	(Other)	307
Upper Hunter Shire (A)	Polish	20
Upper Hunter Shire (A)	Russian	14
Upper Hunter Shire (A)	Scottish	1424
Upper Hunter Shire (A)	Serbian	5
Upper Hunter Shire (A)	South African	28
Upper Hunter Shire (A)	Spanish	22
Upper Hunter Shire (A)	Sri Lankan	8
Upper Hunter Shire (A)	Vietnamese	39
Upper Hunter Shire (A)	Welsh	69
Upper Lachlan Shire (A)		642
Upper Lachlan Shire (A)	Australian	3433
Upper Lachlan Shire (A)	Australian Aboriginal	12
Upper Lachlan Shire (A)	Chinese	32
Upper Lachlan Shire (A)	Croatian	15
Upper Lachlan Shire (A)	Dutch	105
Upper Lachlan Shire (A)	English	3111
Upper Lachlan Shire (A)	Filipino	12
Upper Lachlan Shire (A)	French	34
Upper Lachlan Shire (A)	German	221
Upper Lachlan Shire (A)	Greek	29
Upper Lachlan Shire (A)	Hungarian	17
Upper Lachlan Shire (A)	Indian	6
Upper Lachlan Shire (A)	Irish	1245
Upper Lachlan Shire (A)	Italian	72
Upper Lachlan Shire (A)	Lebanese	19
Upper Lachlan Shire (A)	Macedonian	3
Upper Lachlan Shire (A)	Maltese	57
Upper Lachlan Shire (A)	Maori	12
Upper Lachlan Shire (A)	NZ	31
Upper Lachlan Shire (A)	(Other)	185
Upper Lachlan Shire (A)	Polish	25
Upper Lachlan Shire (A)	Russian	17
Upper Lachlan Shire (A)	Scottish	927
Upper Lachlan Shire (A)	Serbian	4
Upper Lachlan Shire (A)	South African	9
Upper Lachlan Shire (A)	Spanish	11
Upper Lachlan Shire (A)	Sri Lankan	6
Upper Lachlan Shire (A)	Welsh	45
Uralla (A)		436
Uralla (A)	Australian	2971
Uralla (A)	Australian Aboriginal	23
Uralla (A)	Chinese	12
Uralla (A)	Dutch	64
Uralla (A)	English	2475
Uralla (A)	Filipino	9
Uralla (A)	French	37
Uralla (A)	German	325
Uralla (A)	Greek	8
Uralla (A)	Hungarian	3
Uralla (A)	Indian	7
Uralla (A)	Irish	757
Uralla (A)	Italian	60
Uralla (A)	Lebanese	9
Uralla (A)	Maltese	19
Uralla (A)	Maori	13
Uralla (A)	NZ	43
Uralla (A)	(Other)	173
Uralla (A)	Polish	21
Uralla (A)	Russian	10
Uralla (A)	Scottish	678
Uralla (A)	South African	22
Uralla (A)	Spanish	10
Uralla (A)	Vietnamese	3
Uralla (A)	Welsh	27
Wagga Wagga (C)		3932
Wagga Wagga (C)	Australian	26878
Wagga Wagga (C)	Australian Aboriginal	452
Wagga Wagga (C)	Chinese	722
Wagga Wagga (C)	Croatian	84
Wagga Wagga (C)	Dutch	712
Wagga Wagga (C)	English	24765
Wagga Wagga (C)	Filipino	493
Wagga Wagga (C)	French	301
Wagga Wagga (C)	German	3330
Wagga Wagga (C)	Greek	273
Wagga Wagga (C)	Hungarian	80
Wagga Wagga (C)	Indian	854
Wagga Wagga (C)	Irish	8909
Wagga Wagga (C)	Italian	1113
Wagga Wagga (C)	Korean	75
Wagga Wagga (C)	Lebanese	96
Wagga Wagga (C)	Macedonian	14
Wagga Wagga (C)	Maltese	152
Wagga Wagga (C)	Maori	142
Wagga Wagga (C)	NZ	280
Wagga Wagga (C)	(Other)	3314
Wagga Wagga (C)	Polish	221
Wagga Wagga (C)	Russian	57
Wagga Wagga (C)	Scottish	6682
Wagga Wagga (C)	Serbian	36
Wagga Wagga (C)	South African	178
Wagga Wagga (C)	Spanish	139
Wagga Wagga (C)	Sri Lankan	119
Wagga Wagga (C)	Turkish	4
Wagga Wagga (C)	Vietnamese	81
Wagga Wagga (C)	Welsh	275
Walcha (A)		375
Walcha (A)	Australian	1472
Walcha (A)	Australian Aboriginal	30
Walcha (A)	Chinese	10
Walcha (A)	Croatian	3
Walcha (A)	Dutch	12
Walcha (A)	English	1168
Walcha (A)	Filipino	4
Walcha (A)	French	10
Walcha (A)	German	115
Walcha (A)	Greek	6
Walcha (A)	Indian	4
Walcha (A)	Irish	310
Walcha (A)	Italian	30
Walcha (A)	Lebanese	6
Walcha (A)	Maltese	5
Walcha (A)	Maori	14
Walcha (A)	NZ	24
Walcha (A)	(Other)	61
Walcha (A)	Polish	3
Walcha (A)	Russian	7
Walcha (A)	Scottish	375
Walcha (A)	Spanish	5
Walcha (A)	Welsh	16
Walgett (A)		790
Walgett (A)	Australian	2762
Walgett (A)	Australian Aboriginal	550
Walgett (A)	Chinese	36
Walgett (A)	Croatian	45
Walgett (A)	Dutch	63
Walgett (A)	English	1727
Walgett (A)	Filipino	48
Walgett (A)	French	22
Walgett (A)	German	208
Walgett (A)	Greek	13
Walgett (A)	Hungarian	27
Walgett (A)	Indian	34
Walgett (A)	Irish	517
Walgett (A)	Italian	51
Walgett (A)	Korean	7
Walgett (A)	Lebanese	7
Walgett (A)	Macedonian	8
Walgett (A)	Maltese	9
Walgett (A)	Maori	21
Walgett (A)	NZ	23
Walgett (A)	(Other)	280
Walgett (A)	Polish	25
Walgett (A)	Russian	3
Walgett (A)	Scottish	436
Walgett (A)	Serbian	58
Walgett (A)	South African	5
Walgett (A)	Spanish	18
Walgett (A)	Turkish	4
Walgett (A)	Welsh	16
Warren (A)		283
Warren (A)	Australian	1297
Warren (A)	Australian Aboriginal	22
Warren (A)	Chinese	13
Warren (A)	Dutch	12
Warren (A)	English	1113
Warren (A)	Filipino	13
Warren (A)	French	14
Warren (A)	German	54
Warren (A)	Irish	339
Warren (A)	Italian	23
Warren (A)	Lebanese	4
Warren (A)	NZ	4
Warren (A)	(Other)	46
Warren (A)	Polish	4
Warren (A)	Scottish	259
Warren (A)	South African	3
Warren (A)	Welsh	4
Warrumbungle Shire (A)		998
Warrumbungle Shire (A)	Australian	4465
Warrumbungle Shire (A)	Australian Aboriginal	84
Warrumbungle Shire (A)	Chinese	49
Warrumbungle Shire (A)	Croatian	4
Warrumbungle Shire (A)	Dutch	80
Warrumbungle Shire (A)	English	3790
Warrumbungle Shire (A)	Filipino	24
Warrumbungle Shire (A)	French	33
Warrumbungle Shire (A)	German	337
Warrumbungle Shire (A)	Greek	38
Warrumbungle Shire (A)	Hungarian	12
Warrumbungle Shire (A)	Indian	34
Warrumbungle Shire (A)	Irish	935
Warrumbungle Shire (A)	Italian	82
Warrumbungle Shire (A)	Korean	7
Warrumbungle Shire (A)	Lebanese	10
Warrumbungle Shire (A)	Macedonian	5
Warrumbungle Shire (A)	Maltese	21
Warrumbungle Shire (A)	Maori	19
Warrumbungle Shire (A)	NZ	37
Warrumbungle Shire (A)	(Other)	211
Warrumbungle Shire (A)	Polish	19
Warrumbungle Shire (A)	Russian	8
Warrumbungle Shire (A)	Scottish	947
Warrumbungle Shire (A)	Serbian	4
Warrumbungle Shire (A)	South African	18
Warrumbungle Shire (A)	Spanish	14
Warrumbungle Shire (A)	Sri Lankan	3
Warrumbungle Shire (A)	Vietnamese	6
Warrumbungle Shire (A)	Welsh	30
Waverley (A)		7328
Waverley (A)	Australian	13931
Waverley (A)	Australian Aboriginal	55
Waverley (A)	Chinese	2172
Waverley (A)	Croatian	342
Waverley (A)	Dutch	757
Waverley (A)	English	19353
Waverley (A)	Filipino	522
Waverley (A)	French	1325
Waverley (A)	German	2781
Waverley (A)	Greek	1514
Waverley (A)	Hungarian	1153
Waverley (A)	Indian	585
Waverley (A)	Irish	8133
Waverley (A)	Italian	3309
Waverley (A)	Korean	238
Waverley (A)	Lebanese	396
Waverley (A)	Macedonian	96
Waverley (A)	Maltese	266
Waverley (A)	Maori	246
Waverley (A)	NZ	903
Waverley (A)	(Other)	12264
Waverley (A)	Polish	1654
Waverley (A)	Russian	1756
Waverley (A)	Scottish	4881
Waverley (A)	Serbian	175
Waverley (A)	South African	2328
Waverley (A)	Spanish	981
Waverley (A)	Sri Lankan	110
Waverley (A)	Turkish	134
Waverley (A)	Vietnamese	160
Waverley (A)	Welsh	473
Weddin (A)		335
Weddin (A)	Australian	1688
Weddin (A)	Australian Aboriginal	10
Weddin (A)	Chinese	14
Weddin (A)	Dutch	36
Weddin (A)	English	1585
Weddin (A)	Filipino	17
Weddin (A)	French	4
Weddin (A)	German	114
Weddin (A)	Greek	9
Weddin (A)	Hungarian	8
Weddin (A)	Indian	14
Weddin (A)	Irish	417
Weddin (A)	Italian	31
Weddin (A)	Maltese	12
Weddin (A)	Maori	4
Weddin (A)	NZ	9
Weddin (A)	(Other)	57
Weddin (A)	Polish	5
Weddin (A)	Russian	3
Weddin (A)	Scottish	399
Weddin (A)	Spanish	4
Weddin (A)	Vietnamese	3
Weddin (A)	Welsh	16
Wentworth (A)		822
Wentworth (A)	Australian	2773
Wentworth (A)	Australian Aboriginal	288
Wentworth (A)	Chinese	13
Wentworth (A)	Croatian	23
Wentworth (A)	Dutch	58
Wentworth (A)	English	2472
Wentworth (A)	Filipino	21
Wentworth (A)	French	21
Wentworth (A)	German	349
Wentworth (A)	Greek	20
Wentworth (A)	Hungarian	19
Wentworth (A)	Indian	9
Wentworth (A)	Irish	625
Wentworth (A)	Italian	340
Wentworth (A)	Maltese	18
Wentworth (A)	Maori	11
Wentworth (A)	NZ	30
Wentworth (A)	(Other)	161
Wentworth (A)	Polish	18
Wentworth (A)	Russian	7
Wentworth (A)	Scottish	672
Wentworth (A)	Spanish	3
Wentworth (A)	Turkish	9
Wentworth (A)	Welsh	32
Western Plains Regional (A)		4800
Western Plains Regional (A)	Australian	23709
Western Plains Regional (A)	Australian Aboriginal	739
Western Plains Regional (A)	Chinese	511
Western Plains Regional (A)	Croatian	37
Western Plains Regional (A)	Dutch	508
Western Plains Regional (A)	English	19216
Western Plains Regional (A)	Filipino	280
Western Plains Regional (A)	French	201
Western Plains Regional (A)	German	1631
Western Plains Regional (A)	Greek	181
Western Plains Regional (A)	Hungarian	40
Western Plains Regional (A)	Indian	495
Western Plains Regional (A)	Irish	6141
Western Plains Regional (A)	Italian	602
Western Plains Regional (A)	Korean	63
Western Plains Regional (A)	Lebanese	97
Western Plains Regional (A)	Macedonian	11
Western Plains Regional (A)	Maltese	117
Western Plains Regional (A)	Maori	150
Western Plains Regional (A)	NZ	208
Western Plains Regional (A)	(Other)	1733
Western Plains Regional (A)	Polish	142
Western Plains Regional (A)	Russian	56
Western Plains Regional (A)	Scottish	4468
Western Plains Regional (A)	Serbian	16
Western Plains Regional (A)	South African	73
Western Plains Regional (A)	Spanish	66
Western Plains Regional (A)	Sri Lankan	112
Western Plains Regional (A)	Turkish	14
Western Plains Regional (A)	Vietnamese	63
Western Plains Regional (A)	Welsh	184
Willoughby (C)		3784
Willoughby (C)	Australian	14998
Willoughby (C)	Australian Aboriginal	32
Willoughby (C)	Chinese	17932
Willoughby (C)	Croatian	679
Willoughby (C)	Dutch	686
Willoughby (C)	English	18118
Willoughby (C)	Filipino	1086
Willoughby (C)	French	583
Willoughby (C)	German	1810
Willoughby (C)	Greek	896
Willoughby (C)	Hungarian	382
Willoughby (C)	Indian	2564
Willoughby (C)	Irish	7061
Willoughby (C)	Italian	2355
Willoughby (C)	Korean	2679
Willoughby (C)	Lebanese	574
Willoughby (C)	Macedonian	136
Willoughby (C)	Maltese	183
Willoughby (C)	Maori	89
Willoughby (C)	NZ	695
Willoughby (C)	(Other)	10254
Willoughby (C)	Polish	558
Willoughby (C)	Russian	462
Willoughby (C)	Scottish	5117
Willoughby (C)	Serbian	155
Willoughby (C)	South African	484
Willoughby (C)	Spanish	406
Willoughby (C)	Sri Lankan	214
Willoughby (C)	Turkish	81
Willoughby (C)	Vietnamese	433
Willoughby (C)	Welsh	425
Wingecarribee (A)		3252
Wingecarribee (A)	Australian	18461
Wingecarribee (A)	Australian Aboriginal	99
Wingecarribee (A)	Chinese	533
Wingecarribee (A)	Croatian	173
Wingecarribee (A)	Dutch	764
Wingecarribee (A)	English	21256
Wingecarribee (A)	Filipino	171
Wingecarribee (A)	French	308
Wingecarribee (A)	German	1902
Wingecarribee (A)	Greek	403
Wingecarribee (A)	Hungarian	190
Wingecarribee (A)	Indian	251
Wingecarribee (A)	Irish	6566
Wingecarribee (A)	Italian	1349
Wingecarribee (A)	Korean	45
Wingecarribee (A)	Lebanese	175
Wingecarribee (A)	Macedonian	74
Wingecarribee (A)	Maltese	301
Wingecarribee (A)	Maori	119
Wingecarribee (A)	NZ	342
Wingecarribee (A)	(Other)	2737
Wingecarribee (A)	Polish	374
Wingecarribee (A)	Russian	148
