LGA_NAME16	CountryOfBirth	persons
The Hills Shire (A)	CHL	252
The Hills Shire (A)	CHN	8067
The Hills Shire (A)	DEU	611
The Hills Shire (A)	EGY	639
The Hills Shire (A)	FJI	787
The Hills Shire (A)	FRA	111
The Hills Shire (A)	GBR	6006
The Hills Shire (A)	GRC	269
The Hills Shire (A)	HKG	1986
The Hills Shire (A)	HRV	381
The Hills Shire (A)	IDN	880
The Hills Shire (A)	IND	5703
The Hills Shire (A)	IRL	561
The Hills Shire (A)	IRN	1675
The Hills Shire (A)	IRQ	174
The Hills Shire (A)	ITA	1096
The Hills Shire (A)	JPN	192
The Hills Shire (A)	KHM	84
The Hills Shire (A)	KOR	2463
The Hills Shire (A)	LBN	778
The Hills Shire (A)	LKA	2334
The Hills Shire (A)	MKD	39
The Hills Shire (A)	MLT	453
The Hills Shire (A)	MMR	169
The Hills Shire (A)	MUS	163
The Hills Shire (A)	MYS	1695
The Hills Shire (A)	NLD	361
The Hills Shire (A)	NPL	143
The Hills Shire (A)	NZL	2281
The Hills Shire (A)	PAK	684
The Hills Shire (A)	PHL	2386
The Hills Shire (A)	PNG	113
The Hills Shire (A)	POL	429
The Hills Shire (A)	SGP	597
The Hills Shire (A)	THA	352
The Hills Shire (A)	TUR	248
The Hills Shire (A)	TWN	488
The Hills Shire (A)	USA	899
The Hills Shire (A)	VNM	561
The Hills Shire (A)	ZAF	2450
The Hills Shire (A)	ZWE	214
Tweed (A)		8657
Tweed (A)	AUS	70497
Tweed (A)	BIH	11
Tweed (A)	CAN	205
Tweed (A)	CHL	24
Tweed (A)	CHN	228
Tweed (A)	DEU	428
Tweed (A)	EGY	26
Tweed (A)	FJI	95
Tweed (A)	FRA	113
Tweed (A)	GBR	5162
Tweed (A)	GRC	32
Tweed (A)	HKG	38
Tweed (A)	HRV	28
Tweed (A)	IDN	63
Tweed (A)	IND	351
Tweed (A)	IRL	191
Tweed (A)	IRN	8
Tweed (A)	IRQ	3
Tweed (A)	ITA	202
Tweed (A)	JPN	164
Tweed (A)	KHM	5
Tweed (A)	KOR	42
Tweed (A)	LBN	14
Tweed (A)	LKA	29
Tweed (A)	MKD	3
Tweed (A)	MLT	76
Tweed (A)	MMR	4
Tweed (A)	MUS	26
Tweed (A)	MYS	91
Tweed (A)	NLD	306
Tweed (A)	NPL	21
Tweed (A)	NZL	2530
Tweed (A)	PAK	16
Tweed (A)	PHL	467
Tweed (A)	PNG	125
Tweed (A)	POL	62
Tweed (A)	SGP	54
Tweed (A)	THA	168
Tweed (A)	TUR	13
Tweed (A)	TWN	33
Tweed (A)	USA	330
Tweed (A)	VNM	35
Tweed (A)	ZAF	311
Tweed (A)	ZWE	64
Upper Hunter Shire (A)		1557
Upper Hunter Shire (A)	AFG	4
Upper Hunter Shire (A)	AUS	11559
Upper Hunter Shire (A)	BGD	8
Upper Hunter Shire (A)	CAN	7
Upper Hunter Shire (A)	CHN	39
Upper Hunter Shire (A)	DEU	33
Upper Hunter Shire (A)	EGY	3
Upper Hunter Shire (A)	FJI	3
Upper Hunter Shire (A)	FRA	6
Upper Hunter Shire (A)	GBR	293
Upper Hunter Shire (A)	HKG	3
Upper Hunter Shire (A)	HRV	3
Upper Hunter Shire (A)	IDN	4
Upper Hunter Shire (A)	IND	31
Upper Hunter Shire (A)	IRL	66
Upper Hunter Shire (A)	ITA	14
Upper Hunter Shire (A)	JPN	3
Upper Hunter Shire (A)	KHM	4
Upper Hunter Shire (A)	KOR	9
Upper Hunter Shire (A)	LBN	4
Upper Hunter Shire (A)	LKA	7
Upper Hunter Shire (A)	MLT	6
Upper Hunter Shire (A)	MMR	3
Upper Hunter Shire (A)	MYS	11
Upper Hunter Shire (A)	NLD	22
Upper Hunter Shire (A)	NPL	5
Upper Hunter Shire (A)	NZL	184
Upper Hunter Shire (A)	PAK	3
Upper Hunter Shire (A)	PHL	84
Upper Hunter Shire (A)	PNG	6
Upper Hunter Shire (A)	SGP	3
Upper Hunter Shire (A)	THA	6
Upper Hunter Shire (A)	TWN	6
Upper Hunter Shire (A)	USA	20
Upper Hunter Shire (A)	VNM	35
Upper Hunter Shire (A)	ZAF	37
Upper Hunter Shire (A)	ZWE	11
Upper Lachlan Shire (A)		792
Upper Lachlan Shire (A)	AUS	6433
Upper Lachlan Shire (A)	CAN	5
Upper Lachlan Shire (A)	CHN	10
Upper Lachlan Shire (A)	DEU	24
Upper Lachlan Shire (A)	FJI	7
Upper Lachlan Shire (A)	FRA	5
Upper Lachlan Shire (A)	GBR	217
Upper Lachlan Shire (A)	GRC	4
Upper Lachlan Shire (A)	HRV	3
Upper Lachlan Shire (A)	IDN	10
Upper Lachlan Shire (A)	IND	3
Upper Lachlan Shire (A)	IRL	13
Upper Lachlan Shire (A)	ITA	9
Upper Lachlan Shire (A)	LBN	5
Upper Lachlan Shire (A)	LKA	3
Upper Lachlan Shire (A)	MKD	3
Upper Lachlan Shire (A)	MLT	5
Upper Lachlan Shire (A)	NLD	12
Upper Lachlan Shire (A)	NZL	69
Upper Lachlan Shire (A)	PHL	7
Upper Lachlan Shire (A)	PNG	4
Upper Lachlan Shire (A)	POL	4
Upper Lachlan Shire (A)	TWN	4
Upper Lachlan Shire (A)	USA	24
Upper Lachlan Shire (A)	ZAF	5
Uralla (A)		547
Uralla (A)	AUS	5137
Uralla (A)	CAN	4
Uralla (A)	CHN	3
Uralla (A)	DEU	21
Uralla (A)	FJI	3
Uralla (A)	FRA	3
Uralla (A)	GBR	165
Uralla (A)	IND	7
Uralla (A)	IRL	4
Uralla (A)	ITA	6
Uralla (A)	JPN	4
Uralla (A)	MYS	4
Uralla (A)	NLD	15
Uralla (A)	NZL	59
Uralla (A)	PHL	4
Uralla (A)	PNG	4
Uralla (A)	SGP	4
Uralla (A)	THA	3
Uralla (A)	USA	18
Uralla (A)	VNM	3
Uralla (A)	ZAF	14
Wagga Wagga (C)		4764
Wagga Wagga (C)	AFG	86
Wagga Wagga (C)	AUS	52510
Wagga Wagga (C)	BGD	82
Wagga Wagga (C)	BIH	9
Wagga Wagga (C)	CAN	63
Wagga Wagga (C)	CHL	21
Wagga Wagga (C)	CHN	264
Wagga Wagga (C)	DEU	127
Wagga Wagga (C)	EGY	98
Wagga Wagga (C)	FJI	53
Wagga Wagga (C)	FRA	31
Wagga Wagga (C)	GBR	1007
Wagga Wagga (C)	GRC	28
Wagga Wagga (C)	HKG	54
Wagga Wagga (C)	HRV	21
Wagga Wagga (C)	IDN	26
Wagga Wagga (C)	IND	651
Wagga Wagga (C)	IRL	82
Wagga Wagga (C)	IRN	83
Wagga Wagga (C)	IRQ	36
Wagga Wagga (C)	ITA	50
Wagga Wagga (C)	JPN	19
Wagga Wagga (C)	KOR	63
Wagga Wagga (C)	LBN	13
Wagga Wagga (C)	LKA	132
Wagga Wagga (C)	MLT	10
Wagga Wagga (C)	MMR	138
Wagga Wagga (C)	MUS	7
Wagga Wagga (C)	MYS	113
Wagga Wagga (C)	NLD	104
Wagga Wagga (C)	NPL	72
Wagga Wagga (C)	NZL	442
Wagga Wagga (C)	PAK	92
Wagga Wagga (C)	PHL	423
Wagga Wagga (C)	PNG	38
Wagga Wagga (C)	POL	26
Wagga Wagga (C)	SGP	29
Wagga Wagga (C)	THA	45
Wagga Wagga (C)	TUR	4
Wagga Wagga (C)	TWN	36
Wagga Wagga (C)	USA	100
Wagga Wagga (C)	VNM	59
Wagga Wagga (C)	ZAF	229
Wagga Wagga (C)	ZWE	85
Walcha (A)		422
Walcha (A)	AUS	2545
Walcha (A)	CHN	6
Walcha (A)	DEU	8
Walcha (A)	GBR	54
Walcha (A)	IND	3
Walcha (A)	MYS	3
Walcha (A)	NLD	4
Walcha (A)	NPL	3
Walcha (A)	NZL	30
Walcha (A)	PHL	3
Walcha (A)	PNG	3
Walcha (A)	USA	5
Walgett (A)		971
Walgett (A)	AUS	4715
Walgett (A)	BIH	10
Walgett (A)	CAN	3
Walgett (A)	CHN	11
Walgett (A)	DEU	41
Walgett (A)	EGY	3
Walgett (A)	FJI	5
Walgett (A)	GBR	95
Walgett (A)	GRC	4
Walgett (A)	HKG	3
Walgett (A)	HRV	24
Walgett (A)	IDN	3
Walgett (A)	IND	22
Walgett (A)	IRL	4
Walgett (A)	ITA	3
Walgett (A)	KOR	3
Walgett (A)	MKD	4
Walgett (A)	MLT	3
Walgett (A)	NLD	11
Walgett (A)	NPL	9
Walgett (A)	NZL	58
Walgett (A)	PAK	14
Walgett (A)	PHL	39
Walgett (A)	PNG	3
Walgett (A)	POL	3
Walgett (A)	TUR	4
Walgett (A)	USA	9
Walgett (A)	ZAF	8
Walgett (A)	ZWE	3
Warren (A)		351
Warren (A)	AUS	2275
Warren (A)	CHN	4
Warren (A)	DEU	10
Warren (A)	FRA	5
Warren (A)	GBR	28
Warren (A)	IRL	12
Warren (A)	NZL	15
Warren (A)	PHL	7
Warren (A)	THA	5
Warren (A)	ZAF	9
Warren (A)	ZWE	3
Warrumbungle Shire (A)		1220
Warrumbungle Shire (A)	AUS	7657
Warrumbungle Shire (A)	BGD	4
Warrumbungle Shire (A)	CAN	10
Warrumbungle Shire (A)	CHL	4
Warrumbungle Shire (A)	CHN	3
Warrumbungle Shire (A)	DEU	39
Warrumbungle Shire (A)	FJI	3
Warrumbungle Shire (A)	FRA	3
Warrumbungle Shire (A)	GBR	193
Warrumbungle Shire (A)	GRC	6
Warrumbungle Shire (A)	HKG	3
Warrumbungle Shire (A)	HRV	4
Warrumbungle Shire (A)	IDN	3
Warrumbungle Shire (A)	IND	26
Warrumbungle Shire (A)	IRL	3
Warrumbungle Shire (A)	ITA	8
Warrumbungle Shire (A)	KOR	7
Warrumbungle Shire (A)	LKA	3
Warrumbungle Shire (A)	MYS	10
Warrumbungle Shire (A)	NLD	26
Warrumbungle Shire (A)	NZL	64
Warrumbungle Shire (A)	PAK	3
Warrumbungle Shire (A)	PHL	26
Warrumbungle Shire (A)	PNG	5
Warrumbungle Shire (A)	POL	5
Warrumbungle Shire (A)	SGP	3
Warrumbungle Shire (A)	THA	4
Warrumbungle Shire (A)	USA	17
Warrumbungle Shire (A)	VNM	4
Warrumbungle Shire (A)	ZAF	18
Waverley (A)		13650
Waverley (A)	AFG	3
Waverley (A)	AUS	33569
Waverley (A)	BGD	35
Waverley (A)	BIH	17
Waverley (A)	CAN	332
Waverley (A)	CHL	336
Waverley (A)	CHN	710
Waverley (A)	DEU	601
Waverley (A)	EGY	131
Waverley (A)	FJI	79
Waverley (A)	FRA	767
Waverley (A)	GBR	5348
Waverley (A)	GRC	211
Waverley (A)	HKG	216
Waverley (A)	HRV	66
Waverley (A)	IDN	173
Waverley (A)	IND	305
Waverley (A)	IRL	1024
Waverley (A)	IRN	98
Waverley (A)	IRQ	34
Waverley (A)	ITA	831
Waverley (A)	JPN	306
Waverley (A)	KHM	12
Waverley (A)	KOR	168
Waverley (A)	LBN	82
Waverley (A)	LKA	54
Waverley (A)	MKD	32
Waverley (A)	MLT	60
Waverley (A)	MMR	16
Waverley (A)	MUS	32
Waverley (A)	MYS	153
Waverley (A)	NLD	181
Waverley (A)	NPL	52
Waverley (A)	NZL	1754
Waverley (A)	PAK	28
Waverley (A)	PHL	407
Waverley (A)	PNG	48
Waverley (A)	POL	341
Waverley (A)	SGP	212
Waverley (A)	THA	208
Waverley (A)	TUR	70
Waverley (A)	TWN	79
Waverley (A)	USA	979
Waverley (A)	VNM	104
Waverley (A)	ZAF	2816
Waverley (A)	ZWE	78
Weddin (A)		394
Weddin (A)	AUS	3082
Weddin (A)	CHN	3
Weddin (A)	DEU	11
Weddin (A)	EGY	5
Weddin (A)	GBR	70
Weddin (A)	GRC	7
Weddin (A)	IND	9
Weddin (A)	ITA	3
Weddin (A)	LKA	3
Weddin (A)	MLT	3
Weddin (A)	MYS	3
Weddin (A)	NLD	9
Weddin (A)	NZL	21
Weddin (A)	PHL	17
Weddin (A)	USA	7
Weddin (A)	VNM	3
Wentworth (A)		812
Wentworth (A)	AUS	5650
Wentworth (A)	CAN	7
Wentworth (A)	CHN	3
Wentworth (A)	DEU	14
Wentworth (A)	FJI	10
Wentworth (A)	GBR	121
Wentworth (A)	HRV	3
Wentworth (A)	IND	8
Wentworth (A)	ITA	46
Wentworth (A)	MLT	3
Wentworth (A)	MYS	3
Wentworth (A)	NLD	9
Wentworth (A)	NZL	65
Wentworth (A)	PHL	14
Wentworth (A)	PNG	5
Wentworth (A)	POL	3
Wentworth (A)	SGP	3
Wentworth (A)	THA	4
Wentworth (A)	TUR	3
Wentworth (A)	USA	9
Western Plains Regional (A)		4665
Western Plains Regional (A)	AFG	7
Western Plains Regional (A)	AUS	42080
Western Plains Regional (A)	BGD	67
Western Plains Regional (A)	CAN	25
Western Plains Regional (A)	CHL	8
Western Plains Regional (A)	CHN	175
Western Plains Regional (A)	DEU	76
Western Plains Regional (A)	EGY	34
Western Plains Regional (A)	FJI	44
Western Plains Regional (A)	FRA	19
Western Plains Regional (A)	GBR	635
Western Plains Regional (A)	GRC	28
Western Plains Regional (A)	HKG	26
Western Plains Regional (A)	HRV	7
Western Plains Regional (A)	IDN	27
Western Plains Regional (A)	IND	371
Western Plains Regional (A)	IRL	43
Western Plains Regional (A)	IRN	27
Western Plains Regional (A)	IRQ	9
Western Plains Regional (A)	ITA	41
Western Plains Regional (A)	JPN	9
Western Plains Regional (A)	KHM	8
Western Plains Regional (A)	KOR	49
Western Plains Regional (A)	LBN	27
Western Plains Regional (A)	LKA	142
Western Plains Regional (A)	MKD	10
Western Plains Regional (A)	MLT	8
Western Plains Regional (A)	MMR	9
Western Plains Regional (A)	MUS	5
Western Plains Regional (A)	MYS	43
Western Plains Regional (A)	NLD	66
Western Plains Regional (A)	NPL	208
Western Plains Regional (A)	NZL	397
Western Plains Regional (A)	PAK	72
Western Plains Regional (A)	PHL	213
Western Plains Regional (A)	PNG	15
Western Plains Regional (A)	POL	14
Western Plains Regional (A)	SGP	21
Western Plains Regional (A)	THA	31
Western Plains Regional (A)	TUR	7
Western Plains Regional (A)	TWN	23
Western Plains Regional (A)	USA	67
Western Plains Regional (A)	VNM	56
Western Plains Regional (A)	ZAF	95
Western Plains Regional (A)	ZWE	82
Willoughby (C)		6198
Willoughby (C)	AFG	25
Willoughby (C)	AUS	36692
Willoughby (C)	BGD	58
Willoughby (C)	BIH	19
Willoughby (C)	CAN	250
Willoughby (C)	CHL	68
Willoughby (C)	CHN	7902
Willoughby (C)	DEU	244
Willoughby (C)	EGY	161
Willoughby (C)	FJI	115
Willoughby (C)	FRA	192
Willoughby (C)	GBR	3091
Willoughby (C)	GRC	146
Willoughby (C)	HKG	2474
Willoughby (C)	HRV	260
Willoughby (C)	IDN	666
Willoughby (C)	IND	1895
Willoughby (C)	IRL	308
Willoughby (C)	IRN	561
Willoughby (C)	IRQ	42
Willoughby (C)	ITA	470
Willoughby (C)	JPN	1425
Willoughby (C)	KHM	36
Willoughby (C)	KOR	2199
Willoughby (C)	LBN	272
Willoughby (C)	LKA	157
Willoughby (C)	MKD	60
Willoughby (C)	MLT	22
Willoughby (C)	MMR	42
Willoughby (C)	MUS	47
Willoughby (C)	MYS	1053
Willoughby (C)	NLD	143
Willoughby (C)	NPL	362
Willoughby (C)	NZL	1381
Willoughby (C)	PAK	130
Willoughby (C)	PHL	897
Willoughby (C)	PNG	260
Willoughby (C)	POL	176
Willoughby (C)	SGP	503
Willoughby (C)	THA	485
Willoughby (C)	TUR	104
Willoughby (C)	TWN	1008
Willoughby (C)	USA	608
Willoughby (C)	VNM	365
Willoughby (C)	ZAF	668
Willoughby (C)	ZWE	56
Wingecarribee (A)		4077
Wingecarribee (A)	AUS	36901
Wingecarribee (A)	BGD	19
Wingecarribee (A)	BIH	3
Wingecarribee (A)	CAN	113
Wingecarribee (A)	CHL	28
Wingecarribee (A)	CHN	208
Wingecarribee (A)	DEU	274
Wingecarribee (A)	EGY	31
Wingecarribee (A)	FJI	53
Wingecarribee (A)	FRA	54
Wingecarribee (A)	GBR	3133
Wingecarribee (A)	GRC	70
Wingecarribee (A)	HKG	78
Wingecarribee (A)	HRV	34
Wingecarribee (A)	IDN	36
Wingecarribee (A)	IND	200
Wingecarribee (A)	IRL	117
Wingecarribee (A)	IRN	19
Wingecarribee (A)	IRQ	10
Wingecarribee (A)	ITA	180
Wingecarribee (A)	JPN	33
Wingecarribee (A)	KHM	11
Wingecarribee (A)	KOR	28
Wingecarribee (A)	LBN	33
Wingecarribee (A)	LKA	25
Wingecarribee (A)	MKD	31
Wingecarribee (A)	MLT	63
Wingecarribee (A)	MMR	8
Wingecarribee (A)	MUS	8
Wingecarribee (A)	MYS	44
Wingecarribee (A)	NLD	196
Wingecarribee (A)	NPL	131
Wingecarribee (A)	NZL	716
Wingecarribee (A)	PAK	10
Wingecarribee (A)	PHL	136
Wingecarribee (A)	PNG	36
Wingecarribee (A)	POL	73
Wingecarribee (A)	SGP	45
Wingecarribee (A)	THA	51
Wingecarribee (A)	TUR	7
Wingecarribee (A)	TWN	42
Wingecarribee (A)	USA	188
Wingecarribee (A)	VNM	59
Wingecarribee (A)	ZAF	229
Wingecarribee (A)	ZWE	39
Wollondilly (A)		3650
Wollondilly (A)	AFG	3
Wollondilly (A)	AUS	39803
Wollondilly (A)	BGD	15
Wollondilly (A)	BIH	17
Wollondilly (A)	CAN	47
Wollondilly (A)	CHL	55
Wollondilly (A)	CHN	124
Wollondilly (A)	DEU	184
Wollondilly (A)	EGY	34
Wollondilly (A)	FJI	52
Wollondilly (A)	FRA	26
Wollondilly (A)	GBR	2216
Wollondilly (A)	GRC	63
Wollondilly (A)	HKG	24
Wollondilly (A)	HRV	97
Wollondilly (A)	IDN	21
Wollondilly (A)	IND	65
Wollondilly (A)	IRL	147
Wollondilly (A)	IRN	15
Wollondilly (A)	IRQ	19
Wollondilly (A)	ITA	206
Wollondilly (A)	JPN	9
Wollondilly (A)	KHM	8
Wollondilly (A)	KOR	18
Wollondilly (A)	LBN	115
Wollondilly (A)	LKA	22
Wollondilly (A)	MKD	22
Wollondilly (A)	MLT	166
Wollondilly (A)	MMR	3
Wollondilly (A)	MUS	20
Wollondilly (A)	MYS	33
Wollondilly (A)	NLD	134
Wollondilly (A)	NPL	4
Wollondilly (A)	NZL	473
Wollondilly (A)	PAK	15
Wollondilly (A)	PHL	105
Wollondilly (A)	PNG	25
Wollondilly (A)	POL	40
Wollondilly (A)	SGP	28
Wollondilly (A)	THA	41
Wollondilly (A)	TUR	14
Wollondilly (A)	TWN	12
Wollondilly (A)	USA	107
Wollondilly (A)	VNM	40
Wollondilly (A)	ZAF	156
Wollondilly (A)	ZWE	32
Wollongong (C)		18259
Wollongong (C)	AFG	34
Wollongong (C)	AUS	147934
Wollongong (C)	BGD	114
Wollongong (C)	BIH	307
Wollongong (C)	CAN	375
Wollongong (C)	CHL	506
Wollongong (C)	CHN	3035
Wollongong (C)	DEU	1117
Wollongong (C)	EGY	164
Wollongong (C)	FJI	194
Wollongong (C)	FRA	206
Wollongong (C)	GBR	10166
Wollongong (C)	GRC	723
Wollongong (C)	HKG	203
Wollongong (C)	HRV	808
Wollongong (C)	IDN	307
Wollongong (C)	IND	1442
Wollongong (C)	IRL	472
Wollongong (C)	IRN	399
Wollongong (C)	IRQ	438
Wollongong (C)	ITA	2617
Wollongong (C)	JPN	173
Wollongong (C)	KHM	32
Wollongong (C)	KOR	308
Wollongong (C)	LBN	617
Wollongong (C)	LKA	303
Wollongong (C)	MKD	2896
Wollongong (C)	MLT	389
Wollongong (C)	MMR	207
Wollongong (C)	MUS	34
Wollongong (C)	MYS	415
Wollongong (C)	NLD	739
Wollongong (C)	NPL	76
Wollongong (C)	NZL	2158
Wollongong (C)	PAK	260
Wollongong (C)	PHL	1056
Wollongong (C)	PNG	100
Wollongong (C)	POL	354
Wollongong (C)	SGP	123
Wollongong (C)	THA	591
Wollongong (C)	TUR	554
Wollongong (C)	TWN	118
Wollongong (C)	USA	681
Wollongong (C)	VNM	938
Wollongong (C)	ZAF	566
Wollongong (C)	ZWE	124
Woollahra (A)		8179
Woollahra (A)	AFG	3
Woollahra (A)	AUS	31550
Woollahra (A)	BGD	14
Woollahra (A)	BIH	12
Woollahra (A)	CAN	250
Woollahra (A)	CHL	78
Woollahra (A)	CHN	797
Woollahra (A)	DEU	390
Woollahra (A)	EGY	127
Woollahra (A)	FJI	58
Woollahra (A)	FRA	384
Woollahra (A)	GBR	3890
Woollahra (A)	GRC	173
Woollahra (A)	HKG	444
Woollahra (A)	HRV	45
Woollahra (A)	IDN	132
Woollahra (A)	IND	243
Woollahra (A)	IRL	388
Woollahra (A)	IRN	118
Woollahra (A)	IRQ	43
Woollahra (A)	ITA	344
Woollahra (A)	JPN	154
Woollahra (A)	KHM	8
Woollahra (A)	KOR	130
Woollahra (A)	LBN	66
Woollahra (A)	LKA	77
Woollahra (A)	MKD	17
Woollahra (A)	MLT	27
Woollahra (A)	MMR	14
Woollahra (A)	MUS	17
Woollahra (A)	MYS	242
Woollahra (A)	NLD	135
Woollahra (A)	NPL	22
Woollahra (A)	NZL	1501
Woollahra (A)	PAK	18
Woollahra (A)	PHL	275
Woollahra (A)	PNG	66
Woollahra (A)	POL	240
Woollahra (A)	SGP	252
Woollahra (A)	THA	126
Woollahra (A)	TUR	52
Woollahra (A)	TWN	60
Woollahra (A)	USA	838
Woollahra (A)	VNM	104
Woollahra (A)	ZAF	2052
Woollahra (A)	ZWE	88
Yass Valley (A)		1323
Yass Valley (A)	AUS	13312
Yass Valley (A)	BGD	3
Yass Valley (A)	BIH	7
Yass Valley (A)	CAN	38
Yass Valley (A)	CHL	7
Yass Valley (A)	CHN	26
Yass Valley (A)	DEU	70
Yass Valley (A)	FJI	13
Yass Valley (A)	FRA	4
Yass Valley (A)	GBR	658
Yass Valley (A)	GRC	14
Yass Valley (A)	HKG	8
Yass Valley (A)	HRV	25
Yass Valley (A)	IDN	8
Yass Valley (A)	IND	23
Yass Valley (A)	IRL	43
Yass Valley (A)	ITA	18
Yass Valley (A)	JPN	8
Yass Valley (A)	KOR	3
Yass Valley (A)	LBN	9
Yass Valley (A)	MLT	5
Yass Valley (A)	MYS	13
Yass Valley (A)	NLD	64
Yass Valley (A)	NZL	189
Yass Valley (A)	PAK	8
Yass Valley (A)	PHL	23
Yass Valley (A)	PNG	29
Yass Valley (A)	POL	10
Yass Valley (A)	SGP	12
Yass Valley (A)	THA	6
Yass Valley (A)	USA	70
Yass Valley (A)	VNM	11
Yass Valley (A)	ZAF	43
Yass Valley (A)	ZWE	15
Unincorporated NSW		145
Unincorporated NSW	AUS	839
Unincorporated NSW	DEU	3
Unincorporated NSW	FJI	3
Unincorporated NSW	GBR	15
Unincorporated NSW	HKG	3
Unincorporated NSW	NZL	22
Unincorporated NSW	PNG	5
Unincorporated NSW	USA	9
No usual address (NSW)		2655
No usual address (NSW)	AFG	4
No usual address (NSW)	AUS	7028
No usual address (NSW)	BGD	21
No usual address (NSW)	BIH	3
No usual address (NSW)	CAN	34
No usual address (NSW)	CHL	25
No usual address (NSW)	CHN	225
No usual address (NSW)	DEU	78
No usual address (NSW)	EGY	23
No usual address (NSW)	FJI	22
No usual address (NSW)	FRA	69
No usual address (NSW)	GBR	584
No usual address (NSW)	GRC	10
No usual address (NSW)	HKG	39
No usual address (NSW)	HRV	10
No usual address (NSW)	IDN	35
No usual address (NSW)	IND	140
No usual address (NSW)	IRL	45
No usual address (NSW)	IRN	20
No usual address (NSW)	IRQ	36
No usual address (NSW)	ITA	49
No usual address (NSW)	JPN	12
No usual address (NSW)	KHM	10
No usual address (NSW)	KOR	39
No usual address (NSW)	LBN	33
No usual address (NSW)	LKA	9
No usual address (NSW)	MKD	5
No usual address (NSW)	MLT	12
No usual address (NSW)	MMR	7
No usual address (NSW)	MUS	9
No usual address (NSW)	MYS	43
No usual address (NSW)	NLD	48
No usual address (NSW)	NPL	30
No usual address (NSW)	NZL	324
No usual address (NSW)	PAK	32
No usual address (NSW)	PHL	89
No usual address (NSW)	PNG	16
No usual address (NSW)	POL	18
No usual address (NSW)	SGP	13
No usual address (NSW)	THA	39
No usual address (NSW)	TUR	18
No usual address (NSW)	TWN	74
No usual address (NSW)	USA	82
No usual address (NSW)	VNM	76
No usual address (NSW)	ZAF	77
No usual address (NSW)	ZWE	9
Migratory - Offshore - Shipping (NSW)		46
Migratory - Offshore - Shipping (NSW)	AUS	232
Migratory - Offshore - Shipping (NSW)	CHL	3
Migratory - Offshore - Shipping (NSW)	CHN	20
Migratory - Offshore - Shipping (NSW)	GBR	21
Migratory - Offshore - Shipping (NSW)	HKG	5
Migratory - Offshore - Shipping (NSW)	HRV	3
Migratory - Offshore - Shipping (NSW)	IRL	3
Migratory - Offshore - Shipping (NSW)	ITA	7
Migratory - Offshore - Shipping (NSW)	KOR	3
Migratory - Offshore - Shipping (NSW)	MKD	7
Migratory - Offshore - Shipping (NSW)	MLT	3
Migratory - Offshore - Shipping (NSW)	NLD	3
Migratory - Offshore - Shipping (NSW)	NZL	18
Migratory - Offshore - Shipping (NSW)	PHL	3
Migratory - Offshore - Shipping (NSW)	VNM	13
Alpine (S)		1380
Alpine (S)	AUS	9423
Alpine (S)	BIH	4
Alpine (S)	CAN	34
Alpine (S)	CHL	3
Alpine (S)	CHN	11
Alpine (S)	DEU	112
Alpine (S)	EGY	3
Alpine (S)	FJI	4
Alpine (S)	FRA	21
Alpine (S)	GBR	528
Alpine (S)	GRC	19
Alpine (S)	HKG	5
Alpine (S)	HRV	15
Alpine (S)	IDN	7
Alpine (S)	IND	20
Alpine (S)	IRL	17
Alpine (S)	ITA	278
Alpine (S)	JPN	4
Alpine (S)	KOR	4
Alpine (S)	LBN	7
Alpine (S)	LKA	3
Alpine (S)	MLT	9
Alpine (S)	MMR	7
Alpine (S)	MYS	17
Alpine (S)	NLD	62
Alpine (S)	NPL	13
Alpine (S)	NZL	160
Alpine (S)	PHL	44
Alpine (S)	PNG	3
Alpine (S)	POL	12
Alpine (S)	SGP	6
Alpine (S)	THA	16
Alpine (S)	TWN	13
Alpine (S)	USA	39
Alpine (S)	VNM	3
Alpine (S)	ZAF	17
Alpine (S)	ZWE	3
Ararat (RC)		1052
Ararat (RC)	AUS	9546
Ararat (RC)	CAN	8
Ararat (RC)	CHN	19
Ararat (RC)	DEU	47
Ararat (RC)	EGY	3
Ararat (RC)	FJI	7
Ararat (RC)	FRA	4
Ararat (RC)	GBR	268
Ararat (RC)	GRC	10
Ararat (RC)	HKG	9
Ararat (RC)	HRV	12
Ararat (RC)	IDN	4
Ararat (RC)	IND	69
Ararat (RC)	IRL	10
Ararat (RC)	ITA	23
Ararat (RC)	KHM	3
Ararat (RC)	KOR	8
Ararat (RC)	LBN	4
Ararat (RC)	LKA	11
Ararat (RC)	MLT	9
Ararat (RC)	MUS	5
Ararat (RC)	MYS	5
Ararat (RC)	NLD	39
Ararat (RC)	NZL	181
Ararat (RC)	PAK	22
Ararat (RC)	PHL	76
Ararat (RC)	PNG	9
Ararat (RC)	POL	12
Ararat (RC)	SGP	4
Ararat (RC)	THA	11
Ararat (RC)	TUR	10
Ararat (RC)	TWN	42
Ararat (RC)	USA	16
Ararat (RC)	VNM	23
Ararat (RC)	ZAF	13
Ararat (RC)	ZWE	3
Ballarat (C)		7892
Ballarat (C)	AFG	13
Ballarat (C)	AUS	85068
Ballarat (C)	BGD	64
Ballarat (C)	BIH	13
Ballarat (C)	CAN	95
Ballarat (C)	CHL	18
Ballarat (C)	CHN	717
Ballarat (C)	DEU	288
Ballarat (C)	EGY	34
Ballarat (C)	FJI	68
Ballarat (C)	FRA	36
Ballarat (C)	GBR	2570
Ballarat (C)	GRC	65
Ballarat (C)	HKG	45
Ballarat (C)	HRV	119
Ballarat (C)	IDN	54
