LGA_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Wollondilly (A)	Real estate agent	0	9
Wollondilly (A)	Real estate agent	3937	3
Wollondilly (A)	Real estate agent	7875	18
Wollondilly (A)	Real estate agent	10500	24
Wollondilly (A)	Real estate agent	11812	50
Wollondilly (A)	Real estate agent	14437	227
Wollondilly (A)	Real estate agent	18375	548
Wollondilly (A)	Real estate agent	23625	287
Wollondilly (A)	Real estate agent	28875	130
Wollondilly (A)	Real estate agent	34125	39
Wollondilly (A)	Real estate agent	39375	20
Wollondilly (A)	Real estate agent	44625	3
Wollondilly (A)	State or territory housing authority	3937	4
Wollondilly (A)	State or territory housing authority	5250	10
Wollondilly (A)	State or territory housing authority	7875	66
Wollondilly (A)	State or territory housing authority	10500	17
Wollondilly (A)	State or territory housing authority	11812	15
Wollondilly (A)	State or territory housing authority	14437	13
Wollondilly (A)	State or territory housing authority	18375	14
Wollongong (C)		0	165
Wollongong (C)		3937	4
Wollongong (C)		5250	32
Wollongong (C)		7875	17
Wollongong (C)		10500	18
Wollongong (C)		11812	15
Wollongong (C)		14437	16
Wollongong (C)		18375	12
Wollongong (C)		23625	6
Wollongong (C)		34125	3
Wollongong (C)	(Other)	0	32
Wollongong (C)	(Other)	5250	50
Wollongong (C)	(Other)	7875	40
Wollongong (C)	(Other)	10500	36
Wollongong (C)	(Other)	11812	60
Wollongong (C)	(Other)	14437	57
Wollongong (C)	(Other)	18375	64
Wollongong (C)	(Other)	23625	24
Wollongong (C)	(Other)	28875	5
Wollongong (C)	(Other)	34125	5
Wollongong (C)	(Other)	49875	4
Wollongong (C)	Co-op/church group etc	0	22
Wollongong (C)	Co-op/church group etc	3937	27
Wollongong (C)	Co-op/church group etc	5250	76
Wollongong (C)	Co-op/church group etc	7875	81
Wollongong (C)	Co-op/church group etc	10500	42
Wollongong (C)	Co-op/church group etc	11812	35
Wollongong (C)	Co-op/church group etc	14437	37
Wollongong (C)	Co-op/church group etc	18375	18
Wollongong (C)	Co-op/church group etc	23625	7
Wollongong (C)	Co-op/church group etc	28875	3
Wollongong (C)	Co-op/church group etc	34125	3
Wollongong (C)	Person not in same household	0	233
Wollongong (C)	Person not in same household	3937	20
Wollongong (C)	Person not in same household	5250	128
Wollongong (C)	Person not in same household	7875	260
Wollongong (C)	Person not in same household	10500	229
Wollongong (C)	Person not in same household	11812	427
Wollongong (C)	Person not in same household	14437	679
Wollongong (C)	Person not in same household	18375	905
Wollongong (C)	Person not in same household	23625	365
Wollongong (C)	Person not in same household	28875	132
Wollongong (C)	Person not in same household	34125	58
Wollongong (C)	Person not in same household	39375	25
Wollongong (C)	Person not in same household	44625	11
Wollongong (C)	Person not in same household	49875	19
Wollongong (C)	Real estate agent	0	35
Wollongong (C)	Real estate agent	3937	6
Wollongong (C)	Real estate agent	5250	83
Wollongong (C)	Real estate agent	7875	354
Wollongong (C)	Real estate agent	10500	386
Wollongong (C)	Real estate agent	11812	1113
Wollongong (C)	Real estate agent	14437	2591
Wollongong (C)	Real estate agent	18375	4058
Wollongong (C)	Real estate agent	23625	2227
Wollongong (C)	Real estate agent	28875	842
Wollongong (C)	Real estate agent	34125	287
Wollongong (C)	Real estate agent	39375	105
Wollongong (C)	Real estate agent	44625	53
Wollongong (C)	Real estate agent	49875	39
Wollongong (C)	State or territory housing authority	0	290
Wollongong (C)	State or territory housing authority	3937	214
Wollongong (C)	State or territory housing authority	5250	2139
Wollongong (C)	State or territory housing authority	7875	924
Wollongong (C)	State or territory housing authority	10500	407
Wollongong (C)	State or territory housing authority	11812	271
Wollongong (C)	State or territory housing authority	14437	399
Wollongong (C)	State or territory housing authority	18375	317
Wollongong (C)	State or territory housing authority	23625	38
Wollongong (C)	State or territory housing authority	28875	5
Wollongong (C)	State or territory housing authority	34125	3
Wollongong (C)	State or territory housing authority	49875	3
Woollahra (A)		0	102
Woollahra (A)		18375	3
Woollahra (A)		23625	3
Woollahra (A)		28875	7
Woollahra (A)		34125	6
Woollahra (A)		39375	3
Woollahra (A)		44625	4
Woollahra (A)		49875	3
Woollahra (A)	(Other)	0	18
Woollahra (A)	(Other)	10500	4
Woollahra (A)	(Other)	11812	4
Woollahra (A)	(Other)	14437	11
Woollahra (A)	(Other)	18375	7
Woollahra (A)	(Other)	23625	8
Woollahra (A)	(Other)	28875	4
Woollahra (A)	(Other)	34125	3
Woollahra (A)	(Other)	39375	4
Woollahra (A)	(Other)	44625	8
Woollahra (A)	(Other)	49875	16
Woollahra (A)	Co-op/church group etc	0	3
Woollahra (A)	Co-op/church group etc	3937	3
Woollahra (A)	Co-op/church group etc	5250	3
Woollahra (A)	Co-op/church group etc	7875	3
Woollahra (A)	Co-op/church group etc	34125	4
Woollahra (A)	Person not in same household	0	151
Woollahra (A)	Person not in same household	3937	3
Woollahra (A)	Person not in same household	5250	15
Woollahra (A)	Person not in same household	7875	19
Woollahra (A)	Person not in same household	10500	34
Woollahra (A)	Person not in same household	11812	27
Woollahra (A)	Person not in same household	14437	64
Woollahra (A)	Person not in same household	18375	106
Woollahra (A)	Person not in same household	23625	164
Woollahra (A)	Person not in same household	28875	194
Woollahra (A)	Person not in same household	34125	185
Woollahra (A)	Person not in same household	39375	143
Woollahra (A)	Person not in same household	44625	98
Woollahra (A)	Person not in same household	49875	360
Woollahra (A)	Real estate agent	0	12
Woollahra (A)	Real estate agent	5250	13
Woollahra (A)	Real estate agent	7875	11
Woollahra (A)	Real estate agent	10500	16
Woollahra (A)	Real estate agent	11812	40
Woollahra (A)	Real estate agent	14437	231
Woollahra (A)	Real estate agent	18375	525
Woollahra (A)	Real estate agent	23625	718
Woollahra (A)	Real estate agent	28875	1039
Woollahra (A)	Real estate agent	34125	869
Woollahra (A)	Real estate agent	39375	564
Woollahra (A)	Real estate agent	44625	405
Woollahra (A)	Real estate agent	49875	1343
Woollahra (A)	State or territory housing authority	0	3
Woollahra (A)	State or territory housing authority	3937	7
Woollahra (A)	State or territory housing authority	5250	25
Woollahra (A)	State or territory housing authority	7875	15
Woollahra (A)	State or territory housing authority	10500	3
Woollahra (A)	State or territory housing authority	44625	4
Yass Valley (A)		0	39
Yass Valley (A)	(Other)	0	22
Yass Valley (A)	(Other)	3937	3
Yass Valley (A)	(Other)	7875	6
Yass Valley (A)	(Other)	10500	6
Yass Valley (A)	(Other)	11812	7
Yass Valley (A)	(Other)	14437	6
Yass Valley (A)	(Other)	18375	6
Yass Valley (A)	(Other)	23625	3
Yass Valley (A)	Co-op/church group etc	3937	16
Yass Valley (A)	Co-op/church group etc	5250	4
Yass Valley (A)	Co-op/church group etc	7875	6
Yass Valley (A)	Person not in same household	0	52
Yass Valley (A)	Person not in same household	5250	17
Yass Valley (A)	Person not in same household	7875	29
Yass Valley (A)	Person not in same household	10500	24
Yass Valley (A)	Person not in same household	11812	42
Yass Valley (A)	Person not in same household	14437	87
Yass Valley (A)	Person not in same household	18375	65
Yass Valley (A)	Person not in same household	23625	30
Yass Valley (A)	Person not in same household	28875	11
Yass Valley (A)	Person not in same household	34125	3
Yass Valley (A)	Person not in same household	39375	3
Yass Valley (A)	Person not in same household	49875	3
Yass Valley (A)	Real estate agent	0	3
Yass Valley (A)	Real estate agent	5250	3
Yass Valley (A)	Real estate agent	7875	8
Yass Valley (A)	Real estate agent	10500	13
Yass Valley (A)	Real estate agent	11812	37
Yass Valley (A)	Real estate agent	14437	125
Yass Valley (A)	Real estate agent	18375	124
Yass Valley (A)	Real estate agent	23625	34
Yass Valley (A)	Real estate agent	28875	20
Yass Valley (A)	Real estate agent	34125	6
Yass Valley (A)	State or territory housing authority	5250	3
Yass Valley (A)	State or territory housing authority	7875	21
Yass Valley (A)	State or territory housing authority	10500	3
Yass Valley (A)	State or territory housing authority	11812	16
Yass Valley (A)	State or territory housing authority	14437	19
Unincorporated NSW		0	18
Unincorporated NSW	(Other)	0	13
Unincorporated NSW	(Other)	3937	3
Unincorporated NSW	(Other)	5250	6
Unincorporated NSW	(Other)	18375	4
Unincorporated NSW	Co-op/church group etc	5250	3
Unincorporated NSW	Person not in same household	0	3
Unincorporated NSW	Person not in same household	7875	3
Unincorporated NSW	Person not in same household	10500	3
Unincorporated NSW	Person not in same household	11812	3
Unincorporated NSW	Person not in same household	14437	3
Unincorporated NSW	Person not in same household	18375	3
Unincorporated NSW	Person not in same household	34125	3
Unincorporated NSW	State or territory housing authority	5250	4
Alpine (S)		0	32
Alpine (S)	(Other)	0	15
Alpine (S)	(Other)	3937	3
Alpine (S)	(Other)	5250	9
Alpine (S)	(Other)	7875	5
Alpine (S)	(Other)	10500	7
Alpine (S)	(Other)	11812	9
Alpine (S)	(Other)	14437	3
Alpine (S)	Co-op/church group etc	7875	3
Alpine (S)	Person not in same household	0	45
Alpine (S)	Person not in same household	3937	16
Alpine (S)	Person not in same household	5250	48
Alpine (S)	Person not in same household	7875	87
Alpine (S)	Person not in same household	10500	60
Alpine (S)	Person not in same household	11812	43
Alpine (S)	Person not in same household	14437	34
Alpine (S)	Person not in same household	18375	15
Alpine (S)	Person not in same household	28875	4
Alpine (S)	Person not in same household	49875	3
Alpine (S)	Real estate agent	5250	23
Alpine (S)	Real estate agent	7875	98
Alpine (S)	Real estate agent	10500	79
Alpine (S)	Real estate agent	11812	144
Alpine (S)	Real estate agent	14437	105
Alpine (S)	Real estate agent	18375	46
Alpine (S)	Real estate agent	49875	3
Alpine (S)	State or territory housing authority	0	3
Alpine (S)	State or territory housing authority	3937	4
Alpine (S)	State or territory housing authority	5250	35
Alpine (S)	State or territory housing authority	7875	19
Alpine (S)	State or territory housing authority	10500	6
Alpine (S)	State or territory housing authority	11812	6
Ararat (RC)		0	35
Ararat (RC)		7875	4
Ararat (RC)	(Other)	0	25
Ararat (RC)	(Other)	5250	15
Ararat (RC)	(Other)	7875	14
Ararat (RC)	(Other)	10500	6
Ararat (RC)	(Other)	18375	3
Ararat (RC)	Co-op/church group etc	0	3
Ararat (RC)	Co-op/church group etc	5250	3
Ararat (RC)	Person not in same household	0	51
Ararat (RC)	Person not in same household	3937	8
Ararat (RC)	Person not in same household	5250	52
Ararat (RC)	Person not in same household	7875	66
Ararat (RC)	Person not in same household	10500	45
Ararat (RC)	Person not in same household	11812	29
Ararat (RC)	Person not in same household	14437	21
Ararat (RC)	Person not in same household	18375	6
Ararat (RC)	Person not in same household	49875	3
Ararat (RC)	Real estate agent	3937	3
Ararat (RC)	Real estate agent	5250	38
Ararat (RC)	Real estate agent	7875	123
Ararat (RC)	Real estate agent	10500	70
Ararat (RC)	Real estate agent	11812	132
Ararat (RC)	Real estate agent	14437	58
Ararat (RC)	Real estate agent	18375	18
Ararat (RC)	Real estate agent	23625	7
Ararat (RC)	Real estate agent	34125	3
Ararat (RC)	Real estate agent	49875	3
Ararat (RC)	State or territory housing authority	0	10
Ararat (RC)	State or territory housing authority	3937	9
Ararat (RC)	State or territory housing authority	5250	53
Ararat (RC)	State or territory housing authority	7875	17
Ararat (RC)	State or territory housing authority	10500	17
Ararat (RC)	State or territory housing authority	11812	5
Ballarat (C)		0	81
Ballarat (C)		5250	18
Ballarat (C)		7875	9
Ballarat (C)		10500	9
Ballarat (C)		11812	14
Ballarat (C)		14437	11
Ballarat (C)		18375	10
Ballarat (C)		23625	3
Ballarat (C)		28875	3
Ballarat (C)		49875	4
Ballarat (C)	(Other)	0	35
Ballarat (C)	(Other)	3937	7
Ballarat (C)	(Other)	5250	13
Ballarat (C)	(Other)	7875	26
Ballarat (C)	(Other)	10500	15
Ballarat (C)	(Other)	11812	28
Ballarat (C)	(Other)	14437	29
Ballarat (C)	(Other)	18375	23
Ballarat (C)	(Other)	23625	4
Ballarat (C)	Co-op/church group etc	0	12
Ballarat (C)	Co-op/church group etc	3937	21
Ballarat (C)	Co-op/church group etc	5250	65
Ballarat (C)	Co-op/church group etc	7875	87
Ballarat (C)	Co-op/church group etc	10500	48
Ballarat (C)	Co-op/church group etc	11812	34
Ballarat (C)	Co-op/church group etc	14437	8
Ballarat (C)	Co-op/church group etc	18375	4
Ballarat (C)	Co-op/church group etc	23625	3
Ballarat (C)	Person not in same household	0	122
Ballarat (C)	Person not in same household	3937	27
Ballarat (C)	Person not in same household	5250	172
Ballarat (C)	Person not in same household	7875	268
Ballarat (C)	Person not in same household	10500	305
Ballarat (C)	Person not in same household	11812	490
Ballarat (C)	Person not in same household	14437	290
Ballarat (C)	Person not in same household	18375	112
Ballarat (C)	Person not in same household	23625	36
Ballarat (C)	Person not in same household	28875	13
Ballarat (C)	Person not in same household	34125	3
Ballarat (C)	Person not in same household	39375	3
Ballarat (C)	Person not in same household	49875	11
Ballarat (C)	Real estate agent	0	22
Ballarat (C)	Real estate agent	3937	20
Ballarat (C)	Real estate agent	5250	273
Ballarat (C)	Real estate agent	7875	751
Ballarat (C)	Real estate agent	10500	725
Ballarat (C)	Real estate agent	11812	2571
Ballarat (C)	Real estate agent	14437	2460
Ballarat (C)	Real estate agent	18375	870
Ballarat (C)	Real estate agent	23625	119
Ballarat (C)	Real estate agent	28875	24
Ballarat (C)	Real estate agent	34125	16
Ballarat (C)	Real estate agent	39375	4
Ballarat (C)	Real estate agent	44625	4
Ballarat (C)	Real estate agent	49875	10
Ballarat (C)	State or territory housing authority	0	75
Ballarat (C)	State or territory housing authority	3937	66
Ballarat (C)	State or territory housing authority	5250	670
Ballarat (C)	State or territory housing authority	7875	273
Ballarat (C)	State or territory housing authority	10500	136
Ballarat (C)	State or territory housing authority	11812	140
Ballarat (C)	State or territory housing authority	14437	23
Ballarat (C)	State or territory housing authority	18375	8
Ballarat (C)	State or territory housing authority	34125	4
Banyule (C)		0	96
Banyule (C)		3937	3
Banyule (C)		5250	5
Banyule (C)		7875	3
Banyule (C)		10500	5
Banyule (C)		11812	8
Banyule (C)		14437	13
Banyule (C)		18375	9
Banyule (C)		23625	4
Banyule (C)		28875	5
Banyule (C)	(Other)	0	7
Banyule (C)	(Other)	3937	6
Banyule (C)	(Other)	5250	17
Banyule (C)	(Other)	7875	18
Banyule (C)	(Other)	10500	9
Banyule (C)	(Other)	11812	60
Banyule (C)	(Other)	14437	63
Banyule (C)	(Other)	18375	34
Banyule (C)	(Other)	23625	13
Banyule (C)	(Other)	28875	3
Banyule (C)	Co-op/church group etc	0	10
Banyule (C)	Co-op/church group etc	3937	27
Banyule (C)	Co-op/church group etc	5250	45
Banyule (C)	Co-op/church group etc	7875	52
Banyule (C)	Co-op/church group etc	10500	20
Banyule (C)	Co-op/church group etc	11812	33
Banyule (C)	Co-op/church group etc	14437	31
Banyule (C)	Co-op/church group etc	18375	7
Banyule (C)	Person not in same household	0	166
Banyule (C)	Person not in same household	3937	12
Banyule (C)	Person not in same household	5250	77
Banyule (C)	Person not in same household	7875	95
Banyule (C)	Person not in same household	10500	103
Banyule (C)	Person not in same household	11812	161
Banyule (C)	Person not in same household	14437	430
Banyule (C)	Person not in same household	18375	405
Banyule (C)	Person not in same household	23625	164
Banyule (C)	Person not in same household	28875	52
Banyule (C)	Person not in same household	34125	26
Banyule (C)	Person not in same household	39375	12
Banyule (C)	Person not in same household	44625	4
Banyule (C)	Person not in same household	49875	26
Banyule (C)	Real estate agent	0	17
Banyule (C)	Real estate agent	3937	9
Banyule (C)	Real estate agent	5250	28
Banyule (C)	Real estate agent	7875	30
Banyule (C)	Real estate agent	10500	42
Banyule (C)	Real estate agent	11812	266
Banyule (C)	Real estate agent	14437	2080
Banyule (C)	Real estate agent	18375	2944
Banyule (C)	Real estate agent	23625	1050
Banyule (C)	Real estate agent	28875	264
Banyule (C)	Real estate agent	34125	93
Banyule (C)	Real estate agent	39375	44
Banyule (C)	Real estate agent	44625	14
Banyule (C)	Real estate agent	49875	68
Banyule (C)	State or territory housing authority	0	75
Banyule (C)	State or territory housing authority	3937	56
Banyule (C)	State or territory housing authority	5250	542
Banyule (C)	State or territory housing authority	7875	191
Banyule (C)	State or territory housing authority	10500	114
Banyule (C)	State or territory housing authority	11812	136
Banyule (C)	State or territory housing authority	14437	138
Banyule (C)	State or territory housing authority	18375	79
Banyule (C)	State or territory housing authority	23625	19
Banyule (C)	State or territory housing authority	28875	7
Banyule (C)	State or territory housing authority	34125	5
Bass Coast (S)		0	82
Bass Coast (S)		5250	3
Bass Coast (S)		7875	3
Bass Coast (S)		10500	8
Bass Coast (S)		11812	5
Bass Coast (S)		14437	3
Bass Coast (S)		18375	4
Bass Coast (S)	(Other)	0	18
Bass Coast (S)	(Other)	3937	8
Bass Coast (S)	(Other)	5250	20
Bass Coast (S)	(Other)	7875	18
Bass Coast (S)	(Other)	10500	7
Bass Coast (S)	(Other)	11812	14
Bass Coast (S)	(Other)	14437	6
Bass Coast (S)	(Other)	18375	7
Bass Coast (S)	Co-op/church group etc	5250	18
Bass Coast (S)	Co-op/church group etc	7875	14
Bass Coast (S)	Co-op/church group etc	10500	7
Bass Coast (S)	Co-op/church group etc	11812	12
Bass Coast (S)	Co-op/church group etc	18375	3
Bass Coast (S)	Person not in same household	0	86
Bass Coast (S)	Person not in same household	3937	10
Bass Coast (S)	Person not in same household	5250	66
Bass Coast (S)	Person not in same household	7875	133
Bass Coast (S)	Person not in same household	10500	148
Bass Coast (S)	Person not in same household	11812	168
Bass Coast (S)	Person not in same household	14437	106
Bass Coast (S)	Person not in same household	18375	38
Bass Coast (S)	Person not in same household	23625	9
Bass Coast (S)	Person not in same household	28875	3
Bass Coast (S)	Person not in same household	49875	3
Bass Coast (S)	Real estate agent	0	3
Bass Coast (S)	Real estate agent	5250	26
Bass Coast (S)	Real estate agent	7875	119
Bass Coast (S)	Real estate agent	10500	237
Bass Coast (S)	Real estate agent	11812	708
Bass Coast (S)	Real estate agent	14437	612
Bass Coast (S)	Real estate agent	18375	232
Bass Coast (S)	Real estate agent	23625	10
Bass Coast (S)	Real estate agent	28875	3
Bass Coast (S)	Real estate agent	39375	3
Bass Coast (S)	Real estate agent	49875	6
Bass Coast (S)	State or territory housing authority	0	11
Bass Coast (S)	State or territory housing authority	3937	9
Bass Coast (S)	State or territory housing authority	5250	117
Bass Coast (S)	State or territory housing authority	7875	46
Bass Coast (S)	State or territory housing authority	10500	17
Bass Coast (S)	State or territory housing authority	11812	18
Bass Coast (S)	State or territory housing authority	14437	3
Bass Coast (S)	State or territory housing authority	18375	3
Bass Coast (S)	State or territory housing authority	23625	3
Baw Baw (S)		0	72
Baw Baw (S)		3937	3
Baw Baw (S)		5250	3
Baw Baw (S)		7875	8
Baw Baw (S)		11812	3
Baw Baw (S)		14437	11
Baw Baw (S)	(Other)	0	31
Baw Baw (S)	(Other)	3937	6
Baw Baw (S)	(Other)	5250	19
Baw Baw (S)	(Other)	7875	43
Baw Baw (S)	(Other)	10500	10
Baw Baw (S)	(Other)	11812	13
Baw Baw (S)	(Other)	14437	7
Baw Baw (S)	Co-op/church group etc	0	3
Baw Baw (S)	Co-op/church group etc	5250	17
Baw Baw (S)	Co-op/church group etc	7875	12
Baw Baw (S)	Co-op/church group etc	10500	4
Baw Baw (S)	Person not in same household	0	126
Baw Baw (S)	Person not in same household	3937	12
Baw Baw (S)	Person not in same household	5250	73
Baw Baw (S)	Person not in same household	7875	134
Baw Baw (S)	Person not in same household	10500	143
Baw Baw (S)	Person not in same household	11812	190
Baw Baw (S)	Person not in same household	14437	156
Baw Baw (S)	Person not in same household	18375	46
Baw Baw (S)	Person not in same household	23625	6
Baw Baw (S)	Person not in same household	28875	5
Baw Baw (S)	Person not in same household	34125	3
Baw Baw (S)	Person not in same household	39375	6
Baw Baw (S)	Person not in same household	49875	3
Baw Baw (S)	Real estate agent	0	3
Baw Baw (S)	Real estate agent	5250	24
Baw Baw (S)	Real estate agent	7875	128
Baw Baw (S)	Real estate agent	10500	168
Baw Baw (S)	Real estate agent	11812	616
Baw Baw (S)	Real estate agent	14437	830
Baw Baw (S)	Real estate agent	18375	292
Baw Baw (S)	Real estate agent	23625	21
Baw Baw (S)	Real estate agent	28875	7
Baw Baw (S)	State or territory housing authority	0	19
Baw Baw (S)	State or territory housing authority	3937	11
Baw Baw (S)	State or territory housing authority	5250	131
Baw Baw (S)	State or territory housing authority	7875	55
Baw Baw (S)	State or territory housing authority	10500	25
Baw Baw (S)	State or territory housing authority	11812	31
Baw Baw (S)	State or territory housing authority	14437	3
Bayside (C)		0	103
Bayside (C)		3937	3
Bayside (C)		5250	5
Bayside (C)		11812	3
Bayside (C)		18375	4
Bayside (C)		28875	5
Bayside (C)		34125	3
Bayside (C)		44625	3
Bayside (C)	(Other)	0	12
Bayside (C)	(Other)	3937	3
Bayside (C)	(Other)	5250	10
Bayside (C)	(Other)	7875	6
Bayside (C)	(Other)	10500	3
Bayside (C)	(Other)	11812	9
Bayside (C)	(Other)	14437	4
Bayside (C)	(Other)	18375	6
Bayside (C)	(Other)	23625	3
Bayside (C)	(Other)	28875	4
Bayside (C)	(Other)	34125	4
Bayside (C)	(Other)	44625	3
Bayside (C)	(Other)	49875	10
Bayside (C)	Co-op/church group etc	0	9
Bayside (C)	Co-op/church group etc	5250	16
Bayside (C)	Co-op/church group etc	7875	44
Bayside (C)	Co-op/church group etc	10500	15
Bayside (C)	Co-op/church group etc	11812	15
Bayside (C)	Co-op/church group etc	18375	3
Bayside (C)	Co-op/church group etc	23625	3
Bayside (C)	Co-op/church group etc	28875	3
Bayside (C)	Person not in same household	0	168
Bayside (C)	Person not in same household	3937	11
Bayside (C)	Person not in same household	5250	35
Bayside (C)	Person not in same household	7875	36
Bayside (C)	Person not in same household	10500	47
Bayside (C)	Person not in same household	11812	81
Bayside (C)	Person not in same household	14437	160
Bayside (C)	Person not in same household	18375	228
Bayside (C)	Person not in same household	23625	217
Bayside (C)	Person not in same household	28875	110
Bayside (C)	Person not in same household	34125	63
Bayside (C)	Person not in same household	39375	65
Bayside (C)	Person not in same household	44625	37
Bayside (C)	Person not in same household	49875	130
Bayside (C)	Real estate agent	0	12
Bayside (C)	Real estate agent	3937	3
Bayside (C)	Real estate agent	5250	10
Bayside (C)	Real estate agent	7875	23
Bayside (C)	Real estate agent	10500	28
Bayside (C)	Real estate agent	11812	109
Bayside (C)	Real estate agent	14437	522
Bayside (C)	Real estate agent	18375	1272
Bayside (C)	Real estate agent	23625	1073
Bayside (C)	Real estate agent	28875	659
Bayside (C)	Real estate agent	34125	419
Bayside (C)	Real estate agent	39375	366
Bayside (C)	Real estate agent	44625	256
Bayside (C)	Real estate agent	49875	636
Bayside (C)	State or territory housing authority	0	38
Bayside (C)	State or territory housing authority	3937	32
Bayside (C)	State or territory housing authority	5250	405
Bayside (C)	State or territory housing authority	7875	96
Bayside (C)	State or territory housing authority	10500	51
Bayside (C)	State or territory housing authority	11812	38
Bayside (C)	State or territory housing authority	14437	53
Bayside (C)	State or territory housing authority	18375	21
Bayside (C)	State or territory housing authority	23625	7
Benalla (RC)		0	19
Benalla (RC)		7875	8
Benalla (RC)	(Other)	0	9
Benalla (RC)	(Other)	5250	3
Benalla (RC)	(Other)	7875	3
Benalla (RC)	(Other)	10500	3
Benalla (RC)	(Other)	11812	7
Benalla (RC)	Co-op/church group etc	5250	9
Benalla (RC)	Co-op/church group etc	7875	3
Benalla (RC)	Person not in same household	0	34
Benalla (RC)	Person not in same household	3937	5
Benalla (RC)	Person not in same household	5250	31
Benalla (RC)	Person not in same household	7875	62
Benalla (RC)	Person not in same household	10500	48
Benalla (RC)	Person not in same household	11812	52
Benalla (RC)	Person not in same household	14437	28
Benalla (RC)	Person not in same household	18375	9
Benalla (RC)	Real estate agent	0	3
Benalla (RC)	Real estate agent	3937	3
Benalla (RC)	Real estate agent	5250	39
Benalla (RC)	Real estate agent	7875	190
Benalla (RC)	Real estate agent	10500	132
Benalla (RC)	Real estate agent	11812	199
Benalla (RC)	Real estate agent	14437	120
Benalla (RC)	Real estate agent	18375	34
Benalla (RC)	State or territory housing authority	0	12
Benalla (RC)	State or territory housing authority	3937	11
Benalla (RC)	State or territory housing authority	5250	104
Benalla (RC)	State or territory housing authority	7875	42
Benalla (RC)	State or territory housing authority	10500	30
Benalla (RC)	State or territory housing authority	11812	17
Benalla (RC)	State or territory housing authority	14437	4
Boroondara (C)		0	210
Boroondara (C)		3937	3
Boroondara (C)		10500	4
Boroondara (C)		11812	6
Boroondara (C)		14437	8
Boroondara (C)		18375	3
Boroondara (C)		23625	11
Boroondara (C)		28875	3
Boroondara (C)		49875	3
Boroondara (C)	(Other)	0	29
Boroondara (C)	(Other)	5250	8
Boroondara (C)	(Other)	7875	5
Boroondara (C)	(Other)	10500	13
Boroondara (C)	(Other)	11812	18
Boroondara (C)	(Other)	14437	22
Boroondara (C)	(Other)	18375	29
Boroondara (C)	(Other)	23625	14
Boroondara (C)	(Other)	28875	12
Boroondara (C)	(Other)	34125	3
Boroondara (C)	(Other)	39375	6
Boroondara (C)	(Other)	49875	3
Boroondara (C)	Co-op/church group etc	0	24
Boroondara (C)	Co-op/church group etc	3937	20
Boroondara (C)	Co-op/church group etc	5250	34
Boroondara (C)	Co-op/church group etc	7875	60
Boroondara (C)	Co-op/church group etc	10500	32
Boroondara (C)	Co-op/church group etc	11812	28
Boroondara (C)	Co-op/church group etc	14437	13
Boroondara (C)	Co-op/church group etc	18375	11
Boroondara (C)	Co-op/church group etc	23625	9
Boroondara (C)	Co-op/church group etc	39375	3
Boroondara (C)	Person not in same household	0	325
Boroondara (C)	Person not in same household	3937	11
Boroondara (C)	Person not in same household	5250	81
Boroondara (C)	Person not in same household	7875	151
Boroondara (C)	Person not in same household	10500	126
Boroondara (C)	Person not in same household	11812	190
Boroondara (C)	Person not in same household	14437	367
Boroondara (C)	Person not in same household	18375	614
Boroondara (C)	Person not in same household	23625	421
Boroondara (C)	Person not in same household	28875	193
Boroondara (C)	Person not in same household	34125	127
Boroondara (C)	Person not in same household	39375	67
Boroondara (C)	Person not in same household	44625	44
Boroondara (C)	Person not in same household	49875	109
Boroondara (C)	Real estate agent	0	35
Boroondara (C)	Real estate agent	3937	4
Boroondara (C)	Real estate agent	5250	42
Boroondara (C)	Real estate agent	7875	133
Boroondara (C)	Real estate agent	10500	194
Boroondara (C)	Real estate agent	11812	471
Boroondara (C)	Real estate agent	14437	1882
Boroondara (C)	Real estate agent	18375	4822
Boroondara (C)	Real estate agent	23625	2551
Boroondara (C)	Real estate agent	28875	1305
Boroondara (C)	Real estate agent	34125	794
Boroondara (C)	Real estate agent	39375	503
Boroondara (C)	Real estate agent	44625	328
Boroondara (C)	Real estate agent	49875	670
Boroondara (C)	State or territory housing authority	0	23
Boroondara (C)	State or territory housing authority	3937	24
Boroondara (C)	State or territory housing authority	5250	218
Boroondara (C)	State or territory housing authority	7875	59
Boroondara (C)	State or territory housing authority	10500	50
Boroondara (C)	State or territory housing authority	11812	20
Boroondara (C)	State or territory housing authority	14437	13
Boroondara (C)	State or territory housing authority	18375	18
Boroondara (C)	State or territory housing authority	23625	6
Boroondara (C)	State or territory housing authority	39375	3
Brimbank (C)		0	155
Brimbank (C)		7875	6
Brimbank (C)		10500	4
Brimbank (C)		11812	14
Brimbank (C)		14437	53
Brimbank (C)		18375	13
Brimbank (C)		23625	3
Brimbank (C)		49875	3
Brimbank (C)	(Other)	0	21
Brimbank (C)	(Other)	3937	5
Brimbank (C)	(Other)	5250	29
Brimbank (C)	(Other)	7875	41
Brimbank (C)	(Other)	10500	48
Brimbank (C)	(Other)	11812	125
Brimbank (C)	(Other)	14437	313
Brimbank (C)	(Other)	18375	91
Brimbank (C)	(Other)	23625	8
Brimbank (C)	(Other)	28875	3
Brimbank (C)	(Other)	34125	6
Brimbank (C)	(Other)	39375	3
Brimbank (C)	(Other)	49875	3
Brimbank (C)	Co-op/church group etc	0	24
Brimbank (C)	Co-op/church group etc	3937	5
Brimbank (C)	Co-op/church group etc	5250	21
