LGA_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Cumberland (A)	0-14	Speaks English not well or not at all	0	2013	104
Cumberland (A)	0-14	Speaks English not well or not at all	0	2014	148
Cumberland (A)	0-14	Speaks English not well or not at all	0	2015	241
Cumberland (A)	0-14	Speaks English not well or not at all	0	2016	256
Cumberland (A)	0-14	Speaks English well or very well	0		170
Cumberland (A)	0-14	Speaks English well or very well	0	2005	308
Cumberland (A)	0-14	Speaks English well or very well	0	2010	1232
Cumberland (A)	0-14	Speaks English well or very well	0	2011	346
Cumberland (A)	0-14	Speaks English well or very well	0	2012	395
Cumberland (A)	0-14	Speaks English well or very well	0	2013	564
Cumberland (A)	0-14	Speaks English well or very well	0	2014	472
Cumberland (A)	0-14	Speaks English well or very well	0	2015	358
Cumberland (A)	0-14	Speaks English well or very well	0	2016	162
Cumberland (A)	15-24				17
Cumberland (A)	15-24			2005	3
Cumberland (A)	15-24			2010	3
Cumberland (A)	15-24			2015	3
Cumberland (A)	15-24		0		9
Cumberland (A)	15-24		0	2000	3
Cumberland (A)	15-24		0	2005	14
Cumberland (A)	15-24		0	2010	8
Cumberland (A)	15-24		0	2011	9
Cumberland (A)	15-24		0	2012	3
Cumberland (A)	15-24		0	2013	6
Cumberland (A)	15-24		0	2014	11
Cumberland (A)	15-24		0	2015	6
Cumberland (A)	15-24		0	2016	10
Cumberland (A)	15-24		1		52
Cumberland (A)	15-24		1	2000	223
Cumberland (A)	15-24		1	2005	378
Cumberland (A)	15-24		1	2010	199
Cumberland (A)	15-24		1	2011	27
Cumberland (A)	15-24		1	2012	50
Cumberland (A)	15-24		1	2013	47
Cumberland (A)	15-24		1	2014	73
Cumberland (A)	15-24		1	2015	80
Cumberland (A)	15-24		1	2016	57
Cumberland (A)	15-24	Speaks English not well or not at all	0		119
Cumberland (A)	15-24	Speaks English not well or not at all	0	2000	4
Cumberland (A)	15-24	Speaks English not well or not at all	0	2005	47
Cumberland (A)	15-24	Speaks English not well or not at all	0	2010	103
Cumberland (A)	15-24	Speaks English not well or not at all	0	2011	67
Cumberland (A)	15-24	Speaks English not well or not at all	0	2012	138
Cumberland (A)	15-24	Speaks English not well or not at all	0	2013	237
Cumberland (A)	15-24	Speaks English not well or not at all	0	2014	185
Cumberland (A)	15-24	Speaks English not well or not at all	0	2015	236
Cumberland (A)	15-24	Speaks English not well or not at all	0	2016	210
Cumberland (A)	15-24	Speaks English well or very well	0		277
Cumberland (A)	15-24	Speaks English well or very well	0	2000	840
Cumberland (A)	15-24	Speaks English well or very well	0	2005	1801
Cumberland (A)	15-24	Speaks English well or very well	0	2010	1718
Cumberland (A)	15-24	Speaks English well or very well	0	2011	426
Cumberland (A)	15-24	Speaks English well or very well	0	2012	611
Cumberland (A)	15-24	Speaks English well or very well	0	2013	889
Cumberland (A)	15-24	Speaks English well or very well	0	2014	1031
Cumberland (A)	15-24	Speaks English well or very well	0	2015	1068
Cumberland (A)	15-24	Speaks English well or very well	0	2016	804
Cumberland (A)	25-34				30
Cumberland (A)	25-34			2000	6
Cumberland (A)	25-34			2010	7
Cumberland (A)	25-34			2014	3
Cumberland (A)	25-34			2016	3
Cumberland (A)	25-34		0		10
Cumberland (A)	25-34		0	2000	14
Cumberland (A)	25-34		0	2005	35
Cumberland (A)	25-34		0	2010	49
Cumberland (A)	25-34		0	2011	15
Cumberland (A)	25-34		0	2012	25
Cumberland (A)	25-34		0	2013	14
Cumberland (A)	25-34		0	2014	15
Cumberland (A)	25-34		0	2015	9
Cumberland (A)	25-34		0	2016	3
Cumberland (A)	25-34		1		71
Cumberland (A)	25-34		1	2000	685
Cumberland (A)	25-34		1	2005	230
Cumberland (A)	25-34		1	2010	384
Cumberland (A)	25-34		1	2011	59
Cumberland (A)	25-34		1	2012	100
Cumberland (A)	25-34		1	2013	122
Cumberland (A)	25-34		1	2014	89
Cumberland (A)	25-34		1	2015	86
Cumberland (A)	25-34		1	2016	71
Cumberland (A)	25-34	Speaks English not well or not at all	0		227
Cumberland (A)	25-34	Speaks English not well or not at all	0	2000	46
Cumberland (A)	25-34	Speaks English not well or not at all	0	2005	347
Cumberland (A)	25-34	Speaks English not well or not at all	0	2010	1124
Cumberland (A)	25-34	Speaks English not well or not at all	0	2011	276
Cumberland (A)	25-34	Speaks English not well or not at all	0	2012	557
Cumberland (A)	25-34	Speaks English not well or not at all	0	2013	842
Cumberland (A)	25-34	Speaks English not well or not at all	0	2014	454
Cumberland (A)	25-34	Speaks English not well or not at all	0	2015	423
Cumberland (A)	25-34	Speaks English not well or not at all	0	2016	218
Cumberland (A)	25-34	Speaks English well or very well	0		455
Cumberland (A)	25-34	Speaks English well or very well	0	2000	2627
Cumberland (A)	25-34	Speaks English well or very well	0	2005	2805
Cumberland (A)	25-34	Speaks English well or very well	0	2010	6936
Cumberland (A)	25-34	Speaks English well or very well	0	2011	994
Cumberland (A)	25-34	Speaks English well or very well	0	2012	1530
Cumberland (A)	25-34	Speaks English well or very well	0	2013	1826
Cumberland (A)	25-34	Speaks English well or very well	0	2014	1747
Cumberland (A)	25-34	Speaks English well or very well	0	2015	1552
Cumberland (A)	25-34	Speaks English well or very well	0	2016	886
Cumberland (A)	35-44				14
Cumberland (A)	35-44			2000	3
Cumberland (A)	35-44			2011	3
Cumberland (A)	35-44		0		14
Cumberland (A)	35-44		0	2000	29
Cumberland (A)	35-44		0	2005	32
Cumberland (A)	35-44		0	2010	43
Cumberland (A)	35-44		0	2011	9
Cumberland (A)	35-44		0	2012	10
Cumberland (A)	35-44		0	2013	8
Cumberland (A)	35-44		0	2014	8
Cumberland (A)	35-44		0	2015	3
Cumberland (A)	35-44		0	2016	6
Cumberland (A)	35-44		1		57
Cumberland (A)	35-44		1	2000	966
Cumberland (A)	35-44		1	2005	301
Cumberland (A)	35-44		1	2010	228
Cumberland (A)	35-44		1	2011	35
Cumberland (A)	35-44		1	2012	30
Cumberland (A)	35-44		1	2013	41
Cumberland (A)	35-44		1	2014	31
Cumberland (A)	35-44		1	2015	18
Cumberland (A)	35-44		1	2016	16
Cumberland (A)	35-44	Speaks English not well or not at all	0		104
Cumberland (A)	35-44	Speaks English not well or not at all	0	2000	487
Cumberland (A)	35-44	Speaks English not well or not at all	0	2005	727
Cumberland (A)	35-44	Speaks English not well or not at all	0	2010	937
Cumberland (A)	35-44	Speaks English not well or not at all	0	2011	195
Cumberland (A)	35-44	Speaks English not well or not at all	0	2012	446
Cumberland (A)	35-44	Speaks English not well or not at all	0	2013	415
Cumberland (A)	35-44	Speaks English not well or not at all	0	2014	173
Cumberland (A)	35-44	Speaks English not well or not at all	0	2015	156
Cumberland (A)	35-44	Speaks English not well or not at all	0	2016	92
Cumberland (A)	35-44	Speaks English well or very well	0		240
Cumberland (A)	35-44	Speaks English well or very well	0	2000	4455
Cumberland (A)	35-44	Speaks English well or very well	0	2005	3707
Cumberland (A)	35-44	Speaks English well or very well	0	2010	3731
Cumberland (A)	35-44	Speaks English well or very well	0	2011	411
Cumberland (A)	35-44	Speaks English well or very well	0	2012	574
Cumberland (A)	35-44	Speaks English well or very well	0	2013	535
Cumberland (A)	35-44	Speaks English well or very well	0	2014	425
Cumberland (A)	35-44	Speaks English well or very well	0	2015	298
Cumberland (A)	35-44	Speaks English well or very well	0	2016	192
Cumberland (A)	45-54				6
Cumberland (A)	45-54			2000	6
Cumberland (A)	45-54			2005	7
Cumberland (A)	45-54		0		13
Cumberland (A)	45-54		0	2000	59
Cumberland (A)	45-54		0	2005	21
Cumberland (A)	45-54		0	2010	16
Cumberland (A)	45-54		0	2011	6
Cumberland (A)	45-54		0	2012	4
Cumberland (A)	45-54		0	2013	3
Cumberland (A)	45-54		0	2016	3
Cumberland (A)	45-54		1		44
Cumberland (A)	45-54		1	2000	1464
Cumberland (A)	45-54		1	2005	181
Cumberland (A)	45-54		1	2010	91
Cumberland (A)	45-54		1	2011	16
Cumberland (A)	45-54		1	2012	15
Cumberland (A)	45-54		1	2013	12
Cumberland (A)	45-54		1	2014	14
Cumberland (A)	45-54		1	2015	16
Cumberland (A)	45-54		1	2016	3
Cumberland (A)	45-54	Speaks English not well or not at all	0		168
Cumberland (A)	45-54	Speaks English not well or not at all	0	2000	1966
Cumberland (A)	45-54	Speaks English not well or not at all	0	2005	805
Cumberland (A)	45-54	Speaks English not well or not at all	0	2010	844
Cumberland (A)	45-54	Speaks English not well or not at all	0	2011	153
Cumberland (A)	45-54	Speaks English not well or not at all	0	2012	229
Cumberland (A)	45-54	Speaks English not well or not at all	0	2013	194
Cumberland (A)	45-54	Speaks English not well or not at all	0	2014	121
Cumberland (A)	45-54	Speaks English not well or not at all	0	2015	137
Cumberland (A)	45-54	Speaks English not well or not at all	0	2016	83
Cumberland (A)	45-54	Speaks English well or very well	0		226
Cumberland (A)	45-54	Speaks English well or very well	0	2000	7641
Cumberland (A)	45-54	Speaks English well or very well	0	2005	1523
Cumberland (A)	45-54	Speaks English well or very well	0	2010	853
Cumberland (A)	45-54	Speaks English well or very well	0	2011	110
Cumberland (A)	45-54	Speaks English well or very well	0	2012	138
Cumberland (A)	45-54	Speaks English well or very well	0	2013	103
Cumberland (A)	45-54	Speaks English well or very well	0	2014	68
Cumberland (A)	45-54	Speaks English well or very well	0	2015	49
Cumberland (A)	45-54	Speaks English well or very well	0	2016	36
Cumberland (A)	55-64				7
Cumberland (A)	55-64			2000	17
Cumberland (A)	55-64		0	2000	86
Cumberland (A)	55-64		0	2005	7
Cumberland (A)	55-64		0	2010	3
Cumberland (A)	55-64		1		45
Cumberland (A)	55-64		1	2000	1441
Cumberland (A)	55-64		1	2005	83
Cumberland (A)	55-64		1	2010	37
Cumberland (A)	55-64		1	2011	11
Cumberland (A)	55-64		1	2012	3
Cumberland (A)	55-64		1	2015	4
Cumberland (A)	55-64	Speaks English not well or not at all	0		258
Cumberland (A)	55-64	Speaks English not well or not at all	0	2000	3085
Cumberland (A)	55-64	Speaks English not well or not at all	0	2005	530
Cumberland (A)	55-64	Speaks English not well or not at all	0	2010	429
Cumberland (A)	55-64	Speaks English not well or not at all	0	2011	126
Cumberland (A)	55-64	Speaks English not well or not at all	0	2012	134
Cumberland (A)	55-64	Speaks English not well or not at all	0	2013	109
Cumberland (A)	55-64	Speaks English not well or not at all	0	2014	118
Cumberland (A)	55-64	Speaks English not well or not at all	0	2015	104
Cumberland (A)	55-64	Speaks English not well or not at all	0	2016	89
Cumberland (A)	55-64	Speaks English well or very well	0		191
Cumberland (A)	55-64	Speaks English well or very well	0	2000	6375
Cumberland (A)	55-64	Speaks English well or very well	0	2005	402
Cumberland (A)	55-64	Speaks English well or very well	0	2010	202
Cumberland (A)	55-64	Speaks English well or very well	0	2011	25
Cumberland (A)	55-64	Speaks English well or very well	0	2012	31
Cumberland (A)	55-64	Speaks English well or very well	0	2013	19
Cumberland (A)	55-64	Speaks English well or very well	0	2014	23
Cumberland (A)	55-64	Speaks English well or very well	0	2015	16
Cumberland (A)	55-64	Speaks English well or very well	0	2016	28
Cumberland (A)	65-74				5
Cumberland (A)	65-74			2000	10
Cumberland (A)	65-74		0		16
Cumberland (A)	65-74		0	2000	57
Cumberland (A)	65-74		0	2005	3
Cumberland (A)	65-74		0	2010	3
Cumberland (A)	65-74		1		53
Cumberland (A)	65-74		1	2000	1366
Cumberland (A)	65-74		1	2005	22
Cumberland (A)	65-74		1	2010	15
Cumberland (A)	65-74		1	2013	3
Cumberland (A)	65-74		1	2014	3
Cumberland (A)	65-74		1	2016	3
Cumberland (A)	65-74	Speaks English not well or not at all	0		139
Cumberland (A)	65-74	Speaks English not well or not at all	0	2000	2267
Cumberland (A)	65-74	Speaks English not well or not at all	0	2005	211
Cumberland (A)	65-74	Speaks English not well or not at all	0	2010	236
Cumberland (A)	65-74	Speaks English not well or not at all	0	2011	69
Cumberland (A)	65-74	Speaks English not well or not at all	0	2012	38
Cumberland (A)	65-74	Speaks English not well or not at all	0	2013	54
Cumberland (A)	65-74	Speaks English not well or not at all	0	2014	53
Cumberland (A)	65-74	Speaks English not well or not at all	0	2015	30
Cumberland (A)	65-74	Speaks English not well or not at all	0	2016	41
Cumberland (A)	65-74	Speaks English well or very well	0		115
Cumberland (A)	65-74	Speaks English well or very well	0	2000	3757
Cumberland (A)	65-74	Speaks English well or very well	0	2005	104
Cumberland (A)	65-74	Speaks English well or very well	0	2010	91
Cumberland (A)	65-74	Speaks English well or very well	0	2011	8
Cumberland (A)	65-74	Speaks English well or very well	0	2012	9
Cumberland (A)	65-74	Speaks English well or very well	0	2013	6
Cumberland (A)	65-74	Speaks English well or very well	0	2014	11
Cumberland (A)	65-74	Speaks English well or very well	0	2015	11
Cumberland (A)	65-74	Speaks English well or very well	0	2016	3
Cumberland (A)	75-84				7
Cumberland (A)	75-84			2000	7
Cumberland (A)	75-84		0		9
Cumberland (A)	75-84		0	2000	25
Cumberland (A)	75-84		0	2005	3
Cumberland (A)	75-84		1		47
Cumberland (A)	75-84		1	2000	683
Cumberland (A)	75-84		1	2005	10
Cumberland (A)	75-84		1	2010	9
Cumberland (A)	75-84	Speaks English not well or not at all	0		89
Cumberland (A)	75-84	Speaks English not well or not at all	0	2000	1676
Cumberland (A)	75-84	Speaks English not well or not at all	0	2005	158
Cumberland (A)	75-84	Speaks English not well or not at all	0	2010	116
Cumberland (A)	75-84	Speaks English not well or not at all	0	2011	8
Cumberland (A)	75-84	Speaks English not well or not at all	0	2012	24
Cumberland (A)	75-84	Speaks English not well or not at all	0	2013	21
Cumberland (A)	75-84	Speaks English not well or not at all	0	2014	15
Cumberland (A)	75-84	Speaks English not well or not at all	0	2015	8
Cumberland (A)	75-84	Speaks English not well or not at all	0	2016	8
Cumberland (A)	75-84	Speaks English well or very well	0		63
Cumberland (A)	75-84	Speaks English well or very well	0	2000	1639
Cumberland (A)	75-84	Speaks English well or very well	0	2005	41
Cumberland (A)	75-84	Speaks English well or very well	0	2010	41
Cumberland (A)	75-84	Speaks English well or very well	0	2011	4
Cumberland (A)	75-84	Speaks English well or very well	0	2012	3
Cumberland (A)	75-84	Speaks English well or very well	0	2014	3
Cumberland (A)	75-84	Speaks English well or very well	0	2015	4
Cumberland (A)	85+				7
Cumberland (A)	85+			2000	3
Cumberland (A)	85+		0		9
Cumberland (A)	85+		0	2000	15
Cumberland (A)	85+		1		43
Cumberland (A)	85+		1	2000	260
Cumberland (A)	85+		1	2005	3
Cumberland (A)	85+	Speaks English not well or not at all	0		61
Cumberland (A)	85+	Speaks English not well or not at all	0	2000	677
Cumberland (A)	85+	Speaks English not well or not at all	0	2005	27
Cumberland (A)	85+	Speaks English not well or not at all	0	2010	13
Cumberland (A)	85+	Speaks English not well or not at all	0	2011	4
Cumberland (A)	85+	Speaks English not well or not at all	0	2013	6
Cumberland (A)	85+	Speaks English not well or not at all	0	2015	3
Cumberland (A)	85+	Speaks English well or very well	0		50
Cumberland (A)	85+	Speaks English well or very well	0	2000	446
Cumberland (A)	85+	Speaks English well or very well	0	2005	4
Cumberland (A)	85+	Speaks English well or very well	0	2010	9
Dungog (A)	0-14		1	2010	4
Dungog (A)	15-24		1	2000	5
Dungog (A)	15-24		1	2010	9
Dungog (A)	25-34		1	2000	3
Dungog (A)	25-34		1	2005	3
Dungog (A)	25-34		1	2010	4
Dungog (A)	25-34		1	2014	3
Dungog (A)	35-44		1	2000	22
Dungog (A)	35-44		1	2005	13
Dungog (A)	35-44		1	2010	7
Dungog (A)	35-44		1	2012	3
Dungog (A)	35-44	Speaks English well or very well	0	2000	3
Dungog (A)	35-44	Speaks English well or very well	0	2010	4
Dungog (A)	45-54		1		3
Dungog (A)	45-54		1	2000	52
Dungog (A)	45-54		1	2005	3
Dungog (A)	45-54		1	2010	4
Dungog (A)	45-54	Speaks English well or very well	0	2000	11
Dungog (A)	45-54	Speaks English well or very well	0	2005	3
Dungog (A)	45-54	Speaks English well or very well	0	2010	5
Dungog (A)	55-64		1	2000	88
Dungog (A)	55-64		1	2010	3
Dungog (A)	55-64	Speaks English well or very well	0	2000	4
Dungog (A)	65-74		1		3
Dungog (A)	65-74		1	2000	89
Dungog (A)	65-74	Speaks English well or very well	0	2000	3
Dungog (A)	75-84		1		4
Dungog (A)	75-84		1	2000	36
Dungog (A)	75-84	Speaks English well or very well	0	2000	7
Dungog (A)	85+		1	2000	9
Edward River (A)	0-14		1	2013	8
Edward River (A)	0-14		1	2014	3
Edward River (A)	0-14	Speaks English well or very well	0	2012	7
Edward River (A)	0-14	Speaks English well or very well	0	2013	3
Edward River (A)	0-14	Speaks English well or very well	0	2016	4
Edward River (A)	15-24		1		3
Edward River (A)	15-24		1	2000	6
Edward River (A)	15-24		1	2005	5
Edward River (A)	15-24		1	2016	3
Edward River (A)	15-24	Speaks English not well or not at all	0	2014	3
Edward River (A)	15-24	Speaks English not well or not at all	0	2015	4
Edward River (A)	15-24	Speaks English not well or not at all	0	2016	3
Edward River (A)	15-24	Speaks English well or very well	0	2010	4
Edward River (A)	15-24	Speaks English well or very well	0	2012	3
Edward River (A)	15-24	Speaks English well or very well	0	2014	3
Edward River (A)	15-24	Speaks English well or very well	0	2015	7
Edward River (A)	25-34		1		4
Edward River (A)	25-34		1	2000	5
Edward River (A)	25-34		1	2005	3
Edward River (A)	25-34		1	2010	3
Edward River (A)	25-34		1	2011	3
Edward River (A)	25-34		1	2013	3
Edward River (A)	25-34		1	2015	3
Edward River (A)	25-34	Speaks English not well or not at all	0		11
Edward River (A)	25-34	Speaks English not well or not at all	0	2013	5
Edward River (A)	25-34	Speaks English not well or not at all	0	2014	17
Edward River (A)	25-34	Speaks English not well or not at all	0	2015	13
Edward River (A)	25-34	Speaks English not well or not at all	0	2016	3
Edward River (A)	25-34	Speaks English well or very well	0	2010	11
Edward River (A)	25-34	Speaks English well or very well	0	2013	7
Edward River (A)	25-34	Speaks English well or very well	0	2014	4
Edward River (A)	25-34	Speaks English well or very well	0	2015	6
Edward River (A)	25-34	Speaks English well or very well	0	2016	5
Edward River (A)	35-44		1	2000	19
Edward River (A)	35-44		1	2005	6
Edward River (A)	35-44		1	2010	3
Edward River (A)	35-44		1	2014	3
Edward River (A)	35-44	Speaks English well or very well	0	2000	3
Edward River (A)	35-44	Speaks English well or very well	0	2005	3
Edward River (A)	35-44	Speaks English well or very well	0	2010	13
Edward River (A)	35-44	Speaks English well or very well	0	2012	6
Edward River (A)	35-44	Speaks English well or very well	0	2013	7
Edward River (A)	35-44	Speaks English well or very well	0	2014	5
Edward River (A)	45-54		1		9
Edward River (A)	45-54		1	2000	37
Edward River (A)	45-54		1	2005	6
Edward River (A)	45-54		1	2010	3
Edward River (A)	45-54	Speaks English well or very well	0	2000	4
Edward River (A)	45-54	Speaks English well or very well	0	2005	12
Edward River (A)	45-54	Speaks English well or very well	0	2010	7
Edward River (A)	55-64		1		5
Edward River (A)	55-64		1	2000	56
Edward River (A)	55-64	Speaks English well or very well	0	2000	9
Edward River (A)	65-74		1		6
Edward River (A)	65-74		1	2000	70
Edward River (A)	65-74	Speaks English well or very well	0		3
Edward River (A)	65-74	Speaks English well or very well	0	2000	14
Edward River (A)	75-84		1		3
Edward River (A)	75-84		1	2000	27
Edward River (A)	75-84	Speaks English well or very well	0	2000	5
Edward River (A)	85+		1		9
Edward River (A)	85+		1	2000	14
Eurobodalla (A)	0-14		1		8
Eurobodalla (A)	0-14		1	2005	8
Eurobodalla (A)	0-14		1	2010	26
Eurobodalla (A)	0-14		1	2011	4
Eurobodalla (A)	0-14		1	2012	8
Eurobodalla (A)	0-14		1	2013	10
Eurobodalla (A)	0-14		1	2014	10
Eurobodalla (A)	0-14		1	2015	4
Eurobodalla (A)	0-14	Speaks English well or very well	0		3
Eurobodalla (A)	0-14	Speaks English well or very well	0	2010	3
Eurobodalla (A)	0-14	Speaks English well or very well	0	2012	3
Eurobodalla (A)	0-14	Speaks English well or very well	0	2013	3
Eurobodalla (A)	0-14	Speaks English well or very well	0	2014	4
Eurobodalla (A)	0-14	Speaks English well or very well	0	2016	4
Eurobodalla (A)	15-24		1		3
Eurobodalla (A)	15-24		1	2000	12
Eurobodalla (A)	15-24		1	2005	19
Eurobodalla (A)	15-24		1	2010	6
Eurobodalla (A)	15-24		1	2012	3
Eurobodalla (A)	15-24		1	2014	3
Eurobodalla (A)	15-24	Speaks English not well or not at all	0		3
Eurobodalla (A)	15-24	Speaks English well or very well	0	2000	4
Eurobodalla (A)	15-24	Speaks English well or very well	0	2005	3
Eurobodalla (A)	15-24	Speaks English well or very well	0	2011	3
Eurobodalla (A)	15-24	Speaks English well or very well	0	2012	4
Eurobodalla (A)	15-24	Speaks English well or very well	0	2015	3
Eurobodalla (A)	25-34		0	2016	4
Eurobodalla (A)	25-34		1		7
Eurobodalla (A)	25-34		1	2000	26
Eurobodalla (A)	25-34		1	2005	11
Eurobodalla (A)	25-34		1	2010	16
Eurobodalla (A)	25-34		1	2011	3
Eurobodalla (A)	25-34		1	2012	4
Eurobodalla (A)	25-34		1	2013	3
Eurobodalla (A)	25-34		1	2015	4
Eurobodalla (A)	25-34	Speaks English well or very well	0		3
Eurobodalla (A)	25-34	Speaks English well or very well	0	2000	11
Eurobodalla (A)	25-34	Speaks English well or very well	0	2005	11
Eurobodalla (A)	25-34	Speaks English well or very well	0	2010	25
Eurobodalla (A)	25-34	Speaks English well or very well	0	2012	11
Eurobodalla (A)	25-34	Speaks English well or very well	0	2013	8
Eurobodalla (A)	25-34	Speaks English well or very well	0	2014	13
Eurobodalla (A)	25-34	Speaks English well or very well	0	2015	3
Eurobodalla (A)	25-34	Speaks English well or very well	0	2016	8
Eurobodalla (A)	35-44		1		10
Eurobodalla (A)	35-44		1	2000	99
Eurobodalla (A)	35-44		1	2005	29
Eurobodalla (A)	35-44		1	2010	26
Eurobodalla (A)	35-44		1	2012	12
Eurobodalla (A)	35-44		1	2013	3
Eurobodalla (A)	35-44		1	2014	6
Eurobodalla (A)	35-44	Speaks English not well or not at all	0	2010	3
Eurobodalla (A)	35-44	Speaks English well or very well	0		3
Eurobodalla (A)	35-44	Speaks English well or very well	0	2000	24
Eurobodalla (A)	35-44	Speaks English well or very well	0	2005	20
Eurobodalla (A)	35-44	Speaks English well or very well	0	2010	36
Eurobodalla (A)	35-44	Speaks English well or very well	0	2011	4
Eurobodalla (A)	35-44	Speaks English well or very well	0	2012	3
Eurobodalla (A)	35-44	Speaks English well or very well	0	2013	3
Eurobodalla (A)	35-44	Speaks English well or very well	0	2014	4
Eurobodalla (A)	35-44	Speaks English well or very well	0	2015	3
Eurobodalla (A)	35-44	Speaks English well or very well	0	2016	3
Eurobodalla (A)	45-54		1		22
Eurobodalla (A)	45-54		1	2000	391
Eurobodalla (A)	45-54		1	2005	34
Eurobodalla (A)	45-54		1	2010	21
Eurobodalla (A)	45-54		1	2011	7
Eurobodalla (A)	45-54		1	2012	7
Eurobodalla (A)	45-54		1	2014	3
Eurobodalla (A)	45-54	Speaks English not well or not at all	0	2000	6
Eurobodalla (A)	45-54	Speaks English well or very well	0		5
Eurobodalla (A)	45-54	Speaks English well or very well	0	2000	84
Eurobodalla (A)	45-54	Speaks English well or very well	0	2005	19
Eurobodalla (A)	45-54	Speaks English well or very well	0	2010	6
Eurobodalla (A)	55-64			2000	4
Eurobodalla (A)	55-64		1		35
Eurobodalla (A)	55-64		1	2000	827
Eurobodalla (A)	55-64		1	2005	19
Eurobodalla (A)	55-64		1	2010	17
Eurobodalla (A)	55-64		1	2013	3
Eurobodalla (A)	55-64		1	2014	6
Eurobodalla (A)	55-64	Speaks English not well or not at all	0	2000	3
Eurobodalla (A)	55-64	Speaks English well or very well	0		3
Eurobodalla (A)	55-64	Speaks English well or very well	0	2000	102
Eurobodalla (A)	55-64	Speaks English well or very well	0	2012	3
Eurobodalla (A)	65-74			2000	3
Eurobodalla (A)	65-74		0	2000	3
Eurobodalla (A)	65-74		1		40
Eurobodalla (A)	65-74		1	2000	1222
Eurobodalla (A)	65-74		1	2005	21
Eurobodalla (A)	65-74		1	2010	6
Eurobodalla (A)	65-74	Speaks English not well or not at all	0	2000	17
Eurobodalla (A)	65-74	Speaks English well or very well	0		7
Eurobodalla (A)	65-74	Speaks English well or very well	0	2000	216
Eurobodalla (A)	65-74	Speaks English well or very well	0	2005	3
Eurobodalla (A)	65-74	Speaks English well or very well	0	2010	3
Eurobodalla (A)	75-84				3
Eurobodalla (A)	75-84			2000	6
Eurobodalla (A)	75-84		0	2000	4
Eurobodalla (A)	75-84		1		18
Eurobodalla (A)	75-84		1	2000	604
Eurobodalla (A)	75-84		1	2005	6
Eurobodalla (A)	75-84		1	2010	6
Eurobodalla (A)	75-84	Speaks English not well or not at all	0		3
Eurobodalla (A)	75-84	Speaks English not well or not at all	0	2000	22
Eurobodalla (A)	75-84	Speaks English well or very well	0		10
Eurobodalla (A)	75-84	Speaks English well or very well	0	2000	171
Eurobodalla (A)	85+			2000	4
Eurobodalla (A)	85+		0	2000	3
Eurobodalla (A)	85+		1		20
Eurobodalla (A)	85+		1	2000	204
Eurobodalla (A)	85+	Speaks English not well or not at all	0		7
Eurobodalla (A)	85+	Speaks English not well or not at all	0	2000	13
Eurobodalla (A)	85+	Speaks English well or very well	0	2000	34
Fairfield (C)	0-14				10
Fairfield (C)	0-14			2016	3
Fairfield (C)	0-14		0		3
Fairfield (C)	0-14		0	2005	3
Fairfield (C)	0-14		0	2010	9
Fairfield (C)	0-14		0	2013	4
Fairfield (C)	0-14		0	2015	3
Fairfield (C)	0-14		0	2016	10
Fairfield (C)	0-14		1		45
Fairfield (C)	0-14		1	2005	38
Fairfield (C)	0-14		1	2010	153
Fairfield (C)	0-14		1	2011	39
Fairfield (C)	0-14		1	2012	72
Fairfield (C)	0-14		1	2013	53
Fairfield (C)	0-14		1	2014	63
Fairfield (C)	0-14		1	2015	65
Fairfield (C)	0-14		1	2016	34
Fairfield (C)	0-14	Speaks English not well or not at all	0		142
Fairfield (C)	0-14	Speaks English not well or not at all	0	2005	6
Fairfield (C)	0-14	Speaks English not well or not at all	0	2010	13
Fairfield (C)	0-14	Speaks English not well or not at all	0	2011	10
Fairfield (C)	0-14	Speaks English not well or not at all	0	2012	53
Fairfield (C)	0-14	Speaks English not well or not at all	0	2013	77
Fairfield (C)	0-14	Speaks English not well or not at all	0	2014	123
Fairfield (C)	0-14	Speaks English not well or not at all	0	2015	185
Fairfield (C)	0-14	Speaks English not well or not at all	0	2016	355
Fairfield (C)	0-14	Speaks English well or very well	0		136
Fairfield (C)	0-14	Speaks English well or very well	0	2005	258
Fairfield (C)	0-14	Speaks English well or very well	0	2010	830
Fairfield (C)	0-14	Speaks English well or very well	0	2011	271
Fairfield (C)	0-14	Speaks English well or very well	0	2012	323
Fairfield (C)	0-14	Speaks English well or very well	0	2013	492
Fairfield (C)	0-14	Speaks English well or very well	0	2014	368
Fairfield (C)	0-14	Speaks English well or very well	0	2015	337
Fairfield (C)	0-14	Speaks English well or very well	0	2016	78
Fairfield (C)	15-24				4
Fairfield (C)	15-24		0	2000	8
Fairfield (C)	15-24		0	2005	9
Fairfield (C)	15-24		0	2010	11
Fairfield (C)	15-24		0	2012	3
Fairfield (C)	15-24		0	2013	5
Fairfield (C)	15-24		0	2014	4
Fairfield (C)	15-24		0	2015	3
Fairfield (C)	15-24		1		30
Fairfield (C)	15-24		1	2000	182
Fairfield (C)	15-24		1	2005	207
Fairfield (C)	15-24		1	2010	136
Fairfield (C)	15-24		1	2011	27
Fairfield (C)	15-24		1	2012	35
Fairfield (C)	15-24		1	2013	28
Fairfield (C)	15-24		1	2014	27
Fairfield (C)	15-24		1	2015	26
Fairfield (C)	15-24		1	2016	17
Fairfield (C)	15-24	Speaks English not well or not at all	0		95
