LGA_NAME16	Religion	Denomination	Sex	persons
Penrith (C)	Judaism		M	41
Penrith (C)	No religion		F	19057
Penrith (C)	No religion		M	22274
Port Macquarie-Hastings (A)	(Other)		F	3422
Port Macquarie-Hastings (A)	(Other)		M	3493
Port Macquarie-Hastings (A)	(Other)	(Other)	F	111
Port Macquarie-Hastings (A)	(Other)	(Other)	M	70
Port Macquarie-Hastings (A)	(Other)	Australian Aboriginal Traditional	F	14
Port Macquarie-Hastings (A)	(Other)	Australian Aboriginal Traditional	M	19
Port Macquarie-Hastings (A)	(Other)	Other spiritual beliefs	F	116
Port Macquarie-Hastings (A)	(Other)	Other spiritual beliefs	M	60
Port Macquarie-Hastings (A)	(Other)	Secular beliefs	F	90
Port Macquarie-Hastings (A)	(Other)	Secular beliefs	M	92
Port Macquarie-Hastings (A)	(Other)	Sikhism	F	16
Port Macquarie-Hastings (A)	(Other)	Sikhism	M	13
Port Macquarie-Hastings (A)	Buddhism		F	331
Port Macquarie-Hastings (A)	Buddhism		M	213
Port Macquarie-Hastings (A)	Christianity		F	1128
Port Macquarie-Hastings (A)	Christianity		M	905
Port Macquarie-Hastings (A)	Christianity	(Other)	F	27
Port Macquarie-Hastings (A)	Christianity	(Other)	M	18
Port Macquarie-Hastings (A)	Christianity	Anglican	F	10501
Port Macquarie-Hastings (A)	Christianity	Anglican	M	8825
Port Macquarie-Hastings (A)	Christianity	Assyrian Apostolic	M	3
Port Macquarie-Hastings (A)	Christianity	Baptist	F	491
Port Macquarie-Hastings (A)	Christianity	Baptist	M	423
Port Macquarie-Hastings (A)	Christianity	Brethren	F	3
Port Macquarie-Hastings (A)	Christianity	Catholic	F	9812
Port Macquarie-Hastings (A)	Christianity	Catholic	M	8296
Port Macquarie-Hastings (A)	Christianity	Churches Of Christ	F	35
Port Macquarie-Hastings (A)	Christianity	Churches Of Christ	M	23
Port Macquarie-Hastings (A)	Christianity	Eastern Orthodox	F	110
Port Macquarie-Hastings (A)	Christianity	Eastern Orthodox	M	92
Port Macquarie-Hastings (A)	Christianity	Jehovah's Witnesses	F	198
Port Macquarie-Hastings (A)	Christianity	Jehovah's Witnesses	M	155
Port Macquarie-Hastings (A)	Christianity	Latter Day Saints	F	52
Port Macquarie-Hastings (A)	Christianity	Latter Day Saints	M	61
Port Macquarie-Hastings (A)	Christianity	Lutheran	F	127
Port Macquarie-Hastings (A)	Christianity	Lutheran	M	101
Port Macquarie-Hastings (A)	Christianity	Oriental Orthodox	F	13
Port Macquarie-Hastings (A)	Christianity	Oriental Orthodox	M	17
Port Macquarie-Hastings (A)	Christianity	Pentecostal	F	445
Port Macquarie-Hastings (A)	Christianity	Pentecostal	M	385
Port Macquarie-Hastings (A)	Christianity	Presbyterian Reformed	F	1520
Port Macquarie-Hastings (A)	Christianity	Presbyterian Reformed	M	1341
Port Macquarie-Hastings (A)	Christianity	Protestant (Other)	F	153
Port Macquarie-Hastings (A)	Christianity	Protestant (Other)	M	147
Port Macquarie-Hastings (A)	Christianity	Salvation Army	F	198
Port Macquarie-Hastings (A)	Christianity	Salvation Army	M	140
Port Macquarie-Hastings (A)	Christianity	Seventh Day Adventist	F	285
Port Macquarie-Hastings (A)	Christianity	Seventh Day Adventist	M	239
Port Macquarie-Hastings (A)	Christianity	Uniting Church	F	2105
Port Macquarie-Hastings (A)	Christianity	Uniting Church	M	1655
Port Macquarie-Hastings (A)	Hinduism		F	99
Port Macquarie-Hastings (A)	Hinduism		M	109
Port Macquarie-Hastings (A)	Islam		F	34
Port Macquarie-Hastings (A)	Islam		M	43
Port Macquarie-Hastings (A)	Judaism		F	32
Port Macquarie-Hastings (A)	Judaism		M	32
Port Macquarie-Hastings (A)	No religion		F	9380
Port Macquarie-Hastings (A)	No religion		M	10737
Port Stephens (A)	(Other)		F	3218
Port Stephens (A)	(Other)		M	3384
Port Stephens (A)	(Other)	(Other)	F	100
Port Stephens (A)	(Other)	(Other)	M	56
Port Stephens (A)	(Other)	Australian Aboriginal Traditional	F	9
Port Stephens (A)	(Other)	Australian Aboriginal Traditional	M	11
Port Stephens (A)	(Other)	Other spiritual beliefs	F	62
Port Stephens (A)	(Other)	Other spiritual beliefs	M	37
Port Stephens (A)	(Other)	Secular beliefs	F	73
Port Stephens (A)	(Other)	Secular beliefs	M	101
Port Stephens (A)	(Other)	Sikhism	F	7
Port Stephens (A)	(Other)	Sikhism	M	12
Port Stephens (A)	Buddhism		F	296
Port Stephens (A)	Buddhism		M	215
Port Stephens (A)	Christianity		F	843
Port Stephens (A)	Christianity		M	690
Port Stephens (A)	Christianity	(Other)	F	16
Port Stephens (A)	Christianity	(Other)	M	13
Port Stephens (A)	Christianity	Anglican	F	9071
Port Stephens (A)	Christianity	Anglican	M	8259
Port Stephens (A)	Christianity	Assyrian Apostolic	M	4
Port Stephens (A)	Christianity	Baptist	F	770
Port Stephens (A)	Christianity	Baptist	M	732
Port Stephens (A)	Christianity	Brethren	F	12
Port Stephens (A)	Christianity	Brethren	M	6
Port Stephens (A)	Christianity	Catholic	F	7801
Port Stephens (A)	Christianity	Catholic	M	7261
Port Stephens (A)	Christianity	Churches Of Christ	F	42
Port Stephens (A)	Christianity	Churches Of Christ	M	30
Port Stephens (A)	Christianity	Eastern Orthodox	F	150
Port Stephens (A)	Christianity	Eastern Orthodox	M	163
Port Stephens (A)	Christianity	Jehovah's Witnesses	F	119
Port Stephens (A)	Christianity	Jehovah's Witnesses	M	93
Port Stephens (A)	Christianity	Latter Day Saints	F	61
Port Stephens (A)	Christianity	Latter Day Saints	M	54
Port Stephens (A)	Christianity	Lutheran	F	92
Port Stephens (A)	Christianity	Lutheran	M	81
Port Stephens (A)	Christianity	Oriental Orthodox	F	8
Port Stephens (A)	Christianity	Oriental Orthodox	M	11
Port Stephens (A)	Christianity	Pentecostal	F	502
Port Stephens (A)	Christianity	Pentecostal	M	426
Port Stephens (A)	Christianity	Presbyterian Reformed	F	1226
Port Stephens (A)	Christianity	Presbyterian Reformed	M	1071
Port Stephens (A)	Christianity	Protestant (Other)	F	146
Port Stephens (A)	Christianity	Protestant (Other)	M	151
Port Stephens (A)	Christianity	Salvation Army	F	140
Port Stephens (A)	Christianity	Salvation Army	M	130
Port Stephens (A)	Christianity	Seventh Day Adventist	F	79
Port Stephens (A)	Christianity	Seventh Day Adventist	M	76
Port Stephens (A)	Christianity	Uniting Church	F	1835
Port Stephens (A)	Christianity	Uniting Church	M	1567
Port Stephens (A)	Hinduism		F	57
Port Stephens (A)	Hinduism		M	49
Port Stephens (A)	Islam		F	44
Port Stephens (A)	Islam		M	59
Port Stephens (A)	Judaism		F	20
Port Stephens (A)	Judaism		M	15
Port Stephens (A)	No religion		F	8359
Port Stephens (A)	No religion		M	9622
Queanbeyan-Palerang Regional (A)	(Other)		F	2622
Queanbeyan-Palerang Regional (A)	(Other)		M	2948
Queanbeyan-Palerang Regional (A)	(Other)	(Other)	F	108
Queanbeyan-Palerang Regional (A)	(Other)	(Other)	M	64
Queanbeyan-Palerang Regional (A)	(Other)	Australian Aboriginal Traditional	F	12
Queanbeyan-Palerang Regional (A)	(Other)	Australian Aboriginal Traditional	M	7
Queanbeyan-Palerang Regional (A)	(Other)	Other spiritual beliefs	F	49
Queanbeyan-Palerang Regional (A)	(Other)	Other spiritual beliefs	M	42
Queanbeyan-Palerang Regional (A)	(Other)	Secular beliefs	F	80
Queanbeyan-Palerang Regional (A)	(Other)	Secular beliefs	M	107
Queanbeyan-Palerang Regional (A)	(Other)	Sikhism	F	198
Queanbeyan-Palerang Regional (A)	(Other)	Sikhism	M	230
Queanbeyan-Palerang Regional (A)	Buddhism		F	270
Queanbeyan-Palerang Regional (A)	Buddhism		M	212
Queanbeyan-Palerang Regional (A)	Christianity		F	673
Queanbeyan-Palerang Regional (A)	Christianity		M	651
Queanbeyan-Palerang Regional (A)	Christianity	(Other)	F	23
Queanbeyan-Palerang Regional (A)	Christianity	(Other)	M	19
Queanbeyan-Palerang Regional (A)	Christianity	Anglican	F	4874
Queanbeyan-Palerang Regional (A)	Christianity	Anglican	M	4293
Queanbeyan-Palerang Regional (A)	Christianity	Baptist	F	225
Queanbeyan-Palerang Regional (A)	Christianity	Baptist	M	217
Queanbeyan-Palerang Regional (A)	Christianity	Brethren	F	74
Queanbeyan-Palerang Regional (A)	Christianity	Brethren	M	85
Queanbeyan-Palerang Regional (A)	Christianity	Catholic	F	7782
Queanbeyan-Palerang Regional (A)	Christianity	Catholic	M	7300
Queanbeyan-Palerang Regional (A)	Christianity	Churches Of Christ	F	15
Queanbeyan-Palerang Regional (A)	Christianity	Churches Of Christ	M	13
Queanbeyan-Palerang Regional (A)	Christianity	Eastern Orthodox	F	692
Queanbeyan-Palerang Regional (A)	Christianity	Eastern Orthodox	M	752
Queanbeyan-Palerang Regional (A)	Christianity	Jehovah's Witnesses	F	74
Queanbeyan-Palerang Regional (A)	Christianity	Jehovah's Witnesses	M	52
Queanbeyan-Palerang Regional (A)	Christianity	Latter Day Saints	F	32
Queanbeyan-Palerang Regional (A)	Christianity	Latter Day Saints	M	55
Queanbeyan-Palerang Regional (A)	Christianity	Lutheran	F	175
Queanbeyan-Palerang Regional (A)	Christianity	Lutheran	M	144
Queanbeyan-Palerang Regional (A)	Christianity	Oriental Orthodox	F	9
Queanbeyan-Palerang Regional (A)	Christianity	Oriental Orthodox	M	11
Queanbeyan-Palerang Regional (A)	Christianity	Pentecostal	F	243
Queanbeyan-Palerang Regional (A)	Christianity	Pentecostal	M	190
Queanbeyan-Palerang Regional (A)	Christianity	Presbyterian Reformed	F	612
Queanbeyan-Palerang Regional (A)	Christianity	Presbyterian Reformed	M	561
Queanbeyan-Palerang Regional (A)	Christianity	Protestant (Other)	F	110
Queanbeyan-Palerang Regional (A)	Christianity	Protestant (Other)	M	100
Queanbeyan-Palerang Regional (A)	Christianity	Salvation Army	F	57
Queanbeyan-Palerang Regional (A)	Christianity	Salvation Army	M	56
Queanbeyan-Palerang Regional (A)	Christianity	Seventh Day Adventist	F	33
Queanbeyan-Palerang Regional (A)	Christianity	Seventh Day Adventist	M	33
Queanbeyan-Palerang Regional (A)	Christianity	Uniting Church	F	809
Queanbeyan-Palerang Regional (A)	Christianity	Uniting Church	M	646
Queanbeyan-Palerang Regional (A)	Hinduism		F	323
Queanbeyan-Palerang Regional (A)	Hinduism		M	360
Queanbeyan-Palerang Regional (A)	Islam		F	302
Queanbeyan-Palerang Regional (A)	Islam		M	342
Queanbeyan-Palerang Regional (A)	Judaism		F	18
Queanbeyan-Palerang Regional (A)	Judaism		M	22
Queanbeyan-Palerang Regional (A)	No religion		F	7422
Queanbeyan-Palerang Regional (A)	No religion		M	8645
Randwick (C)	(Other)		F	7434
Randwick (C)	(Other)		M	9023
Randwick (C)	(Other)	(Other)	F	193
Randwick (C)	(Other)	(Other)	M	174
Randwick (C)	(Other)	Australian Aboriginal Traditional	F	14
Randwick (C)	(Other)	Australian Aboriginal Traditional	M	20
Randwick (C)	(Other)	Other spiritual beliefs	F	138
Randwick (C)	(Other)	Other spiritual beliefs	M	87
Randwick (C)	(Other)	Secular beliefs	F	223
Randwick (C)	(Other)	Secular beliefs	M	243
Randwick (C)	(Other)	Sikhism	F	71
Randwick (C)	(Other)	Sikhism	M	75
Randwick (C)	Buddhism		F	2167
Randwick (C)	Buddhism		M	1674
Randwick (C)	Christianity		F	1080
Randwick (C)	Christianity		M	843
Randwick (C)	Christianity	(Other)	F	24
Randwick (C)	Christianity	(Other)	M	31
Randwick (C)	Christianity	Anglican	F	6844
Randwick (C)	Christianity	Anglican	M	5617
Randwick (C)	Christianity	Assyrian Apostolic	F	58
Randwick (C)	Christianity	Assyrian Apostolic	M	48
Randwick (C)	Christianity	Baptist	F	426
Randwick (C)	Christianity	Baptist	M	348
Randwick (C)	Christianity	Brethren	F	3
Randwick (C)	Christianity	Brethren	M	3
Randwick (C)	Christianity	Catholic	F	19692
Randwick (C)	Christianity	Catholic	M	17529
Randwick (C)	Christianity	Churches Of Christ	F	19
Randwick (C)	Christianity	Churches Of Christ	M	10
Randwick (C)	Christianity	Eastern Orthodox	F	4075
Randwick (C)	Christianity	Eastern Orthodox	M	3561
Randwick (C)	Christianity	Jehovah's Witnesses	F	107
Randwick (C)	Christianity	Jehovah's Witnesses	M	62
Randwick (C)	Christianity	Latter Day Saints	F	54
Randwick (C)	Christianity	Latter Day Saints	M	46
Randwick (C)	Christianity	Lutheran	F	142
Randwick (C)	Christianity	Lutheran	M	157
Randwick (C)	Christianity	Oriental Orthodox	F	170
Randwick (C)	Christianity	Oriental Orthodox	M	151
Randwick (C)	Christianity	Pentecostal	F	563
Randwick (C)	Christianity	Pentecostal	M	425
Randwick (C)	Christianity	Presbyterian Reformed	F	1167
Randwick (C)	Christianity	Presbyterian Reformed	M	1008
Randwick (C)	Christianity	Protestant (Other)	F	240
Randwick (C)	Christianity	Protestant (Other)	M	206
Randwick (C)	Christianity	Salvation Army	F	20
Randwick (C)	Christianity	Salvation Army	M	13
Randwick (C)	Christianity	Seventh Day Adventist	F	37
Randwick (C)	Christianity	Seventh Day Adventist	M	30
Randwick (C)	Christianity	Uniting Church	F	709
Randwick (C)	Christianity	Uniting Church	M	573
Randwick (C)	Hinduism		F	639
Randwick (C)	Hinduism		M	750
Randwick (C)	Islam		F	1052
Randwick (C)	Islam		M	1271
Randwick (C)	Judaism		F	2690
Randwick (C)	Judaism		M	2361
Randwick (C)	No religion		F	21434
Randwick (C)	No religion		M	22836
Richmond Valley (A)	(Other)		F	1088
Richmond Valley (A)	(Other)		M	1190
Richmond Valley (A)	(Other)	(Other)	F	50
Richmond Valley (A)	(Other)	(Other)	M	26
Richmond Valley (A)	(Other)	Australian Aboriginal Traditional	F	3
Richmond Valley (A)	(Other)	Australian Aboriginal Traditional	M	7
Richmond Valley (A)	(Other)	Other spiritual beliefs	F	15
Richmond Valley (A)	(Other)	Other spiritual beliefs	M	15
Richmond Valley (A)	(Other)	Secular beliefs	F	25
Richmond Valley (A)	(Other)	Secular beliefs	M	20
Richmond Valley (A)	Buddhism		F	64
Richmond Valley (A)	Buddhism		M	48
Richmond Valley (A)	Christianity		F	254
Richmond Valley (A)	Christianity		M	207
Richmond Valley (A)	Christianity	(Other)	F	63
Richmond Valley (A)	Christianity	(Other)	M	67
Richmond Valley (A)	Christianity	Anglican	F	2654
Richmond Valley (A)	Christianity	Anglican	M	2421
Richmond Valley (A)	Christianity	Baptist	F	159
Richmond Valley (A)	Christianity	Baptist	M	132
Richmond Valley (A)	Christianity	Brethren	F	5
Richmond Valley (A)	Christianity	Brethren	M	3
Richmond Valley (A)	Christianity	Catholic	F	2925
Richmond Valley (A)	Christianity	Catholic	M	2842
Richmond Valley (A)	Christianity	Churches Of Christ	F	3
Richmond Valley (A)	Christianity	Churches Of Christ	M	3
Richmond Valley (A)	Christianity	Eastern Orthodox	F	17
Richmond Valley (A)	Christianity	Eastern Orthodox	M	11
Richmond Valley (A)	Christianity	Jehovah's Witnesses	F	67
Richmond Valley (A)	Christianity	Jehovah's Witnesses	M	54
Richmond Valley (A)	Christianity	Latter Day Saints	F	9
Richmond Valley (A)	Christianity	Latter Day Saints	M	6
Richmond Valley (A)	Christianity	Lutheran	F	23
Richmond Valley (A)	Christianity	Lutheran	M	22
Richmond Valley (A)	Christianity	Pentecostal	F	150
Richmond Valley (A)	Christianity	Pentecostal	M	121
Richmond Valley (A)	Christianity	Presbyterian Reformed	F	697
Richmond Valley (A)	Christianity	Presbyterian Reformed	M	683
Richmond Valley (A)	Christianity	Protestant (Other)	F	11
Richmond Valley (A)	Christianity	Protestant (Other)	M	19
Richmond Valley (A)	Christianity	Salvation Army	F	51
Richmond Valley (A)	Christianity	Salvation Army	M	46
Richmond Valley (A)	Christianity	Seventh Day Adventist	F	35
Richmond Valley (A)	Christianity	Seventh Day Adventist	M	24
Richmond Valley (A)	Christianity	Uniting Church	F	629
Richmond Valley (A)	Christianity	Uniting Church	M	517
Richmond Valley (A)	Hinduism		F	15
Richmond Valley (A)	Hinduism		M	8
Richmond Valley (A)	Islam		F	6
Richmond Valley (A)	Islam		M	12
Richmond Valley (A)	No religion		F	2461
Richmond Valley (A)	No religion		M	2818
Rockdale (C)	(Other)		F	5225
Rockdale (C)	(Other)		M	5202
Rockdale (C)	(Other)	(Other)	F	185
Rockdale (C)	(Other)	(Other)	M	148
Rockdale (C)	(Other)	Australian Aboriginal Traditional	F	3
Rockdale (C)	(Other)	Australian Aboriginal Traditional	M	4
Rockdale (C)	(Other)	Other spiritual beliefs	F	82
Rockdale (C)	(Other)	Other spiritual beliefs	M	67
Rockdale (C)	(Other)	Secular beliefs	F	95
Rockdale (C)	(Other)	Secular beliefs	M	110
Rockdale (C)	(Other)	Sikhism	F	81
Rockdale (C)	(Other)	Sikhism	M	79
Rockdale (C)	Buddhism		F	2553
Rockdale (C)	Buddhism		M	1845
Rockdale (C)	Christianity		F	1683
Rockdale (C)	Christianity		M	1531
Rockdale (C)	Christianity	(Other)	F	35
Rockdale (C)	Christianity	(Other)	M	31
Rockdale (C)	Christianity	Anglican	F	3517
Rockdale (C)	Christianity	Anglican	M	2971
Rockdale (C)	Christianity	Assyrian Apostolic	F	21
Rockdale (C)	Christianity	Assyrian Apostolic	M	18
Rockdale (C)	Christianity	Baptist	F	384
Rockdale (C)	Christianity	Baptist	M	338
Rockdale (C)	Christianity	Brethren	F	4
Rockdale (C)	Christianity	Brethren	M	7
Rockdale (C)	Christianity	Catholic	F	12019
Rockdale (C)	Christianity	Catholic	M	10884
Rockdale (C)	Christianity	Churches Of Christ	F	61
Rockdale (C)	Christianity	Churches Of Christ	M	43
Rockdale (C)	Christianity	Eastern Orthodox	F	8403
Rockdale (C)	Christianity	Eastern Orthodox	M	7848
Rockdale (C)	Christianity	Jehovah's Witnesses	F	127
Rockdale (C)	Christianity	Jehovah's Witnesses	M	92
Rockdale (C)	Christianity	Latter Day Saints	F	79
Rockdale (C)	Christianity	Latter Day Saints	M	71
Rockdale (C)	Christianity	Lutheran	F	72
Rockdale (C)	Christianity	Lutheran	M	66
Rockdale (C)	Christianity	Oriental Orthodox	F	786
Rockdale (C)	Christianity	Oriental Orthodox	M	750
Rockdale (C)	Christianity	Pentecostal	F	426
Rockdale (C)	Christianity	Pentecostal	M	340
Rockdale (C)	Christianity	Presbyterian Reformed	F	661
Rockdale (C)	Christianity	Presbyterian Reformed	M	588
Rockdale (C)	Christianity	Protestant (Other)	F	233
Rockdale (C)	Christianity	Protestant (Other)	M	218
Rockdale (C)	Christianity	Salvation Army	F	120
Rockdale (C)	Christianity	Salvation Army	M	82
Rockdale (C)	Christianity	Seventh Day Adventist	F	64
Rockdale (C)	Christianity	Seventh Day Adventist	M	55
Rockdale (C)	Christianity	Uniting Church	F	654
Rockdale (C)	Christianity	Uniting Church	M	482
Rockdale (C)	Hinduism		F	2462
Rockdale (C)	Hinduism		M	3066
Rockdale (C)	Islam		F	4930
Rockdale (C)	Islam		M	5667
Rockdale (C)	Judaism		F	85
Rockdale (C)	Judaism		M	89
Rockdale (C)	No religion		F	10302
Rockdale (C)	No religion		M	11375
Ryde (C)	(Other)		F	4690
Ryde (C)	(Other)		M	4612
Ryde (C)	(Other)	(Other)	F	211
Ryde (C)	(Other)	(Other)	M	220
Ryde (C)	(Other)	Australian Aboriginal Traditional	M	3
Ryde (C)	(Other)	Other spiritual beliefs	F	93
Ryde (C)	(Other)	Other spiritual beliefs	M	58
Ryde (C)	(Other)	Secular beliefs	F	121
Ryde (C)	(Other)	Secular beliefs	M	161
Ryde (C)	(Other)	Sikhism	F	239
Ryde (C)	(Other)	Sikhism	M	251
Ryde (C)	Buddhism		F	2776
Ryde (C)	Buddhism		M	1965
Ryde (C)	Christianity		F	1543
Ryde (C)	Christianity		M	1335
Ryde (C)	Christianity	(Other)	F	35
Ryde (C)	Christianity	(Other)	M	38
Ryde (C)	Christianity	Anglican	F	5349
Ryde (C)	Christianity	Anglican	M	4704
Ryde (C)	Christianity	Assyrian Apostolic	F	12
Ryde (C)	Christianity	Assyrian Apostolic	M	7
Ryde (C)	Christianity	Baptist	F	1147
Ryde (C)	Christianity	Baptist	M	948
Ryde (C)	Christianity	Brethren	F	55
Ryde (C)	Christianity	Brethren	M	45
Ryde (C)	Christianity	Catholic	F	15637
Ryde (C)	Christianity	Catholic	M	13737
Ryde (C)	Christianity	Churches Of Christ	F	46
Ryde (C)	Christianity	Churches Of Christ	M	38
Ryde (C)	Christianity	Eastern Orthodox	F	1453
Ryde (C)	Christianity	Eastern Orthodox	M	1406
Ryde (C)	Christianity	Jehovah's Witnesses	F	124
Ryde (C)	Christianity	Jehovah's Witnesses	M	81
Ryde (C)	Christianity	Latter Day Saints	F	51
Ryde (C)	Christianity	Latter Day Saints	M	62
Ryde (C)	Christianity	Lutheran	F	132
Ryde (C)	Christianity	Lutheran	M	107
Ryde (C)	Christianity	Oriental Orthodox	F	878
Ryde (C)	Christianity	Oriental Orthodox	M	846
Ryde (C)	Christianity	Pentecostal	F	652
Ryde (C)	Christianity	Pentecostal	M	550
Ryde (C)	Christianity	Presbyterian Reformed	F	2065
Ryde (C)	Christianity	Presbyterian Reformed	M	1851
Ryde (C)	Christianity	Protestant (Other)	F	323
Ryde (C)	Christianity	Protestant (Other)	M	267
Ryde (C)	Christianity	Salvation Army	F	58
Ryde (C)	Christianity	Salvation Army	M	35
Ryde (C)	Christianity	Seventh Day Adventist	F	115
Ryde (C)	Christianity	Seventh Day Adventist	M	86
Ryde (C)	Christianity	Uniting Church	F	1298
Ryde (C)	Christianity	Uniting Church	M	1061
Ryde (C)	Hinduism		F	2086
Ryde (C)	Hinduism		M	2383
Ryde (C)	Islam		F	1286
Ryde (C)	Islam		M	1457
Ryde (C)	Judaism		F	185
Ryde (C)	Judaism		M	181
Ryde (C)	No religion		F	17121
Ryde (C)	No religion		M	18017
Shellharbour (C)	(Other)		F	2531
Shellharbour (C)	(Other)		M	2614
Shellharbour (C)	(Other)	(Other)	F	102
Shellharbour (C)	(Other)	(Other)	M	63
Shellharbour (C)	(Other)	Australian Aboriginal Traditional	F	15
Shellharbour (C)	(Other)	Australian Aboriginal Traditional	M	15
Shellharbour (C)	(Other)	Other spiritual beliefs	F	60
Shellharbour (C)	(Other)	Other spiritual beliefs	M	28
Shellharbour (C)	(Other)	Secular beliefs	F	71
Shellharbour (C)	(Other)	Secular beliefs	M	82
Shellharbour (C)	(Other)	Sikhism	F	17
Shellharbour (C)	(Other)	Sikhism	M	9
Shellharbour (C)	Buddhism		F	317
Shellharbour (C)	Buddhism		M	205
Shellharbour (C)	Christianity		F	1042
Shellharbour (C)	Christianity		M	969
Shellharbour (C)	Christianity	(Other)	F	31
Shellharbour (C)	Christianity	(Other)	M	16
Shellharbour (C)	Christianity	Anglican	F	7614
Shellharbour (C)	Christianity	Anglican	M	6471
Shellharbour (C)	Christianity	Baptist	F	311
Shellharbour (C)	Christianity	Baptist	M	257
Shellharbour (C)	Christianity	Brethren	F	3
Shellharbour (C)	Christianity	Catholic	F	10059
Shellharbour (C)	Christianity	Catholic	M	9079
Shellharbour (C)	Christianity	Churches Of Christ	F	37
Shellharbour (C)	Christianity	Churches Of Christ	M	34
Shellharbour (C)	Christianity	Eastern Orthodox	F	1200
Shellharbour (C)	Christianity	Eastern Orthodox	M	1219
Shellharbour (C)	Christianity	Jehovah's Witnesses	F	240
Shellharbour (C)	Christianity	Jehovah's Witnesses	M	204
Shellharbour (C)	Christianity	Latter Day Saints	F	63
Shellharbour (C)	Christianity	Latter Day Saints	M	47
Shellharbour (C)	Christianity	Lutheran	F	223
Shellharbour (C)	Christianity	Lutheran	M	164
Shellharbour (C)	Christianity	Oriental Orthodox	F	29
Shellharbour (C)	Christianity	Oriental Orthodox	M	28
Shellharbour (C)	Christianity	Pentecostal	F	370
Shellharbour (C)	Christianity	Pentecostal	M	313
Shellharbour (C)	Christianity	Presbyterian Reformed	F	909
Shellharbour (C)	Christianity	Presbyterian Reformed	M	754
Shellharbour (C)	Christianity	Protestant (Other)	F	83
Shellharbour (C)	Christianity	Protestant (Other)	M	60
Shellharbour (C)	Christianity	Salvation Army	F	104
Shellharbour (C)	Christianity	Salvation Army	M	88
Shellharbour (C)	Christianity	Seventh Day Adventist	F	43
Shellharbour (C)	Christianity	Seventh Day Adventist	M	31
Shellharbour (C)	Christianity	Uniting Church	F	1282
Shellharbour (C)	Christianity	Uniting Church	M	1017
Shellharbour (C)	Hinduism		F	70
Shellharbour (C)	Hinduism		M	69
Shellharbour (C)	Islam		F	332
Shellharbour (C)	Islam		M	312
Shellharbour (C)	Judaism		F	3
Shellharbour (C)	Judaism		M	3
Shellharbour (C)	No religion		F	7851
Shellharbour (C)	No religion		M	9276
Shoalhaven (C)	(Other)		F	4592
Shoalhaven (C)	(Other)		M	5434
Shoalhaven (C)	(Other)	(Other)	F	203
Shoalhaven (C)	(Other)	(Other)	M	115
Shoalhaven (C)	(Other)	Australian Aboriginal Traditional	F	16
Shoalhaven (C)	(Other)	Australian Aboriginal Traditional	M	21
Shoalhaven (C)	(Other)	Other spiritual beliefs	F	105
Shoalhaven (C)	(Other)	Other spiritual beliefs	M	95
Shoalhaven (C)	(Other)	Secular beliefs	F	120
Shoalhaven (C)	(Other)	Secular beliefs	M	142
Shoalhaven (C)	(Other)	Sikhism	F	25
Shoalhaven (C)	(Other)	Sikhism	M	24
Shoalhaven (C)	Buddhism		F	551
Shoalhaven (C)	Buddhism		M	363
Shoalhaven (C)	Christianity		F	1136
Shoalhaven (C)	Christianity		M	1037
Shoalhaven (C)	Christianity	(Other)	F	37
Shoalhaven (C)	Christianity	(Other)	M	31
Shoalhaven (C)	Christianity	Anglican	F	12810
Shoalhaven (C)	Christianity	Anglican	M	11223
Shoalhaven (C)	Christianity	Baptist	F	832
Shoalhaven (C)	Christianity	Baptist	M	725
Shoalhaven (C)	Christianity	Brethren	F	3
Shoalhaven (C)	Christianity	Brethren	M	4
Shoalhaven (C)	Christianity	Catholic	F	10597
Shoalhaven (C)	Christianity	Catholic	M	9599
Shoalhaven (C)	Christianity	Churches Of Christ	F	73
Shoalhaven (C)	Christianity	Churches Of Christ	M	61
Shoalhaven (C)	Christianity	Eastern Orthodox	F	304
Shoalhaven (C)	Christianity	Eastern Orthodox	M	312
Shoalhaven (C)	Christianity	Jehovah's Witnesses	F	284
Shoalhaven (C)	Christianity	Jehovah's Witnesses	M	241
Shoalhaven (C)	Christianity	Latter Day Saints	F	93
Shoalhaven (C)	Christianity	Latter Day Saints	M	61
Shoalhaven (C)	Christianity	Lutheran	F	159
Shoalhaven (C)	Christianity	Lutheran	M	153
Shoalhaven (C)	Christianity	Oriental Orthodox	F	12
Shoalhaven (C)	Christianity	Oriental Orthodox	M	8
Shoalhaven (C)	Christianity	Pentecostal	F	474
Shoalhaven (C)	Christianity	Pentecostal	M	396
Shoalhaven (C)	Christianity	Presbyterian Reformed	F	1794
Shoalhaven (C)	Christianity	Presbyterian Reformed	M	1630
Shoalhaven (C)	Christianity	Protestant (Other)	F	157
Shoalhaven (C)	Christianity	Protestant (Other)	M	122
Shoalhaven (C)	Christianity	Salvation Army	F	150
Shoalhaven (C)	Christianity	Salvation Army	M	140
Shoalhaven (C)	Christianity	Seventh Day Adventist	F	53
Shoalhaven (C)	Christianity	Seventh Day Adventist	M	57
Shoalhaven (C)	Christianity	Uniting Church	F	2009
Shoalhaven (C)	Christianity	Uniting Church	M	1614
Shoalhaven (C)	Hinduism		F	99
Shoalhaven (C)	Hinduism		M	113
Shoalhaven (C)	Islam		F	86
Shoalhaven (C)	Islam		M	97
Shoalhaven (C)	Judaism		F	55
Shoalhaven (C)	Judaism		M	33
Shoalhaven (C)	No religion		F	13539
