LGA_NAME16	CountryOfBirth	Sex	persons
The Hills Shire (A)	HKG	F	997
The Hills Shire (A)	HKG	M	989
The Hills Shire (A)	HRV	F	189
The Hills Shire (A)	HRV	M	187
The Hills Shire (A)	IDN	F	493
The Hills Shire (A)	IDN	M	385
The Hills Shire (A)	IND	F	2855
The Hills Shire (A)	IND	M	2851
The Hills Shire (A)	IRL	F	262
The Hills Shire (A)	IRL	M	303
The Hills Shire (A)	IRN	F	840
The Hills Shire (A)	IRN	M	835
The Hills Shire (A)	IRQ	F	90
The Hills Shire (A)	IRQ	M	85
The Hills Shire (A)	ITA	F	485
The Hills Shire (A)	ITA	M	615
The Hills Shire (A)	JPN	F	122
The Hills Shire (A)	JPN	M	63
The Hills Shire (A)	KHM	F	47
The Hills Shire (A)	KHM	M	36
The Hills Shire (A)	KOR	F	1286
The Hills Shire (A)	KOR	M	1174
The Hills Shire (A)	LBN	F	372
The Hills Shire (A)	LBN	M	402
The Hills Shire (A)	LKA	F	1210
The Hills Shire (A)	LKA	M	1125
The Hills Shire (A)	MKD	F	17
The Hills Shire (A)	MKD	M	22
The Hills Shire (A)	MLT	F	222
The Hills Shire (A)	MLT	M	227
The Hills Shire (A)	MMR	F	87
The Hills Shire (A)	MMR	M	78
The Hills Shire (A)	MUS	F	87
The Hills Shire (A)	MUS	M	82
The Hills Shire (A)	MYS	F	928
The Hills Shire (A)	MYS	M	774
The Hills Shire (A)	NLD	F	164
The Hills Shire (A)	NLD	M	196
The Hills Shire (A)	NPL	F	71
The Hills Shire (A)	NPL	M	72
The Hills Shire (A)	NZL	F	1110
The Hills Shire (A)	NZL	M	1172
The Hills Shire (A)	PAK	F	339
The Hills Shire (A)	PAK	M	340
The Hills Shire (A)	PHL	F	1352
The Hills Shire (A)	PHL	M	1035
The Hills Shire (A)	PNG	F	57
The Hills Shire (A)	PNG	M	63
The Hills Shire (A)	POL	F	249
The Hills Shire (A)	POL	M	184
The Hills Shire (A)	SGP	F	320
The Hills Shire (A)	SGP	M	278
The Hills Shire (A)	THA	F	237
The Hills Shire (A)	THA	M	109
The Hills Shire (A)	TUR	F	120
The Hills Shire (A)	TUR	M	126
The Hills Shire (A)	TWN	F	268
The Hills Shire (A)	TWN	M	217
The Hills Shire (A)	USA	F	479
The Hills Shire (A)	USA	M	423
The Hills Shire (A)	VNM	F	306
The Hills Shire (A)	VNM	M	260
The Hills Shire (A)	ZAF	F	1222
The Hills Shire (A)	ZAF	M	1224
The Hills Shire (A)	ZWE	F	105
The Hills Shire (A)	ZWE	M	110
Tweed (A)		F	4482
Tweed (A)		M	4169
Tweed (A)	AUS	F	36331
Tweed (A)	AUS	M	34167
Tweed (A)	BIH	F	9
Tweed (A)	BIH	M	3
Tweed (A)	CAN	F	116
Tweed (A)	CAN	M	81
Tweed (A)	CHL	F	16
Tweed (A)	CHL	M	11
Tweed (A)	CHN	F	137
Tweed (A)	CHN	M	89
Tweed (A)	DEU	F	234
Tweed (A)	DEU	M	195
Tweed (A)	EGY	F	8
Tweed (A)	EGY	M	19
Tweed (A)	FJI	F	58
Tweed (A)	FJI	M	40
Tweed (A)	FRA	F	58
Tweed (A)	FRA	M	59
Tweed (A)	GBR	F	2608
Tweed (A)	GBR	M	2557
Tweed (A)	GRC	F	14
Tweed (A)	GRC	M	21
Tweed (A)	HKG	F	17
Tweed (A)	HKG	M	17
Tweed (A)	HRV	F	14
Tweed (A)	HRV	M	16
Tweed (A)	IDN	F	38
Tweed (A)	IDN	M	28
Tweed (A)	IND	F	172
Tweed (A)	IND	M	180
Tweed (A)	IRL	F	87
Tweed (A)	IRL	M	99
Tweed (A)	IRN	F	4
Tweed (A)	ITA	F	79
Tweed (A)	ITA	M	120
Tweed (A)	JPN	F	112
Tweed (A)	JPN	M	56
Tweed (A)	KHM	F	3
Tweed (A)	KHM	M	3
Tweed (A)	KOR	F	24
Tweed (A)	KOR	M	23
Tweed (A)	LBN	F	3
Tweed (A)	LBN	M	6
Tweed (A)	LKA	F	14
Tweed (A)	LKA	M	15
Tweed (A)	MKD	F	4
Tweed (A)	MLT	F	36
Tweed (A)	MLT	M	37
Tweed (A)	MMR	F	3
Tweed (A)	MMR	M	3
Tweed (A)	MUS	F	11
Tweed (A)	MUS	M	18
Tweed (A)	MYS	F	60
Tweed (A)	MYS	M	34
Tweed (A)	NLD	F	145
Tweed (A)	NLD	M	160
Tweed (A)	NPL	F	12
Tweed (A)	NPL	M	13
Tweed (A)	NZL	F	1336
Tweed (A)	NZL	M	1195
Tweed (A)	PAK	F	3
Tweed (A)	PAK	M	16
Tweed (A)	PHL	F	364
Tweed (A)	PHL	M	106
Tweed (A)	PNG	F	68
Tweed (A)	PNG	M	56
Tweed (A)	POL	F	31
Tweed (A)	POL	M	33
Tweed (A)	SGP	F	23
Tweed (A)	SGP	M	28
Tweed (A)	THA	F	129
Tweed (A)	THA	M	36
Tweed (A)	TUR	F	5
Tweed (A)	TUR	M	7
Tweed (A)	TWN	F	25
Tweed (A)	TWN	M	11
Tweed (A)	USA	F	173
Tweed (A)	USA	M	159
Tweed (A)	VNM	F	21
Tweed (A)	VNM	M	9
Tweed (A)	ZAF	F	155
Tweed (A)	ZAF	M	154
Tweed (A)	ZWE	F	27
Tweed (A)	ZWE	M	33
Upper Hunter Shire (A)		F	805
Upper Hunter Shire (A)		M	750
Upper Hunter Shire (A)	AFG	M	4
Upper Hunter Shire (A)	AUS	F	5849
Upper Hunter Shire (A)	AUS	M	5715
Upper Hunter Shire (A)	BGD	F	3
Upper Hunter Shire (A)	BGD	M	5
Upper Hunter Shire (A)	CAN	F	4
Upper Hunter Shire (A)	CAN	M	3
Upper Hunter Shire (A)	CHN	F	19
Upper Hunter Shire (A)	CHN	M	24
Upper Hunter Shire (A)	DEU	F	17
Upper Hunter Shire (A)	DEU	M	9
Upper Hunter Shire (A)	FRA	F	4
Upper Hunter Shire (A)	FRA	M	7
Upper Hunter Shire (A)	GBR	F	145
Upper Hunter Shire (A)	GBR	M	146
Upper Hunter Shire (A)	HKG	F	3
Upper Hunter Shire (A)	HRV	F	3
Upper Hunter Shire (A)	IDN	F	4
Upper Hunter Shire (A)	IND	F	18
Upper Hunter Shire (A)	IND	M	17
Upper Hunter Shire (A)	IRL	F	22
Upper Hunter Shire (A)	IRL	M	38
Upper Hunter Shire (A)	ITA	F	4
Upper Hunter Shire (A)	ITA	M	7
Upper Hunter Shire (A)	JPN	M	3
Upper Hunter Shire (A)	KHM	M	3
Upper Hunter Shire (A)	KOR	F	3
Upper Hunter Shire (A)	KOR	M	5
Upper Hunter Shire (A)	LBN	M	3
Upper Hunter Shire (A)	LKA	F	5
Upper Hunter Shire (A)	LKA	M	6
Upper Hunter Shire (A)	MLT	M	4
Upper Hunter Shire (A)	MYS	F	8
Upper Hunter Shire (A)	NLD	F	7
Upper Hunter Shire (A)	NLD	M	10
Upper Hunter Shire (A)	NPL	F	3
Upper Hunter Shire (A)	NZL	F	88
Upper Hunter Shire (A)	NZL	M	88
Upper Hunter Shire (A)	PAK	M	4
Upper Hunter Shire (A)	PHL	F	49
Upper Hunter Shire (A)	PHL	M	33
Upper Hunter Shire (A)	PNG	F	4
Upper Hunter Shire (A)	PNG	M	3
Upper Hunter Shire (A)	THA	F	4
Upper Hunter Shire (A)	TWN	F	5
Upper Hunter Shire (A)	TWN	M	3
Upper Hunter Shire (A)	USA	F	12
Upper Hunter Shire (A)	USA	M	10
Upper Hunter Shire (A)	VNM	F	16
Upper Hunter Shire (A)	VNM	M	17
Upper Hunter Shire (A)	ZAF	F	18
Upper Hunter Shire (A)	ZAF	M	24
Upper Hunter Shire (A)	ZWE	F	4
Upper Hunter Shire (A)	ZWE	M	6
Upper Lachlan Shire (A)		F	379
Upper Lachlan Shire (A)		M	410
Upper Lachlan Shire (A)	AUS	F	3145
Upper Lachlan Shire (A)	AUS	M	3287
Upper Lachlan Shire (A)	CAN	F	8
Upper Lachlan Shire (A)	CHN	F	7
Upper Lachlan Shire (A)	DEU	F	14
Upper Lachlan Shire (A)	DEU	M	12
Upper Lachlan Shire (A)	FJI	F	3
Upper Lachlan Shire (A)	FRA	F	5
Upper Lachlan Shire (A)	GBR	F	119
Upper Lachlan Shire (A)	GBR	M	94
Upper Lachlan Shire (A)	GRC	M	4
Upper Lachlan Shire (A)	HRV	M	4
Upper Lachlan Shire (A)	IDN	F	6
Upper Lachlan Shire (A)	IND	F	3
Upper Lachlan Shire (A)	IND	M	4
Upper Lachlan Shire (A)	IRL	F	5
Upper Lachlan Shire (A)	IRL	M	4
Upper Lachlan Shire (A)	ITA	F	4
Upper Lachlan Shire (A)	ITA	M	8
Upper Lachlan Shire (A)	MKD	M	3
Upper Lachlan Shire (A)	MLT	F	3
Upper Lachlan Shire (A)	MLT	M	3
Upper Lachlan Shire (A)	NLD	F	4
Upper Lachlan Shire (A)	NLD	M	12
Upper Lachlan Shire (A)	NZL	F	35
Upper Lachlan Shire (A)	NZL	M	32
Upper Lachlan Shire (A)	PHL	F	8
Upper Lachlan Shire (A)	PHL	M	3
Upper Lachlan Shire (A)	PNG	F	3
Upper Lachlan Shire (A)	PNG	M	3
Upper Lachlan Shire (A)	POL	F	3
Upper Lachlan Shire (A)	TWN	F	3
Upper Lachlan Shire (A)	USA	F	12
Upper Lachlan Shire (A)	USA	M	11
Upper Lachlan Shire (A)	ZAF	F	4
Upper Lachlan Shire (A)	ZAF	M	4
Uralla (A)		F	291
Uralla (A)		M	258
Uralla (A)	AUS	F	2652
Uralla (A)	AUS	M	2492
Uralla (A)	CAN	F	4
Uralla (A)	CAN	M	3
Uralla (A)	DEU	F	11
Uralla (A)	DEU	M	9
Uralla (A)	FJI	F	3
Uralla (A)	FJI	M	3
Uralla (A)	FRA	F	3
Uralla (A)	GBR	F	85
Uralla (A)	GBR	M	79
Uralla (A)	IND	M	4
Uralla (A)	IRL	F	3
Uralla (A)	IRL	M	3
Uralla (A)	ITA	M	6
Uralla (A)	JPN	F	4
Uralla (A)	MYS	F	3
Uralla (A)	NLD	F	3
Uralla (A)	NLD	M	13
Uralla (A)	NZL	F	37
Uralla (A)	NZL	M	24
Uralla (A)	PHL	F	4
Uralla (A)	PNG	F	3
Uralla (A)	PNG	M	5
Uralla (A)	THA	M	3
Uralla (A)	USA	F	10
Uralla (A)	USA	M	9
Uralla (A)	VNM	F	3
Uralla (A)	ZAF	F	6
Uralla (A)	ZAF	M	10
Wagga Wagga (C)		F	2367
Wagga Wagga (C)		M	2396
Wagga Wagga (C)	AFG	F	25
Wagga Wagga (C)	AFG	M	59
Wagga Wagga (C)	AUS	F	26999
Wagga Wagga (C)	AUS	M	25514
Wagga Wagga (C)	BGD	F	38
Wagga Wagga (C)	BGD	M	40
Wagga Wagga (C)	BIH	M	7
Wagga Wagga (C)	CAN	F	33
Wagga Wagga (C)	CAN	M	26
Wagga Wagga (C)	CHL	F	12
Wagga Wagga (C)	CHL	M	10
Wagga Wagga (C)	CHN	F	129
Wagga Wagga (C)	CHN	M	136
Wagga Wagga (C)	DEU	F	61
Wagga Wagga (C)	DEU	M	66
Wagga Wagga (C)	EGY	F	39
Wagga Wagga (C)	EGY	M	57
Wagga Wagga (C)	FJI	F	27
Wagga Wagga (C)	FJI	M	28
Wagga Wagga (C)	FRA	F	14
Wagga Wagga (C)	FRA	M	15
Wagga Wagga (C)	GBR	F	504
Wagga Wagga (C)	GBR	M	506
Wagga Wagga (C)	GRC	F	11
Wagga Wagga (C)	GRC	M	15
Wagga Wagga (C)	HKG	F	25
Wagga Wagga (C)	HKG	M	27
Wagga Wagga (C)	HRV	F	8
Wagga Wagga (C)	HRV	M	6
Wagga Wagga (C)	IDN	F	16
Wagga Wagga (C)	IDN	M	11
Wagga Wagga (C)	IND	F	311
Wagga Wagga (C)	IND	M	336
Wagga Wagga (C)	IRL	F	48
Wagga Wagga (C)	IRL	M	31
Wagga Wagga (C)	IRN	F	32
Wagga Wagga (C)	IRN	M	47
Wagga Wagga (C)	IRQ	F	22
Wagga Wagga (C)	IRQ	M	22
Wagga Wagga (C)	ITA	F	24
Wagga Wagga (C)	ITA	M	28
Wagga Wagga (C)	JPN	F	11
Wagga Wagga (C)	JPN	M	9
Wagga Wagga (C)	KHM	M	3
Wagga Wagga (C)	KOR	F	42
Wagga Wagga (C)	KOR	M	21
Wagga Wagga (C)	LBN	F	8
Wagga Wagga (C)	LBN	M	3
Wagga Wagga (C)	LKA	F	49
Wagga Wagga (C)	LKA	M	90
Wagga Wagga (C)	MLT	F	8
Wagga Wagga (C)	MLT	M	3
Wagga Wagga (C)	MMR	F	57
Wagga Wagga (C)	MMR	M	79
Wagga Wagga (C)	MUS	F	3
Wagga Wagga (C)	MUS	M	3
Wagga Wagga (C)	MYS	F	65
Wagga Wagga (C)	MYS	M	46
Wagga Wagga (C)	NLD	F	48
Wagga Wagga (C)	NLD	M	55
Wagga Wagga (C)	NPL	F	30
Wagga Wagga (C)	NPL	M	40
Wagga Wagga (C)	NZL	F	204
Wagga Wagga (C)	NZL	M	237
Wagga Wagga (C)	PAK	F	41
Wagga Wagga (C)	PAK	M	51
Wagga Wagga (C)	PHL	F	218
Wagga Wagga (C)	PHL	M	205
Wagga Wagga (C)	PNG	F	23
Wagga Wagga (C)	PNG	M	14
Wagga Wagga (C)	POL	F	11
Wagga Wagga (C)	POL	M	13
Wagga Wagga (C)	SGP	F	20
Wagga Wagga (C)	SGP	M	7
Wagga Wagga (C)	THA	F	37
Wagga Wagga (C)	THA	M	6
Wagga Wagga (C)	TUR	M	3
Wagga Wagga (C)	TWN	F	23
Wagga Wagga (C)	TWN	M	11
Wagga Wagga (C)	USA	F	63
Wagga Wagga (C)	USA	M	39
Wagga Wagga (C)	VNM	F	25
Wagga Wagga (C)	VNM	M	27
Wagga Wagga (C)	ZAF	F	110
Wagga Wagga (C)	ZAF	M	119
Wagga Wagga (C)	ZWE	F	46
Wagga Wagga (C)	ZWE	M	36
Walcha (A)		F	214
Walcha (A)		M	201
Walcha (A)	AUS	F	1260
Walcha (A)	AUS	M	1287
Walcha (A)	CHN	F	6
Walcha (A)	CHN	M	3
Walcha (A)	DEU	F	7
Walcha (A)	DEU	M	3
Walcha (A)	GBR	F	27
Walcha (A)	GBR	M	26
Walcha (A)	IND	F	3
Walcha (A)	MYS	F	3
Walcha (A)	NLD	M	4
Walcha (A)	NZL	F	14
Walcha (A)	NZL	M	16
Walcha (A)	PHL	F	3
Walcha (A)	USA	F	3
Walgett (A)		F	448
Walgett (A)		M	528
Walgett (A)	AUS	F	2211
Walgett (A)	AUS	M	2500
Walgett (A)	BIH	M	11
Walgett (A)	CAN	F	3
Walgett (A)	CHN	F	3
Walgett (A)	CHN	M	7
Walgett (A)	DEU	F	18
Walgett (A)	DEU	M	17
Walgett (A)	EGY	F	3
Walgett (A)	FJI	F	7
Walgett (A)	GBR	F	45
Walgett (A)	GBR	M	59
Walgett (A)	GRC	M	3
Walgett (A)	HRV	F	9
Walgett (A)	HRV	M	16
Walgett (A)	IND	F	11
Walgett (A)	IND	M	7
Walgett (A)	IRL	F	3
Walgett (A)	ITA	M	3
Walgett (A)	MKD	M	3
Walgett (A)	NLD	F	8
Walgett (A)	NLD	M	6
Walgett (A)	NPL	F	6
Walgett (A)	NPL	M	3
Walgett (A)	NZL	F	34
Walgett (A)	NZL	M	27
Walgett (A)	PAK	F	8
Walgett (A)	PAK	M	5
Walgett (A)	PHL	F	34
Walgett (A)	PHL	M	4
Walgett (A)	PNG	F	3
Walgett (A)	POL	F	3
Walgett (A)	USA	F	5
Walgett (A)	USA	M	3
Walgett (A)	ZAF	F	6
Walgett (A)	ZAF	M	4
Walgett (A)	ZWE	M	3
Warren (A)		F	183
Warren (A)		M	172
Warren (A)	AUS	F	1124
Warren (A)	AUS	M	1150
Warren (A)	CHN	F	3
Warren (A)	DEU	F	6
Warren (A)	DEU	M	3
Warren (A)	FRA	F	4
Warren (A)	GBR	F	22
Warren (A)	GBR	M	8
Warren (A)	IRL	F	6
Warren (A)	IRL	M	3
Warren (A)	NZL	F	3
Warren (A)	NZL	M	10
Warren (A)	PHL	F	5
Warren (A)	PHL	M	3
Warren (A)	THA	F	5
Warren (A)	ZAF	F	8
Warren (A)	ZAF	M	3
Warrumbungle Shire (A)		F	612
Warrumbungle Shire (A)		M	610
Warrumbungle Shire (A)	AUS	F	3818
Warrumbungle Shire (A)	AUS	M	3837
Warrumbungle Shire (A)	BGD	M	3
Warrumbungle Shire (A)	CAN	F	3
Warrumbungle Shire (A)	CAN	M	3
Warrumbungle Shire (A)	CHN	F	3
Warrumbungle Shire (A)	CHN	M	5
Warrumbungle Shire (A)	DEU	F	18
Warrumbungle Shire (A)	DEU	M	18
Warrumbungle Shire (A)	FJI	M	3
Warrumbungle Shire (A)	FRA	M	3
Warrumbungle Shire (A)	GBR	F	103
Warrumbungle Shire (A)	GBR	M	93
Warrumbungle Shire (A)	GRC	F	4
Warrumbungle Shire (A)	GRC	M	7
Warrumbungle Shire (A)	HKG	F	3
Warrumbungle Shire (A)	HRV	F	3
Warrumbungle Shire (A)	IDN	F	4
Warrumbungle Shire (A)	IND	F	9
Warrumbungle Shire (A)	IND	M	12
Warrumbungle Shire (A)	IRL	M	3
Warrumbungle Shire (A)	ITA	M	7
Warrumbungle Shire (A)	KOR	M	7
Warrumbungle Shire (A)	LKA	M	3
Warrumbungle Shire (A)	MYS	F	4
Warrumbungle Shire (A)	MYS	M	3
Warrumbungle Shire (A)	NLD	F	9
Warrumbungle Shire (A)	NLD	M	15
Warrumbungle Shire (A)	NZL	F	37
Warrumbungle Shire (A)	NZL	M	26
Warrumbungle Shire (A)	PAK	M	3
Warrumbungle Shire (A)	PHL	F	17
Warrumbungle Shire (A)	PHL	M	4
Warrumbungle Shire (A)	PNG	F	3
Warrumbungle Shire (A)	POL	F	3
Warrumbungle Shire (A)	SGP	F	3
Warrumbungle Shire (A)	THA	F	4
Warrumbungle Shire (A)	USA	F	5
Warrumbungle Shire (A)	USA	M	8
Warrumbungle Shire (A)	VNM	F	4
Warrumbungle Shire (A)	ZAF	F	12
Warrumbungle Shire (A)	ZAF	M	5
Waverley (A)		F	7127
Waverley (A)		M	6525
Waverley (A)	AFG	F	5
Waverley (A)	AFG	M	4
Waverley (A)	AUS	F	17008
Waverley (A)	AUS	M	16563
Waverley (A)	BGD	F	11
Waverley (A)	BGD	M	26
Waverley (A)	BIH	F	10
Waverley (A)	BIH	M	11
Waverley (A)	CAN	F	192
Waverley (A)	CAN	M	139
Waverley (A)	CHL	F	157
Waverley (A)	CHL	M	179
Waverley (A)	CHN	F	467
Waverley (A)	CHN	M	243
Waverley (A)	DEU	F	344
Waverley (A)	DEU	M	252
Waverley (A)	EGY	F	67
Waverley (A)	EGY	M	63
Waverley (A)	FJI	F	45
Waverley (A)	FJI	M	29
Waverley (A)	FRA	F	371
Waverley (A)	FRA	M	395
Waverley (A)	GBR	F	2550
Waverley (A)	GBR	M	2796
Waverley (A)	GRC	F	121
Waverley (A)	GRC	M	92
Waverley (A)	HKG	F	115
Waverley (A)	HKG	M	101
Waverley (A)	HRV	F	38
Waverley (A)	HRV	M	27
Waverley (A)	IDN	F	95
Waverley (A)	IDN	M	71
Waverley (A)	IND	F	157
Waverley (A)	IND	M	146
Waverley (A)	IRL	F	501
Waverley (A)	IRL	M	522
Waverley (A)	IRN	F	52
Waverley (A)	IRN	M	49
Waverley (A)	IRQ	F	19
Waverley (A)	IRQ	M	21
Waverley (A)	ITA	F	388
Waverley (A)	ITA	M	443
Waverley (A)	JPN	F	212
Waverley (A)	JPN	M	90
Waverley (A)	KHM	F	6
Waverley (A)	KHM	M	8
Waverley (A)	KOR	F	109
Waverley (A)	KOR	M	56
Waverley (A)	LBN	F	39
Waverley (A)	LBN	M	40
Waverley (A)	LKA	F	20
Waverley (A)	LKA	M	28
Waverley (A)	MKD	F	18
Waverley (A)	MKD	M	10
Waverley (A)	MLT	F	32
Waverley (A)	MLT	M	31
Waverley (A)	MMR	F	10
Waverley (A)	MMR	M	5
Waverley (A)	MUS	F	21
Waverley (A)	MUS	M	13
Waverley (A)	MYS	F	104
Waverley (A)	MYS	M	51
Waverley (A)	NLD	F	95
Waverley (A)	NLD	M	86
Waverley (A)	NPL	F	21
Waverley (A)	NPL	M	29
Waverley (A)	NZL	F	873
Waverley (A)	NZL	M	883
Waverley (A)	PAK	F	16
Waverley (A)	PAK	M	13
Waverley (A)	PHL	F	261
Waverley (A)	PHL	M	147
Waverley (A)	PNG	F	25
Waverley (A)	PNG	M	24
Waverley (A)	POL	F	203
Waverley (A)	POL	M	135
Waverley (A)	SGP	F	115
Waverley (A)	SGP	M	95
Waverley (A)	THA	F	145
Waverley (A)	THA	M	61
Waverley (A)	TUR	F	22
Waverley (A)	TUR	M	48
Waverley (A)	TWN	F	56
Waverley (A)	TWN	M	22
Waverley (A)	USA	F	525
Waverley (A)	USA	M	453
Waverley (A)	VNM	F	56
Waverley (A)	VNM	M	47
Waverley (A)	ZAF	F	1440
Waverley (A)	ZAF	M	1377
Waverley (A)	ZWE	F	41
Waverley (A)	ZWE	M	35
Weddin (A)		F	202
Weddin (A)		M	194
Weddin (A)	AUS	F	1531
Weddin (A)	AUS	M	1555
Weddin (A)	CHN	F	3
Weddin (A)	DEU	F	4
Weddin (A)	DEU	M	4
Weddin (A)	GBR	F	38
Weddin (A)	GBR	M	41
Weddin (A)	GRC	F	3
Weddin (A)	IND	F	3
Weddin (A)	IND	M	3
Weddin (A)	ITA	M	3
Weddin (A)	LKA	M	3
Weddin (A)	MLT	M	3
Weddin (A)	MYS	F	3
Weddin (A)	MYS	M	3
Weddin (A)	NLD	F	7
Weddin (A)	NZL	F	8
Weddin (A)	NZL	M	8
Weddin (A)	PHL	F	8
Weddin (A)	PHL	M	4
Weddin (A)	USA	F	8
Weddin (A)	USA	M	4
Wentworth (A)		F	371
Wentworth (A)		M	439
Wentworth (A)	AUS	F	2747
Wentworth (A)	AUS	M	2904
Wentworth (A)	CAN	F	3
Wentworth (A)	CAN	M	3
Wentworth (A)	CHN	F	3
Wentworth (A)	DEU	F	7
Wentworth (A)	DEU	M	7
Wentworth (A)	FJI	M	3
Wentworth (A)	GBR	F	61
Wentworth (A)	GBR	M	52
Wentworth (A)	HRV	F	4
Wentworth (A)	IND	F	3
Wentworth (A)	IND	M	4
Wentworth (A)	ITA	F	20
Wentworth (A)	ITA	M	27
Wentworth (A)	MLT	M	3
Wentworth (A)	MYS	M	3
Wentworth (A)	NLD	F	6
Wentworth (A)	NLD	M	7
Wentworth (A)	NZL	F	25
Wentworth (A)	NZL	M	40
Wentworth (A)	PHL	F	11
Wentworth (A)	PHL	M	4
Wentworth (A)	PNG	F	3
Wentworth (A)	POL	F	3
Wentworth (A)	THA	F	3
Wentworth (A)	TUR	M	5
Wentworth (A)	USA	F	6
Western Plains Regional (A)		F	2367
Western Plains Regional (A)		M	2296
Western Plains Regional (A)	AFG	M	7
Western Plains Regional (A)	AUS	F	21443
Western Plains Regional (A)	AUS	M	20641
Western Plains Regional (A)	BGD	F	29
Western Plains Regional (A)	BGD	M	35
Western Plains Regional (A)	CAN	F	18
Western Plains Regional (A)	CAN	M	11
Western Plains Regional (A)	CHL	F	4
Western Plains Regional (A)	CHL	M	5
Western Plains Regional (A)	CHN	F	95
Western Plains Regional (A)	CHN	M	80
Western Plains Regional (A)	DEU	F	42
Western Plains Regional (A)	DEU	M	32
Western Plains Regional (A)	EGY	F	10
Western Plains Regional (A)	EGY	M	20
Western Plains Regional (A)	FJI	F	24
Western Plains Regional (A)	FJI	M	24
Western Plains Regional (A)	FRA	F	9
Western Plains Regional (A)	FRA	M	11
Western Plains Regional (A)	GBR	F	312
Western Plains Regional (A)	GBR	M	328
Western Plains Regional (A)	GRC	F	11
Western Plains Regional (A)	GRC	M	17
Western Plains Regional (A)	HKG	F	12
Western Plains Regional (A)	HKG	M	8
Western Plains Regional (A)	HRV	F	4
Western Plains Regional (A)	HRV	M	3
Western Plains Regional (A)	IDN	F	16
Western Plains Regional (A)	IDN	M	15
Western Plains Regional (A)	IND	F	179
Western Plains Regional (A)	IND	M	190
Western Plains Regional (A)	IRL	F	18
Western Plains Regional (A)	IRL	M	28
Western Plains Regional (A)	IRN	F	13
Western Plains Regional (A)	IRN	M	20
Western Plains Regional (A)	IRQ	F	4
Western Plains Regional (A)	IRQ	M	8
Western Plains Regional (A)	ITA	F	22
Western Plains Regional (A)	ITA	M	17
Western Plains Regional (A)	JPN	F	3
Western Plains Regional (A)	JPN	M	5
Western Plains Regional (A)	KHM	F	7
Western Plains Regional (A)	KHM	M	4
Western Plains Regional (A)	KOR	F	22
Western Plains Regional (A)	KOR	M	30
Western Plains Regional (A)	LBN	F	17
Western Plains Regional (A)	LBN	M	16
Western Plains Regional (A)	LKA	F	73
Western Plains Regional (A)	LKA	M	67
Western Plains Regional (A)	MKD	F	3
Western Plains Regional (A)	MKD	M	6
Western Plains Regional (A)	MLT	F	4
Western Plains Regional (A)	MLT	M	9
Western Plains Regional (A)	MMR	F	3
Western Plains Regional (A)	MMR	M	3
Western Plains Regional (A)	MUS	F	3
Western Plains Regional (A)	MUS	M	4
Western Plains Regional (A)	MYS	F	22
Western Plains Regional (A)	MYS	M	21
Western Plains Regional (A)	NLD	F	45
Western Plains Regional (A)	NLD	M	23
Western Plains Regional (A)	NPL	F	99
Western Plains Regional (A)	NPL	M	108
Western Plains Regional (A)	NZL	F	185
Western Plains Regional (A)	NZL	M	207
Western Plains Regional (A)	PAK	F	29
Western Plains Regional (A)	PAK	M	39
Western Plains Regional (A)	PHL	F	145
Western Plains Regional (A)	PHL	M	68
Western Plains Regional (A)	PNG	F	11
Western Plains Regional (A)	PNG	M	6
Western Plains Regional (A)	POL	F	9
Western Plains Regional (A)	POL	M	3
Western Plains Regional (A)	SGP	F	13
Western Plains Regional (A)	SGP	M	12
Western Plains Regional (A)	THA	F	23
Western Plains Regional (A)	THA	M	9
Western Plains Regional (A)	TUR	F	3
Western Plains Regional (A)	TUR	M	3
Western Plains Regional (A)	TWN	F	17
Western Plains Regional (A)	TWN	M	3
Western Plains Regional (A)	USA	F	42
Western Plains Regional (A)	USA	M	33
Western Plains Regional (A)	VNM	F	30
Western Plains Regional (A)	VNM	M	20
Western Plains Regional (A)	ZAF	F	55
Western Plains Regional (A)	ZAF	M	38
Western Plains Regional (A)	ZWE	F	47
Western Plains Regional (A)	ZWE	M	33
Willoughby (C)		F	3223
Willoughby (C)		M	2971
Willoughby (C)	AFG	F	15
Willoughby (C)	AFG	M	9
Willoughby (C)	AUS	F	18349
Willoughby (C)	AUS	M	18342
Willoughby (C)	BGD	F	32
Willoughby (C)	BGD	M	31
Willoughby (C)	BIH	F	11
Willoughby (C)	BIH	M	12
Willoughby (C)	CAN	F	120
Willoughby (C)	CAN	M	128
Willoughby (C)	CHL	F	35
Willoughby (C)	CHL	M	32
Willoughby (C)	CHN	F	4655
Willoughby (C)	CHN	M	3250
Willoughby (C)	DEU	F	131
Willoughby (C)	DEU	M	109
Willoughby (C)	EGY	F	75
Willoughby (C)	EGY	M	93
Willoughby (C)	FJI	F	77
Willoughby (C)	FJI	M	43
Willoughby (C)	FRA	F	79
Willoughby (C)	FRA	M	110
Willoughby (C)	GBR	F	1343
Willoughby (C)	GBR	M	1751
Willoughby (C)	GRC	F	74
Willoughby (C)	GRC	M	73
Willoughby (C)	HKG	F	1360
Willoughby (C)	HKG	M	1110
Willoughby (C)	HRV	F	137
Willoughby (C)	HRV	M	123
Willoughby (C)	IDN	F	370
Willoughby (C)	IDN	M	298
Willoughby (C)	IND	F	921
Willoughby (C)	IND	M	970
Willoughby (C)	IRL	F	138
Willoughby (C)	IRL	M	170
Willoughby (C)	IRN	F	287
