POA_CODE_2016	Landlord	Rent.min	occupied_private_dwellings_being_rented
POA2573	Real estate agent	0	5
POA2573	Real estate agent	10500	6
POA2573	Real estate agent	11812	4
POA2573	Real estate agent	14437	45
POA2573	Real estate agent	18375	187
POA2573	Real estate agent	23625	61
POA2573	Real estate agent	28875	8
POA2573	State or territory housing authority	3937	5
POA2573	State or territory housing authority	5250	3
POA2573	State or territory housing authority	7875	22
POA2573	State or territory housing authority	10500	4
POA2573	State or territory housing authority	11812	6
POA2573	State or territory housing authority	14437	6
POA2573	State or territory housing authority	18375	5
POA2574		0	4
POA2574	(Other)	5250	9
POA2574	(Other)	7875	10
POA2574	(Other)	10500	5
POA2574	(Other)	14437	3
POA2574	(Other)	18375	3
POA2574	Person not in same household	0	10
POA2574	Person not in same household	7875	3
POA2574	Person not in same household	10500	4
POA2574	Person not in same household	11812	3
POA2574	Person not in same household	14437	6
POA2574	Person not in same household	18375	14
POA2574	Person not in same household	23625	7
POA2574	Person not in same household	28875	3
POA2574	Real estate agent	7875	3
POA2574	Real estate agent	10500	3
POA2574	Real estate agent	11812	7
POA2574	Real estate agent	14437	27
POA2574	Real estate agent	18375	59
POA2574	Real estate agent	23625	32
POA2574	Real estate agent	28875	16
POA2574	Real estate agent	34125	5
POA2575		0	16
POA2575		14437	3
POA2575	(Other)	0	7
POA2575	(Other)	5250	7
POA2575	(Other)	7875	4
POA2575	(Other)	10500	4
POA2575	(Other)	18375	4
POA2575	Co-op/church group etc	5250	5
POA2575	Co-op/church group etc	7875	7
POA2575	Co-op/church group etc	10500	6
POA2575	Co-op/church group etc	11812	4
POA2575	Co-op/church group etc	18375	3
POA2575	Person not in same household	0	25
POA2575	Person not in same household	5250	15
POA2575	Person not in same household	7875	18
POA2575	Person not in same household	10500	23
POA2575	Person not in same household	11812	21
POA2575	Person not in same household	14437	46
POA2575	Person not in same household	18375	39
POA2575	Person not in same household	23625	26
POA2575	Person not in same household	28875	4
POA2575	Real estate agent	5250	4
POA2575	Real estate agent	7875	3
POA2575	Real estate agent	10500	37
POA2575	Real estate agent	11812	56
POA2575	Real estate agent	14437	111
POA2575	Real estate agent	18375	266
POA2575	Real estate agent	23625	120
POA2575	Real estate agent	28875	51
POA2575	Real estate agent	34125	10
POA2575	Real estate agent	39375	11
POA2575	Real estate agent	49875	4
POA2575	State or territory housing authority	5250	9
POA2575	State or territory housing authority	7875	41
POA2575	State or territory housing authority	10500	14
POA2575	State or territory housing authority	11812	12
POA2575	State or territory housing authority	14437	11
POA2575	State or territory housing authority	18375	8
POA2576		0	25
POA2576	(Other)	0	4
POA2576	(Other)	5250	3
POA2576	(Other)	7875	3
POA2576	(Other)	10500	3
POA2576	(Other)	11812	3
POA2576	(Other)	18375	3
POA2576	Co-op/church group etc	7875	5
POA2576	Co-op/church group etc	10500	12
POA2576	Co-op/church group etc	11812	4
POA2576	Co-op/church group etc	14437	8
POA2576	Person not in same household	0	18
POA2576	Person not in same household	5250	6
POA2576	Person not in same household	7875	16
POA2576	Person not in same household	10500	8
POA2576	Person not in same household	11812	18
POA2576	Person not in same household	14437	19
POA2576	Person not in same household	18375	30
POA2576	Person not in same household	23625	19
POA2576	Person not in same household	28875	20
POA2576	Person not in same household	34125	7
POA2576	Person not in same household	44625	3
POA2576	Person not in same household	49875	4
POA2576	Real estate agent	5250	4
POA2576	Real estate agent	7875	9
POA2576	Real estate agent	10500	9
POA2576	Real estate agent	11812	19
POA2576	Real estate agent	14437	65
POA2576	Real estate agent	18375	155
POA2576	Real estate agent	23625	153
POA2576	Real estate agent	28875	85
POA2576	Real estate agent	34125	36
POA2576	Real estate agent	39375	20
POA2576	Real estate agent	44625	4
POA2576	Real estate agent	49875	18
POA2576	State or territory housing authority	0	3
POA2576	State or territory housing authority	5250	4
POA2576	State or territory housing authority	7875	18
POA2576	State or territory housing authority	10500	9
POA2576	State or territory housing authority	11812	12
POA2576	State or territory housing authority	14437	22
POA2576	State or territory housing authority	18375	10
POA2577		0	39
POA2577		14437	4
POA2577		18375	3
POA2577	(Other)	0	30
POA2577	(Other)	5250	5
POA2577	(Other)	7875	3
POA2577	(Other)	10500	7
POA2577	(Other)	11812	4
POA2577	(Other)	14437	5
POA2577	(Other)	18375	6
POA2577	(Other)	23625	4
POA2577	Co-op/church group etc	3937	3
POA2577	Co-op/church group etc	5250	3
POA2577	Co-op/church group etc	7875	25
POA2577	Co-op/church group etc	10500	3
POA2577	Co-op/church group etc	11812	3
POA2577	Co-op/church group etc	14437	12
POA2577	Co-op/church group etc	18375	3
POA2577	Person not in same household	0	40
POA2577	Person not in same household	3937	3
POA2577	Person not in same household	5250	8
POA2577	Person not in same household	7875	19
POA2577	Person not in same household	10500	27
POA2577	Person not in same household	11812	30
POA2577	Person not in same household	14437	70
POA2577	Person not in same household	18375	66
POA2577	Person not in same household	23625	29
POA2577	Person not in same household	28875	12
POA2577	Person not in same household	39375	3
POA2577	Person not in same household	49875	3
POA2577	Real estate agent	5250	3
POA2577	Real estate agent	7875	18
POA2577	Real estate agent	10500	14
POA2577	Real estate agent	11812	60
POA2577	Real estate agent	14437	131
POA2577	Real estate agent	18375	244
POA2577	Real estate agent	23625	104
POA2577	Real estate agent	28875	25
POA2577	Real estate agent	34125	6
POA2577	Real estate agent	39375	7
POA2577	Real estate agent	49875	7
POA2577	State or territory housing authority	0	7
POA2577	State or territory housing authority	3937	3
POA2577	State or territory housing authority	5250	6
POA2577	State or territory housing authority	7875	57
POA2577	State or territory housing authority	10500	18
POA2577	State or territory housing authority	11812	12
POA2577	State or territory housing authority	14437	47
POA2577	State or territory housing authority	18375	9
POA2578		0	3
POA2578	(Other)	5250	3
POA2578	Person not in same household	0	3
POA2578	Person not in same household	7875	3
POA2578	Person not in same household	11812	3
POA2578	Person not in same household	14437	8
POA2578	Person not in same household	18375	6
POA2578	Person not in same household	23625	5
POA2578	Real estate agent	7875	3
POA2578	Real estate agent	10500	4
POA2578	Real estate agent	11812	9
POA2578	Real estate agent	14437	28
POA2578	Real estate agent	18375	35
POA2578	Real estate agent	23625	9
POA2578	Real estate agent	28875	3
POA2579		0	16
POA2579	(Other)	0	10
POA2579	(Other)	5250	4
POA2579	(Other)	11812	3
POA2579	Person not in same household	0	20
POA2579	Person not in same household	5250	9
POA2579	Person not in same household	7875	16
POA2579	Person not in same household	10500	11
POA2579	Person not in same household	11812	14
POA2579	Person not in same household	14437	12
POA2579	Person not in same household	18375	10
POA2579	Person not in same household	23625	3
POA2579	Real estate agent	5250	3
POA2579	Real estate agent	7875	4
POA2579	Real estate agent	10500	9
POA2579	Real estate agent	11812	12
POA2579	Real estate agent	14437	34
POA2579	Real estate agent	18375	33
POA2579	Real estate agent	23625	15
POA2579	Real estate agent	28875	3
POA2580		0	44
POA2580		5250	3
POA2580		7875	11
POA2580		10500	3
POA2580		11812	3
POA2580		14437	4
POA2580		18375	3
POA2580	(Other)	0	26
POA2580	(Other)	5250	18
POA2580	(Other)	7875	15
POA2580	(Other)	10500	3
POA2580	(Other)	11812	14
POA2580	(Other)	14437	20
POA2580	(Other)	18375	7
POA2580	Co-op/church group etc	0	3
POA2580	Co-op/church group etc	3937	6
POA2580	Co-op/church group etc	5250	26
POA2580	Co-op/church group etc	7875	39
POA2580	Co-op/church group etc	11812	3
POA2580	Co-op/church group etc	14437	3
POA2580	Person not in same household	0	55
POA2580	Person not in same household	3937	8
POA2580	Person not in same household	5250	39
POA2580	Person not in same household	7875	80
POA2580	Person not in same household	10500	86
POA2580	Person not in same household	11812	104
POA2580	Person not in same household	14437	135
POA2580	Person not in same household	18375	68
POA2580	Person not in same household	23625	7
POA2580	Person not in same household	28875	3
POA2580	Person not in same household	34125	5
POA2580	Person not in same household	49875	3
POA2580	Real estate agent	0	12
POA2580	Real estate agent	3937	3
POA2580	Real estate agent	5250	39
POA2580	Real estate agent	7875	160
POA2580	Real estate agent	10500	119
POA2580	Real estate agent	11812	314
POA2580	Real estate agent	14437	595
POA2580	Real estate agent	18375	351
POA2580	Real estate agent	23625	41
POA2580	Real estate agent	28875	3
POA2580	State or territory housing authority	0	42
POA2580	State or territory housing authority	3937	34
POA2580	State or territory housing authority	5250	188
POA2580	State or territory housing authority	7875	105
POA2580	State or territory housing authority	10500	36
POA2580	State or territory housing authority	11812	49
POA2580	State or territory housing authority	14437	26
POA2580	State or territory housing authority	18375	8
POA2581		0	9
POA2581	(Other)	0	8
POA2581	(Other)	10500	3
POA2581	Person not in same household	0	16
POA2581	Person not in same household	3937	3
POA2581	Person not in same household	5250	10
POA2581	Person not in same household	7875	5
POA2581	Person not in same household	10500	10
POA2581	Person not in same household	11812	12
POA2581	Person not in same household	14437	10
POA2581	Person not in same household	18375	3
POA2581	Real estate agent	10500	4
POA2581	Real estate agent	11812	3
POA2581	Real estate agent	14437	9
POA2581	Real estate agent	18375	10
POA2581	Real estate agent	23625	4
POA2582		0	26
POA2582	(Other)	0	18
POA2582	(Other)	3937	3
POA2582	(Other)	7875	6
POA2582	(Other)	10500	6
POA2582	(Other)	11812	9
POA2582	(Other)	14437	6
POA2582	(Other)	18375	4
POA2582	(Other)	23625	3
POA2582	Co-op/church group etc	3937	16
POA2582	Co-op/church group etc	5250	4
POA2582	Co-op/church group etc	7875	6
POA2582	Person not in same household	0	32
POA2582	Person not in same household	5250	13
POA2582	Person not in same household	7875	20
POA2582	Person not in same household	10500	17
POA2582	Person not in same household	11812	32
POA2582	Person not in same household	14437	70
POA2582	Person not in same household	18375	42
POA2582	Person not in same household	23625	16
POA2582	Person not in same household	28875	4
POA2582	Person not in same household	49875	5
POA2582	Real estate agent	0	3
POA2582	Real estate agent	5250	3
POA2582	Real estate agent	7875	8
POA2582	Real estate agent	10500	10
POA2582	Real estate agent	11812	32
POA2582	Real estate agent	14437	125
POA2582	Real estate agent	18375	104
POA2582	Real estate agent	23625	21
POA2582	Real estate agent	28875	8
POA2582	Real estate agent	34125	6
POA2582	State or territory housing authority	7875	21
POA2582	State or territory housing authority	10500	3
POA2582	State or territory housing authority	11812	16
POA2582	State or territory housing authority	14437	19
POA2583		0	25
POA2583	(Other)	0	14
POA2583	(Other)	5250	5
POA2583	(Other)	7875	3
POA2583	Co-op/church group etc	0	3
POA2583	Co-op/church group etc	5250	7
POA2583	Person not in same household	0	26
POA2583	Person not in same household	3937	9
POA2583	Person not in same household	5250	17
POA2583	Person not in same household	7875	19
POA2583	Person not in same household	10500	15
POA2583	Person not in same household	11812	13
POA2583	Person not in same household	14437	17
POA2583	Real estate agent	5250	14
POA2583	Real estate agent	7875	16
POA2583	Real estate agent	10500	23
POA2583	Real estate agent	11812	42
POA2583	Real estate agent	14437	26
POA2583	State or territory housing authority	5250	3
POA2583	State or territory housing authority	7875	7
POA2583	State or territory housing authority	10500	4
POA2583	State or territory housing authority	11812	4
POA2584		0	3
POA2584	(Other)	0	8
POA2584	Person not in same household	0	6
POA2584	Person not in same household	7875	4
POA2584	Person not in same household	10500	5
POA2584	Person not in same household	14437	4
POA2584	Real estate agent	10500	3
POA2584	Real estate agent	11812	3
POA2585		0	3
POA2585	(Other)	0	4
POA2585	Person not in same household	0	3
POA2585	Person not in same household	7875	4
POA2585	Real estate agent	7875	3
POA2586		0	24
POA2586	(Other)	0	14
POA2586	(Other)	5250	3
POA2586	(Other)	7875	4
POA2586	(Other)	10500	3
POA2586	(Other)	11812	3
POA2586	Co-op/church group etc	5250	6
POA2586	Person not in same household	0	13
POA2586	Person not in same household	5250	16
POA2586	Person not in same household	7875	12
POA2586	Person not in same household	10500	12
POA2586	Person not in same household	11812	11
POA2586	Person not in same household	14437	8
POA2586	Person not in same household	18375	3
POA2586	Real estate agent	5250	4
POA2586	Real estate agent	7875	16
POA2586	Real estate agent	10500	12
POA2586	Real estate agent	11812	26
POA2586	Real estate agent	14437	9
POA2586	State or territory housing authority	5250	4
POA2586	State or territory housing authority	7875	5
POA2587		0	13
POA2587	(Other)	0	16
POA2587	(Other)	5250	4
POA2587	(Other)	7875	4
POA2587	(Other)	10500	3
POA2587	Co-op/church group etc	7875	3
POA2587	Person not in same household	0	16
POA2587	Person not in same household	3937	3
POA2587	Person not in same household	5250	12
POA2587	Person not in same household	7875	30
POA2587	Person not in same household	10500	30
POA2587	Person not in same household	11812	16
POA2587	Person not in same household	14437	6
POA2587	Real estate agent	5250	11
POA2587	Real estate agent	7875	26
POA2587	Real estate agent	10500	8
POA2587	Real estate agent	11812	5
POA2587	Real estate agent	14437	9
POA2587	State or territory housing authority	7875	13
POA2588	Person not in same household	0	3
POA2588	Person not in same household	10500	3
POA2590		0	22
POA2590	(Other)	0	20
POA2590	(Other)	5250	4
POA2590	(Other)	7875	4
POA2590	(Other)	11812	4
POA2590	(Other)	14437	3
POA2590	Co-op/church group etc	0	3
POA2590	Person not in same household	0	18
POA2590	Person not in same household	3937	3
POA2590	Person not in same household	5250	35
POA2590	Person not in same household	7875	27
POA2590	Person not in same household	10500	28
POA2590	Person not in same household	11812	38
POA2590	Person not in same household	14437	19
POA2590	Person not in same household	18375	4
POA2590	Real estate agent	0	4
POA2590	Real estate agent	3937	3
POA2590	Real estate agent	5250	36
POA2590	Real estate agent	7875	57
POA2590	Real estate agent	10500	44
POA2590	Real estate agent	11812	104
POA2590	Real estate agent	14437	50
POA2590	Real estate agent	18375	6
POA2590	Real estate agent	49875	3
POA2590	State or territory housing authority	0	13
POA2590	State or territory housing authority	3937	9
POA2590	State or territory housing authority	5250	58
POA2590	State or territory housing authority	7875	43
POA2590	State or territory housing authority	10500	17
POA2590	State or territory housing authority	11812	8
POA2594		0	35
POA2594		5250	3
POA2594		7875	7
POA2594		10500	3
POA2594	(Other)	0	23
POA2594	(Other)	3937	3
POA2594	(Other)	5250	9
POA2594	(Other)	7875	8
POA2594	(Other)	10500	7
POA2594	(Other)	11812	9
POA2594	(Other)	14437	3
POA2594	Co-op/church group etc	5250	7
POA2594	Co-op/church group etc	7875	9
POA2594	Co-op/church group etc	10500	3
POA2594	Co-op/church group etc	11812	3
POA2594	Person not in same household	0	44
POA2594	Person not in same household	5250	30
POA2594	Person not in same household	7875	44
POA2594	Person not in same household	10500	57
POA2594	Person not in same household	11812	48
POA2594	Person not in same household	14437	27
POA2594	Person not in same household	18375	6
POA2594	Real estate agent	0	3
POA2594	Real estate agent	3937	3
POA2594	Real estate agent	5250	31
POA2594	Real estate agent	7875	133
POA2594	Real estate agent	10500	104
POA2594	Real estate agent	11812	267
POA2594	Real estate agent	14437	168
POA2594	Real estate agent	18375	44
POA2594	Real estate agent	23625	3
POA2594	Real estate agent	49875	3
POA2594	State or territory housing authority	0	5
POA2594	State or territory housing authority	3937	8
POA2594	State or territory housing authority	5250	26
POA2594	State or territory housing authority	7875	30
POA2594	State or territory housing authority	10500	30
POA2594	State or territory housing authority	11812	13
POA2600		0	14
POA2600	(Other)	0	4
POA2600	(Other)	14437	3
POA2600	(Other)	23625	3
POA2600	(Other)	49875	3
POA2600	Co-op/church group etc	7875	3
POA2600	Person not in same household	0	12
POA2600	Person not in same household	5250	3
POA2600	Person not in same household	7875	3
POA2600	Person not in same household	11812	6
POA2600	Person not in same household	14437	21
POA2600	Person not in same household	18375	33
POA2600	Person not in same household	23625	43
POA2600	Person not in same household	28875	31
POA2600	Person not in same household	34125	10
POA2600	Person not in same household	39375	3
POA2600	Person not in same household	44625	8
POA2600	Person not in same household	49875	14
POA2600	Real estate agent	0	3
POA2600	Real estate agent	10500	3
POA2600	Real estate agent	11812	9
POA2600	Real estate agent	14437	19
POA2600	Real estate agent	18375	140
POA2600	Real estate agent	23625	128
POA2600	Real estate agent	28875	135
POA2600	Real estate agent	34125	54
POA2600	Real estate agent	39375	30
POA2600	Real estate agent	44625	14
POA2600	Real estate agent	49875	28
POA2600	State or territory housing authority	0	9
POA2600	State or territory housing authority	3937	16
POA2600	State or territory housing authority	5250	38
POA2600	State or territory housing authority	7875	18
POA2600	State or territory housing authority	10500	7
POA2600	State or territory housing authority	11812	9
POA2600	State or territory housing authority	14437	3
POA2600	State or territory housing authority	18375	5
POA2600	State or territory housing authority	23625	5
POA2601	(Other)	23625	4
POA2601	(Other)	28875	4
POA2601	Person not in same household	0	3
POA2601	Person not in same household	5250	5
POA2601	Person not in same household	7875	3
POA2601	Person not in same household	11812	3
POA2601	Person not in same household	14437	4
POA2601	Person not in same household	18375	32
POA2601	Person not in same household	23625	47
POA2601	Person not in same household	28875	40
POA2601	Person not in same household	34125	6
POA2601	Person not in same household	39375	5
POA2601	Person not in same household	49875	3
POA2601	Real estate agent	11812	4
POA2601	Real estate agent	14437	11
POA2601	Real estate agent	18375	186
POA2601	Real estate agent	23625	153
POA2601	Real estate agent	28875	125
POA2601	Real estate agent	34125	32
POA2601	Real estate agent	39375	12
POA2601	Real estate agent	44625	14
POA2601	Real estate agent	49875	15
POA2602		0	41
POA2602		3937	3
POA2602		18375	4
POA2602		23625	3
POA2602	(Other)	0	6
POA2602	(Other)	3937	3
POA2602	(Other)	5250	4
POA2602	(Other)	7875	3
POA2602	(Other)	10500	10
POA2602	(Other)	11812	19
POA2602	(Other)	14437	44
POA2602	(Other)	18375	40
POA2602	(Other)	23625	20
POA2602	(Other)	34125	3
POA2602	Co-op/church group etc	0	4
POA2602	Co-op/church group etc	5250	12
POA2602	Co-op/church group etc	7875	8
POA2602	Co-op/church group etc	10500	6
POA2602	Co-op/church group etc	11812	19
POA2602	Co-op/church group etc	14437	21
POA2602	Co-op/church group etc	18375	6
POA2602	Person not in same household	0	54
POA2602	Person not in same household	5250	17
POA2602	Person not in same household	7875	41
POA2602	Person not in same household	10500	27
POA2602	Person not in same household	11812	64
POA2602	Person not in same household	14437	175
POA2602	Person not in same household	18375	326
POA2602	Person not in same household	23625	248
POA2602	Person not in same household	28875	91
POA2602	Person not in same household	34125	46
POA2602	Person not in same household	39375	18
POA2602	Person not in same household	44625	9
POA2602	Person not in same household	49875	11
POA2602	Real estate agent	0	3
POA2602	Real estate agent	5250	9
POA2602	Real estate agent	7875	24
POA2602	Real estate agent	10500	14
POA2602	Real estate agent	11812	106
POA2602	Real estate agent	14437	363
POA2602	Real estate agent	18375	857
POA2602	Real estate agent	23625	582
POA2602	Real estate agent	28875	187
POA2602	Real estate agent	34125	83
POA2602	Real estate agent	39375	33
POA2602	Real estate agent	44625	9
POA2602	Real estate agent	49875	17
POA2602	State or territory housing authority	0	73
POA2602	State or territory housing authority	3937	207
POA2602	State or territory housing authority	5250	388
POA2602	State or territory housing authority	7875	160
POA2602	State or territory housing authority	10500	68
POA2602	State or territory housing authority	11812	79
POA2602	State or territory housing authority	14437	54
POA2602	State or territory housing authority	18375	45
POA2602	State or territory housing authority	23625	21
POA2602	State or territory housing authority	28875	3
POA2602	State or territory housing authority	49875	3
POA2603		0	11
POA2603		5250	7
POA2603	(Other)	0	4
POA2603	(Other)	10500	3
POA2603	(Other)	11812	6
POA2603	(Other)	14437	3
POA2603	(Other)	18375	3
POA2603	(Other)	23625	4
POA2603	(Other)	28875	3
POA2603	Co-op/church group etc	14437	3
POA2603	Person not in same household	0	20
POA2603	Person not in same household	5250	3
POA2603	Person not in same household	7875	8
POA2603	Person not in same household	10500	4
POA2603	Person not in same household	11812	5
POA2603	Person not in same household	14437	25
POA2603	Person not in same household	18375	65
POA2603	Person not in same household	23625	34
POA2603	Person not in same household	28875	24
POA2603	Person not in same household	34125	10
POA2603	Person not in same household	39375	6
POA2603	Person not in same household	44625	4
POA2603	Person not in same household	49875	8
POA2603	Real estate agent	11812	15
POA2603	Real estate agent	14437	116
POA2603	Real estate agent	18375	281
POA2603	Real estate agent	23625	164
POA2603	Real estate agent	28875	89
POA2603	Real estate agent	34125	50
POA2603	Real estate agent	39375	34
POA2603	Real estate agent	44625	14
POA2603	Real estate agent	49875	42
POA2603	State or territory housing authority	0	34
POA2603	State or territory housing authority	3937	59
POA2603	State or territory housing authority	5250	84
POA2603	State or territory housing authority	7875	21
POA2603	State or territory housing authority	10500	15
POA2603	State or territory housing authority	11812	10
POA2603	State or territory housing authority	14437	13
POA2603	State or territory housing authority	18375	6
POA2603	State or territory housing authority	23625	4
POA2604		0	16
POA2604		18375	3
POA2604	(Other)	0	3
POA2604	(Other)	7875	4
POA2604	(Other)	11812	7
POA2604	(Other)	14437	5
POA2604	(Other)	18375	11
POA2604	(Other)	23625	9
POA2604	Co-op/church group etc	0	3
POA2604	Co-op/church group etc	3937	4
POA2604	Co-op/church group etc	5250	8
POA2604	Co-op/church group etc	7875	23
POA2604	Co-op/church group etc	10500	7
POA2604	Co-op/church group etc	11812	8
POA2604	Co-op/church group etc	14437	6
POA2604	Person not in same household	0	12
POA2604	Person not in same household	5250	9
POA2604	Person not in same household	7875	11
POA2604	Person not in same household	10500	6
POA2604	Person not in same household	11812	18
POA2604	Person not in same household	14437	26
POA2604	Person not in same household	18375	133
POA2604	Person not in same household	23625	115
POA2604	Person not in same household	28875	50
POA2604	Person not in same household	34125	20
POA2604	Person not in same household	39375	6
POA2604	Person not in same household	44625	10
POA2604	Person not in same household	49875	6
POA2604	Real estate agent	0	3
POA2604	Real estate agent	3937	3
POA2604	Real estate agent	7875	3
POA2604	Real estate agent	10500	3
POA2604	Real estate agent	11812	17
POA2604	Real estate agent	14437	52
POA2604	Real estate agent	18375	504
POA2604	Real estate agent	23625	375
POA2604	Real estate agent	28875	193
POA2604	Real estate agent	34125	61
POA2604	Real estate agent	39375	32
POA2604	Real estate agent	44625	21
POA2604	Real estate agent	49875	25
POA2604	State or territory housing authority	0	39
POA2604	State or territory housing authority	3937	47
POA2604	State or territory housing authority	5250	92
POA2604	State or territory housing authority	7875	52
POA2604	State or territory housing authority	10500	11
POA2604	State or territory housing authority	11812	21
POA2604	State or territory housing authority	14437	20
POA2604	State or territory housing authority	18375	11
POA2604	State or territory housing authority	23625	10
POA2605		0	12
POA2605		18375	3
POA2605	(Other)	0	3
POA2605	(Other)	11812	6
POA2605	(Other)	14437	11
POA2605	(Other)	18375	4
POA2605	(Other)	23625	7
POA2605	(Other)	34125	7
POA2605	Co-op/church group etc	3937	5
POA2605	Co-op/church group etc	5250	3
POA2605	Co-op/church group etc	7875	3
POA2605	Person not in same household	0	13
POA2605	Person not in same household	5250	3
POA2605	Person not in same household	7875	5
POA2605	Person not in same household	10500	6
POA2605	Person not in same household	11812	12
POA2605	Person not in same household	14437	25
POA2605	Person not in same household	18375	45
POA2605	Person not in same household	23625	70
POA2605	Person not in same household	28875	16
POA2605	Person not in same household	34125	12
POA2605	Person not in same household	39375	3
POA2605	Person not in same household	44625	3
POA2605	Real estate agent	5250	3
POA2605	Real estate agent	7875	8
POA2605	Real estate agent	10500	10
POA2605	Real estate agent	11812	43
POA2605	Real estate agent	14437	78
POA2605	Real estate agent	18375	111
POA2605	Real estate agent	23625	216
POA2605	Real estate agent	28875	82
POA2605	Real estate agent	34125	31
POA2605	Real estate agent	39375	25
POA2605	Real estate agent	44625	6
POA2605	Real estate agent	49875	4
POA2605	State or territory housing authority	0	10
POA2605	State or territory housing authority	3937	43
POA2605	State or territory housing authority	5250	58
POA2605	State or territory housing authority	7875	17
POA2605	State or territory housing authority	10500	10
POA2605	State or territory housing authority	11812	14
POA2605	State or territory housing authority	14437	14
POA2605	State or territory housing authority	18375	5
POA2605	State or territory housing authority	23625	6
POA2605	State or territory housing authority	28875	3
POA2605	State or territory housing authority	39375	3
POA2606		0	11
POA2606	(Other)	0	3
POA2606	(Other)	10500	7
POA2606	(Other)	11812	5
POA2606	(Other)	14437	16
POA2606	(Other)	18375	13
POA2606	(Other)	23625	5
POA2606	(Other)	28875	4
POA2606	Co-op/church group etc	5250	3
POA2606	Co-op/church group etc	7875	3
POA2606	Person not in same household	0	4
POA2606	Person not in same household	5250	8
POA2606	Person not in same household	7875	10
POA2606	Person not in same household	10500	16
POA2606	Person not in same household	11812	17
POA2606	Person not in same household	14437	82
POA2606	Person not in same household	18375	135
POA2606	Person not in same household	23625	59
POA2606	Person not in same household	28875	10
POA2606	Person not in same household	34125	3
POA2606	Person not in same household	39375	3
POA2606	Person not in same household	49875	4
POA2606	Real estate agent	0	3
POA2606	Real estate agent	7875	11
POA2606	Real estate agent	10500	20
POA2606	Real estate agent	11812	44
POA2606	Real estate agent	14437	313
POA2606	Real estate agent	18375	427
POA2606	Real estate agent	23625	151
POA2606	Real estate agent	28875	50
POA2606	Real estate agent	34125	17
POA2606	Real estate agent	39375	6
POA2606	Real estate agent	44625	3
POA2606	Real estate agent	49875	10
POA2606	State or territory housing authority	0	24
POA2606	State or territory housing authority	3937	51
POA2606	State or territory housing authority	5250	61
POA2606	State or territory housing authority	7875	38
POA2606	State or territory housing authority	10500	21
POA2606	State or territory housing authority	11812	8
POA2606	State or territory housing authority	14437	18
POA2606	State or territory housing authority	18375	14
POA2606	State or territory housing authority	49875	3
POA2607		0	15
POA2607		5250	3
POA2607	(Other)	7875	3
POA2607	(Other)	14437	5
POA2607	(Other)	18375	11
POA2607	(Other)	23625	3
POA2607	(Other)	28875	3
POA2607	Co-op/church group etc	3937	20
POA2607	Co-op/church group etc	5250	11
POA2607	Co-op/church group etc	7875	9
POA2607	Co-op/church group etc	14437	3
POA2607	Person not in same household	0	20
POA2607	Person not in same household	5250	3
POA2607	Person not in same household	7875	12
POA2607	Person not in same household	10500	12
POA2607	Person not in same household	11812	14
POA2607	Person not in same household	14437	40
POA2607	Person not in same household	18375	92
POA2607	Person not in same household	23625	73
POA2607	Person not in same household	28875	18
POA2607	Person not in same household	34125	9
POA2607	Person not in same household	39375	3
POA2607	Person not in same household	49875	3
POA2607	Real estate agent	0	3
POA2607	Real estate agent	7875	7
POA2607	Real estate agent	10500	14
POA2607	Real estate agent	11812	46
POA2607	Real estate agent	14437	137
POA2607	Real estate agent	18375	200
POA2607	Real estate agent	23625	189
POA2607	Real estate agent	28875	70
POA2607	Real estate agent	34125	32
POA2607	Real estate agent	39375	11
POA2607	Real estate agent	44625	4
POA2607	Real estate agent	49875	3
POA2607	State or territory housing authority	0	18
POA2607	State or territory housing authority	3937	58
POA2607	State or territory housing authority	5250	70
POA2607	State or territory housing authority	7875	33
POA2607	State or territory housing authority	10500	17
POA2607	State or territory housing authority	11812	15
POA2607	State or territory housing authority	14437	17
POA2607	State or territory housing authority	18375	15
POA2607	State or territory housing authority	23625	4
POA2609		0	3
POA2609	(Other)	5250	14
POA2609	(Other)	7875	5
POA2609	(Other)	10500	17
POA2609	(Other)	11812	16
POA2609	(Other)	14437	7
POA2609	(Other)	18375	14
POA2609	(Other)	23625	3
POA2609	Person not in same household	7875	4
POA2609	Person not in same household	11812	3
POA2609	Person not in same household	18375	16
POA2609	Person not in same household	23625	8
POA2609	Real estate agent	18375	11
POA2609	Real estate agent	23625	3
POA2609	State or territory housing authority	11812	10
POA2609	State or territory housing authority	14437	3
POA2609	State or territory housing authority	18375	3
POA2611		0	14
POA2611		11812	3
POA2611		14437	5
POA2611	(Other)	10500	7
POA2611	(Other)	11812	28
POA2611	(Other)	14437	33
POA2611	(Other)	18375	19
POA2611	(Other)	23625	11
POA2611	(Other)	28875	3
POA2611	Co-op/church group etc	5250	6
POA2611	Co-op/church group etc	7875	4
POA2611	Co-op/church group etc	11812	5
POA2611	Co-op/church group etc	14437	4
POA2611	Co-op/church group etc	23625	3
POA2611	Person not in same household	0	26
POA2611	Person not in same household	5250	10
POA2611	Person not in same household	7875	14
POA2611	Person not in same household	10500	20
POA2611	Person not in same household	11812	26
POA2611	Person not in same household	14437	53
POA2611	Person not in same household	18375	149
POA2611	Person not in same household	23625	111
POA2611	Person not in same household	28875	28
POA2611	Person not in same household	34125	13
POA2611	Person not in same household	39375	3
POA2611	Person not in same household	44625	3
POA2611	Real estate agent	5250	4
POA2611	Real estate agent	7875	5
POA2611	Real estate agent	10500	13
