SA3_NAME16	IndigenousStatus	persons
Cleveland - Stradbroke	Torres Strait Islander	102
Wynnum - Manly	Aboriginal	1394
Wynnum - Manly	Both Aboriginal & Torres Strait Islander	76
Wynnum - Manly	Non-indigenous	67114
Wynnum - Manly	Torres Strait Islander	119
Bald Hills - Everton Park	Aboriginal	544
Bald Hills - Everton Park	Both Aboriginal & Torres Strait Islander	39
Bald Hills - Everton Park	Non-indigenous	40178
Bald Hills - Everton Park	Torres Strait Islander	29
Chermside	Aboriginal	1186
Chermside	Both Aboriginal & Torres Strait Islander	90
Chermside	Non-indigenous	67698
Chermside	Torres Strait Islander	95
Nundah	Aboriginal	709
Nundah	Both Aboriginal & Torres Strait Islander	60
Nundah	Non-indigenous	37841
Nundah	Torres Strait Islander	56
Sandgate	Aboriginal	1309
Sandgate	Both Aboriginal & Torres Strait Islander	87
Sandgate	Non-indigenous	56484
Sandgate	Torres Strait Islander	113
Carindale	Aboriginal	535
Carindale	Both Aboriginal & Torres Strait Islander	30
Carindale	Non-indigenous	49574
Carindale	Torres Strait Islander	40
Holland Park - Yeronga	Aboriginal	710
Holland Park - Yeronga	Both Aboriginal & Torres Strait Islander	63
Holland Park - Yeronga	Non-indigenous	70112
Holland Park - Yeronga	Torres Strait Islander	98
Mt Gravatt	Aboriginal	721
Mt Gravatt	Both Aboriginal & Torres Strait Islander	66
Mt Gravatt	Non-indigenous	70342
Mt Gravatt	Torres Strait Islander	79
Nathan	Aboriginal	461
Nathan	Both Aboriginal & Torres Strait Islander	30
Nathan	Non-indigenous	38345
Nathan	Torres Strait Islander	36
Rocklea - Acacia Ridge	Aboriginal	722
Rocklea - Acacia Ridge	Both Aboriginal & Torres Strait Islander	83
Rocklea - Acacia Ridge	Non-indigenous	58664
Rocklea - Acacia Ridge	Torres Strait Islander	61
Sunnybank	Aboriginal	375
Sunnybank	Both Aboriginal & Torres Strait Islander	31
Sunnybank	Non-indigenous	49370
Sunnybank	Torres Strait Islander	29
Centenary	Aboriginal	267
Centenary	Both Aboriginal & Torres Strait Islander	11
Centenary	Non-indigenous	32234
Centenary	Torres Strait Islander	17
Kenmore - Brookfield - Moggill	Aboriginal	190
Kenmore - Brookfield - Moggill	Both Aboriginal & Torres Strait Islander	10
Kenmore - Brookfield - Moggill	Non-indigenous	45161
Kenmore - Brookfield - Moggill	Torres Strait Islander	13
Sherwood - Indooroopilly	Aboriginal	256
Sherwood - Indooroopilly	Both Aboriginal & Torres Strait Islander	12
Sherwood - Indooroopilly	Non-indigenous	50777
Sherwood - Indooroopilly	Torres Strait Islander	34
The Gap - Enoggera	Aboriginal	745
The Gap - Enoggera	Both Aboriginal & Torres Strait Islander	40
The Gap - Enoggera	Non-indigenous	49133
The Gap - Enoggera	Torres Strait Islander	92
Brisbane Inner	Aboriginal	569
Brisbane Inner	Both Aboriginal & Torres Strait Islander	50
Brisbane Inner	Non-indigenous	66914
Brisbane Inner	Torres Strait Islander	50
Brisbane Inner - East	Aboriginal	447
Brisbane Inner - East	Both Aboriginal & Torres Strait Islander	26
Brisbane Inner - East	Non-indigenous	40084
Brisbane Inner - East	Torres Strait Islander	37
Brisbane Inner - North	Aboriginal	825
Brisbane Inner - North	Both Aboriginal & Torres Strait Islander	47
Brisbane Inner - North	Non-indigenous	85228
Brisbane Inner - North	Torres Strait Islander	63
Brisbane Inner - West	Aboriginal	401
Brisbane Inner - West	Both Aboriginal & Torres Strait Islander	30
Brisbane Inner - West	Non-indigenous	55402
Brisbane Inner - West	Torres Strait Islander	32
Cairns - North	Aboriginal	1318
Cairns - North	Both Aboriginal & Torres Strait Islander	323
Cairns - North	Non-indigenous	50542
Cairns - North	Torres Strait Islander	473
Cairns - South	Aboriginal	5747
Cairns - South	Both Aboriginal & Torres Strait Islander	2377
Cairns - South	Non-indigenous	89099
Cairns - South	Torres Strait Islander	3568
Innisfail - Cassowary Coast	Aboriginal	4500
Innisfail - Cassowary Coast	Both Aboriginal & Torres Strait Islander	612
Innisfail - Cassowary Coast	Non-indigenous	29147
Innisfail - Cassowary Coast	Torres Strait Islander	472
Port Douglas - Daintree	Aboriginal	671
Port Douglas - Daintree	Both Aboriginal & Torres Strait Islander	145
Port Douglas - Daintree	Non-indigenous	10741
Port Douglas - Daintree	Torres Strait Islander	52
Tablelands (East) - Kuranda	Aboriginal	3108
Tablelands (East) - Kuranda	Both Aboriginal & Torres Strait Islander	347
Tablelands (East) - Kuranda	Non-indigenous	36700
Tablelands (East) - Kuranda	Torres Strait Islander	246
Darling Downs (West) - Maranoa	Aboriginal	2886
Darling Downs (West) - Maranoa	Both Aboriginal & Torres Strait Islander	68
Darling Downs (West) - Maranoa	Non-indigenous	41043
Darling Downs (West) - Maranoa	Torres Strait Islander	65
Darling Downs - East	Aboriginal	2021
Darling Downs - East	Both Aboriginal & Torres Strait Islander	50
Darling Downs - East	Non-indigenous	40013
Darling Downs - East	Torres Strait Islander	39
Granite Belt	Aboriginal	1618
Granite Belt	Both Aboriginal & Torres Strait Islander	41
Granite Belt	Non-indigenous	38388
Granite Belt	Torres Strait Islander	54
Central Highlands (Qld)	Aboriginal	1956
Central Highlands (Qld)	Both Aboriginal & Torres Strait Islander	115
Central Highlands (Qld)	Non-indigenous	26845
Central Highlands (Qld)	Torres Strait Islander	44
Rockhampton	Aboriginal	6535
Rockhampton	Both Aboriginal & Torres Strait Islander	498
Rockhampton	Non-indigenous	108521
Rockhampton	Torres Strait Islander	446
Biloela	Aboriginal	519
Biloela	Both Aboriginal & Torres Strait Islander	44
Biloela	Non-indigenous	13739
Biloela	Torres Strait Islander	17
Gladstone	Aboriginal	2205
Gladstone	Both Aboriginal & Torres Strait Islander	209
Gladstone	Non-indigenous	59144
Gladstone	Torres Strait Islander	82
Broadbeach - Burleigh	Aboriginal	651
Broadbeach - Burleigh	Both Aboriginal & Torres Strait Islander	24
Broadbeach - Burleigh	Non-indigenous	60925
Broadbeach - Burleigh	Torres Strait Islander	35
Coolangatta	Aboriginal	1067
Coolangatta	Both Aboriginal & Torres Strait Islander	72
Coolangatta	Non-indigenous	51986
Coolangatta	Torres Strait Islander	64
Gold Coast - North	Aboriginal	961
Gold Coast - North	Both Aboriginal & Torres Strait Islander	36
Gold Coast - North	Non-indigenous	64848
Gold Coast - North	Torres Strait Islander	57
Gold Coast Hinterland	Aboriginal	285
Gold Coast Hinterland	Both Aboriginal & Torres Strait Islander	19
Gold Coast Hinterland	Non-indigenous	18198
Gold Coast Hinterland	Torres Strait Islander	10
Mudgeeraba - Tallebudgera	Aboriginal	459
Mudgeeraba - Tallebudgera	Both Aboriginal & Torres Strait Islander	32
Mudgeeraba - Tallebudgera	Non-indigenous	32856
Mudgeeraba - Tallebudgera	Torres Strait Islander	35
Nerang	Aboriginal	1188
Nerang	Both Aboriginal & Torres Strait Islander	44
Nerang	Non-indigenous	66012
Nerang	Torres Strait Islander	41
Ormeau - Oxenford	Aboriginal	2177
Ormeau - Oxenford	Both Aboriginal & Torres Strait Islander	73
Ormeau - Oxenford	Non-indigenous	118531
Ormeau - Oxenford	Torres Strait Islander	102
Robina	Aboriginal	588
Robina	Both Aboriginal & Torres Strait Islander	17
Robina	Non-indigenous	48842
Robina	Torres Strait Islander	30
Southport	Aboriginal	1003
Southport	Both Aboriginal & Torres Strait Islander	29
Southport	Non-indigenous	57812
Southport	Torres Strait Islander	52
Surfers Paradise	Aboriginal	315
Surfers Paradise	Both Aboriginal & Torres Strait Islander	13
Surfers Paradise	Non-indigenous	40486
Surfers Paradise	Torres Strait Islander	22
Forest Lake - Oxley	Aboriginal	2228
Forest Lake - Oxley	Both Aboriginal & Torres Strait Islander	163
Forest Lake - Oxley	Non-indigenous	69699
Forest Lake - Oxley	Torres Strait Islander	140
Ipswich Hinterland	Aboriginal	2188
Ipswich Hinterland	Both Aboriginal & Torres Strait Islander	129
Ipswich Hinterland	Non-indigenous	60309
Ipswich Hinterland	Torres Strait Islander	100
Ipswich Inner	Aboriginal	4652
Ipswich Inner	Both Aboriginal & Torres Strait Islander	191
Ipswich Inner	Non-indigenous	99160
Ipswich Inner	Torres Strait Islander	204
Springfield - Redbank	Aboriginal	2687
Springfield - Redbank	Both Aboriginal & Torres Strait Islander	134
Springfield - Redbank	Non-indigenous	80900
Springfield - Redbank	Torres Strait Islander	189
Beaudesert	Aboriginal	666
Beaudesert	Both Aboriginal & Torres Strait Islander	39
Beaudesert	Non-indigenous	13183
Beaudesert	Torres Strait Islander	27
Beenleigh	Aboriginal	1362
Beenleigh	Both Aboriginal & Torres Strait Islander	54
Beenleigh	Non-indigenous	39417
Beenleigh	Torres Strait Islander	95
Browns Plains	Aboriginal	2253
Browns Plains	Both Aboriginal & Torres Strait Islander	165
Browns Plains	Non-indigenous	77268
Browns Plains	Torres Strait Islander	126
Jimboomba	Aboriginal	1264
Jimboomba	Both Aboriginal & Torres Strait Islander	44
Jimboomba	Non-indigenous	44199
Jimboomba	Torres Strait Islander	80
Loganlea - Carbrook	Aboriginal	1436
Loganlea - Carbrook	Both Aboriginal & Torres Strait Islander	114
Loganlea - Carbrook	Non-indigenous	58131
Loganlea - Carbrook	Torres Strait Islander	98
Springwood - Kingston	Aboriginal	2302
Springwood - Kingston	Both Aboriginal & Torres Strait Islander	181
Springwood - Kingston	Non-indigenous	74565
Springwood - Kingston	Torres Strait Islander	232
Bowen Basin - North	Aboriginal	1481
Bowen Basin - North	Both Aboriginal & Torres Strait Islander	150
Bowen Basin - North	Non-indigenous	31699
Bowen Basin - North	Torres Strait Islander	164
Mackay	Aboriginal	3664
Mackay	Both Aboriginal & Torres Strait Islander	946
Mackay	Non-indigenous	109067
Mackay	Torres Strait Islander	1292
Whitsunday	Aboriginal	479
Whitsunday	Both Aboriginal & Torres Strait Islander	48
Whitsunday	Non-indigenous	20633
Whitsunday	Torres Strait Islander	64
Bribie - Beachmere	Aboriginal	840
Bribie - Beachmere	Both Aboriginal & Torres Strait Islander	33
Bribie - Beachmere	Non-indigenous	32132
Bribie - Beachmere	Torres Strait Islander	38
Caboolture	Aboriginal	2962
Caboolture	Both Aboriginal & Torres Strait Islander	185
Caboolture	Non-indigenous	64187
Caboolture	Torres Strait Islander	126
Caboolture Hinterland	Aboriginal	546
Caboolture Hinterland	Both Aboriginal & Torres Strait Islander	28
Caboolture Hinterland	Non-indigenous	12631
Caboolture Hinterland	Torres Strait Islander	27
Narangba - Burpengary	Aboriginal	1875
Narangba - Burpengary	Both Aboriginal & Torres Strait Islander	99
Narangba - Burpengary	Non-indigenous	60781
Narangba - Burpengary	Torres Strait Islander	129
Redcliffe	Aboriginal	1587
Redcliffe	Both Aboriginal & Torres Strait Islander	75
Redcliffe	Non-indigenous	57698
Redcliffe	Torres Strait Islander	109
The Hills District	Aboriginal	992
The Hills District	Both Aboriginal & Torres Strait Islander	49
The Hills District	Non-indigenous	85070
The Hills District	Torres Strait Islander	83
North Lakes	Aboriginal	1600
North Lakes	Both Aboriginal & Torres Strait Islander	105
North Lakes	Non-indigenous	69791
North Lakes	Torres Strait Islander	64
Strathpine	Aboriginal	1100
Strathpine	Both Aboriginal & Torres Strait Islander	58
Strathpine	Non-indigenous	35998
Strathpine	Torres Strait Islander	59
Far North	Aboriginal	6915
Far North	Both Aboriginal & Torres Strait Islander	3635
Far North	Non-indigenous	15036
Far North	Torres Strait Islander	6804
Outback - North	Aboriginal	6910
Outback - North	Both Aboriginal & Torres Strait Islander	208
Outback - North	Non-indigenous	22388
Outback - North	Torres Strait Islander	145
Outback - South	Aboriginal	1804
Outback - South	Both Aboriginal & Torres Strait Islander	62
Outback - South	Non-indigenous	15721
Outback - South	Torres Strait Islander	72
Buderim	Aboriginal	736
Buderim	Both Aboriginal & Torres Strait Islander	21
Buderim	Non-indigenous	53679
Buderim	Torres Strait Islander	47
Caloundra	Aboriginal	1450
Caloundra	Both Aboriginal & Torres Strait Islander	47
Caloundra	Non-indigenous	78945
Caloundra	Torres Strait Islander	70
Maroochy	Aboriginal	901
Maroochy	Both Aboriginal & Torres Strait Islander	61
Maroochy	Non-indigenous	55272
Maroochy	Torres Strait Islander	74
Noosa	Aboriginal	461
Noosa	Both Aboriginal & Torres Strait Islander	9
Noosa	Non-indigenous	40662
Noosa	Torres Strait Islander	20
Sunshine Coast Hinterland	Aboriginal	875
Sunshine Coast Hinterland	Both Aboriginal & Torres Strait Islander	40
Sunshine Coast Hinterland	Non-indigenous	48620
Sunshine Coast Hinterland	Torres Strait Islander	47
Nambour	Aboriginal	1079
Nambour	Both Aboriginal & Torres Strait Islander	68
Nambour	Non-indigenous	41421
Nambour	Torres Strait Islander	56
Noosa Hinterland	Aboriginal	386
Noosa Hinterland	Both Aboriginal & Torres Strait Islander	10
Noosa Hinterland	Non-indigenous	21435
Noosa Hinterland	Torres Strait Islander	21
Toowoomba	Aboriginal	5419
Toowoomba	Both Aboriginal & Torres Strait Islander	177
Toowoomba	Non-indigenous	143737
Toowoomba	Torres Strait Islander	179
Charters Towers - Ayr - Ingham	Aboriginal	4073
Charters Towers - Ayr - Ingham	Both Aboriginal & Torres Strait Islander	660
Charters Towers - Ayr - Ingham	Non-indigenous	37258
Charters Towers - Ayr - Ingham	Torres Strait Islander	235
Townsville	Aboriginal	9591
Townsville	Both Aboriginal & Torres Strait Islander	1549
Townsville	Non-indigenous	173774
Townsville	Torres Strait Islander	1894
Bundaberg	Aboriginal	3182
Bundaberg	Both Aboriginal & Torres Strait Islander	205
Bundaberg	Non-indigenous	84206
Bundaberg	Torres Strait Islander	172
Burnett	Aboriginal	3582
Burnett	Both Aboriginal & Torres Strait Islander	166
Burnett	Non-indigenous	45239
Burnett	Torres Strait Islander	80
Gympie - Cooloola	Aboriginal	1597
Gympie - Cooloola	Both Aboriginal & Torres Strait Islander	69
Gympie - Cooloola	Non-indigenous	47721
Gympie - Cooloola	Torres Strait Islander	99
Hervey Bay	Aboriginal	2103
Hervey Bay	Both Aboriginal & Torres Strait Islander	94
Hervey Bay	Non-indigenous	54394
Hervey Bay	Torres Strait Islander	87
Maryborough	Aboriginal	1740
Maryborough	Both Aboriginal & Torres Strait Islander	115
Maryborough	Non-indigenous	42942
Maryborough	Torres Strait Islander	96
Migratory - Offshore - Shipping (Qld)	Aboriginal	6
Migratory - Offshore - Shipping (Qld)	Non-indigenous	144
No usual address (Qld)	Aboriginal	678
No usual address (Qld)	Both Aboriginal & Torres Strait Islander	51
No usual address (Qld)	Non-indigenous	11714
No usual address (Qld)	Torres Strait Islander	67
Adelaide City	Aboriginal	234
Adelaide City	Both Aboriginal & Torres Strait Islander	7
Adelaide City	Non-indigenous	21805
Adelaide City	Torres Strait Islander	17
Adelaide Hills	Aboriginal	532
Adelaide Hills	Both Aboriginal & Torres Strait Islander	19
Adelaide Hills	Non-indigenous	71316
Adelaide Hills	Torres Strait Islander	25
Burnside	Aboriginal	126
Burnside	Both Aboriginal & Torres Strait Islander	7
Burnside	Non-indigenous	43768
Burnside	Torres Strait Islander	10
Campbelltown (SA)	Aboriginal	254
Campbelltown (SA)	Both Aboriginal & Torres Strait Islander	12
Campbelltown (SA)	Non-indigenous	50242
Campbelltown (SA)	Torres Strait Islander	17
Norwood - Payneham - St Peters	Aboriginal	196
Norwood - Payneham - St Peters	Both Aboriginal & Torres Strait Islander	13
Norwood - Payneham - St Peters	Non-indigenous	35136
Norwood - Payneham - St Peters	Torres Strait Islander	17
Prospect - Walkerville	Aboriginal	210
Prospect - Walkerville	Non-indigenous	27865
Prospect - Walkerville	Torres Strait Islander	4
Unley	Aboriginal	153
Unley	Both Aboriginal & Torres Strait Islander	3
Unley	Non-indigenous	37561
Unley	Torres Strait Islander	4
Gawler - Two Wells	Aboriginal	549
Gawler - Two Wells	Both Aboriginal & Torres Strait Islander	10
Gawler - Two Wells	Non-indigenous	34042
Gawler - Two Wells	Torres Strait Islander	31
Playford	Aboriginal	2945
Playford	Both Aboriginal & Torres Strait Islander	70
Playford	Non-indigenous	87051
Playford	Torres Strait Islander	88
Port Adelaide - East	Aboriginal	1293
Port Adelaide - East	Both Aboriginal & Torres Strait Islander	25
Port Adelaide - East	Non-indigenous	66717
Port Adelaide - East	Torres Strait Islander	21
Salisbury	Aboriginal	2594
Salisbury	Both Aboriginal & Torres Strait Islander	44
Salisbury	Non-indigenous	133911
Salisbury	Torres Strait Islander	86
Tea Tree Gully	Aboriginal	832
Tea Tree Gully	Both Aboriginal & Torres Strait Islander	12
Tea Tree Gully	Non-indigenous	92726
Tea Tree Gully	Torres Strait Islander	34
Holdfast Bay	Aboriginal	206
Holdfast Bay	Both Aboriginal & Torres Strait Islander	16
Holdfast Bay	Non-indigenous	33471
Holdfast Bay	Torres Strait Islander	10
Marion	Aboriginal	961
Marion	Both Aboriginal & Torres Strait Islander	30
Marion	Non-indigenous	89025
Marion	Torres Strait Islander	51
Mitcham	Aboriginal	318
Mitcham	Both Aboriginal & Torres Strait Islander	7
Mitcham	Non-indigenous	63184
Mitcham	Torres Strait Islander	20
Onkaparinga	Aboriginal	2447
Onkaparinga	Both Aboriginal & Torres Strait Islander	68
Onkaparinga	Non-indigenous	165445
Onkaparinga	Torres Strait Islander	81
Charles Sturt	Aboriginal	1451
Charles Sturt	Both Aboriginal & Torres Strait Islander	27
Charles Sturt	Non-indigenous	107146
Charles Sturt	Torres Strait Islander	67
Port Adelaide - West	Aboriginal	1492
Port Adelaide - West	Both Aboriginal & Torres Strait Islander	38
Port Adelaide - West	Non-indigenous	56396
Port Adelaide - West	Torres Strait Islander	39
West Torrens	Aboriginal	561
West Torrens	Both Aboriginal & Torres Strait Islander	5
West Torrens	Non-indigenous	60497
West Torrens	Torres Strait Islander	23
Barossa	Aboriginal	357
Barossa	Both Aboriginal & Torres Strait Islander	4
Barossa	Non-indigenous	35103
Barossa	Torres Strait Islander	32
Lower North	Aboriginal	372
Lower North	Both Aboriginal & Torres Strait Islander	3
Lower North	Non-indigenous	22152
Lower North	Torres Strait Islander	18
Mid North	Aboriginal	870
Mid North	Both Aboriginal & Torres Strait Islander	25
Mid North	Non-indigenous	26344
Mid North	Torres Strait Islander	29
Yorke Peninsula	Aboriginal	654
Yorke Peninsula	Both Aboriginal & Torres Strait Islander	7
Yorke Peninsula	Non-indigenous	24524
Yorke Peninsula	Torres Strait Islander	17
Eyre Peninsula and South West	Aboriginal	3102
Eyre Peninsula and South West	Both Aboriginal & Torres Strait Islander	44
Eyre Peninsula and South West	Non-indigenous	53419
Eyre Peninsula and South West	Torres Strait Islander	48
Outback - North and East	Aboriginal	5370
Outback - North and East	Both Aboriginal & Torres Strait Islander	56
Outback - North and East	Non-indigenous	20749
Outback - North and East	Torres Strait Islander	28
Fleurieu - Kangaroo Island	Aboriginal	676
Fleurieu - Kangaroo Island	Both Aboriginal & Torres Strait Islander	16
Fleurieu - Kangaroo Island	Non-indigenous	49680
Fleurieu - Kangaroo Island	Torres Strait Islander	25
Limestone Coast	Aboriginal	1139
Limestone Coast	Both Aboriginal & Torres Strait Islander	29
Limestone Coast	Non-indigenous	63574
Limestone Coast	Torres Strait Islander	46
Murray and Mallee	Aboriginal	2488
Murray and Mallee	Both Aboriginal & Torres Strait Islander	36
Murray and Mallee	Non-indigenous	66980
Murray and Mallee	Torres Strait Islander	50
Migratory - Offshore - Shipping (SA)	Non-indigenous	3
No usual address (SA)	Aboriginal	246
No usual address (SA)	Both Aboriginal & Torres Strait Islander	4
No usual address (SA)	Non-indigenous	2609
No usual address (SA)	Torres Strait Islander	4
Augusta - Margaret River - Busselton	Aboriginal	772
Augusta - Margaret River - Busselton	Both Aboriginal & Torres Strait Islander	3
Augusta - Margaret River - Busselton	Non-indigenous	50077
Augusta - Margaret River - Busselton	Torres Strait Islander	23
Bunbury	Aboriginal	2697
Bunbury	Both Aboriginal & Torres Strait Islander	63
Bunbury	Non-indigenous	99828
Bunbury	Torres Strait Islander	56
Manjimup	Aboriginal	490
Manjimup	Both Aboriginal & Torres Strait Islander	6
Manjimup	Non-indigenous	22299
Manjimup	Torres Strait Islander	20
Mandurah	Aboriginal	2004
Mandurah	Both Aboriginal & Torres Strait Islander	38
Mandurah	Non-indigenous	94641
Mandurah	Torres Strait Islander	53
Cottesloe - Claremont	Aboriginal	334
Cottesloe - Claremont	Both Aboriginal & Torres Strait Islander	9
Cottesloe - Claremont	Non-indigenous	67278
Cottesloe - Claremont	Torres Strait Islander	13
Perth City	Aboriginal	626
Perth City	Both Aboriginal & Torres Strait Islander	22
Perth City	Non-indigenous	100990
Perth City	Torres Strait Islander	28
Bayswater - Bassendean	Aboriginal	1132
Bayswater - Bassendean	Both Aboriginal & Torres Strait Islander	58
Bayswater - Bassendean	Non-indigenous	79212
Bayswater - Bassendean	Torres Strait Islander	41
Mundaring	Aboriginal	1450
Mundaring	Both Aboriginal & Torres Strait Islander	35
Mundaring	Non-indigenous	40526
Mundaring	Torres Strait Islander	21
Swan	Aboriginal	3353
Swan	Both Aboriginal & Torres Strait Islander	74
Swan	Non-indigenous	125025
Swan	Torres Strait Islander	88
Joondalup	Aboriginal	932
Joondalup	Both Aboriginal & Torres Strait Islander	29
Joondalup	Non-indigenous	153726
Joondalup	Torres Strait Islander	43
Stirling	Aboriginal	1988
Stirling	Both Aboriginal & Torres Strait Islander	27
Stirling	Non-indigenous	190345
Stirling	Torres Strait Islander	65
Wanneroo	Aboriginal	2568
Wanneroo	Both Aboriginal & Torres Strait Islander	58
Wanneroo	Non-indigenous	185256
Wanneroo	Torres Strait Islander	78
Armadale	Aboriginal	1955
Armadale	Both Aboriginal & Torres Strait Islander	32
Armadale	Non-indigenous	77572
Armadale	Torres Strait Islander	43
Belmont - Victoria Park	Aboriginal	1393
Belmont - Victoria Park	Both Aboriginal & Torres Strait Islander	38
Belmont - Victoria Park	Non-indigenous	69264
Belmont - Victoria Park	Torres Strait Islander	23
Canning	Aboriginal	918
Canning	Both Aboriginal & Torres Strait Islander	18
Canning	Non-indigenous	92647
Canning	Torres Strait Islander	14
Gosnells	Aboriginal	2671
Gosnells	Both Aboriginal & Torres Strait Islander	42
Gosnells	Non-indigenous	115328
Gosnells	Torres Strait Islander	32
Kalamunda	Aboriginal	997
Kalamunda	Both Aboriginal & Torres Strait Islander	15
Kalamunda	Non-indigenous	56411
Kalamunda	Torres Strait Islander	26
Serpentine - Jarrahdale	Aboriginal	527
Serpentine - Jarrahdale	Both Aboriginal & Torres Strait Islander	4
Serpentine - Jarrahdale	Non-indigenous	26329
Serpentine - Jarrahdale	Torres Strait Islander	13
South Perth	Aboriginal	514
South Perth	Both Aboriginal & Torres Strait Islander	10
South Perth	Non-indigenous	41512
South Perth	Torres Strait Islander	6
Cockburn	Aboriginal	1516
Cockburn	Both Aboriginal & Torres Strait Islander	44
Cockburn	Non-indigenous	100446
Cockburn	Torres Strait Islander	22
Fremantle	Aboriginal	462
Fremantle	Both Aboriginal & Torres Strait Islander	12
Fremantle	Non-indigenous	36115
Fremantle	Torres Strait Islander	16
Kwinana	Aboriginal	1371
Kwinana	Both Aboriginal & Torres Strait Islander	27
Kwinana	Non-indigenous	37511
Kwinana	Torres Strait Islander	9
Melville	Aboriginal	670
Melville	Both Aboriginal & Torres Strait Islander	10
Melville	Non-indigenous	99982
Melville	Torres Strait Islander	15
Rockingham	Aboriginal	2443
Rockingham	Both Aboriginal & Torres Strait Islander	52
Rockingham	Non-indigenous	122556
Rockingham	Torres Strait Islander	63
Albany	Aboriginal	2090
Albany	Both Aboriginal & Torres Strait Islander	24
Albany	Non-indigenous	57017
Albany	Torres Strait Islander	42
Wheat Belt - North	Aboriginal	2382
Wheat Belt - North	Both Aboriginal & Torres Strait Islander	19
Wheat Belt - North	Non-indigenous	53515
Wheat Belt - North	Torres Strait Islander	19
Wheat Belt - South	Aboriginal	940
Wheat Belt - South	Both Aboriginal & Torres Strait Islander	39
Wheat Belt - South	Non-indigenous	19253
Wheat Belt - South	Torres Strait Islander	13
Kimberley	Aboriginal	13866
Kimberley	Both Aboriginal & Torres Strait Islander	346
Kimberley	Non-indigenous	20064
Kimberley	Torres Strait Islander	88
East Pilbara	Aboriginal	4168
East Pilbara	Both Aboriginal & Torres Strait Islander	160
East Pilbara	Non-indigenous	20566
East Pilbara	Torres Strait Islander	161
West Pilbara	Aboriginal	3539
West Pilbara	Both Aboriginal & Torres Strait Islander	119
West Pilbara	Non-indigenous	30666
West Pilbara	Torres Strait Islander	173
Esperance	Aboriginal	607
Esperance	Non-indigenous	15354
Esperance	Torres Strait Islander	10
Gascoyne	Aboriginal	1260
Gascoyne	Both Aboriginal & Torres Strait Islander	11
Gascoyne	Non-indigenous	8211
Gascoyne	Torres Strait Islander	3
Goldfields	Aboriginal	4661
Goldfields	Both Aboriginal & Torres Strait Islander	88
Goldfields	Non-indigenous	34306
Goldfields	Torres Strait Islander	42
Mid West	Aboriginal	5062
Mid West	Both Aboriginal & Torres Strait Islander	76
Mid West	Non-indigenous	48846
Mid West	Torres Strait Islander	35
Migratory - Offshore - Shipping (WA)	Aboriginal	3
Migratory - Offshore - Shipping (WA)	Non-indigenous	431
No usual address (WA)	Aboriginal	563
No usual address (WA)	Both Aboriginal & Torres Strait Islander	12
No usual address (WA)	Non-indigenous	5364
No usual address (WA)	Torres Strait Islander	11
Brighton	Aboriginal	1379
Brighton	Both Aboriginal & Torres Strait Islander	66
Brighton	Non-indigenous	15514
Brighton	Torres Strait Islander	113
Hobart - North East	Aboriginal	1701
Hobart - North East	Both Aboriginal & Torres Strait Islander	85
Hobart - North East	Non-indigenous	50710
Hobart - North East	Torres Strait Islander	110
Hobart - North West	Aboriginal	2325
Hobart - North West	Both Aboriginal & Torres Strait Islander	113
Hobart - North West	Non-indigenous	50583
Hobart - North West	Torres Strait Islander	133
Hobart - South and West	Aboriginal	1103
Hobart - South and West	Both Aboriginal & Torres Strait Islander	30
Hobart - South and West	Non-indigenous	31713
Hobart - South and West	Torres Strait Islander	33
Hobart Inner	Aboriginal	662
Hobart Inner	Both Aboriginal & Torres Strait Islander	29
Hobart Inner	Non-indigenous	49847
Hobart Inner	Torres Strait Islander	20
Sorell - Dodges Ferry	Aboriginal	546
Sorell - Dodges Ferry	Both Aboriginal & Torres Strait Islander	42
Sorell - Dodges Ferry	Non-indigenous	15449
Sorell - Dodges Ferry	Torres Strait Islander	46
Launceston	Aboriginal	2451
Launceston	Both Aboriginal & Torres Strait Islander	78
Launceston	Non-indigenous	78282
Launceston	Torres Strait Islander	105
Meander Valley - West Tamar	Aboriginal	616
Meander Valley - West Tamar	Both Aboriginal & Torres Strait Islander	36
Meander Valley - West Tamar	Non-indigenous	21765
Meander Valley - West Tamar	Torres Strait Islander	31
North East	Aboriginal	1178
North East	Both Aboriginal & Torres Strait Islander	35
North East	Non-indigenous	35827
North East	Torres Strait Islander	78
Central Highlands (Tas.)	Aboriginal	539
Central Highlands (Tas.)	Both Aboriginal & Torres Strait Islander	29
Central Highlands (Tas.)	Non-indigenous	10628
Central Highlands (Tas.)	Torres Strait Islander	28
Huon - Bruny Island	Aboriginal	1502
Huon - Bruny Island	Both Aboriginal & Torres Strait Islander	48
Huon - Bruny Island	Non-indigenous	17537
Huon - Bruny Island	Torres Strait Islander	57
South East Coast	Aboriginal	307
South East Coast	Both Aboriginal & Torres Strait Islander	8
South East Coast	Non-indigenous	6418
South East Coast	Torres Strait Islander	13
Burnie - Ulverstone	Aboriginal	3149
Burnie - Ulverstone	Both Aboriginal & Torres Strait Islander	128
Burnie - Ulverstone	Non-indigenous	44114
Burnie - Ulverstone	Torres Strait Islander	139
Devonport	Aboriginal	2335
Devonport	Both Aboriginal & Torres Strait Islander	88
Devonport	Non-indigenous	41692
Devonport	Torres Strait Islander	139
West Coast	Aboriginal	1729
West Coast	Both Aboriginal & Torres Strait Islander	70
West Coast	Non-indigenous	15374
