SA4_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Sydney - Inner West	75-84	Speaks English not well or not at all	0	2012	21
Sydney - Inner West	75-84	Speaks English not well or not at all	0	2013	10
Sydney - Inner West	75-84	Speaks English not well or not at all	0	2014	9
Sydney - Inner West	75-84	Speaks English not well or not at all	0	2015	13
Sydney - Inner West	75-84	Speaks English not well or not at all	0	2016	11
Sydney - Inner West	85+				18
Sydney - Inner West	85+			2000	7
Sydney - Inner West	85+		0		3
Sydney - Inner West	85+		0	2000	16
Sydney - Inner West	85+		1		70
Sydney - Inner West	85+		1	2000	438
Sydney - Inner West	85+		1	2005	8
Sydney - Inner West	85+		1	2010	11
Sydney - Inner West	85+		1	2012	3
Sydney - Inner West	85+	Speaks English well or very well	0		86
Sydney - Inner West	85+	Speaks English well or very well	0	2000	1049
Sydney - Inner West	85+	Speaks English well or very well	0	2005	6
Sydney - Inner West	85+	Speaks English well or very well	0	2010	4
Sydney - Inner West	85+	Speaks English well or very well	0	2013	3
Sydney - Inner West	85+	Speaks English well or very well	0	2016	3
Sydney - Inner West	85+	Speaks English not well or not at all	0		144
Sydney - Inner West	85+	Speaks English not well or not at all	0	2000	1482
Sydney - Inner West	85+	Speaks English not well or not at all	0	2005	32
Sydney - Inner West	85+	Speaks English not well or not at all	0	2010	23
Sydney - Inner West	85+	Speaks English not well or not at all	0	2016	3
Sydney - North Sydney and Hornsby	0-14			2010	3
Sydney - North Sydney and Hornsby	0-14			2016	6
Sydney - North Sydney and Hornsby	0-14		0	2010	5
Sydney - North Sydney and Hornsby	0-14		0	2011	5
Sydney - North Sydney and Hornsby	0-14		0	2012	7
Sydney - North Sydney and Hornsby	0-14		0	2013	3
Sydney - North Sydney and Hornsby	0-14		0	2014	3
Sydney - North Sydney and Hornsby	0-14		0	2015	14
Sydney - North Sydney and Hornsby	0-14		0	2016	8
Sydney - North Sydney and Hornsby	0-14		1		269
Sydney - North Sydney and Hornsby	0-14		1	2005	578
Sydney - North Sydney and Hornsby	0-14		1	2010	1915
Sydney - North Sydney and Hornsby	0-14		1	2011	531
Sydney - North Sydney and Hornsby	0-14		1	2012	483
Sydney - North Sydney and Hornsby	0-14		1	2013	508
Sydney - North Sydney and Hornsby	0-14		1	2014	525
Sydney - North Sydney and Hornsby	0-14		1	2015	602
Sydney - North Sydney and Hornsby	0-14		1	2016	290
Sydney - North Sydney and Hornsby	0-14	Speaks English well or very well	0		173
Sydney - North Sydney and Hornsby	0-14	Speaks English well or very well	0	2005	242
Sydney - North Sydney and Hornsby	0-14	Speaks English well or very well	0	2010	1233
Sydney - North Sydney and Hornsby	0-14	Speaks English well or very well	0	2011	451
Sydney - North Sydney and Hornsby	0-14	Speaks English well or very well	0	2012	549
Sydney - North Sydney and Hornsby	0-14	Speaks English well or very well	0	2013	603
Sydney - North Sydney and Hornsby	0-14	Speaks English well or very well	0	2014	624
Sydney - North Sydney and Hornsby	0-14	Speaks English well or very well	0	2015	664
Sydney - North Sydney and Hornsby	0-14	Speaks English well or very well	0	2016	308
Sydney - North Sydney and Hornsby	0-14	Speaks English not well or not at all	0		162
Sydney - North Sydney and Hornsby	0-14	Speaks English not well or not at all	0	2005	3
Sydney - North Sydney and Hornsby	0-14	Speaks English not well or not at all	0	2010	5
Sydney - North Sydney and Hornsby	0-14	Speaks English not well or not at all	0	2011	18
Sydney - North Sydney and Hornsby	0-14	Speaks English not well or not at all	0	2012	24
Sydney - North Sydney and Hornsby	0-14	Speaks English not well or not at all	0	2013	98
Sydney - North Sydney and Hornsby	0-14	Speaks English not well or not at all	0	2014	164
Sydney - North Sydney and Hornsby	0-14	Speaks English not well or not at all	0	2015	372
Sydney - North Sydney and Hornsby	0-14	Speaks English not well or not at all	0	2016	326
Sydney - North Sydney and Hornsby	15-24				3
Sydney - North Sydney and Hornsby	15-24		0	2000	3
Sydney - North Sydney and Hornsby	15-24		0	2005	4
Sydney - North Sydney and Hornsby	15-24		0	2010	7
Sydney - North Sydney and Hornsby	15-24		0	2012	3
Sydney - North Sydney and Hornsby	15-24		0	2014	5
Sydney - North Sydney and Hornsby	15-24		0	2015	4
Sydney - North Sydney and Hornsby	15-24		1		141
Sydney - North Sydney and Hornsby	15-24		1	2000	1132
Sydney - North Sydney and Hornsby	15-24		1	2005	1723
Sydney - North Sydney and Hornsby	15-24		1	2010	929
Sydney - North Sydney and Hornsby	15-24		1	2011	117
Sydney - North Sydney and Hornsby	15-24		1	2012	129
Sydney - North Sydney and Hornsby	15-24		1	2013	140
Sydney - North Sydney and Hornsby	15-24		1	2014	150
Sydney - North Sydney and Hornsby	15-24		1	2015	165
Sydney - North Sydney and Hornsby	15-24		1	2016	126
Sydney - North Sydney and Hornsby	15-24	Speaks English well or very well	0		235
Sydney - North Sydney and Hornsby	15-24	Speaks English well or very well	0	2000	576
Sydney - North Sydney and Hornsby	15-24	Speaks English well or very well	0	2005	1189
Sydney - North Sydney and Hornsby	15-24	Speaks English well or very well	0	2010	1521
Sydney - North Sydney and Hornsby	15-24	Speaks English well or very well	0	2011	336
Sydney - North Sydney and Hornsby	15-24	Speaks English well or very well	0	2012	449
Sydney - North Sydney and Hornsby	15-24	Speaks English well or very well	0	2013	509
Sydney - North Sydney and Hornsby	15-24	Speaks English well or very well	0	2014	701
Sydney - North Sydney and Hornsby	15-24	Speaks English well or very well	0	2015	737
Sydney - North Sydney and Hornsby	15-24	Speaks English well or very well	0	2016	512
Sydney - North Sydney and Hornsby	15-24	Speaks English not well or not at all	0		107
Sydney - North Sydney and Hornsby	15-24	Speaks English not well or not at all	0	2000	5
Sydney - North Sydney and Hornsby	15-24	Speaks English not well or not at all	0	2005	14
Sydney - North Sydney and Hornsby	15-24	Speaks English not well or not at all	0	2010	34
Sydney - North Sydney and Hornsby	15-24	Speaks English not well or not at all	0	2011	14
Sydney - North Sydney and Hornsby	15-24	Speaks English not well or not at all	0	2012	32
Sydney - North Sydney and Hornsby	15-24	Speaks English not well or not at all	0	2013	43
Sydney - North Sydney and Hornsby	15-24	Speaks English not well or not at all	0	2014	100
Sydney - North Sydney and Hornsby	15-24	Speaks English not well or not at all	0	2015	167
Sydney - North Sydney and Hornsby	15-24	Speaks English not well or not at all	0	2016	120
Sydney - North Sydney and Hornsby	25-34				10
Sydney - North Sydney and Hornsby	25-34			2005	3
Sydney - North Sydney and Hornsby	25-34			2010	5
Sydney - North Sydney and Hornsby	25-34			2011	3
Sydney - North Sydney and Hornsby	25-34		0		8
Sydney - North Sydney and Hornsby	25-34		0	2000	9
Sydney - North Sydney and Hornsby	25-34		0	2005	13
Sydney - North Sydney and Hornsby	25-34		0	2010	34
Sydney - North Sydney and Hornsby	25-34		0	2011	4
Sydney - North Sydney and Hornsby	25-34		0	2014	6
Sydney - North Sydney and Hornsby	25-34		0	2015	3
Sydney - North Sydney and Hornsby	25-34		1		224
Sydney - North Sydney and Hornsby	25-34		1	2000	2445
Sydney - North Sydney and Hornsby	25-34		1	2005	793
Sydney - North Sydney and Hornsby	25-34		1	2010	1413
Sydney - North Sydney and Hornsby	25-34		1	2011	476
Sydney - North Sydney and Hornsby	25-34		1	2012	509
Sydney - North Sydney and Hornsby	25-34		1	2013	544
Sydney - North Sydney and Hornsby	25-34		1	2014	515
Sydney - North Sydney and Hornsby	25-34		1	2015	505
Sydney - North Sydney and Hornsby	25-34		1	2016	341
Sydney - North Sydney and Hornsby	25-34	Speaks English well or very well	0		355
Sydney - North Sydney and Hornsby	25-34	Speaks English well or very well	0	2000	2935
Sydney - North Sydney and Hornsby	25-34	Speaks English well or very well	0	2005	2868
Sydney - North Sydney and Hornsby	25-34	Speaks English well or very well	0	2010	5213
Sydney - North Sydney and Hornsby	25-34	Speaks English well or very well	0	2011	983
Sydney - North Sydney and Hornsby	25-34	Speaks English well or very well	0	2012	1179
Sydney - North Sydney and Hornsby	25-34	Speaks English well or very well	0	2013	1314
Sydney - North Sydney and Hornsby	25-34	Speaks English well or very well	0	2014	1354
Sydney - North Sydney and Hornsby	25-34	Speaks English well or very well	0	2015	1568
Sydney - North Sydney and Hornsby	25-34	Speaks English well or very well	0	2016	895
Sydney - North Sydney and Hornsby	25-34	Speaks English not well or not at all	0		122
Sydney - North Sydney and Hornsby	25-34	Speaks English not well or not at all	0	2000	20
Sydney - North Sydney and Hornsby	25-34	Speaks English not well or not at all	0	2005	74
Sydney - North Sydney and Hornsby	25-34	Speaks English not well or not at all	0	2010	217
Sydney - North Sydney and Hornsby	25-34	Speaks English not well or not at all	0	2011	56
Sydney - North Sydney and Hornsby	25-34	Speaks English not well or not at all	0	2012	123
Sydney - North Sydney and Hornsby	25-34	Speaks English not well or not at all	0	2013	142
Sydney - North Sydney and Hornsby	25-34	Speaks English not well or not at all	0	2014	163
Sydney - North Sydney and Hornsby	25-34	Speaks English not well or not at all	0	2015	210
Sydney - North Sydney and Hornsby	25-34	Speaks English not well or not at all	0	2016	124
Sydney - North Sydney and Hornsby	35-44				8
Sydney - North Sydney and Hornsby	35-44			2000	3
Sydney - North Sydney and Hornsby	35-44			2010	4
Sydney - North Sydney and Hornsby	35-44			2015	4
Sydney - North Sydney and Hornsby	35-44		0	2000	26
Sydney - North Sydney and Hornsby	35-44		0	2005	11
Sydney - North Sydney and Hornsby	35-44		0	2010	25
Sydney - North Sydney and Hornsby	35-44		0	2011	3
Sydney - North Sydney and Hornsby	35-44		0	2012	7
Sydney - North Sydney and Hornsby	35-44		1		224
Sydney - North Sydney and Hornsby	35-44		1	2000	4770
Sydney - North Sydney and Hornsby	35-44		1	2005	2465
Sydney - North Sydney and Hornsby	35-44		1	2010	2224
Sydney - North Sydney and Hornsby	35-44		1	2011	459
Sydney - North Sydney and Hornsby	35-44		1	2012	350
Sydney - North Sydney and Hornsby	35-44		1	2013	346
Sydney - North Sydney and Hornsby	35-44		1	2014	304
Sydney - North Sydney and Hornsby	35-44		1	2015	327
Sydney - North Sydney and Hornsby	35-44		1	2016	171
Sydney - North Sydney and Hornsby	35-44	Speaks English well or very well	0		264
Sydney - North Sydney and Hornsby	35-44	Speaks English well or very well	0	2000	5358
Sydney - North Sydney and Hornsby	35-44	Speaks English well or very well	0	2005	4738
Sydney - North Sydney and Hornsby	35-44	Speaks English well or very well	0	2010	4664
Sydney - North Sydney and Hornsby	35-44	Speaks English well or very well	0	2011	831
Sydney - North Sydney and Hornsby	35-44	Speaks English well or very well	0	2012	799
Sydney - North Sydney and Hornsby	35-44	Speaks English well or very well	0	2013	816
Sydney - North Sydney and Hornsby	35-44	Speaks English well or very well	0	2014	791
Sydney - North Sydney and Hornsby	35-44	Speaks English well or very well	0	2015	895
Sydney - North Sydney and Hornsby	35-44	Speaks English well or very well	0	2016	479
Sydney - North Sydney and Hornsby	35-44	Speaks English not well or not at all	0		105
Sydney - North Sydney and Hornsby	35-44	Speaks English not well or not at all	0	2000	123
Sydney - North Sydney and Hornsby	35-44	Speaks English not well or not at all	0	2005	273
Sydney - North Sydney and Hornsby	35-44	Speaks English not well or not at all	0	2010	457
Sydney - North Sydney and Hornsby	35-44	Speaks English not well or not at all	0	2011	81
Sydney - North Sydney and Hornsby	35-44	Speaks English not well or not at all	0	2012	119
Sydney - North Sydney and Hornsby	35-44	Speaks English not well or not at all	0	2013	151
Sydney - North Sydney and Hornsby	35-44	Speaks English not well or not at all	0	2014	169
Sydney - North Sydney and Hornsby	35-44	Speaks English not well or not at all	0	2015	185
Sydney - North Sydney and Hornsby	35-44	Speaks English not well or not at all	0	2016	126
Sydney - North Sydney and Hornsby	45-54				6
Sydney - North Sydney and Hornsby	45-54			2000	3
Sydney - North Sydney and Hornsby	45-54		0		7
Sydney - North Sydney and Hornsby	45-54		0	2000	41
Sydney - North Sydney and Hornsby	45-54		0	2005	10
Sydney - North Sydney and Hornsby	45-54		0	2010	5
Sydney - North Sydney and Hornsby	45-54		0	2012	3
Sydney - North Sydney and Hornsby	45-54		0	2014	4
Sydney - North Sydney and Hornsby	45-54		1		208
Sydney - North Sydney and Hornsby	45-54		1	2000	8650
Sydney - North Sydney and Hornsby	45-54		1	2005	2030
Sydney - North Sydney and Hornsby	45-54		1	2010	1272
Sydney - North Sydney and Hornsby	45-54		1	2011	222
Sydney - North Sydney and Hornsby	45-54		1	2012	214
Sydney - North Sydney and Hornsby	45-54		1	2013	142
Sydney - North Sydney and Hornsby	45-54		1	2014	158
Sydney - North Sydney and Hornsby	45-54		1	2015	146
Sydney - North Sydney and Hornsby	45-54		1	2016	72
Sydney - North Sydney and Hornsby	45-54	Speaks English well or very well	0		164
Sydney - North Sydney and Hornsby	45-54	Speaks English well or very well	0	2000	7310
Sydney - North Sydney and Hornsby	45-54	Speaks English well or very well	0	2005	1968
Sydney - North Sydney and Hornsby	45-54	Speaks English well or very well	0	2010	1338
Sydney - North Sydney and Hornsby	45-54	Speaks English well or very well	0	2011	215
Sydney - North Sydney and Hornsby	45-54	Speaks English well or very well	0	2012	221
Sydney - North Sydney and Hornsby	45-54	Speaks English well or very well	0	2013	229
Sydney - North Sydney and Hornsby	45-54	Speaks English well or very well	0	2014	198
Sydney - North Sydney and Hornsby	45-54	Speaks English well or very well	0	2015	158
Sydney - North Sydney and Hornsby	45-54	Speaks English well or very well	0	2016	82
Sydney - North Sydney and Hornsby	45-54	Speaks English not well or not at all	0		104
Sydney - North Sydney and Hornsby	45-54	Speaks English not well or not at all	0	2000	742
Sydney - North Sydney and Hornsby	45-54	Speaks English not well or not at all	0	2005	372
Sydney - North Sydney and Hornsby	45-54	Speaks English not well or not at all	0	2010	413
Sydney - North Sydney and Hornsby	45-54	Speaks English not well or not at all	0	2011	87
Sydney - North Sydney and Hornsby	45-54	Speaks English not well or not at all	0	2012	96
Sydney - North Sydney and Hornsby	45-54	Speaks English not well or not at all	0	2013	105
Sydney - North Sydney and Hornsby	45-54	Speaks English not well or not at all	0	2014	114
Sydney - North Sydney and Hornsby	45-54	Speaks English not well or not at all	0	2015	105
Sydney - North Sydney and Hornsby	45-54	Speaks English not well or not at all	0	2016	70
Sydney - North Sydney and Hornsby	55-64				3
Sydney - North Sydney and Hornsby	55-64			2000	18
Sydney - North Sydney and Hornsby	55-64		0		5
Sydney - North Sydney and Hornsby	55-64		0	2000	42
Sydney - North Sydney and Hornsby	55-64		0	2010	7
Sydney - North Sydney and Hornsby	55-64		1		142
Sydney - North Sydney and Hornsby	55-64		1	2000	8400
Sydney - North Sydney and Hornsby	55-64		1	2005	621
Sydney - North Sydney and Hornsby	55-64		1	2010	264
Sydney - North Sydney and Hornsby	55-64		1	2011	52
Sydney - North Sydney and Hornsby	55-64		1	2012	52
Sydney - North Sydney and Hornsby	55-64		1	2013	33
Sydney - North Sydney and Hornsby	55-64		1	2014	44
Sydney - North Sydney and Hornsby	55-64		1	2015	40
Sydney - North Sydney and Hornsby	55-64		1	2016	26
Sydney - North Sydney and Hornsby	55-64	Speaks English well or very well	0		131
Sydney - North Sydney and Hornsby	55-64	Speaks English well or very well	0	2000	6713
Sydney - North Sydney and Hornsby	55-64	Speaks English well or very well	0	2005	498
Sydney - North Sydney and Hornsby	55-64	Speaks English well or very well	0	2010	210
Sydney - North Sydney and Hornsby	55-64	Speaks English well or very well	0	2011	40
Sydney - North Sydney and Hornsby	55-64	Speaks English well or very well	0	2012	35
Sydney - North Sydney and Hornsby	55-64	Speaks English well or very well	0	2013	43
Sydney - North Sydney and Hornsby	55-64	Speaks English well or very well	0	2014	46
Sydney - North Sydney and Hornsby	55-64	Speaks English well or very well	0	2015	38
Sydney - North Sydney and Hornsby	55-64	Speaks English well or very well	0	2016	26
Sydney - North Sydney and Hornsby	55-64	Speaks English not well or not at all	0		261
Sydney - North Sydney and Hornsby	55-64	Speaks English not well or not at all	0	2000	1269
Sydney - North Sydney and Hornsby	55-64	Speaks English not well or not at all	0	2005	264
Sydney - North Sydney and Hornsby	55-64	Speaks English not well or not at all	0	2010	349
Sydney - North Sydney and Hornsby	55-64	Speaks English not well or not at all	0	2011	119
Sydney - North Sydney and Hornsby	55-64	Speaks English not well or not at all	0	2012	118
Sydney - North Sydney and Hornsby	55-64	Speaks English not well or not at all	0	2013	135
Sydney - North Sydney and Hornsby	55-64	Speaks English not well or not at all	0	2014	133
Sydney - North Sydney and Hornsby	55-64	Speaks English not well or not at all	0	2015	141
Sydney - North Sydney and Hornsby	55-64	Speaks English not well or not at all	0	2016	104
Sydney - North Sydney and Hornsby	65-74				4
Sydney - North Sydney and Hornsby	65-74			2000	7
Sydney - North Sydney and Hornsby	65-74		0	2000	33
Sydney - North Sydney and Hornsby	65-74		0	2010	3
Sydney - North Sydney and Hornsby	65-74		1		129
Sydney - North Sydney and Hornsby	65-74		1	2000	7217
Sydney - North Sydney and Hornsby	65-74		1	2005	133
Sydney - North Sydney and Hornsby	65-74		1	2010	97
Sydney - North Sydney and Hornsby	65-74		1	2011	21
Sydney - North Sydney and Hornsby	65-74		1	2012	15
Sydney - North Sydney and Hornsby	65-74		1	2013	13
Sydney - North Sydney and Hornsby	65-74		1	2014	18
Sydney - North Sydney and Hornsby	65-74		1	2015	20
Sydney - North Sydney and Hornsby	65-74		1	2016	8
Sydney - North Sydney and Hornsby	65-74	Speaks English well or very well	0		81
Sydney - North Sydney and Hornsby	65-74	Speaks English well or very well	0	2000	4428
Sydney - North Sydney and Hornsby	65-74	Speaks English well or very well	0	2005	137
Sydney - North Sydney and Hornsby	65-74	Speaks English well or very well	0	2010	80
Sydney - North Sydney and Hornsby	65-74	Speaks English well or very well	0	2011	20
Sydney - North Sydney and Hornsby	65-74	Speaks English well or very well	0	2012	29
Sydney - North Sydney and Hornsby	65-74	Speaks English well or very well	0	2013	25
Sydney - North Sydney and Hornsby	65-74	Speaks English well or very well	0	2014	14
Sydney - North Sydney and Hornsby	65-74	Speaks English well or very well	0	2015	22
Sydney - North Sydney and Hornsby	65-74	Speaks English well or very well	0	2016	13
Sydney - North Sydney and Hornsby	65-74	Speaks English not well or not at all	0		150
Sydney - North Sydney and Hornsby	65-74	Speaks English not well or not at all	0	2000	1043
Sydney - North Sydney and Hornsby	65-74	Speaks English not well or not at all	0	2005	167
Sydney - North Sydney and Hornsby	65-74	Speaks English not well or not at all	0	2010	308
Sydney - North Sydney and Hornsby	65-74	Speaks English not well or not at all	0	2011	78
Sydney - North Sydney and Hornsby	65-74	Speaks English not well or not at all	0	2012	84
Sydney - North Sydney and Hornsby	65-74	Speaks English not well or not at all	0	2013	72
Sydney - North Sydney and Hornsby	65-74	Speaks English not well or not at all	0	2014	81
Sydney - North Sydney and Hornsby	65-74	Speaks English not well or not at all	0	2015	99
Sydney - North Sydney and Hornsby	65-74	Speaks English not well or not at all	0	2016	61
Sydney - North Sydney and Hornsby	75-84				7
Sydney - North Sydney and Hornsby	75-84			2000	7
Sydney - North Sydney and Hornsby	75-84		0		9
Sydney - North Sydney and Hornsby	75-84		0	2000	23
Sydney - North Sydney and Hornsby	75-84		0	2012	3
Sydney - North Sydney and Hornsby	75-84		1		105
Sydney - North Sydney and Hornsby	75-84		1	2000	3505
Sydney - North Sydney and Hornsby	75-84		1	2005	79
Sydney - North Sydney and Hornsby	75-84		1	2010	59
Sydney - North Sydney and Hornsby	75-84		1	2011	15
Sydney - North Sydney and Hornsby	75-84		1	2012	3
Sydney - North Sydney and Hornsby	75-84		1	2013	12
Sydney - North Sydney and Hornsby	75-84		1	2014	7
Sydney - North Sydney and Hornsby	75-84		1	2015	5
Sydney - North Sydney and Hornsby	75-84		1	2016	7
Sydney - North Sydney and Hornsby	75-84	Speaks English well or very well	0		61
Sydney - North Sydney and Hornsby	75-84	Speaks English well or very well	0	2000	2217
Sydney - North Sydney and Hornsby	75-84	Speaks English well or very well	0	2005	63
Sydney - North Sydney and Hornsby	75-84	Speaks English well or very well	0	2010	41
Sydney - North Sydney and Hornsby	75-84	Speaks English well or very well	0	2011	3
Sydney - North Sydney and Hornsby	75-84	Speaks English well or very well	0	2012	8
Sydney - North Sydney and Hornsby	75-84	Speaks English well or very well	0	2014	8
Sydney - North Sydney and Hornsby	75-84	Speaks English well or very well	0	2015	10
Sydney - North Sydney and Hornsby	75-84	Speaks English well or very well	0	2016	4
Sydney - North Sydney and Hornsby	75-84	Speaks English not well or not at all	0		48
Sydney - North Sydney and Hornsby	75-84	Speaks English not well or not at all	0	2000	977
Sydney - North Sydney and Hornsby	75-84	Speaks English not well or not at all	0	2005	151
Sydney - North Sydney and Hornsby	75-84	Speaks English not well or not at all	0	2010	121
Sydney - North Sydney and Hornsby	75-84	Speaks English not well or not at all	0	2011	30
Sydney - North Sydney and Hornsby	75-84	Speaks English not well or not at all	0	2012	12
Sydney - North Sydney and Hornsby	75-84	Speaks English not well or not at all	0	2013	16
Sydney - North Sydney and Hornsby	75-84	Speaks English not well or not at all	0	2014	20
Sydney - North Sydney and Hornsby	75-84	Speaks English not well or not at all	0	2015	24
Sydney - North Sydney and Hornsby	75-84	Speaks English not well or not at all	0	2016	7
Sydney - North Sydney and Hornsby	85+				21
Sydney - North Sydney and Hornsby	85+			2000	18
Sydney - North Sydney and Hornsby	85+		0		3
Sydney - North Sydney and Hornsby	85+		0	2000	19
Sydney - North Sydney and Hornsby	85+		1		137
Sydney - North Sydney and Hornsby	85+		1	2000	1436
Sydney - North Sydney and Hornsby	85+		1	2005	44
Sydney - North Sydney and Hornsby	85+		1	2010	24
Sydney - North Sydney and Hornsby	85+		1	2011	4
Sydney - North Sydney and Hornsby	85+		1	2012	3
Sydney - North Sydney and Hornsby	85+		1	2016	3
Sydney - North Sydney and Hornsby	85+	Speaks English well or very well	0		62
Sydney - North Sydney and Hornsby	85+	Speaks English well or very well	0	2000	796
Sydney - North Sydney and Hornsby	85+	Speaks English well or very well	0	2005	16
Sydney - North Sydney and Hornsby	85+	Speaks English well or very well	0	2010	8
Sydney - North Sydney and Hornsby	85+	Speaks English well or very well	0	2015	3
Sydney - North Sydney and Hornsby	85+	Speaks English not well or not at all	0		48
Sydney - North Sydney and Hornsby	85+	Speaks English not well or not at all	0	2000	444
Sydney - North Sydney and Hornsby	85+	Speaks English not well or not at all	0	2005	34
Sydney - North Sydney and Hornsby	85+	Speaks English not well or not at all	0	2010	16
Sydney - North Sydney and Hornsby	85+	Speaks English not well or not at all	0	2012	4
Sydney - North Sydney and Hornsby	85+	Speaks English not well or not at all	0	2013	3
Sydney - North Sydney and Hornsby	85+	Speaks English not well or not at all	0	2014	3
Sydney - North Sydney and Hornsby	85+	Speaks English not well or not at all	0	2015	3
Sydney - Northern Beaches	0-14				3
Sydney - Northern Beaches	0-14		1		148
Sydney - Northern Beaches	0-14		1	2005	318
Sydney - Northern Beaches	0-14		1	2010	1132
Sydney - Northern Beaches	0-14		1	2011	311
Sydney - Northern Beaches	0-14		1	2012	321
Sydney - Northern Beaches	0-14		1	2013	334
Sydney - Northern Beaches	0-14		1	2014	309
Sydney - Northern Beaches	0-14		1	2015	242
Sydney - Northern Beaches	0-14		1	2016	120
Sydney - Northern Beaches	0-14	Speaks English well or very well	0		40
Sydney - Northern Beaches	0-14	Speaks English well or very well	0	2005	88
Sydney - Northern Beaches	0-14	Speaks English well or very well	0	2010	373
Sydney - Northern Beaches	0-14	Speaks English well or very well	0	2011	103
Sydney - Northern Beaches	0-14	Speaks English well or very well	0	2012	131
Sydney - Northern Beaches	0-14	Speaks English well or very well	0	2013	139
Sydney - Northern Beaches	0-14	Speaks English well or very well	0	2014	178
Sydney - Northern Beaches	0-14	Speaks English well or very well	0	2015	173
Sydney - Northern Beaches	0-14	Speaks English well or very well	0	2016	59
Sydney - Northern Beaches	0-14	Speaks English not well or not at all	0		18
Sydney - Northern Beaches	0-14	Speaks English not well or not at all	0	2010	4
Sydney - Northern Beaches	0-14	Speaks English not well or not at all	0	2012	5
Sydney - Northern Beaches	0-14	Speaks English not well or not at all	0	2013	13
Sydney - Northern Beaches	0-14	Speaks English not well or not at all	0	2014	33
Sydney - Northern Beaches	0-14	Speaks English not well or not at all	0	2015	40
Sydney - Northern Beaches	0-14	Speaks English not well or not at all	0	2016	56
Sydney - Northern Beaches	15-24				4
Sydney - Northern Beaches	15-24			2005	3
Sydney - Northern Beaches	15-24		0		3
Sydney - Northern Beaches	15-24		0	2014	3
Sydney - Northern Beaches	15-24		1		101
Sydney - Northern Beaches	15-24		1	2000	527
Sydney - Northern Beaches	15-24		1	2005	936
Sydney - Northern Beaches	15-24		1	2010	533
Sydney - Northern Beaches	15-24		1	2011	79
Sydney - Northern Beaches	15-24		1	2012	83
Sydney - Northern Beaches	15-24		1	2013	91
Sydney - Northern Beaches	15-24		1	2014	110
Sydney - Northern Beaches	15-24		1	2015	123
Sydney - Northern Beaches	15-24		1	2016	97
Sydney - Northern Beaches	15-24	Speaks English well or very well	0		83
Sydney - Northern Beaches	15-24	Speaks English well or very well	0	2000	160
Sydney - Northern Beaches	15-24	Speaks English well or very well	0	2005	339
Sydney - Northern Beaches	15-24	Speaks English well or very well	0	2010	330
Sydney - Northern Beaches	15-24	Speaks English well or very well	0	2011	69
Sydney - Northern Beaches	15-24	Speaks English well or very well	0	2012	93
Sydney - Northern Beaches	15-24	Speaks English well or very well	0	2013	172
Sydney - Northern Beaches	15-24	Speaks English well or very well	0	2014	244
Sydney - Northern Beaches	15-24	Speaks English well or very well	0	2015	265
Sydney - Northern Beaches	15-24	Speaks English well or very well	0	2016	193
Sydney - Northern Beaches	15-24	Speaks English not well or not at all	0		33
Sydney - Northern Beaches	15-24	Speaks English not well or not at all	0	2010	5
Sydney - Northern Beaches	15-24	Speaks English not well or not at all	0	2013	9
Sydney - Northern Beaches	15-24	Speaks English not well or not at all	0	2014	24
Sydney - Northern Beaches	15-24	Speaks English not well or not at all	0	2015	31
Sydney - Northern Beaches	15-24	Speaks English not well or not at all	0	2016	59
Sydney - Northern Beaches	25-34				8
Sydney - Northern Beaches	25-34			2000	3
Sydney - Northern Beaches	25-34			2010	3
Sydney - Northern Beaches	25-34		0		3
Sydney - Northern Beaches	25-34		0	2000	3
Sydney - Northern Beaches	25-34		0	2005	8
Sydney - Northern Beaches	25-34		0	2010	10
Sydney - Northern Beaches	25-34		0	2016	3
Sydney - Northern Beaches	25-34		1		144
Sydney - Northern Beaches	25-34		1	2000	1144
Sydney - Northern Beaches	25-34		1	2005	464
Sydney - Northern Beaches	25-34		1	2010	1161
Sydney - Northern Beaches	25-34		1	2011	415
Sydney - Northern Beaches	25-34		1	2012	437
Sydney - Northern Beaches	25-34		1	2013	451
Sydney - Northern Beaches	25-34		1	2014	424
Sydney - Northern Beaches	25-34		1	2015	366
Sydney - Northern Beaches	25-34		1	2016	199
Sydney - Northern Beaches	25-34	Speaks English well or very well	0		116
Sydney - Northern Beaches	25-34	Speaks English well or very well	0	2000	529
Sydney - Northern Beaches	25-34	Speaks English well or very well	0	2005	528
Sydney - Northern Beaches	25-34	Speaks English well or very well	0	2010	1570
Sydney - Northern Beaches	25-34	Speaks English well or very well	0	2011	319
Sydney - Northern Beaches	25-34	Speaks English well or very well	0	2012	396
Sydney - Northern Beaches	25-34	Speaks English well or very well	0	2013	484
Sydney - Northern Beaches	25-34	Speaks English well or very well	0	2014	551
Sydney - Northern Beaches	25-34	Speaks English well or very well	0	2015	525
Sydney - Northern Beaches	25-34	Speaks English well or very well	0	2016	276
Sydney - Northern Beaches	25-34	Speaks English not well or not at all	0		13
Sydney - Northern Beaches	25-34	Speaks English not well or not at all	0	2000	4
Sydney - Northern Beaches	25-34	Speaks English not well or not at all	0	2005	18
Sydney - Northern Beaches	25-34	Speaks English not well or not at all	0	2010	39
Sydney - Northern Beaches	25-34	Speaks English not well or not at all	0	2011	13
Sydney - Northern Beaches	25-34	Speaks English not well or not at all	0	2012	19
