SA2_NAME16	IndigenousStatus	persons
Lane Cove - Greenwich	Aboriginal	92
Lane Cove - Greenwich	Both Aboriginal & Torres Strait Islander	3
Lane Cove - Greenwich	Non-indigenous	26639
St Leonards - Naremburn	Aboriginal	26
St Leonards - Naremburn	Non-indigenous	10474
Willoughby - Castle Cove - Northbridge	Aboriginal	43
Willoughby - Castle Cove - Northbridge	Non-indigenous	25419
Asquith - Mount Colah	Aboriginal	140
Asquith - Mount Colah	Both Aboriginal & Torres Strait Islander	3
Asquith - Mount Colah	Non-indigenous	18144
Berowra - Brooklyn - Cowan	Aboriginal	98
Berowra - Brooklyn - Cowan	Non-indigenous	11601
Normanhurst - Thornleigh - Westleigh	Aboriginal	98
Normanhurst - Thornleigh - Westleigh	Non-indigenous	18423
Normanhurst - Thornleigh - Westleigh	Torres Strait Islander	10
Hornsby - East	Aboriginal	49
Hornsby - East	Non-indigenous	11752
Hornsby - West	Aboriginal	48
Hornsby - West	Non-indigenous	10631
Waitara - Wahroonga (West)	Aboriginal	23
Waitara - Wahroonga (West)	Non-indigenous	9578
Gordon - Killara	Aboriginal	26
Gordon - Killara	Non-indigenous	21301
Lindfield - Roseville	Aboriginal	32
Lindfield - Roseville	Non-indigenous	23116
Pymble	Aboriginal	19
Pymble	Non-indigenous	16330
Pymble	Torres Strait Islander	3
St Ives	Aboriginal	29
St Ives	Both Aboriginal & Torres Strait Islander	5
St Ives	Non-indigenous	20417
Turramurra	Aboriginal	25
Turramurra	Non-indigenous	19238
Turramurra	Torres Strait Islander	5
Wahroonga (East) - Warrawee	Aboriginal	59
Wahroonga (East) - Warrawee	Both Aboriginal & Torres Strait Islander	3
Wahroonga (East) - Warrawee	Non-indigenous	17760
Wahroonga (East) - Warrawee	Torres Strait Islander	4
Cremorne - Cammeray	Aboriginal	35
Cremorne - Cammeray	Non-indigenous	19044
Crows Nest - Waverton	Aboriginal	47
Crows Nest - Waverton	Both Aboriginal & Torres Strait Islander	3
Crows Nest - Waverton	Non-indigenous	17962
Crows Nest - Waverton	Torres Strait Islander	10
Mosman	Aboriginal	57
Mosman	Non-indigenous	28418
Neutral Bay - Kirribilli	Aboriginal	43
Neutral Bay - Kirribilli	Non-indigenous	17805
Neutral Bay - Kirribilli	Torres Strait Islander	4
North Sydney - Lavender Bay	Aboriginal	35
North Sydney - Lavender Bay	Non-indigenous	10671
Balgowlah - Clontarf - Seaforth	Aboriginal	65
Balgowlah - Clontarf - Seaforth	Both Aboriginal & Torres Strait Islander	3
Balgowlah - Clontarf - Seaforth	Non-indigenous	20118
Manly - Fairlight	Aboriginal	79
Manly - Fairlight	Both Aboriginal & Torres Strait Islander	3
Manly - Fairlight	Non-indigenous	21617
Manly - Fairlight	Torres Strait Islander	5
Avalon - Palm Beach	Aboriginal	71
Avalon - Palm Beach	Non-indigenous	12305
Bayview - Elanora Heights	Aboriginal	48
Bayview - Elanora Heights	Non-indigenous	10694
Newport - Bilgola	Aboriginal	55
Newport - Bilgola	Both Aboriginal & Torres Strait Islander	5
Newport - Bilgola	Non-indigenous	13121
Warriewood - Mona Vale	Aboriginal	182
Warriewood - Mona Vale	Both Aboriginal & Torres Strait Islander	3
Warriewood - Mona Vale	Non-indigenous	23939
Warriewood - Mona Vale	Torres Strait Islander	8
Beacon Hill - Narraweena	Aboriginal	118
Beacon Hill - Narraweena	Non-indigenous	13767
Cromer	Aboriginal	67
Cromer	Non-indigenous	7415
Dee Why - North Curl Curl	Aboriginal	130
Dee Why - North Curl Curl	Non-indigenous	24807
Dee Why - North Curl Curl	Torres Strait Islander	14
Forestville - Killarney Heights	Aboriginal	41
Forestville - Killarney Heights	Non-indigenous	12749
Forestville - Killarney Heights	Torres Strait Islander	8
Frenchs Forest - Belrose	Aboriginal	90
Frenchs Forest - Belrose	Both Aboriginal & Torres Strait Islander	3
Frenchs Forest - Belrose	Non-indigenous	25066
Frenchs Forest - Belrose	Torres Strait Islander	11
Freshwater - Brookvale	Aboriginal	108
Freshwater - Brookvale	Non-indigenous	20861
Freshwater - Brookvale	Torres Strait Islander	9
Manly Vale - Allambie Heights	Aboriginal	87
Manly Vale - Allambie Heights	Non-indigenous	16780
Manly Vale - Allambie Heights	Torres Strait Islander	3
Narrabeen - Collaroy	Aboriginal	144
Narrabeen - Collaroy	Both Aboriginal & Torres Strait Islander	7
Narrabeen - Collaroy	Non-indigenous	24622
Terrey Hills - Duffys Forest	Aboriginal	27
Terrey Hills - Duffys Forest	Non-indigenous	3619
Camden - Ellis Lane	Aboriginal	251
Camden - Ellis Lane	Non-indigenous	12706
Camden - Ellis Lane	Torres Strait Islander	3
Elderslie - Harrington Park	Aboriginal	480
Elderslie - Harrington Park	Both Aboriginal & Torres Strait Islander	7
Elderslie - Harrington Park	Non-indigenous	20493
Mount Annan - Currans Hill	Aboriginal	895
Mount Annan - Currans Hill	Both Aboriginal & Torres Strait Islander	4
Mount Annan - Currans Hill	Non-indigenous	27665
Mount Annan - Currans Hill	Torres Strait Islander	11
Bradbury - Wedderburn	Aboriginal	1150
Bradbury - Wedderburn	Both Aboriginal & Torres Strait Islander	26
Bradbury - Wedderburn	Non-indigenous	17765
Bradbury - Wedderburn	Torres Strait Islander	22
Campbelltown - Woodbine	Aboriginal	635
Campbelltown - Woodbine	Both Aboriginal & Torres Strait Islander	11
Campbelltown - Woodbine	Non-indigenous	17528
Campbelltown - Woodbine	Torres Strait Islander	18
Claymore - Eagle Vale - Raby	Aboriginal	815
Claymore - Eagle Vale - Raby	Both Aboriginal & Torres Strait Islander	20
Claymore - Eagle Vale - Raby	Non-indigenous	19543
Claymore - Eagle Vale - Raby	Torres Strait Islander	21
Ingleburn - Denham Court	Aboriginal	392
Ingleburn - Denham Court	Both Aboriginal & Torres Strait Islander	8
Ingleburn - Denham Court	Non-indigenous	19571
Ingleburn - Denham Court	Torres Strait Islander	16
Leumeah - Minto Heights	Aboriginal	596
Leumeah - Minto Heights	Both Aboriginal & Torres Strait Islander	7
Leumeah - Minto Heights	Non-indigenous	15915
Leumeah - Minto Heights	Torres Strait Islander	18
Macquarie Fields - Glenfield	Aboriginal	681
Macquarie Fields - Glenfield	Both Aboriginal & Torres Strait Islander	13
Macquarie Fields - Glenfield	Non-indigenous	22845
Macquarie Fields - Glenfield	Torres Strait Islander	15
Minto - St Andrews	Aboriginal	636
Minto - St Andrews	Both Aboriginal & Torres Strait Islander	4
Minto - St Andrews	Non-indigenous	19228
Minto - St Andrews	Torres Strait Islander	17
Rosemeadow - Glen Alpine	Aboriginal	866
Rosemeadow - Glen Alpine	Both Aboriginal & Torres Strait Islander	4
Rosemeadow - Glen Alpine	Non-indigenous	20004
Rosemeadow - Glen Alpine	Torres Strait Islander	6
Bargo	Aboriginal	198
Bargo	Both Aboriginal & Torres Strait Islander	3
Bargo	Non-indigenous	5536
Bargo	Torres Strait Islander	4
Douglas Park - Appin	Aboriginal	242
Douglas Park - Appin	Both Aboriginal & Torres Strait Islander	5
Douglas Park - Appin	Non-indigenous	9373
Douglas Park - Appin	Torres Strait Islander	6
Picton - Tahmoor - Buxton	Aboriginal	588
Picton - Tahmoor - Buxton	Both Aboriginal & Torres Strait Islander	3
Picton - Tahmoor - Buxton	Non-indigenous	16184
Picton - Tahmoor - Buxton	Torres Strait Islander	15
The Oaks - Oakdale	Aboriginal	253
The Oaks - Oakdale	Both Aboriginal & Torres Strait Islander	3
The Oaks - Oakdale	Non-indigenous	8739
The Oaks - Oakdale	Torres Strait Islander	3
Blackheath - Megalong Valley	Aboriginal	112
Blackheath - Megalong Valley	Both Aboriginal & Torres Strait Islander	4
Blackheath - Megalong Valley	Non-indigenous	5440
Blackheath - Megalong Valley	Torres Strait Islander	5
Blaxland - Warrimoo - Lapstone	Aboriginal	358
Blaxland - Warrimoo - Lapstone	Both Aboriginal & Torres Strait Islander	10
Blaxland - Warrimoo - Lapstone	Non-indigenous	18566
Blaxland - Warrimoo - Lapstone	Torres Strait Islander	4
Blue Mountains - North	Non-indigenous	13
Katoomba - Leura	Aboriginal	364
Katoomba - Leura	Both Aboriginal & Torres Strait Islander	8
Katoomba - Leura	Non-indigenous	12846
Katoomba - Leura	Torres Strait Islander	6
Lawson - Hazelbrook - Linden	Aboriginal	359
Lawson - Hazelbrook - Linden	Both Aboriginal & Torres Strait Islander	8
Lawson - Hazelbrook - Linden	Non-indigenous	10886
Lawson - Hazelbrook - Linden	Torres Strait Islander	6
Springwood - Winmalee	Aboriginal	440
Springwood - Winmalee	Both Aboriginal & Torres Strait Islander	4
Springwood - Winmalee	Non-indigenous	21177
Springwood - Winmalee	Torres Strait Islander	13
Wentworth Falls	Aboriginal	119
Wentworth Falls	Both Aboriginal & Torres Strait Islander	3
Wentworth Falls	Non-indigenous	5954
Blue Mountains - South	Non-indigenous	3
Cambridge Park	Aboriginal	831
Cambridge Park	Both Aboriginal & Torres Strait Islander	17
Cambridge Park	Non-indigenous	14770
Cambridge Park	Torres Strait Islander	23
Castlereagh - Cranebrook	Aboriginal	1052
Castlereagh - Cranebrook	Both Aboriginal & Torres Strait Islander	8
Castlereagh - Cranebrook	Non-indigenous	22645
Castlereagh - Cranebrook	Torres Strait Islander	15
Emu Plains - Leonay	Aboriginal	450
Emu Plains - Leonay	Both Aboriginal & Torres Strait Islander	3
Emu Plains - Leonay	Non-indigenous	13759
Emu Plains - Leonay	Torres Strait Islander	8
Glenmore Park - Regentville	Aboriginal	533
Glenmore Park - Regentville	Both Aboriginal & Torres Strait Islander	3
Glenmore Park - Regentville	Non-indigenous	20661
Glenmore Park - Regentville	Torres Strait Islander	5
Jamisontown - South Penrith	Aboriginal	618
Jamisontown - South Penrith	Both Aboriginal & Torres Strait Islander	5
Jamisontown - South Penrith	Non-indigenous	16652
Jamisontown - South Penrith	Torres Strait Islander	13
Kingswood - Werrington	Aboriginal	745
Kingswood - Werrington	Both Aboriginal & Torres Strait Islander	9
Kingswood - Werrington	Non-indigenous	18816
Kingswood - Werrington	Torres Strait Islander	14
Mulgoa - Luddenham - Orchard Hills	Aboriginal	162
Mulgoa - Luddenham - Orchard Hills	Non-indigenous	9369
Mulgoa - Luddenham - Orchard Hills	Torres Strait Islander	12
Penrith	Aboriginal	649
Penrith	Both Aboriginal & Torres Strait Islander	10
Penrith	Non-indigenous	12630
Penrith	Torres Strait Islander	6
Warragamba - Silverdale	Aboriginal	186
Warragamba - Silverdale	Non-indigenous	5000
Warragamba - Silverdale	Torres Strait Islander	3
Richmond - Clarendon	Aboriginal	549
Richmond - Clarendon	Non-indigenous	13284
Richmond - Clarendon	Torres Strait Islander	9
Windsor - Bligh Park	Aboriginal	884
Windsor - Bligh Park	Both Aboriginal & Torres Strait Islander	7
Windsor - Bligh Park	Non-indigenous	14422
Windsor - Bligh Park	Torres Strait Islander	15
Yarramundi - Londonderry	Aboriginal	491
Yarramundi - Londonderry	Both Aboriginal & Torres Strait Islander	4
Yarramundi - Londonderry	Non-indigenous	6873
Yarramundi - Londonderry	Torres Strait Islander	6
Erskine Park	Aboriginal	137
Erskine Park	Both Aboriginal & Torres Strait Islander	3
Erskine Park	Non-indigenous	6291
Erskine Park	Torres Strait Islander	5
St Clair	Aboriginal	570
St Clair	Both Aboriginal & Torres Strait Islander	7
St Clair	Non-indigenous	19307
St Clair	Torres Strait Islander	13
Colyton - Oxley Park	Aboriginal	511
Colyton - Oxley Park	Both Aboriginal & Torres Strait Islander	7
Colyton - Oxley Park	Non-indigenous	11063
Colyton - Oxley Park	Torres Strait Islander	10
St Marys - North St Marys	Aboriginal	804
St Marys - North St Marys	Both Aboriginal & Torres Strait Islander	16
St Marys - North St Marys	Non-indigenous	15236
St Marys - North St Marys	Torres Strait Islander	16
Homebush Bay - Silverwater	Aboriginal	400
Homebush Bay - Silverwater	Both Aboriginal & Torres Strait Islander	10
Homebush Bay - Silverwater	Non-indigenous	18314
Homebush Bay - Silverwater	Torres Strait Islander	13
Rookwood Cemetery	Non-indigenous	3
Auburn - Central	Aboriginal	23
Auburn - Central	Non-indigenous	17148
Auburn - Central	Torres Strait Islander	3
Auburn - North	Aboriginal	7
Auburn - North	Non-indigenous	11316
Auburn - South	Aboriginal	37
Auburn - South	Non-indigenous	8447
Berala	Aboriginal	31
Berala	Non-indigenous	8864
Berala	Torres Strait Islander	4
Lidcombe	Aboriginal	44
Lidcombe	Non-indigenous	19936
Lidcombe	Torres Strait Islander	3
Regents Park	Aboriginal	31
Regents Park	Non-indigenous	5030
Regents Park	Torres Strait Islander	3
Carlingford	Aboriginal	66
Carlingford	Non-indigenous	27295
Ermington - Rydalmere	Aboriginal	192
Ermington - Rydalmere	Both Aboriginal & Torres Strait Islander	3
Ermington - Rydalmere	Non-indigenous	21226
Ermington - Rydalmere	Torres Strait Islander	3
Oatlands - Dundas Valley	Aboriginal	135
Oatlands - Dundas Valley	Both Aboriginal & Torres Strait Islander	8
Oatlands - Dundas Valley	Non-indigenous	17640
Oatlands - Dundas Valley	Torres Strait Islander	3
Chester Hill - Sefton	Aboriginal	121
Chester Hill - Sefton	Both Aboriginal & Torres Strait Islander	8
Chester Hill - Sefton	Non-indigenous	18332
Chester Hill - Sefton	Torres Strait Islander	6
Fairfield - East	Aboriginal	121
Fairfield - East	Both Aboriginal & Torres Strait Islander	4
Fairfield - East	Non-indigenous	15387
Fairfield - East	Torres Strait Islander	3
Granville - Clyde	Aboriginal	107
Granville - Clyde	Both Aboriginal & Torres Strait Islander	5
Granville - Clyde	Non-indigenous	20714
Greystanes - Pemulwuy	Aboriginal	250
Greystanes - Pemulwuy	Both Aboriginal & Torres Strait Islander	5
Greystanes - Pemulwuy	Non-indigenous	26043
Greystanes - Pemulwuy	Torres Strait Islander	14
Guildford - South Granville	Aboriginal	163
Guildford - South Granville	Non-indigenous	20782
Guildford - South Granville	Torres Strait Islander	5
Guildford West - Merrylands West	Aboriginal	216
Guildford West - Merrylands West	Both Aboriginal & Torres Strait Islander	3
Guildford West - Merrylands West	Non-indigenous	20497
Guildford West - Merrylands West	Torres Strait Islander	4
Merrylands - Holroyd	Aboriginal	244
Merrylands - Holroyd	Both Aboriginal & Torres Strait Islander	11
Merrylands - Holroyd	Non-indigenous	28192
Merrylands - Holroyd	Torres Strait Islander	3
Smithfield Industrial	Non-indigenous	8
Yennora Industrial	Non-indigenous	11
North Parramatta	Aboriginal	165
North Parramatta	Non-indigenous	22058
North Parramatta	Torres Strait Islander	11
North Rocks	Aboriginal	22
North Rocks	Non-indigenous	7850
Northmead	Aboriginal	100
Northmead	Non-indigenous	20279
Northmead	Torres Strait Islander	3
Parramatta - Rosehill	Aboriginal	112
Parramatta - Rosehill	Both Aboriginal & Torres Strait Islander	4
Parramatta - Rosehill	Non-indigenous	29129
Parramatta - Rosehill	Torres Strait Islander	4
Toongabbie - Constitution Hill	Aboriginal	288
Toongabbie - Constitution Hill	Both Aboriginal & Torres Strait Islander	3
Toongabbie - Constitution Hill	Non-indigenous	21633
Toongabbie - Constitution Hill	Torres Strait Islander	11
Winston Hills	Aboriginal	71
Winston Hills	Non-indigenous	10702
Pendle Hill - Girraween	Aboriginal	78
Pendle Hill - Girraween	Non-indigenous	12761
Pendle Hill - Girraween	Torres Strait Islander	8
Wentworthville - Westmead	Aboriginal	89
Wentworthville - Westmead	Both Aboriginal & Torres Strait Islander	3
Wentworthville - Westmead	Non-indigenous	15509
Wentworthville - Westmead	Torres Strait Islander	3
Epping - North Epping	Aboriginal	48
Epping - North Epping	Non-indigenous	27043
Epping - North Epping	Torres Strait Islander	4
Pennant Hills - Cheltenham	Aboriginal	51
Pennant Hills - Cheltenham	Non-indigenous	20442
Eastwood - Denistone	Aboriginal	48
Eastwood - Denistone	Both Aboriginal & Torres Strait Islander	4
Eastwood - Denistone	Non-indigenous	24986
Eastwood - Denistone	Torres Strait Islander	9
Gladesville - Huntleys Point	Aboriginal	57
Gladesville - Huntleys Point	Both Aboriginal & Torres Strait Islander	3
Gladesville - Huntleys Point	Non-indigenous	14343
Gladesville - Huntleys Point	Torres Strait Islander	11
Hunters Hill - Woolwich	Aboriginal	68
Hunters Hill - Woolwich	Both Aboriginal & Torres Strait Islander	3
Hunters Hill - Woolwich	Non-indigenous	10274
Macquarie Park - Marsfield	Aboriginal	69
Macquarie Park - Marsfield	Both Aboriginal & Torres Strait Islander	3
Macquarie Park - Marsfield	Non-indigenous	21652
North Ryde - East Ryde	Aboriginal	45
North Ryde - East Ryde	Non-indigenous	12262
North Ryde - East Ryde	Torres Strait Islander	3
West Ryde - Meadowbank	Aboriginal	78
West Ryde - Meadowbank	Non-indigenous	19297
Putney	Aboriginal	8
Putney	Non-indigenous	4133
Ryde	Aboriginal	103
Ryde	Non-indigenous	27072
Ashcroft - Busby - Miller	Aboriginal	724
Ashcroft - Busby - Miller	Both Aboriginal & Torres Strait Islander	7
Ashcroft - Busby - Miller	Non-indigenous	16599
Ashcroft - Busby - Miller	Torres Strait Islander	11
Austral - Greendale	Aboriginal	145
Austral - Greendale	Non-indigenous	8758
Austral - Greendale	Torres Strait Islander	8
Cobbitty - Leppington	Aboriginal	287
Cobbitty - Leppington	Both Aboriginal & Torres Strait Islander	5
Cobbitty - Leppington	Non-indigenous	17596
Cobbitty - Leppington	Torres Strait Islander	3
Badgerys Creek	Non-indigenous	60
Cecil Hills	Aboriginal	14
Cecil Hills	Non-indigenous	7003
Green Valley	Aboriginal	117
Green Valley	Non-indigenous	12399
Hinchinbrook	Aboriginal	135
Hinchinbrook	Non-indigenous	12156
Hinchinbrook	Torres Strait Islander	7
Hoxton Park - Carnes Hill - Horningsea Park	Aboriginal	144
Hoxton Park - Carnes Hill - Horningsea Park	Both Aboriginal & Torres Strait Islander	7
Hoxton Park - Carnes Hill - Horningsea Park	Non-indigenous	11440
West Hoxton - Middleton Grange	Aboriginal	114
West Hoxton - Middleton Grange	Both Aboriginal & Torres Strait Islander	8
West Hoxton - Middleton Grange	Non-indigenous	15064
Bonnyrigg Heights - Bonnyrigg	Aboriginal	140
Bonnyrigg Heights - Bonnyrigg	Non-indigenous	15836
Bonnyrigg Heights - Bonnyrigg	Torres Strait Islander	3
Bossley Park - Abbotsbury	Aboriginal	126
Bossley Park - Abbotsbury	Non-indigenous	18701
Bossley Park - Abbotsbury	Torres Strait Islander	7
Cabramatta - Lansvale	Aboriginal	62
Cabramatta - Lansvale	Non-indigenous	24638
Cabramatta - Lansvale	Torres Strait Islander	8
Cabramatta West - Mount Pritchard	Aboriginal	242
Cabramatta West - Mount Pritchard	Both Aboriginal & Torres Strait Islander	5
Cabramatta West - Mount Pritchard	Non-indigenous	16930
Cabramatta West - Mount Pritchard	Torres Strait Islander	16
Canley Vale - Canley Heights	Aboriginal	140
Canley Vale - Canley Heights	Non-indigenous	20678
Canley Vale - Canley Heights	Torres Strait Islander	3
Edensor Park	Aboriginal	38
Edensor Park	Non-indigenous	9731
Edensor Park	Torres Strait Islander	3
Fairfield	Aboriginal	65
Fairfield	Both Aboriginal & Torres Strait Islander	3
Fairfield	Non-indigenous	17621
Fairfield	Torres Strait Islander	11
Fairfield - West	Aboriginal	115
Fairfield - West	Non-indigenous	18973
Fairfield - West	Torres Strait Islander	3
Greenfield Park - Prairiewood	Aboriginal	59
Greenfield Park - Prairiewood	Non-indigenous	8264
Greenfield Park - Prairiewood	Torres Strait Islander	9
Horsley Park - Kemps Creek	Aboriginal	49
Horsley Park - Kemps Creek	Non-indigenous	4373
Smithfield - Wetherill Park	Aboriginal	199
Smithfield - Wetherill Park	Non-indigenous	17841
Smithfield - Wetherill Park	Torres Strait Islander	4
St Johns Park - Wakeley	Aboriginal	70
St Johns Park - Wakeley	Non-indigenous	10788
St Johns Park - Wakeley	Torres Strait Islander	6
Wetherill Park Industrial	Non-indigenous	35
Casula	Aboriginal	140
Casula	Both Aboriginal & Torres Strait Islander	3
Casula	Non-indigenous	15515
Casula	Torres Strait Islander	4
Chipping Norton - Moorebank	Aboriginal	193
Chipping Norton - Moorebank	Non-indigenous	18553
Holsworthy - Wattle Grove	Aboriginal	342
Holsworthy - Wattle Grove	Non-indigenous	20350
Holsworthy - Wattle Grove	Torres Strait Islander	14
Liverpool	Aboriginal	250
Liverpool	Non-indigenous	26915
Liverpool	Torres Strait Islander	7
Lurnea - Cartwright	Aboriginal	306
Lurnea - Cartwright	Both Aboriginal & Torres Strait Islander	3
Lurnea - Cartwright	Non-indigenous	11367
Lurnea - Cartwright	Torres Strait Islander	5
Prestons - Edmondson Park	Aboriginal	188
Prestons - Edmondson Park	Non-indigenous	17393
Prestons - Edmondson Park	Torres Strait Islander	4
Warwick Farm	Aboriginal	82
Warwick Farm	Non-indigenous	5714
Warwick Farm	Torres Strait Islander	3
Gymea - Grays Point	Aboriginal	157
Gymea - Grays Point	Both Aboriginal & Torres Strait Islander	3
Gymea - Grays Point	Non-indigenous	17300
Gymea - Grays Point	Torres Strait Islander	13
Miranda - Yowie Bay	Aboriginal	191
Miranda - Yowie Bay	Non-indigenous	18038
Miranda - Yowie Bay	Torres Strait Islander	5
Sylvania - Taren Point	Aboriginal	137
Sylvania - Taren Point	Non-indigenous	15799
Sylvania - Taren Point	Torres Strait Islander	3
Caringbah	Aboriginal	156
Caringbah	Both Aboriginal & Torres Strait Islander	10
Caringbah	Non-indigenous	11594
Caringbah	Torres Strait Islander	6
Caringbah South	Aboriginal	122
Caringbah South	Both Aboriginal & Torres Strait Islander	7
Caringbah South	Non-indigenous	11926
Caringbah South	Torres Strait Islander	6
Cronulla - Kurnell - Bundeena	Aboriginal	284
Cronulla - Kurnell - Bundeena	Both Aboriginal & Torres Strait Islander	4
Cronulla - Kurnell - Bundeena	Non-indigenous	23195
Cronulla - Kurnell - Bundeena	Torres Strait Islander	8
Lilli Pilli - Port Hacking - Dolans Bay	Aboriginal	3
Lilli Pilli - Port Hacking - Dolans Bay	Non-indigenous	3142
Lilli Pilli - Port Hacking - Dolans Bay	Torres Strait Islander	3
Woolaware - Burraneer	Aboriginal	57
Woolaware - Burraneer	Non-indigenous	7673
Heathcote - Waterfall	Aboriginal	86
Heathcote - Waterfall	Both Aboriginal & Torres Strait Islander	4
Heathcote - Waterfall	Non-indigenous	6415
Illawong - Alfords Point	Aboriginal	65
Illawong - Alfords Point	Non-indigenous	10298
Menai - Lucas Heights - Woronora	Aboriginal	244
Menai - Lucas Heights - Woronora	Both Aboriginal & Torres Strait Islander	3
Menai - Lucas Heights - Woronora	Non-indigenous	20875
Menai - Lucas Heights - Woronora	Torres Strait Islander	7
Oyster Bay - Como - Jannali	Aboriginal	193
Oyster Bay - Como - Jannali	Both Aboriginal & Torres Strait Islander	4
Oyster Bay - Como - Jannali	Non-indigenous	21053
Oyster Bay - Como - Jannali	Torres Strait Islander	4
Royal National Park	Non-indigenous	27
Sutherland - Kirrawee	Aboriginal	235
Sutherland - Kirrawee	Both Aboriginal & Torres Strait Islander	11
Sutherland - Kirrawee	Non-indigenous	20619
Sutherland - Kirrawee	Torres Strait Islander	3
Engadine	Aboriginal	222
Engadine	Both Aboriginal & Torres Strait Islander	5
Engadine	Non-indigenous	16762
Engadine	Torres Strait Islander	4
Loftus - Yarrawarrah	Aboriginal	91
Loftus - Yarrawarrah	Non-indigenous	7150
Loftus - Yarrawarrah	Torres Strait Islander	5
Woronora Heights	Aboriginal	45
Woronora Heights	Non-indigenous	3604
Woronora Heights	Torres Strait Islander	3
Migratory - Offshore - Shipping (NSW)	Aboriginal	10
Migratory - Offshore - Shipping (NSW)	Non-indigenous	402
No usual address (NSW)	Aboriginal	789
No usual address (NSW)	Both Aboriginal & Torres Strait Islander	25
No usual address (NSW)	Non-indigenous	11448
No usual address (NSW)	Torres Strait Islander	26
Alfredton	Aboriginal	91
Alfredton	Both Aboriginal & Torres Strait Islander	3
Alfredton	Non-indigenous	11556
Alfredton	Torres Strait Islander	4
Ballarat	Aboriginal	63
Ballarat	Non-indigenous	11978
Ballarat	Torres Strait Islander	5
Ballarat - North	Aboriginal	288
Ballarat - North	Non-indigenous	22783
Ballarat - North	Torres Strait Islander	12
Ballarat - South	Aboriginal	404
Ballarat - South	Both Aboriginal & Torres Strait Islander	13
Ballarat - South	Non-indigenous	23793
Ballarat - South	Torres Strait Islander	21
Buninyong	Aboriginal	54
Buninyong	Non-indigenous	7099
Delacombe	Aboriginal	113
Delacombe	Non-indigenous	6962
Delacombe	Torres Strait Islander	7
Smythes Creek	Aboriginal	56
Smythes Creek	Non-indigenous	3876
Wendouree - Miners Rest	Aboriginal	327
Wendouree - Miners Rest	Both Aboriginal & Torres Strait Islander	9
Wendouree - Miners Rest	Non-indigenous	14282
Wendouree - Miners Rest	Torres Strait Islander	15
Bacchus Marsh Region	Aboriginal	47
Bacchus Marsh Region	Both Aboriginal & Torres Strait Islander	4
Bacchus Marsh Region	Non-indigenous	5819
Creswick - Clunes	Aboriginal	106
Creswick - Clunes	Non-indigenous	7712
Creswick - Clunes	Torres Strait Islander	3
Daylesford	Aboriginal	58
Daylesford	Both Aboriginal & Torres Strait Islander	3
Daylesford	Non-indigenous	8892
Daylesford	Torres Strait Islander	3
Gordon (Vic.)	Aboriginal	52
Gordon (Vic.)	Both Aboriginal & Torres Strait Islander	7
Gordon (Vic.)	Non-indigenous	5592
Gordon (Vic.)	Torres Strait Islander	5
Avoca	Aboriginal	40
Avoca	Non-indigenous	3262
Beaufort	Aboriginal	92
Beaufort	Both Aboriginal & Torres Strait Islander	3
Beaufort	Non-indigenous	4289
Beaufort	Torres Strait Islander	11
Golden Plains - North	Aboriginal	40
Golden Plains - North	Non-indigenous	4443
Maryborough (Vic.)	Aboriginal	102
Maryborough (Vic.)	Both Aboriginal & Torres Strait Islander	8
Maryborough (Vic.)	Non-indigenous	7798
Maryborough (Vic.)	Torres Strait Islander	13
Maryborough Region	Aboriginal	74
Maryborough Region	Non-indigenous	5194
Bendigo	Aboriginal	320
Bendigo	Both Aboriginal & Torres Strait Islander	11
Bendigo	Non-indigenous	14113
Bendigo	Torres Strait Islander	16
California Gully - Eaglehawk	Aboriginal	321
California Gully - Eaglehawk	Both Aboriginal & Torres Strait Islander	9
California Gully - Eaglehawk	Non-indigenous	11622
California Gully - Eaglehawk	Torres Strait Islander	13
East Bendigo - Kennington	Aboriginal	168
East Bendigo - Kennington	Non-indigenous	13331
East Bendigo - Kennington	Torres Strait Islander	8
Flora Hill - Spring Gully	Aboriginal	102
Flora Hill - Spring Gully	Both Aboriginal & Torres Strait Islander	4
Flora Hill - Spring Gully	Non-indigenous	9186
Flora Hill - Spring Gully	Torres Strait Islander	3
Kangaroo Flat - Golden Square	Aboriginal	366
Kangaroo Flat - Golden Square	Both Aboriginal & Torres Strait Islander	8
Kangaroo Flat - Golden Square	Non-indigenous	19298
Kangaroo Flat - Golden Square	Torres Strait Islander	15
Maiden Gully	Aboriginal	23
Maiden Gully	Both Aboriginal & Torres Strait Islander	3
Maiden Gully	Non-indigenous	5058
Strathfieldsaye	Aboriginal	58
Strathfieldsaye	Non-indigenous	8572
White Hills - Ascot	Aboriginal	212
White Hills - Ascot	Non-indigenous	11527
White Hills - Ascot	Torres Strait Islander	8
Bendigo Region - South	Aboriginal	72
Bendigo Region - South	Both Aboriginal & Torres Strait Islander	3
Bendigo Region - South	Non-indigenous	7109
Castlemaine	Aboriginal	127
Castlemaine	Both Aboriginal & Torres Strait Islander	3
Castlemaine	Non-indigenous	10450
Castlemaine	Torres Strait Islander	3
Castlemaine Region	Aboriginal	78
Castlemaine Region	Non-indigenous	8396
Heathcote	Aboriginal	44
Heathcote	Non-indigenous	4469
Kyneton	Aboriginal	59
Kyneton	Non-indigenous	9589
Woodend	Aboriginal	34
Woodend	Non-indigenous	6865
Bendigo Region - North	Aboriginal	56
Bendigo Region - North	Non-indigenous	4304
Bendigo Region - North	Torres Strait Islander	3
