SA2_NAME16	MotorVehicles.min	occupied_private_dwellings
Canley Vale - Canley Heights	3	737
Canley Vale - Canley Heights	4	345
Edensor Park		66
Edensor Park	0	103
Edensor Park	1	645
Edensor Park	2	1000
Edensor Park	3	521
Edensor Park	4	360
Fairfield		297
Fairfield	0	1034
Fairfield	1	2327
Fairfield	2	1291
Fairfield	3	434
Fairfield	4	198
Fairfield - West		223
Fairfield - West	0	470
Fairfield - West	1	1809
Fairfield - West	2	1763
Fairfield - West	3	718
Fairfield - West	4	381
Greenfield Park - Prairiewood		54
Greenfield Park - Prairiewood	0	116
Greenfield Park - Prairiewood	1	631
Greenfield Park - Prairiewood	2	888
Greenfield Park - Prairiewood	3	394
Greenfield Park - Prairiewood	4	229
Horsley Park - Kemps Creek		41
Horsley Park - Kemps Creek	0	25
Horsley Park - Kemps Creek	1	160
Horsley Park - Kemps Creek	2	346
Horsley Park - Kemps Creek	3	237
Horsley Park - Kemps Creek	4	351
Smithfield - Wetherill Park		225
Smithfield - Wetherill Park	0	511
Smithfield - Wetherill Park	1	1741
Smithfield - Wetherill Park	2	1783
Smithfield - Wetherill Park	3	799
Smithfield - Wetherill Park	4	434
St Johns Park - Wakeley		79
St Johns Park - Wakeley	0	143
St Johns Park - Wakeley	1	845
St Johns Park - Wakeley	2	1124
St Johns Park - Wakeley	3	521
St Johns Park - Wakeley	4	301
Wetherill Park Industrial	1	4
Wetherill Park Industrial	3	3
Casula		169
Casula	0	302
Casula	1	1253
Casula	2	1728
Casula	3	745
Casula	4	371
Chipping Norton - Moorebank		168
Chipping Norton - Moorebank	0	200
Chipping Norton - Moorebank	1	1501
Chipping Norton - Moorebank	2	2569
Chipping Norton - Moorebank	3	878
Chipping Norton - Moorebank	4	510
Holsworthy - Wattle Grove		120
Holsworthy - Wattle Grove	0	187
Holsworthy - Wattle Grove	1	1645
Holsworthy - Wattle Grove	2	2781
Holsworthy - Wattle Grove	3	920
Holsworthy - Wattle Grove	4	448
Liverpool		432
Liverpool	0	1446
Liverpool	1	3754
Liverpool	2	2021
Liverpool	3	533
Liverpool	4	241
Lurnea - Cartwright		221
Lurnea - Cartwright	0	518
Lurnea - Cartwright	1	1249
Lurnea - Cartwright	2	1024
Lurnea - Cartwright	3	359
Lurnea - Cartwright	4	203
Prestons - Edmondson Park		120
Prestons - Edmondson Park	0	113
Prestons - Edmondson Park	1	981
Prestons - Edmondson Park	2	2075
Prestons - Edmondson Park	3	848
Prestons - Edmondson Park	4	447
Warwick Farm		129
Warwick Farm	0	450
Warwick Farm	1	1003
Warwick Farm	2	418
Warwick Farm	3	67
Warwick Farm	4	31
Gymea - Grays Point		134
Gymea - Grays Point	0	303
Gymea - Grays Point	1	1798
Gymea - Grays Point	2	2504
Gymea - Grays Point	3	766
Gymea - Grays Point	4	506
Miranda - Yowie Bay		203
Miranda - Yowie Bay	0	606
Miranda - Yowie Bay	1	2468
Miranda - Yowie Bay	2	2322
Miranda - Yowie Bay	3	670
Miranda - Yowie Bay	4	341
Sylvania - Taren Point		174
Sylvania - Taren Point	0	314
Sylvania - Taren Point	1	1678
Sylvania - Taren Point	2	2244
Sylvania - Taren Point	3	717
Sylvania - Taren Point	4	444
Caringbah		155
Caringbah	0	513
Caringbah	1	2002
Caringbah	2	1581
Caringbah	3	349
Caringbah	4	151
Caringbah South		108
Caringbah South	0	142
Caringbah South	1	1022
Caringbah South	2	1770
Caringbah South	3	608
Caringbah South	4	383
Cronulla - Kurnell - Bundeena		290
Cronulla - Kurnell - Bundeena	0	716
Cronulla - Kurnell - Bundeena	1	3826
Cronulla - Kurnell - Bundeena	2	3402
Cronulla - Kurnell - Bundeena	3	831
Cronulla - Kurnell - Bundeena	4	469
Lilli Pilli - Port Hacking - Dolans Bay		19
Lilli Pilli - Port Hacking - Dolans Bay	0	15
Lilli Pilli - Port Hacking - Dolans Bay	1	165
Lilli Pilli - Port Hacking - Dolans Bay	2	438
Lilli Pilli - Port Hacking - Dolans Bay	3	209
Lilli Pilli - Port Hacking - Dolans Bay	4	123
Woolaware - Burraneer		70
Woolaware - Burraneer	0	116
Woolaware - Burraneer	1	665
Woolaware - Burraneer	2	1097
Woolaware - Burraneer	3	377
Woolaware - Burraneer	4	259
Heathcote - Waterfall		61
Heathcote - Waterfall	0	126
Heathcote - Waterfall	1	632
Heathcote - Waterfall	2	879
Heathcote - Waterfall	3	309
Heathcote - Waterfall	4	199
Illawong - Alfords Point		61
Illawong - Alfords Point	0	32
Illawong - Alfords Point	1	458
Illawong - Alfords Point	2	1380
Illawong - Alfords Point	3	655
Illawong - Alfords Point	4	569
Menai - Lucas Heights - Woronora		112
Menai - Lucas Heights - Woronora	0	147
Menai - Lucas Heights - Woronora	1	1369
Menai - Lucas Heights - Woronora	2	2933
Menai - Lucas Heights - Woronora	3	1188
Menai - Lucas Heights - Woronora	4	838
Oyster Bay - Como - Jannali		164
Oyster Bay - Como - Jannali	0	301
Oyster Bay - Como - Jannali	1	1977
Oyster Bay - Como - Jannali	2	3093
Oyster Bay - Como - Jannali	3	911
Oyster Bay - Como - Jannali	4	517
Royal National Park	2	3
Sutherland - Kirrawee		247
Sutherland - Kirrawee	0	708
Sutherland - Kirrawee	1	3545
Sutherland - Kirrawee	2	2731
Sutherland - Kirrawee	3	630
Sutherland - Kirrawee	4	268
Engadine		108
Engadine	0	212
Engadine	1	1643
Engadine	2	2517
Engadine	3	781
Engadine	4	382
Loftus - Yarrawarrah		48
Loftus - Yarrawarrah	0	61
Loftus - Yarrawarrah	1	592
Loftus - Yarrawarrah	2	1073
Loftus - Yarrawarrah	3	364
Loftus - Yarrawarrah	4	221
Woronora Heights		20
Woronora Heights	0	12
Woronora Heights	1	147
Woronora Heights	2	461
Woronora Heights	3	246
Woronora Heights	4	192
Alfredton		103
Alfredton	0	74
Alfredton	1	1118
Alfredton	2	1803
Alfredton	3	521
Alfredton	4	271
Ballarat		145
Ballarat	0	360
Ballarat	1	1905
Ballarat	2	1667
Ballarat	3	421
Ballarat	4	160
Ballarat - North		326
Ballarat - North	0	597
Ballarat - North	1	3301
Ballarat - North	2	3293
Ballarat - North	3	980
Ballarat - North	4	487
Ballarat - South		449
Ballarat - South	0	863
Ballarat - South	1	3984
Ballarat - South	2	3213
Ballarat - South	3	932
Ballarat - South	4	425
Buninyong		72
Buninyong	0	58
Buninyong	1	503
Buninyong	2	1038
Buninyong	3	371
Buninyong	4	237
Delacombe		89
Delacombe	0	86
Delacombe	1	700
Delacombe	2	1008
Delacombe	3	372
Delacombe	4	220
Smythes Creek		37
Smythes Creek	0	10
Smythes Creek	1	173
Smythes Creek	2	491
Smythes Creek	3	300
Smythes Creek	4	236
Wendouree - Miners Rest		271
Wendouree - Miners Rest	0	516
Wendouree - Miners Rest	1	2160
Wendouree - Miners Rest	2	1922
Wendouree - Miners Rest	3	543
Wendouree - Miners Rest	4	259
Bacchus Marsh Region		86
Bacchus Marsh Region	0	46
Bacchus Marsh Region	1	527
Bacchus Marsh Region	2	748
Bacchus Marsh Region	3	371
Bacchus Marsh Region	4	292
Creswick - Clunes		177
Creswick - Clunes	0	98
Creswick - Clunes	1	815
Creswick - Clunes	2	1054
Creswick - Clunes	3	452
Creswick - Clunes	4	347
Daylesford		181
Daylesford	0	140
Daylesford	1	1186
Daylesford	2	1344
Daylesford	3	477
Daylesford	4	290
Gordon (Vic.)		79
Gordon (Vic.)	0	17
Gordon (Vic.)	1	359
Gordon (Vic.)	2	766
Gordon (Vic.)	3	430
Gordon (Vic.)	4	324
Avoca		70
Avoca	0	46
Avoca	1	404
Avoca	2	502
Avoca	3	197
Avoca	4	149
Beaufort		70
Beaufort	0	48
Beaufort	1	403
Beaufort	2	589
Beaufort	3	242
Beaufort	4	210
Golden Plains - North		70
Golden Plains - North	0	25
Golden Plains - North	1	351
Golden Plains - North	2	652
Golden Plains - North	3	319
Golden Plains - North	4	219
Maryborough (Vic.)		188
Maryborough (Vic.)	0	296
Maryborough (Vic.)	1	1377
Maryborough (Vic.)	2	1060
Maryborough (Vic.)	3	307
Maryborough (Vic.)	4	151
Maryborough Region		109
Maryborough Region	0	76
Maryborough Region	1	594
Maryborough Region	2	797
Maryborough Region	3	341
Maryborough Region	4	250
Bendigo		285
Bendigo	0	593
Bendigo	1	2492
Bendigo	2	1797
Bendigo	3	499
Bendigo	4	228
California Gully - Eaglehawk		232
California Gully - Eaglehawk	0	339
California Gully - Eaglehawk	1	1624
California Gully - Eaglehawk	2	1594
California Gully - Eaglehawk	3	539
California Gully - Eaglehawk	4	252
East Bendigo - Kennington		185
East Bendigo - Kennington	0	316
East Bendigo - Kennington	1	2082
East Bendigo - Kennington	2	1946
East Bendigo - Kennington	3	563
East Bendigo - Kennington	4	254
Flora Hill - Spring Gully		131
Flora Hill - Spring Gully	0	257
Flora Hill - Spring Gully	1	1421
Flora Hill - Spring Gully	2	1275
Flora Hill - Spring Gully	3	378
Flora Hill - Spring Gully	4	161
Kangaroo Flat - Golden Square		323
Kangaroo Flat - Golden Square	0	501
Kangaroo Flat - Golden Square	1	2868
Kangaroo Flat - Golden Square	2	2839
Kangaroo Flat - Golden Square	3	859
Kangaroo Flat - Golden Square	4	371
Maiden Gully		40
Maiden Gully	0	12
Maiden Gully	1	176
Maiden Gully	2	768
Maiden Gully	3	320
Maiden Gully	4	213
Strathfieldsaye		54
Strathfieldsaye	0	22
Strathfieldsaye	1	567
Strathfieldsaye	2	1349
Strathfieldsaye	3	482
Strathfieldsaye	4	255
White Hills - Ascot		157
White Hills - Ascot	0	128
White Hills - Ascot	1	1141
White Hills - Ascot	2	1781
White Hills - Ascot	3	613
White Hills - Ascot	4	303
Bendigo Region - South		72
Bendigo Region - South	0	11
Bendigo Region - South	1	329
Bendigo Region - South	2	1032
Bendigo Region - South	3	530
Bendigo Region - South	4	390
Castlemaine		184
Castlemaine	0	301
Castlemaine	1	1720
Castlemaine	2	1298
Castlemaine	3	393
Castlemaine	4	213
Castlemaine Region		126
Castlemaine Region	0	59
Castlemaine Region	1	949
Castlemaine Region	2	1325
Castlemaine Region	3	545
Castlemaine Region	4	374
Heathcote		123
Heathcote	0	71
Heathcote	1	526
Heathcote	2	693
Heathcote	3	250
Heathcote	4	163
Kyneton		148
Kyneton	0	156
Kyneton	1	1091
Kyneton	2	1325
Kyneton	3	505
Kyneton	4	303
Woodend		60
Woodend	0	76
Woodend	1	627
Woodend	2	1032
Woodend	3	373
Woodend	4	205
Bendigo Region - North		69
Bendigo Region - North	0	29
Bendigo Region - North	1	328
Bendigo Region - North	2	597
Bendigo Region - North	3	325
Bendigo Region - North	4	242
Loddon		157
Loddon	0	127
Loddon	1	786
Loddon	2	921
Loddon	3	421
Loddon	4	369
Bannockburn		60
Bannockburn	0	18
Bannockburn	1	315
Bannockburn	2	923
Bannockburn	3	394
Bannockburn	4	259
Golden Plains - South		80
Golden Plains - South	0	24
Golden Plains - South	1	405
Golden Plains - South	2	976
Golden Plains - South	3	473
Golden Plains - South	4	389
Winchelsea		90
Winchelsea	0	42
Winchelsea	1	384
Winchelsea	2	769
Winchelsea	3	400
Winchelsea	4	308
Belmont		200
Belmont	0	467
Belmont	1	2361
Belmont	2	2008
Belmont	3	492
Belmont	4	208
Corio - Norlane		595
Corio - Norlane	0	1181
Corio - Norlane	1	3847
Corio - Norlane	2	2788
Corio - Norlane	3	951
Corio - Norlane	4	410
Geelong		186
Geelong	0	503
Geelong	1	2229
Geelong	2	1701
Geelong	3	418
Geelong	4	183
Geelong West - Hamlyn Heights		293
Geelong West - Hamlyn Heights	0	726
Geelong West - Hamlyn Heights	1	3131
Geelong West - Hamlyn Heights	2	2795
Geelong West - Hamlyn Heights	3	707
Geelong West - Hamlyn Heights	4	317
Grovedale		260
Grovedale	0	375
Grovedale	1	2671
Grovedale	2	3469
Grovedale	3	990
Grovedale	4	552
Highton		176
Highton	0	232
Highton	1	2146
Highton	2	3425
Highton	3	1021
Highton	4	519
Lara		177
Lara	0	159
Lara	1	1502
Lara	2	2468
Lara	3	939
Lara	4	575
Leopold		114
Leopold	0	109
Leopold	1	1458
Leopold	2	1979
Leopold	3	621
Leopold	4	311
Newcomb - Moolap		264
Newcomb - Moolap	0	523
Newcomb - Moolap	1	2344
Newcomb - Moolap	2	1850
Newcomb - Moolap	3	601
Newcomb - Moolap	4	322
Newtown (Vic.)		107
Newtown (Vic.)	0	213
Newtown (Vic.)	1	1374
Newtown (Vic.)	2	1569
Newtown (Vic.)	3	380
Newtown (Vic.)	4	165
North Geelong - Bell Park		232
North Geelong - Bell Park	0	467
North Geelong - Bell Park	1	2085
North Geelong - Bell Park	2	2006
North Geelong - Bell Park	3	559
North Geelong - Bell Park	4	298
Clifton Springs		179
Clifton Springs	0	161
Clifton Springs	1	1612
Clifton Springs	2	2062
Clifton Springs	3	656
Clifton Springs	4	343
Lorne - Anglesea		73
Lorne - Anglesea	0	66
Lorne - Anglesea	1	697
Lorne - Anglesea	2	733
Lorne - Anglesea	3	232
Lorne - Anglesea	4	85
Ocean Grove - Barwon Heads		215
Ocean Grove - Barwon Heads	0	167
Ocean Grove - Barwon Heads	1	2375
Ocean Grove - Barwon Heads	2	3864
Ocean Grove - Barwon Heads	3	1058
Ocean Grove - Barwon Heads	4	507
Portarlington		136
Portarlington	0	122
Portarlington	1	1220
Portarlington	2	1179
Portarlington	3	319
Portarlington	4	132
Point Lonsdale - Queenscliff		56
Point Lonsdale - Queenscliff	0	60
Point Lonsdale - Queenscliff	1	651
Point Lonsdale - Queenscliff	2	640
Point Lonsdale - Queenscliff	3	155
Point Lonsdale - Queenscliff	4	74
Torquay		147
Torquay	0	123
Torquay	1	1643
Torquay	2	3039
Torquay	3	836
Torquay	4	411
Alexandra		187
Alexandra	0	112
Alexandra	1	770
Alexandra	2	895
Alexandra	3	355
Alexandra	4	228
Euroa		125
Euroa	0	105
Euroa	1	868
Euroa	2	906
Euroa	3	364
Euroa	4	234
Kilmore - Broadford		200
Kilmore - Broadford	0	150
Kilmore - Broadford	1	1456
Kilmore - Broadford	2	1761
Kilmore - Broadford	3	734
Kilmore - Broadford	4	538
Mansfield (Vic.)		178
Mansfield (Vic.)	0	109
Mansfield (Vic.)	1	976
Mansfield (Vic.)	2	1213
Mansfield (Vic.)	3	475
Mansfield (Vic.)	4	281
Nagambie		80
Nagambie	0	50
Nagambie	1	493
Nagambie	2	609
Nagambie	3	217
Nagambie	4	124
Seymour		158
Seymour	0	239
Seymour	1	930
Seymour	2	731
Seymour	3	246
Seymour	4	131
Seymour Region		44
Seymour Region	0	9
Seymour Region	1	273
Seymour Region	2	561
Seymour Region	3	265
Seymour Region	4	218
Upper Yarra Valley		3
Upper Yarra Valley	0	4
Upper Yarra Valley	1	26
Upper Yarra Valley	2	27
Upper Yarra Valley	3	7
Upper Yarra Valley	4	9
Yea		69
Yea	0	32
Yea	1	428
Yea	2	521
Yea	3	226
Yea	4	147
Benalla		202
Benalla	0	320
Benalla	1	1672
Benalla	2	1464
Benalla	3	438
Benalla	4	220
Benalla Region		36
Benalla Region	0	11
Benalla Region	1	238
Benalla Region	2	516
Benalla Region	3	287
Benalla Region	4	203
Rutherglen		58
Rutherglen	0	61
Rutherglen	1	475
Rutherglen	2	575
Rutherglen	3	224
Rutherglen	4	135
Wangaratta		382
Wangaratta	0	533
Wangaratta	1	2892
Wangaratta	2	2651
Wangaratta	3	714
Wangaratta	4	323
Wangaratta Region		130
Wangaratta Region	0	37
Wangaratta Region	1	661
Wangaratta Region	2	1466
Wangaratta Region	3	663
Wangaratta Region	4	532
Beechworth		68
Beechworth	0	68
Beechworth	1	530
Beechworth	2	643
Beechworth	3	239
Beechworth	4	117
Bright - Mount Beauty		145
Bright - Mount Beauty	0	137
Bright - Mount Beauty	1	1086
Bright - Mount Beauty	2	1099
Bright - Mount Beauty	3	366
Bright - Mount Beauty	4	214
Chiltern - Indigo Valley		38
Chiltern - Indigo Valley	0	30
Chiltern - Indigo Valley	1	264
Chiltern - Indigo Valley	2	459
Chiltern - Indigo Valley	3	211
Chiltern - Indigo Valley	4	148
Myrtleford		104
Myrtleford	0	81
Myrtleford	1	590
Myrtleford	2	655
Myrtleford	3	258
Myrtleford	4	164
Towong		114
Towong	0	66
Towong	1	655
Towong	2	854
Towong	3	368
Towong	4	260
West Wodonga		159
West Wodonga	0	220
West Wodonga	1	1761
West Wodonga	2	2264
West Wodonga	3	693
West Wodonga	4	318
Wodonga		321
Wodonga	0	543
Wodonga	1	3009
Wodonga	2	3494
Wodonga	3	1020
Wodonga	4	459
Yackandandah		52
Yackandandah	0	22
Yackandandah	1	318
Yackandandah	2	650
Yackandandah	3	309
Yackandandah	4	232
Drouin		201
Drouin	0	190
Drouin	1	1815
Drouin	2	2294
Drouin	3	814
Drouin	4	490
Mount Baw Baw Region		83
Mount Baw Baw Region	0	34
Mount Baw Baw Region	1	486
Mount Baw Baw Region	2	792
Mount Baw Baw Region	3	465
Mount Baw Baw Region	4	309
Trafalgar (Vic.)		99
Trafalgar (Vic.)	0	70
Trafalgar (Vic.)	1	777
Trafalgar (Vic.)	2	1133
Trafalgar (Vic.)	3	430
Trafalgar (Vic.)	4	281
Warragul		275
Warragul	0	346
Warragul	1	2146
Warragul	2	2592
Warragul	3	911
Warragul	4	602
Bairnsdale		329
Bairnsdale	0	345
Bairnsdale	1	2029
Bairnsdale	2	1964
Bairnsdale	3	623
Bairnsdale	4	298
Bruthen - Omeo		138
Bruthen - Omeo	0	54
Bruthen - Omeo	1	674
Bruthen - Omeo	2	1166
Bruthen - Omeo	3	512
Bruthen - Omeo	4	351
Lakes Entrance		224
Lakes Entrance	0	180
Lakes Entrance	1	1397
Lakes Entrance	2	1475
Lakes Entrance	3	432
Lakes Entrance	4	205
Orbost		131
Orbost	0	166
Orbost	1	915
Orbost	2	961
Orbost	3	331
Orbost	4	146
Paynesville		125
Paynesville	0	76
Paynesville	1	908
Paynesville	2	1018
Paynesville	3	316
Paynesville	4	133
Foster		142
Foster	0	120
Foster	1	1104
Foster	2	1318
Foster	3	504
Foster	4	281
French Island		6
French Island	0	13
French Island	1	22
French Island	2	15
French Island	4	3
Korumburra		110
Korumburra	0	114
Korumburra	1	990
Korumburra	2	1243
Korumburra	3	524
Korumburra	4	363
Leongatha		142
Leongatha	0	155
Leongatha	1	1266
Leongatha	2	1538
Leongatha	3	604
Leongatha	4	356
Phillip Island		179
Phillip Island	0	193
Phillip Island	1	1648
Phillip Island	2	1543
Phillip Island	3	364
Phillip Island	4	166
Wonthaggi - Inverloch		461
Wonthaggi - Inverloch	0	520
Wonthaggi - Inverloch	1	3412
Wonthaggi - Inverloch	2	3248
Wonthaggi - Inverloch	3	969
Wonthaggi - Inverloch	4	409
Churchill		173
Churchill	0	118
Churchill	1	1068
Churchill	2	1561
Churchill	3	693
Churchill	4	463
Moe - Newborough		359
Moe - Newborough	0	685
Moe - Newborough	1	2591
Moe - Newborough	2	2082
Moe - Newborough	3	693
Moe - Newborough	4	366
Morwell		314
Morwell	0	656
Morwell	1	2339
Morwell	2	1638
Morwell	3	458
Morwell	4	207
Traralgon		386
Traralgon	0	566
Traralgon	1	3489
Traralgon	2	3916
Traralgon	3	1146
Traralgon	4	549
Yallourn North - Glengarry		65
Yallourn North - Glengarry	0	35
Yallourn North - Glengarry	1	371
Yallourn North - Glengarry	2	637
Yallourn North - Glengarry	3	318
Yallourn North - Glengarry	4	207
Alps - West	1	4
Alps - West	3	3
Alps - West	4	3
Longford - Loch Sport		67
Longford - Loch Sport	0	47
Longford - Loch Sport	1	528
Longford - Loch Sport	2	563
Longford - Loch Sport	3	262
Longford - Loch Sport	4	150
Maffra		210
Maffra	0	181
Maffra	1	1490
Maffra	2	1859
Maffra	3	848
Maffra	4	581
Rosedale		65
Rosedale	0	34
Rosedale	1	287
Rosedale	2	557
Rosedale	3	272
Rosedale	4	212
Sale		223
Sale	0	442
Sale	1	2126
Sale	2	2070
Sale	3	539
Sale	4	221
Yarram		93
Yarram	0	95
Yarram	1	689
Yarram	2	778
Yarram	3	308
Yarram	4	214
Brunswick		356
Brunswick	0	2272
Brunswick	1	5114
Brunswick	2	2215
Brunswick	3	434
Brunswick	4	157
Brunswick East		134
Brunswick East	0	868
Brunswick East	1	2504
Brunswick East	2	1006
Brunswick East	3	186
Brunswick East	4	70
Brunswick West		183
Brunswick West	0	978
Brunswick West	1	2757
Brunswick West	2	1415
Brunswick West	3	296
Brunswick West	4	114
Coburg		269
Coburg	0	1241
Coburg	1	4261
Coburg	2	2759
Coburg	3	768
Coburg	4	315
Pascoe Vale South		79
Pascoe Vale South	0	259
Pascoe Vale South	1	1162
Pascoe Vale South	2	1326
Pascoe Vale South	3	352
Pascoe Vale South	4	192
Alphington - Fairfield		104
Alphington - Fairfield	0	399
Alphington - Fairfield	1	1500
Alphington - Fairfield	2	1125
Alphington - Fairfield	3	226
Alphington - Fairfield	4	106
Northcote		249
Northcote	0	1298
Northcote	1	4496
Northcote	2	2685
Northcote	3	539
Northcote	4	178
Thornbury		243
Thornbury	0	1086
Thornbury	1	3355
Thornbury	2	2101
Thornbury	3	413
Thornbury	4	190
Ascot Vale		211
Ascot Vale	0	739
Ascot Vale	1	2373
Ascot Vale	2	1821
Ascot Vale	3	406
Ascot Vale	4	147
Essendon - Aberfeldie		294
Essendon - Aberfeldie	0	886
Essendon - Aberfeldie	1	4130
Essendon - Aberfeldie	2	3471
Essendon - Aberfeldie	3	1021
Essendon - Aberfeldie	4	511
Flemington		206
Flemington	0	1017
Flemington	1	2009
Flemington	2	707
Flemington	3	106
Flemington	4	44
Moonee Ponds		192
Moonee Ponds	0	709
Moonee Ponds	1	2249
Moonee Ponds	2	1696
Moonee Ponds	3	451
Moonee Ponds	4	191
Carlton		381
Carlton	0	5026
Carlton	1	2170
Carlton	2	572
Carlton	3	79
Carlton	4	38
Docklands		135
Docklands	0	1755
Docklands	1	2088
Docklands	2	589
Docklands	3	72
Docklands	4	32
East Melbourne		54
East Melbourne	0	404
East Melbourne	1	1107
East Melbourne	2	485
East Melbourne	3	94
East Melbourne	4	25
Flemington Racecourse	0	4
Flemington Racecourse	1	16
Flemington Racecourse	2	4
Kensington (Vic.)		133
Kensington (Vic.)	0	774
Kensington (Vic.)	1	2253
Kensington (Vic.)	2	1112
Kensington (Vic.)	3	179
Kensington (Vic.)	4	42
Melbourne		717
Melbourne	0	11725
Melbourne	1	3370
Melbourne	2	394
Melbourne	3	38
Melbourne	4	47
North Melbourne		338
North Melbourne	0	3005
North Melbourne	1	3481
North Melbourne	2	1107
North Melbourne	3	146
North Melbourne	4	42
Parkville		70
Parkville	0	414
Parkville	1	990
Parkville	2	411
Parkville	3	89
Parkville	4	25
South Yarra - West		88
South Yarra - West	0	519
South Yarra - West	1	1401
South Yarra - West	2	575
South Yarra - West	3	109
South Yarra - West	4	43
Southbank		209
Southbank	0	2842
Southbank	1	4236
Southbank	2	853
Southbank	3	90
Southbank	4	23
Albert Park		205
Albert Park	0	897
Albert Park	1	3198
Albert Park	2	1791
Albert Park	3	293
Albert Park	4	94
Elwood		204
Elwood	0	748
Elwood	1	3608
Elwood	2	1986
Elwood	3	260
Elwood	4	107
Port Melbourne		212
Port Melbourne	0	837
Port Melbourne	1	3487
Port Melbourne	2	2079
Port Melbourne	3	329
Port Melbourne	4	123
Port Melbourne Industrial	1	4
South Melbourne		174
South Melbourne	0	1172
South Melbourne	1	2573
South Melbourne	2	1074
South Melbourne	3	140
South Melbourne	4	50
St Kilda		440
St Kilda	0	2904
St Kilda	1	6372
St Kilda	2	2026
St Kilda	3	254
St Kilda	4	109
St Kilda East		205
St Kilda East	0	1372
St Kilda East	1	3764
St Kilda East	2	1684
St Kilda East	3	242
St Kilda East	4	86
Armadale		103
Armadale	0	497
Armadale	1	1798
Armadale	2	1111
Armadale	3	210
Armadale	4	101
Prahran - Windsor		290
Prahran - Windsor	0	1916
Prahran - Windsor	1	4537
Prahran - Windsor	2	1860
Prahran - Windsor	3	307
Prahran - Windsor	4	81
South Yarra - East		290
South Yarra - East	0	2848
South Yarra - East	1	4964
South Yarra - East	2	1609
South Yarra - East	3	221
South Yarra - East	4	91
Toorak		227
Toorak	0	515
Toorak	1	2151
Toorak	2	1804
Toorak	3	506
Toorak	4	294
Abbotsford		111
Abbotsford	0	747
Abbotsford	1	1831
Abbotsford	2	716
Abbotsford	3	127
Abbotsford	4	31
Carlton North - Princes Hill		106
Carlton North - Princes Hill	0	633
Carlton North - Princes Hill	1	1680
Carlton North - Princes Hill	2	834
Carlton North - Princes Hill	3	158
Carlton North - Princes Hill	4	49
Collingwood		189
Collingwood	0	1114
Collingwood	1	1787
Collingwood	2	531
Collingwood	3	85
Collingwood	4	22
Fitzroy		196
Fitzroy	0	1149
Fitzroy	1	1957
Fitzroy	2	693
Fitzroy	3	109
Fitzroy	4	29
Fitzroy North		191
Fitzroy North	0	984
Fitzroy North	1	2481
Fitzroy North	2	1132
Fitzroy North	3	231
Fitzroy North	4	61
Richmond (Vic.)		417
Richmond (Vic.)	0	2607
Richmond (Vic.)	1	6502
Richmond (Vic.)	2	2983
Richmond (Vic.)	3	530
Richmond (Vic.)	4	147
Yarra - North		92
Yarra - North	0	322
Yarra - North	1	1658
Yarra - North	2	1049
Yarra - North	3	225
Yarra - North	4	75
Ashburton (Vic.)		63
Ashburton (Vic.)	0	188
Ashburton (Vic.)	1	828
Ashburton (Vic.)	2	1117
Ashburton (Vic.)	3	285
Ashburton (Vic.)	4	112
Balwyn		156
Balwyn	0	378
Balwyn	1	2077
Balwyn	2	2166
Balwyn	3	633
Balwyn	4	293
Balwyn North		149
Balwyn North	0	272
Balwyn North	1	1892
Balwyn North	2	2933
Balwyn North	3	921
Balwyn North	4	421
Camberwell		122
Camberwell	0	413
Camberwell	1	2652
Camberwell	2	2886
Camberwell	3	895
Camberwell	4	384
Glen Iris - East		90
Glen Iris - East	0	211
Glen Iris - East	1	1760
Glen Iris - East	2	2582
Glen Iris - East	3	682
Glen Iris - East	4	300
Hawthorn		269
Hawthorn	0	1623
Hawthorn	1	4294
Hawthorn	2	2506
Hawthorn	3	551
Hawthorn	4	226
Hawthorn East		223
Hawthorn East	0	693
Hawthorn East	1	2580
Hawthorn East	2	1978
Hawthorn East	3	409
Hawthorn East	4	181
Kew		197
Kew	0	532
Kew	1	3290
Kew	2	3327
Kew	3	966
Kew	4	406
Kew East		42
Kew East	0	116
Kew East	1	760
Kew East	2	981
Kew East	3	236
Kew East	4	100
Surrey Hills (West) - Canterbury		102
Surrey Hills (West) - Canterbury	0	267
Surrey Hills (West) - Canterbury	1	1853
Surrey Hills (West) - Canterbury	2	2317
Surrey Hills (West) - Canterbury	3	642
Surrey Hills (West) - Canterbury	4	333
Bulleen		110
Bulleen	0	209
Bulleen	1	1223
Bulleen	2	1687
Bulleen	3	482
Bulleen	4	289
Doncaster		208
Doncaster	0	496
Doncaster	1	3006
Doncaster	2	2846
Doncaster	3	874
Doncaster	4	388
Templestowe		144
Templestowe	0	142
Templestowe	1	1279
Templestowe	2	2432
Templestowe	3	877
Templestowe	4	580
Templestowe Lower		146
Templestowe Lower	0	156
Templestowe Lower	1	1370
Templestowe Lower	2	2178
Templestowe Lower	3	616
Templestowe Lower	4	259
Doncaster East (North)		157
Doncaster East (North)	0	101
Doncaster East (North)	1	1149
Doncaster East (North)	2	2156
Doncaster East (North)	3	770
Doncaster East (North)	4	410
Doncaster East (South)		131
Doncaster East (South)	0	297
Doncaster East (South)	1	1973
Doncaster East (South)	2	2022
Doncaster East (South)	3	502
Doncaster East (South)	4	179
Blackburn		175
Blackburn	0	430
Blackburn	1	2901
Blackburn	2	3052
Blackburn	3	737
Blackburn	4	313
Blackburn South		116
Blackburn South	0	279
Blackburn South	1	1270
