SA2_NAME16	AustCitizen	persons
Ingleburn - Denham Court	1	16044
Leumeah - Minto Heights	0	2306
Leumeah - Minto Heights	1	14230
Macquarie Fields - Glenfield	0	5025
Macquarie Fields - Glenfield	1	18529
Minto - St Andrews	0	3368
Minto - St Andrews	1	16517
Rosemeadow - Glen Alpine	0	2937
Rosemeadow - Glen Alpine	1	17943
Bargo	0	578
Bargo	1	5163
Douglas Park - Appin	0	764
Douglas Park - Appin	1	8862
Picton - Tahmoor - Buxton	0	1589
Picton - Tahmoor - Buxton	1	15201
The Oaks - Oakdale	0	826
The Oaks - Oakdale	1	8172
Blackheath - Megalong Valley	0	751
Blackheath - Megalong Valley	1	4810
Blaxland - Warrimoo - Lapstone	0	1463
Blaxland - Warrimoo - Lapstone	1	17475
Blue Mountains - North	0	0
Blue Mountains - North	1	13
Katoomba - Leura	0	2005
Katoomba - Leura	1	11219
Lawson - Hazelbrook - Linden	0	1039
Lawson - Hazelbrook - Linden	1	10220
Springwood - Winmalee	0	1634
Springwood - Winmalee	1	20000
Wentworth Falls	0	662
Wentworth Falls	1	5414
Blue Mountains - South	0	0
Blue Mountains - South	1	3
Cambridge Park	0	1636
Cambridge Park	1	14005
Castlereagh - Cranebrook	0	2948
Castlereagh - Cranebrook	1	20772
Emu Plains - Leonay	0	1419
Emu Plains - Leonay	1	12801
Glenmore Park - Regentville	0	2031
Glenmore Park - Regentville	1	19171
Jamisontown - South Penrith	0	1970
Jamisontown - South Penrith	1	15318
Kingswood - Werrington	0	3319
Kingswood - Werrington	1	16265
Mulgoa - Luddenham - Orchard Hills	0	1011
Mulgoa - Luddenham - Orchard Hills	1	8532
Penrith	0	2357
Penrith	1	10938
Warragamba - Silverdale	0	443
Warragamba - Silverdale	1	4746
Richmond - Clarendon	0	1629
Richmond - Clarendon	1	12213
Windsor - Bligh Park	0	1461
Windsor - Bligh Park	1	13867
Yarramundi - Londonderry	0	1734
Yarramundi - Londonderry	1	5640
Erskine Park	0	641
Erskine Park	1	5795
St Clair	0	2558
St Clair	1	17339
Colyton - Oxley Park	0	1995
Colyton - Oxley Park	1	9596
St Marys - North St Marys	0	3269
St Marys - North St Marys	1	12803
Homebush Bay - Silverwater	0	7754
Homebush Bay - Silverwater	1	10983
Rookwood Cemetery	0	0
Rookwood Cemetery	1	3
Auburn - Central	0	6626
Auburn - Central	1	10548
Auburn - North	0	6141
Auburn - North	1	5182
Auburn - South	0	2005
Auburn - South	1	6479
Berala	0	2595
Berala	1	6304
Lidcombe	0	7119
Lidcombe	1	12864
Regents Park	0	1206
Regents Park	1	3858
Carlingford	0	5897
Carlingford	1	21464
Ermington - Rydalmere	0	4100
Ermington - Rydalmere	1	17324
Oatlands - Dundas Valley	0	3777
Oatlands - Dundas Valley	1	14009
Chester Hill - Sefton	0	3489
Chester Hill - Sefton	1	14978
Fairfield - East	0	3328
Fairfield - East	1	12187
Granville - Clyde	0	6427
Granville - Clyde	1	14399
Greystanes - Pemulwuy	0	3050
Greystanes - Pemulwuy	1	23262
Guildford - South Granville	0	4435
Guildford - South Granville	1	16515
Guildford West - Merrylands West	0	4395
Guildford West - Merrylands West	1	16325
Merrylands - Holroyd	0	7071
Merrylands - Holroyd	1	21379
Smithfield Industrial	0	2
Smithfield Industrial	1	6
Yennora Industrial	0	-3
Yennora Industrial	1	14
North Parramatta	0	7462
North Parramatta	1	14772
North Rocks	0	1011
North Rocks	1	6861
Northmead	0	6929
Northmead	1	13453
Parramatta - Rosehill	0	16335
Parramatta - Rosehill	1	12914
Toongabbie - Constitution Hill	0	4066
Toongabbie - Constitution Hill	1	17869
Winston Hills	0	1014
Winston Hills	1	9759
Pendle Hill - Girraween	0	3511
Pendle Hill - Girraween	1	9336
Wentworthville - Westmead	0	5379
Wentworthville - Westmead	1	10225
Epping - North Epping	0	7162
Epping - North Epping	1	19933
Pennant Hills - Cheltenham	0	2755
Pennant Hills - Cheltenham	1	17738
Eastwood - Denistone	0	6810
Eastwood - Denistone	1	18237
Gladesville - Huntleys Point	0	2066
Gladesville - Huntleys Point	1	12348
Hunters Hill - Woolwich	0	1192
Hunters Hill - Woolwich	1	9153
Macquarie Park - Marsfield	0	8313
Macquarie Park - Marsfield	1	13411
North Ryde - East Ryde	0	1815
North Ryde - East Ryde	1	10495
West Ryde - Meadowbank	0	5824
West Ryde - Meadowbank	1	13551
Putney	0	420
Putney	1	3721
Ryde	0	6976
Ryde	1	20199
Ashcroft - Busby - Miller	0	3407
Ashcroft - Busby - Miller	1	13934
Austral - Greendale	0	1302
Austral - Greendale	1	7609
Cobbitty - Leppington	0	2594
Cobbitty - Leppington	1	15297
Badgerys Creek	0	19
Badgerys Creek	1	41
Cecil Hills	0	745
Cecil Hills	1	6272
Green Valley	0	1739
Green Valley	1	10777
Hinchinbrook	0	1626
Hinchinbrook	1	10672
Hoxton Park - Carnes Hill - Horningsea Park	0	1453
Hoxton Park - Carnes Hill - Horningsea Park	1	10138
West Hoxton - Middleton Grange	0	1825
West Hoxton - Middleton Grange	1	13361
Bonnyrigg Heights - Bonnyrigg	0	1975
Bonnyrigg Heights - Bonnyrigg	1	14004
Bossley Park - Abbotsbury	0	2724
Bossley Park - Abbotsbury	1	16110
Cabramatta - Lansvale	0	5749
Cabramatta - Lansvale	1	18959
Cabramatta West - Mount Pritchard	0	2895
Cabramatta West - Mount Pritchard	1	14298
Canley Vale - Canley Heights	0	3909
Canley Vale - Canley Heights	1	16912
Edensor Park	0	1305
Edensor Park	1	8467
Fairfield	0	5572
Fairfield	1	12128
Fairfield - West	0	4083
Fairfield - West	1	15008
Greenfield Park - Prairiewood	0	1189
Greenfield Park - Prairiewood	1	7143
Horsley Park - Kemps Creek	0	624
Horsley Park - Kemps Creek	1	3798
Smithfield - Wetherill Park	0	3204
Smithfield - Wetherill Park	1	14840
St Johns Park - Wakeley	0	1434
St Johns Park - Wakeley	1	9430
Wetherill Park Industrial	0	3
Wetherill Park Industrial	1	32
Casula	0	2593
Casula	1	13069
Chipping Norton - Moorebank	0	2180
Chipping Norton - Moorebank	1	16566
Holsworthy - Wattle Grove	0	2553
Holsworthy - Wattle Grove	1	18153
Liverpool	0	9281
Liverpool	1	17891
Lurnea - Cartwright	0	2510
Lurnea - Cartwright	1	9171
Prestons - Edmondson Park	0	2283
Prestons - Edmondson Park	1	15302
Warwick Farm	0	2074
Warwick Farm	1	3725
Gymea - Grays Point	0	1530
Gymea - Grays Point	1	15943
Miranda - Yowie Bay	0	2499
Miranda - Yowie Bay	1	15735
Sylvania - Taren Point	0	1671
Sylvania - Taren Point	1	14268
Caringbah	0	1605
Caringbah	1	10161
Caringbah South	0	902
Caringbah South	1	11159
Cronulla - Kurnell - Bundeena	0	3334
Cronulla - Kurnell - Bundeena	1	20157
Lilli Pilli - Port Hacking - Dolans Bay	0	199
Lilli Pilli - Port Hacking - Dolans Bay	1	2949
Woolaware - Burraneer	0	654
Woolaware - Burraneer	1	7076
Heathcote - Waterfall	0	379
Heathcote - Waterfall	1	6126
Illawong - Alfords Point	0	655
Illawong - Alfords Point	1	9708
Menai - Lucas Heights - Woronora	0	1552
Menai - Lucas Heights - Woronora	1	19577
Oyster Bay - Como - Jannali	0	1878
Oyster Bay - Como - Jannali	1	19376
Royal National Park	0	6
Royal National Park	1	21
Sutherland - Kirrawee	0	2823
Sutherland - Kirrawee	1	18045
Engadine	0	1163
Engadine	1	15830
Loftus - Yarrawarrah	0	429
Loftus - Yarrawarrah	1	6817
Woronora Heights	0	225
Woronora Heights	1	3427
Migratory - Offshore - Shipping (NSW)	0	87
Migratory - Offshore - Shipping (NSW)	1	325
No usual address (NSW)	0	5085
No usual address (NSW)	1	7203
Alfredton	0	1171
Alfredton	1	10483
Ballarat	0	1386
Ballarat	1	10660
Ballarat - North	0	2141
Ballarat - North	1	20942
Ballarat - South	0	2894
Ballarat - South	1	21337
Buninyong	0	755
Buninyong	1	6398
Delacombe	0	602
Delacombe	1	6480
Smythes Creek	0	313
Smythes Creek	1	3619
Wendouree - Miners Rest	0	1483
Wendouree - Miners Rest	1	13150
Bacchus Marsh Region	0	710
Bacchus Marsh Region	1	5160
Creswick - Clunes	0	941
Creswick - Clunes	1	6880
Daylesford	0	1206
Daylesford	1	7750
Gordon (Vic.)	0	665
Gordon (Vic.)	1	4991
Avoca	0	391
Avoca	1	2911
Beaufort	0	806
Beaufort	1	3589
Golden Plains - North	0	404
Golden Plains - North	1	4079
Maryborough (Vic.)	0	747
Maryborough (Vic.)	1	7174
Maryborough Region	0	540
Maryborough Region	1	4728
Bendigo	0	1928
Bendigo	1	12532
California Gully - Eaglehawk	0	1334
California Gully - Eaglehawk	1	10631
East Bendigo - Kennington	0	1324
East Bendigo - Kennington	1	12183
Flora Hill - Spring Gully	0	965
Flora Hill - Spring Gully	1	8330
Kangaroo Flat - Golden Square	0	2122
Kangaroo Flat - Golden Square	1	17565
Maiden Gully	0	323
Maiden Gully	1	4761
Strathfieldsaye	0	519
Strathfieldsaye	1	8111
White Hills - Ascot	0	1120
White Hills - Ascot	1	10627
Bendigo Region - South	0	606
Bendigo Region - South	1	6578
Castlemaine	0	1929
Castlemaine	1	8654
Castlemaine Region	0	941
Castlemaine Region	1	7533
Heathcote	0	551
Heathcote	1	3962
Kyneton	0	1176
Kyneton	1	8472
Woodend	0	889
Woodend	1	6010
Bendigo Region - North	0	370
Bendigo Region - North	1	3993
Loddon	0	978
Loddon	1	6079
Bannockburn	0	527
Bannockburn	1	5893
Golden Plains - South	0	604
Golden Plains - South	1	6251
Winchelsea	0	563
Winchelsea	1	5182
Belmont	0	1807
Belmont	1	12214
Corio - Norlane	0	4635
Corio - Norlane	1	21713
Geelong	0	2049
Geelong	1	10645
Geelong West - Hamlyn Heights	0	2431
Geelong West - Hamlyn Heights	1	17037
Grovedale	0	2638
Grovedale	1	20637
Highton	0	2709
Highton	1	19389
Lara	0	2697
Lara	1	15391
Leopold	0	1166
Leopold	1	11648
Newcomb - Moolap	0	1721
Newcomb - Moolap	1	12872
Newtown (Vic.)	0	1194
Newtown (Vic.)	1	8961
North Geelong - Bell Park	0	2083
North Geelong - Bell Park	1	12548
Clifton Springs	0	1354
Clifton Springs	1	11995
Lorne - Anglesea	0	568
Lorne - Anglesea	1	4483
Ocean Grove - Barwon Heads	0	2256
Ocean Grove - Barwon Heads	1	21165
Portarlington	0	889
Portarlington	1	6508
Point Lonsdale - Queenscliff	0	451
Point Lonsdale - Queenscliff	1	3697
Torquay	0	1822
Torquay	1	16540
Alexandra	0	754
Alexandra	1	5583
Euroa	0	653
Euroa	1	5625
Kilmore - Broadford	0	1492
Kilmore - Broadford	1	12379
Mansfield (Vic.)	0	1123
Mansfield (Vic.)	1	7725
Nagambie	0	509
Nagambie	1	3495
Seymour	0	1015
Seymour	1	5312
Seymour Region	0	578
Seymour Region	1	3854
Upper Yarra Valley	0	30
Upper Yarra Valley	1	152
Yea	0	442
Yea	1	3118
Benalla	0	1023
Benalla	1	9307
Benalla Region	0	440
Benalla Region	1	3155
Rutherglen	0	327
Rutherglen	1	3542
Wangaratta	0	1828
Wangaratta	1	16882
Wangaratta Region	0	917
Wangaratta Region	1	8683
Beechworth	0	661
Beechworth	1	3908
Bright - Mount Beauty	0	1198
Bright - Mount Beauty	1	6956
Chiltern - Indigo Valley	0	267
Chiltern - Indigo Valley	1	2833
Myrtleford	0	529
Myrtleford	1	4105
Towong	0	616
Towong	1	5340
West Wodonga	0	1289
West Wodonga	1	13666
Wodonga	0	2711
Wodonga	1	21687
Yackandandah	0	278
Yackandandah	1	4209
Drouin	0	1785
Drouin	1	14422
Mount Baw Baw Region	0	638
Mount Baw Baw Region	1	5381
Trafalgar (Vic.)	0	784
Trafalgar (Vic.)	1	6857
Warragul	0	1899
Warragul	1	16859
Alps - East	0	0
Alps - East	1	4
Bairnsdale	0	1936
Bairnsdale	1	12792
Bruthen - Omeo	0	803
Bruthen - Omeo	1	6940
Lake King	0	0
Lake King	1	0
Lakes Entrance	0	1186
Lakes Entrance	1	8730
Orbost	0	688
Orbost	1	5760
Paynesville	0	689
Paynesville	1	5624
Foster	0	1175
Foster	1	7556
French Island	0	14
French Island	1	105
Korumburra	0	950
Korumburra	1	8172
Leongatha	0	1182
Leongatha	1	9897
Phillip Island	0	1222
Phillip Island	1	9165
Wilsons Promontory	0	5
Wilsons Promontory	1	8
Wonthaggi - Inverloch	0	2666
Wonthaggi - Inverloch	1	19562
Churchill	0	1414
Churchill	1	9987
Moe - Newborough	0	1887
Moe - Newborough	1	14664
Morwell	0	2027
Morwell	1	11781
Traralgon	0	3340
Traralgon	1	23445
Yallourn North - Glengarry	0	397
Yallourn North - Glengarry	1	4153
Alps - West	0	3
Alps - West	1	22
Longford - Loch Sport	0	580
Longford - Loch Sport	1	3719
Maffra	0	1387
Maffra	1	12481
Rosedale	0	1272
Rosedale	1	3451
Sale	0	1833
Sale	1	12813
Yarram	0	618
Yarram	1	4687
Brunswick	0	5863
Brunswick	1	19577
Brunswick East	0	2575
Brunswick East	1	8387
Brunswick West	0	2984
Brunswick West	1	10753
Coburg	0	4760
Coburg	1	21406
Pascoe Vale South	0	1274
Pascoe Vale South	1	8686
Alphington - Fairfield	0	1357
Alphington - Fairfield	1	7577
Northcote	0	3950
Northcote	1	20717
Thornbury	0	3155
Thornbury	1	15311
Ascot Vale	0	2687
Ascot Vale	1	12063
Essendon - Aberfeldie	0	4590
Essendon - Aberfeldie	1	22897
Flemington	0	3035
Flemington	1	7080
Moonee Ponds	0	2409
Moonee Ponds	1	11841
Carlton	0	11335
Carlton	1	7666
Docklands	0	6569
Docklands	1	4396
East Melbourne	0	1192
East Melbourne	1	3770
Flemington Racecourse	0	49
Flemington Racecourse	1	36
Kensington (Vic.)	0	2419
Kensington (Vic.)	1	8393
Melbourne	0	28811
Melbourne	1	8510
North Melbourne	0	9142
North Melbourne	1	11495
Parkville	0	2693
Parkville	1	4716
South Yarra - West	0	1799
South Yarra - West	1	4297
Southbank	0	10561
Southbank	1	8108
West Melbourne	0	0
West Melbourne	1	3
Albert Park	0	3836
Albert Park	1	11548
Elwood	0	3360
Elwood	1	11862
Port Melbourne	0	3351
Port Melbourne	1	12812
Port Melbourne Industrial	0	7
Port Melbourne Industrial	1	11
South Melbourne	0	3208
South Melbourne	1	8342
St Kilda	0	9311
St Kilda	1	16813
St Kilda East	0	4305
St Kilda East	1	12112
Armadale	0	1795
Armadale	1	7177
Prahran - Windsor	0	5362
Prahran - Windsor	1	14352
South Yarra - East	0	7503
South Yarra - East	1	13225
Toorak	0	2399
Toorak	1	10651
Abbotsford	0	2409
Abbotsford	1	5775
Carlton North - Princes Hill	0	1510
Carlton North - Princes Hill	1	6918
Collingwood	0	2533
Collingwood	1	5980
Fitzroy	0	2857
Fitzroy	1	7588
Fitzroy North	0	2333
Fitzroy North	1	10006
Richmond (Vic.)	0	6723
Richmond (Vic.)	1	23776
Yarra - North	0	1471
Yarra - North	1	7573
Ashburton (Vic.)	0	1099
Ashburton (Vic.)	1	6652
Balwyn	0	3276
Balwyn	1	12555
Balwyn North	0	3600
Balwyn North	1	16624
Camberwell	0	3401
Camberwell	1	17999
Glen Iris - East	0	2003
Glen Iris - East	1	14323
Hawthorn	0	6095
Hawthorn	1	16878
Hawthorn East	0	3453
Hawthorn East	1	11713
Kew	0	4500
Kew	1	20225
Kew East	0	931
Kew East	1	5582
Surrey Hills (West) - Canterbury	0	2412
Surrey Hills (West) - Canterbury	1	13907
Bulleen	0	1689
Bulleen	1	9356
Doncaster	0	5256
Doncaster	1	15328
Templestowe	0	2525
Templestowe	1	14093
Templestowe Lower	0	2261
Templestowe Lower	1	11337
Doncaster East (North)	0	2719
Doncaster East (North)	1	11854
Doncaster East (South)	0	3480
Doncaster East (South)	1	10476
Blackburn	0	3889
Blackburn	1	17493
Blackburn South	0	1806
Blackburn South	1	8987
Box Hill	0	7339
Box Hill	1	12489
Box Hill North	0	4075
Box Hill North	1	13477
Burwood	0	4602
Burwood	1	7646
Burwood East	0	2566
Burwood East	1	7707
Surrey Hills (East) - Mont Albert	0	1653
Surrey Hills (East) - Mont Albert	1	8312
Beaumaris	0	1682
Beaumaris	1	11790
Brighton (Vic.)	0	3652
Brighton (Vic.)	1	19043
Brighton East	0	2242
Brighton East	1	13596
Cheltenham - Highett (West)	0	1527
Cheltenham - Highett (West)	1	9411
Hampton	0	2697
Hampton	1	14943
Sandringham - Black Rock	0	2334
Sandringham - Black Rock	1	14172
Bentleigh - McKinnon	0	4064
Bentleigh - McKinnon	1	18351
Carnegie	0	5535
Carnegie	1	12531
Caulfield - North	0	4281
Caulfield - North	1	16695
Caulfield - South	0	2757
Caulfield - South	1	14691
Elsternwick	0	1917
Elsternwick	1	9437
Hughesdale	0	1859
Hughesdale	1	5697
Murrumbeena	0	1969
Murrumbeena	1	7282
Ormond - Glen Huntly	0	4001
Ormond - Glen Huntly	1	9338
Bentleigh East (North)	0	2356
Bentleigh East (North)	1	12428
Bentleigh East (South)	0	1810
Bentleigh East (South)	1	11428
Aspendale Gardens - Waterways	0	1107
Aspendale Gardens - Waterways	1	7882
Braeside	0	33
Braeside	1	25
Carrum - Patterson Lakes	0	1586
Carrum - Patterson Lakes	1	9962
Chelsea - Bonbeach	0	2296
Chelsea - Bonbeach	1	11895
Chelsea Heights	0	653
Chelsea Heights	1	4682
Cheltenham - Highett (East)	0	3532
Cheltenham - Highett (East)	1	18738
Edithvale - Aspendale	0	1643
Edithvale - Aspendale	1	11104
Mentone	0	2109
Mentone	1	10856
Moorabbin - Heatherton	0	1779
Moorabbin - Heatherton	1	7024
Moorabbin Airport	0	0
Moorabbin Airport	1	0
Mordialloc - Parkdale	0	2819
Mordialloc - Parkdale	1	17098
Malvern - Glen Iris	0	3544
Malvern - Glen Iris	1	16498
Malvern East	0	4316
Malvern East	1	17005
Bundoora - East	0	1889
Bundoora - East	1	8005
Greensborough	0	1944
Greensborough	1	18519
Heidelberg - Rosanna	0	2368
Heidelberg - Rosanna	1	12407
Heidelberg West	0	3109
Heidelberg West	1	11040
Ivanhoe	0	1642
Ivanhoe	1	9748
Ivanhoe East - Eaglemont	0	798
Ivanhoe East - Eaglemont	1	6893
Montmorency - Briar Hill	0	1527
Montmorency - Briar Hill	1	14569
Viewbank - Yallambie	0	2353
Viewbank - Yallambie	1	15950
Watsonia	0	1027
Watsonia	1	8085
Kingsbury	0	3904
Kingsbury	1	7424
Reservoir - East	0	7238
Reservoir - East	1	19839
Reservoir - West	0	5622
Reservoir - West	1	18414
Preston - East	0	4811
Preston - East	1	15211
Preston - West	0	2377
Preston - West	1	9812
Eltham	0	2195
Eltham	1	20704
Hurstbridge	0	298
Hurstbridge	1	3152
Kinglake	0	469
Kinglake	1	3375
Panton Hill - St Andrews	0	597
Panton Hill - St Andrews	1	4555
Plenty - Yarrambat	0	846
Plenty - Yarrambat	1	8519
Research - North Warrandyte	0	638
Research - North Warrandyte	1	6068
Wattle Glen - Diamond Creek	0	1170
Wattle Glen - Diamond Creek	1	12528
Bundoora - North	0	1936
Bundoora - North	1	5515
Bundoora - West	0	1576
Bundoora - West	1	4616
Lalor	0	4878
Lalor	1	17930
Mill Park - North	0	2503
Mill Park - North	1	15321
Mill Park - South	0	1938
Mill Park - South	1	9953
Thomastown	0	4609
Thomastown	1	15702
Wallan	0	2133
Wallan	1	14086
Whittlesea	0	840
Whittlesea	1	7287
Doreen	0	2174
Doreen	1	18763
Epping - East	0	2412
Epping - East	1	10755
Epping - South	0	1945
Epping - South	1	6389
Epping - West	0	2457
Epping - West	1	8428
Mernda	0	3106
Mernda	1	13352
South Morang (North)	0	1648
South Morang (North)	1	10400
South Morang (South)	0	1834
South Morang (South)	1	10175
Wollert	0	2507
Wollert	1	6553
Airport West	0	1064
Airport West	1	6500
Essendon Airport	0	0
Essendon Airport	1	0
Keilor	0	781
Keilor	1	7724
Keilor East	0	3416
Keilor East	1	22731
Niddrie - Essendon West	0	709
Niddrie - Essendon West	1	6214
Strathmore	0	871
Strathmore	1	8557
Gisborne	0	1175
Gisborne	1	11656
Macedon	0	358
Macedon	1	3023
Riddells Creek	0	336
Riddells Creek	1	3674
Romsey	0	975
Romsey	1	8385
Coburg North	0	1660
Coburg North	1	6018
Fawkner	0	3434
Fawkner	1	10334
Pascoe Vale	0	4774
Pascoe Vale	1	18673
Glenroy	0	6366
Glenroy	1	15741
Gowanbrae	0	293
Gowanbrae	1	2611
Hadfield	0	868
Hadfield	1	4736
Sunbury	0	1334
Sunbury	1	11381
Sunbury - South	0	2999
Sunbury - South	1	23656
Broadmeadows	0	4288
Broadmeadows	1	9017
Campbellfield - Coolaroo	0	3648
Campbellfield - Coolaroo	1	12474
Gladstone Park - Westmeadows	0	2264
Gladstone Park - Westmeadows	1	15344
Greenvale - Bulla	0	1797
Greenvale - Bulla	1	14495
Meadow Heights	0	3084
Meadow Heights	1	11758
Melbourne Airport	0	95
Melbourne Airport	1	86
Roxburgh Park - Somerton	0	4365
Roxburgh Park - Somerton	1	17452
Tullamarine	0	1187
Tullamarine	1	5271
Craigieburn - Central	0	1878
Craigieburn - Central	1	6512
Craigieburn - North	0	2524
Craigieburn - North	1	9000
Craigieburn - South	0	3705
Craigieburn - South	1	12583
Craigieburn - West	0	4358
Craigieburn - West	1	9794
Mickleham - Yuroke	0	642
Mickleham - Yuroke	1	2743
Bayswater	0	2297
Bayswater	1	9781
Knoxfield - Scoresby	0	2644
Knoxfield - Scoresby	1	12444
Lysterfield	0	700
Lysterfield	1	5880
Rowville - Central	0	2174
Rowville - Central	1	13041
Rowville - North	0	912
Rowville - North	1	7093
Rowville - South	0	1191
Rowville - South	1	9382
Wantirna	0	2334
Wantirna	1	11592
Wantirna South	0	3091
Wantirna South	1	14714
Boronia	0	3275
Boronia	1	18821
Ferntree Gully (North)	0	1824
Ferntree Gully (North)	1	12066
Ferntree Gully (South) - Upper Ferntree Gully	0	1712
Ferntree Gully (South) - Upper Ferntree Gully	1	12909
The Basin	0	440
The Basin	1	3831
Donvale - Park Orchards	0	2043
Donvale - Park Orchards	1	13899
Warrandyte - Wonga Park	0	968
Warrandyte - Wonga Park	1	9081
Bayswater North	0	1441
Bayswater North	1	10332
Croydon Hills - Warranwood	0	1662
Croydon Hills - Warranwood	1	16323
Ringwood	0	3583
Ringwood	1	13566
Ringwood East	0	3003
Ringwood East	1	17257
Ringwood North	0	1007
Ringwood North	1	8517
Croydon - East	0	2591
Croydon - East	1	12591
Croydon - West	0	1829
Croydon - West	1	11522
Croydon South	0	604
Croydon South	1	4111
Forest Hill	0	2121
Forest Hill	1	8505
Mitcham (Vic.)	0	2981
Mitcham (Vic.)	1	13167
Nunawading	0	2583
Nunawading	1	9293
Vermont	0	1721
Vermont	1	8721
Vermont South	0	2169
Vermont South	1	9509
Belgrave - Selby	0	1108
Belgrave - Selby	1	8911
Chirnside Park	0	1085
Chirnside Park	1	8787
Healesville - Yarra Glen	0	1468
Healesville - Yarra Glen	1	12242
Kilsyth	0	1150
Kilsyth	1	8028
Lilydale - Coldstream	0	1875
Lilydale - Coldstream	1	16846
Monbulk - Silvan	0	637
Monbulk - Silvan	1	4995
Montrose	0	769
Montrose	1	6034
Mooroolbark	0	2757
Mooroolbark	1	19299
Mount Dandenong - Olinda	0	1217
Mount Dandenong - Olinda	1	8490
Mount Evelyn	0	906
Mount Evelyn	1	8796
Upwey - Tecoma	0	979
Upwey - Tecoma	1	8631
Wandin - Seville	0	658
Wandin - Seville	1	6943
Yarra Valley	0	1843
Yarra Valley	1	14318
Beaconsfield - Officer	0	1603
Beaconsfield - Officer	1	11419
Bunyip - Garfield	0	823
Bunyip - Garfield	1	7815
Emerald - Cockatoo	0	1969
Emerald - Cockatoo	1	16031
Koo Wee Rup	0	888
Koo Wee Rup	1	6593
Pakenham - North	0	2981
Pakenham - North	1	15622
Pakenham - South	0	4514
Pakenham - South	1	24027
Berwick - North	0	2979
Berwick - North	1	19915
Berwick - South	0	4451
Berwick - South	1	21350
Doveton	0	3496
Doveton	1	7810
Hallam	0	2354
Hallam	1	8407
Narre Warren North	0	788
Narre Warren North	1	6971
Endeavour Hills - North	0	2017
Endeavour Hills - North	1	9875
Endeavour Hills - South	0	2303
Endeavour Hills - South	1	11054
Narre Warren - North East	0	1853
Narre Warren - North East	1	11556
Narre Warren - South West	0	2842
Narre Warren - South West	1	11104
Cranbourne	0	4123
Cranbourne	1	15971
Cranbourne East	0	5925
Cranbourne East	1	19763
Cranbourne North	0	4353
Cranbourne North	1	15757
Cranbourne South	0	1065
Cranbourne South	1	7754
Cranbourne West	0	3429
Cranbourne West	1	11624
Hampton Park - Lynbrook	0	6902
Hampton Park - Lynbrook	1	18628
Lynbrook - Lyndhurst	0	3589
Lynbrook - Lyndhurst	1	11635
Pearcedale - Tooradin	0	855
Pearcedale - Tooradin	1	6886
Narre Warren South (East)	0	1643
Narre Warren South (East)	1	11479
Narre Warren South (West)	0	3148
Narre Warren South (West)	1	13635
Clarinda - Oakleigh South	0	1831
Clarinda - Oakleigh South	1	9819
Clayton South	0	4675
Clayton South	1	7967
Dandenong	0	12753
Dandenong	1	17918
Dandenong North	0	5112
Dandenong North	1	17318
Dingley Village	0	1106
Dingley Village	1	9179
Keysborough	0	4919
Keysborough	1	21061
Noble Park North	0	1439
Noble Park North	1	6048
Springvale	0	7801
Springvale	1	13970
Springvale South	0	2781
Springvale South	1	9868
Noble Park - East	0	4478
Noble Park - East	1	7951
Noble Park - West	0	5462
Noble Park - West	1	13168
Ashwood - Chadstone	0	4816
Ashwood - Chadstone	1	13482
Clayton	0	12964
Clayton	1	9443
Glen Waverley - East	0	5619
Glen Waverley - East	1	15466
Glen Waverley - West	0	5870
Glen Waverley - West	1	13371
Mount Waverley - North	0	3575
Mount Waverley - North	1	11702
Mount Waverley - South	0	4221
Mount Waverley - South	1	14113
Mulgrave	0	4150
Mulgrave	1	15218
Oakleigh - Huntingdale	0	5535
Oakleigh - Huntingdale	1	15755
Wheelers Hill	0	3570
Wheelers Hill	1	16183
Ardeer - Albion	0	2723
Ardeer - Albion	1	5113
Cairnlea	0	1448
Cairnlea	1	8209
Deer Park - Derrimut	0	6581
Deer Park - Derrimut	1	19672
Delahey	0	1322
Delahey	1	7017
Keilor Downs	0	1745
Keilor Downs	1	11444
Kings Park (Vic.)	0	2770
Kings Park (Vic.)	1	11061
St Albans - North	0	6330
St Albans - North	1	13762
St Albans - South	0	5183
St Albans - South	1	12041
Sunshine	0	3410
Sunshine	1	6358
Sunshine North	0	2832
Sunshine North	1	8868
Sunshine West	0	4415
Sunshine West	1	14170
Sydenham	0	2912
Sydenham	1	9097
Taylors Lakes	0	1706
Taylors Lakes	1	15634
Altona	0	2249
Altona	1	10440
Altona Meadows	0	3419
Altona Meadows	1	15741
Altona North	0	2684
Altona North	1	11318
Newport	0	2561
Newport	1	15017
Seabrook	0	1009
Seabrook	1	4115
Williamstown	0	2048
Williamstown	1	13405
Braybrook	0	5400
Braybrook	1	12830
Footscray	0	5941
Footscray	1	10404
Maribyrnong	0	3072
Maribyrnong	1	9144
Seddon - Kingsville	0	1710
Seddon - Kingsville	1	7525
West Footscray - Tottenham	0	2902
West Footscray - Tottenham	1	8555
Yarraville	0	2319
Yarraville	1	12479
Bacchus Marsh	0	2145
Bacchus Marsh	1	18200
Hillside	0	2880
Hillside	1	17336
Melton	0	2953
Melton	1	15953
Melton South	0	4203
Melton South	1	19234
Melton West	0	2798
Melton West	1	14753
Rockbank - Mount Cottrell	0	1609
Rockbank - Mount Cottrell	1	1431
Taylors Hill	0	2684
Taylors Hill	1	16540
Burnside	0	702
Burnside	1	4049
Burnside Heights	0	1207
Burnside Heights	1	4865
Caroline Springs	0	3555
Caroline Springs	1	16345
