STE_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Victoria	55-64		0	2005	47
Victoria	55-64		0	2010	40
Victoria	55-64		0	2011	4
Victoria	55-64		0	2012	13
Victoria	55-64		0	2013	5
Victoria	55-64		0	2014	4
Victoria	55-64		0	2015	6
Victoria	55-64		0	2016	5
Victoria	55-64		1		2339
Victoria	55-64		1	2000	81243
Victoria	55-64		1	2005	3677
Victoria	55-64		1	2010	2240
Victoria	55-64		1	2011	399
Victoria	55-64		1	2012	358
Victoria	55-64		1	2013	343
Victoria	55-64		1	2014	272
Victoria	55-64		1	2015	243
Victoria	55-64		1	2016	133
Victoria	55-64	Speaks English not well or not at all	0		2424
Victoria	55-64	Speaks English not well or not at all	0	2000	20573
Victoria	55-64	Speaks English not well or not at all	0	2005	2755
Victoria	55-64	Speaks English not well or not at all	0	2010	3646
Victoria	55-64	Speaks English not well or not at all	0	2011	965
Victoria	55-64	Speaks English not well or not at all	0	2012	995
Victoria	55-64	Speaks English not well or not at all	0	2013	1202
Victoria	55-64	Speaks English not well or not at all	0	2014	1181
Victoria	55-64	Speaks English not well or not at all	0	2015	1141
Victoria	55-64	Speaks English not well or not at all	0	2016	1105
Victoria	55-64	Speaks English well or very well	0		2172
Victoria	55-64	Speaks English well or very well	0	2000	76396
Victoria	55-64	Speaks English well or very well	0	2005	4906
Victoria	55-64	Speaks English well or very well	0	2010	2934
Victoria	55-64	Speaks English well or very well	0	2011	500
Victoria	55-64	Speaks English well or very well	0	2012	505
Victoria	55-64	Speaks English well or very well	0	2013	459
Victoria	55-64	Speaks English well or very well	0	2014	418
Victoria	55-64	Speaks English well or very well	0	2015	428
Victoria	55-64	Speaks English well or very well	0	2016	276
Victoria	65-74				217
Victoria	65-74			2000	310
Victoria	65-74			2005	8
Victoria	65-74			2010	6
Victoria	65-74		0		94
Victoria	65-74		0	2000	807
Victoria	65-74		0	2005	17
Victoria	65-74		0	2010	19
Victoria	65-74		0	2011	3
Victoria	65-74		0	2012	3
Victoria	65-74		0	2013	3
Victoria	65-74		0	2014	3
Victoria	65-74		0	2015	3
Victoria	65-74		0	2016	9
Victoria	65-74		1		2435
Victoria	65-74		1	2000	82838
Victoria	65-74		1	2005	1231
Victoria	65-74		1	2010	925
Victoria	65-74		1	2011	179
Victoria	65-74		1	2012	161
Victoria	65-74		1	2013	144
Victoria	65-74		1	2014	103
Victoria	65-74		1	2015	165
Victoria	65-74		1	2016	71
Victoria	65-74	Speaks English not well or not at all	0		1453
Victoria	65-74	Speaks English not well or not at all	0	2000	21323
Victoria	65-74	Speaks English not well or not at all	0	2005	1417
Victoria	65-74	Speaks English not well or not at all	0	2010	2141
Victoria	65-74	Speaks English not well or not at all	0	2011	521
Victoria	65-74	Speaks English not well or not at all	0	2012	496
Victoria	65-74	Speaks English not well or not at all	0	2013	541
Victoria	65-74	Speaks English not well or not at all	0	2014	504
Victoria	65-74	Speaks English not well or not at all	0	2015	559
Victoria	65-74	Speaks English not well or not at all	0	2016	492
Victoria	65-74	Speaks English well or very well	0		1852
Victoria	65-74	Speaks English well or very well	0	2000	63406
Victoria	65-74	Speaks English well or very well	0	2005	1037
Victoria	65-74	Speaks English well or very well	0	2010	946
Victoria	65-74	Speaks English well or very well	0	2011	230
Victoria	65-74	Speaks English well or very well	0	2012	249
Victoria	65-74	Speaks English well or very well	0	2013	205
Victoria	65-74	Speaks English well or very well	0	2014	194
Victoria	65-74	Speaks English well or very well	0	2015	211
Victoria	65-74	Speaks English well or very well	0	2016	152
Victoria	75-84				236
Victoria	75-84			2000	320
Victoria	75-84			2005	3
Victoria	75-84		0		116
Victoria	75-84		0	2000	642
Victoria	75-84		0	2005	7
Victoria	75-84		0	2010	5
Victoria	75-84		1		1550
Victoria	75-84		1	2000	40012
Victoria	75-84		1	2005	609
Victoria	75-84		1	2010	427
Victoria	75-84		1	2011	55
Victoria	75-84		1	2012	44
Victoria	75-84		1	2013	52
Victoria	75-84		1	2014	43
Victoria	75-84		1	2015	44
Victoria	75-84		1	2016	21
Victoria	75-84	Speaks English not well or not at all	0		1377
Victoria	75-84	Speaks English not well or not at all	0	2000	25146
Victoria	75-84	Speaks English not well or not at all	0	2005	1017
Victoria	75-84	Speaks English not well or not at all	0	2010	992
Victoria	75-84	Speaks English not well or not at all	0	2011	193
Victoria	75-84	Speaks English not well or not at all	0	2012	164
Victoria	75-84	Speaks English not well or not at all	0	2013	153
Victoria	75-84	Speaks English not well or not at all	0	2014	141
Victoria	75-84	Speaks English not well or not at all	0	2015	101
Victoria	75-84	Speaks English not well or not at all	0	2016	84
Victoria	75-84	Speaks English well or very well	0		1324
Victoria	75-84	Speaks English well or very well	0	2000	38618
Victoria	75-84	Speaks English well or very well	0	2005	345
Victoria	75-84	Speaks English well or very well	0	2010	374
Victoria	75-84	Speaks English well or very well	0	2011	68
Victoria	75-84	Speaks English well or very well	0	2012	46
Victoria	75-84	Speaks English well or very well	0	2013	58
Victoria	75-84	Speaks English well or very well	0	2014	49
Victoria	75-84	Speaks English well or very well	0	2015	44
Victoria	75-84	Speaks English well or very well	0	2016	22
Victoria	85+				284
Victoria	85+			2000	202
Victoria	85+			2005	3
Victoria	85+		0		121
Victoria	85+		0	2000	255
Victoria	85+		0	2005	3
Victoria	85+		1		1317
Victoria	85+		1	2000	14776
Victoria	85+		1	2005	206
Victoria	85+		1	2010	131
Victoria	85+		1	2011	15
Victoria	85+		1	2012	18
Victoria	85+		1	2013	15
Victoria	85+		1	2014	16
Victoria	85+		1	2015	12
Victoria	85+		1	2016	4
Victoria	85+	Speaks English not well or not at all	0		1161
Victoria	85+	Speaks English not well or not at all	0	2000	11226
Victoria	85+	Speaks English not well or not at all	0	2005	250
Victoria	85+	Speaks English not well or not at all	0	2010	173
Victoria	85+	Speaks English not well or not at all	0	2011	29
Victoria	85+	Speaks English not well or not at all	0	2012	23
Victoria	85+	Speaks English not well or not at all	0	2013	22
Victoria	85+	Speaks English not well or not at all	0	2014	29
Victoria	85+	Speaks English not well or not at all	0	2015	28
Victoria	85+	Speaks English not well or not at all	0	2016	20
Victoria	85+	Speaks English well or very well	0		873
Victoria	85+	Speaks English well or very well	0	2000	12158
Victoria	85+	Speaks English well or very well	0	2005	89
Victoria	85+	Speaks English well or very well	0	2010	88
Victoria	85+	Speaks English well or very well	0	2011	9
Victoria	85+	Speaks English well or very well	0	2012	23
Victoria	85+	Speaks English well or very well	0	2013	15
Victoria	85+	Speaks English well or very well	0	2014	8
Victoria	85+	Speaks English well or very well	0	2015	9
Victoria	85+	Speaks English well or very well	0	2016	8
Queensland	0-14				90
Queensland	0-14			2005	6
Queensland	0-14			2010	41
Queensland	0-14			2011	14
Queensland	0-14			2012	12
Queensland	0-14			2013	17
Queensland	0-14			2014	15
Queensland	0-14			2015	23
Queensland	0-14			2016	41
Queensland	0-14		0		44
Queensland	0-14		0	2005	13
Queensland	0-14		0	2010	54
Queensland	0-14		0	2011	16
Queensland	0-14		0	2012	20
Queensland	0-14		0	2013	19
Queensland	0-14		0	2014	31
Queensland	0-14		0	2015	54
Queensland	0-14		0	2016	47
Queensland	0-14		1		2016
Queensland	0-14		1	2005	3803
Queensland	0-14		1	2010	15328
Queensland	0-14		1	2011	4083
Queensland	0-14		1	2012	4381
Queensland	0-14		1	2013	3716
Queensland	0-14		1	2014	3043
Queensland	0-14		1	2015	2776
Queensland	0-14		1	2016	1480
Queensland	0-14	Speaks English not well or not at all	0		620
Queensland	0-14	Speaks English not well or not at all	0	2005	19
Queensland	0-14	Speaks English not well or not at all	0	2010	128
Queensland	0-14	Speaks English not well or not at all	0	2011	81
Queensland	0-14	Speaks English not well or not at all	0	2012	198
Queensland	0-14	Speaks English not well or not at all	0	2013	464
Queensland	0-14	Speaks English not well or not at all	0	2014	724
Queensland	0-14	Speaks English not well or not at all	0	2015	1324
Queensland	0-14	Speaks English not well or not at all	0	2016	1453
Queensland	0-14	Speaks English well or very well	0		1093
Queensland	0-14	Speaks English well or very well	0	2005	1289
Queensland	0-14	Speaks English well or very well	0	2010	8608
Queensland	0-14	Speaks English well or very well	0	2011	2593
Queensland	0-14	Speaks English well or very well	0	2012	3018
Queensland	0-14	Speaks English well or very well	0	2013	3224
Queensland	0-14	Speaks English well or very well	0	2014	2932
Queensland	0-14	Speaks English well or very well	0	2015	2488
Queensland	0-14	Speaks English well or very well	0	2016	1163
Queensland	15-24				273
Queensland	15-24			2000	10
Queensland	15-24			2005	21
Queensland	15-24			2010	28
Queensland	15-24			2011	8
Queensland	15-24			2012	7
Queensland	15-24			2013	5
Queensland	15-24			2014	14
Queensland	15-24			2015	11
Queensland	15-24			2016	24
Queensland	15-24		0		53
Queensland	15-24		0	2000	25
Queensland	15-24		0	2005	55
Queensland	15-24		0	2010	55
Queensland	15-24		0	2011	18
Queensland	15-24		0	2012	21
Queensland	15-24		0	2013	31
Queensland	15-24		0	2014	25
Queensland	15-24		0	2015	42
Queensland	15-24		0	2016	35
Queensland	15-24		1		1866
Queensland	15-24		1	2000	7813
Queensland	15-24		1	2005	14884
Queensland	15-24		1	2010	13996
Queensland	15-24		1	2011	2150
Queensland	15-24		1	2012	2255
Queensland	15-24		1	2013	1987
Queensland	15-24		1	2014	1962
Queensland	15-24		1	2015	2351
Queensland	15-24		1	2016	1976
Queensland	15-24	Speaks English not well or not at all	0		1079
Queensland	15-24	Speaks English not well or not at all	0	2000	33
Queensland	15-24	Speaks English not well or not at all	0	2005	151
Queensland	15-24	Speaks English not well or not at all	0	2010	206
Queensland	15-24	Speaks English not well or not at all	0	2011	135
Queensland	15-24	Speaks English not well or not at all	0	2012	229
Queensland	15-24	Speaks English not well or not at all	0	2013	495
Queensland	15-24	Speaks English not well or not at all	0	2014	756
Queensland	15-24	Speaks English not well or not at all	0	2015	1305
Queensland	15-24	Speaks English not well or not at all	0	2016	1484
Queensland	15-24	Speaks English well or very well	0		2301
Queensland	15-24	Speaks English well or very well	0	2000	2830
Queensland	15-24	Speaks English well or very well	0	2005	6711
Queensland	15-24	Speaks English well or very well	0	2010	11533
Queensland	15-24	Speaks English well or very well	0	2011	2681
Queensland	15-24	Speaks English well or very well	0	2012	3414
Queensland	15-24	Speaks English well or very well	0	2013	4617
Queensland	15-24	Speaks English well or very well	0	2014	5826
Queensland	15-24	Speaks English well or very well	0	2015	6920
Queensland	15-24	Speaks English well or very well	0	2016	5288
Queensland	25-34				493
Queensland	25-34			2000	22
Queensland	25-34			2005	18
Queensland	25-34			2010	37
Queensland	25-34			2011	7
Queensland	25-34			2012	4
Queensland	25-34			2013	19
Queensland	25-34			2014	20
Queensland	25-34			2015	22
Queensland	25-34			2016	12
Queensland	25-34		0		54
Queensland	25-34		0	2000	58
Queensland	25-34		0	2005	66
Queensland	25-34		0	2010	202
Queensland	25-34		0	2011	25
Queensland	25-34		0	2012	34
Queensland	25-34		0	2013	58
Queensland	25-34		0	2014	47
Queensland	25-34		0	2015	59
Queensland	25-34		0	2016	31
Queensland	25-34		1		2195
Queensland	25-34		1	2000	20733
Queensland	25-34		1	2005	9589
Queensland	25-34		1	2010	16170
Queensland	25-34		1	2011	4335
Queensland	25-34		1	2012	4305
Queensland	25-34		1	2013	3606
Queensland	25-34		1	2014	3192
Queensland	25-34		1	2015	3133
Queensland	25-34		1	2016	1876
Queensland	25-34	Speaks English not well or not at all	0		1348
Queensland	25-34	Speaks English not well or not at all	0	2000	127
Queensland	25-34	Speaks English not well or not at all	0	2005	510
Queensland	25-34	Speaks English not well or not at all	0	2010	1961
Queensland	25-34	Speaks English not well or not at all	0	2011	576
Queensland	25-34	Speaks English not well or not at all	0	2012	927
Queensland	25-34	Speaks English not well or not at all	0	2013	1337
Queensland	25-34	Speaks English not well or not at all	0	2014	1375
Queensland	25-34	Speaks English not well or not at all	0	2015	1937
Queensland	25-34	Speaks English not well or not at all	0	2016	1378
Queensland	25-34	Speaks English well or very well	0		2480
Queensland	25-34	Speaks English well or very well	0	2000	9451
Queensland	25-34	Speaks English well or very well	0	2005	9993
Queensland	25-34	Speaks English well or very well	0	2010	29464
Queensland	25-34	Speaks English well or very well	0	2011	5327
Queensland	25-34	Speaks English well or very well	0	2012	6550
Queensland	25-34	Speaks English well or very well	0	2013	7657
Queensland	25-34	Speaks English well or very well	0	2014	8199
Queensland	25-34	Speaks English well or very well	0	2015	7910
Queensland	25-34	Speaks English well or very well	0	2016	4519
Queensland	35-44				387
Queensland	35-44			2000	50
Queensland	35-44			2005	22
Queensland	35-44			2010	36
Queensland	35-44			2011	3
Queensland	35-44			2012	4
Queensland	35-44			2013	3
Queensland	35-44			2014	8
Queensland	35-44			2015	4
Queensland	35-44			2016	3
Queensland	35-44		0		31
Queensland	35-44		0	2000	132
Queensland	35-44		0	2005	98
Queensland	35-44		0	2010	167
Queensland	35-44		0	2011	28
Queensland	35-44		0	2012	34
Queensland	35-44		0	2013	22
Queensland	35-44		0	2014	11
Queensland	35-44		0	2015	26
Queensland	35-44		0	2016	7
Queensland	35-44		1		2176
Queensland	35-44		1	2000	39706
Queensland	35-44		1	2005	15175
Queensland	35-44		1	2010	17050
Queensland	35-44		1	2011	3091
Queensland	35-44		1	2012	2828
Queensland	35-44		1	2013	2096
Queensland	35-44		1	2014	1596
Queensland	35-44		1	2015	1336
Queensland	35-44		1	2016	702
Queensland	35-44	Speaks English not well or not at all	0		380
Queensland	35-44	Speaks English not well or not at all	0	2000	933
Queensland	35-44	Speaks English not well or not at all	0	2005	1185
Queensland	35-44	Speaks English not well or not at all	0	2010	2924
Queensland	35-44	Speaks English not well or not at all	0	2011	516
Queensland	35-44	Speaks English not well or not at all	0	2012	635
Queensland	35-44	Speaks English not well or not at all	0	2013	794
Queensland	35-44	Speaks English not well or not at all	0	2014	594
Queensland	35-44	Speaks English not well or not at all	0	2015	573
Queensland	35-44	Speaks English not well or not at all	0	2016	469
Queensland	35-44	Speaks English well or very well	0		1247
Queensland	35-44	Speaks English well or very well	0	2000	16771
Queensland	35-44	Speaks English well or very well	0	2005	14760
Queensland	35-44	Speaks English well or very well	0	2010	23817
Queensland	35-44	Speaks English well or very well	0	2011	3504
Queensland	35-44	Speaks English well or very well	0	2012	3797
Queensland	35-44	Speaks English well or very well	0	2013	3070
Queensland	35-44	Speaks English well or very well	0	2014	2650
Queensland	35-44	Speaks English well or very well	0	2015	2482
Queensland	35-44	Speaks English well or very well	0	2016	1278
Queensland	45-54				264
Queensland	45-54			2000	108
Queensland	45-54			2005	12
Queensland	45-54			2010	21
Queensland	45-54			2011	5
Queensland	45-54			2012	4
Queensland	45-54		0		30
Queensland	45-54		0	2000	201
Queensland	45-54		0	2005	69
Queensland	45-54		0	2010	71
Queensland	45-54		0	2011	15
Queensland	45-54		0	2012	13
Queensland	45-54		0	2013	19
Queensland	45-54		0	2014	9
Queensland	45-54		0	2015	5
Queensland	45-54		0	2016	6
Queensland	45-54		1		2576
Queensland	45-54		1	2000	70456
Queensland	45-54		1	2005	14758
Queensland	45-54		1	2010	14301
Queensland	45-54		1	2011	2078
Queensland	45-54		1	2012	1805
Queensland	45-54		1	2013	1232
Queensland	45-54		1	2014	972
Queensland	45-54		1	2015	796
Queensland	45-54		1	2016	387
Queensland	45-54	Speaks English not well or not at all	0		460
Queensland	45-54	Speaks English not well or not at all	0	2000	2881
Queensland	45-54	Speaks English not well or not at all	0	2005	1360
Queensland	45-54	Speaks English not well or not at all	0	2010	2042
Queensland	45-54	Speaks English not well or not at all	0	2011	355
Queensland	45-54	Speaks English not well or not at all	0	2012	394
Queensland	45-54	Speaks English not well or not at all	0	2013	477
Queensland	45-54	Speaks English not well or not at all	0	2014	368
Queensland	45-54	Speaks English not well or not at all	0	2015	344
Queensland	45-54	Speaks English not well or not at all	0	2016	339
Queensland	45-54	Speaks English well or very well	0		868
Queensland	45-54	Speaks English well or very well	0	2000	23759
Queensland	45-54	Speaks English well or very well	0	2005	8426
Queensland	45-54	Speaks English well or very well	0	2010	9970
Queensland	45-54	Speaks English well or very well	0	2011	1381
Queensland	45-54	Speaks English well or very well	0	2012	1319
Queensland	45-54	Speaks English well or very well	0	2013	962
Queensland	45-54	Speaks English well or very well	0	2014	796
Queensland	45-54	Speaks English well or very well	0	2015	635
Queensland	45-54	Speaks English well or very well	0	2016	371
Queensland	55-64				173
Queensland	55-64			2000	147
Queensland	55-64			2005	15
Queensland	55-64			2010	10
Queensland	55-64			2014	3
Queensland	55-64		0		38
Queensland	55-64		0	2000	221
Queensland	55-64		0	2005	26
Queensland	55-64		0	2010	28
Queensland	55-64		0	2011	7
Queensland	55-64		0	2013	4
Queensland	55-64		0	2014	4
Queensland	55-64		0	2015	4
Queensland	55-64		0	2016	3
Queensland	55-64		1		2265
Queensland	55-64		1	2000	76402
Queensland	55-64		1	2005	7038
Queensland	55-64		1	2010	5329
Queensland	55-64		1	2011	853
Queensland	55-64		1	2012	772
Queensland	55-64		1	2013	577
Queensland	55-64		1	2014	443
Queensland	55-64		1	2015	412
Queensland	55-64		1	2016	207
Queensland	55-64	Speaks English not well or not at all	0		744
Queensland	55-64	Speaks English not well or not at all	0	2000	4679
Queensland	55-64	Speaks English not well or not at all	0	2005	887
Queensland	55-64	Speaks English not well or not at all	0	2010	979
Queensland	55-64	Speaks English not well or not at all	0	2011	244
Queensland	55-64	Speaks English not well or not at all	0	2012	280
Queensland	55-64	Speaks English not well or not at all	0	2013	386
Queensland	55-64	Speaks English not well or not at all	0	2014	334
Queensland	55-64	Speaks English not well or not at all	0	2015	374
Queensland	55-64	Speaks English not well or not at all	0	2016	324
Queensland	55-64	Speaks English well or very well	0		712
Queensland	55-64	Speaks English well or very well	0	2000	23970
Queensland	55-64	Speaks English well or very well	0	2005	3104
Queensland	55-64	Speaks English well or very well	0	2010	2363
Queensland	55-64	Speaks English well or very well	0	2011	334
Queensland	55-64	Speaks English well or very well	0	2012	277
Queensland	55-64	Speaks English well or very well	0	2013	283
Queensland	55-64	Speaks English well or very well	0	2014	222
Queensland	55-64	Speaks English well or very well	0	2015	212
Queensland	55-64	Speaks English well or very well	0	2016	150
Queensland	65-74				131
Queensland	65-74			2000	215
Queensland	65-74			2005	11
Queensland	65-74			2010	9
Queensland	65-74			2016	4
Queensland	65-74		0		40
Queensland	65-74		0	2000	241
Queensland	65-74		0	2005	9
Queensland	65-74		0	2010	3
Queensland	65-74		0	2014	3
Queensland	65-74		0	2016	3
Queensland	65-74		1		2127
Queensland	65-74		1	2000	75179
Queensland	65-74		1	2005	3095
Queensland	65-74		1	2010	2415
Queensland	65-74		1	2011	377
Queensland	65-74		1	2012	351
Queensland	65-74		1	2013	309
Queensland	65-74		1	2014	270
Queensland	65-74		1	2015	246
Queensland	65-74		1	2016	151
Queensland	65-74	Speaks English not well or not at all	0		380
Queensland	65-74	Speaks English not well or not at all	0	2000	3799
Queensland	65-74	Speaks English not well or not at all	0	2005	410
Queensland	65-74	Speaks English not well or not at all	0	2010	593
Queensland	65-74	Speaks English not well or not at all	0	2011	138
Queensland	65-74	Speaks English not well or not at all	0	2012	148
Queensland	65-74	Speaks English not well or not at all	0	2013	158
Queensland	65-74	Speaks English not well or not at all	0	2014	133
Queensland	65-74	Speaks English not well or not at all	0	2015	160
Queensland	65-74	Speaks English not well or not at all	0	2016	159
Queensland	65-74	Speaks English well or very well	0		475
Queensland	65-74	Speaks English well or very well	0	2000	18103
Queensland	65-74	Speaks English well or very well	0	2005	752
Queensland	65-74	Speaks English well or very well	0	2010	656
Queensland	65-74	Speaks English well or very well	0	2011	121
Queensland	65-74	Speaks English well or very well	0	2012	119
Queensland	65-74	Speaks English well or very well	0	2013	104
Queensland	65-74	Speaks English well or very well	0	2014	93
Queensland	65-74	Speaks English well or very well	0	2015	116
Queensland	65-74	Speaks English well or very well	0	2016	65
Queensland	75-84				182
Queensland	75-84			2000	222
Queensland	75-84			2005	9
Queensland	75-84			2010	3
Queensland	75-84		0		24
Queensland	75-84		0	2000	136
Queensland	75-84		0	2005	4
Queensland	75-84		0	2010	3
Queensland	75-84		1		1480
Queensland	75-84		1	2000	35134
Queensland	75-84		1	2005	1467
Queensland	75-84		1	2010	928
Queensland	75-84		1	2011	120
Queensland	75-84		1	2012	129
Queensland	75-84		1	2013	100
Queensland	75-84		1	2014	87
Queensland	75-84		1	2015	101
Queensland	75-84		1	2016	48
Queensland	75-84	Speaks English not well or not at all	0		225
Queensland	75-84	Speaks English not well or not at all	0	2000	3494
Queensland	75-84	Speaks English not well or not at all	0	2005	298
Queensland	75-84	Speaks English not well or not at all	0	2010	242
Queensland	75-84	Speaks English not well or not at all	0	2011	36
Queensland	75-84	Speaks English not well or not at all	0	2012	48
Queensland	75-84	Speaks English not well or not at all	0	2013	45
Queensland	75-84	Speaks English not well or not at all	0	2014	48
Queensland	75-84	Speaks English not well or not at all	0	2015	50
Queensland	75-84	Speaks English not well or not at all	0	2016	31
Queensland	75-84	Speaks English well or very well	0		395
Queensland	75-84	Speaks English well or very well	0	2000	10038
Queensland	75-84	Speaks English well or very well	0	2005	243
Queensland	75-84	Speaks English well or very well	0	2010	207
Queensland	75-84	Speaks English well or very well	0	2011	27
Queensland	75-84	Speaks English well or very well	0	2012	38
Queensland	75-84	Speaks English well or very well	0	2013	35
Queensland	75-84	Speaks English well or very well	0	2014	41
Queensland	75-84	Speaks English well or very well	0	2015	20
Queensland	75-84	Speaks English well or very well	0	2016	18
Queensland	85+				226
Queensland	85+			2000	128
Queensland	85+			2005	4
Queensland	85+			2010	3
Queensland	85+		0		40
Queensland	85+		0	2000	52
Queensland	85+		0	2016	3
Queensland	85+		1		1287
Queensland	85+		1	2000	10993
Queensland	85+		1	2005	352
Queensland	85+		1	2010	215
Queensland	85+		1	2011	35
Queensland	85+		1	2012	23
Queensland	85+		1	2013	27
Queensland	85+		1	2014	21
Queensland	85+		1	2015	32
Queensland	85+		1	2016	16
Queensland	85+	Speaks English not well or not at all	0		263
Queensland	85+	Speaks English not well or not at all	0	2000	1778
Queensland	85+	Speaks English not well or not at all	0	2005	79
Queensland	85+	Speaks English not well or not at all	0	2010	51
Queensland	85+	Speaks English not well or not at all	0	2011	15
Queensland	85+	Speaks English not well or not at all	0	2012	10
Queensland	85+	Speaks English not well or not at all	0	2013	8
Queensland	85+	Speaks English not well or not at all	0	2014	11
Queensland	85+	Speaks English not well or not at all	0	2015	3
Queensland	85+	Speaks English not well or not at all	0	2016	4
Queensland	85+	Speaks English well or very well	0		350
Queensland	85+	Speaks English well or very well	0	2000	3258
Queensland	85+	Speaks English well or very well	0	2005	70
Queensland	85+	Speaks English well or very well	0	2010	34
Queensland	85+	Speaks English well or very well	0	2011	17
Queensland	85+	Speaks English well or very well	0	2012	6
Queensland	85+	Speaks English well or very well	0	2013	11
Queensland	85+	Speaks English well or very well	0	2014	10
Queensland	85+	Speaks English well or very well	0	2015	6
South Australia	0-14				22
South Australia	0-14			2005	7
South Australia	0-14			2010	9
South Australia	0-14			2011	3
South Australia	0-14			2014	3
South Australia	0-14			2015	10
South Australia	0-14			2016	12
South Australia	0-14		0		12
South Australia	0-14		0	2005	5
South Australia	0-14		0	2010	21
South Australia	0-14		0	2011	8
South Australia	0-14		0	2012	8
South Australia	0-14		0	2013	14
South Australia	0-14		0	2014	9
South Australia	0-14		0	2015	27
South Australia	0-14		0	2016	12
South Australia	0-14		1		302
South Australia	0-14		1	2005	831
South Australia	0-14		1	2010	3207
South Australia	0-14		1	2011	698
South Australia	0-14		1	2012	940
South Australia	0-14		1	2013	713
South Australia	0-14		1	2014	698
South Australia	0-14		1	2015	619
South Australia	0-14		1	2016	332
South Australia	0-14	Speaks English not well or not at all	0		248
South Australia	0-14	Speaks English not well or not at all	0	2005	7
South Australia	0-14	Speaks English not well or not at all	0	2010	46
South Australia	0-14	Speaks English not well or not at all	0	2011	30
South Australia	0-14	Speaks English not well or not at all	0	2012	93
South Australia	0-14	Speaks English not well or not at all	0	2013	272
South Australia	0-14	Speaks English not well or not at all	0	2014	377
South Australia	0-14	Speaks English not well or not at all	0	2015	690
South Australia	0-14	Speaks English not well or not at all	0	2016	975
South Australia	0-14	Speaks English well or very well	0		410
South Australia	0-14	Speaks English well or very well	0	2005	448
South Australia	0-14	Speaks English well or very well	0	2010	3952
South Australia	0-14	Speaks English well or very well	0	2011	1168
South Australia	0-14	Speaks English well or very well	0	2012	1268
South Australia	0-14	Speaks English well or very well	0	2013	1598
South Australia	0-14	Speaks English well or very well	0	2014	1324
South Australia	0-14	Speaks English well or very well	0	2015	1336
South Australia	0-14	Speaks English well or very well	0	2016	594
South Australia	15-24				63
South Australia	15-24			2005	8
South Australia	15-24			2010	11
South Australia	15-24			2012	3
South Australia	15-24			2014	3
South Australia	15-24		0		23
South Australia	15-24		0	2000	3
South Australia	15-24		0	2005	17
South Australia	15-24		0	2010	27
South Australia	15-24		0	2011	3
South Australia	15-24		0	2012	11
South Australia	15-24		0	2013	10
South Australia	15-24		0	2014	11
South Australia	15-24		0	2015	25
South Australia	15-24		0	2016	16
South Australia	15-24		1		335
South Australia	15-24		1	2000	1556
South Australia	15-24		1	2005	2834
South Australia	15-24		1	2010	3080
South Australia	15-24		1	2011	400
South Australia	15-24		1	2012	372
South Australia	15-24		1	2013	288
South Australia	15-24		1	2014	318
South Australia	15-24		1	2015	381
South Australia	15-24		1	2016	378
South Australia	15-24	Speaks English not well or not at all	0		351
South Australia	15-24	Speaks English not well or not at all	0	2000	9
South Australia	15-24	Speaks English not well or not at all	0	2005	46
South Australia	15-24	Speaks English not well or not at all	0	2010	147
South Australia	15-24	Speaks English not well or not at all	0	2011	79
South Australia	15-24	Speaks English not well or not at all	0	2012	140
South Australia	15-24	Speaks English not well or not at all	0	2013	330
South Australia	15-24	Speaks English not well or not at all	0	2014	538
South Australia	15-24	Speaks English not well or not at all	0	2015	771
South Australia	15-24	Speaks English not well or not at all	0	2016	660
South Australia	15-24	Speaks English well or very well	0		779
South Australia	15-24	Speaks English well or very well	0	2000	899
South Australia	15-24	Speaks English well or very well	0	2005	2559
South Australia	15-24	Speaks English well or very well	0	2010	5832
South Australia	15-24	Speaks English well or very well	0	2011	1363
South Australia	15-24	Speaks English well or very well	0	2012	1578
South Australia	15-24	Speaks English well or very well	0	2013	2134
South Australia	15-24	Speaks English well or very well	0	2014	2729
South Australia	15-24	Speaks English well or very well	0	2015	3307
South Australia	15-24	Speaks English well or very well	0	2016	2005
South Australia	25-34				163
South Australia	25-34			2000	11
South Australia	25-34			2005	6
South Australia	25-34			2010	7
South Australia	25-34			2011	4
South Australia	25-34		0		9
South Australia	25-34		0	2000	33
South Australia	25-34		0	2005	30
South Australia	25-34		0	2010	79
South Australia	25-34		0	2011	16
South Australia	25-34		0	2012	11
South Australia	25-34		0	2013	13
South Australia	25-34		0	2014	19
South Australia	25-34		0	2015	25
South Australia	25-34		0	2016	18
South Australia	25-34		1		417
South Australia	25-34		1	2000	4914
South Australia	25-34		1	2005	1464
South Australia	25-34		1	2010	2448
South Australia	25-34		1	2011	622
South Australia	25-34		1	2012	693
South Australia	25-34		1	2013	558
South Australia	25-34		1	2014	491
South Australia	25-34		1	2015	528
South Australia	25-34		1	2016	334
South Australia	25-34	Speaks English not well or not at all	0		293
South Australia	25-34	Speaks English not well or not at all	0	2000	35
South Australia	25-34	Speaks English not well or not at all	0	2005	198
South Australia	25-34	Speaks English not well or not at all	0	2010	954
South Australia	25-34	Speaks English not well or not at all	0	2011	275
South Australia	25-34	Speaks English not well or not at all	0	2012	475
South Australia	25-34	Speaks English not well or not at all	0	2013	557
South Australia	25-34	Speaks English not well or not at all	0	2014	585
South Australia	25-34	Speaks English not well or not at all	0	2015	756
South Australia	25-34	Speaks English not well or not at all	0	2016	517
South Australia	25-34	Speaks English well or very well	0		754
