LGA_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
LGA65610,151,705,591,173,64,1679,88,1763
LGA65810,289,2630,3336,1340,772,8360,262,8625
LGA69499,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0
LGA70200,612,2868,2724,992,458,7653,403,8059
LGA70420,444,583,265,88,67,1445,115,1562
LGA70540,13,19,0,0,0,33,3,38
LGA70620,312,230,86,26,20,675,25,697
LGA70700,30,172,127,33,29,401,41,443
LGA71000,1687,8798,9697,3073,1503,24757,1148,25905
LGA71300,716,367,113,26,6,1232,82,1311
LGA72200,204,824,918,311,182,2435,181,2616
LGA72300,117,1114,2282,1331,1019,5864,332,6201
LGA72330,396,353,126,31,23,925,73,997
LGA72800,464,3043,4759,1440,620,10331,448,10781
LGA73600,458,321,144,51,40,1011,145,1157
LGA74050,368,140,23,11,7,551,38,589
LGA74550,165,202,128,37,28,561,46,602
LGA74560,4,83,57,20,9,175,14,190
LGA74660,420,379,197,37,13,1052,66,1123
LGA74680,246,135,33,20,3,435,21,452
LGA79399,279,923,691,174,78,2138,202,2345
LGA79499,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0
LGA89399,7832,53025,55714,15552,7030,139148,3513,142664
LGA89499,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0
LGA99399,63,435,516,178,105,1296,69,1360
LGA99499,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0
