LGA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
LGA13450,296,244,164,93,121,22,8,944,71,58,46,35,27,0,0,237,61,44,30,10,21,3,0,173,891,975,572,352,439,62,8,3302,11,13,3,6,0,0,0,38,1333,1335,816,495,610,88,18,4692,31,34,21,15,15,0,3,127,36,23,15,18,16,7,0,111,8,16,8,3,3,0,0,38,195,192,125,77,88,19,5,699,21,16,11,5,0,0,0,53,286,287,178,114,131,22,5,1025,1614,1625,993,614,737,109,21,5721
LGA13510,8,12,8,0,3,0,0,41,9,17,4,7,4,3,0,51,22,10,7,3,4,0,3,47,383,455,300,159,174,32,7,1513,4,6,5,4,3,0,0,26,422,499,325,174,185,36,12,1668,0,0,0,0,0,0,0,5,7,8,10,3,5,0,0,26,3,3,7,5,5,0,0,22,94,128,87,51,61,10,3,438,6,8,8,0,3,0,0,23,109,150,113,63,75,14,3,514,537,652,438,238,265,49,14,2186
LGA13550,24,26,14,4,11,0,0,74,19,7,4,3,3,0,0,44,23,26,0,4,10,0,0,65,590,559,290,173,209,26,0,1862,4,14,0,0,3,0,0,20,663,630,315,187,230,31,0,2062,0,0,0,0,0,0,0,6,3,0,5,4,3,0,0,13,5,0,0,0,0,0,0,4,162,177,87,57,64,10,3,565,3,9,4,8,0,0,0,29,177,193,101,68,71,14,3,620,841,817,419,254,306,46,4,2682
LGA13660,4,3,6,0,0,0,0,15,0,0,0,0,0,0,0,6,3,5,6,0,0,0,0,20,231,234,122,57,79,6,3,731,0,0,0,0,0,0,0,0,247,247,134,59,82,11,3,776,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,45,53,32,34,19,3,0,179,0,0,0,0,3,0,0,4,52,56,37,31,25,3,0,201,297,307,165,94,103,9,3,977
LGA13800,124,169,105,65,121,59,33,673,217,273,175,113,140,64,25,1011,211,210,142,90,118,46,16,825,2698,2761,1607,1006,1255,402,166,9894,15,21,9,7,12,0,0,63,3263,3434,2032,1285,1642,569,238,12470,13,16,14,15,27,11,4,108,39,60,54,45,39,17,7,267,24,51,26,25,37,13,14,191,456,533,354,279,344,107,50,2131,15,15,8,4,9,0,0,56,552,684,458,375,464,150,76,2756,3816,4116,2496,1658,2099,723,316,15224
LGA13850,12,12,3,0,0,0,0,26,8,13,0,0,0,0,0,20,4,0,3,0,0,0,0,6,80,111,70,32,54,8,0,360,3,0,0,0,0,0,0,10,105,134,79,37,55,9,0,422,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,20,27,20,19,16,0,0,109,0,0,0,0,0,0,0,4,29,28,22,23,22,0,0,124,130,164,108,62,79,9,3,548
LGA13910,22,31,24,10,10,0,0,94,22,27,15,13,15,3,0,98,53,37,16,8,16,0,0,136,686,798,452,255,346,59,14,2610,6,10,3,4,0,0,0,21,787,903,507,286,393,63,14,2956,4,6,7,5,5,3,0,33,14,17,16,8,15,0,0,65,9,5,5,5,3,0,0,32,172,263,153,111,141,23,0,864,14,13,12,0,4,0,0,40,210,308,186,128,164,24,0,1027,1001,1211,694,419,558,93,17,3985
LGA14000,3246,3577,1909,1224,1831,1320,703,13810,692,895,496,317,459,223,109,3189,821,853,470,307,399,234,93,3180,2828,3514,2045,1369,1862,1052,521,13199,33,27,17,13,12,4,3,108,7618,8863,4938,3228,4565,2830,1428,33480,114,285,205,162,280,223,129,1402,37,81,66,71,77,44,18,407,31,72,61,55,78,47,19,354,131,320,282,223,322,154,100,1523,13,10,14,3,9,5,3,62,329,772,625,517,761,470,271,3743,7949,9631,5564,3741,5323,3306,1701,37223
LGA14100,115,133,62,44,82,58,25,516,95,138,88,50,63,33,21,487,103,95,53,35,46,27,21,379,318,417,266,170,202,145,80,1601,3,3,0,0,3,0,0,10,638,787,472,303,393,261,137,2994,7,12,20,10,11,8,7,82,3,14,16,3,4,7,8,52,3,11,10,0,6,7,6,49,20,39,23,14,16,6,13,135,0,0,0,0,0,0,0,7,37,79,68,29,44,34,31,324,672,862,540,333,440,295,172,3315
LGA14170,2323,1893,883,526,748,474,265,7113,1465,1325,579,330,379,168,92,4337,1245,1052,435,250,338,119,70,3514,4113,3563,1682,955,1085,507,266,12176,52,48,14,11,0,3,0,138,9202,7879,3595,2074,2559,1271,688,27276,179,278,201,164,281,165,102,1381,133,185,140,83,132,68,42,783,80,165,98,68,114,44,30,595,280,464,303,226,276,141,94,1782,21,40,21,8,20,12,3,123,692,1124,759,554,825,424,278,4660,9894,9009,4360,2632,3382,1698,965,31938
LGA14200,40,40,34,35,33,3,0,184,21,29,6,3,3,0,0,69,28,11,14,6,14,3,0,79,615,616,369,221,297,41,9,2166,3,3,4,0,0,0,0,11,704,709,428,267,342,47,8,2510,0,3,3,4,0,0,0,10,8,9,7,0,6,0,0,34,0,9,4,9,16,5,0,43,243,276,155,108,103,14,0,900,16,11,8,10,6,0,0,53,268,310,179,132,134,25,0,1035,968,1020,601,394,475,74,6,3545
LGA14300,4,12,3,8,0,4,0,25,13,8,0,3,0,0,0,25,3,10,3,3,0,0,0,26,210,250,144,92,93,14,5,808,0,0,0,0,0,0,0,0,228,271,160,107,95,18,5,887,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,12,0,0,0,0,0,0,0,3,68,81,41,28,39,6,0,252,0,0,3,0,0,0,0,6,68,84,50,30,45,6,0,280,299,352,208,137,144,22,5,1166
LGA14350,23,19,16,7,20,0,0,87,37,34,25,20,20,3,0,136,44,53,33,19,31,3,4,182,742,874,522,341,448,80,18,3024,7,11,7,0,0,0,0,21,858,987,596,390,516,89,23,3453,3,0,0,0,4,0,0,7,29,29,9,11,12,0,0,94,3,21,14,8,15,0,0,65,463,522,310,202,256,26,4,1789,25,25,7,7,0,0,0,59,525,595,345,229,283,31,9,2017,1378,1580,942,616,807,120,30,5477
LGA14400,43,57,49,27,24,20,9,228,78,94,58,40,47,18,10,350,100,74,35,26,37,18,5,298,715,739,501,304,412,174,89,2936,3,3,3,6,0,0,0,17,941,968,648,405,524,238,116,3827,3,3,5,3,8,3,0,34,16,18,17,3,15,10,4,78,0,12,6,4,12,10,0,41,81,103,81,64,84,30,16,463,0,3,5,0,0,0,0,10,97,136,122,83,114,49,17,622,1035,1102,767,488,644,287,134,4454
LGA14500,2462,3210,1791,1210,1746,1171,667,12257,592,893,592,372,545,298,155,3453,691,917,497,295,474,299,144,3316,1737,2736,1874,1250,1762,1027,559,10949,24,16,8,10,14,3,0,77,5506,7770,4762,3143,4533,2801,1527,30042,134,238,220,178,344,223,124,1461,25,70,49,48,94,54,28,367,35,75,58,48,61,36,21,329,73,200,172,144,208,136,72,1007,3,3,0,3,10,3,0,36,270,585,500,419,718,454,250,3196,5782,8361,5265,3563,5248,3253,1773,33241
LGA14550,12,20,8,8,10,3,0,63,13,15,8,0,8,3,0,50,19,21,9,9,13,0,0,64,216,300,169,123,130,33,7,980,0,0,6,0,0,0,0,8,259,357,204,139,162,39,8,1169,0,0,5,3,0,0,0,10,9,7,5,10,9,4,3,33,3,8,7,0,3,0,0,24,81,115,63,46,62,13,0,380,0,9,4,0,0,0,0,12,95,136,79,55,72,18,6,464,354,492,282,196,240,54,9,1633
LGA14600,10,6,3,0,0,0,0,26,4,10,0,3,3,0,0,15,6,18,8,3,3,0,0,39,313,285,131,71,68,5,7,877,4,5,0,0,4,0,0,17,343,322,145,81,76,5,7,979,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,76,91,59,39,37,5,0,308,11,8,5,3,0,0,0,18,87,98,66,39,40,5,0,329,430,418,206,122,119,10,7,1307
LGA14650,453,494,293,175,292,120,75,1899,596,674,360,202,306,119,61,2324,614,639,309,203,278,114,53,2203,7641,7305,4176,2779,3646,1345,603,27497,39,34,22,17,22,10,3,136,9343,9141,5161,3382,4537,1705,794,34051,32,59,56,31,50,23,15,272,132,194,117,84,130,32,25,718,55,109,74,62,91,33,15,444,1574,2146,1381,970,1224,360,154,7808,61,56,37,29,21,8,3,218,1861,2560,1668,1182,1523,451,213,9465,11200,11704,6828,4561,6062,2160,1001,43517
LGA14700,855,576,268,175,220,146,80,2321,289,283,153,72,118,62,30,1006,311,260,136,82,93,59,24,976,748,780,472,304,390,231,137,3061,3,12,4,3,5,0,0,21,2207,1914,1036,633,820,498,269,7381,36,50,40,33,35,37,24,251,24,26,25,14,21,14,4,135,19,27,15,14,19,14,9,126,28,63,48,44,65,44,23,313,0,7,0,3,0,0,0,13,113,182,128,101,145,114,60,840,2318,2088,1163,741,964,616,333,8221
LGA14750,32,32,26,14,22,3,0,126,14,21,9,10,3,0,0,51,19,6,10,3,8,0,0,47,432,427,274,168,228,28,5,1564,4,7,0,3,0,0,0,14,490,503,318,196,261,35,5,1807,4,0,0,3,0,0,0,8,4,8,3,0,0,0,0,16,0,0,0,0,0,0,0,5,127,133,88,45,68,5,0,476,7,7,4,0,0,0,0,24,143,147,97,53,75,14,0,532,639,650,416,251,336,46,5,2334
LGA14850,86,82,43,30,54,16,3,308,103,130,78,47,57,16,0,435,113,118,73,42,38,12,4,398,1306,1439,857,560,745,173,42,5123,18,6,4,0,7,3,0,27,1617,1771,1053,672,901,220,49,6293,9,12,22,12,24,12,3,93,37,70,36,28,54,6,3,241,17,51,28,17,26,7,0,143,359,575,403,252,347,76,29,2040,18,18,18,5,10,0,0,72,446,735,501,313,462,103,36,2591,2064,2504,1560,990,1362,317,85,8884
LGA14870,31,37,26,19,8,8,0,134,35,50,23,17,26,3,0,153,36,33,12,10,26,0,0,124,678,675,383,249,334,71,18,2415,4,7,9,7,3,0,0,37,785,808,454,304,398,78,25,2854,6,8,6,3,8,0,0,28,4,11,11,3,16,0,0,52,3,7,4,11,15,3,0,49,216,258,140,104,136,21,4,878,18,9,0,10,3,0,0,42,252,297,167,125,181,25,3,1054,1035,1101,623,427,574,108,31,3908
LGA14900,5958,6378,3784,2520,3507,2513,1301,25968,1408,1224,702,447,554,230,90,4665,1120,987,485,242,311,149,64,3359,3827,3390,1856,1200,1514,571,230,12590,77,96,66,38,34,13,6,324,12393,12081,6898,4451,5925,3474,1695,46909,707,995,676,482,754,453,287,4339,301,354,219,131,200,70,31,1305,176,222,141,99,117,42,19,808,780,925,547,394,518,143,70,3376,105,94,62,45,40,9,5,365,2060,2589,1637,1152,1625,720,411,10194,14453,14667,8531,5600,7552,4192,2104,57104
LGA14920,7,3,0,0,0,0,0,20,10,4,0,4,3,0,0,27,13,8,9,0,5,0,0,41,280,299,173,110,119,23,6,1005,4,0,0,0,0,0,0,10,314,328,191,118,128,22,6,1102,0,0,0,0,3,0,0,4,0,9,3,3,3,4,0,26,0,0,0,0,0,0,0,3,96,107,64,42,64,8,0,375,3,10,0,3,3,3,0,16,97,124,70,48,70,13,0,421,411,452,252,167,200,30,6,1521
LGA14950,8,4,0,0,0,0,0,16,0,0,0,0,3,0,0,11,3,8,0,0,0,0,0,12,147,162,92,60,53,8,5,530,0,3,0,0,3,0,0,6,161,169,102,60,64,9,5,571,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,26,24,11,11,10,4,0,90,0,0,0,0,0,0,0,0,27,29,17,16,12,4,0,96,187,197,112,75,74,9,5,671
LGA15050,255,252,134,96,103,44,19,905,240,218,139,62,93,30,10,790,201,218,78,77,92,30,15,711,3629,3556,1903,1202,1540,475,197,12504,13,12,9,3,0,0,0,37,4339,4259,2262,1438,1836,579,235,14948,14,22,15,10,22,9,3,101,66,68,51,36,41,9,4,282,21,40,36,27,32,6,5,163,919,1109,703,388,553,121,76,3872,35,24,13,9,3,0,0,89,1062,1268,816,469,649,154,95,4512,5401,5525,3073,1910,2485,732,328,19458
LGA15240,103,137,72,39,55,10,4,415,140,175,95,62,94,21,3,589,145,170,91,60,77,14,4,566,2350,2702,1600,1066,1454,227,52,9454,24,24,24,7,6,4,3,97,2765,3207,1879,1232,1685,277,67,11116,3,13,14,14,15,0,0,63,44,74,51,39,54,3,0,259,15,37,28,32,27,3,3,152,909,1191,767,501,644,95,23,4133,53,65,31,16,20,0,0,189,1029,1377,894,603,761,106,28,4798,3789,4585,2769,1841,2447,379,97,15912
LGA15270,35,17,21,12,20,0,0,110,23,57,31,16,13,3,0,143,56,51,36,22,17,3,0,193,1103,1099,552,350,405,59,11,3574,8,16,9,3,5,0,0,42,1231,1238,655,402,457,66,10,4059,0,0,0,0,4,0,0,11,10,12,9,3,11,0,0,41,8,12,4,6,10,0,0,42,242,261,162,99,123,17,3,908,9,12,5,10,0,0,0,33,268,289,186,119,147,22,3,1028,1498,1529,837,521,606,89,16,5092
LGA15300,36,27,8,8,8,3,0,91,16,20,6,8,6,0,0,64,29,20,11,4,4,0,0,72,552,531,285,110,142,14,4,1624,6,10,3,5,4,0,0,31,642,609,312,132,163,12,3,1875,3,0,3,0,7,0,0,7,0,5,3,0,0,0,0,5,8,0,0,0,4,0,0,13,237,253,133,86,74,3,0,791,11,15,12,6,6,0,0,48,259,277,148,95,84,3,0,865,895,887,461,220,249,19,7,2744
LGA15350,423,477,253,149,220,98,48,1670,190,201,119,71,110,67,26,798,195,205,96,59,88,56,18,724,486,640,374,219,320,197,118,2367,3,3,0,0,0,0,0,5,1307,1525,846,505,739,421,219,5560,18,36,60,41,54,30,12,236,9,23,13,15,20,13,12,110,9,23,15,16,17,17,7,101,17,53,52,42,64,37,22,289,4,4,4,0,4,0,0,11,63,135,138,109,157,92,52,746,1366,1658,988,613,892,520,275,6312
LGA15520,18,16,6,3,8,6,0,58,15,6,7,7,6,0,0,36,8,27,4,0,0,0,0,54,472,492,269,202,231,42,3,1718,4,3,0,3,0,0,0,8,515,546,293,219,245,50,3,1874,0,0,0,0,0,0,0,0,10,3,3,0,7,0,0,18,0,3,0,0,0,0,0,3,60,94,52,28,50,8,0,293,9,11,4,0,0,0,0,21,73,104,56,31,63,14,0,336,590,648,349,254,306,63,7,2211
LGA15560,3,14,9,3,0,4,0,33,0,3,0,0,0,0,0,0,11,3,0,3,4,0,0,23,139,170,98,45,77,8,3,534,0,0,0,0,0,0,0,0,151,185,107,55,80,12,3,593,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,8,0,3,0,0,0,0,0,6,37,56,36,17,24,3,0,162,0,0,6,0,0,0,0,7,40,60,43,16,22,5,0,186,188,245,152,69,109,15,3,780
LGA15650,62,73,29,22,16,6,3,212,24,30,18,9,15,3,0,90,39,47,24,12,13,0,0,133,718,697,392,252,299,55,10,2419,7,11,0,3,5,0,0,24,848,854,458,300,337,60,12,2868,3,5,3,4,3,0,0,22,12,21,12,4,7,0,0,51,5,9,4,9,4,0,0,34,242,257,146,114,116,17,0,892,9,10,13,3,3,0,0,36,279,300,177,127,130,17,3,1029,1126,1153,638,426,465,77,12,3902
LGA15700,15,14,3,13,10,0,3,54,23,48,31,18,29,3,0,147,27,42,20,14,20,4,0,130,510,598,355,215,274,45,12,2014,0,7,0,6,0,0,0,16,581,704,417,259,334,51,12,2363,3,3,5,3,4,0,0,18,20,15,10,10,9,0,0,66,7,15,5,0,7,3,0,40,230,298,178,131,141,26,3,1001,12,13,8,9,7,0,0,43,277,341,210,152,164,27,3,1170,857,1041,628,415,499,80,19,3535
LGA15750,10,14,7,3,3,0,0,44,11,15,13,11,6,0,0,58,24,19,6,3,3,0,0,55,547,660,325,174,228,39,7,1972,3,7,3,3,3,0,0,19,596,713,355,195,241,37,7,2140,3,0,0,0,0,0,0,9,14,5,3,3,7,0,0,28,0,3,0,0,3,0,0,8,182,202,96,55,78,9,0,613,7,9,3,0,4,0,0,19,202,217,103,59,89,7,0,687,802,930,460,252,329,47,6,2828
LGA15800,11,4,3,3,0,0,0,25,3,9,4,3,0,0,0,20,4,3,3,0,0,0,0,12,231,269,144,68,107,15,4,829,0,4,4,0,3,0,0,10,249,289,158,69,117,15,4,902,0,3,0,0,0,0,0,7,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,67,75,47,30,35,0,0,253,5,3,0,0,0,0,0,9,73,86,54,28,40,5,0,282,326,374,213,103,153,17,8,1188
LGA15850,9,6,0,0,0,0,0,22,10,7,0,3,0,0,0,25,12,5,5,0,3,0,0,21,248,283,162,91,118,15,3,920,3,3,3,0,0,0,0,5,273,306,171,99,122,15,6,995,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,13,0,0,7,3,0,0,0,6,124,138,73,38,42,10,0,422,6,4,0,9,0,0,0,23,137,143,78,47,46,10,0,466,409,447,251,142,170,27,10,1460
LGA15900,856,789,382,196,274,121,56,2677,521,493,289,156,199,88,28,1776,615,497,224,151,200,73,40,1798,5282,4932,2697,1648,2203,792,421,17968,49,19,16,9,7,0,0,103,7328,6728,3608,2164,2880,1079,540,24320,66,103,76,46,69,40,28,429,117,153,107,67,122,41,17,626,52,101,78,50,90,32,14,412,1015,1408,886,657,826,278,148,5209,48,33,36,21,19,4,0,162,1294,1799,1181,840,1126,393,214,6844,8615,8532,4786,3003,4005,1474,753,31166
LGA15950,1190,812,345,185,241,154,85,3004,480,280,127,77,91,51,32,1143,476,296,133,79,77,45,36,1143,1146,729,322,191,235,136,103,2858,11,3,3,0,0,0,0,22,3305,2125,929,532,642,380,261,8167,55,115,76,58,67,48,37,448,39,62,34,22,46,24,14,246,26,52,24,17,47,24,14,212,68,132,77,48,76,63,44,507,3,6,3,8,0,0,0,13,186,369,216,154,233,154,115,1422,3497,2490,1140,685,875,528,376,9592
LGA15990,3388,3846,1972,1245,1731,852,427,13467,2003,2203,1207,691,875,363,170,7514,2040,2116,1057,536,805,386,197,7136,6523,7293,4070,2613,3277,1484,714,25972,27,43,30,13,19,10,3,150,13984,15505,8343,5103,6705,3100,1516,54239,133,289,209,153,282,138,92,1296,152,326,206,148,207,96,62,1200,97,220,161,116,193,83,44,912,365,722,570,415,648,268,148,3133,28,43,21,11,16,3,4,125,772,1600,1160,837,1343,594,353,6661,14752,17103,9505,5938,8050,3691,1861,60901
LGA16100,8,14,3,0,0,0,0,28,4,20,11,4,9,0,0,44,16,10,9,4,9,0,0,39,190,177,88,78,111,25,0,677,0,0,4,0,0,0,0,10,219,219,114,94,127,20,4,792,0,0,3,0,0,0,0,9,3,9,0,0,8,4,0,25,0,0,0,0,0,0,0,5,37,45,33,21,21,7,3,170,3,9,0,0,3,0,0,17,39,67,37,27,34,16,5,224,258,280,153,120,161,35,9,1018
LGA16150,195,173,82,55,56,19,0,570,103,111,60,35,50,11,3,364,84,84,45,33,40,7,0,285,1817,1768,886,537,705,153,30,5892,5,10,7,6,3,3,0,36,2202,2138,1075,658,848,190,41,7146,17,15,9,11,19,5,3,80,23,46,21,25,22,8,0,143,3,12,7,7,11,3,0,50,508,559,325,201,267,62,11,1936,25,14,11,7,7,3,0,67,587,641,383,245,322,79,15,2270,2788,2779,1452,907,1172,263,58,9413
LGA16200,38,36,12,9,20,8,0,130,19,27,8,6,8,3,0,64,28,30,18,11,15,3,0,99,567,648,345,230,288,37,12,2130,3,7,0,0,4,0,0,17,656,745,393,257,330,52,12,2439,0,0,0,0,0,0,0,7,10,6,3,3,5,0,3,33,0,4,5,0,3,0,0,7,177,203,123,79,117,13,0,717,12,7,3,0,3,0,0,26,201,222,134,88,127,13,3,795,855,970,521,345,461,65,16,3227
LGA16260,9360,7277,3123,1863,2697,2088,1087,27504,956,772,432,256,323,157,90,2985,1049,866,373,230,245,161,76,2992,3015,2773,1508,947,1215,708,315,10471,43,49,17,13,12,9,8,152,14422,11738,5452,3306,4487,3120,1577,44104,466,679,455,394,613,481,301,3394,160,150,102,78,108,57,26,687,79,134,76,63,98,44,29,528,340,492,366,243,318,148,73,1986,33,40,30,12,19,3,6,140,1075,1493,1025,801,1164,739,431,6733,15504,13235,6477,4110,5654,3857,2004,50839
LGA16350,2216,2204,1182,747,1131,684,364,8530,983,941,523,352,470,201,82,3557,777,726,376,239,338,127,75,2660,7016,6476,3462,2171,2694,861,355,23035,83,58,36,15,16,3,0,216,11079,10396,5582,3525,4654,1874,876,37993,224,277,214,139,239,120,83,1292,243,336,200,126,176,45,20,1141,141,206,130,91,109,56,14,749,1748,2033,1120,819,960,263,109,7057,122,92,32,29,20,4,0,298,2466,2948,1693,1199,1509,484,229,10539,13553,13345,7275,4729,6160,2366,1108,48529
LGA16380,143,161,109,74,103,22,6,612,200,258,134,95,116,27,4,828,191,228,131,76,106,23,6,756,2281,2665,1566,1027,1342,263,43,9191,19,9,11,0,11,0,3,46,2827,3313,1949,1275,1679,325,59,11434,5,12,21,4,18,4,0,63,46,78,45,46,37,7,3,269,18,42,41,26,49,8,0,180,616,845,543,398,545,84,26,3068,22,22,26,10,10,4,0,98,708,1000,675,492,659,105,33,3678,3533,4316,2623,1771,2341,432,90,15114
LGA16400,141,166,81,82,103,26,16,623,150,202,103,84,107,45,16,707,174,197,111,79,81,17,16,674,2336,2548,1481,937,1212,332,125,8962,12,29,13,3,12,3,0,76,2820,3141,1802,1188,1512,416,165,11045,6,21,15,10,16,0,0,74,56,51,28,34,39,10,0,221,17,29,29,29,26,3,0,134,606,819,507,336,377,88,33,2770,18,22,12,11,8,0,0,79,710,945,593,417,472,103,34,3276,3530,4091,2397,1603,1984,523,202,14318
LGA16490,431,353,188,126,162,87,36,1387,191,223,129,92,128,63,22,847,236,254,127,93,108,29,27,873,2031,2101,1227,770,1143,318,120,7710,12,16,5,12,7,0,0,49,2890,2953,1679,1085,1553,506,207,10872,24,27,21,18,27,13,8,138,33,58,30,21,21,7,6,179,23,27,18,13,11,11,5,103,340,426,235,165,233,62,20,1486,24,10,12,10,3,0,6,66,439,556,307,227,292,99,48,1974,3336,3507,1985,1314,1847,598,249,12843
LGA16550,2268,1896,911,549,788,516,330,7260,839,838,359,211,247,131,67,2691,943,812,372,211,246,124,57,2760,2414,2295,1317,748,994,525,276,8564,23,17,12,8,7,0,0,64,6482,5864,2973,1720,2282,1297,735,21347,130,217,145,123,180,157,120,1068,91,163,102,71,81,43,25,577,61,128,68,33,76,35,21,420,229,345,241,185,227,123,56,1407,38,25,25,14,18,10,7,133,552,873,584,424,585,357,231,3607,7035,6736,3555,2140,2867,1656,963,24951
LGA16610,20,20,12,18,12,0,0,83,22,45,14,14,16,7,0,115,43,41,20,11,23,4,0,142,833,844,491,336,421,88,18,3037,4,9,3,0,3,0,0,23,921,958,542,380,479,100,22,3406,3,0,5,0,7,0,0,13,7,19,16,10,12,0,0,58,0,6,5,4,5,0,0,23,289,373,223,148,177,31,3,1242,27,14,13,3,3,0,0,61,322,414,256,168,206,34,8,1400,1245,1375,796,549,681,134,27,4808
LGA16650,2507,1843,1004,639,1042,744,400,8181,646,649,333,172,232,133,44,2201,636,513,220,112,157,69,30,1733,1847,1642,828,522,599,286,126,5839,30,27,11,9,10,5,0,93,5665,4670,2386,1452,2042,1237,596,18038,170,233,190,144,233,183,98,1260,99,149,105,72,106,43,24,592,56,100,64,36,42,27,14,338,219,266,159,121,158,69,30,1016,28,24,19,13,16,6,0,107,569,778,535,383,557,328,162,3316,6233,5445,2923,1834,2599,1561,762,21356
LGA16700,3376,2542,1113,732,1096,821,541,10220,518,559,311,164,217,121,57,1943,681,613,284,137,205,117,52,2081,1719,1815,1071,643,837,470,243,6786,25,12,7,9,5,0,3,57,6314,5536,2789,1685,2353,1526,889,21097,214,286,179,147,214,202,132,1371,45,87,47,45,74,41,24,353,39,70,33,36,54,22,17,263,117,213,130,96,156,96,55,869,14,10,8,0,6,0,0,40,429,658,400,328,501,358,228,2895,6742,6196,3189,2005,2852,1888,1116,23990
LGA16900,200,206,126,85,140,91,48,905,223,320,174,113,189,90,35,1147,226,223,139,104,160,58,28,938,2601,2609,1514,907,1218,370,125,9351,18,23,12,10,6,0,3,82,3270,3382,1967,1224,1717,616,245,12420,17,26,20,25,47,12,10,151,82,84,60,50,64,26,12,376,25,43,32,40,45,25,9,224,651,875,516,361,434,111,46,2992,22,29,17,12,7,4,0,97,793,1059,645,485,600,175,78,3835,4064,4440,2609,1714,2317,786,327,16251
LGA16950,157,161,112,73,84,30,11,631,213,287,145,107,142,27,3,930,243,240,130,72,110,40,12,849,3058,3227,1831,1112,1454,314,90,11079,14,20,20,10,9,3,0,67,3695,3940,2233,1378,1796,410,114,13560,9,33,24,19,28,4,3,123,51,74,69,48,65,10,4,319,36,48,51,33,46,14,3,231,868,1119,730,497,582,103,29,3936,37,37,30,22,11,0,0,137,999,1308,907,622,729,132,49,4743,4688,5249,3140,2001,2526,543,160,18303
