LGA_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
LGA32330,..,46,46,41,5,44,42,0,42,35,0,35,47,0,47,67,0,67,229,52,281
LGA32450,..,290,290,253,29,281,143,4,147,87,3,92,64,3,68,46,0,46,590,333,922
LGA32500,..,473,473,417,59,482,149,18,169,135,4,142,78,0,78,60,0,59,843,559,1400
LGA32600,..,23,23,34,3,32,6,0,6,6,0,6,3,0,3,11,0,11,60,27,85
LGA32750,..,24,24,22,0,25,12,0,17,9,0,15,3,0,3,3,0,3,59,31,86
LGA32770,..,28,28,28,10,38,32,0,29,40,0,40,34,0,34,95,0,95,230,38,268
LGA32810,..,1218,1218,1489,208,1695,509,27,540,495,11,507,164,0,167,72,3,74,2733,1468,4197
LGA33100,..,135,135,91,7,97,30,0,35,33,0,33,16,0,16,8,0,10,178,141,319
LGA33200,..,177,177,214,14,233,66,3,63,62,0,62,43,0,43,9,0,9,393,191,586
LGA33220,..,10476,10476,15302,1242,16545,4876,135,5013,4031,28,4061,1849,7,1853,1035,0,1037,27099,11889,38988
LGA33360,..,4836,4836,6983,550,7539,3367,85,3457,3450,18,3469,1429,3,1428,651,0,650,15882,5492,21378
LGA33430,..,45955,45955,62607,8272,70881,31556,2017,33569,30024,654,30679,11672,188,11859,5625,102,5731,141486,57184,198668
LGA33610,..,1034,1034,1315,84,1403,498,17,516,469,4,470,267,0,268,102,0,102,2655,1139,3793
LGA33620,..,5067,5067,6954,530,7483,2397,77,2469,2021,12,2026,983,4,990,632,3,638,12988,5685,18676
LGA33800,..,1266,1266,1661,65,1730,529,5,534,464,0,465,202,0,202,69,0,73,2924,1341,4268
LGA33830,..,42,42,44,3,46,48,0,48,30,0,30,32,0,32,33,0,33,180,47,231
LGA33960,..,12877,12877,18105,1826,19931,11191,310,11504,10797,85,10878,5013,13,5032,3429,9,3435,48539,15117,63661
LGA33980,..,1438,1438,1770,150,1921,915,28,942,1092,0,1093,566,0,565,232,0,232,4568,1617,6186
LGA34420,..,38,38,52,3,60,37,0,43,40,0,40,33,0,33,40,0,40,197,42,241
LGA34530,..,3008,3008,4519,292,4809,1807,31,1841,1772,7,1781,820,0,819,394,0,394,9311,3342,12654
LGA34570,..,37,37,15,4,26,28,0,28,11,0,11,11,0,11,46,0,46,113,41,155
LGA34580,..,2682,2682,4396,396,4789,1871,90,1962,1732,61,1790,952,41,992,636,31,664,9577,3298,12872
LGA34590,..,17980,17980,27452,2724,30172,17075,457,17527,16689,163,16847,8211,60,8278,6369,42,6416,75792,21425,97224
LGA34710,..,442,442,441,39,480,177,5,185,132,0,132,85,0,85,39,0,39,878,487,1366
LGA34770,..,9561,9561,13586,1045,14627,6304,160,6465,6086,38,6128,2746,5,2754,1129,3,1133,29853,10818,40669
LGA34800,..,96,96,71,8,78,29,0,29,32,0,32,22,0,22,13,0,13,161,109,270
LGA34830,..,18,18,17,4,17,8,0,8,5,0,5,20,0,20,10,0,10,59,25,84
LGA34860,..,1234,1234,1406,105,1516,606,22,627,627,5,638,308,0,308,122,0,122,3071,1371,4439
LGA34880,..,1989,1989,2582,214,2795,919,28,950,945,13,961,430,0,431,279,5,280,5158,2248,7408
LGA35010,..,30495,30495,47096,3663,50768,24300,629,24933,24606,163,24768,10835,48,10876,5783,46,5823,112615,35045,147666
LGA35250,..,49,49,52,4,57,29,3,28,34,0,34,21,0,21,65,0,65,201,57,261
LGA35300,..,1504,1504,1742,216,1953,964,48,1009,890,15,899,446,0,448,264,0,268,4298,1777,6078
LGA35600,..,498,498,529,34,559,211,6,214,211,0,211,78,0,78,50,0,50,1075,530,1611
LGA35670,..,47,47,38,0,40,40,0,40,34,0,34,28,0,28,55,0,55,188,45,235
LGA35740,..,4954,4954,7807,635,8443,2770,98,2869,2491,25,2515,968,4,972,394,0,395,14423,5724,20143
LGA35760,..,1201,1201,1428,90,1523,453,18,472,377,17,393,217,7,225,96,8,108,2572,1345,3916
LGA35780,..,132,132,121,8,129,79,0,78,92,0,92,82,0,82,162,0,162,530,145,676
LGA35790,..,68,68,71,3,78,57,3,66,60,0,64,48,0,48,160,0,160,405,79,483
LGA35800,..,230,230,216,21,235,83,0,83,51,3,53,22,0,22,24,0,24,390,254,647
LGA36070,..,41,41,70,0,66,30,0,30,37,0,37,20,0,20,24,0,24,173,45,218
LGA36150,..,118,118,100,8,107,34,0,36,32,0,32,21,0,21,9,0,9,201,125,319
LGA36250,..,10890,10890,17433,1156,18582,8508,172,8681,8944,47,8988,3605,7,3608,1690,9,1694,40171,12274,52446
LGA36300,..,89,89,103,5,108,33,0,33,39,0,39,19,0,19,5,0,5,195,97,295
LGA36370,..,7472,7472,8877,787,9668,4320,150,4469,4026,49,4079,1741,15,1754,918,10,926,19890,8480,28375
LGA36510,..,3093,3093,5102,321,5427,2040,27,2069,2001,7,2012,900,0,901,542,3,548,10591,3454,14043
LGA36580,..,1968,1968,2991,260,3247,1236,23,1256,1138,4,1147,585,11,592,371,3,372,6315,2267,8579
LGA36630,..,3460,3460,4541,372,4918,1480,49,1528,1262,5,1271,680,0,683,404,0,404,8368,3895,12265
LGA36660,..,3747,3747,4887,281,5165,1701,30,1734,1512,7,1522,735,7,736,448,0,448,9278,4071,13355
LGA36720,..,25485,25485,38239,3408,41643,15585,757,16345,15753,218,15969,6295,57,6349,2774,24,2797,78641,29948,108589
LGA36820,..,2671,2671,3552,225,3775,1116,23,1137,1030,8,1037,468,4,468,302,0,302,6468,2926,9397
LGA36910,..,15294,15294,19532,1545,21077,8040,293,8333,7594,93,7687,3753,22,3769,2024,10,2040,40943,17260,58204
LGA36950,..,224,224,159,52,207,114,6,119,121,8,123,77,0,80,146,8,153,611,293,908
LGA36960,..,196,196,165,7,176,143,0,143,137,0,137,118,0,118,221,0,218,782,207,988
LGA37010,..,15686,15686,20611,2425,23035,10324,551,10873,9492,189,9687,4159,59,4218,2078,22,2102,46667,18937,65599
LGA37300,..,217,217,313,34,343,186,3,186,248,0,248,88,0,88,63,0,63,896,251,1148
LGA37310,..,2909,2909,3803,306,4109,1530,40,1568,1506,11,1514,821,3,829,419,0,418,8081,3269,11350
LGA37340,..,3051,3051,3820,384,4203,1543,77,1621,1414,38,1453,633,17,652,263,10,271,7678,3580,11255
LGA37400,..,186,186,155,11,162,48,0,46,40,0,39,21,0,21,8,0,8,271,195,469
LGA37550,..,56,56,41,4,46,42,0,42,37,0,37,25,0,25,45,0,45,188,63,245
LGA37570,..,10,10,16,0,20,14,0,14,13,0,13,11,0,11,14,0,14,66,14,78
LGA37600,..,47,47,57,6,60,62,0,62,56,0,52,44,0,44,194,0,194,408,57,465
LGA39499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,..,3559,3559,2504,851,3356,686,387,1072,378,139,512,99,30,131,31,14,43,3696,4980,8678
LGA40120,..,2626,2626,4894,187,5078,2137,21,2155,2552,7,2562,958,4,962,366,0,369,10908,2845,13761
LGA40220,..,2837,2837,4178,193,4369,1172,16,1190,1178,7,1180,464,0,460,187,0,187,7172,3054,10229
LGA40250,..,114,114,72,10,84,60,0,60,49,0,49,60,0,60,127,0,127,367,125,494
LGA40310,..,2258,2258,3271,132,3402,1197,20,1219,1298,3,1304,556,0,555,185,0,188,6504,2418,8917
LGA40430,..,343,343,429,21,448,102,0,101,83,0,83,53,0,53,12,0,12,679,366,1046
LGA40520,..,1292,1292,1482,98,1576,529,11,537,460,3,464,223,0,222,90,0,86,2780,1407,4179
LGA40700,..,4648,4648,5141,328,5468,2315,88,2399,2796,41,2837,1075,16,1092,326,8,333,11644,5132,16778
LGA40910,..,5141,5141,5915,389,6306,3018,103,3124,3191,67,3258,1060,21,1080,373,10,378,13556,5730,19286
LGA41010,..,359,359,429,22,447,175,0,174,145,0,145,70,0,70,45,0,45,867,380,1249
LGA41060,..,13280,13280,13741,1320,15061,6347,369,6716,6219,134,6354,2076,31,2108,830,17,848,29220,15146,44365
LGA41140,..,1029,1029,1366,57,1425,402,8,412,371,0,375,221,0,218,63,0,63,2431,1093,3521
LGA41190,..,222,222,251,14,264,69,0,69,75,0,75,39,0,39,12,0,12,451,230,688
LGA41330,..,329,329,190,11,196,64,4,69,55,0,55,16,0,16,15,0,15,351,347,694
LGA41560,..,1753,1753,2287,121,2410,665,13,678,543,0,546,248,0,248,100,0,100,3841,1892,5735
LGA41750,..,133,133,168,3,176,39,0,39,42,0,42,21,0,21,11,0,11,285,135,416
LGA41830,..,249,249,254,9,263,78,0,78,55,0,55,20,0,20,16,0,16,429,257,685
LGA41960,..,139,139,196,7,201,51,0,51,54,0,54,30,0,30,8,0,8,332,151,483
LGA42030,..,2653,2653,2986,200,3185,1345,22,1364,1181,0,1188,449,0,452,203,0,203,6161,2869,9038
LGA42110,..,540,540,601,37,640,163,0,162,163,0,163,88,0,88,52,0,52,1063,581,1645
LGA42250,..,564,564,1016,41,1054,349,4,352,481,4,480,195,0,195,68,0,68,2110,609,2721
LGA42600,..,5205,5205,4961,441,5400,1740,92,1829,1713,25,1740,562,0,561,129,9,136,9106,5768,14872
LGA42750,..,595,595,685,42,728,212,0,211,149,0,151,97,0,97,24,0,29,1169,646,1812
LGA43080,..,121,121,154,4,159,52,0,52,41,0,41,30,0,30,13,0,13,287,128,419
LGA43220,..,118,118,145,3,150,39,0,39,48,0,48,39,0,39,9,0,9,274,120,389
LGA43360,..,306,306,384,10,388,95,0,96,109,0,106,47,0,47,9,0,9,636,314,953
LGA43650,..,950,950,1661,51,1708,769,18,780,941,0,941,467,0,467,176,0,176,4007,1016,5023
LGA43710,..,456,456,739,31,775,240,4,243,270,0,270,135,0,135,53,0,53,1444,493,1933
LGA43790,..,1279,1279,1704,81,1780,561,12,576,542,3,547,221,3,218,96,0,96,3115,1381,4497
LGA43920,..,648,648,955,71,1026,480,3,484,511,0,508,243,0,247,120,0,120,2305,728,3032
LGA44000,..,0,0,3,0,4,0,0,0,0,0,0,5,0,5,0,0,0,14,0,15
LGA44060,..,10259,10259,10820,1080,11894,5394,387,5784,5018,129,5140,1531,48,1578,602,10,615,23363,11913,35275
LGA44210,..,1151,1151,1389,87,1474,359,8,367,312,0,312,161,0,162,43,0,44,2258,1246,3506
LGA44340,..,5696,5696,7456,496,7945,3527,176,3701,4376,84,4456,1516,34,1545,432,15,449,17304,6500,23807
LGA44550,..,2672,2672,3963,212,4170,1914,38,1952,2061,10,2070,856,0,853,293,0,293,9086,2923,12013
LGA44620,..,3340,3340,3347,228,3577,1334,26,1364,1313,8,1314,485,4,484,238,0,238,6720,3603,10321
LGA44830,..,332,332,505,16,520,108,0,108,100,0,98,64,0,64,18,0,18,794,356,1153
LGA45040,..,2306,2306,2704,199,2906,1094,31,1125,928,14,945,422,5,432,211,10,228,5359,2570,7935
LGA45090,..,849,849,1139,68,1203,373,19,397,407,8,416,188,7,192,69,11,81,2182,961,3143
LGA45120,..,559,559,699,42,743,194,3,191,179,0,179,117,0,117,36,0,36,1220,603,1829
LGA45290,..,5138,5138,4294,587,4884,1940,214,2160,1819,89,1913,551,19,567,143,8,153,8753,6056,14808
LGA45340,..,15639,15639,21018,1394,22414,10172,182,10354,9749,41,9788,3517,11,3531,1296,3,1301,45751,17276,63024
LGA45400,..,117,117,150,9,151,23,0,23,36,0,36,15,0,15,10,0,10,229,123,360
LGA45540,..,325,325,251,26,278,73,0,73,51,0,51,32,0,32,11,0,11,407,348,755
LGA45680,..,8243,8243,9119,936,10050,5045,139,5182,4565,46,4609,2084,13,2098,1469,7,1470,22277,9377,31652
LGA45890,..,14191,14191,13304,1499,14803,7102,390,7493,6348,175,6527,2248,75,2325,1208,78,1281,30207,16416,46621
LGA46090,..,1580,1580,1615,124,1734,718,6,727,585,11,590,248,0,248,142,0,142,3307,1717,5021
LGA46300,..,1670,1670,1804,154,1961,689,20,715,651,3,656,273,0,273,98,0,98,3512,1852,5364
LGA46450,..,2308,2308,2302,118,2422,899,9,910,747,3,753,353,0,353,167,0,167,4468,2439,6905
LGA46510,..,2161,2161,2115,274,2389,1148,123,1270,1285,55,1336,435,20,458,137,11,146,5115,2637,7758
LGA46670,..,1059,1059,1316,80,1395,478,9,490,401,3,404,180,3,184,88,4,98,2468,1154,3627
LGA46860,..,185,185,224,9,236,61,0,60,41,0,41,20,0,20,13,0,13,354,198,548
LGA46970,..,258,258,326,32,360,189,3,192,214,3,216,123,0,123,36,0,36,886,288,1177
LGA47140,..,12160,12160,14576,1293,15866,8383,253,8636,7471,70,7538,3151,39,3193,2083,24,2108,35663,13839,49501
LGA47290,..,229,229,274,21,293,91,3,88,94,0,97,43,0,43,10,0,10,509,254,764
LGA47490,..,228,228,300,14,311,79,0,83,90,0,90,42,0,42,22,0,22,536,240,780
LGA47630,..,665,665,867,53,920,286,10,302,286,8,293,170,9,172,59,9,67,1673,756,2427
LGA47700,..,8276,8276,12560,622,13188,5999,70,6071,6062,34,6102,2143,11,2151,770,9,780,27536,9026,36559
LGA47800,..,624,624,806,42,855,241,5,251,216,0,216,124,0,124,47,0,47,1434,674,2107
LGA47910,..,349,349,422,24,445,110,0,107,101,0,101,52,0,52,18,0,18,703,377,1077
LGA47980,..,4462,4462,4398,541,4944,1965,189,2157,2179,59,2241,739,19,761,167,4,177,9451,5285,14738
LGA48050,..,2034,2034,2747,110,2857,600,7,611,507,0,510,195,0,195,78,4,76,4127,2157,6283
LGA48130,..,768,768,896,53,947,308,4,313,304,0,306,160,0,164,84,0,84,1759,829,2590
LGA48260,..,914,914,925,87,1009,344,34,385,410,8,418,149,5,155,59,6,58,1888,1053,2938
LGA48340,..,1345,1345,1659,68,1728,548,8,558,514,3,512,266,0,266,104,0,104,3083,1427,4511
LGA48410,..,7360,7360,6629,920,7543,3375,380,3756,3041,151,3190,993,49,1040,364,26,388,14399,8884,23284
LGA48540,..,3003,3003,2797,197,2991,1158,20,1182,1018,0,1023,419,0,423,153,0,153,5551,3219,8774
LGA48640,..,155,155,168,5,169,50,0,50,55,0,55,34,0,39,9,0,9,318,166,477
LGA48750,..,662,662,871,43,917,207,0,204,197,0,197,73,0,73,46,0,46,1401,710,2105
LGA48830,..,1591,1591,1922,76,1992,426,3,429,349,0,346,205,0,205,74,0,75,2974,1669,4647
LGA49399,..,470,470,291,22,313,113,0,114,100,0,100,42,0,42,46,0,46,584,494,1083
LGA49499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,..,3688,3688,4766,295,5056,1717,47,1756,1745,14,1761,788,3,793,374,0,374,9379,4046,13425
LGA50210,..,5599,5599,8330,655,8991,5020,114,5137,4576,30,4604,1967,4,1973,1151,5,1157,21051,6405,27453
LGA50250,..,485,485,497,27,528,264,11,273,384,0,382,165,0,165,81,0,81,1386,523,1909
LGA50280,..,1179,1179,1702,124,1825,794,39,831,784,7,796,313,9,325,83,0,87,3678,1364,5049
LGA50350,..,1687,1687,1810,184,1986,912,40,945,809,9,820,300,6,304,132,7,136,3963,1924,5883
LGA50420,..,6818,6818,7840,994,8839,3784,295,4079,3405,105,3503,1123,46,1170,539,21,566,16695,8281,24982
LGA50490,..,4359,4359,4279,670,4955,2124,214,2342,1714,104,1814,701,52,751,426,23,449,9246,5422,14660
LGA50560,..,204,204,265,11,278,80,0,81,62,0,62,25,0,25,16,0,16,453,217,671
LGA50630,..,151,151,226,8,228,89,0,89,102,0,105,44,0,44,18,0,18,470,157,633
LGA50770,..,183,183,264,12,270,71,0,71,79,0,79,42,0,42,14,0,14,460,200,655
LGA50840,..,561,561,731,42,774,186,0,192,197,0,197,90,0,90,44,0,44,1258,598,1857
LGA50910,..,121,121,136,5,138,41,0,41,46,0,46,25,0,25,3,0,3,248,123,375
LGA50980,..,1290,1290,1448,166,1618,742,54,793,758,20,780,379,5,389,248,4,250,3571,1543,5112
LGA51080,..,81,81,138,3,139,31,0,37,40,0,40,37,0,37,17,0,17,268,87,362
LGA51120,..,121,121,139,3,145,38,0,38,36,0,36,23,0,23,6,0,6,244,131,370
LGA51190,..,3772,3772,4275,370,4650,1672,65,1731,1435,18,1449,546,14,556,223,3,226,8151,4243,12390
LGA51260,..,2941,2941,4697,271,4968,1858,55,1913,1985,18,2011,827,0,831,296,7,299,9672,3295,12961
LGA51310,..,2098,2098,2653,192,2842,1342,85,1426,1899,32,1927,851,10,859,180,7,188,6921,2416,9339
LGA51330,..,6317,6317,8295,918,9208,4959,484,5443,5749,275,6025,2334,163,2500,1198,84,1283,22536,8240,30768
LGA51400,..,856,856,1809,103,1915,976,21,996,1136,0,1136,483,0,483,196,0,197,4595,980,5578
LGA51470,..,78,78,83,7,89,18,0,18,22,0,22,8,0,8,3,0,3,138,86,225
LGA51540,..,584,584,542,58,595,253,6,258,223,0,228,105,0,107,67,0,71,1194,645,1846
LGA51610,..,76,76,171,4,175,77,0,77,80,0,80,37,0,37,14,0,14,380,86,461
LGA51680,..,273,273,678,26,709,249,0,252,304,0,305,145,0,145,90,0,90,1466,306,1768
LGA51750,..,1189,1189,1214,109,1326,478,40,517,513,10,522,224,3,221,52,0,53,2477,1351,3825
LGA51820,..,7560,7560,10929,937,11870,6314,214,6533,6864,80,6944,2529,36,2561,1020,12,1026,27661,8833,36489
LGA51890,..,943,943,1089,56,1145,471,4,479,422,0,420,212,0,214,75,0,75,2270,1004,3270
LGA51960,..,344,344,341,29,372,183,4,192,161,0,161,88,0,88,37,0,37,819,381,1199
LGA52030,..,147,147,195,4,202,27,0,27,33,0,33,13,0,13,7,0,7,282,152,431
LGA52100,..,121,121,165,10,173,54,4,50,38,0,38,22,0,22,9,0,9,287,135,423
LGA52170,..,735,735,900,88,992,358,31,396,402,9,413,223,6,230,49,0,52,1937,868,2807
LGA52240,..,97,97,159,0,158,46,4,50,48,0,46,25,0,25,6,0,6,285,108,388
LGA52310,..,89,89,131,3,134,30,0,30,31,0,31,14,0,14,8,0,8,216,88,309
LGA52380,..,34,34,21,3,24,6,0,6,0,0,0,6,0,6,0,0,0,34,36,66
LGA52450,..,137,137,154,3,157,74,0,70,64,3,64,36,0,36,17,0,17,335,147,479
LGA52520,..,136,136,162,12,174,64,3,69,66,0,66,41,0,41,16,0,16,344,153,497
LGA52590,..,341,341,516,32,543,132,6,138,144,0,143,47,3,49,18,0,18,855,381,1232
LGA52660,..,941,941,1693,88,1780,776,13,788,828,8,836,327,0,327,148,0,148,3769,1058,4828
LGA52730,..,600,600,865,44,908,285,6,291,262,0,259,89,0,89,33,0,33,1538,652,2192
LGA52800,..,503,503,498,35,535,281,12,289,270,3,274,170,0,170,263,0,269,1488,552,2042
LGA52870,..,518,518,868,47,918,242,3,246,279,7,284,121,0,118,57,0,56,1561,572,2132
LGA52940,..,78,78,93,6,99,35,0,35,24,0,24,28,0,28,7,0,7,187,82,268
LGA53010,..,82,82,98,5,100,31,0,31,29,0,29,17,0,17,0,0,0,179,89,269
LGA53080,..,148,148,90,5,97,28,0,27,11,0,16,6,0,6,7,0,7,148,153,300
LGA53150,..,677,677,841,66,910,397,20,414,479,8,492,175,0,175,41,0,43,1942,773,2712
LGA53220,..,364,364,403,21,421,215,9,224,270,0,276,159,0,158,138,0,139,1189,392,1579
LGA53290,..,1270,1270,1621,112,1727,661,9,672,670,4,673,311,0,317,153,0,153,3417,1400,4816
LGA53360,..,249,249,309,33,338,129,6,139,150,3,149,53,0,54,22,0,22,654,295,949
LGA53430,..,3668,3668,3686,422,4113,1607,170,1775,1319,70,1387,434,17,450,116,8,126,7170,4346,11519
LGA53570,..,473,473,737,43,780,208,10,220,222,6,224,111,3,110,58,6,68,1335,543,1880
LGA53640,..,110,110,153,9,160,56,3,58,47,0,47,29,0,29,16,0,16,300,121,428
LGA53710,..,117,117,134,6,145,56,0,55,37,0,37,21,0,21,14,0,14,266,129,389
LGA53780,..,7728,7728,10651,920,11573,6910,219,7136,6929,117,7043,3310,57,3374,2100,53,2157,29898,9096,38996
LGA53800,..,3468,3468,4555,334,4890,1997,50,2045,1997,10,2011,871,0,871,424,0,422,9844,3863,13710
LGA53920,..,196,196,132,9,144,94,4,95,80,0,81,58,0,58,122,0,119,483,210,694
LGA53990,..,1759,1759,3047,135,3185,1394,17,1420,1606,13,1619,682,0,684,306,3,314,7044,1932,8975
LGA54060,..,389,389,570,28,593,163,8,167,152,0,157,75,0,75,25,0,25,987,420,1404
LGA54130,..,109,109,145,13,161,47,0,47,45,0,45,31,0,31,3,0,3,276,119,390
LGA54170,..,9250,9250,17357,911,18272,9291,241,9536,11221,81,11296,4171,30,4201,1247,16,1257,43282,10524,53807
LGA54200,..,4059,4059,6702,403,7106,3196,69,3267,3450,17,3473,1504,0,1505,673,4,679,15528,4556,20084
LGA54280,..,2442,2442,2792,305,3094,1552,67,1615,1615,26,1640,751,9,754,394,3,397,7101,2847,9951
LGA54310,..,1230,1230,1643,155,1803,1014,43,1062,1219,9,1231,567,3,568,275,3,280,4722,1453,6178
LGA54340,..,389,389,470,40,511,169,11,183,160,3,163,79,0,81,73,4,71,950,452,1399
LGA54410,..,124,124,172,8,175,61,0,62,47,0,47,25,0,25,16,0,16,319,137,449
LGA54480,..,50,50,55,0,55,33,0,33,29,0,29,16,0,16,3,0,3,135,51,189
LGA54550,..,214,214,272,5,277,81,0,81,108,0,108,47,0,47,18,0,18,521,218,740
LGA54620,..,91,91,112,5,116,53,0,52,31,0,31,17,0,17,8,0,8,217,98,315
LGA54690,..,54,54,65,3,66,18,0,23,13,0,13,12,0,12,3,0,3,120,55,174
LGA54760,..,88,88,111,7,115,30,0,30,37,0,37,26,0,26,4,0,4,206,96,300
LGA54830,..,2702,2702,3781,344,4125,2348,43,2396,2168,17,2186,939,3,945,538,3,540,9774,3118,12892
LGA54900,..,161,161,140,14,155,63,0,63,55,0,55,26,0,26,13,0,13,300,169,469
LGA54970,..,56,56,50,3,53,17,0,17,19,0,19,11,0,11,17,0,17,116,63,175
LGA55040,..,111,111,89,5,90,42,0,45,37,0,37,20,0,20,17,0,17,202,110,314
LGA55110,..,7795,7795,11203,705,11906,4258,92,4347,4003,32,4033,1610,14,1620,758,3,762,21835,8635,30475
LGA55180,..,989,989,1307,64,1372,434,6,441,397,0,397,188,0,186,96,0,96,2414,1064,3479
LGA55250,..,78,78,58,8,69,22,5,25,24,0,24,14,0,14,12,0,12,132,89,219
LGA55320,..,8427,8427,11203,678,11884,5675,243,5917,6319,127,6445,2308,47,2351,807,20,827,26304,9541,35846
LGA55390,..,36,36,13,3,20,4,0,4,9,0,9,3,0,3,17,0,17,45,38,80
LGA55460,..,354,354,418,20,443,151,9,160,136,0,136,84,0,82,40,8,48,822,395,1213
LGA55530,..,52,52,65,5,64,24,0,27,23,0,23,10,0,10,3,0,3,127,56,180
LGA55600,..,253,253,284,16,303,113,4,120,109,0,106,73,0,73,22,0,22,604,273,874
LGA55670,..,87,87,81,3,86,36,0,36,25,0,25,16,0,16,11,0,11,173,89,265
LGA55740,..,1041,1041,981,94,1072,408,23,432,483,5,494,228,0,229,46,0,44,2142,1165,3312
LGA55810,..,53,53,51,9,53,7,0,7,16,0,16,4,0,4,11,0,11,88,59,143
LGA55880,..,52,52,64,6,71,30,0,32,25,0,25,11,0,11,8,0,8,139,63,202
LGA55950,..,52,52,87,0,91,19,0,19,29,0,29,10,0,10,5,0,5,153,49,203
LGA56090,..,2525,2525,4476,211,4686,2067,26,2091,2202,8,2209,901,0,906,425,0,430,10069,2776,12849
LGA56160,..,16,16,9,0,9,3,0,4,4,0,4,3,0,3,3,0,3,25,14,36
LGA56230,..,1361,1361,2294,118,2408,844,9,858,806,0,811,370,0,370,194,0,194,4510,1490,6000
LGA56300,..,148,148,222,15,230,53,0,58,46,0,44,21,0,21,7,0,7,353,163,514
LGA56370,..,79,79,121,3,129,43,0,40,26,0,26,16,0,16,7,0,7,215,86,302
LGA56460,..,553,553,603,37,638,241,6,248,220,0,220,100,0,100,62,0,62,1231,593,1820
LGA56580,..,1403,1403,2071,129,2201,1052,69,1127,1444,45,1488,707,12,719,200,3,201,5475,1664,7141
LGA56620,..,64,64,67,4,67,50,0,50,31,0,31,61,0,61,85,0,85,292,70,364
LGA56730,..,1108,1108,1330,90,1419,482,11,490,477,0,483,235,0,232,149,0,149,2666,1207,3876
LGA56790,..,392,392,532,27,559,132,0,132,124,0,121,58,0,58,22,0,22,873,421,1291
LGA56860,..,27,27,30,0,36,10,0,10,14,0,14,10,0,10,3,0,3,66,32,97
LGA56930,..,107,107,157,11,163,73,3,72,99,0,101,43,0,43,25,0,28,386,125,513
LGA57000,..,55,55,57,3,65,17,0,17,16,0,16,17,0,17,0,0,0,114,59,167
LGA57080,..,3523,3523,3102,596,3696,823,175,1001,326,77,403,64,30,91,29,17,48,4349,4416,8764
LGA57140,..,137,137,178,7,191,48,0,48,33,0,30,28,0,30,16,0,16,299,147,446
LGA57210,..,506,506,740,24,757,223,6,229,213,3,215,104,0,109,56,3,54,1330,538,1870
LGA57280,..,964,964,1249,112,1360,654,32,683,687,11,693,336,4,342,200,0,200,3120,1122,4239
LGA57350,..,138,138,147,8,156,51,0,51,27,0,27,11,0,11,10,0,10,249,149,393
LGA57420,..,204,204,236,6,248,69,0,69,58,0,58,29,0,29,13,0,13,405,213,620
LGA57490,..,8721,8721,13106,923,14032,7216,137,7349,7599,39,7639,3242,9,3253,1493,0,1493,32652,9828,42481
LGA57630,..,14,14,14,4,15,3,0,3,0,0,0,0,0,0,0,0,0,19,15,38
LGA57700,..,1098,1098,2678,146,2822,1547,18,1566,1703,5,1707,746,0,746,449,0,451,7127,1264,8399
LGA57770,..,153,153,129,12,148,26,3,26,43,0,43,17,0,17,10,0,10,221,169,391
LGA57840,..,4951,4951,5131,624,5757,2265,237,2499,2092,108,2197,663,28,696,228,15,243,10377,5967,16341
LGA57910,..,23645,23645,24796,2675,27472,11781,821,12600,11434,300,11735,4112,107,4218,1704,56,1755,53820,27601,81417
LGA57980,..,2723,2723,2323,377,2701,934,167,1096,876,65,947,286,20,309,66,3,68,4490,3361,7846
LGA58050,..,8499,8499,13070,999,14066,7947,193,8137,8307,52,8362,3433,18,3459,1963,16,1977,34718,9775,44495
LGA58190,..,38,38,38,4,49,15,0,22,12,0,12,11,0,11,5,0,5,88,46,137
LGA58260,..,67,67,79,0,79,24,0,24,26,0,26,11,0,11,3,0,3,151,66,216
LGA58330,..,453,453,759,31,797,218,4,224,131,0,131,94,0,94,44,0,44,1248,488,1741
LGA58400,..,52,52,53,3,55,11,0,11,7,0,7,7,0,7,3,0,3,83,60,139
LGA58470,..,16,16,14,3,11,9,0,11,10,0,10,4,0,4,8,0,8,46,20,60
LGA58510,..,4277,4277,4142,699,4839,1835,292,2128,1497,125,1624,467,37,512,181,22,202,8120,5453,13576
LGA58540,..,101,101,116,8,125,40,0,40,51,0,51,20,0,20,6,0,6,231,107,339
LGA58570,..,4181,4181,4086,754,4840,1631,387,2015,1587,135,1720,469,28,497,115,20,136,7889,5499,13392
