LGA_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
LGA30410,755,0,14,20,15,810,229,0,4,14,3,248,35,0,0,4,0,34,1019,0,23,38,19,1096
LGA30450,61,0,3,3,0,73,30,0,0,3,0,36,3,0,0,0,0,3,95,0,11,4,0,110
LGA30760,496,4,6,15,6,530,179,17,0,4,0,201,21,5,0,0,3,34,701,26,7,21,9,761
LGA30900,76,0,3,3,3,81,31,5,0,4,3,40,9,0,0,0,0,15,111,5,0,5,6,135
LGA31000,244931,35545,72945,1099,1119,355642,22187,4987,10751,575,176,38683,5314,1577,2323,132,480,9835,272437,42115,86018,1809,1776,404159
LGA31750,82,0,0,0,4,84,29,0,0,0,0,32,4,0,0,0,0,8,114,0,0,3,6,125
LGA31820,23916,1380,1094,371,101,26857,5551,837,648,255,32,7309,793,128,85,43,30,1077,30258,2335,1821,670,159,35244
LGA31900,4314,24,235,81,16,4672,1321,20,262,41,3,1647,142,4,22,11,29,211,5781,43,522,138,51,6530
LGA31950,32,0,0,5,5,45,31,0,0,7,3,38,5,0,0,0,3,5,62,0,0,13,9,91
LGA32080,34519,3752,7065,325,232,45890,4411,1376,2124,155,68,8134,971,211,405,65,118,1761,39903,5334,9591,541,422,55790
LGA32250,315,6,9,43,20,397,179,0,10,25,6,222,26,0,0,7,0,33,523,6,26,77,25,655
LGA32260,7000,129,418,213,62,7819,1929,78,282,126,15,2432,267,12,39,41,6,369,9198,226,742,377,87,10621
LGA32270,6317,266,379,140,236,7336,1010,47,114,75,61,1303,201,12,24,18,22,276,7524,322,515,238,311,8906
LGA32310,2748,29,66,60,18,2921,965,27,68,26,5,1086,126,4,10,3,7,147,3835,64,144,89,31,4157
LGA32330,89,5,3,0,0,99,175,3,5,0,0,182,0,0,0,0,0,0,263,6,8,0,0,281
LGA32450,537,9,42,35,20,643,168,5,31,20,0,234,21,0,9,9,0,44,729,13,85,60,27,922
LGA32500,780,11,50,66,20,919,295,3,33,41,3,375,60,0,3,36,0,104,1128,8,88,150,20,1400
LGA32600,43,0,0,4,3,55,23,0,0,0,0,23,0,0,0,0,0,8,76,0,0,7,3,85
LGA32750,60,0,0,5,0,65,8,0,0,0,0,8,9,0,0,0,0,13,80,0,0,5,3,86
LGA32770,123,6,14,4,0,148,78,3,19,0,0,101,4,18,0,0,0,27,205,22,39,4,0,268
LGA32810,2469,354,316,96,50,3290,457,104,136,38,14,743,95,19,31,11,7,160,3025,475,480,143,75,4197
LGA33100,166,0,0,10,12,186,73,0,0,6,5,85,9,0,0,37,0,49,248,0,6,51,16,319
LGA33200,270,125,8,0,18,419,96,34,0,0,7,142,16,10,0,0,0,28,387,171,4,0,27,586
LGA33220,26837,1897,753,517,192,30192,5664,1148,399,319,45,7571,876,131,70,63,86,1220,33377,3173,1225,896,321,38988
LGA33360,16022,732,927,229,51,17956,2221,237,358,104,18,2936,370,25,54,30,4,483,18624,989,1340,357,69,21378
LGA33430,103921,33738,31143,906,541,170250,9248,6036,6932,484,112,22814,2589,1245,1405,86,272,5599,115758,41021,39485,1476,933,198668
LGA33610,2506,44,136,32,33,2756,757,29,91,22,20,916,98,3,14,7,4,120,3357,81,241,66,55,3793
LGA33620,13340,457,213,275,49,14334,3126,295,184,148,36,3789,445,45,18,31,10,547,16909,795,419,455,95,18676
LGA33800,2822,21,85,57,18,2998,971,24,115,21,3,1132,119,0,11,3,3,143,3909,47,215,82,22,4268
LGA33830,159,3,0,0,0,165,62,3,0,0,0,65,5,0,0,0,0,5,220,7,0,0,0,231
LGA33960,48882,3629,557,160,104,53332,6853,1421,337,125,32,8762,1233,216,47,35,24,1565,56966,5262,948,321,163,63661
LGA33980,4594,316,244,87,29,5266,597,37,54,33,3,733,148,7,9,12,12,191,5339,353,312,128,52,6186
LGA34420,131,45,0,0,0,183,35,16,0,0,0,56,3,0,0,0,0,4,173,66,0,0,0,241
LGA34530,9205,298,455,171,53,10180,1474,179,243,130,8,2045,260,11,30,41,91,428,10934,495,733,340,148,12654
LGA34570,61,0,0,0,0,64,77,0,3,0,0,77,7,0,0,0,0,11,146,3,3,0,0,155
LGA34580,9415,187,118,178,70,9969,2097,115,94,83,19,2415,351,20,20,89,8,493,11865,323,233,352,102,12872
LGA34590,72730,7497,1604,352,181,82364,8813,2266,903,205,69,12256,1994,362,158,48,47,2601,83533,10127,2664,604,295,97224
LGA34710,939,25,39,32,9,1046,234,14,19,6,0,272,40,0,4,3,0,46,1207,41,61,42,12,1366
LGA34770,28947,2298,1233,290,133,32900,4832,993,525,141,46,6538,808,134,108,122,64,1228,34580,3428,1871,545,242,40669
LGA34800,183,5,0,3,9,207,50,4,0,3,3,58,3,0,0,0,0,5,242,10,0,9,15,270
LGA34830,47,0,4,0,0,48,32,0,3,0,0,29,3,0,0,0,0,3,74,0,4,3,0,84
LGA34860,3122,69,40,31,29,3293,899,65,17,19,3,998,129,6,3,9,4,150,4148,141,58,57,33,4439
LGA34880,5058,46,121,138,35,5390,1485,58,118,85,9,1751,209,8,13,19,17,262,6748,115,252,242,58,7408
LGA35010,108753,12134,4826,674,267,126658,11443,3556,2288,467,50,17798,2300,491,296,75,40,3208,122497,16179,7409,1220,362,147666
LGA35250,112,15,5,0,0,129,105,5,0,4,0,124,6,0,0,0,0,8,224,22,4,6,0,261
LGA35300,3859,664,239,54,40,4853,668,211,90,24,9,1003,143,29,21,14,14,221,4668,907,349,82,68,6078
LGA35600,1059,11,20,20,8,1131,363,28,12,8,6,415,60,0,3,0,0,68,1484,48,38,31,14,1611
LGA35670,96,10,0,3,0,108,94,29,0,0,0,124,0,3,0,4,0,3,189,40,0,9,0,235
LGA35740,14079,1883,1122,91,99,17271,1548,458,279,40,21,2348,345,98,50,10,30,531,15965,2436,1452,145,146,20143
LGA35760,2432,8,30,99,18,2589,1004,17,46,72,9,1143,134,3,18,20,3,180,3569,31,96,191,30,3916
LGA35780,437,35,16,21,0,511,103,10,4,10,0,129,23,3,3,8,4,41,567,47,21,32,4,676
LGA35790,237,16,18,6,0,275,156,12,16,9,0,194,4,3,0,0,0,9,397,34,27,19,0,483
LGA35800,358,3,0,8,8,386,209,14,0,4,3,228,31,0,0,0,0,30,598,15,4,16,15,647
LGA36070,114,0,17,3,0,138,62,0,15,3,0,81,3,0,0,0,0,3,175,0,36,6,0,218
LGA36150,208,0,8,5,0,223,71,0,7,0,0,83,4,0,9,0,0,20,288,0,25,8,0,319
LGA36250,39915,3682,1582,212,144,45540,3779,1091,708,145,26,5745,864,157,79,18,52,1165,44559,4931,2362,370,223,52446
LGA36300,208,0,0,3,5,214,61,8,0,0,0,67,11,0,0,0,0,13,271,10,0,4,10,295
LGA36370,19839,1174,687,132,75,21905,4397,698,431,72,21,5614,632,101,59,22,41,853,24867,1968,1177,228,131,28375
LGA36510,10753,309,103,135,31,11327,2037,173,94,48,11,2369,302,19,12,17,3,349,13100,500,202,196,47,14043
LGA36580,6406,46,16,54,54,6590,1641,31,18,32,13,1732,229,5,4,8,11,260,8279,81,39,99,86,8579
LGA36630,8512,189,217,119,41,9071,2435,116,162,75,9,2803,333,14,24,18,0,393,11275,321,409,204,49,12265
LGA36660,9163,396,170,100,66,9894,2572,273,144,71,18,3069,317,36,19,9,5,390,12046,703,334,184,89,13355
LGA36720,71429,10132,10111,948,378,92997,7012,2940,2337,552,133,12982,1529,456,460,90,76,2613,79971,13524,12917,1586,590,108589
LGA36820,6609,134,209,128,31,7105,1600,113,182,76,10,1982,251,11,29,17,5,309,8462,258,412,221,46,9397
LGA36910,40439,4351,1684,201,214,46881,6945,1869,852,106,59,9830,1020,244,100,11,112,1491,48398,6466,2638,322,385,58204
LGA36950,468,32,60,14,0,576,137,18,26,6,0,190,116,11,11,8,0,142,722,61,100,21,0,908
LGA36960,612,49,9,0,0,666,285,7,0,0,0,294,31,0,0,0,0,31,922,51,8,4,0,988
LGA37010,45918,4531,3731,371,154,54707,6111,1974,945,165,37,9232,1136,259,174,24,60,1660,53162,6771,4858,560,253,65599
LGA37300,650,300,29,18,0,998,55,43,6,10,0,107,20,14,0,3,0,37,722,354,38,30,0,1148
LGA37310,7898,267,221,57,45,8497,2186,166,119,38,24,2528,242,32,28,12,7,323,10334,467,363,111,81,11350
LGA37340,7115,600,644,170,127,8659,1497,261,250,66,26,2097,288,58,79,34,43,501,8900,919,976,271,195,11255
LGA37400,275,3,9,27,6,316,105,0,17,14,0,132,15,0,0,7,0,19,395,4,22,42,10,469
LGA37550,80,3,0,0,0,85,122,26,3,0,0,146,12,0,0,0,0,13,209,32,0,0,0,245
LGA37570,46,0,4,0,0,49,16,0,8,0,0,25,0,0,0,0,0,0,66,0,15,0,0,78
LGA37600,164,41,13,8,0,224,157,15,23,42,0,233,3,0,0,0,0,8,327,54,35,52,0,465
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,971,2638,3811,61,47,7528,73,305,492,8,3,878,19,94,126,10,31,278,1060,3040,4421,72,86,8678
LGA40120,11881,209,70,26,63,12247,1142,86,37,12,34,1311,174,7,4,3,5,198,13196,306,114,36,102,13761
LGA40220,7928,183,80,70,28,8291,1534,77,83,40,4,1730,175,4,10,8,6,208,9639,262,166,121,37,10229
LGA40250,151,30,0,0,0,179,288,0,0,3,0,298,20,0,0,0,0,21,456,34,0,8,0,494
LGA40310,6883,294,60,56,24,7322,1175,196,58,18,11,1451,115,14,6,0,5,140,8179,499,130,75,37,8917
LGA40430,701,20,4,15,8,750,242,15,8,4,0,266,17,0,0,3,0,29,968,34,15,20,5,1046
LGA40520,2761,144,94,19,22,3032,729,133,102,8,7,969,131,27,14,0,3,174,3621,299,209,34,30,4179
LGA40700,10253,3057,1332,12,24,14673,891,576,349,0,3,1818,131,102,56,0,0,289,11273,3727,1736,13,26,16778
LGA40910,11641,2654,1100,9,36,15443,2379,649,409,0,5,3443,248,108,44,0,5,404,14268,3411,1551,8,47,19286
LGA41010,826,9,16,22,5,879,251,5,28,12,0,297,56,3,3,5,0,72,1138,19,54,40,6,1249
LGA41060,22424,9007,3022,76,126,34658,5005,2567,987,22,24,8592,614,341,152,4,8,1116,28039,11914,4156,101,157,44365
LGA41140,2631,59,15,35,28,2773,573,59,18,3,8,658,82,0,0,0,0,94,3293,123,35,42,32,3521
LGA41190,514,0,0,9,4,533,130,0,0,4,0,143,9,0,0,3,0,12,661,0,0,20,4,688
LGA41330,395,3,0,0,18,417,221,3,0,0,4,231,41,0,0,0,9,41,653,7,0,0,30,694
LGA41560,3903,111,62,17,15,4112,1223,165,65,14,3,1473,123,14,6,5,3,149,5250,294,138,39,22,5735
LGA41750,289,0,0,23,3,320,80,0,5,10,3,91,0,0,0,0,0,4,370,3,3,32,5,416
LGA41830,456,14,3,5,3,475,162,15,10,0,0,191,18,0,3,0,0,23,638,26,16,5,6,685
LGA41960,331,13,0,8,0,349,100,12,0,4,0,125,9,0,0,0,0,8,437,29,3,12,0,483
LGA42030,6213,798,61,28,20,7126,1145,480,53,27,10,1708,133,58,8,6,0,201,7488,1333,125,61,25,9038
LGA42110,1161,24,0,11,15,1213,353,13,0,4,3,377,43,0,0,6,7,46,1561,43,0,21,22,1645
LGA42250,2162,8,4,12,15,2204,447,3,6,7,3,464,48,0,0,0,0,55,2663,11,8,20,15,2721
LGA42600,6943,3268,2022,22,45,12308,778,789,641,16,7,2235,123,103,88,0,14,329,7848,4160,2755,37,71,14872
LGA42750,1357,18,17,13,22,1419,312,17,6,0,3,341,42,0,0,0,7,53,1712,36,25,17,23,1812
LGA43080,277,0,0,6,0,284,117,0,0,3,0,120,14,0,0,3,0,15,409,0,0,12,0,419
LGA43220,301,3,0,0,3,306,69,5,0,0,0,77,10,0,0,0,0,10,377,9,0,0,3,389
LGA43360,650,28,3,8,0,685,216,11,6,0,3,235,31,0,0,0,0,29,897,37,8,10,3,953
LGA43650,4214,32,3,18,18,4281,611,26,8,4,3,648,88,3,3,0,0,93,4906,65,12,21,19,5023
LGA43710,1531,5,0,33,7,1587,276,8,0,21,4,309,31,3,0,0,0,40,1848,16,0,53,10,1933
LGA43790,3101,126,50,35,17,3331,815,121,78,21,0,1038,94,24,4,0,3,126,4013,268,132,57,27,4497
LGA43920,2399,10,5,19,10,2436,497,5,0,3,6,519,69,3,0,4,3,78,2964,17,3,28,21,3032
LGA44000,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,15,0,0,0,0,15
LGA44060,20890,6258,1632,12,91,28883,3074,1819,687,6,16,5604,457,236,85,0,4,785,24419,8310,2411,20,111,35275
LGA44210,2419,15,3,67,23,2527,828,16,7,24,7,884,87,0,0,4,4,91,3330,39,7,91,33,3506
LGA44340,17041,1914,1696,33,68,20751,1659,354,553,6,7,2582,292,108,61,0,11,471,18996,2371,2309,43,84,23807
LGA44550,9995,304,41,50,26,10410,1167,186,17,23,4,1385,182,22,0,3,3,210,11349,507,54,70,29,12013
LGA44620,6319,838,541,25,24,7747,1430,526,343,4,12,2308,174,49,40,0,5,270,7916,1405,925,30,42,10321
LGA44830,849,6,3,6,9,873,240,7,0,3,3,254,23,0,0,0,0,24,1107,11,4,8,13,1153
LGA45040,5270,422,26,55,42,5814,1466,369,18,19,19,1885,185,40,5,0,4,233,6922,834,44,76,57,7935
LGA45090,2333,43,23,6,4,2415,557,43,28,8,0,639,71,5,4,0,0,87,2966,92,55,15,11,3143
LGA45120,1338,10,0,18,16,1380,384,17,3,6,0,419,30,4,0,0,3,35,1745,31,3,22,19,1829
LGA45290,6493,3639,1916,31,48,12122,1172,725,471,7,9,2371,146,102,52,0,4,310,7808,4464,2436,38,63,14808
LGA45340,48790,3226,912,185,103,53216,6254,1661,453,113,21,8506,1003,227,55,13,12,1312,56053,5111,1413,312,135,63024
LGA45400,240,0,0,4,8,256,77,5,0,3,13,94,12,0,0,0,0,10,327,3,0,6,15,360
LGA45540,442,12,4,3,0,457,247,12,7,0,0,268,26,0,0,0,0,30,720,22,7,4,0,755
LGA45680,21031,3341,173,49,50,24647,3924,1926,172,40,23,6083,621,268,20,4,7,920,25573,5536,364,99,78,31652
LGA45890,26187,7413,2415,118,129,36262,5442,2592,1071,40,28,9169,683,348,134,3,22,1189,32308,10357,3621,161,179,46621
LGA46090,2979,324,125,22,23,3477,913,270,143,25,8,1362,117,43,14,9,0,187,4011,640,286,48,35,5021
LGA46300,3473,390,168,23,18,4081,749,252,122,14,4,1133,101,36,10,0,7,150,4317,678,302,38,32,5364
LGA46450,4334,364,40,18,30,4785,1440,403,70,16,8,1937,131,39,10,7,3,187,5907,803,112,46,36,6905
LGA46510,4638,1151,752,24,16,6587,608,259,151,0,3,1016,79,42,28,0,4,158,5325,1453,935,26,23,7758
LGA46670,2381,83,102,44,17,2624,711,57,76,14,6,868,101,7,14,7,5,129,3200,142,195,62,32,3627
LGA46860,412,8,8,4,3,430,100,5,0,0,0,111,13,0,0,0,0,14,517,18,6,11,3,548
LGA46970,923,113,35,0,6,1076,41,21,8,3,0,76,19,0,0,0,0,25,984,138,47,8,3,1177
LGA47140,34188,4034,1496,117,45,39875,6034,1575,740,58,18,8424,921,167,90,4,16,1202,41146,5777,2324,178,74,49501
LGA47290,552,6,3,7,0,569,159,3,0,8,0,167,17,0,0,4,0,20,733,6,4,14,3,764
LGA47490,588,10,0,7,0,605,132,13,0,3,0,145,22,0,0,3,0,31,744,20,0,18,4,780
LGA47630,1813,18,5,14,10,1864,484,12,5,7,3,512,53,0,0,0,0,53,2348,35,8,18,13,2427
LGA47700,28941,1980,531,21,44,31520,3459,731,172,4,10,4377,548,93,19,0,9,664,32954,2802,722,25,59,36559
LGA47800,1499,23,8,16,3,1555,451,28,5,17,3,502,42,5,0,0,3,54,1994,55,11,32,12,2107
LGA47910,722,22,16,4,9,777,215,36,21,14,3,277,22,0,0,0,0,25,959,58,30,19,8,1077
LGA47980,7768,2293,2655,12,20,12746,810,369,534,3,11,1724,134,53,77,0,3,265,8711,2713,3262,15,32,14738
LGA48050,4459,368,58,15,16,4914,923,218,39,16,3,1197,139,29,0,0,0,168,5522,610,105,33,15,6283
LGA48130,1892,18,18,25,10,1968,512,15,29,9,0,569,42,3,6,3,3,55,2448,42,54,33,14,2590
LGA48260,1681,536,255,12,8,2493,167,88,110,3,0,371,30,21,25,3,3,76,1874,643,392,16,9,2938
LGA48340,3216,72,28,25,14,3358,952,65,21,6,3,1053,97,7,3,0,0,106,4264,139,57,33,18,4511
LGA48410,12207,3833,2457,39,71,18594,2415,1061,647,3,10,4131,293,154,92,4,10,558,14909,5049,3192,42,87,23284
LGA48540,3978,2066,189,21,22,6277,827,1205,175,9,8,2223,93,147,25,3,4,267,4900,3417,392,34,35,8774
LGA48640,335,0,0,10,8,349,87,11,0,3,0,105,22,0,0,0,0,26,440,13,3,17,4,477
LGA48750,1579,31,26,24,14,1674,311,14,20,21,5,375,49,0,0,6,0,56,1939,53,49,48,17,2105
LGA48830,3195,33,6,91,20,3345,1092,36,14,41,10,1197,95,7,0,5,0,106,4383,74,25,132,30,4647
LGA49399,548,0,10,36,53,654,317,4,0,20,16,357,38,0,0,25,3,68,904,6,10,81,72,1083
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,9825,532,25,120,55,10551,2003,424,19,76,6,2531,262,59,3,10,3,340,12091,1016,46,205,63,13425
LGA50210,20935,2334,156,55,39,23508,2471,717,60,31,12,3289,497,145,7,4,7,658,23905,3195,222,83,53,27453
LGA50250,1433,123,41,56,4,1651,149,21,7,15,0,197,44,3,0,7,10,64,1622,147,55,75,15,1909
LGA50280,4056,121,27,56,36,4293,532,43,31,46,9,654,76,9,3,8,6,98,4662,169,58,106,50,5049
LGA50350,3964,750,167,3,14,4894,594,209,62,0,0,859,93,25,14,0,0,129,4649,979,237,3,11,5883
LGA50420,14884,4059,1823,10,56,20829,2098,976,444,3,11,3533,401,138,68,4,7,617,17385,5169,2343,17,69,24982
LGA50490,8011,2440,1274,14,31,11768,1569,618,191,3,3,2390,267,130,99,0,10,502,9854,3186,1559,17,45,14660
LGA50560,488,0,9,0,4,497,132,0,5,3,0,141,23,0,3,0,0,26,640,3,14,3,8,671
LGA50630,492,7,6,6,0,504,90,9,8,0,0,105,15,0,0,0,0,17,597,13,13,12,4,633
LGA50770,480,3,0,4,0,490,147,0,0,0,0,149,13,4,0,0,0,22,634,6,0,6,3,655
LGA50840,1444,30,6,6,6,1485,283,17,4,0,0,312,44,0,0,9,0,53,1774,45,11,12,8,1857
LGA50910,233,5,7,3,0,252,92,0,4,0,0,100,12,0,0,3,0,20,344,7,11,8,0,375
LGA50980,3132,276,221,268,66,3964,613,85,81,107,33,921,132,18,19,45,13,232,3881,377,324,423,110,5112
LGA51080,254,0,0,3,6,261,90,0,0,0,0,89,11,0,0,0,0,11,352,0,0,0,3,362
LGA51120,261,8,0,0,3,275,67,13,0,0,3,89,9,0,0,0,0,11,339,20,0,0,6,370
LGA51190,7682,1476,403,75,26,9662,1422,621,278,66,3,2388,217,81,41,4,5,350,9324,2177,717,142,31,12390
LGA51260,9839,712,17,292,37,10897,1251,358,16,121,4,1749,227,51,4,30,6,323,11320,1116,35,436,55,12961
LGA51310,6582,947,840,7,10,8388,418,80,204,0,0,702,155,22,63,0,0,243,7159,1052,1112,8,9,9339
LGA51330,21824,4251,722,17,49,26870,2160,846,178,3,7,3198,472,193,37,0,7,706,24461,5287,933,22,69,30768
LGA51400,4773,80,69,5,7,4943,424,57,50,4,0,527,91,3,8,0,3,106,5293,138,120,14,14,5578
LGA51470,170,0,3,3,4,179,34,0,3,0,0,39,4,0,0,0,0,4,210,0,6,3,4,225
LGA51540,1051,64,27,116,16,1279,323,71,12,58,3,463,71,14,0,14,3,101,1449,145,46,187,25,1846
LGA51610,369,0,0,7,3,378,52,0,0,13,0,69,13,0,0,0,7,18,432,0,0,26,10,461
LGA51680,1500,0,6,16,13,1537,186,0,6,3,3,195,31,0,3,0,0,32,1714,0,14,22,15,1768
LGA51750,1906,766,750,7,18,3446,87,75,148,0,0,308,31,20,17,0,7,68,2019,857,915,7,18,3825
LGA51820,26389,3491,1387,90,55,31412,2884,1038,295,46,6,4256,563,132,48,6,69,820,29835,4653,1725,141,135,36489
LGA51890,2324,51,5,18,8,2406,697,55,6,4,7,771,85,9,3,0,0,98,3106,113,18,21,10,3270
LGA51960,866,55,8,13,3,945,186,18,9,4,0,221,24,4,3,0,0,29,1076,75,22,21,3,1199
LGA52030,309,4,0,5,0,321,84,0,0,8,0,97,13,0,0,0,0,13,411,5,0,12,0,431
LGA52100,301,4,0,0,9,317,87,6,0,0,0,98,7,0,0,0,0,7,396,13,0,3,13,423
LGA52170,1757,375,444,0,5,2575,79,27,67,0,0,172,30,8,20,0,0,59,1866,409,524,0,3,2807
LGA52240,268,5,0,3,5,282,89,0,3,0,0,96,11,0,0,0,0,11,369,7,3,3,5,388
LGA52310,231,0,0,0,4,237,57,0,0,0,0,65,6,0,0,0,0,9,301,0,0,3,3,309
LGA52380,34,0,0,0,0,42,19,0,0,0,0,18,0,0,0,0,0,3,55,0,0,7,7,66
LGA52450,350,0,8,6,14,371,72,0,6,4,3,92,18,0,0,0,0,16,436,0,12,10,16,479
LGA52520,372,10,3,14,7,403,72,9,0,8,0,87,11,0,0,0,0,9,458,14,4,16,7,497
LGA52590,911,18,0,35,7,967,196,5,0,13,0,223,34,0,0,3,4,39,1143,30,3,55,5,1232
LGA52660,3920,180,0,43,10,4149,492,62,0,28,0,585,80,4,0,0,4,96,4493,243,0,71,18,4828
LGA52730,1737,44,0,10,16,1813,295,35,0,4,0,334,41,3,3,0,0,44,2075,81,3,13,16,2192
LGA52800,994,109,53,66,12,1223,575,80,25,30,5,710,59,19,4,22,0,107,1623,203,85,117,16,2042
LGA52870,1665,30,3,14,15,1727,326,22,0,3,4,359,46,3,0,0,0,50,2031,61,4,17,17,2132
LGA52940,207,0,0,0,0,216,44,4,0,0,0,48,3,0,0,0,0,3,257,4,0,0,0,268
LGA53010,190,0,0,3,0,198,61,0,0,0,0,61,7,0,0,0,0,7,259,0,0,3,0,269
LGA53080,153,3,0,5,6,170,88,0,0,7,0,92,19,0,0,3,8,40,263,3,4,15,13,300
LGA53150,1657,456,291,10,3,2416,124,56,60,5,0,246,34,14,8,0,0,51,1809,528,361,12,5,2712
LGA53220,1149,36,16,26,6,1235,241,22,6,7,10,296,37,5,0,4,6,54,1428,68,22,46,28,1579
LGA53290,3472,202,52,38,47,3804,652,159,14,12,18,845,119,32,0,3,11,169,4236,386,68,52,69,4816
LGA53360,699,16,0,50,4,765,76,4,0,38,3,113,29,24,0,8,0,64,803,43,0,91,3,949
LGA53430,6076,2340,1048,82,53,9599,855,468,253,28,5,1610,151,73,52,4,30,306,7083,2876,1360,110,86,11519
LGA53570,1408,25,7,16,26,1482,303,9,0,4,3,326,50,3,3,4,8,67,1763,45,12,27,36,1880
LGA53640,329,7,0,3,4,343,63,7,0,0,0,75,10,0,0,0,0,10,406,8,0,3,3,428
LGA53710,271,3,0,4,7,282,88,0,0,3,4,96,11,0,0,0,4,15,367,4,0,11,9,389
LGA53780,29911,2909,366,128,51,33367,3668,890,97,46,5,4709,741,136,10,11,22,926,34319,3934,470,192,77,38996
LGA53800,9646,877,134,178,28,10868,1763,496,100,84,11,2459,281,50,25,19,9,382,11690,1422,251,284,56,13710
LGA53920,238,53,12,23,7,330,242,40,9,12,0,307,44,7,0,6,0,64,527,102,19,37,5,694
LGA53990,7262,227,34,49,35,7611,983,122,19,39,5,1164,174,11,0,4,12,204,8417,356,52,91,49,8975
LGA54060,1023,18,19,28,12,1098,209,24,22,13,4,270,32,0,3,0,0,39,1267,42,48,40,16,1404
LGA54130,296,3,0,6,0,312,56,11,0,6,0,69,11,0,0,0,0,12,361,19,0,16,0,390
LGA54170,44490,3528,931,98,48,49093,2719,792,250,60,3,3826,692,121,50,7,8,889,47900,4445,1233,169,59,53807
LGA54200,16783,693,32,72,38,17617,1734,284,20,25,6,2070,355,35,3,3,3,392,18871,1006,46,107,47,20084
LGA54280,6808,1141,112,109,28,8202,1001,359,79,44,10,1487,164,57,12,12,15,257,7973,1555,201,167,54,9951
LGA54310,4529,504,169,79,28,5312,478,177,29,28,5,718,104,26,9,3,0,147,5113,708,208,113,31,6178
LGA54340,941,48,11,0,5,1010,292,39,8,0,4,347,37,8,0,0,3,42,1275,97,16,0,13,1399
LGA54410,305,7,0,5,3,315,96,12,0,0,3,111,16,0,0,0,5,23,418,20,0,5,10,449
LGA54480,153,0,3,0,0,163,16,0,3,0,0,25,3,0,0,0,0,3,178,4,6,3,0,189
LGA54550,518,6,7,3,3,540,163,0,16,0,0,175,19,4,0,0,0,28,701,11,27,3,3,740
LGA54620,222,3,7,3,3,233,56,3,10,0,0,68,9,0,3,0,0,6,284,3,19,3,3,315
LGA54690,127,0,0,0,0,131,38,0,0,0,0,38,4,0,0,0,0,4,167,0,0,0,0,174
LGA54760,210,10,0,0,0,221,66,7,0,0,3,73,7,0,0,0,0,6,279,19,0,0,4,300
LGA54830,10109,477,294,54,28,10967,1292,182,134,7,3,1616,253,29,12,4,6,304,11648,691,442,72,39,12892
LGA54900,353,10,0,3,10,372,73,8,0,3,3,89,10,0,0,0,0,13,434,12,0,10,11,469
LGA54970,80,3,0,5,6,92,67,4,0,3,0,70,8,0,0,0,0,9,154,6,0,9,7,175
LGA55040,186,11,0,17,4,219,62,4,0,10,3,78,7,5,0,0,4,19,258,18,0,27,11,314
LGA55110,21352,2789,867,131,48,25183,2987,1094,337,78,13,4513,539,168,50,14,7,780,24879,4054,1254,223,69,30475
LGA55180,2435,68,56,28,19,2597,678,46,45,4,4,785,76,9,6,0,3,99,3189,122,108,33,24,3479
LGA55250,90,0,17,4,5,121,67,0,7,4,0,83,11,0,0,0,4,15,176,0,23,8,12,219
LGA55320,24691,5917,907,9,75,31597,2058,1177,322,0,10,3564,422,197,48,0,18,687,27171,7288,1282,9,100,35846
LGA55390,33,0,0,3,3,40,27,3,0,3,3,33,7,0,0,0,0,6,65,4,0,6,7,80
LGA55460,895,13,4,3,5,916,213,32,4,0,3,252,36,3,0,0,4,47,1147,43,10,6,7,1213
LGA55530,131,0,7,0,0,140,31,0,0,0,3,35,0,0,0,3,0,3,163,0,3,5,3,180
LGA55600,616,9,0,12,4,642,196,3,0,0,0,197,28,0,0,5,0,33,837,12,0,19,8,874
LGA55670,189,0,0,0,0,193,64,0,0,0,0,59,12,0,0,0,0,12,261,0,0,0,3,265
LGA55740,1873,412,595,0,0,2886,103,93,159,0,0,356,34,17,23,0,0,71,2010,524,776,0,0,3312
LGA55810,81,5,0,6,0,97,38,0,0,0,0,39,7,0,0,0,0,7,127,5,0,6,5,143
LGA55880,149,0,0,3,0,157,38,0,0,0,0,39,7,0,0,0,0,7,197,0,0,4,0,202
