LGA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
LGA17620,0,0,0,0,3,3,10,14,9,0,0,0,0,0,0,37,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,82,25,16,26,16,3,8,17,8,9,7,11,293,0,0,0,3,4,3,4,0,0,0,3,0,0,0,3,20,0,0,0,0,3,0,0,3,0,3,0,0,20,0,0,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,4,6,5,8,8,30,3,10,7,4,11,0,3,107,0,60,77,145,95,91,106,140,42,47,75,39,78,18,40,1057
LGA17640,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,54,72,29,17,8,0,0,3,0,5,0,0,14,219,0,0,0,6,3,3,3,3,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,20,6,5,3,3,0,0,0,0,0,0,0,55,3,49,84,141,67,47,41,35,3,7,5,10,3,3,23,516
LGA17650,0,0,0,0,3,0,0,10,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,42,45,15,6,10,11,0,3,0,0,0,0,5,159,0,3,0,3,3,3,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,4,9,4,0,3,0,0,0,0,0,4,47,3,39,65,77,62,36,40,23,11,12,0,5,5,0,14,394
LGA17750,0,0,8,10,16,9,58,78,7,19,12,4,9,0,0,229,0,0,0,3,0,5,18,24,8,39,8,6,7,0,9,132,0,0,0,0,0,3,16,8,0,3,0,3,4,4,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,105,180,262,68,65,99,82,9,20,34,22,18,4,39,1021,0,0,0,16,10,19,32,15,6,0,3,3,0,3,0,100,0,0,0,0,13,4,3,13,3,3,0,7,3,5,9,59,0,0,0,0,11,0,28,24,6,9,3,0,0,3,4,85,0,45,34,58,49,89,195,278,65,102,90,55,78,43,43,1229,20,293,369,482,335,388,840,1021,254,459,381,308,301,144,234,5846
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,9,6,0,3,5,0,0,0,0,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,9,0,0,0,0,0,3,0,3,32,0,22,29,17,14,22,17,14,0,4,0,0,3,3,10,153
LGA17900,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,24,28,12,3,5,8,0,0,0,3,0,0,8,102,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,30,64,15,12,7,6,0,6,0,4,0,0,12,162,0,38,78,136,59,51,39,73,14,11,14,16,7,3,29,558
LGA17950,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,3,3,0,0,0,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,3,0,0,0,0,0,0,3,20,3,9,8,20,6,12,9,18,0,3,19,3,3,0,8,120
LGA18020,0,0,0,0,3,3,0,3,0,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,50,57,18,12,6,6,0,0,0,3,0,0,8,199,0,0,0,0,0,3,8,3,0,0,0,0,0,0,3,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,3,13,9,3,0,0,0,0,0,0,0,68,3,63,96,107,58,48,63,28,10,12,9,15,11,9,23,553
LGA18050,5,0,17,39,334,765,1087,267,69,63,40,38,39,31,40,2816,0,3,7,6,9,17,4,3,0,0,0,0,0,0,0,54,0,0,0,7,12,23,52,55,3,7,13,3,14,4,7,208,0,0,0,10,3,9,0,3,0,0,0,0,4,0,0,32,0,3,3,15,6,8,9,9,0,0,5,8,6,0,3,70,9,119,244,405,329,465,855,961,326,333,338,357,358,162,146,5409,0,3,15,30,58,91,146,173,50,57,70,91,114,51,24,979,0,0,0,9,37,19,8,9,0,8,6,0,7,0,7,104,0,0,3,3,13,18,25,12,4,0,0,3,0,0,0,78,18,240,447,588,794,932,877,900,222,283,346,497,772,554,314,7780,91,721,1321,1708,2372,3333,4388,3566,1025,1130,1262,1445,1741,1089,848,26028
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,26,3,0,4,0,0,0,0,0,0,0,4,79,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,8,0,0,0,0,26,0,33,44,42,15,7,13,12,0,3,7,7,4,0,14,207
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,10,23,33,17,8,3,18,0,0,0,0,3,0,7,123,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,9,0,0,0,3,0,0,0,3,36,3,40,51,67,41,40,35,36,6,0,8,8,9,3,15,360
LGA18230,0,0,0,0,4,12,29,15,3,4,3,8,7,0,0,95,0,0,0,0,3,10,18,47,12,13,6,4,17,0,3,142,0,0,0,0,3,0,5,5,0,0,0,0,5,0,0,31,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,84,125,173,63,43,39,27,12,3,21,11,10,3,31,645,0,0,12,13,9,6,9,7,0,3,0,0,0,0,3,67,0,0,0,0,9,3,5,14,3,3,3,0,5,7,10,56,0,0,4,0,3,0,8,44,0,0,0,0,10,5,0,82,3,17,39,50,30,14,44,208,33,29,29,27,24,46,50,631,18,192,275,370,243,283,357,763,146,165,158,137,165,110,220,3607
LGA18250,0,8,17,27,96,119,199,93,23,11,13,20,10,20,9,668,0,0,5,11,39,30,25,14,3,4,5,3,15,3,0,157,0,0,0,11,17,44,118,118,23,30,29,24,40,9,23,485,0,0,10,36,0,4,6,0,0,0,0,0,0,0,0,60,0,0,9,37,25,8,6,16,0,0,0,0,12,0,0,104,14,126,255,416,302,420,634,420,94,56,72,88,76,55,95,3123,7,5,3,56,47,67,121,85,13,34,31,32,52,31,23,608,0,0,3,8,145,50,26,46,10,14,13,7,14,16,10,365,0,0,3,3,9,15,19,7,3,0,3,0,0,0,0,56,22,119,230,399,349,737,759,635,130,126,211,215,286,180,117,4508,104,562,1231,2120,2796,5308,6709,5083,1192,1234,1417,1755,1994,1290,1048,33849
LGA18350,0,3,11,18,45,24,53,39,8,5,4,0,0,8,6,229,0,3,4,3,4,0,3,0,0,0,0,3,0,0,0,25,0,0,0,0,0,6,8,8,0,7,3,0,3,0,0,51,0,0,3,8,0,7,6,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,277,636,965,395,222,271,135,25,23,10,35,8,3,118,3154,0,0,3,49,29,25,34,21,6,3,0,3,3,3,3,188,0,0,0,0,12,0,5,8,7,3,0,4,3,14,4,59,0,0,3,3,5,3,12,12,0,0,0,0,0,0,3,39,3,66,120,263,109,91,90,160,20,14,15,18,16,13,35,1029,45,681,1154,1724,994,715,709,609,101,92,69,139,148,127,295,7607
LGA18400,0,0,3,15,15,11,57,45,0,4,7,3,0,0,3,156,0,0,3,0,3,0,4,0,0,0,0,3,0,3,3,22,0,0,0,0,0,4,12,4,0,0,0,6,5,0,3,41,0,0,3,7,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,14,8,145,395,773,308,236,161,68,7,10,16,10,10,8,94,2241,0,3,4,17,11,11,28,10,0,6,7,0,0,0,8,107,0,0,0,0,17,6,0,0,3,0,0,0,0,4,3,40,0,0,0,4,0,3,17,3,0,0,0,0,0,0,0,32,5,56,86,250,105,112,82,20,10,10,12,12,13,4,51,828,21,424,839,1427,788,718,622,282,61,57,81,49,65,36,266,5729
LGA18450,3,4,14,38,86,62,194,88,16,18,14,11,3,3,5,566,0,0,8,22,22,49,28,46,3,12,27,26,26,33,10,303,0,0,0,11,20,53,116,159,34,24,39,42,38,20,29,591,3,10,313,1686,303,256,119,70,0,10,4,6,4,0,105,2896,0,0,0,248,92,93,56,17,4,5,21,0,0,3,20,554,71,1056,1862,3488,972,611,739,527,89,120,119,88,77,38,360,10212,0,8,12,81,54,75,128,126,32,42,23,24,28,24,27,681,0,0,3,4,313,133,81,78,15,43,41,61,73,77,26,938,0,0,0,5,21,5,34,20,4,8,11,0,4,6,4,124,11,266,817,1772,760,823,909,786,138,177,278,495,337,294,316,8164,132,2960,5860,9268,4037,3724,4513,3648,812,1103,1453,1752,1699,1233,1727,43917
LGA18500,3,8,34,47,370,574,592,172,62,31,22,32,48,24,24,2052,0,0,3,12,20,19,9,4,0,0,0,3,5,0,3,77,0,0,10,3,9,14,28,27,4,5,3,5,4,0,11,126,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,17,0,3,4,13,5,8,9,8,0,4,0,0,0,0,0,52,22,172,219,421,337,362,702,561,168,174,195,193,206,101,99,3940,3,13,15,49,61,85,167,152,25,40,38,51,74,34,29,838,0,0,0,0,37,11,14,11,0,5,3,9,8,4,3,104,0,0,0,4,19,18,24,12,0,0,0,0,3,0,0,88,56,390,344,355,397,418,486,365,90,84,154,164,212,126,111,3762,177,1005,1061,1546,1978,2427,3018,2097,572,562,672,732,836,473,504,17647
LGA18710,0,0,3,0,3,0,6,23,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,104,204,76,63,76,24,18,4,9,0,0,0,24,661,0,0,0,7,4,6,23,11,3,4,3,0,0,0,0,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,15,0,12,25,41,36,32,40,8,0,3,3,7,3,0,6,215,5,134,201,376,205,173,244,139,33,26,25,20,18,16,53,1664
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,3,0,3,0,0,21,0,3,14,9,8,7,13,13,3,3,3,3,3,0,4,86
LGA19499,0,0,0,5,8,10,12,5,0,0,0,0,4,16,11,77,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,4,0,0,3,8,4,8,4,39,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,9,0,0,0,0,0,0,3,3,18,0,31,60,107,45,32,32,21,7,7,9,28,86,93,46,595,0,0,0,3,3,5,13,0,3,4,3,6,22,15,13,82,0,0,0,0,11,15,6,8,0,0,0,3,8,10,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,10,6,44,31,48,45,45,16,5,21,38,106,140,111,664,0,67,119,212,197,265,250,221,57,63,77,169,383,501,425,3012
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,0,0,0,0,4,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,0,0,0,3,19,0,15,13,28,16,14,10,8,6,5,0,4,3,0,22,142
LGA20110,0,0,0,4,6,0,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,142,140,51,28,47,16,0,0,3,4,3,3,28,534,0,0,0,11,3,8,7,0,0,4,5,0,0,0,0,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,15,42,46,17,17,20,18,0,0,0,5,5,4,6,216,8,268,389,304,159,116,147,91,9,18,19,33,32,28,76,1700
LGA20260,0,0,0,0,0,3,0,6,0,3,0,0,0,0,3,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,11,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,33,63,77,11,20,16,10,0,0,0,0,0,0,45,274,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,16,0,0,0,0,0,4,0,6,0,0,0,0,4,0,8,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,12,22,12,3,3,15,10,0,0,0,7,19,3,60,159,4,76,134,135,59,67,96,156,29,26,11,20,39,25,233,1106
LGA20570,0,3,3,15,19,11,81,33,11,9,0,3,9,7,4,210,0,0,0,0,8,10,16,45,10,9,12,3,3,0,3,122,0,0,0,3,0,13,25,21,3,3,3,10,14,3,6,111,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,0,0,0,4,0,0,0,0,0,0,0,17,11,287,554,657,250,156,204,165,43,38,35,28,27,9,100,2583,0,0,13,27,20,27,58,31,11,16,7,7,10,0,3,233,0,0,0,0,14,13,5,26,0,3,12,9,3,3,8,93,0,0,0,3,3,0,18,13,3,0,0,0,0,0,0,45,0,78,99,132,78,94,226,264,29,47,22,34,44,49,36,1229,24,893,1164,1203,698,688,1269,1567,268,367,303,269,326,251,380,9655
LGA20660,0,0,11,24,57,50,103,97,15,3,5,9,20,4,11,413,3,12,22,50,67,209,146,109,19,29,18,19,36,23,10,767,0,0,0,4,22,34,58,57,10,10,10,9,8,4,14,244,0,10,66,173,33,62,29,7,0,0,0,0,3,0,9,398,0,3,3,35,10,15,6,7,0,0,0,0,0,4,0,80,31,319,676,832,494,393,530,388,91,59,69,58,55,19,106,4113,0,3,20,47,46,48,87,79,27,28,30,25,31,7,13,473,0,0,0,4,186,119,79,94,23,30,29,59,55,36,21,731,0,0,4,3,8,0,25,14,4,7,3,3,0,0,0,73,14,216,278,531,321,688,851,576,163,152,148,185,168,82,112,4477,95,1810,3030,3218,2357,3615,4489,3913,910,892,935,958,981,576,824,28609
LGA20740,0,0,0,12,16,12,16,6,3,0,0,6,0,0,0,71,0,0,6,17,6,4,0,9,0,0,0,0,0,0,0,42,0,0,0,0,0,7,9,12,8,7,10,3,3,0,8,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,23,250,519,634,198,107,99,60,21,7,9,9,14,3,89,2029,0,3,3,14,15,9,10,5,0,3,0,9,3,0,0,78,0,0,0,3,9,0,6,8,3,0,4,0,0,0,0,37,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,43,58,91,49,34,56,77,7,15,9,3,3,0,16,467,29,632,942,1013,522,332,362,370,68,70,59,59,53,25,200,4740
LGA20830,0,0,4,13,22,17,23,33,4,6,6,0,0,0,4,131,0,0,6,10,9,15,10,19,0,0,3,3,0,0,3,73,0,0,0,0,0,4,4,9,0,3,0,0,7,0,3,36,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,11,254,473,596,218,102,144,121,10,34,29,18,3,3,64,2067,0,9,0,19,14,6,22,8,0,5,3,5,0,0,0,103,0,0,0,0,0,5,0,7,0,0,0,0,3,0,7,22,0,0,0,0,3,0,6,8,3,4,0,0,0,0,0,22,5,38,68,134,70,63,66,64,17,17,4,10,22,8,35,614,22,651,885,1032,582,399,540,478,83,106,73,76,73,30,211,5253
LGA20910,0,4,4,41,135,185,341,214,25,30,27,38,51,52,17,1162,0,8,21,73,45,61,23,9,0,4,5,3,0,3,9,257,0,0,0,3,15,9,28,32,3,13,13,4,4,6,4,143,0,3,3,14,14,3,4,0,0,0,0,0,0,0,3,39,0,3,3,46,19,19,18,5,0,0,4,0,3,0,0,128,40,408,730,911,603,658,1210,1003,272,240,233,206,223,132,155,7013,0,5,15,56,60,81,181,148,37,41,51,55,64,50,22,866,0,0,0,3,74,21,11,20,4,5,4,0,10,3,7,168,0,0,0,6,14,9,17,17,3,0,0,0,4,3,0,73,26,260,289,423,534,948,685,398,123,121,98,142,113,63,103,4323,145,1366,2166,2714,2464,3274,4162,3212,764,801,776,857,916,562,652,24830
LGA21010,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,5,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,121,101,30,11,19,8,3,0,0,3,3,0,21,382,0,0,0,7,3,3,6,0,0,0,3,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,15,24,26,15,7,14,19,0,3,0,3,4,0,5,129,8,155,253,172,105,55,123,80,11,16,14,14,23,3,52,1094
LGA21110,3,0,33,62,182,171,302,156,13,21,13,21,17,10,14,1017,0,12,36,140,135,263,197,167,28,30,44,39,64,55,34,1243,0,0,0,14,23,37,114,108,16,32,19,31,37,17,22,462,0,17,32,36,0,18,14,9,0,0,0,0,0,0,3,137,0,0,3,43,24,26,21,12,4,4,6,11,7,9,8,173,75,428,735,1003,559,653,867,626,178,129,115,112,143,61,162,5851,0,6,30,93,91,116,242,165,58,41,35,58,59,33,47,1080,0,0,5,34,768,292,121,191,49,60,80,93,133,82,60,1976,0,0,0,0,19,15,47,30,5,0,3,3,5,3,0,129,44,378,338,539,497,937,838,739,149,203,245,331,371,283,248,6134,226,2118,3478,4053,4716,7265,8089,7262,1606,1919,2173,2593,2896,1727,1618,51744
LGA21180,0,3,3,5,32,24,60,27,4,3,0,5,3,0,0,181,0,3,7,60,55,294,255,365,96,316,209,89,55,46,47,1907,0,0,0,7,41,102,109,118,32,14,21,28,15,18,20,534,0,6,103,1721,338,377,232,67,17,14,33,23,26,3,103,3075,0,0,7,200,124,105,115,43,8,9,12,7,5,10,32,663,4,229,427,629,245,140,131,134,42,21,17,29,15,6,94,2165,0,0,3,16,18,32,44,63,10,15,12,5,16,5,8,254,0,0,6,36,4443,7198,3137,2736,471,549,786,626,566,278,879,21705,0,0,0,4,4,8,10,24,0,4,4,0,7,0,0,72,3,460,663,2337,2060,2984,3542,2824,566,766,852,699,726,381,589,19444,36,3144,6163,10137,10033,16073,12568,13556,2361,3356,4002,3356,3090,1818,3300,93001
LGA21270,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,33,7,12,0,0,0,0,3,0,0,0,6,108,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,7,4,0,0,3,3,0,0,0,33,3,27,50,54,36,32,33,44,0,8,16,8,6,4,18,344
LGA21370,0,0,0,5,3,0,8,11,3,0,0,0,0,0,0,32,0,0,0,3,0,0,0,12,4,0,7,0,0,0,3,31,0,0,0,0,0,3,3,7,3,0,4,3,0,0,0,25,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,11,5,129,224,204,76,36,25,29,8,10,0,3,3,3,40,791,0,0,0,8,6,5,10,3,3,0,5,0,3,0,4,52,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,4,0,3,3,0,0,5,0,0,0,0,14,0,30,35,39,20,24,17,18,4,9,13,10,3,3,13,239,17,323,411,357,211,192,227,269,69,70,68,49,71,41,134,2506
