LGA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
LGA20910,22051,63663,4545,8654,3789,9272,8336,17927,2108,3690,1042,1761,1135,1919,3,8,4296,7385,0,3,0,4,0,0,189,402,193,407,154,391,35037,89772,4253,..,39290,89772
LGA21010,5082,11539,65,95,0,4,61,103,304,415,38,48,41,54,0,0,379,519,3,11,16,25,0,8,9,19,33,61,34,74,5594,12294,776,..,6367,12294
LGA21110,33568,102076,7711,16516,4558,11924,12272,28444,5665,10669,4426,8195,3530,6049,0,3,13622,24915,6,11,0,7,3,3,178,406,181,425,204,463,59849,156325,6488,..,66338,156325
LGA21180,50486,155941,5055,12648,3005,8779,8056,21427,2463,5476,149,283,108,250,34,71,2753,6076,5,13,23,28,3,3,122,357,151,405,122,290,61562,184136,4376,..,65941,184136
LGA21270,2324,5230,36,44,0,5,35,49,56,67,0,0,0,0,0,0,56,67,10,15,4,3,0,0,19,35,30,55,12,18,2455,5435,494,..,2947,5435
LGA21370,12443,30979,768,1146,17,30,786,1173,442,642,0,0,0,0,5,9,446,648,63,84,39,58,4,12,27,60,124,211,52,133,13855,33144,1988,..,15836,33144
LGA21450,28330,82831,1771,3456,556,1291,2330,4746,138,198,0,0,0,0,0,5,137,206,31,39,78,109,11,12,12,35,128,197,80,187,31009,88161,2418,..,33430,88161
LGA21610,82465,262516,6472,15287,1836,5117,8309,20408,903,1613,39,64,15,39,3,11,961,1729,42,59,98,142,3,12,119,329,263,534,133,335,92127,285516,5772,..,97900,285516
LGA21670,4932,11105,318,459,3,5,317,469,73,89,0,0,0,0,0,0,76,87,48,64,14,18,12,8,32,61,101,154,25,44,5445,11858,847,..,6289,11858
LGA21750,7262,17556,531,731,36,58,561,787,52,85,0,0,0,0,0,0,59,87,29,38,19,36,4,12,24,62,76,146,46,94,8005,18670,3015,..,11022,18670
LGA21830,5697,13705,102,125,5,7,105,132,133,189,0,0,0,0,0,0,135,194,3,3,10,18,0,0,16,36,24,55,67,163,6022,14254,1210,..,7230,14254
LGA21890,32209,89006,8390,17638,5831,13715,14221,31354,4715,8113,1279,2191,1812,3211,5,8,7808,13526,0,0,4,11,0,0,304,677,307,693,189,409,54736,134978,5081,..,59814,134978
LGA22110,16102,36862,579,864,62,111,649,976,306,464,0,0,0,0,3,0,305,466,105,141,135,198,18,37,44,92,297,470,213,391,17564,39163,4931,..,22497,39163
LGA22170,39300,106024,6744,11602,1799,3806,8550,15408,1121,1774,136,199,71,99,9,9,1343,2079,26,51,363,471,0,4,46,118,436,645,67,127,49687,124287,4169,..,53858,124287
LGA22250,4048,9240,10,12,0,0,10,12,111,138,0,0,0,0,0,0,111,138,30,45,0,0,0,0,15,24,42,70,13,21,4219,9474,773,..,4993,9474
LGA22310,26458,77363,7837,16989,4822,13192,12661,30178,9556,18485,2235,4152,1012,1797,20,38,12825,24463,0,0,0,0,0,0,178,397,181,400,171,399,52296,132803,5015,..,57316,132803
LGA22410,7067,16368,185,247,19,34,203,282,249,340,6,6,8,5,0,3,266,355,21,26,19,22,5,5,23,46,66,101,46,89,7644,17195,1664,..,9313,17195
LGA22490,7093,20049,17,38,0,0,17,38,24,42,0,0,0,0,0,0,24,42,8,14,3,17,9,27,6,23,31,85,19,38,7184,20255,783,..,7965,20255
LGA22620,37175,93825,2818,4394,391,765,3211,5154,490,798,56,87,17,18,0,0,561,902,90,116,78,114,7,12,58,127,241,372,179,379,41361,100630,5013,..,46379,100630
LGA22670,34738,109986,5837,14331,2258,6741,8098,21069,4447,9899,437,892,313,651,17,41,5209,11484,105,128,90,157,10,24,184,526,392,836,130,282,48563,143653,3524,..,52083,143653
LGA22750,74212,190139,7763,12797,1729,3458,9490,16258,2150,3384,114,164,186,307,8,11,2457,3872,69,112,242,320,3,6,241,695,559,1139,276,601,86995,212004,14206,..,101199,212004
LGA22830,19902,52544,2066,3569,97,196,2156,3766,144,226,21,30,0,0,0,0,166,258,113,154,141,195,12,18,41,117,303,487,53,141,22583,57196,2471,..,25055,57196
LGA22910,5413,12176,116,153,6,10,125,161,49,62,0,0,0,0,0,6,52,73,25,30,5,11,9,13,304,677,345,734,97,218,6029,13360,2032,..,8067,13360
LGA22980,2092,4736,103,211,8,10,111,219,72,89,0,0,0,0,0,0,72,89,7,12,0,0,4,11,3,12,11,27,27,56,2320,5119,574,..,2889,5119
LGA23110,21470,58766,4567,9812,3971,10483,8540,20296,1761,3044,200,310,305,525,0,0,2264,3883,23,38,20,21,6,10,79,179,128,249,107,239,32508,83427,2947,..,35457,83427
LGA23190,6819,16512,433,600,11,27,446,625,399,574,0,0,0,0,0,0,399,574,5,9,3,9,3,3,14,28,24,46,30,66,7721,17825,1110,..,8829,17825
LGA23270,51768,166733,3861,9306,1903,5334,5756,14639,2005,4570,3,10,102,237,4,8,2113,4824,19,26,174,222,0,9,136,439,330,697,148,388,60129,187279,4150,..,64276,187279
LGA23350,5472,13528,98,152,0,0,98,152,218,319,0,0,0,0,0,0,218,319,16,19,16,29,0,0,28,56,59,107,40,91,5897,14194,727,..,6625,14194
LGA23430,33536,96294,9241,18184,5149,13116,14392,31296,5975,10790,822,1478,756,1304,9,21,7565,13594,46,60,160,202,0,0,123,262,333,525,212,473,56036,142186,5029,..,61066,142186
LGA23670,45452,130784,4612,8745,1904,4570,6516,13311,920,1461,254,408,149,247,6,7,1322,2120,26,39,102,130,0,0,139,401,269,567,104,203,53657,146986,3645,..,57300,146986
LGA23810,24827,60819,1604,2273,106,216,1710,2487,1453,2041,0,0,0,0,0,0,1458,2036,25,35,60,88,5,7,14,26,112,157,105,173,28211,65681,3827,..,32038,65681
LGA23940,2792,6235,11,15,0,0,11,15,50,66,0,0,0,0,0,0,50,66,30,48,11,11,6,18,15,33,67,114,47,106,2964,6530,844,..,3806,6530
LGA24130,14735,40344,676,1117,12,29,694,1147,146,224,0,0,0,4,6,11,154,232,14,13,18,25,7,9,48,102,79,148,67,140,15728,42016,1858,..,17586,42016
LGA24210,30872,89460,2657,5616,3688,10312,6348,15935,1089,2247,479,913,1102,2115,6,9,2668,5285,14,26,4,7,0,0,23,54,35,84,150,262,40074,111025,3813,..,43887,111025
LGA24250,3077,6982,48,77,0,0,48,77,17,32,0,0,0,0,0,0,17,32,9,20,8,13,3,9,14,31,37,68,25,46,3207,7202,2381,..,5587,7202
LGA24330,15576,43640,2543,5416,4878,13250,7422,18667,3203,6273,1567,2955,2380,4266,36,81,7182,13572,0,5,14,28,0,0,162,381,174,417,131,235,30481,76524,2962,..,33445,76524
LGA24410,35525,95156,2445,4638,929,2117,3373,6751,425,883,365,651,151,246,0,0,942,1780,0,3,3,16,0,0,19,54,29,74,100,230,39962,103993,3065,..,43028,103993
LGA24600,1657,4352,2377,5303,4875,12695,7253,17992,1689,3345,4800,8907,41048,81250,24,50,47554,93548,0,0,4,14,52,59,97,217,156,286,394,786,57012,116968,9720,..,66733,116968
LGA24650,36502,114771,3223,7507,1423,4040,4643,11547,203,437,47,98,89,190,4,6,347,728,40,62,63,90,4,7,17,56,125,214,85,228,41704,127492,2710,..,44411,127492
LGA24780,16631,43192,1650,2714,61,113,1709,2828,1142,1748,0,0,0,0,0,0,1146,1745,109,161,87,164,7,15,23,40,224,377,106,239,19817,48391,2368,..,22180,48391
LGA24850,12761,35252,408,687,47,94,454,787,363,535,0,4,0,4,0,0,364,544,31,40,39,60,8,8,13,23,87,131,51,131,13725,36848,1427,..,15155,36848
LGA24900,9853,24107,310,460,25,57,329,520,497,706,0,0,3,3,3,3,496,709,38,53,35,67,4,11,24,57,105,184,108,217,10899,25737,2017,..,12917,25737
LGA24970,44601,129577,5380,12788,4225,12477,9602,25264,5590,13116,997,1892,1176,2032,8,14,7768,17048,3,12,3,3,4,3,38,85,41,105,206,488,62221,172476,5594,..,67822,172476
LGA25060,24992,70388,4174,8806,4853,12079,9028,20877,3464,6340,2968,5156,2718,5572,6,15,9160,17079,0,0,0,5,0,0,179,398,188,409,151,320,43513,109082,4107,..,47626,109082
LGA25150,10156,27714,661,1255,75,150,735,1404,129,162,0,0,0,0,0,0,131,167,14,14,22,28,6,8,30,83,77,141,52,102,11145,29522,1258,..,12403,29522
LGA25250,34444,95696,7382,15614,8698,21304,16083,36920,4866,8806,1456,2517,3832,6608,27,74,10188,18008,5,24,3,3,0,0,260,625,275,651,231,558,61218,151829,5963,..,67180,151829
LGA25340,48672,124336,4403,7306,1374,2900,5776,10204,2622,4084,52,86,23,49,8,13,2706,4236,133,180,299,406,14,31,22,59,472,669,167,311,57791,139762,27890,..,85684,139762
LGA25430,6949,15545,260,367,11,12,266,380,56,59,0,0,0,0,0,0,57,66,12,20,9,11,5,6,16,32,43,72,58,123,7374,16189,1352,..,8726,16189
LGA25490,5687,14441,72,98,17,35,85,132,23,41,0,0,0,0,0,3,26,48,16,23,6,6,4,6,27,54,46,91,46,109,5897,14818,1679,..,7575,14818
LGA25620,4870,11347,127,192,0,0,134,195,57,71,0,0,0,0,3,3,54,71,72,96,45,57,24,49,18,45,152,244,48,101,5263,11959,1762,..,7028,11959
LGA25710,18502,55332,332,557,345,826,682,1379,487,876,17,22,0,3,0,4,506,908,7,13,0,7,3,10,4,20,15,45,56,138,19759,57795,1307,..,21062,57795
LGA25810,4333,9749,87,109,0,4,87,112,166,224,0,0,0,0,0,0,163,227,25,35,16,23,0,0,13,24,56,85,52,113,4695,10291,959,..,5652,10291
LGA25900,3974,10900,5788,13401,4974,12306,10764,25700,6591,11380,10800,17772,12262,21318,49,89,29702,50560,3,11,3,3,0,0,482,854,484,865,183,328,45110,88357,7142,..,52253,88357
LGA25990,2653,6004,0,3,0,0,0,3,21,33,0,0,0,0,0,0,21,33,13,11,7,24,3,6,3,4,27,48,18,44,2723,6128,626,..,3344,6128
LGA26080,1048,2187,63,93,20,35,80,129,32,36,0,0,0,0,0,0,32,36,0,0,0,3,0,0,8,25,13,28,11,15,1181,2403,1500,..,2676,2403
LGA26170,10155,24492,240,332,10,15,249,345,250,352,0,0,0,0,7,8,254,364,32,36,5,9,3,12,42,71,80,130,49,102,10796,25423,4155,..,14943,25423
LGA26260,5936,13687,166,244,8,10,177,255,106,141,0,0,0,0,0,3,106,147,8,11,4,3,0,4,28,61,38,76,71,128,6326,14295,1293,..,7618,14295
LGA26350,11898,34940,4952,10615,4106,9590,9065,20204,5822,10590,8127,13850,8381,13887,9,15,22347,38340,0,4,8,14,0,7,247,442,257,470,159,325,43724,94284,6687,..,50408,94284
LGA26430,3866,8653,119,145,5,7,120,154,94,131,0,0,0,0,0,0,94,131,27,34,19,24,7,11,15,34,61,109,24,42,4174,9089,1136,..,5307,9089
LGA26490,9358,24835,272,478,314,719,583,1199,86,129,38,54,10,10,0,3,129,197,3,23,11,22,8,10,14,31,43,87,46,115,10163,26435,7332,..,17497,26435
LGA26610,6294,16131,272,425,11,8,276,435,410,678,0,0,0,3,3,0,412,684,48,93,38,57,10,27,19,50,113,224,103,249,7198,17723,925,..,8120,17723
LGA26670,2259,5109,24,35,0,0,24,35,12,16,0,0,0,0,0,0,12,16,13,23,4,10,0,0,8,14,24,43,15,34,2333,5234,587,..,2917,5234
LGA26700,9726,23765,1012,1448,49,75,1066,1524,75,104,0,0,4,3,0,6,78,117,27,41,20,35,3,8,20,42,71,124,35,87,10980,25615,1371,..,12348,25615
LGA26730,10316,26598,1220,1869,319,577,1537,2444,565,799,75,96,0,0,0,3,645,897,7,26,63,115,0,0,4,14,79,151,60,122,12637,30208,1588,..,14225,30208
LGA26810,14918,35821,466,640,81,120,541,764,364,532,31,68,0,0,0,0,399,605,61,104,44,70,6,15,42,74,152,258,77,175,16082,37623,4844,..,20934,37623
LGA26890,1524,3436,23,33,0,0,23,33,15,20,0,0,0,0,0,0,15,20,3,0,0,0,0,0,10,26,19,32,4,9,1586,3523,574,..,2158,3523
LGA26980,39612,113897,9638,19700,4265,11729,13902,31438,2053,3982,1369,2536,1162,1961,13,31,4594,8514,3,10,4,7,0,6,45,107,48,125,148,324,58308,154303,5347,..,63654,154303
LGA27070,53377,163152,4846,12245,3266,8855,8110,21096,1384,3120,438,714,238,453,0,3,2062,4281,0,0,3,9,0,3,20,78,25,92,108,270,63678,188900,4457,..,68131,188900
LGA27170,12316,32323,1382,2209,108,212,1492,2419,333,509,0,0,0,0,0,3,333,510,15,30,9,20,3,3,18,43,46,92,78,187,14260,35528,1363,..,15626,35528
LGA27260,55956,178607,7013,18739,2285,6356,9298,25100,1366,2987,42,65,81,143,4,3,1486,3198,107,147,6,20,0,3,13,37,123,213,82,192,66946,207308,4981,..,71927,207308
LGA27350,5083,13025,8224,18771,5872,14414,14091,33188,3564,6181,4308,7359,8788,16841,11,21,16670,30399,0,3,0,3,0,0,217,491,223,497,189,399,36254,77501,4069,..,40316,77501
LGA27450,48543,133685,2139,3480,512,1049,2647,4531,179,318,49,87,8,12,8,14,243,429,115,156,95,127,18,49,39,101,265,434,205,461,51905,139538,4742,..,56640,139538
LGA27630,2555,5699,15,21,0,0,15,21,46,56,0,0,0,0,0,0,50,57,7,6,0,0,0,0,24,44,29,53,32,72,2679,5892,680,..,3358,5892
LGA29399,46,91,3,10,4,17,6,22,34,91,13,37,35,104,0,0,86,234,3,4,3,10,0,0,0,0,8,11,5,17,151,377,499,..,651,377
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA30250,227,1122,7,16,0,3,14,21,20,35,0,0,0,0,0,0,20,35,0,0,3,7,0,0,0,0,3,7,0,0,259,1187,85,..,344,1187
LGA30300,1428,3623,4,16,0,0,4,16,32,54,0,0,0,0,0,0,32,54,30,39,5,8,3,3,11,13,42,66,23,53,1539,3812,442,..,1976,3812
LGA30370,4602,12159,45,66,15,40,64,112,181,298,0,0,0,0,0,4,183,306,55,91,14,23,4,6,12,21,83,134,42,90,4965,12799,1209,..,6172,12799
LGA30410,1019,2376,0,0,0,0,0,0,19,26,0,0,0,0,0,0,23,27,33,54,0,3,0,0,0,3,38,57,19,47,1096,2516,226,..,1318,2516
LGA30450,95,209,0,3,0,0,0,3,11,10,0,0,0,0,0,0,11,10,6,10,0,0,0,0,0,0,4,11,0,0,110,230,67,..,176,230
LGA30760,701,1629,26,26,0,0,26,26,7,6,0,0,0,0,0,0,7,6,16,30,0,0,0,3,5,16,21,49,9,10,761,1724,144,..,907,1724
LGA30900,111,275,5,7,0,0,5,7,0,4,0,0,0,0,0,0,0,4,3,8,0,0,0,0,3,4,5,15,6,20,135,316,22,..,158,316
LGA31000,272437,792916,8259,14674,33858,79222,42115,93894,26027,45613,28560,52788,31351,60119,84,172,86018,158696,504,720,730,1107,68,101,508,1313,1809,3234,1776,3579,404159,1052313,36949,..,441109,1052313
LGA31750,114,279,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,3,8,6,9,125,299,7,..,130,299
LGA31820,30258,76712,1901,2974,437,744,2335,3716,1666,2566,30,57,126,215,3,3,1821,2848,390,632,159,212,63,135,54,118,670,1099,159,350,35244,84719,5160,..,40403,84719
LGA31900,5781,14475,37,62,8,14,43,78,517,781,0,0,0,0,0,0,522,785,92,166,7,9,18,32,20,51,138,257,51,81,6530,15674,1106,..,7641,15674
LGA31950,62,245,0,4,0,0,0,4,0,3,0,0,0,3,0,0,0,6,11,49,0,0,3,5,4,5,13,63,9,19,91,342,21,..,110,342
LGA32080,39903,111528,2832,5233,2511,4644,5334,9881,5340,9536,3176,6175,1065,2052,9,28,9591,17790,240,426,184,279,23,43,95,224,541,977,422,776,55790,140947,6483,..,62272,140947
LGA32250,523,1483,6,7,0,0,6,7,26,42,0,0,0,0,0,0,26,42,61,123,5,5,7,24,0,3,77,154,25,54,655,1741,115,..,772,1741
LGA32260,9198,22987,186,309,46,79,226,388,688,1312,24,42,21,48,3,3,742,1407,181,315,48,69,22,39,133,237,377,661,87,185,10621,25624,1767,..,12390,25624
LGA32270,7524,21114,249,432,71,145,322,582,512,843,3,0,0,0,0,3,515,846,128,245,18,37,66,118,20,38,238,440,311,738,8906,23712,2792,..,11706,23712
LGA32310,3835,9451,62,111,3,3,64,112,143,212,0,0,0,0,3,4,144,212,61,103,3,10,0,0,22,39,89,153,31,82,4157,10009,739,..,4898,10009
LGA32330,263,1182,8,18,0,7,6,26,8,11,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,281,1222,15,..,301,1222
LGA32450,729,1977,17,30,3,0,13,38,85,129,0,0,0,0,0,0,85,129,55,95,4,9,0,0,3,4,60,106,27,68,922,2316,292,..,1213,2316
LGA32500,1128,2914,8,20,0,0,8,20,88,134,0,0,0,0,0,0,88,134,73,160,29,57,34,63,11,34,150,319,20,36,1400,3426,260,..,1653,3426
LGA32600,76,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,0,0,0,0,7,12,3,15,85,215,42,..,129,215
LGA32750,80,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,5,8,3,5,86,216,35,..,119,216
LGA32770,205,1194,4,18,19,38,22,54,39,137,0,0,0,0,0,0,39,137,0,4,0,0,0,0,0,0,4,10,0,0,268,1396,21,..,290,1396
LGA32810,3025,7533,229,432,242,496,475,930,382,668,70,146,29,54,0,0,480,868,69,125,38,64,13,18,26,54,143,259,75,186,4197,9773,903,..,5108,9773
LGA33100,248,602,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,40,50,0,13,4,5,0,3,51,74,16,38,319,720,93,..,413,720
LGA33200,387,895,171,400,0,0,171,400,4,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,3,0,3,27,47,586,1352,184,..,770,1352
LGA33220,33377,82709,1990,3106,1183,2037,3173,5144,822,1240,175,260,224,372,3,5,1225,1880,576,913,200,333,85,192,35,92,896,1525,321,640,38988,91897,5027,..,44016,91897
LGA33360,18624,50697,431,741,561,1117,989,1856,947,1515,156,237,231,380,0,0,1340,2143,266,439,35,69,34,72,15,53,357,631,69,130,21378,55450,5087,..,26463,55450
LGA33430,115758,341675,15091,30080,25935,60751,41021,90830,8090,14801,13239,23991,18115,34221,39,69,39485,73087,893,1320,465,711,36,74,88,220,1476,2325,933,1781,198668,509700,23347,..,222020,509700
LGA33610,3357,8498,47,86,34,54,81,136,230,364,0,0,6,14,0,0,241,374,32,46,11,23,10,12,18,33,66,109,55,133,3793,9249,624,..,4419,9249
LGA33620,16909,42232,518,836,273,438,795,1273,384,523,29,56,0,0,6,3,419,583,223,357,115,158,68,136,47,109,455,761,95,208,18676,45062,2653,..,21332,45062
LGA33800,3909,9214,41,64,5,3,47,71,212,278,0,0,0,0,0,0,215,285,58,104,0,3,12,20,9,25,82,151,22,46,4268,9765,859,..,5125,9765
LGA33830,220,783,7,26,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,807,30,..,260,807
LGA33960,56966,166797,3159,5704,2106,4669,5262,10374,783,1209,113,212,39,62,10,24,948,1509,237,342,25,39,8,18,48,130,321,529,163,361,63661,179566,5017,..,68676,179566
LGA33980,5339,15236,146,266,212,377,353,645,276,489,14,21,8,12,7,7,312,538,84,157,24,41,16,31,10,17,128,245,52,121,6186,16785,3253,..,9440,16785
LGA34420,173,678,37,99,34,87,66,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,864,26,..,266,864
LGA34530,10934,29023,378,574,116,198,495,769,595,887,65,109,74,125,0,3,733,1116,188,317,101,158,38,63,9,18,340,550,148,224,12654,31688,2377,..,15028,31688
LGA34570,146,615,3,0,0,0,3,0,3,9,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,0,0,3,0,0,155,634,36,..,193,634
LGA34580,11865,32574,286,609,36,107,323,712,224,434,0,0,0,0,5,26,233,459,71,93,75,133,10,26,195,558,352,806,102,284,12872,34839,949,..,13822,34839
LGA34590,83533,255360,3225,6203,6897,15940,10127,22134,2346,4446,220,416,47,94,53,112,2664,5071,307,452,149,201,20,54,123,374,604,1083,295,686,97224,284335,6945,..,104164,284335
LGA34710,1207,2852,36,50,4,13,41,58,61,87,0,0,0,0,0,0,61,87,33,72,6,8,5,4,5,3,42,85,12,35,1366,3119,416,..,1781,3119
LGA34770,34580,92058,2350,4029,1075,1983,3428,6009,1528,2524,51,78,295,526,4,11,1871,3140,356,584,84,132,86,179,23,72,545,967,242,454,40669,102630,6378,..,47045,102630
LGA34800,242,611,9,9,0,0,10,9,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,3,9,9,22,15,23,270,668,139,..,406,668
LGA34830,74,276,0,3,0,0,0,3,4,4,0,0,0,0,0,0,4,4,0,0,0,0,3,8,0,0,3,8,0,0,84,295,13,..,100,295
LGA34860,4148,10391,128,182,16,27,141,203,55,98,0,0,4,3,4,13,58,113,43,85,6,4,7,22,6,17,57,125,33,84,4439,10915,1359,..,5801,10915
LGA34880,6748,17349,100,208,13,16,115,229,199,332,3,5,51,73,0,3,252,417,137,210,17,28,63,106,25,58,242,404,58,144,7408,18533,1025,..,8432,18533
LGA35010,122497,352920,8107,14543,8074,17429,16179,31974,4316,6448,1177,1847,1884,3242,35,53,7409,11595,678,986,437,604,38,87,63,165,1220,1844,362,810,147666,399133,11651,..,159314,399133
LGA35250,224,970,4,4,17,39,22,46,4,8,0,0,0,0,0,0,4,6,0,0,3,3,0,0,0,0,6,7,0,0,261,1029,46,..,300,1029
LGA35300,4668,13571,785,1449,124,220,907,1672,338,655,4,10,0,0,0,0,349,663,66,135,0,4,0,4,16,52,82,197,68,147,6078,16252,1254,..,7335,16252
LGA35600,1484,3655,44,60,0,0,48,64,38,61,0,0,0,0,0,0,38,61,18,33,0,5,0,0,11,27,31,68,14,30,1611,3873,403,..,2015,3873
LGA35670,189,810,36,84,3,4,40,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,12,9,22,0,0,235,917,23,..,258,917
LGA35740,15965,40767,981,1565,1453,2676,2436,4240,968,1648,399,696,83,152,3,3,1452,2500,75,119,22,29,38,84,9,18,145,247,146,314,20143,48073,4671,..,24815,48073
LGA35760,3569,8461,27,38,3,9,31,44,95,167,0,0,0,3,0,3,96,172,106,196,27,64,40,70,21,38,191,365,30,74,3916,9115,904,..,4814,9115
LGA35780,567,2411,50,124,4,11,47,137,17,43,3,3,0,0,0,0,21,47,5,6,5,6,15,27,4,14,32,60,4,10,676,2665,70,..,743,2665
LGA35790,397,2144,13,22,21,52,34,78,27,73,0,0,0,0,0,0,27,73,0,5,0,7,19,48,0,0,19,57,0,0,483,2346,18,..,499,2346
LGA35800,598,1360,15,16,0,0,15,16,4,3,0,0,0,0,0,0,4,3,7,23,0,0,0,0,7,13,16,36,15,27,647,1446,111,..,751,1446
LGA36070,175,615,0,0,0,3,0,3,36,84,0,0,0,0,0,0,36,84,0,0,0,3,4,10,0,0,6,16,0,0,218,711,39,..,257,711
LGA36150,288,675,0,0,0,0,0,0,25,24,0,0,0,0,0,0,25,24,0,4,3,3,3,3,0,0,8,10,0,12,319,723,39,..,360,723
LGA36250,44559,125246,2457,3956,2468,4945,4931,8901,1882,2928,251,451,225,365,3,0,2362,3742,119,167,221,324,8,24,20,36,370,555,223,424,52446,138873,5317,..,57762,138873
LGA36300,271,684,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,7,4,19,10,24,295,732,92,..,394,732
LGA36370,24867,65403,1446,2392,522,825,1968,3216,1041,1734,35,60,81,139,11,29,1177,1958,119,195,32,56,33,74,39,107,228,433,131,292,28375,71294,4096,..,32470,71294
LGA36510,13100,34894,410,637,90,157,500,792,156,227,46,56,3,5,3,7,202,286,115,177,25,48,19,38,42,85,196,357,47,107,14043,36443,1493,..,15533,36443
LGA36580,8279,21750,73,153,12,25,81,182,36,65,0,0,0,4,0,3,39,67,68,115,9,26,11,20,13,28,99,190,86,172,8579,22361,1064,..,9644,22361
LGA36630,11275,27578,312,466,12,18,321,484,403,586,0,0,0,0,3,3,409,590,120,208,13,26,43,82,28,63,204,375,49,120,12265,29154,1927,..,14188,29154
LGA36660,12046,30009,657,979,43,96,703,1077,330,484,0,0,0,0,3,7,334,495,90,143,36,55,25,53,32,66,184,322,89,196,13355,32098,2044,..,15401,32098
LGA36720,79971,220195,7919,13250,5609,11655,13524,24902,4956,8703,2492,4594,5418,10147,56,88,12917,23527,810,1288,666,950,41,82,76,201,1586,2519,590,1186,108589,272331,13560,..,122145,272331
LGA36820,8462,20819,220,328,37,58,258,380,407,640,0,0,0,0,0,3,412,642,146,221,32,39,19,36,30,65,221,361,46,126,9397,22327,1573,..,10974,22327
LGA36910,48398,129293,5096,8262,1368,2401,6466,10666,2490,4187,59,77,73,119,4,11,2638,4390,146,233,25,85,27,58,112,317,322,696,385,802,58204,145838,6351,..,64557,145838
LGA36950,722,2598,26,82,35,99,61,180,84,247,10,28,0,0,0,0,100,274,0,0,5,13,12,29,7,16,21,53,0,0,908,3113,81,..,988,3113
LGA36960,922,3930,48,152,4,11,51,154,8,20,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,11,4,7,0,0,988,4119,135,..,1120,4119
LGA37010,53162,146453,4072,6554,2701,4876,6771,11432,2016,3315,1366,2305,1465,2656,8,20,4858,8291,377,652,112,196,33,80,38,97,560,1020,253,507,65599,167707,8700,..,74301,167707
LGA37300,722,2363,158,411,194,434,354,838,38,55,0,0,0,0,0,0,38,55,15,26,3,3,7,16,0,0,30,49,0,9,1148,3315,229,..,1379,3315
LGA37310,10334,26874,441,806,24,58,467,865,353,586,0,0,3,7,4,0,363,586,52,84,12,17,11,24,38,87,111,215,81,193,11350,28729,2546,..,13899,28729
LGA37340,8900,22995,425,767,490,984,919,1748,771,1430,157,276,41,74,3,5,976,1780,184,359,44,83,13,31,25,43,271,519,195,441,11255,27493,2220,..,13474,27493
