LGA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
LGA20910,3,20,19,114,46,30,24,15,9,270,0,10,6,42,36,47,79,71,51,341,7,27,17,30,18,11,8,0,0,117,0,14,10,15,8,3,0,0,0,45,0,0,0,8,12,13,4,0,3,44,7,3,10,47,36,30,18,8,5,160,0,0,0,0,4,12,8,4,0,35,0,0,0,15,14,8,0,3,0,39,0,0,0,0,0,3,0,0,0,4,0,0,0,9,0,0,0,0,0,11,0,31,5,24,30,18,41,19,7,169,7,68,84,249,202,126,74,24,12,851,0,0,0,28,11,11,15,7,0,70,0,0,10,13,0,4,3,0,0,32,0,0,0,7,4,0,0,0,0,19,4,15,8,24,10,6,0,0,0,64,0,0,3,29,14,46,57,24,10,194,0,18,19,70,101,83,68,34,12,406,8,34,19,21,13,6,3,5,0,118,5,37,56,159,147,89,47,17,4,562
LGA21010,0,0,0,0,0,3,8,0,0,8,0,0,0,0,3,0,6,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,17,7,0,43,0,0,3,8,10,7,9,6,0,38,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8
LGA21110,0,11,9,111,28,34,27,17,6,240,0,7,7,71,66,98,201,201,88,741,0,13,22,37,14,5,10,3,0,114,5,31,61,131,42,18,4,5,0,289,0,0,5,10,26,8,8,7,10,74,5,52,219,446,234,264,182,60,13,1477,0,0,0,3,7,13,19,6,4,53,0,0,4,34,8,16,10,3,0,74,0,0,0,6,4,5,0,9,0,27,0,0,24,40,0,4,0,0,0,74,0,11,12,32,23,29,40,19,11,171,17,92,181,449,228,187,105,38,14,1312,0,3,4,15,9,11,7,7,4,65,5,6,30,65,13,14,7,0,0,145,0,0,3,25,10,5,0,0,0,49,3,18,19,105,25,16,3,0,3,195,0,0,6,29,5,31,34,17,22,151,0,10,12,78,54,47,61,22,14,295,16,69,69,124,42,42,33,15,0,418,0,24,57,175,101,77,55,20,0,507
LGA21180,0,6,0,44,8,10,26,6,3,109,0,8,23,66,119,339,489,384,136,1570,0,3,7,11,0,0,0,0,0,24,0,0,10,36,0,8,4,5,0,70,4,10,19,115,105,81,53,22,3,412,40,61,33,178,37,50,30,3,0,434,3,0,15,50,119,567,935,463,76,2225,0,0,6,42,14,20,17,0,0,104,12,83,160,424,73,25,9,5,0,786,3,13,101,220,6,7,0,0,0,344,0,0,4,10,3,23,35,20,6,100,69,354,389,520,145,95,31,3,3,1623,0,0,0,7,4,12,13,9,5,46,24,53,289,952,46,16,15,0,0,1399,0,11,8,13,12,3,0,0,0,44,25,169,320,973,492,377,185,34,10,2576,0,0,7,67,52,142,95,42,42,451,0,0,4,17,31,43,52,27,5,184,0,20,15,33,11,22,10,0,0,108,0,4,15,38,13,10,11,0,0,98
LGA21270,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,3,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
LGA21370,0,0,0,8,3,8,3,3,4,31,0,0,0,3,3,12,33,20,11,77,0,0,0,3,0,0,0,0,0,6,0,0,4,8,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,5,23,11,6,50,0,12,17,55,32,44,23,8,4,184,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,20,6,33,5,0,0,0,0,64,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,15,12,10,4,47,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,0,0,0,20
LGA21450,0,4,5,32,23,20,11,19,3,114,0,3,0,12,29,48,64,50,15,219,0,4,0,0,0,0,0,0,0,13,0,3,3,12,6,0,0,0,0,31,0,3,3,5,4,4,0,0,0,17,3,7,9,32,13,4,6,3,0,71,0,0,0,3,8,15,18,7,0,48,0,3,23,81,44,30,18,5,0,209,0,0,0,11,0,0,0,0,0,18,0,0,0,6,3,0,0,0,0,14,0,3,0,15,23,67,137,53,15,313,22,89,118,288,159,115,48,13,3,856,0,3,0,6,9,4,15,3,0,43,0,5,10,47,5,5,0,0,0,82,0,0,0,11,7,0,0,0,0,15,4,38,49,91,53,11,3,0,0,242,0,0,0,14,10,21,5,7,0,50,3,7,5,58,45,69,78,33,8,298,0,13,14,18,10,6,0,0,0,56,3,16,18,93,57,20,10,4,0,221
LGA21610,3,17,3,71,51,40,36,32,9,264,0,10,13,48,99,203,271,180,53,882,4,0,5,13,5,0,4,0,0,35,3,27,27,87,40,11,4,0,0,194,4,12,16,88,104,83,41,15,0,360,13,72,93,196,120,127,54,13,8,686,0,0,3,8,17,65,74,33,4,205,0,62,88,499,278,366,185,76,33,1596,0,3,9,38,22,7,6,3,0,89,0,17,22,98,15,7,3,0,0,164,0,3,3,40,38,125,228,137,40,609,83,598,673,1233,510,337,116,41,4,3608,0,12,7,22,41,37,37,26,6,192,26,212,238,547,143,55,28,0,3,1259,0,0,3,16,11,3,0,0,0,34,29,198,316,772,381,178,57,17,5,1948,0,5,18,158,98,165,100,24,18,592,0,15,27,99,163,192,169,88,20,780,11,49,57,90,45,63,17,5,0,337,4,67,148,291,227,154,87,34,11,1018
LGA21670,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,18,8,4,39,0,3,3,9,10,14,6,5,3,56,0,0,0,0,0,3,3,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,11,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
LGA21750,0,0,0,4,3,0,4,3,0,24,0,0,0,0,0,0,22,8,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,10,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,3,9,17,9,0,42,0,9,14,40,20,15,9,8,0,113,0,0,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,4,7,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,8,4,3,11,5,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12
LGA21830,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,13,12,3,44,0,7,22,36,42,20,10,3,0,148,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
LGA21890,0,3,3,151,40,35,9,6,6,257,0,15,25,172,168,315,716,988,395,2787,0,4,11,32,10,4,0,0,0,65,3,9,13,63,3,0,3,0,0,90,4,7,18,109,136,120,103,69,10,581,0,12,82,221,49,48,21,8,3,441,0,0,0,6,8,40,55,39,15,174,0,7,19,54,5,17,4,5,3,109,0,0,3,8,5,0,0,0,0,22,0,14,95,359,7,4,0,0,0,491,0,0,3,26,15,10,13,6,3,80,5,40,59,630,181,90,38,13,3,1073,0,0,0,17,12,9,0,3,0,50,16,24,75,246,14,5,0,0,0,379,0,0,0,21,7,0,0,0,0,31,3,15,34,185,34,32,15,3,0,331,0,0,3,29,8,21,4,3,3,77,0,13,3,76,46,33,32,14,8,227,3,6,11,61,16,8,3,0,0,115,0,3,15,100,19,12,9,0,0,161
LGA22110,0,0,0,4,4,5,7,11,0,30,0,0,0,0,6,7,25,34,15,82,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,19,0,0,0,0,0,8,9,9,3,30,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,30,79,47,11,176,0,0,3,42,31,58,44,23,3,207,0,0,0,3,3,6,15,4,0,26,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,3,7,8,18,3,3,0,0,0,40,0,0,0,3,0,3,4,0,3,17,0,3,0,6,6,18,42,25,3,110,0,0,0,0,0,0,0,0,0,9,0,5,5,10,7,7,10,0,0,37
LGA22170,4,4,3,67,43,30,44,24,15,230,0,7,9,30,31,55,105,94,15,343,0,3,3,3,0,0,0,0,0,12,0,0,0,14,4,0,0,0,0,20,0,0,0,22,22,15,14,4,0,77,4,8,15,30,23,25,10,3,0,120,0,0,0,3,3,18,15,15,3,60,0,0,9,58,23,40,20,9,0,163,0,0,0,8,3,0,3,3,0,23,0,0,0,12,0,0,0,0,0,11,0,5,3,12,24,69,99,72,42,323,25,127,182,566,287,223,99,35,13,1550,0,3,0,19,17,23,23,16,3,111,0,3,6,31,8,3,7,4,0,55,0,0,0,11,6,0,3,0,0,29,8,31,66,124,71,31,12,0,0,347,0,0,11,39,23,52,28,9,0,173,0,14,16,98,99,144,131,66,35,599,0,0,15,27,9,10,3,0,0,61,3,31,51,145,93,46,28,11,3,411
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,5,10,3,24,0,0,3,6,5,7,9,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,10
LGA22310,0,12,9,232,37,22,21,7,10,353,0,11,12,75,42,78,117,129,72,533,8,51,20,91,35,12,10,3,0,229,3,34,51,167,33,20,3,0,0,316,0,0,0,24,14,22,16,8,4,88,0,14,87,227,55,68,26,16,4,492,0,0,0,5,5,8,12,3,4,33,0,3,9,52,19,4,10,7,0,112,0,0,0,3,8,3,3,0,0,14,0,3,29,108,8,0,0,0,0,148,0,3,4,37,14,25,28,10,10,124,13,78,78,438,206,150,60,20,11,1053,0,3,0,26,10,7,19,4,4,72,0,5,15,61,7,8,0,0,0,97,0,0,0,8,4,3,0,0,0,23,8,13,16,147,29,18,7,0,0,242,0,0,4,60,27,87,165,85,157,593,3,9,12,69,40,44,40,27,16,262,9,44,27,75,17,15,15,7,0,218,5,47,172,480,340,250,170,74,25,1567
LGA22410,0,0,0,0,0,3,3,3,0,14,0,0,0,0,0,0,3,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,28,15,5,62,0,12,10,27,32,35,13,3,0,129,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,0,4,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,15,4,4,0,34,0,0,3,0,0,0,0,0,0,3,0,3,3,3,4,3,0,0,0,17
LGA22490,0,0,0,10,3,5,3,0,0,23,0,0,0,3,3,12,10,5,5,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,31,10,0,63,0,9,4,35,24,19,11,3,0,102,0,0,0,0,8,5,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,4,0,0,0,6,10,16,16,10,0,47,0,0,0,0,3,0,0,0,0,3,0,0,0,4,6,3,8,0,0,15
LGA22620,0,7,0,18,7,8,16,9,5,76,0,0,3,3,7,15,33,18,12,94,0,0,9,0,0,0,0,0,0,10,0,7,9,15,0,0,0,0,0,24,0,0,0,3,0,3,0,0,0,7,0,3,11,32,16,14,10,0,0,86,0,0,0,0,0,12,12,5,0,31,0,0,0,7,3,0,0,0,0,11,0,8,31,114,34,20,6,9,0,221,0,3,0,14,0,0,0,0,0,20,0,0,0,3,9,27,51,26,9,131,0,19,33,120,77,61,31,14,3,364,0,0,0,3,7,12,9,0,0,29,0,3,3,21,0,0,0,0,0,31,0,0,0,9,5,0,0,0,0,19,3,23,24,56,9,12,4,4,0,127,0,0,0,0,0,0,3,3,3,12,0,0,3,18,13,30,45,26,10,148,0,0,3,9,3,6,3,0,0,18,0,11,32,34,25,15,14,0,0,124
LGA22670,3,5,5,14,11,18,25,15,4,95,0,3,8,32,49,109,202,289,126,823,0,3,8,22,3,0,8,0,0,46,3,15,20,123,16,6,3,3,0,181,0,4,14,71,67,52,55,17,3,290,31,92,116,335,76,78,35,6,4,769,0,0,0,4,7,17,59,52,6,136,0,6,26,162,95,139,134,65,31,652,3,28,161,487,116,37,21,18,0,874,0,7,13,77,9,0,0,0,0,105,0,0,0,8,7,21,65,47,20,169,29,201,247,375,127,107,55,13,4,1153,0,0,0,4,11,8,14,12,3,51,27,179,245,731,81,46,19,3,0,1327,0,0,0,12,0,0,3,0,0,20,10,66,126,356,166,96,24,11,10,852,0,0,8,46,40,94,66,27,23,299,0,3,0,15,20,30,57,41,19,185,3,16,19,55,12,21,13,7,0,140,0,11,14,49,33,30,36,22,5,204
LGA22750,3,27,14,79,42,41,37,29,16,288,0,3,15,53,74,140,247,208,102,847,0,9,6,16,5,0,0,0,0,35,3,15,13,35,0,6,0,0,0,74,0,3,3,25,14,16,6,3,0,68,3,11,39,102,33,35,14,10,0,241,0,0,0,3,8,59,94,35,3,203,0,3,7,15,12,3,4,0,0,50,3,6,38,76,20,12,11,0,0,176,0,0,7,40,0,0,0,0,0,55,0,4,9,18,25,129,296,138,60,678,11,61,122,410,211,179,106,46,3,1158,0,4,3,18,29,53,45,37,12,195,10,40,48,135,13,5,5,0,0,248,0,3,0,13,14,10,0,0,0,40,3,53,104,152,74,29,11,3,0,426,0,0,3,32,18,38,29,22,24,171,0,15,12,79,113,156,169,100,30,672,0,13,19,24,26,13,17,0,0,112,0,23,28,106,53,43,22,19,5,305
LGA22830,0,9,0,15,3,8,8,3,0,41,0,0,3,3,26,61,148,136,44,422,0,0,0,9,0,0,0,0,0,8,0,0,3,10,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,6,3,6,11,54,10,11,0,0,0,101,0,0,0,0,0,7,6,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,3,0,0,0,21,0,0,0,6,3,16,44,24,9,99,12,52,61,89,60,47,30,10,0,373,0,0,0,4,0,3,6,3,0,22,0,35,15,68,15,5,0,0,0,139,0,0,0,0,5,3,0,0,0,8,3,23,19,72,7,4,0,0,0,126,0,0,0,3,3,3,0,0,3,13,0,0,3,12,10,15,27,7,0,75,0,0,0,3,4,0,0,0,0,7,0,12,13,23,14,3,0,3,0,70
LGA22910,0,0,0,3,3,5,0,3,0,17,0,0,0,4,0,5,9,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,15,0,0,0,0,0,7,9,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,4,15,18,11,3,56,0,3,0,13,25,25,17,3,0,84,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,10,0,0,0,6,3,9,13,7,3,41,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,3,3,0,0,16
LGA22980,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,5,3,3,0,0,44,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,10,0,0,3,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,10
LGA23110,0,18,0,97,34,27,14,13,4,218,0,11,7,58,53,123,166,198,86,697,0,5,3,12,0,0,0,0,0,25,0,5,0,26,3,0,0,0,0,33,4,8,31,247,119,56,56,13,7,536,0,11,14,83,23,25,5,8,0,164,0,0,0,18,36,113,215,150,22,550,0,5,3,28,4,14,3,3,3,61,0,3,13,68,24,6,13,5,3,137,0,0,30,49,0,0,0,0,0,79,3,3,0,13,16,15,23,12,12,99,13,66,108,460,167,103,40,6,0,967,0,0,0,14,6,7,6,10,3,49,6,11,51,141,4,3,0,0,0,210,0,0,0,8,4,0,0,0,0,12,4,20,38,156,51,61,28,4,3,369,0,0,3,34,8,28,18,8,15,118,0,3,6,38,57,61,50,34,14,262,4,8,5,28,10,18,0,0,0,69,6,8,12,84,27,22,13,0,5,179
LGA23190,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,9,5,7,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,6,11,3,0,21,0,3,3,12,3,14,7,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,4,11,4,12,3,0,0,0,0,33,0,0,0,0,0,3,3,0,0,7,0,0,0,3,4,5,3,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,13
LGA23270,0,9,9,53,25,22,21,14,7,165,0,7,12,77,176,420,574,333,78,1676,0,0,3,4,0,3,0,0,0,15,0,3,4,24,7,0,3,0,0,35,21,51,89,793,366,292,150,52,9,1814,7,13,29,65,32,21,21,4,0,184,0,0,11,18,43,149,238,103,13,576,0,3,7,45,14,14,13,0,0,102,0,0,0,8,8,6,3,7,0,35,3,42,61,180,7,0,0,0,0,293,0,0,0,9,13,18,39,22,12,111,71,378,334,518,211,131,52,12,0,1711,0,0,0,9,12,14,27,9,0,73,45,99,270,790,93,27,11,3,0,1344,0,0,10,17,11,0,0,0,0,41,13,86,154,392,217,148,42,15,0,1063,0,0,0,24,14,47,25,10,11,137,0,5,6,29,53,63,68,44,7,283,3,20,33,42,24,19,11,0,0,150,0,14,19,55,31,27,18,3,0,167
LGA23350,0,0,0,0,3,4,0,0,0,10,0,0,0,0,3,0,12,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,5,0,33,0,0,3,12,12,12,6,3,0,55,0,0,0,0,0,4,4,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,13,15,0,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,5,0,0,7
