LGA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA20260,8,8,20,22,36,91,205,207,149,759,0,0,4,6,17,16,15,8,6,70,36,74,264,309,237,243,206,170,61,1609,272,536,1238,1356,1609,1784,1476,837,353,9463
LGA20570,66,75,172,171,292,559,1179,1151,730,4394,3,17,32,49,60,39,28,25,10,262,362,523,865,813,918,971,1060,898,522,6936,2880,7533,13106,12408,12873,12074,9722,5440,2405,78448
LGA20660,24,27,112,139,216,392,1188,1480,984,4569,7,26,57,64,120,107,118,156,75,730,264,335,831,794,833,805,885,823,660,6235,2561,7390,16232,17367,16215,14522,11503,6463,3250,95502
LGA20740,19,23,45,43,104,196,491,454,316,1688,0,0,13,14,13,13,19,18,8,102,88,78,224,254,399,478,607,482,264,2886,611,1124,2879,3333,4233,5187,5301,2667,1143,26477
LGA20830,29,24,71,78,141,238,673,637,418,2299,7,6,15,17,29,16,25,20,9,144,157,189,328,417,516,618,593,460,184,3463,1235,2508,5269,5428,6482,6718,5722,2925,1112,37406
LGA20910,19,11,43,51,84,154,370,536,575,1838,3,3,25,29,32,52,44,66,36,284,231,267,523,656,865,750,715,617,597,5219,1977,4909,7975,12409,15850,12630,9709,5334,3619,74415
LGA21010,6,7,28,21,49,112,221,222,164,843,3,0,0,3,4,9,8,4,0,33,73,69,106,119,187,238,245,169,88,1292,308,644,1206,1316,1865,2259,1988,1099,528,11210
LGA21110,30,29,62,66,116,228,652,986,766,2933,4,18,82,52,124,104,107,186,84,759,411,642,1367,1039,1178,1012,934,861,763,8214,4181,13307,22530,20720,24083,18959,13937,8027,4826,130573
LGA21180,71,176,711,1051,1641,2790,4226,3045,1151,14859,27,110,484,573,913,1036,806,829,370,5152,725,1060,2371,1811,1795,1796,1869,1188,601,13226,5367,15035,31219,26243,24800,22112,15542,7847,2923,151098
LGA21270,7,8,3,12,22,39,125,147,104,469,3,0,0,0,3,0,0,0,3,11,14,13,54,42,81,133,121,112,83,659,88,193,468,549,857,1035,827,580,336,4940
LGA21370,14,30,70,80,132,306,649,636,392,2325,0,7,15,5,14,18,23,18,3,98,142,126,276,335,449,520,553,522,317,3247,954,1751,3514,3933,5056,5354,4550,2748,1164,29031
LGA21450,70,79,182,178,252,398,824,660,361,3007,5,6,44,45,60,26,47,30,11,274,349,366,749,815,844,767,645,488,249,5261,2636,5927,13693,13188,12463,9632,6892,3123,1178,68743
LGA21610,164,268,847,1018,1241,1890,2628,2022,1057,11128,39,196,679,887,723,580,439,320,105,3954,973,1168,2497,2342,2294,2048,1746,1411,868,15345,8585,20560,44354,44789,39684,30055,18270,8944,3445,218664
LGA21670,9,8,16,33,61,149,314,299,167,1063,0,0,7,7,9,5,6,3,6,39,29,40,69,110,156,177,253,207,78,1125,294,617,1001,1224,1725,2038,2045,1174,450,10572
LGA21750,13,14,41,72,65,134,361,357,222,1269,0,5,8,20,31,43,20,3,3,146,83,88,168,163,235,293,323,250,127,1727,494,1078,2203,2269,2823,3145,2567,1400,585,16567
LGA21830,7,12,24,34,44,118,288,330,167,1026,0,0,3,9,4,3,7,3,0,34,61,59,110,130,222,244,261,227,105,1419,390,742,1362,1655,2303,2391,1985,1191,468,12482
LGA21890,31,49,200,264,442,1001,2562,3331,1481,9361,11,43,113,127,183,303,483,835,296,2398,440,834,2216,1659,1416,1080,1086,1126,861,10727,3284,11315,28449,22910,19087,13570,9394,7740,3734,119488
LGA22110,31,31,87,73,167,328,812,706,339,2575,3,7,4,9,23,26,31,28,4,132,176,187,363,396,598,720,951,666,412,4473,951,1815,3816,4273,5769,7211,7504,3796,1391,36531
LGA22170,69,88,237,252,395,591,1230,1001,624,4491,7,29,56,69,81,62,71,68,25,467,480,590,1310,1237,1359,1303,1222,1111,707,9314,3459,8489,18465,18559,18826,16091,11698,6181,2709,104479
LGA22250,4,6,22,30,31,96,207,259,157,820,0,0,4,8,9,0,4,3,0,25,32,47,68,69,115,157,205,172,65,930,212,451,853,999,1419,1614,1548,985,378,8455
LGA22310,29,43,77,94,137,334,859,1203,1058,3838,8,23,69,55,63,77,114,185,109,708,280,503,1300,1011,922,822,751,747,584,6926,2856,9842,22014,20145,18950,15080,10510,6454,4231,110089
LGA22410,11,16,34,42,88,179,351,353,247,1320,5,0,5,9,12,3,3,8,3,48,88,93,145,177,275,302,322,233,99,1732,504,904,1659,2145,2962,3173,2453,1328,555,15678
LGA22490,20,13,24,34,59,127,255,145,76,759,0,0,0,3,11,3,8,6,0,23,77,65,104,188,207,231,192,88,34,1195,594,966,2118,3084,3276,2912,1997,686,225,15864
LGA22620,56,102,239,237,366,641,1330,1303,819,5094,4,20,87,82,96,75,67,30,11,481,445,474,990,912,1100,1197,1227,1129,726,8205,3073,7563,13724,13096,14079,14032,10855,6060,2743,85225
LGA22670,89,263,978,1251,1513,1883,2298,1936,918,11123,26,356,944,1024,1158,1155,829,623,303,6422,459,772,1854,1352,1247,1216,1241,1041,576,9749,3939,11955,27058,20625,17765,15797,11879,6977,3007,119004
LGA22750,130,168,386,476,658,1280,2725,2848,1905,10578,24,49,137,164,167,147,189,207,93,1185,711,1041,2190,1994,2200,2231,2467,2125,1446,16402,6092,15541,29610,29235,29950,28872,23569,13310,6454,182640
LGA22830,42,76,217,262,282,510,960,946,492,3792,13,38,124,152,131,91,90,89,50,780,322,294,807,756,835,846,892,647,361,5753,1724,3547,7837,7769,8538,7905,6166,3494,1484,48461
LGA22910,7,7,21,17,51,83,209,196,119,714,0,0,5,0,0,8,4,4,0,26,65,58,107,147,229,304,265,209,121,1504,318,546,1137,1719,2293,2802,2267,1022,469,12575
LGA22980,3,0,18,20,28,51,123,173,127,541,0,6,4,7,13,10,4,4,0,49,18,11,31,35,72,87,83,61,60,465,100,244,487,525,785,951,766,478,290,4628
LGA23110,24,41,125,174,306,622,1371,1377,672,4694,13,20,62,59,107,158,228,275,119,1032,208,301,831,782,771,719,686,696,416,5406,1893,5157,13084,13417,12629,10295,6842,4311,1957,69582
LGA23190,8,8,34,51,46,102,256,353,226,1090,0,3,3,4,10,11,6,3,3,38,73,64,148,138,170,214,205,191,132,1338,481,1104,2286,2194,2513,2674,2023,1314,614,15199
LGA23270,146,237,912,1247,1599,1948,2835,1818,642,11379,37,92,331,399,616,771,723,558,201,3729,748,912,2125,1713,1703,1462,1279,837,327,11111,6244,14466,31008,27250,26290,19703,12560,5916,1889,145321
LGA23350,5,4,20,22,37,81,210,164,85,625,0,0,3,3,4,5,10,0,3,33,53,47,143,174,226,235,190,180,96,1338,331,594,1250,1929,2465,2633,2041,902,353,12496
LGA23430,32,38,113,179,361,729,1757,1835,1062,6111,9,25,87,80,176,247,263,315,112,1315,308,449,1113,1125,1079,1098,1183,1229,1001,8584,3212,8784,19781,22466,21578,17596,13544,8421,4131,119508
LGA23670,27,51,170,172,373,734,1363,1305,695,4900,7,30,81,87,129,171,160,156,70,900,302,360,888,864,941,995,1014,947,797,7100,3777,10183,20327,20725,22055,19871,13646,7100,3101,120789
LGA23810,42,90,177,194,301,621,1073,1045,553,4094,3,6,41,30,40,39,49,71,31,315,341,453,781,688,927,1008,979,855,451,6476,1967,4780,9049,8331,9712,10097,7604,4222,1757,57511
LGA23940,3,6,7,11,37,78,188,161,107,598,0,0,0,0,0,0,9,8,0,18,54,31,69,96,140,153,181,134,55,916,163,230,517,717,1078,1356,1134,616,256,6066
LGA24130,23,20,31,50,85,169,409,346,213,1342,3,0,13,16,18,21,9,9,13,91,164,141,244,428,521,516,529,328,169,3036,1081,2115,3938,6274,7183,6356,5050,2012,806,34806
LGA24210,17,26,59,88,182,540,1424,1876,971,5185,4,21,70,59,91,157,221,368,172,1171,225,246,559,525,718,706,826,959,704,5485,2761,7187,12875,14028,16648,14422,12259,8730,3664,92576
LGA24250,8,3,5,8,29,30,119,105,66,368,0,4,0,0,3,0,0,3,0,10,34,30,72,93,133,132,133,74,33,730,159,299,662,937,1156,1428,1311,547,207,6704
LGA24330,23,47,159,196,359,607,838,900,516,3643,4,32,112,129,210,286,216,261,128,1383,257,583,1454,1069,783,662,487,417,319,6031,1723,7218,18977,14030,9882,7230,4018,2578,1374,67041
LGA24410,76,76,265,288,267,365,795,800,639,3571,9,31,132,113,132,139,89,70,28,744,230,256,683,702,698,652,681,726,576,5204,2522,6600,15279,15608,15143,12706,9637,5410,2647,85553
LGA24600,28,102,217,120,136,200,250,271,191,1516,19,94,170,94,101,102,77,85,54,791,1018,3031,5218,2199,1383,1100,844,460,421,15674,9098,29658,44368,16026,9771,7788,5275,2293,1253,125536
LGA24650,79,80,277,364,577,1076,1510,739,271,4969,12,28,110,145,216,213,215,158,45,1138,467,759,1808,1665,1309,1007,846,459,155,8472,3766,8595,20935,22820,16856,12475,7665,2844,887,96845
LGA24780,36,61,143,153,258,495,933,901,505,3493,9,15,52,70,76,72,71,78,23,470,263,302,650,515,718,798,797,640,362,5049,1523,3136,6526,6166,7072,7112,5486,3159,1423,41601
LGA24850,30,28,87,86,130,277,489,376,165,1666,0,0,23,15,11,20,23,19,4,104,209,193,459,458,559,556,471,323,152,3378,1199,2484,5226,5178,5789,5053,3604,1633,581,30746
LGA24900,15,27,60,63,105,233,589,533,302,1930,3,4,9,8,17,13,16,29,14,109,116,111,228,251,342,491,546,446,233,2767,730,1377,2695,2916,3762,4228,3960,2377,933,22980
LGA24970,33,51,129,173,338,786,1991,2412,1267,7182,18,44,128,127,178,281,350,484,182,1784,484,845,1483,1130,1060,1016,998,1202,1048,9254,6069,17808,27107,23473,23052,18334,15154,11097,5082,147173
LGA25060,25,30,93,162,267,563,1646,2101,1026,5912,5,26,73,90,118,171,270,412,215,1384,314,487,1363,1111,960,910,949,885,573,7548,2507,7970,18670,16649,15902,12775,9366,6370,2950,93161
LGA25150,10,16,47,50,88,198,408,283,128,1228,0,0,11,9,15,11,10,6,3,71,118,101,222,290,357,344,362,209,134,2143,856,1710,3487,4241,4755,4115,3221,1259,491,24125
LGA25250,44,61,201,307,500,1020,2525,3638,1861,10168,10,33,127,127,210,348,530,770,367,2533,398,811,2458,1705,1260,1083,993,1139,766,10609,3296,12835,35380,25644,19186,13835,9548,8448,4307,132466
LGA25340,69,73,178,188,300,583,1554,1640,1048,5640,14,16,38,52,69,72,85,86,35,468,435,447,833,1056,1332,1517,1939,1779,1100,10430,3581,7399,13483,17913,21238,21001,20890,12172,5060,122735
LGA25430,10,9,23,20,48,107,185,187,135,726,0,3,0,8,4,6,9,0,7,38,67,102,379,369,376,380,318,218,148,2352,351,722,1547,2161,2811,3239,2641,1325,564,15359
LGA25490,5,3,17,29,47,108,230,200,138,779,0,0,4,4,9,8,9,3,3,38,79,70,120,174,219,235,210,147,99,1355,386,718,1536,1974,2372,2483,1833,863,373,12535
LGA25620,17,8,16,24,44,101,193,163,104,658,3,4,3,0,10,0,9,6,4,42,55,51,104,156,171,263,281,140,54,1284,316,513,1118,1603,1982,2376,2087,854,316,11166
LGA25710,10,15,33,22,58,131,368,283,182,1093,0,3,11,14,18,27,18,27,5,120,158,142,247,328,465,400,329,215,107,2385,1678,3937,5635,8021,10067,8881,5388,1946,705,46253
LGA25810,6,19,26,37,62,101,223,190,141,811,0,4,16,7,25,16,15,6,0,84,41,44,86,85,152,159,185,155,71,983,251,511,1073,1174,1635,1830,1595,848,400,9311
LGA25900,7,24,88,65,139,222,488,583,365,1982,3,14,45,30,52,43,71,120,43,426,237,707,3018,1902,1419,1190,927,522,258,10180,1282,6544,26231,18111,13484,10199,6941,3193,1430,87414
LGA25990,0,0,15,15,34,72,139,120,52,451,0,0,0,4,0,3,3,0,0,13,21,19,107,144,184,197,201,93,62,1022,125,258,566,783,1045,1328,1159,451,178,5894
LGA26080,0,0,0,0,0,3,16,27,27,77,0,0,4,0,0,0,0,7,0,7,8,9,10,15,29,40,70,63,30,270,45,72,126,208,330,497,620,387,149,2429
LGA26170,16,15,40,31,82,158,420,412,273,1447,0,0,9,5,3,6,11,18,7,63,94,89,229,221,345,437,496,330,154,2393,623,1142,2527,2997,3956,4537,4030,1948,810,22582
LGA26260,20,20,20,29,52,101,256,275,182,960,0,0,3,5,7,11,3,3,3,40,52,45,95,104,161,198,221,202,135,1209,377,739,1466,1649,2182,2422,2020,1131,581,12565
LGA26350,14,19,49,55,84,163,449,695,400,1924,4,10,48,26,36,56,73,155,56,465,276,675,2192,1137,876,783,737,700,391,7776,2054,9537,24660,14151,12119,9985,8174,5128,2470,88280
LGA26430,3,6,23,14,32,92,195,164,90,616,0,0,0,3,4,3,5,5,0,17,40,21,67,79,120,182,199,158,100,978,191,352,823,979,1356,1847,1653,888,376,8466
LGA26490,5,10,15,20,30,70,164,176,152,644,3,3,4,5,3,7,0,11,5,40,72,72,176,235,262,280,250,177,96,1629,534,1197,2926,4111,4216,4088,3191,1392,566,22220
LGA26610,3,17,52,55,89,180,334,327,204,1261,3,12,28,43,49,32,20,49,19,249,147,158,351,293,416,416,361,259,148,2545,530,1180,2513,2299,2700,2762,2044,1279,563,15875
LGA26670,0,6,8,0,12,39,113,101,55,346,0,0,0,0,0,0,0,0,0,7,22,23,41,56,67,80,95,72,40,493,106,213,453,572,879,1040,907,433,197,4799
LGA26700,14,13,43,52,86,172,390,442,292,1501,0,0,3,6,15,12,13,17,3,77,118,95,162,243,283,363,420,319,308,2314,657,1295,2645,3291,3854,4092,3409,1959,1001,22206
LGA26730,13,21,54,56,69,190,444,467,330,1642,0,3,24,12,16,11,17,0,0,90,146,159,276,284,374,375,434,406,228,2679,953,2214,4064,3919,4482,4256,3395,1988,964,26236
LGA26810,16,31,72,79,160,281,680,561,312,2199,3,9,18,12,21,24,25,13,5,125,179,271,674,666,634,677,600,481,198,4378,991,2136,4853,4935,5730,6487,5091,2546,1029,33806
LGA26890,0,0,8,5,12,36,68,72,49,251,0,0,0,3,0,3,0,0,0,8,9,3,17,26,31,41,59,49,28,262,75,146,357,357,594,602,519,313,132,3095
LGA26980,58,63,127,155,317,573,1217,1649,1098,5248,12,57,171,156,220,271,252,313,134,1580,350,561,1057,824,877,846,911,1037,828,7291,4182,13071,22822,21621,21240,17312,13587,9715,4956,128496
LGA27070,49,109,398,541,844,2025,3691,2905,1039,11600,10,40,176,233,325,475,616,743,250,2869,536,800,2030,1624,1412,1360,1371,915,329,10373,5052,13468,33655,29364,24386,19410,13520,7290,2354,148510
LGA27170,14,31,69,80,106,214,380,376,234,1499,0,7,24,30,43,29,26,14,7,172,175,231,378,349,358,398,329,283,123,2623,1192,2691,5409,4851,5043,4692,3385,1721,750,29727
LGA27260,116,177,519,575,704,1097,1720,1186,520,6615,19,50,254,332,329,327,254,201,85,1858,659,953,2842,2273,1658,1331,1079,628,261,11689,5247,13294,40823,36559,25384,17881,10490,4380,1451,155511
LGA27350,15,27,102,143,240,354,508,652,312,2350,3,16,56,86,117,139,144,263,125,954,239,709,2521,1293,1011,863,636,408,191,7875,1334,7037,26508,14015,9828,7723,5287,2717,1076,75524
LGA27450,55,76,245,252,338,585,1315,1096,652,4619,7,22,58,68,101,59,60,75,33,484,380,442,917,1008,1223,1210,1215,914,546,7872,3851,8895,17874,19748,21725,19693,14442,6348,2534,115111
LGA27630,9,4,11,17,41,70,153,133,94,528,0,0,0,3,12,6,0,3,0,26,22,26,55,51,76,91,132,89,127,663,118,278,569,557,932,1085,929,566,332,5371
LGA29399,0,0,0,0,5,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,12,28,59,44,27,18,12,3,0,208,34,103,210,135,88,78,61,19,0,734
LGA29499,17,20,42,33,28,30,38,13,11,228,8,3,13,5,16,11,9,3,3,83,79,221,493,492,336,219,111,39,9,2000,278,897,1841,1288,975,816,482,121,38,6740
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,5,0,0,0,25
LGA30250,15,16,47,44,28,31,23,8,3,218,0,0,4,0,0,0,0,3,0,15,4,5,5,9,7,3,5,0,0,36,62,118,201,173,167,101,44,9,0,879
LGA30300,0,0,7,11,23,59,111,75,26,303,0,0,0,3,0,3,10,12,0,23,33,17,44,52,75,57,64,23,10,369,154,205,517,545,639,582,415,202,64,3332
LGA30370,3,8,51,45,64,114,321,295,111,1003,3,3,6,7,5,9,10,13,3,56,57,59,189,193,187,178,135,97,31,1127,431,779,1925,1931,1976,1746,1132,661,211,10797
LGA30410,0,0,5,3,13,35,99,59,29,244,0,0,0,0,0,0,0,3,0,9,9,9,30,27,28,25,46,29,7,209,74,158,337,327,431,382,304,172,51,2227
LGA30450,0,0,6,0,7,11,10,8,0,35,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,0,0,0,15,12,19,26,23,56,40,33,5,3,227
LGA30760,0,0,4,3,20,34,80,47,19,203,0,0,0,0,0,6,7,0,0,12,10,4,11,14,20,22,24,19,4,130,46,67,200,224,257,321,258,126,42,1535
LGA30900,0,0,0,10,13,8,11,0,0,36,0,0,0,0,0,0,0,0,0,0,3,8,16,8,5,15,0,0,0,66,20,37,81,50,55,70,25,9,0,348
LGA31000,174,362,1045,1488,2223,3228,8137,8351,5207,30209,47,266,837,781,1059,1109,705,703,378,5888,3157,6717,14464,10389,9306,7448,6301,5434,4867,68080,37569,98068,195502,165858,146681,113898,78240,41955,20889,898664
LGA31750,0,0,0,0,3,10,8,4,3,29,0,0,0,0,0,0,0,3,0,4,0,3,5,5,3,13,7,0,0,39,10,19,48,46,49,69,29,12,7,289
LGA31820,23,40,131,198,406,742,2319,1871,823,6552,9,8,31,28,53,57,63,52,18,320,361,386,737,735,1064,1247,1384,1077,519,7506,2841,4645,9242,9860,12224,13331,12497,6659,2347,73643
LGA31900,0,3,20,35,61,133,447,420,216,1334,0,0,3,7,11,7,14,17,8,76,53,73,135,151,199,215,270,188,113,1396,496,915,1674,1946,2345,2490,2023,1147,463,13499
LGA31950,0,0,3,6,8,0,4,3,0,29,0,0,0,0,0,0,0,0,0,3,4,6,13,16,5,23,4,0,0,66,14,29,52,46,47,60,22,3,0,274
LGA32080,52,61,202,270,406,662,1411,1114,578,4759,8,40,151,168,186,137,106,79,38,920,828,1008,2350,2244,2397,2031,1514,907,421,13694,4807,9130,21303,22673,22861,19009,12619,5304,1980,119690
LGA32250,0,0,4,5,21,41,50,22,4,145,0,0,0,0,0,0,11,6,3,22,8,24,38,35,36,40,20,10,0,211,82,135,259,240,295,260,193,64,10,1531
LGA32260,11,12,55,70,107,263,581,531,277,1908,0,9,13,12,25,33,32,26,22,165,134,160,410,353,466,521,441,260,85,2831,773,1428,3159,3143,4053,4477,3261,1706,647,22654
LGA32270,6,8,27,29,93,179,298,177,46,867,0,5,6,5,7,6,16,8,5,68,196,234,650,602,610,428,218,106,28,3061,815,1712,4633,4133,3965,2939,1424,558,133,20318
LGA32310,4,8,17,31,74,130,309,226,87,869,0,3,0,0,9,13,8,7,6,42,64,72,140,181,194,167,177,135,33,1161,384,554,1187,1417,1515,1560,1313,675,211,8813
LGA32330,3,0,10,10,12,17,22,4,0,81,0,0,3,0,5,0,4,3,5,26,3,20,6,7,8,0,0,0,0,49,78,122,148,146,121,82,37,10,5,754
LGA32450,0,4,8,6,14,34,66,27,3,170,0,0,0,3,3,0,7,3,0,15,25,28,82,69,54,67,39,22,8,394,98,202,551,422,416,385,206,64,20,2364
LGA32500,8,0,11,10,16,38,69,27,8,189,0,0,6,0,0,3,9,3,0,22,31,77,100,75,92,124,109,29,9,643,132,291,528,507,563,686,504,135,31,3372
LGA32600,0,0,0,0,0,3,3,0,3,10,0,0,0,0,0,0,0,0,0,3,0,4,14,11,14,15,3,0,0,70,3,24,37,45,49,49,20,4,4,231
LGA32750,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,10,9,6,3,7,5,3,0,0,40,24,38,43,33,42,36,17,0,0,234
LGA32770,6,5,17,10,13,21,15,4,0,99,0,0,3,0,0,0,0,0,0,7,3,10,5,9,8,3,0,3,0,46,76,126,222,177,102,80,24,12,0,814
LGA32810,3,4,10,10,32,65,104,85,36,347,0,0,3,0,0,0,7,5,0,20,57,80,249,236,242,291,207,136,63,1560,281,512,1520,1573,1806,1893,1259,535,159,9534
LGA33100,0,0,3,0,11,18,26,20,3,79,0,0,0,0,3,5,0,0,0,11,4,3,20,14,14,9,18,4,0,93,25,27,112,74,126,127,108,41,3,644
LGA33200,0,3,5,0,11,21,63,29,14,148,0,0,0,0,0,0,3,3,0,17,4,16,20,11,20,21,21,11,3,135,44,103,179,156,223,215,206,78,28,1239
LGA33220,25,32,113,212,376,779,2414,1862,735,6553,3,9,20,33,56,50,58,52,17,297,385,459,899,1077,1206,1480,1752,1315,555,9131,2668,4278,8687,10696,12929,15573,16129,8017,2555,81525
LGA33360,7,13,55,87,176,296,774,548,178,2142,3,9,18,18,22,19,14,5,6,114,282,317,694,725,835,666,425,258,92,4307,1833,3629,8551,8832,9203,7267,4149,1721,509,45701
LGA33430,94,140,459,595,982,1757,3837,3449,2032,13347,23,63,224,202,209,237,214,197,122,1491,2220,3079,6594,5780,5907,5520,5399,4161,3014,41674,17597,37190,76367,76522,74914,64058,52881,26817,11636,437986
LGA33610,3,3,9,23,34,96,221,170,80,654,0,0,0,0,6,3,10,3,5,29,57,43,151,133,151,185,156,118,51,1052,316,541,1289,1241,1403,1410,1069,588,216,8073
LGA33620,8,19,73,88,173,404,1203,856,353,3179,3,8,7,19,15,18,38,15,5,131,183,158,380,431,649,752,804,561,279,4210,1360,2168,4456,5208,6972,7713,7008,3107,1035,39021
LGA33800,0,5,4,15,43,98,301,371,219,1060,0,0,6,3,3,7,13,6,9,54,39,43,71,84,126,156,169,148,81,929,283,449,842,1053,1521,1727,1518,996,415,8808
LGA33830,0,0,4,10,21,21,19,9,3,80,0,0,0,0,0,0,0,0,0,3,26,14,6,8,6,0,3,0,0,66,78,81,139,130,101,69,28,17,7,641
LGA33960,67,103,342,428,687,1107,2506,1850,891,7983,14,13,79,136,211,202,133,91,29,907,859,1096,2284,1884,1922,1587,1288,953,380,12254,6968,13898,29989,26197,24361,19040,12326,6156,2226,141164
LGA33980,9,11,15,24,51,109,176,92,32,513,0,0,7,3,5,7,7,3,0,33,115,247,748,591,501,321,138,44,9,2718,502,1274,4014,3466,2781,1948,797,255,72,15118
LGA34420,0,0,3,4,11,43,20,5,3,94,0,0,0,0,0,0,3,0,0,4,7,4,13,3,3,0,0,0,0,33,50,82,154,126,119,95,35,5,7,669
LGA34530,8,11,24,47,83,204,645,505,218,1739,3,0,5,6,15,8,9,7,13,64,152,242,516,575,595,520,450,303,173,3530,1119,1832,3717,4481,5356,5293,3829,1868,694,28186
LGA34570,3,4,3,5,3,12,11,6,0,48,0,0,0,4,3,3,0,0,0,10,5,17,13,15,11,7,3,0,0,73,58,64,112,87,85,54,26,10,0,482
LGA34580,11,26,102,99,167,327,1010,623,243,2601,0,6,36,27,20,18,18,8,3,148,222,267,519,501,554,520,518,299,154,3544,1493,2594,4646,4598,5435,4804,3945,1717,587,29816
LGA34590,84,230,744,868,1162,1752,3440,2102,1025,11402,29,126,391,459,499,409,312,187,84,2509,1296,1483,3043,2833,2975,2628,2231,1346,523,18358,11090,20923,42661,41307,38941,32936,23441,9531,3355,224183
LGA34710,0,0,3,14,15,32,73,39,20,190,0,0,0,3,0,0,0,3,0,9,23,22,42,47,46,62,57,43,28,375,166,223,445,420,525,527,317,182,76,2885
LGA34770,27,34,101,145,319,715,1934,1469,633,5388,6,7,18,33,42,36,38,48,21,253,435,558,1435,1503,1767,1490,1051,768,370,9382,3567,6688,15472,15270,16937,14406,8948,4519,1645,87459
LGA34800,0,0,3,0,3,12,13,4,0,41,0,0,0,0,0,0,0,0,0,0,0,6,6,14,9,8,10,4,0,62,14,50,124,129,118,123,72,25,9,656
LGA34830,0,0,0,5,0,12,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,17,17,33,43,28,33,44,12,5,0,220
LGA34860,3,7,20,28,56,129,234,198,80,756,0,0,0,0,7,4,15,11,12,60,55,65,228,203,194,183,143,94,51,1215,372,728,1858,1614,1682,1492,1027,589,225,9586
LGA34880,5,12,25,41,81,202,473,429,160,1429,0,0,6,4,14,16,27,40,18,131,175,298,565,497,492,466,382,243,106,3227,618,1123,2333,2637,3100,3112,2489,1267,379,17065
LGA35010,113,175,430,623,1010,1802,5608,4038,1784,15594,11,51,158,137,179,165,182,125,46,1056,1249,1642,3531,3522,3580,3418,3599,2834,2187,25555,13823,25667,51971,57597,57795,49068,40408,18528,7358,322211
LGA35250,4,3,4,5,9,27,18,5,0,85,0,0,0,0,0,4,5,0,0,16,13,6,25,20,18,7,9,4,0,104,91,83,185,146,134,77,47,17,0,776
LGA35300,12,11,26,38,72,98,202,116,33,607,0,0,7,6,8,11,25,4,5,77,135,174,461,302,377,261,138,55,18,1921,620,1395,3520,2596,2530,1700,896,329,80,13677
LGA35600,4,10,7,10,38,66,102,84,35,350,0,0,0,3,3,0,10,3,0,27,17,25,40,34,53,63,42,49,23,353,124,272,537,498,592,601,364,221,96,3298
LGA35670,3,0,3,9,8,15,11,5,0,65,0,0,0,0,0,0,0,0,0,3,0,3,7,3,0,0,0,0,0,16,52,97,136,119,124,70,28,10,0,630
LGA35740,3,7,25,58,87,161,440,404,246,1426,3,3,12,6,17,14,19,17,3,92,129,129,240,459,544,612,669,456,374,3604,1251,1835,3883,6139,7956,8443,7648,3563,1373,42097
LGA35760,3,6,14,26,58,103,382,291,148,1026,0,0,18,0,0,3,12,14,4,50,39,63,151,133,205,194,239,174,68,1268,271,444,1052,1091,1467,1525,1439,772,292,8350
LGA35780,4,4,12,6,10,31,39,10,6,117,0,0,0,0,0,0,0,0,0,0,16,5,18,29,17,12,3,0,0,102,144,239,403,307,277,190,82,13,6,1666
LGA35790,9,13,10,20,43,61,40,10,0,211,0,0,0,4,0,3,0,0,0,9,7,5,15,18,19,0,0,0,0,68,167,232,347,268,325,199,69,8,0,1613
LGA35800,0,0,3,3,22,31,36,27,8,138,0,0,0,0,0,4,11,3,0,22,4,11,10,15,14,36,24,15,8,147,35,83,175,164,227,294,198,89,29,1293
LGA36070,4,7,0,8,13,22,21,3,0,83,3,0,0,0,0,6,3,6,0,21,9,0,9,10,3,0,0,0,0,27,40,53,100,122,109,64,37,9,0,539
LGA36150,0,0,3,0,7,15,16,5,3,49,0,0,0,0,0,0,0,0,0,0,3,0,6,3,10,12,8,3,0,46,20,48,122,78,143,112,73,26,9,635
