SA3_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
12501,131,2120,214,2465,247,3771,590,4609,705,9925,1680,12315,594,5571,1001,7160,562,4036,643,5246,476,3350,389,4212,256,1778,243,2276,104,872,121,1092,25,275,45,348,3103,31696,4923,39721,147,1939,204,2289,267,2884,365,3519,935,7733,908,9571,790,4365,533,5693,805,3835,401,5041,657,3218,312,4192,324,1673,174,2174,102,947,124,1176,25,530,99,646,4051,27128,3112,34295,281,4061,416,4753,511,6655,955,8122,1642,17660,2584,21886,1385,9936,1532,12855,1371,7876,1044,10282,1136,6566,705,8401,584,3450,414,4455,210,1822,244,2268,53,798,142,998,7154,58821,8039,74020
12502,108,2068,121,2293,123,1854,111,2098,305,3747,266,4321,462,3862,239,4559,561,3648,239,4453,558,3127,213,3903,320,2039,166,2525,187,1232,128,1543,45,385,75,503,2667,21966,1557,26191,105,1808,111,2028,116,1755,81,1956,469,3892,238,4604,766,3955,236,4953,906,3797,246,4939,802,3021,187,4009,458,2061,195,2717,213,1299,160,1673,32,606,142,787,3867,22191,1602,27660,216,3874,232,4319,242,3615,191,4050,774,7643,503,8921,1230,7811,477,9515,1470,7443,482,9390,1362,6155,399,7908,776,4101,365,5243,398,2527,293,3213,77,991,220,1287,6533,44161,3159,53851
12503,251,4108,485,4843,373,5038,575,5988,1003,10732,1288,13022,1112,8452,921,10490,1107,7085,821,9009,889,5850,682,7420,559,4132,487,5178,247,1977,322,2550,64,774,144,985,5599,48160,5720,59479,306,3905,415,4627,500,4476,458,5427,1544,9925,1049,12518,1772,7505,753,10024,1751,6466,746,8966,1492,5438,567,7494,787,3862,464,5114,300,2451,395,3147,56,1406,262,1729,8507,45434,5099,59041,555,8013,905,9475,870,9513,1033,11419,2549,20659,2332,25543,2884,15960,1673,20518,2852,13554,1566,17970,2379,11287,1247,14912,1344,7992,950,10288,552,4427,713,5694,117,2182,404,2710,14112,93588,10824,118524
12504,177,2761,270,3205,245,4022,395,4659,878,13391,1360,15631,1084,10731,1024,12844,852,6007,512,7368,785,4500,480,5764,476,3315,340,4124,231,1859,254,2345,67,719,154,935,4784,47314,4790,56880,160,2562,202,2919,255,3350,321,3928,1303,13425,1293,16019,1393,8659,747,10796,1256,5615,473,7347,1262,4605,482,6354,721,3603,384,4707,261,2297,356,2914,46,1359,258,1661,6652,45477,4510,56645,333,5321,468,6122,495,7376,717,8596,2179,26818,2653,31657,2468,19392,1770,23639,2105,11617,986,14712,2048,9111,958,12117,1200,6914,718,8835,487,4158,613,5260,106,2071,413,2597,11438,92785,9303,113525
12601,69,1559,73,1702,78,1652,71,1803,163,2598,130,2891,301,2670,114,3085,398,2653,108,3158,450,2313,92,2850,266,1588,72,1922,144,821,72,1035,44,340,54,438,1912,16197,780,18883,65,1460,54,1571,81,1592,61,1738,195,2535,99,2828,447,2834,112,3396,652,2752,86,3494,729,2207,93,3030,347,1532,92,1967,154,1035,104,1296,25,600,86,711,2701,16543,789,20032,127,3018,128,3275,161,3242,133,3537,356,5134,228,5721,741,5507,227,6478,1052,5399,195,6650,1177,4521,181,5882,607,3118,164,3895,300,1856,175,2337,70,936,140,1149,4609,32737,1569,38919
12602,185,3704,233,4116,255,4725,279,5263,600,9988,672,11257,812,8203,522,9535,1115,6620,444,8172,1055,5344,372,6776,579,3908,305,4796,328,2196,232,2755,118,1099,140,1355,5046,45780,3198,54024,170,3071,213,3449,265,4859,310,5434,835,10343,692,11871,1246,8132,470,9847,1643,6765,399,8812,1672,5564,389,7621,910,4003,344,5260,376,2821,355,3550,115,1967,350,2428,7237,47522,3518,58273,352,6772,443,7565,520,9584,588,10696,1436,20330,1366,23128,2053,16334,998,19383,2757,13386,844,16985,2726,10905,765,14401,1494,7912,651,10055,702,5012,587,6307,231,3063,490,3780,12276,93304,6721,112299
12701,196,3460,434,4085,245,3152,289,3682,516,6128,597,7245,747,5789,549,7088,793,5424,562,6774,587,4179,428,5186,309,2347,334,2988,157,972,189,1320,18,247,45,312,3571,31696,3410,38679,251,3200,388,3834,316,3123,300,3737,937,6306,560,7800,1261,5684,560,7511,1335,5045,509,6891,995,3846,446,5288,411,2221,362,2989,140,1183,236,1563,17,417,73,507,5668,31019,3434,40118,445,6652,820,7919,557,6274,586,7418,1453,12430,1157,15040,2014,11480,1112,14596,2128,10469,1069,13668,1584,8022,871,10478,717,4564,694,5976,302,2152,422,2881,40,665,119,815,9235,62713,6850,78799
12702,382,5962,533,6871,519,6386,512,7421,1101,10308,848,12254,1253,8878,773,10901,1633,9959,905,12495,1450,9149,774,11365,716,5787,571,7070,370,2984,357,3712,83,1025,143,1250,7497,60434,5419,73347,434,5520,479,6431,626,5883,445,6959,1630,10361,861,12847,2227,9184,839,12247,2627,9574,822,13017,2440,9003,764,12199,1097,5676,553,7330,382,3577,411,4373,59,1671,197,1933,11519,60459,5356,77342,817,11480,1008,13302,1147,12272,955,14377,2727,20663,1706,25102,3481,18064,1611,23149,4252,19531,1724,25512,3884,18149,1534,23570,1815,11463,1126,14407,757,6563,767,8079,139,2698,343,3187,19019,120896,10780,150687
12703,187,3506,374,4066,270,3392,442,4105,691,7077,909,8679,927,6942,797,8671,951,6011,691,7658,679,4434,552,5666,412,2839,366,3625,198,1337,246,1783,31,435,88,546,4353,35976,4474,44798,227,3168,350,3740,372,3246,359,3974,1108,7341,863,9308,1423,6675,755,8853,1323,5514,605,7443,1142,4205,549,5898,586,2887,442,3917,212,1627,318,2158,46,803,146,995,6434,35466,4390,46288,415,6674,722,7812,642,6636,805,8082,1800,14417,1772,17990,2353,13617,1557,17526,2276,11527,1301,15096,1814,8642,1101,11560,1005,5731,808,7540,411,2966,569,3939,77,1237,232,1547,10783,71443,8857,91086
12801,94,2849,197,3136,133,2830,188,3150,379,5841,461,6681,552,6258,450,7251,925,6050,403,7382,1052,5166,402,6620,617,3908,330,4853,321,2284,252,2859,146,989,142,1278,4211,36164,2833,43212,121,2744,208,3078,155,2703,162,3024,558,6171,472,7198,956,6201,414,7567,1487,5840,404,7739,1665,4874,374,6919,922,4100,371,5390,377,2860,373,3614,119,1868,305,2292,6365,37369,3084,46817,212,5595,405,6213,290,5535,348,6176,937,12005,934,13882,1504,12452,862,14820,2412,11897,806,15114,2714,10043,779,13539,1539,8007,702,10243,705,5140,626,6474,261,2852,453,3563,10575,73536,5917,90027
12802,141,3244,203,3586,154,3075,115,3341,340,5440,248,6023,592,6436,305,7329,971,5962,331,7260,1114,5244,258,6621,675,3808,228,4707,229,1691,182,2105,72,690,80,843,4287,35581,1942,41808,125,3011,158,3293,189,2855,115,3152,487,5539,248,6272,1120,6510,295,7925,1606,5920,286,7816,1848,4923,279,7048,911,3792,278,4984,254,1974,237,2465,68,1313,157,1537,6608,35839,2047,44496,265,6256,355,6879,342,5923,230,6495,822,10978,496,12299,1714,12943,597,15255,2578,11884,612,15071,2969,10165,535,13664,1581,7598,506,9692,484,3669,415,4569,137,2003,240,2381,10897,71420,3986,86302
19797,0,5,0,3,0,3,0,9,0,8,0,11,0,8,4,18,3,18,0,25,5,14,4,22,0,38,5,48,0,9,9,16,0,3,0,3,12,105,33,157,0,7,0,7,3,0,0,4,3,13,5,24,0,12,3,14,0,19,9,31,11,33,9,53,6,43,14,60,0,11,12,24,0,3,0,7,28,137,54,220,0,12,0,12,0,4,0,9,3,23,7,32,3,21,8,34,6,39,7,50,13,45,18,74,10,73,22,108,0,25,20,42,0,9,0,10,40,247,91,374
19999,8,198,78,285,31,544,171,746,74,1032,507,1615,76,690,505,1269,98,588,466,1148,85,582,323,986,57,477,186,719,8,103,47,162,0,18,17,32,433,4229,2297,6958,17,164,54,232,31,450,135,615,72,734,292,1091,64,375,192,629,100,365,180,646,114,466,149,732,58,316,100,477,6,72,40,120,3,31,15,48,457,2981,1146,4590,26,358,130,517,58,1002,303,1358,138,1765,799,2703,134,1069,695,1900,193,956,647,1798,203,1046,468,1722,121,797,282,1196,14,176,89,282,3,47,25,78,888,7214,3448,11545
20101,126,3039,312,3475,181,3343,297,3821,441,5602,461,6508,647,4977,428,6057,816,5012,462,6289,865,4517,424,5803,578,3514,505,4598,267,1738,363,2372,70,577,153,801,3986,32316,3410,39714,156,2886,307,3343,273,3309,288,3866,749,5570,471,6794,1050,5187,400,6643,1481,5038,478,6995,1576,4502,481,6561,866,3818,543,5226,330,2229,549,3107,57,1277,262,1603,6536,33817,3781,44132,277,5923,618,6819,456,6649,584,7686,1192,11171,937,13301,1698,10168,831,12700,2293,10046,945,13287,2437,9020,904,12360,1443,7335,1044,9822,600,3963,909,5476,131,1853,417,2398,10519,66134,7197,83848
20102,29,622,127,775,32,484,69,586,72,887,97,1054,191,1288,132,1612,271,1682,218,2164,350,1759,246,2353,211,1490,233,1930,72,563,139,778,13,162,59,233,1238,8935,1319,11485,45,573,105,726,48,413,56,515,132,917,101,1148,297,1332,152,1785,438,1659,215,2306,522,1654,240,2418,293,1298,249,1837,74,553,154,775,12,301,100,420,1866,8700,1374,11939,79,1198,229,1505,81,895,125,1106,201,1802,198,2203,491,2617,284,3394,705,3344,427,4478,872,3418,485,4777,505,2779,482,3772,145,1118,294,1557,24,459,159,648,3109,17630,2692,23428
20103,32,565,99,691,42,482,50,568,79,765,135,979,171,1027,178,1374,240,1271,252,1765,325,1571,260,2156,203,1511,307,2021,78,683,187,950,14,180,68,263,1182,8057,1533,10772,44,518,83,636,52,423,35,513,147,810,79,1042,244,941,99,1281,381,1244,138,1764,472,1380,184,2042,287,1332,246,1866,68,649,185,900,12,326,102,439,1702,7625,1146,10474,74,1077,176,1330,89,908,85,1079,225,1578,214,2016,415,1960,281,2657,618,2514,393,3532,798,2952,447,4195,488,2843,552,3882,148,1331,367,1854,24,508,171,700,2880,15682,2686,21245
20201,117,2570,329,3016,179,2963,258,3395,421,5134,447,6001,563,4393,401,5358,736,4333,444,5513,859,4062,467,5384,496,3236,461,4192,266,1692,390,2352,90,589,207,886,3738,28962,3401,36093,193,2494,311,3002,227,3110,240,3572,782,5187,446,6419,995,4481,410,5884,1269,4335,436,6039,1425,4134,457,6022,710,3467,517,4688,298,2053,543,2891,74,1149,405,1632,5971,30409,3771,40147,313,5065,644,6023,411,6065,493,6970,1201,10322,894,12416,1561,8874,812,11241,2005,8665,881,11552,2286,8191,923,11405,1203,6700,973,8880,560,3744,935,5240,167,1739,611,2515,9710,59366,7168,76243
20202,48,1134,205,1394,56,810,140,1010,138,1430,407,1971,255,2135,383,2774,392,2668,426,3484,536,2803,393,3727,323,2373,368,3068,137,992,255,1386,40,302,90,433,1927,14645,2666,19239,57,1059,164,1279,64,734,69,866,220,1503,179,1898,458,2277,270,2998,734,2702,304,3739,878,2575,341,3797,480,2230,376,3088,156,1037,274,1464,32,467,202,698,3079,14575,2176,19830,106,2190,371,2668,119,1551,211,1878,357,2932,585,3871,716,4406,650,5768,1130,5366,724,7219,1410,5376,736,7525,805,4598,741,6155,288,2030,531,2852,73,768,292,1128,5006,29220,4848,39071
20203,15,268,52,340,6,164,23,195,36,310,44,390,56,477,76,609,118,616,106,835,163,806,110,1078,87,662,122,876,33,266,81,383,13,89,37,141,530,3669,645,4841,26,253,66,343,15,159,12,193,58,317,43,426,89,442,62,593,194,580,91,867,248,615,79,942,111,476,103,695,39,275,91,404,11,124,40,173,791,3252,586,4624,45,521,116,686,20,325,36,384,95,633,89,818,141,924,135,1194,310,1199,192,1701,414,1414,188,2013,203,1142,227,1568,67,540,171,786,22,219,76,311,1323,6916,1228,9469
20301,22,565,82,667,18,421,38,474,46,768,63,883,120,1093,99,1314,181,1127,98,1403,181,1029,100,1312,117,735,79,931,35,262,50,349,7,67,20,97,726,6073,628,7428,25,462,83,573,30,324,30,385,98,827,54,981,211,1075,94,1377,293,1056,82,1430,306,836,104,1250,137,603,88,829,33,260,42,337,3,140,17,162,1144,5582,605,7330,51,1029,163,1242,44,750,68,863,146,1597,121,1864,328,2167,197,2696,472,2183,178,2833,491,1864,203,2563,252,1337,165,1761,77,516,97,687,14,211,35,258,1872,11655,1236,14759
20302,243,5287,549,6078,330,6043,576,6948,769,10573,1242,12591,1110,9432,1042,11585,1537,9147,1022,11712,1685,8060,817,10562,1013,6335,869,8215,514,3308,688,4511,163,1334,359,1845,7371,59520,7159,74047,310,5192,477,5979,431,5844,462,6737,1330,10658,809,12794,2030,9373,733,12140,2665,9106,830,12603,2753,8078,848,11679,1570,6801,934,9304,589,4284,977,5845,137,2529,685,3343,11816,61864,6747,80427,558,10471,1023,12055,762,11888,1039,13688,2101,21232,2051,25386,3142,18811,1769,23722,4210,18256,1845,24312,4440,16139,1667,22243,2583,13138,1804,17524,1098,7595,1667,10355,292,3857,1037,5191,19186,121381,13905,154470
20303,66,1762,176,2004,53,1385,118,1554,190,2764,217,3171,374,3732,300,4403,533,3560,291,4376,733,3816,356,4913,522,3512,410,4443,243,1601,259,2098,57,535,131,723,2778,22652,2245,27678,74,1575,165,1809,95,1174,83,1353,352,3084,232,3670,641,3824,257,4718,1007,3662,277,4948,1242,3788,365,5392,794,3560,457,4800,222,1786,345,2362,46,929,181,1154,4483,23379,2357,30213,144,3337,337,3814,155,2557,200,2906,545,5848,446,6841,1016,7554,554,9119,1541,7223,562,9326,1976,7604,720,10308,1312,7068,864,9245,467,3389,605,4456,103,1457,310,1869,7259,46038,4599,57894
20401,58,1411,246,1713,72,1182,137,1388,198,2057,257,2515,250,2256,299,2802,422,2820,370,3615,551,3205,461,4214,367,2903,490,3762,169,1209,314,1694,53,375,140,565,2148,17410,2713,22269,74,1220,222,1508,79,980,112,1170,286,2026,233,2551,441,2339,279,3059,655,2745,358,3757,888,2883,391,4161,513,2577,463,3549,190,1250,385,1826,34,589,198,820,3158,16619,2635,22410,134,2622,467,3227,154,2155,247,2554,487,4088,495,5066,697,4598,570,5864,1080,5563,731,7372,1439,6083,855,8373,875,5483,950,7314,362,2461,700,3521,85,962,335,1384,5304,34022,5348,44677
20402,49,1114,207,1368,47,950,89,1088,169,1670,162,1997,252,1948,207,2403,403,2344,245,2990,467,2567,309,3340,339,2245,338,2920,131,1146,252,1535,44,382,172,605,1913,14357,1975,18241,77,1027,188,1294,92,822,107,1018,293,1733,148,2175,464,2018,189,2673,651,2386,274,3308,868,2437,319,3623,468,2185,384,3036,188,1259,313,1758,42,688,308,1031,3139,14556,2221,19918,125,2140,397,2660,142,1773,188,2107,464,3406,312,4177,718,3958,401,5076,1055,4723,515,6300,1336,5004,619,6968,807,4428,720,5953,318,2404,562,3290,82,1069,482,1631,5056,28911,4199,38158
20403,113,1913,267,2294,99,1806,204,2111,271,3140,380,3794,401,3204,401,4008,586,3707,430,4719,675,3768,425,4871,398,2955,397,3752,194,1289,284,1761,43,423,123,587,2775,22214,2909,27900,113,1744,246,2108,120,1457,150,1731,468,3297,318,4077,739,3281,319,4328,946,3669,355,4970,1108,3572,392,5067,594,2794,402,3794,224,1420,349,1991,42,780,173,990,4345,22013,2697,29058,226,3659,516,4403,219,3266,356,3840,735,6435,703,7875,1135,6484,718,8340,1531,7385,777,9695,1783,7343,815,9941,998,5745,801,7542,411,2710,628,3754,87,1206,289,1576,7122,44227,5604,56959
20501,65,1316,173,1554,61,1117,107,1283,177,2177,185,2537,264,2103,197,2565,367,2484,260,3108,446,2482,292,3226,318,2196,289,2801,141,1069,224,1430,26,267,107,405,1856,15204,1838,18904,69,1248,142,1464,99,1048,96,1249,316,2270,164,2748,492,2167,229,2879,704,2447,247,3401,778,2422,317,3520,462,2132,338,2941,154,1080,272,1504,38,502,164,707,3109,15329,1978,20417,138,2565,319,3018,160,2170,209,2537,491,4447,350,5283,750,4267,428,5443,1070,4932,504,6509,1224,4910,610,6744,779,4333,634,5739,291,2148,496,2933,66,778,269,1111,4970,30532,3817,39320
20502,73,930,196,1203,59,759,110,929,159,1500,183,1842,235,1587,217,2037,340,2088,292,2726,504,2645,328,3470,381,3037,496,3917,172,1409,295,1879,45,360,160,560,1967,14315,2276,18560,57,891,153,1103,75,719,94,893,269,1522,189,1979,398,1654,197,2245,605,2189,271,3067,762,2646,356,3764,499,2681,432,3617,191,1318,426,1934,27,560,249,839,2889,14177,2371,19432,127,1821,353,2302,141,1485,202,1823,425,3022,377,3826,628,3242,410,4288,950,4279,566,5789,1268,5288,679,7234,883,5714,935,7532,365,2729,718,3811,66,921,407,1395,4860,28495,4641,37995
20503,75,1376,249,1702,70,967,102,1142,176,2188,244,2608,289,2478,232,3004,523,3112,406,4039,659,3543,445,4650,523,3533,521,4577,208,1608,402,2221,63,532,160,752,2586,19342,2761,24686,67,1253,174,1490,80,948,108,1140,340,2241,231,2815,559,2522,271,3362,825,3008,349,4183,1104,3554,453,5109,698,3535,544,4778,230,1700,478,2401,50,889,261,1204,3954,19656,2872,26481,144,2625,426,3199,149,1915,213,2278,524,4434,472,5426,853,5001,507,6360,1344,6120,754,8215,1757,7100,900,9763,1226,7069,1067,9358,431,3307,878,4624,113,1420,422,1954,6540,38995,5638,51170
20504,85,1906,285,2279,140,1968,243,2344,335,3600,394,4332,425,3250,347,4027,553,3691,459,4709,627,3832,486,4944,425,2847,451,3729,185,1349,355,1883,40,474,142,655,2824,22918,3163,28906,104,1768,259,2124,207,1975,241,2420,520,3756,430,4704,740,3208,341,4289,1007,3532,438,4977,1104,3555,473,5129,567,2812,483,3861,212,1660,462,2336,24,829,254,1106,4480,23099,3384,30954,188,3668,545,4397,349,3944,480,4768,855,7362,823,9040,1163,6466,687,8315,1559,7225,897,9688,1724,7387,964,10072,999,5663,933,7593,396,3005,816,4220,67,1298,396,1759,7300,46015,6543,59863
20505,51,1059,183,1290,57,949,193,1201,154,1826,505,2492,242,1842,461,2544,306,2121,340,2769,412,2429,353,3195,284,2008,300,2589,109,882,233,1228,30,282,81,395,1654,13407,2649,17710,65,987,168,1215,75,772,90,939,287,1893,174,2358,396,1795,200,2391,578,2118,254,2946,709,2265,298,3275,382,1809,289,2479,116,934,255,1310,26,486,121,638,2627,13055,1862,17540,115,2041,346,2510,136,1716,288,2135,450,3719,682,4853,637,3636,662,4934,888,4238,597,5720,1121,4693,651,6470,659,3815,588,5065,225,1813,494,2536,52,772,202,1029,4275,26459,4512,35249
20601,69,1451,149,1668,144,3191,264,3599,483,9134,765,10382,569,6025,490,7083,772,3959,328,5058,563,2639,256,3459,291,1734,192,2215,207,1176,176,1561,79,517,81,667,3180,29818,2700,35696,93,1455,124,1667,212,3756,270,4240,677,9299,752,10726,889,5866,449,7206,1236,3623,319,5174,1027,2642,260,3930,446,1925,212,2584,254,1636,208,2094,57,826,124,1006,4898,31014,2720,38633,161,2906,272,3336,359,6941,530,7836,1164,18429,1522,21113,1460,11890,944,14286,2007,7583,646,10233,1594,5284,519,7390,744,3658,402,4798,460,2811,383,3654,134,1340,204,1680,8076,60834,5414,74327
20602,50,977,81,1101,80,1388,121,1591,206,4252,402,4859,359,3494,333,4186,510,2736,227,3467,375,1741,167,2282,164,1077,124,1371,140,784,116,1042,35,313,45,393,1926,16755,1616,20301,44,918,93,1063,85,1697,140,1920,324,4887,424,5636,544,3842,318,4699,862,2761,231,3856,641,1696,174,2518,283,1170,138,1596,171,1048,135,1357,15,566,116,692,2971,18582,1777,23327,93,1894,178,2165,165,3087,261,3509,527,9139,827,10493,902,7331,651,8883,1373,5493,456,7320,1019,3436,346,4799,443,2250,269,2966,313,1831,253,2403,51,880,162,1089,4896,35339,3390,43625
20603,70,1549,139,1748,98,2256,194,2545,296,5121,559,5979,354,3959,389,4707,592,3453,335,4376,589,2612,263,3463,268,1621,189,2079,98,807,147,1048,47,390,81,525,2415,21771,2287,26479,76,1614,162,1850,142,2283,207,2627,431,5613,552,6596,617,4038,391,5041,991,3345,280,4614,978,2508,264,3752,385,1616,209,2203,176,1162,209,1551,40,750,161,953,3832,22920,2433,29190,146,3156,301,3604,244,4540,397,5177,727,10734,1113,12574,969,7999,780,9750,1585,6801,615,8997,1570,5122,527,7221,651,3233,399,4278,270,1972,355,2597,89,1143,239,1480,6246,44694,4722,55664
20604,143,3872,516,4534,350,11673,1512,13533,641,18821,2770,22238,487,6772,1286,8555,450,3665,723,4840,442,2829,558,3829,271,1951,440,2657,89,799,205,1091,18,296,143,459,2900,50681,8164,61748,169,5282,611,6059,460,14115,1652,16225,824,18850,2505,22188,656,5885,947,7483,684,3604,660,4947,714,2734,529,3968,408,1822,395,2623,100,860,238,1206,30,485,282,795,4040,53630,7824,65498,318,9151,1126,10594,805,25781,3169,29759,1470,37675,5283,44424,1143,12660,2239,16038,1135,7270,1383,9788,1152,5557,1091,7801,680,3770,832,5288,189,1662,446,2299,46,781,424,1255,6938,104308,15992,127245
20605,45,1210,155,1415,114,2505,351,2968,441,10596,1530,12568,513,7496,987,8993,732,5201,780,6715,636,3841,620,5097,343,2690,441,3472,156,1110,241,1505,43,434,88,565,3025,35078,5199,43304,62,1248,171,1479,140,3035,407,3584,636,11409,1639,13679,801,7360,963,9124,1138,4957,668,6773,1107,3456,546,5105,588,2485,402,3474,186,1254,246,1687,40,694,132,868,4704,35901,5171,45774,108,2459,327,2896,260,5542,752,6555,1071,22003,3167,26249,1317,14849,1951,18115,1871,10163,1448,13486,1736,7295,1169,10205,934,5177,841,6946,343,2367,487,3197,87,1124,220,1433,7728,70977,10368,89081
20606,26,868,116,1011,99,2183,253,2534,285,7576,947,8814,283,3686,456,4423,370,2577,316,3256,361,1944,266,2574,246,1759,236,2242,145,995,188,1337,64,389,79,529,1882,21973,2858,26714,52,1034,140,1221,141,2890,297,3327,437,8092,952,9480,393,3577,411,4384,610,2390,302,3302,677,2111,297,3086,435,1931,267,2628,211,1242,263,1712,41,623,172,830,2983,23888,3098,29973,75,1898,250,2233,236,5077,547,5863,725,15671,1902,18297,675,7258,871,8806,978,4969,612,6556,1038,4052,563,5653,683,3690,499,4872,353,2239,451,3049,98,1012,250,1352,4868,45865,5949,56683
20607,56,1085,188,1333,107,2679,356,3143,466,11119,1287,12874,462,6022,712,7197,654,3898,536,5093,560,2739,417,3710,315,1929,292,2537,123,890,165,1182,37,325,77,445,2783,30692,4040,37511,54,1206,157,1415,181,3391,396,3970,663,11813,1344,13818,653,5639,649,6946,867,3523,482,4872,954,2718,423,4092,480,2027,322,2827,187,1164,220,1574,29,503,109,640,4062,31992,4098,40156,114,2292,343,2749,283,6067,755,7114,1134,22931,2624,26691,1117,11665,1363,14137,1522,7425,1020,9960,1514,5456,838,7803,791,3959,617,5358,311,2054,390,2759,73,827,185,1083,6842,62681,8139,77659
20701,231,5408,330,5968,294,6133,386,6813,526,9846,735,11111,776,8246,545,9568,1561,9055,665,11276,1620,6920,491,9034,903,5186,396,6483,432,2743,329,3508,198,1241,193,1627,6540,54784,4058,65383,257,5376,311,5940,325,5848,364,6532,756,9970,708,11426,1392,9203,580,11168,2666,9551,604,12823,2620,6804,527,9949,1461,5488,524,7468,636,3397,491,4526,154,2636,420,3208,10264,58272,4509,73046,490,10784,640,11910,621,11982,747,13346,1286,19820,1437,22544,2159,17446,1126,20736,4228,18606,1264,24102,4237,13729,1015,18983,2366,10671,912,13951,1069,6142,818,8031,349,3875,608,4829,16806,113050,8568,138430
20702,111,2605,141,2858,156,2604,124,2884,340,4714,287,5350,478,4568,236,5279,821,4719,270,5812,758,4060,259,5076,589,3517,253,4364,381,2721,357,3463,123,889,171,1178,3760,30396,2103,36258,117,2375,148,2635,181,2357,116,2659,458,4742,260,5464,770,4808,239,5820,1290,4988,301,6578,1263,4267,280,5816,928,4081,350,5353,486,2979,444,3908,98,1429,292,1818,5599,32028,2434,40064,231,4979,286,5499,335,4963,239,5548,807,9455,553,10813,1246,9371,475,11096,2115,9705,573,12391,2025,8327,542,10890,1518,7592,599,9717,866,5705,805,7372,213,2323,467,3004,9367,62424,4530,76324
