SA3_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
31004,5998,12039,284,1770,1064,5325,450,2241,6599,26236,8404,35578,436,1859,616,2051,1448,4690,2493,8597,10899,44173,105,566,377,1517,203,760,2130,6101,2822,8940,167,553,297,658,1103,2427,1563,3641,4382,12581,360,773,21641,69568
31101,1486,2963,36,193,135,636,54,258,698,2858,923,3946,57,235,98,325,292,909,451,1472,1374,5421,11,39,47,193,26,95,341,978,429,1303,20,66,59,136,215,462,298,670,730,1976,63,130,3645,10487
31102,3745,7535,76,419,372,1792,170,808,2328,9329,2948,12353,146,612,248,814,861,2746,1253,4174,4203,16533,33,139,171,643,120,434,1237,3522,1555,4743,92,318,154,334,838,1824,1088,2475,2646,7224,207,443,10800,31732
31103,6171,12470,273,1717,902,4625,504,2437,5064,20612,6748,29388,485,2083,582,1944,1991,6464,3056,10496,9806,39881,104,501,310,1177,245,958,1944,5692,2603,8341,167,542,271,632,1265,2785,1697,3960,4304,12296,311,668,20593,65313
31104,4124,8252,144,861,702,3316,305,1430,3380,13570,4536,19174,337,1430,397,1334,1309,4152,2046,6914,6583,26091,23,123,115,433,82,285,754,2160,973,2992,56,184,112,245,430,951,599,1383,1569,4376,88,196,12361,38912
31105,5436,10890,174,1022,608,2919,287,1344,3857,15305,4932,20586,375,1586,511,1713,1461,4683,2353,7983,7280,28565,43,210,186,700,131,492,1225,3369,1586,4776,128,428,226,505,1005,2207,1364,3139,2947,7916,257,543,15918,47919
31106,6254,12655,236,1479,822,4247,340,1648,4822,19299,6223,26673,409,1775,550,1839,1569,5080,2525,8693,8747,35368,98,516,343,1377,202,761,1807,5205,2444,7852,165,560,353,812,1437,3186,1954,4551,4403,12406,375,800,19775,61223
31201,3059,6001,46,234,325,1487,100,461,2454,9733,2922,11911,80,302,161,485,437,1313,675,2095,3595,14002,12,47,73,246,43,141,467,1318,596,1759,27,74,61,124,270,560,358,760,947,2520,68,148,7675,22663
31202,12220,23626,244,1328,1244,5603,493,2173,7466,28697,9439,37799,498,1973,911,2823,2291,6963,3706,11757,13150,49560,57,259,333,1142,201,743,2234,6137,2819,8281,127,401,322,689,1305,2744,1755,3833,4573,12111,388,803,30330,86095
31203,2108,4106,23,96,147,659,53,237,1222,4692,1450,5682,57,222,105,330,279,851,446,1402,1895,7087,3,22,47,166,25,89,360,942,437,1225,20,51,64,129,164,337,242,524,684,1745,47,109,4734,13047
31301,5465,10854,45,238,203,960,115,518,1229,4786,1591,6500,102,427,198,653,698,2122,1002,3205,2593,9703,14,73,83,298,60,207,573,1610,730,2192,39,123,107,228,510,1059,657,1407,1380,3596,105,218,9549,24371
31302,5958,11955,165,937,636,3098,330,1589,4026,16148,5152,21777,310,1324,450,1462,1404,4464,2167,7251,7325,29020,61,292,261,1006,200,761,1846,5345,2377,7415,124,408,298,672,1153,2587,1583,3665,3958,11082,268,553,17498,52612
31303,1506,3015,27,140,112,525,51,238,689,2723,885,3627,56,233,84,259,274,834,417,1326,1296,4956,6,32,42,156,22,80,202,575,272,839,20,59,41,89,150,317,208,462,476,1303,31,56,3305,9331
31304,5946,11876,202,1190,907,4299,350,1659,3910,15626,5377,22773,426,1754,599,2006,1557,5005,2583,8761,7957,31537,57,258,254,895,143,513,1319,3711,1766,5378,115,362,240,543,892,1942,1241,2842,3004,8219,171,356,17086,51999
31305,6606,13147,99,572,522,2433,198,931,2830,10908,3650,14846,254,1058,431,1408,1200,3768,1890,6231,5535,21076,37,163,201,730,122,431,1341,3670,1704,4995,101,323,305,676,1247,2650,1654,3655,3357,8645,275,561,15780,43426
31401,8473,16782,186,1050,1425,6500,307,1359,6995,27599,8918,36502,773,3224,1254,4320,2187,6967,4218,14507,13135,51008,40,172,221,714,73,257,1035,2678,1364,3818,115,358,324,756,852,1853,1293,2969,2657,6787,244,503,24512,75082
31402,6447,12806,165,949,807,3726,318,1466,6021,23297,7310,29438,339,1428,560,1856,1209,3837,2106,7121,9419,36557,42,214,254,907,134,473,1782,4799,2219,6392,113,355,290,628,839,1808,1245,2793,3459,9189,215,443,19542,58997
31403,3534,7091,78,436,361,1728,138,636,2502,9690,3076,12488,208,869,284,945,900,2833,1386,4650,4466,17141,27,139,138,496,70,242,836,2292,1061,3172,81,273,152,350,704,1530,938,2148,2003,5324,183,394,10181,29951
31501,2039,4099,95,642,208,1052,280,1579,1861,7963,2453,11239,50,219,88,262,459,1557,599,2037,3054,13275,41,223,56,236,155,700,891,2801,1144,3964,10,41,43,90,429,1079,481,1215,1627,5171,239,577,6954,23129
31502,2497,4938,51,290,224,1028,185,941,1962,7789,2418,10048,63,253,120,340,381,1227,563,1821,2986,11869,25,124,65,272,93,424,642,1946,831,2762,32,101,56,115,341,763,427,985,1262,3743,123,266,6864,20811
31503,2043,3989,22,104,128,548,56,237,1020,3970,1229,4852,46,173,74,202,311,917,438,1289,1661,6144,4,17,43,172,33,113,313,908,396,1216,9,22,22,51,198,403,230,476,629,1697,64,135,4394,11963
31601,5953,11742,86,473,712,3206,186,856,3614,14113,4599,18647,280,1113,615,1991,988,3043,1879,6143,6477,24786,24,92,186,637,65,229,941,2460,1213,3422,77,237,259,565,634,1358,965,2165,2182,5586,159,325,14778,42445
31602,10076,19906,117,613,911,4090,269,1180,4716,18267,6013,24150,350,1441,672,2155,1452,4523,2473,8121,8490,32266,32,141,265,872,144,488,1431,3831,1875,5339,119,366,381,868,1205,2536,1702,3770,3575,9103,244,520,22394,61803
31603,6993,13807,69,353,391,1725,130,573,2857,10714,3451,13372,193,775,391,1248,880,2678,1465,4704,4917,18075,15,78,149,494,70,240,1018,2588,1257,3399,79,254,292,619,878,1806,1253,2674,2505,6073,247,514,14665,38474
31605,5521,10828,43,219,418,1833,104,462,2401,9190,2959,11702,145,562,342,1066,640,1942,1120,3568,4086,15277,24,102,144,462,68,232,712,1845,946,2650,60,191,198,414,584,1213,840,1817,1789,4467,91,191,11480,30757
31606,6466,12788,105,586,550,2530,206,908,2811,11154,3673,15181,240,973,447,1442,1148,3545,1838,5955,5509,21136,24,94,151,535,87,283,795,2153,1056,3060,65,216,171,373,720,1551,951,2139,2006,5199,129,272,14114,39398
31607,4756,9465,90,517,417,1959,160,704,2727,10675,3396,13860,210,857,312,1020,909,2828,1434,4706,4827,18562,28,116,106,375,67,260,778,2174,981,2917,51,169,172,368,606,1286,832,1819,1814,4732,119,239,11517,33005
31608,2909,5728,42,235,267,1216,72,298,1283,5040,1661,6794,78,317,202,625,508,1568,784,2520,2449,9305,7,28,62,212,30,111,342,924,441,1280,31,95,70,149,300,632,398,879,842,2158,33,79,6236,17275
31701,15810,31268,343,1950,1670,7994,501,2301,8938,35848,11442,48094,613,2524,1136,3637,2630,8162,4381,14325,15821,62416,99,487,530,1920,256,954,2718,7541,3599,10901,223,707,529,1136,1925,4069,2683,5907,6284,16807,580,1208,38495,111700
31801,4811,9510,78,457,430,1966,190,905,2138,8620,2832,11954,165,664,257,789,941,2897,1364,4347,4194,16306,30,135,105,415,89,414,730,2144,954,3103,37,116,106,224,611,1382,751,1719,1700,4821,162,350,10877,30976
31802,18336,35766,324,1812,2014,9336,633,2872,11521,44415,14496,58440,793,3268,1591,5174,3028,9312,5405,17748,19904,76186,120,576,682,2483,351,1274,3965,10971,5122,15301,290,910,803,1721,2397,5103,3490,7731,8609,23033,809,1694,47656,136678
31901,11290,22346,175,1029,815,3802,329,1485,4256,16840,5583,23154,328,1298,595,1895,1562,4824,2486,8017,8066,31170,52,239,285,1034,205,737,1847,5213,2381,7222,124,382,287,628,1356,2902,1761,3911,4140,11136,322,661,23820,65323
31902,6149,12182,74,416,461,2229,207,948,2355,9590,3101,13180,123,502,267,801,819,2517,1211,3823,4307,16999,30,150,151,570,101,437,1016,2999,1304,4160,43,143,120,258,646,1375,817,1783,2121,5940,199,431,12777,35551
31903,6262,12388,116,667,461,2176,188,855,2395,9611,3157,13305,146,602,279,879,920,2854,1352,4338,4507,17645,30,151,158,566,88,296,1075,2952,1348,3965,59,178,197,436,763,1592,1016,2206,2363,6168,137,289,13265,36486
31904,7932,15717,93,518,487,2203,187,845,2585,10173,3353,13741,142,587,356,1115,980,3032,1478,4736,4832,18478,39,190,217,827,132,512,1222,3356,1615,4883,79,255,227,496,845,1781,1148,2528,2765,7413,168,352,15693,41959
31905,6031,11955,68,375,353,1701,150,712,1956,7777,2536,10564,145,616,260,797,795,2473,1192,3886,3727,14447,26,124,139,497,78,270,937,2696,1177,3593,57,188,143,303,685,1464,885,1956,2065,5550,166,341,11989,32288
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,2285,4461,0,3,56,237,9,28,523,1812,588,2081,28,119,100,333,116,339,250,790,833,2875,0,8,27,76,3,10,138,315,165,404,20,70,93,194,134,282,254,548,421,951,177,369,3718,8651
40102,8049,15836,168,897,985,4492,172,746,4910,19209,6233,25335,572,2324,1025,3465,1611,4988,3206,10778,9439,36115,23,100,224,722,69,221,906,2351,1224,3394,134,407,360,811,789,1633,1282,2853,2503,6243,170,356,20164,58548
40103,4582,8971,47,237,741,3275,50,213,2852,11015,3687,14737,340,1355,878,3019,774,2361,1988,6729,5674,21459,3,10,102,327,21,55,429,1065,555,1457,83,247,290,666,452,940,825,1856,1385,3310,151,334,11787,34080
40104,5130,10167,53,291,607,2722,91,417,3197,12247,3956,15679,444,1887,707,2457,1277,4064,2431,8402,6392,24081,16,62,124,420,44,151,657,1673,833,2296,117,363,317,704,836,1769,1271,2835,2108,5130,243,510,13870,39890
40105,3661,7222,28,143,306,1337,51,210,2070,7698,2458,9387,203,805,424,1443,552,1722,1179,3969,3634,13357,7,30,88,301,9,25,424,1003,529,1353,67,197,236,537,480,994,781,1720,1307,3078,244,509,8845,24166
40106,2732,5390,26,120,328,1485,35,152,1890,7182,2282,8937,197,798,394,1372,539,1684,1134,3856,3409,12798,8,18,57,179,18,53,258,609,333,864,39,131,130,293,336,694,506,1121,834,1982,143,302,7116,20470
40107,3827,7481,33,175,406,1801,38,173,2431,9174,2914,11328,247,1030,573,1981,566,1730,1389,4741,4297,16067,7,33,65,218,17,45,419,1018,507,1323,60,185,202,446,437,904,702,1532,1210,2856,194,413,9533,26816
40201,3605,7150,83,476,402,1842,137,612,2026,7933,2648,10870,240,983,347,1166,877,2752,1463,4908,4108,15774,23,101,112,401,48,174,672,1825,854,2497,77,237,187,410,518,1097,781,1742,1634,4237,102,207,9451,27375
40202,7199,14350,191,1152,972,4899,338,1539,5106,20449,6605,28037,450,1941,596,2017,1687,5411,2732,9373,9335,37405,106,501,453,1824,265,971,2879,8080,3701,11375,192,613,442,1004,1635,3572,2272,5185,5973,16561,415,888,22924,69209
40203,6156,12276,97,592,688,3226,113,523,4767,17722,5672,22059,320,1360,570,1975,1052,3328,1940,6659,7609,28718,39,186,219,786,73,277,1096,2897,1432,4142,157,519,377,867,1140,2428,1673,3812,3107,7958,407,870,17281,49829
40204,12170,24334,308,1832,1524,7515,480,2215,8522,33070,10826,44640,835,3647,1215,4160,3190,10275,5236,18089,16063,62724,128,581,538,2048,309,1128,2964,8077,3934,11832,354,1158,678,1535,2542,5574,3579,8266,7510,20096,649,1370,36393,108528
40205,10633,21077,139,749,1135,5160,305,1339,5868,22524,7445,29772,793,3271,1076,3740,2401,7584,4273,14598,11722,44371,50,226,301,973,108,334,1413,3638,1870,5169,234,738,490,1099,1498,3215,2214,5054,4090,10222,293,607,26727,76273
40301,4054,7928,35,187,302,1324,60,258,1733,6500,2132,8270,201,817,425,1434,550,1693,1176,3938,3302,12207,5,34,73,216,18,49,401,929,499,1219,52,149,175,365,447,930,672,1441,1166,2663,172,358,8701,23152
40302,9416,18607,122,676,826,3740,175,779,5755,21490,6887,26686,594,2439,1007,3404,1727,5396,3327,11235,10213,37925,28,133,243,825,89,291,1339,3345,1711,4600,200,599,471,1042,1600,3379,2271,5018,3979,9616,533,1116,24140,67269
40303,6535,12862,95,510,826,3698,107,450,4351,16780,5376,21437,537,2216,1043,3616,1268,3918,2848,9747,8225,31189,23,89,176,583,36,121,659,1621,892,2407,120,351,350,766,763,1614,1233,2729,2125,5141,240,510,17125,49698
40304,17992,35637,278,1555,1843,8365,513,2234,10220,39228,12856,51377,1127,4625,1741,5872,3869,12108,6733,22604,19587,73985,95,435,663,2197,270,965,3532,9318,4561,12909,373,1146,905,1959,2759,5784,4041,8890,8599,21799,599,1248,46783,132669
40401,11183,22163,146,842,1087,4897,209,964,6179,23482,7621,30183,782,3255,1163,4060,2478,7868,4420,15183,12037,45366,53,246,310,1120,102,364,1553,4002,2024,5739,249,758,595,1338,2095,4496,2934,6592,4958,12335,660,1387,28836,81249
40402,5438,10806,87,491,520,2432,159,705,3055,11554,3820,15180,333,1415,577,1974,1242,3946,2150,7333,5966,22515,38,174,224,780,104,366,1098,2890,1465,4208,150,483,355,783,1270,2765,1773,4031,3242,8236,359,760,15009,42318
40403,6203,12275,59,311,517,2329,94,432,3782,13987,4455,17066,375,1556,640,2239,1114,3532,2129,7326,6588,24385,15,74,118,413,45,145,704,1705,882,2335,136,427,304,712,963,2010,1403,3143,2284,5482,412,875,15489,43015
40501,4373,8625,67,355,412,1882,116,518,2243,8939,2837,11701,222,923,346,1140,766,2369,1335,4430,4170,16126,15,67,127,452,33,110,477,1280,650,1916,44,142,123,268,407,830,572,1244,1220,3154,91,191,9856,28097
40502,3025,5952,43,233,223,999,54,219,1236,5050,1550,6508,99,379,151,491,376,1136,626,2005,2173,8507,19,69,66,236,38,132,292,784,415,1214,24,67,93,191,243,509,349,771,769,1992,49,101,6019,16549
40503,3364,6593,40,213,308,1437,87,398,1238,4958,1675,7003,120,483,193,581,515,1596,831,2655,2507,9665,32,156,100,346,52,181,479,1332,661,2022,42,124,110,236,398,838,552,1199,1210,3217,86,176,7164,19650
40504,3872,7632,30,158,204,930,58,233,1095,4381,1375,5698,87,351,175,528,399,1217,659,2092,2035,7793,11,63,68,239,29,86,377,1050,483,1437,35,114,74,146,282,585,385,853,872,2288,83,174,6866,17885
40601,6482,12711,89,482,595,2689,168,730,3229,12692,4085,16591,182,706,404,1236,835,2577,1425,4516,5506,21106,28,121,174,615,96,332,1146,3137,1440,4204,67,206,222,457,669,1408,953,2072,2389,6271,167,342,14545,40437
40602,2419,4777,36,184,200,901,102,491,1474,5772,1803,7349,51,208,114,348,391,1183,559,1739,2364,9090,9,47,71,259,62,263,541,1635,685,2200,19,72,76,162,347,771,447,1001,1127,3199,108,250,6016,17308
40701,7841,15458,75,405,425,1952,136,585,2316,9037,2950,11976,186,745,330,1042,849,2583,1366,4373,4313,16352,27,120,151,498,60,210,728,1874,963,2713,54,166,174,352,568,1170,799,1696,1764,4405,109,217,14023,36434
40702,7621,14964,116,624,708,3277,184,822,3825,15305,4832,20019,280,1126,493,1545,1115,3441,1886,6115,6721,26139,29,121,180,617,81,272,1073,2896,1364,3908,67,204,234,497,717,1494,1017,2189,2383,6095,182,376,16901,47567
40703,8739,17259,114,645,700,3210,198,890,3416,13550,4434,18303,282,1142,509,1655,1275,3937,2062,6726,6500,25024,47,213,198,713,98,361,1301,3581,1636,4865,86,277,263,580,973,2066,1328,2926,2971,7792,249,532,18453,50604
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,5844,11370,87,436,521,2306,140,605,3612,13802,4362,17156,191,717,386,1196,756,2224,1331,4141,5690,21298,20,79,161,556,51,170,856,2249,1086,3061,56,172,204,423,513,1056,767,1655,1857,4714,104,212,13491,37595
50102,11172,21791,204,1073,1179,5348,417,1878,6585,25473,8388,33769,464,1848,799,2508,1984,6034,3241,10384,11632,44154,50,240,348,1209,171,640,1928,5207,2502,7296,132,409,381,828,1260,2632,1775,3868,4273,11168,283,587,27352,77708
50103,3139,6121,39,222,227,1054,83,352,1213,4832,1560,6466,87,358,144,454,374,1118,608,1933,2164,8400,10,40,52,171,28,98,342,929,420,1229,23,67,70,146,221,459,316,675,732,1908,59,125,6106,16549
50201,12194,23749,202,1100,941,4337,341,1490,5367,20410,6848,27341,508,2003,744,2450,1824,5493,3077,9950,9934,37287,46,212,334,1233,163,589,1892,5218,2442,7252,162,519,346,749,1266,2646,1776,3919,4219,11172,274,572,26612,72780
50301,6302,12225,84,431,1122,5080,74,307,4314,17191,5595,23013,568,2277,1271,4421,1104,3327,2948,10029,8544,33045,12,55,174,571,18,65,516,1335,722,2025,116,356,339,764,605,1268,1064,2387,1782,4415,278,593,16904,50271
50302,11815,22944,56,279,697,3036,63,262,5923,21685,6731,25265,355,1442,925,3093,1059,3231,2339,7764,9070,33033,9,49,131,429,23,72,873,2121,1041,2663,98,306,377,843,894,1846,1367,2994,2409,5662,615,1287,23917,62921
50401,8743,17234,95,557,736,3362,152,656,5179,19263,6163,23836,438,1826,731,2545,1583,4995,2758,9367,8920,33211,35,175,188,637,84,289,1143,2862,1442,3964,143,455,374,814,1283,2748,1806,4014,3247,7974,477,1025,21388,59437
50402,4583,8967,99,577,510,2316,157,683,2451,9425,3222,12993,297,1240,421,1403,1074,3343,1796,5989,5020,18980,21,105,124,402,53,201,580,1573,781,2277,79,232,154,341,629,1336,862,1912,1649,4192,133,265,11373,32401
50403,11315,22289,315,1781,1626,7676,563,2563,9504,36476,12005,48497,894,3723,1229,4192,2686,8497,4809,16411,16816,64905,109,567,444,1619,214,804,2298,6353,3069,9342,272,911,538,1216,1873,4023,2681,6150,5752,15496,522,1112,34407,103801
50501,16055,31441,314,1687,2193,9831,492,2131,10945,42260,13951,55910,1543,6282,2344,8049,4446,13741,8330,28074,22280,83983,67,298,397,1309,121,396,1758,4618,2343,6615,341,1054,652,1481,1964,4175,2956,6715,5296,13334,536,1126,44168,129879
50502,20431,40208,228,1266,1916,8854,325,1476,12689,47692,15154,59288,1110,4637,2080,7169,3282,10242,6467,22050,21623,81341,77,366,432,1471,171,573,2613,6705,3290,9122,334,1046,906,2058,2807,5886,4054,8991,7341,18111,1118,2391,50508,142053
50503,15855,31223,511,2942,2704,12626,903,4102,14725,56513,18847,76171,1420,5869,1981,6685,3981,12590,7377,25153,26227,101329,145,691,630,2301,315,1150,3354,9227,4450,13366,429,1415,839,1904,2342,5081,3607,8402,8060,21769,696,1489,50841,155806
50601,7370,14546,188,1061,815,3874,300,1379,6226,23895,7532,30207,421,1768,650,2172,1649,5153,2725,9095,10252,39303,49,247,211,786,137,467,1648,4475,2044,5982,166,525,307,676,1174,2483,1654,3681,3698,9665,362,779,21676,64285
50602,7538,14819,82,453,440,2060,146,638,4271,15750,4938,18898,222,913,451,1522,879,2760,1555,5196,6499,24095,18,104,140,501,58,226,898,2347,1124,3180,103,316,271,589,1003,2146,1375,3045,2499,6225,617,1291,17148,46430
50603,8221,16413,150,873,1325,6031,205,944,6053,23278,7743,31118,711,2927,1278,4410,1929,6101,3920,13443,11659,44559,38,187,243,868,65,226,1024,2740,1375,4016,161,510,433,1013,1141,2445,1737,3969,3109,7986,675,1478,23670,70439
50604,9982,19927,349,2062,1567,7529,433,1998,8601,33201,10954,44785,819,3510,1129,3870,2653,8453,4606,15828,15563,60612,83,384,373,1359,175,695,1894,5312,2521,7753,224,761,455,1032,1710,3743,2396,5538,4917,13283,612,1336,31063,95157
50605,6166,12078,138,791,737,3417,242,1099,3784,14635,4914,19938,386,1589,531,1816,1469,4579,2382,7986,7291,27924,35,153,173,601,71,245,781,2117,1059,3121,134,432,218,503,823,1752,1182,2688,2237,5805,203,437,15898,46244
50606,2658,5230,86,528,322,1531,152,697,2214,8599,2776,11356,182,758,194,661,597,1860,976,3275,3758,14631,13,77,51,163,40,153,411,1154,515,1540,30,104,72,156,261,550,361,810,881,2347,72,152,7369,22368
50607,4625,9015,28,153,379,1696,47,207,2404,8873,2855,10928,236,970,523,1797,625,1941,1393,4707,4244,15634,9,43,86,277,24,96,427,1099,544,1511,70,226,236,519,434,899,738,1640,1280,3151,376,802,10526,28599
50701,9711,19050,169,947,1217,5578,334,1473,7721,29189,9442,37199,740,3012,1038,3493,2262,7109,4039,13625,13483,50816,49,208,293,1035,120,419,1533,4061,1993,5727,173,547,433,967,1447,3124,2054,4642,4044,10365,431,913,27669,81148
50702,3978,7719,38,215,307,1343,58,253,2088,7758,2496,9568,181,714,404,1358,613,1860,1197,3942,3697,13503,15,53,91,280,28,91,486,1209,615,1639,50,151,215,453,525,1063,791,1661,1407,3302,142,290,9223,24819
50703,3357,6627,85,506,372,1793,161,733,2956,11223,3582,14254,192,799,237,778,655,2063,1088,3640,4668,17897,27,118,132,471,69,253,870,2435,1087,3278,64,217,147,342,560,1190,769,1751,1855,5026,182,379,10061,29923
50704,10371,20415,141,778,1395,6259,170,732,6409,24591,8111,32362,951,3860,1605,5515,2479,7646,5038,17022,13148,49382,28,116,260,864,83,262,1091,2815,1461,4059,219,692,492,1138,1333,2816,2049,4650,3509,8711,503,1086,27537,79592
50705,11768,22884,273,1501,1547,7031,607,2696,9019,34484,11441,45715,714,2927,1116,3604,2558,7792,4389,14321,15835,60041,84,376,409,1444,216,828,2501,6824,3206,9473,225,734,404,889,1527,3270,2157,4890,5368,14359,387,791,33350,98075
50901,7123,13967,118,681,592,2719,217,973,3343,13202,4271,17576,188,756,353,1091,1035,3192,1576,5035,5850,22610,32,145,161,573,98,359,915,2539,1210,3621,64,204,185,394,709,1481,959,2083,2162,5706,192,402,15329,42686
50902,7160,13993,103,537,499,2161,227,1000,3094,12149,3914,15842,181,725,324,925,995,2999,1499,4644,5418,20492,24,117,126,470,78,286,812,2266,1043,3141,36,116,121,231,601,1260,762,1616,1800,4757,136,283,14513,39513
50903,2498,4880,19,121,147,585,59,230,1266,5049,1489,5983,59,214,110,284,309,908,476,1408,1966,7389,3,16,39,127,23,107,308,891,377,1140,9,30,44,97,217,451,276,576,654,1713,59,118,5175,14107
51001,2553,5016,54,329,227,1074,182,929,2110,8490,2565,10819,56,224,95,287,327,1065,477,1570,3047,12395,34,154,109,433,157,732,918,2803,1214,4122,18,50,58,128,374,921,454,1095,1667,5221,238,576,7502,23205
51002,1600,3139,41,232,147,698,95,460,1631,6489,1913,7882,43,190,86,269,208,672,337,1124,2245,9008,9,29,29,119,37,153,293,857,361,1155,13,38,24,52,141,324,176,418,545,1575,67,161,4458,13887
51003,2045,4011,46,244,276,1277,91,407,2521,9929,2934,11866,79,305,149,458,277,869,502,1633,3436,13492,14,53,35,152,42,153,352,1009,445,1365,13,31,42,82,171,373,224,485,668,1854,85,196,6229,19555
51101,1678,3268,36,171,176,787,49,222,939,3701,1193,4878,68,255,102,314,267,777,437,1341,1628,6220,3,25,32,124,22,90,230,650,299,887,10,39,43,86,167,355,222,476,521,1363,48,95,3872,10948
51102,937,1814,18,78,59,278,29,123,587,2260,694,2741,18,63,30,94,126,392,179,541,868,3289,3,16,19,77,21,83,174,519,216,689,3,7,24,51,72,165,103,225,326,916,39,83,2165,6098
51103,3136,6128,81,444,349,1623,229,1098,2795,10885,3455,14038,137,569,197,607,560,1777,899,2963,4357,17000,16,74,66,252,76,336,696,1995,853,2650,33,107,72,160,399,894,515,1164,1367,3812,151,335,9010,27274
51104,5924,11500,103,575,528,2389,180,839,3038,11871,3852,15673,194,774,344,1037,926,2776,1467,4586,5323,20252,44,219,164,617,118,455,1007,2888,1334,4181,55,188,164,340,665,1387,880,1912,2217,6097,207,440,13673,38295
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,1531,3060,35,211,174,795,89,387,1023,3958,1321,5348,91,365,150,501,339,1082,583,1951,1903,7299,8,43,83,313,41,175,635,1760,770,2291,35,102,81,179,262,561,380,846,1145,3135,72,139,4650,13634
60102,5885,11647,73,413,552,2498,136,602,3112,12025,3878,15543,251,1047,526,1736,1034,3191,1816,5968,5690,21514,25,118,207,682,82,288,1037,2715,1347,3805,97,305,292,627,821,1749,1218,2689,2571,6486,181,381,14325,40023
60103,5054,10051,83,474,492,2333,173,814,2723,10436,3475,14060,243,998,383,1275,1009,3189,1640,5461,5113,19523,45,195,260,914,110,392,1424,3840,1840,5339,124,408,317,660,1003,2158,1446,3223,3279,8565,276,575,13726,38712
60104,3578,7050,62,365,440,2015,78,329,2268,8888,2854,11600,168,713,402,1323,579,1774,1150,3810,4006,15408,16,61,125,439,39,121,600,1519,783,2146,54,158,194,420,427,873,670,1452,1452,3599,95,203,9132,26260
60105,5408,10546,50,265,453,2036,50,212,2769,10465,3318,12985,183,728,611,2010,629,1877,1419,4613,4741,17599,16,57,120,365,28,81,636,1497,799,2004,70,207,273,594,509,1044,856,1847,1655,3846,216,464,12020,32460
60106,1898,3753,39,226,150,722,60,286,903,3473,1157,4706,67,282,137,428,343,1058,549,1772,1702,6477,14,55,52,179,35,108,343,895,436,1241,27,82,67,145,243,497,337,726,774,1966,37,78,4415,12275
60201,8127,16032,140,764,853,3936,211,907,4431,17155,5630,22762,376,1521,713,2344,1351,4185,2439,8053,8069,30810,40,193,304,1069,124,438,1656,4355,2127,6059,143,423,416,912,1228,2595,1781,3932,3909,9988,364,765,20464,57602
