SA3_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
31402,3480,497,83,119,10,4185,8754,334,22,5,17,9127,5036,2547,126,0,23,7730,278,149,0,0,0,428,781,381,24,6,3,1195,17,89,7,0,0,108,219,93,3,55,0,372,43,26,3,0,3,73,6362,3280,167,64,33,9913,43,242,47,4,0,333,299,125,16,20,6,463,18949,4471,334,214,59,24032
31403,2986,275,70,3,3,3342,5014,318,64,3,3,5404,1423,842,236,0,3,2509,286,134,99,0,0,521,519,198,49,0,3,772,20,29,3,0,0,49,81,32,8,0,0,130,23,17,6,0,0,53,2361,1263,403,5,4,4038,37,17,0,0,0,51,197,48,18,0,0,270,10604,1915,560,12,10,13102
31501,1487,19,12,158,26,1699,1081,61,6,37,10,1193,286,114,35,9,4,449,2471,173,133,4,0,2773,424,13,20,30,9,493,309,46,28,4,0,392,705,198,97,37,10,1049,163,16,4,13,0,199,4354,560,311,99,20,5351,88,0,0,8,3,104,347,23,16,114,21,516,7361,667,349,414,71,8862
31502,1553,118,7,144,62,1878,2308,92,17,29,24,2473,786,400,152,3,5,1346,915,156,128,3,13,1206,589,136,57,7,11,811,97,5,8,0,6,116,640,175,91,33,20,959,96,21,14,4,11,148,3128,894,445,55,60,4587,71,4,3,11,3,92,249,53,33,31,23,391,7310,1165,512,268,183,9427
31503,2332,3,5,134,35,2513,1480,0,0,28,17,1522,373,17,27,0,3,419,291,48,47,3,3,386,533,8,14,6,12,574,48,36,12,0,3,97,522,24,43,18,14,620,157,5,4,7,3,178,1921,128,158,35,36,2280,112,0,5,4,0,122,238,11,18,18,11,288,6080,148,180,221,92,6720
31601,4416,990,244,50,12,5713,6348,260,165,7,17,6797,2422,505,798,0,10,3742,79,81,98,0,0,256,683,126,165,3,13,988,19,41,12,0,0,75,50,38,24,16,3,127,52,10,6,0,0,69,3309,807,1093,26,28,5258,235,657,31,0,0,926,286,172,63,8,10,535,14586,2890,1598,85,68,19226
31602,7656,1713,1159,304,59,10894,7834,548,482,12,24,8902,3868,1026,1574,6,14,6485,264,216,260,0,3,741,1165,319,460,12,19,1975,26,45,49,0,0,115,79,55,38,83,3,257,76,23,30,0,0,132,5480,1677,2412,105,37,9708,92,206,49,3,6,356,379,131,122,25,20,675,21433,4270,4219,456,151,30529
31603,4024,936,1336,237,31,6573,4384,830,907,13,10,6143,1901,1390,2504,13,41,5851,108,248,368,0,6,729,781,408,722,16,16,1943,15,19,23,0,0,52,50,49,82,39,4,221,51,33,42,5,0,129,2910,2147,3739,64,68,8933,112,100,38,9,4,253,254,114,225,27,28,645,11682,4130,6235,352,143,22549
31605,4425,986,337,28,13,5788,3873,391,195,0,28,4493,2012,761,497,4,25,3293,143,38,110,0,0,291,596,259,155,3,14,1022,8,9,0,0,0,19,40,18,9,14,4,84,40,20,12,0,3,81,2843,1106,782,18,49,4794,71,205,14,3,0,298,242,103,37,4,13,407,11457,2790,1369,57,105,15772
31606,6485,115,29,149,41,6817,6691,57,14,33,36,6831,1486,208,22,7,3,1727,89,41,25,0,0,157,1131,30,22,33,22,1242,15,14,8,0,0,32,132,0,3,64,8,200,114,3,0,6,0,130,2967,296,81,110,37,3486,95,70,9,4,0,182,335,17,10,19,9,385,16576,560,142,311,114,17701
31607,4257,380,52,151,22,4859,5692,157,49,11,18,5930,1368,363,291,6,18,2051,122,118,115,0,0,361,774,57,81,13,12,944,22,19,48,0,0,92,54,17,9,156,0,231,51,3,14,7,0,76,2390,585,556,189,35,3754,90,117,16,3,3,228,284,38,34,25,11,390,12713,1266,696,379,98,15155
31608,3059,15,18,39,14,3146,3066,15,23,21,11,3131,591,9,29,3,5,637,31,3,11,0,0,49,454,4,17,11,12,502,4,0,0,0,0,4,39,0,0,15,7,56,37,0,0,7,0,49,1156,20,66,26,20,1289,44,0,0,0,4,47,160,3,0,3,12,175,7482,45,108,93,67,7789
31701,14750,1267,414,167,52,16649,16831,640,198,97,62,17825,7162,2889,1279,62,62,11453,626,506,202,3,7,1348,2686,512,221,36,24,3476,74,85,64,0,3,234,415,74,43,56,16,614,153,42,19,4,3,222,11121,4116,1825,159,125,17347,172,297,94,0,14,572,932,269,101,25,108,1438,43804,6595,2635,439,359,53834
31801,5873,34,97,212,28,6241,3848,11,34,24,15,3936,1395,38,427,9,5,1871,598,38,112,3,0,754,981,15,74,15,7,1097,74,9,70,3,0,149,387,11,34,22,8,469,195,8,14,4,0,225,3635,122,729,51,25,4563,131,4,7,11,0,151,421,12,43,24,38,532,13899,185,909,327,104,15422
31802,13300,757,527,365,43,14990,21845,630,520,53,49,23093,9761,3299,2505,20,46,15627,1491,753,389,7,3,2635,3482,688,474,29,27,4700,99,78,93,0,0,266,1476,114,112,57,14,1776,213,51,36,3,7,310,16519,4979,3609,113,94,25317,375,145,26,4,7,562,1146,260,176,23,61,1661,53181,6771,4858,561,249,65617
31901,11174,577,247,377,26,12399,9176,126,133,19,24,9481,4021,684,742,17,17,5479,430,382,192,0,3,1003,2108,186,229,24,17,2562,41,60,74,0,0,167,275,42,47,108,10,483,169,19,24,11,3,229,7041,1378,1304,155,56,9927,275,121,32,6,7,438,745,134,72,40,28,1024,28410,2329,1782,592,143,33261
31902,7117,24,23,223,20,7405,4890,25,20,66,22,5024,2014,183,242,3,8,2453,411,66,86,4,3,564,1302,15,42,33,11,1394,68,17,53,0,0,134,339,8,30,78,6,463,189,5,12,16,3,225,4315,293,465,130,39,5239,127,0,0,4,0,136,519,18,43,52,10,636,16969,362,545,472,92,18441
31903,6797,90,41,266,23,7215,5611,40,13,54,20,5730,2189,330,145,27,13,2706,146,124,40,0,3,313,1323,109,68,27,15,1542,18,29,32,0,0,78,158,21,32,34,7,251,110,11,8,6,0,139,3949,615,327,101,42,5031,86,15,18,4,0,128,445,41,24,26,16,542,16883,795,419,459,95,18644
31904,7733,473,181,283,44,8718,5195,187,45,30,23,5477,2916,921,328,8,29,4201,219,352,19,0,0,590,1070,217,69,15,19,1396,35,48,14,0,0,97,112,38,20,116,11,296,68,22,8,0,6,104,4422,1595,460,143,63,6676,179,108,75,6,6,364,433,90,50,32,67,674,17955,2451,806,494,201,21913
31905,6769,101,35,225,35,7167,4693,25,18,35,41,4815,1847,191,174,11,0,2224,183,183,74,0,0,438,1152,56,59,10,14,1297,23,62,13,0,0,94,132,15,9,65,3,229,113,10,6,9,0,146,3449,517,331,103,22,4427,89,33,4,4,0,125,451,49,25,30,14,570,15439,722,415,400,118,17100
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,442,714,587,15,12,1771,294,547,636,10,7,1486,159,939,1918,16,18,3047,13,182,291,0,0,482,106,449,532,19,14,1117,7,70,186,3,0,266,7,21,68,3,4,98,5,16,29,0,0,47,290,1673,3018,41,35,5054,6,29,48,3,0,86,29,80,133,10,31,276,1060,3040,4421,72,86,8678
40102,8497,172,21,54,51,8794,11531,106,23,26,35,11718,1935,154,45,3,5,2142,285,90,5,0,0,392,1251,96,30,3,14,1390,83,68,10,0,0,160,139,14,4,20,0,174,93,8,0,0,0,98,3796,425,94,26,19,4356,208,82,20,0,17,327,403,33,9,0,7,461,24431,814,169,109,136,25654
40103,5501,1275,332,3,9,7122,4223,747,266,0,8,5246,758,867,578,3,3,2213,4,49,100,0,0,150,501,397,265,0,5,1177,4,38,30,0,0,74,31,26,19,0,0,74,42,16,12,0,0,76,1346,1401,1003,7,13,3766,51,201,76,0,0,328,141,110,56,0,0,313,11273,3727,1736,13,26,16778
40104,6379,877,170,0,3,7419,4939,981,226,3,13,6161,1354,523,495,3,6,2384,231,251,207,0,0,690,938,294,260,0,7,1502,55,78,58,0,0,186,67,31,45,0,3,146,58,17,17,0,0,90,2701,1189,1084,5,26,4996,105,254,27,0,0,388,266,116,45,0,4,436,14379,3409,1551,8,47,19402
40105,3435,1058,238,13,9,4757,2541,953,276,3,21,3794,757,1072,974,5,6,2811,49,362,244,0,3,657,593,508,452,13,11,1571,25,126,46,0,0,204,52,32,39,3,0,127,32,23,9,0,0,66,1499,2131,1757,20,17,5425,179,209,107,0,3,495,160,113,53,0,5,338,7808,4464,2436,38,63,14808
40106,3029,414,113,17,9,3582,2791,481,135,3,9,3413,653,544,557,3,7,1767,66,165,166,0,0,394,426,254,227,14,11,929,16,79,19,0,0,114,30,21,34,3,0,83,30,17,5,0,0,49,1215,1073,1006,19,18,3332,30,71,24,0,0,122,128,59,47,3,8,249,7198,2098,1322,46,36,10697
40107,3897,705,466,3,7,5074,3336,644,496,3,12,4489,674,564,1233,4,8,2482,18,197,129,0,3,344,512,330,564,0,3,1412,7,54,102,0,0,167,20,12,23,0,0,56,33,17,19,0,0,64,1266,1171,2067,9,13,4526,59,133,158,0,3,346,150,70,79,0,3,298,8711,2713,3262,15,32,14738
40201,3401,182,6,40,6,3643,5297,193,6,6,12,5522,1114,368,51,3,6,1535,133,278,18,0,0,419,628,114,13,4,5,767,32,50,3,0,0,86,161,17,0,10,4,192,38,14,0,0,0,58,2095,838,83,24,21,3058,108,75,24,0,0,208,227,55,5,5,6,295,11132,1350,126,74,45,12728
40202,5882,422,35,65,15,6419,11437,728,27,7,33,12230,4380,1527,132,0,11,6054,900,1848,166,0,3,2911,1718,316,54,3,3,2094,136,301,61,0,3,498,459,51,29,20,0,558,82,45,18,0,0,145,7673,4090,455,19,22,12259,103,69,24,0,0,197,623,233,39,5,9,905,25711,5538,578,97,85,32011
40203,5627,582,175,36,9,6432,7043,1454,207,7,43,8752,2278,1075,557,4,14,3926,1131,963,203,0,7,2305,1396,413,273,12,12,2095,256,148,66,0,3,472,266,79,50,11,0,409,66,25,10,0,3,107,5398,2703,1160,29,42,9323,122,142,31,0,4,295,404,156,68,4,9,640,18592,5036,1639,67,97,25442
40204,11761,808,170,99,17,12844,18541,1368,265,17,21,20204,4042,1466,881,13,12,6414,1649,1086,292,5,0,3031,2684,499,200,10,4,3392,286,111,68,0,0,461,454,74,47,31,4,605,134,30,22,0,0,185,9245,3260,1503,55,21,14080,284,160,82,0,3,532,956,168,74,9,16,1223,40787,5756,2092,176,76,48886
40205,11122,523,165,9,14,11828,14445,538,189,12,26,15205,2245,510,199,0,8,2962,778,296,64,0,3,1142,1653,235,99,3,9,1991,90,78,13,0,0,175,147,25,6,0,0,175,70,5,5,3,0,90,4974,1146,384,9,17,6539,339,488,11,0,3,841,539,96,25,0,4,668,31422,2790,776,23,59,35079
40301,3261,1273,522,9,14,5077,2792,835,332,3,11,3971,590,983,1020,20,6,2618,45,120,66,0,0,228,408,507,331,3,7,1256,17,38,118,0,0,169,15,20,22,3,4,62,22,23,30,0,0,74,1095,1689,1575,29,20,4402,45,120,202,0,10,383,115,107,97,0,13,328,7316,4017,2732,37,66,14168
40302,8829,1578,345,3,13,10769,10443,2078,406,7,35,12965,2280,1728,616,4,21,4651,789,1448,504,0,5,2755,1588,714,321,3,6,2634,142,301,79,0,4,518,113,50,26,0,4,197,76,55,11,0,3,141,4980,4295,1560,12,47,10896,114,259,41,0,4,416,516,242,85,0,5,852,24882,8453,2436,20,113,35901
40303,7629,787,431,14,25,8891,8111,643,360,13,13,9143,1091,332,737,3,7,2178,52,76,72,0,0,202,904,206,387,4,11,1513,53,86,76,0,0,211,56,21,36,0,3,114,59,17,22,0,0,98,2218,734,1338,8,19,4319,266,92,105,0,16,480,342,109,76,0,11,531,18569,2364,2309,43,84,23365
40304,17071,912,320,173,36,18506,26312,798,166,19,48,27346,6064,991,287,4,21,7361,1597,913,214,0,0,2731,3522,399,91,13,6,4037,313,155,50,0,0,520,178,46,8,81,8,312,148,34,3,0,0,185,11822,2535,654,99,44,15151,252,628,208,6,4,1101,1026,243,68,13,9,1359,56486,5118,1413,312,135,63464
40401,11494,2314,441,35,30,14325,9545,2965,529,14,70,13120,2305,2152,1241,12,17,5718,891,1979,564,0,7,3450,2001,995,638,16,15,3659,96,306,74,0,0,485,180,102,81,3,0,375,120,70,17,0,0,215,5592,5612,2619,31,39,13899,160,421,24,0,0,602,635,337,125,3,4,1112,27428,11647,3744,94,152,43059
40402,5112,899,206,45,10,6268,6285,1200,240,22,19,7763,1364,894,672,4,13,2946,930,1335,343,4,4,2618,1070,464,286,8,11,1838,105,166,63,0,0,338,134,69,49,0,3,259,64,34,16,0,0,118,3666,2959,1430,24,34,8110,109,121,21,0,3,249,322,178,60,0,11,573,15494,5358,1945,89,78,22965
40403,6239,913,361,15,15,7533,5403,1198,472,12,28,7114,1614,1192,1516,15,15,4344,304,552,274,0,0,1137,1314,705,689,9,17,2725,90,238,47,0,0,369,89,58,99,3,4,253,67,36,15,0,3,119,3485,2774,2633,24,41,8953,109,251,38,0,0,401,332,169,95,4,12,617,15569,5311,3602,52,91,24623
40501,4498,103,17,66,15,4707,5551,64,3,24,23,5669,895,125,34,0,0,1054,89,55,20,0,0,158,783,45,6,3,8,845,44,53,28,0,0,125,138,13,3,6,0,161,80,4,4,0,0,92,2030,291,90,13,12,2441,112,83,16,3,3,224,205,23,14,3,9,249,12401,566,142,105,64,13283
40502,3616,52,15,57,26,3765,2660,27,0,30,20,2733,525,29,27,0,7,587,104,38,15,0,4,157,763,25,11,8,11,810,55,29,24,0,0,113,187,3,0,11,3,203,85,7,0,4,3,95,1718,128,77,24,20,1967,90,24,0,3,0,124,199,8,7,17,9,233,8280,243,97,123,75,8818
40503,4215,113,8,36,38,4411,3182,77,3,13,22,3295,841,198,20,3,4,1073,292,341,67,0,0,700,677,41,5,8,15,743,28,23,13,0,0,61,153,10,3,17,3,185,87,8,3,0,0,96,2082,620,108,30,26,2857,78,22,3,4,0,104,238,45,11,10,8,305,9787,877,133,88,89,10978
40504,4604,87,38,126,14,4875,2588,21,7,15,16,2639,881,39,47,0,0,973,225,126,10,0,0,366,763,20,16,10,8,814,39,13,9,0,0,66,112,3,3,6,5,134,103,6,0,3,3,114,2123,213,83,22,16,2458,90,20,23,4,0,136,230,10,11,10,4,273,9632,363,162,168,53,10376
40601,6200,589,77,161,35,7065,5717,935,32,44,24,6759,1336,625,227,10,7,2200,644,1412,267,0,7,2330,1330,317,72,17,15,1752,111,68,18,0,0,200,332,71,24,26,10,465,162,49,11,4,4,229,3922,2538,619,55,40,7174,118,24,14,12,3,167,410,174,41,20,11,661,16373,4259,787,293,116,21824
40602,2261,81,8,59,48,2452,2031,67,12,7,15,2134,868,204,95,3,4,1170,729,242,137,0,3,1116,450,48,25,9,19,551,135,23,17,0,0,171,600,114,39,21,32,804,102,12,8,7,14,138,2879,646,325,40,70,3949,60,8,0,4,3,79,243,44,14,34,13,338,7467,847,358,141,151,8954
40701,8271,258,51,132,27,8743,6093,69,24,19,28,6243,1832,220,136,11,6,2207,204,49,31,0,0,284,1284,94,49,13,15,1450,75,72,16,0,0,165,199,10,3,18,3,230,124,10,6,0,4,142,3707,450,247,46,29,4484,297,133,7,0,4,443,443,40,13,14,10,522,18815,962,342,214,97,20431
40702,8164,224,102,57,26,8578,7997,214,67,25,20,8328,1986,526,545,4,16,3082,572,468,150,0,0,1186,1341,83,87,8,15,1527,84,74,10,0,0,174,444,42,30,17,11,548,199,31,15,5,3,251,4618,1227,840,44,44,6771,280,20,12,3,5,320,504,65,53,3,14,639,21575,1747,1070,129,107,24625
40703,9318,207,72,214,54,9872,7976,116,23,49,53,8221,2314,391,202,5,18,2931,739,419,95,0,0,1252,2002,107,73,25,10,2208,109,87,41,0,0,238,581,45,22,51,27,715,241,26,10,6,4,273,5976,1068,442,85,55,7623,266,153,25,6,0,445,691,103,42,19,22,878,24229,1652,599,375,194,27048
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,5188,312,11,364,23,5894,6184,155,3,36,29,6400,1963,278,7,0,5,2252,350,253,26,0,0,631,1489,104,11,20,12,1632,15,24,20,3,0,61,204,15,3,75,14,310,123,16,3,9,4,152,4145,694,60,103,38,5043,133,74,14,12,3,234,305,58,6,31,14,409,15953,1290,96,542,101,17981
50102,10076,546,168,218,31,11037,13987,410,58,30,36,14525,3573,816,253,3,15,4657,562,597,107,0,3,1274,2476,342,78,12,6,2911,44,71,94,0,0,214,260,59,16,64,11,410,158,33,12,8,3,208,7073,1923,560,86,32,9679,168,82,121,3,0,381,681,102,63,24,28,905,31987,3063,975,363,137,36528
50103,3514,34,3,34,21,3611,2723,20,7,26,17,2796,551,33,53,7,0,646,163,59,23,0,0,243,639,23,8,7,9,682,14,17,25,0,0,52,148,5,3,3,8,163,99,3,3,0,0,108,1613,146,112,11,14,1896,77,19,0,3,0,103,207,11,9,9,3,236,8135,236,130,86,52,8633
50201,9577,1445,246,260,19,11548,12508,537,137,20,27,13232,3955,924,221,8,9,5126,366,445,60,0,0,868,2238,369,108,12,3,2728,80,69,83,0,0,225,201,49,25,62,3,345,111,27,17,3,0,161,6947,1885,512,93,25,9459,358,345,313,5,3,1029,647,191,63,25,8,935,30043,4402,1269,400,83,36196
50301,7675,1188,769,3,9,9638,5680,704,442,3,7,6834,1500,711,1446,0,3,3658,76,177,145,0,0,390,830,321,502,0,0,1657,14,42,50,0,0,108,128,32,61,0,10,230,54,27,28,3,3,121,2603,1314,2229,3,16,6168,78,61,235,0,3,379,271,68,121,0,12,471,16296,3332,3797,13,51,23490
50302,6135,1549,1827,17,30,9550,6159,2037,3426,23,28,11672,1846,1929,7787,42,39,11642,79,362,932,4,5,1387,1373,828,2113,11,15,4341,23,57,228,0,0,308,77,59,241,0,0,373,70,40,87,0,4,201,3453,3277,11385,62,70,18246,82,39,257,0,4,381,383,137,454,13,19,1008,16211,7037,17352,116,141,40859
50401,7853,1096,274,3,17,9242,8843,1786,521,4,30,11191,2595,1452,889,0,12,4949,357,590,193,0,3,1146,1886,701,375,3,14,2968,44,94,19,0,0,154,149,68,51,0,0,273,85,34,16,0,0,134,5120,2936,1538,7,29,9621,86,140,17,0,0,250,515,174,70,3,5,767,22418,6129,2415,19,82,31065
50402,4935,162,3,18,9,5130,6631,89,4,13,8,6735,751,82,8,0,0,847,112,184,9,0,0,310,676,77,8,3,4,757,14,46,0,0,0,63,46,20,0,0,0,64,55,5,0,0,0,63,1663,413,19,6,6,2108,56,21,0,0,0,73,236,35,4,3,7,287,13520,725,30,36,28,14335
50403,8204,788,13,171,20,9186,21195,1732,61,31,30,23044,3192,1227,250,0,10,4678,600,562,101,0,0,1266,2171,435,25,12,12,2658,61,45,12,3,5,120,253,40,7,27,3,332,111,34,9,0,0,161,6388,2344,393,48,36,9210,137,45,4,4,3,187,695,123,15,25,13,866,36612,5035,477,268,98,42496
50501,16717,1462,280,128,9,18588,23391,1293,164,15,17,24881,4014,799,484,3,10,5312,162,170,31,0,0,366,2525,510,180,9,11,3227,31,27,0,0,0,56,142,21,12,6,7,188,98,14,6,3,0,115,6966,1541,706,23,23,9264,171,76,32,0,0,282,697,137,53,5,11,905,47934,4509,1233,175,65,53914
50502,16412,5227,679,31,16,22363,15752,9017,873,5,71,25712,4230,6513,1586,3,30,12365,751,1862,392,0,5,3012,2984,3217,526,3,18,6743,71,259,81,3,0,418,339,294,62,7,3,709,182,157,23,0,3,368,8558,12311,2667,17,64,23609,178,406,158,0,3,747,900,759,182,3,19,1862,41791,27716,4568,52,170,74300
50503,10833,1008,10,96,3,11952,31489,1971,21,15,34,33528,6465,1263,65,6,14,7814,698,660,10,0,0,1373,3441,419,5,11,7,3889,63,67,4,0,0,138,361,59,0,25,0,449,164,26,0,0,0,192,11200,2497,95,44,20,13848,342,499,0,0,3,841,998,204,5,9,7,1214,54856,6178,128,158,72,61388
50601,5564,413,24,24,5,6033,13410,957,39,5,12,14414,2340,876,66,4,17,3301,286,327,60,0,0,673,1485,272,21,0,10,1790,31,40,7,0,0,80,146,27,0,42,0,216,70,17,0,0,0,90,4367,1566,151,51,26,6157,84,108,0,0,0,196,481,150,7,4,7,652,23905,3195,222,83,53,27453
50602,4707,957,356,14,3,6045,5884,1667,765,12,18,8354,2776,1907,1818,4,26,6530,704,713,162,0,0,1579,1638,792,441,3,11,2892,44,75,4,0,0,124,155,92,36,0,0,280,82,39,15,0,3,133,5399,3610,2479,9,49,11544,83,59,16,0,0,157,398,234,167,3,16,813,16477,6530,3778,33,88,26910
50603,8719,911,179,3,7,9825,9615,1267,224,8,10,11125,3059,1464,305,8,25,4863,420,461,155,0,3,1036,2057,783,122,0,12,2981,79,136,85,0,6,304,197,104,19,0,0,319,96,40,6,0,0,142,5910,2993,691,9,41,9648,218,212,108,0,0,540,514,213,61,0,7,797,24987,5586,1254,22,78,31930
50604,9258,710,57,64,10,10104,17237,1065,112,26,22,18458,3337,919,137,12,17,4420,605,356,48,3,0,1016,2481,316,52,15,7,2870,42,98,9,3,0,158,320,42,4,50,3,425,132,33,0,0,0,174,6919,1766,262,83,26,9065,201,243,31,3,0,476,702,150,11,14,21,892,34319,3934,470,192,77,38996
50605,6554,276,4,73,11,6915,9045,179,5,15,13,9249,1401,157,3,0,4,1566,143,106,9,0,0,260,1127,87,0,3,5,1226,12,35,28,0,0,75,71,4,0,5,3,85,62,9,0,0,4,73,2821,393,35,11,22,3283,85,126,0,3,0,216,375,30,3,3,3,422,18871,1006,46,107,47,20084
50606,1806,4,5,4,5,1827,5202,39,5,6,7,5266,555,15,0,0,0,574,4,0,0,0,0,4,441,5,0,0,3,448,7,6,0,0,0,11,60,0,0,0,0,62,32,0,0,0,0,34,1094,38,0,4,4,1141,26,0,0,0,0,29,147,3,3,0,0,155,8272,87,11,19,22,8417
50607,3127,1524,351,0,13,5020,2836,1434,369,3,10,4650,885,1652,904,0,13,3444,353,201,137,0,0,691,540,776,319,0,10,1647,19,39,17,0,0,73,52,41,23,0,12,128,39,45,11,0,0,93,1886,2749,1404,0,29,6076,102,84,54,0,3,246,169,116,62,0,4,348,8121,5905,2243,9,65,16341
50701,7895,917,164,106,4,9092,14775,1390,445,6,25,16644,3198,1042,705,3,15,4963,540,500,161,0,4,1201,1767,426,149,0,6,2350,33,70,21,0,0,127,166,57,13,14,0,250,99,15,11,0,0,127,5804,2110,1065,22,28,9025,93,98,7,0,0,196,569,131,42,4,62,806,29138,4642,1725,141,116,35759
50702,3390,873,276,72,15,4632,3473,791,340,16,21,4634,754,634,548,9,12,1949,229,570,237,0,0,1037,655,319,202,8,7,1189,24,39,12,0,0,75,59,41,14,17,12,141,52,18,12,3,3,89,1772,1631,1025,37,28,4486,84,35,11,3,0,141,190,78,61,3,41,375,8912,3403,1716,126,107,14267
50703,1987,73,22,8,3,2087,6633,201,89,38,24,6982,1593,155,118,6,9,1878,231,145,114,0,0,491,772,43,55,7,3,874,23,15,24,0,0,55,83,7,10,0,0,95,32,6,0,0,0,40,2734,364,318,19,11,3444,37,22,0,0,0,64,254,34,15,4,6,311,11648,691,442,72,39,12892
50704,12352,2304,272,5,20,14954,10301,1891,159,5,39,12393,2635,1362,359,3,9,4377,329,445,19,0,3,793,1598,755,101,0,4,2458,22,35,28,0,0,90,91,46,18,0,0,162,95,37,0,0,0,141,4769,2680,530,3,22,8005,129,224,254,0,0,598,467,210,65,0,15,754,28020,7302,1282,9,100,36710
50705,9012,633,144,112,5,9905,19602,483,137,22,27,20272,5288,764,330,6,10,6390,460,231,114,0,0,801,2575,285,117,14,3,2993,30,24,27,0,0,81,531,54,21,27,0,630,99,16,14,3,0,131,8968,1377,627,50,12,11033,114,169,9,4,0,295,781,141,45,7,9,977,38479,2799,950,194,58,42481
50901,7747,232,11,153,47,8193,6243,66,3,31,42,6386,1868,224,29,9,12,2135,666,250,14,0,6,940,1766,98,11,10,6,1888,90,150,18,0,0,262,453,53,5,52,9,575,246,20,4,5,0,273,5093,782,83,74,39,6075,192,87,0,5,5,287,491,83,7,7,5,595,19767,1252,104,270,133,21536
50902,7867,43,19,152,69,8152,6383,15,8,55,52,6512,833,37,28,0,0,892,664,135,68,0,3,871,1713,42,16,15,20,1806,67,37,21,0,3,130,746,35,15,30,22,845,279,3,6,7,3,304,4302,290,146,54,46,4843,187,11,0,9,5,215,529,15,21,23,31,622,19276,374,198,302,205,20350
