SA3_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
30302,0,24,1730,1748,63,385,2806,3257,1905,1644,3186,6738,2676,764,1385,4823,2178,474,1179,3834,1515,252,1060,2828,960,91,615,1666,532,18,309,861,184,3,137,326,10016,3663,12408,26080,6,48,1615,1665,154,583,2620,3357,2408,1635,2919,6952,2708,696,1403,4807,2143,427,1393,3963,1436,208,1345,2990,810,54,991,1849,390,13,760,1165,92,0,470,560,10133,3659,13519,27316,5,70,3345,3418,215,966,5429,6610,4307,3275,6101,13692,5383,1456,2787,9625,4320,902,2572,7797,2950,462,2410,5820,1763,149,1607,3518,922,34,1070,2028,277,4,608,891,20153,7320,25925,53394
30303,0,14,2157,2172,50,239,2610,2902,1923,813,2554,5297,3064,432,1006,4495,2730,312,849,3895,2103,144,689,2940,1755,76,449,2283,939,32,283,1251,239,3,148,387,12813,2068,10742,25625,0,26,2142,2174,136,342,2468,2946,2428,833,2223,5483,3260,396,1088,4748,2724,278,1275,4280,2044,141,1148,3335,1581,58,983,2627,694,12,846,1555,101,0,487,592,12975,2094,12661,27733,0,45,4299,4344,186,580,5083,5851,4353,1642,4782,10776,6322,829,2095,9248,5454,588,2122,8169,4153,286,1843,6275,3338,141,1432,4910,1633,43,1126,2801,338,5,631,976,25794,4165,23403,53360
30304,3,16,1001,1020,32,131,1340,1502,1032,534,1523,3093,1686,326,663,2674,1345,245,647,2244,958,126,490,1572,718,41,275,1041,452,5,176,627,134,3,92,236,6364,1433,6214,14013,0,17,923,944,81,184,1153,1420,1344,563,1109,3010,1742,327,637,2702,1282,240,767,2291,907,104,661,1671,662,29,490,1181,352,10,491,853,64,0,334,397,6426,1472,6570,14473,4,37,1927,1964,109,316,2494,2918,2380,1097,2636,6111,3428,648,1304,5383,2624,486,1420,4528,1866,232,1150,3246,1380,71,768,2219,799,19,665,1479,202,4,427,630,12793,2903,12790,28483
30305,0,9,1887,1899,57,161,1807,2031,2001,646,2004,4651,2862,362,843,4066,2392,283,643,3314,1988,179,516,2681,1260,68,315,1642,482,10,138,626,93,0,79,171,11134,1720,8229,21083,6,14,1765,1785,162,229,1513,1903,2600,694,1697,4988,2886,385,958,4226,2437,275,988,3700,1860,139,891,2886,999,52,607,1652,312,9,396,709,28,0,181,205,11288,1796,8991,22072,7,31,3646,3682,225,391,3317,3933,4596,1334,3705,9639,5741,753,1799,8294,4835,556,1631,7021,3850,315,1408,5573,2260,118,920,3301,789,18,535,1343,117,0,260,378,22420,3513,17218,43153
30306,0,10,1499,1507,57,121,2211,2386,1604,398,2525,4527,2084,230,850,3165,1696,163,593,2457,1641,98,482,2227,1286,46,316,1648,529,14,156,702,120,7,81,208,9012,1085,8718,18822,6,12,1336,1352,123,157,1711,1995,2048,449,1800,4299,2123,217,876,3219,1739,146,778,2660,1599,101,841,2544,1072,36,591,1700,348,10,434,788,45,4,267,322,9106,1139,8631,18877,6,17,2834,2858,177,279,3923,4386,3653,848,4328,8828,4211,446,1721,6380,3437,307,1375,5119,3245,200,1320,4766,2360,83,906,3346,878,23,589,1488,165,11,347,528,18124,2223,17348,37699
30401,0,7,1039,1046,15,40,809,867,672,286,711,1668,1547,222,368,2134,1530,188,307,2028,1475,105,270,1851,1125,57,173,1349,386,7,105,493,82,0,60,142,6830,913,3837,11575,3,11,1020,1030,32,76,710,814,933,319,555,1802,1674,246,436,2367,1677,186,514,2375,1445,88,479,2010,917,28,416,1366,236,6,299,543,41,0,156,196,6954,970,4586,12514,3,15,2053,2077,45,121,1522,1683,1602,596,1270,3469,3219,470,805,4499,3207,377,818,4404,2917,200,751,3866,2042,85,588,2720,616,19,407,1038,124,0,213,335,13781,1883,8424,24088
30402,0,9,1742,1746,8,59,1241,1305,556,230,798,1587,1980,276,357,2614,2577,249,355,3178,1893,148,265,2310,1619,81,202,1896,733,21,129,884,170,6,92,267,9530,1071,5181,15788,0,7,1658,1661,30,89,1071,1191,818,285,601,1696,2423,296,493,3215,2655,235,630,3521,1946,133,527,2601,1378,48,544,1971,524,14,442,981,83,0,254,331,9854,1103,6223,17174,0,14,3399,3411,42,151,2306,2496,1374,514,1398,3284,4408,573,850,5830,5226,485,990,6696,3838,279,791,4909,2999,124,749,3869,1258,32,575,1862,246,5,344,598,19386,2176,11405,32960
30403,3,16,1437,1456,29,231,3063,3328,1009,741,2046,3791,1836,306,662,2808,1597,202,469,2267,1291,141,451,1879,1011,61,289,1365,473,8,144,623,160,3,117,272,7403,1709,8676,17790,3,19,1485,1508,68,322,3181,3577,1341,732,1586,3658,1969,284,715,2967,1634,187,761,2574,1265,101,697,2068,918,45,657,1617,328,9,477,810,87,0,378,461,7614,1692,9935,19240,3,34,2925,2963,98,559,6244,6901,2353,1469,3626,7450,3808,592,1377,5778,3226,381,1229,4838,2559,247,1153,3951,1934,107,944,2980,798,16,621,1438,243,3,491,734,15016,3401,18614,37030
30404,3,11,1511,1522,25,170,1189,1384,1035,622,1027,2674,2276,454,600,3330,2069,332,583,2975,1540,157,481,2178,1276,63,339,1673,569,15,168,758,157,0,98,256,8941,1823,5987,16752,0,19,1414,1436,59,239,1055,1358,1330,672,948,2951,2532,463,818,3813,2028,298,948,3277,1530,152,793,2477,1142,55,752,1948,421,6,581,1013,86,0,416,502,9134,1903,7730,18765,3,31,2926,2960,85,410,2246,2738,2364,1288,1971,5623,4807,918,1413,7144,4096,629,1531,6257,3069,305,1276,4650,2413,117,1089,3624,995,22,752,1774,243,0,512,759,18076,3725,13716,35520
30501,0,37,1113,1155,62,486,2788,3338,1396,2102,4941,8443,1614,755,1882,4253,1308,436,1389,3131,1293,259,943,2505,847,120,575,1546,392,26,244,660,105,4,79,190,7025,4231,13959,25214,4,57,1159,1215,128,656,2838,3628,1786,2066,4136,7989,1647,569,1625,3841,1358,367,1172,2896,1188,203,1019,2411,722,60,738,1523,256,11,388,656,41,3,282,328,7138,3980,13353,24476,4,96,2270,2364,187,1149,5626,6966,3189,4166,9078,16429,3261,1326,3506,8094,2663,806,2564,6030,2485,466,1966,4910,1575,174,1312,3065,652,33,634,1320,144,5,363,518,14159,8210,27317,49690
30502,0,8,920,924,10,176,1194,1384,914,974,1628,3522,1740,507,760,3003,1563,286,597,2448,962,139,478,1577,535,65,246,852,231,11,133,374,59,0,56,122,6021,2165,6013,14202,0,12,948,961,36,293,1145,1472,1257,994,1577,3826,1805,462,842,3103,1552,273,746,2564,910,126,635,1670,430,35,458,925,168,5,248,423,28,0,193,224,6190,2194,6786,15172,0,22,1866,1886,48,464,2338,2848,2169,1968,3206,7348,3543,964,1603,6112,3112,565,1338,5017,1875,259,1115,3247,973,95,707,1772,403,18,384,800,93,3,255,341,12206,4361,12800,29372
30503,3,41,1898,1942,71,532,3110,3710,2051,2222,3980,8252,2997,924,1706,5630,2858,609,1458,4925,1980,298,1121,3406,1274,130,724,2121,543,23,320,886,155,3,153,309,11921,4788,14466,31177,3,67,2056,2131,165,794,3204,4161,2620,2097,3390,8105,3174,791,1763,5731,2861,463,1651,4975,1855,241,1403,3493,1044,93,1031,2167,395,13,744,1153,73,0,495,571,12200,4559,15728,32484,4,114,3957,4072,237,1325,6310,7876,4673,4319,7370,16357,6174,1719,3467,11358,5719,1069,3107,9899,3829,542,2522,6896,2315,219,1751,4293,943,35,1064,2040,228,3,641,878,24128,9343,30187,63659
30504,0,21,1503,1520,34,271,2310,2610,1011,1124,2376,4511,2129,543,797,3470,2160,349,684,3195,1474,203,531,2209,892,83,344,1323,376,11,180,569,78,4,79,164,8156,2606,8814,19577,0,27,1509,1541,63,393,2516,2972,1330,1131,2046,4504,2370,517,951,3844,2160,309,903,3372,1389,142,815,2345,778,52,657,1488,237,8,421,666,41,3,269,320,8371,2580,10087,21038,0,46,3014,3058,95,667,4825,5590,2340,2252,4425,9016,4503,1063,1749,7315,4316,659,1591,6561,2865,340,1345,4553,1668,137,1005,2814,610,17,600,1228,123,5,350,482,16525,5191,18902,40617
30601,0,13,1504,1521,30,167,870,1062,810,722,988,2523,1871,638,692,3205,2083,557,758,3400,1826,351,731,2905,1236,171,523,1931,445,24,195,659,75,8,55,130,8367,2651,6316,17332,0,30,1343,1377,57,258,828,1138,1235,833,910,2982,2205,676,1017,3899,2277,542,1188,4002,1691,297,1031,3021,963,89,704,1748,273,9,308,586,24,0,153,187,8728,2731,7479,18938,3,46,2852,2895,88,423,1694,2203,2041,1552,1902,5502,4079,1320,1716,7104,4359,1100,1944,7404,3513,648,1760,5920,2198,255,1232,3682,717,33,497,1245,99,7,205,316,17089,5387,13797,36272
30602,3,48,2690,2737,69,468,1965,2509,1622,1438,2559,5617,2726,1061,1800,5587,2847,834,2057,5742,2542,528,1798,4864,2061,188,1212,3467,875,44,495,1411,160,14,189,360,12909,4621,14765,32298,5,99,2556,2656,154,648,1756,2567,2202,1618,2599,6417,3270,1114,2275,6657,2947,773,2354,6074,2541,393,2040,4984,1587,127,1528,3239,545,29,936,1507,75,0,510,586,13336,4804,16547,34686,10,145,5241,5393,227,1120,3725,5069,3826,3056,5152,12036,5997,2176,4081,12250,5789,1616,4413,11810,5087,923,3835,9844,3655,315,2739,6708,1419,68,1431,2919,237,11,694,949,26247,9425,31312,66981
30603,0,9,904,913,26,164,603,797,424,395,710,1528,764,292,516,1576,1095,302,738,2129,1311,234,802,2346,1057,97,563,1714,574,19,296,890,114,0,93,212,5372,1518,5210,12093,6,29,798,840,55,218,426,706,604,447,580,1630,907,313,542,1756,1216,272,633,2133,1324,225,623,2173,956,69,497,1521,343,3,416,765,46,0,240,286,5458,1575,4768,11804,4,44,1703,1751,83,386,1036,1498,1033,834,1288,3161,1677,607,1056,3336,2313,573,1371,4260,2640,454,1428,4518,2008,168,1058,3235,910,29,714,1649,164,3,325,491,10833,3095,9974,23901
30604,0,4,222,225,3,39,140,184,112,173,222,509,250,135,211,595,336,137,243,712,375,124,272,766,306,40,181,530,143,12,77,224,13,0,32,47,1539,665,1593,3791,0,12,191,202,4,56,124,189,165,199,223,585,324,133,198,661,366,141,254,757,374,87,248,705,260,41,161,460,80,3,108,192,9,0,33,41,1573,671,1541,3783,0,18,410,431,4,95,271,369,271,375,443,1096,581,271,406,1254,706,271,489,1470,746,213,515,1471,568,79,343,987,218,14,184,417,21,0,66,88,3115,1336,3128,7581
30605,0,17,1003,1018,20,141,552,720,443,370,625,1435,894,344,504,1744,1187,359,690,2241,1426,289,846,2558,1509,181,660,2353,767,50,372,1186,179,10,119,300,6428,1756,5375,13562,0,35,916,956,46,195,490,730,657,433,623,1711,1101,364,585,2053,1349,383,808,2542,1545,269,910,2730,1331,122,778,2233,523,23,596,1141,69,5,297,374,6634,1833,6002,14465,0,50,1919,1972,64,341,1044,1450,1102,810,1242,3149,1998,705,1093,3798,2539,736,1500,4780,2976,557,1756,5289,2837,307,1440,4586,1290,70,970,2330,252,14,414,678,13063,3586,11381,28027
30701,0,23,961,980,50,249,627,920,887,564,742,2194,1367,292,476,2132,1513,296,714,2522,1429,207,705,2343,1141,66,553,1760,565,37,272,877,99,4,102,202,7038,1737,5153,13921,0,76,812,883,82,330,541,948,1190,571,714,2472,1561,321,501,2388,1574,269,571,2414,1411,148,576,2134,962,75,500,1532,389,19,460,865,43,3,225,276,7206,1802,4907,13917,0,93,1773,1864,132,577,1164,1871,2076,1129,1459,4667,2924,610,978,4514,3083,568,1288,4935,2841,350,1284,4478,2098,145,1055,3296,950,55,735,1741,138,6,327,471,14244,3543,10060,27842
30702,0,15,1194,1210,45,196,731,972,752,430,665,1848,1234,280,561,2072,1542,241,706,2481,1615,153,662,2433,1329,87,508,1927,677,23,279,985,143,3,101,239,7340,1427,5399,14158,0,50,1030,1086,97,292,555,945,976,433,570,1979,1456,289,528,2270,1646,234,604,2488,1615,157,545,2320,1236,72,557,1861,444,13,501,949,66,0,246,308,7532,1537,5139,14205,0,67,2225,2298,140,488,1286,1916,1729,862,1237,3826,2690,560,1088,4337,3187,473,1304,4968,3234,309,1210,4749,2568,157,1067,3791,1123,34,775,1934,203,3,343,548,14870,2962,10538,28367
30703,3,24,1152,1175,47,167,645,859,529,342,635,1507,1018,252,470,1734,1390,252,605,2250,1646,200,669,2511,1653,139,587,2378,792,28,339,1154,168,9,96,275,7247,1402,5191,13846,4,40,959,1008,70,222,498,791,739,366,577,1676,1220,276,572,2069,1503,262,683,2450,1799,185,742,2725,1428,105,783,2315,545,20,654,1210,81,0,329,411,7385,1476,5792,14652,8,59,2111,2175,120,386,1145,1652,1269,705,1211,3183,2231,530,1041,3805,2892,515,1289,4695,3443,378,1405,5227,3087,240,1365,4696,1340,41,990,2367,250,10,431,692,14633,2876,10983,28496
30801,0,9,705,715,39,181,503,720,820,433,555,1806,1102,255,357,1716,977,185,471,1633,793,106,381,1282,371,35,265,668,141,12,95,247,25,0,23,46,4266,1210,3344,8827,0,35,590,622,73,260,391,725,1097,455,417,1973,1160,238,302,1706,1017,182,363,1561,715,101,283,1097,321,33,195,543,72,4,124,197,7,0,36,47,4468,1308,2697,8472,0,42,1288,1330,107,443,891,1446,1920,892,974,3783,2264,495,665,3424,1991,369,831,3194,1509,203,662,2379,693,64,457,1214,216,15,218,445,33,0,61,92,8737,2523,6045,17302
30803,3,77,3262,3346,121,654,2197,2980,2114,1417,2371,5899,3197,855,1557,5615,3664,718,1930,6304,3843,501,1741,6090,2978,221,1219,4410,1452,55,705,2216,328,9,302,632,17695,4509,15284,37484,9,163,3094,3269,241,871,1892,3003,2896,1524,2145,6559,3702,878,1820,6398,4168,801,2136,7111,3911,457,1912,6276,2587,177,1636,4397,1084,46,1467,2596,153,3,759,923,18749,4921,16866,40538,17,238,6359,6613,362,1526,4094,5983,5004,2943,4515,12460,6899,1740,3379,12009,7830,1517,4069,13419,7752,957,3652,12365,5560,396,2856,8812,2538,100,2168,4809,481,16,1059,1553,36445,9428,32152,78023
30804,0,8,330,338,14,88,256,355,354,178,276,805,552,90,195,831,562,82,215,861,542,54,207,802,325,20,144,492,182,8,85,272,31,3,21,54,2556,528,1731,4812,0,18,301,316,31,116,147,299,462,172,185,821,594,119,135,846,609,72,166,844,483,42,172,702,296,20,137,452,115,5,152,274,10,0,75,86,2604,564,1476,4644,0,23,633,652,48,205,402,655,817,347,463,1628,1146,207,326,1679,1172,151,382,1702,1024,101,380,1504,622,37,280,942,297,18,236,551,41,3,94,142,5162,1086,3210,9456
30805,0,46,1755,1802,74,405,1088,1565,1325,952,1119,3396,2301,576,860,3741,2334,554,1097,3982,2071,291,946,3309,1224,110,536,1867,490,17,216,725,70,3,59,133,9885,2952,7667,20511,4,89,1433,1525,139,549,781,1465,1860,1007,995,3859,2557,585,806,3949,2469,524,887,3885,1921,243,651,2818,1066,92,537,1694,309,9,407,722,36,5,167,207,10354,3102,6663,20117,9,135,3185,3325,207,950,1865,3026,3182,1957,2112,7254,4855,1163,1669,7685,4806,1079,1987,7864,3988,541,1595,6127,2289,199,1075,3561,797,28,616,1446,104,5,227,340,20238,6054,14331,40623
30901,0,11,1340,1352,29,212,1304,1543,861,1181,2050,4090,1939,655,1187,3781,1794,451,1160,3405,1736,278,943,2955,1751,201,728,2679,990,68,418,1477,287,14,193,497,9387,3076,9313,21778,3,27,1251,1283,52,377,1340,1771,1253,1265,1936,4453,2033,553,1241,3833,1940,440,1313,3695,1756,255,1368,3382,1633,140,1196,2974,719,34,984,1740,143,8,620,771,9537,3099,11258,23891,6,38,2592,2630,84,587,2639,3314,2111,2447,3982,8543,3971,1213,2428,7612,3735,892,2470,7100,3492,533,2311,6339,3382,346,1927,5655,1708,97,1400,3208,434,22,817,1265,18923,6176,20570,45677
30902,3,12,1379,1393,16,186,1051,1254,746,708,1250,2702,1588,539,874,3003,1642,385,982,3014,1692,269,1033,2987,1520,155,703,2383,801,31,405,1238,258,9,208,477,8270,2295,7889,18449,0,23,1290,1315,40,269,913,1226,1064,787,1105,2962,1763,520,1033,3321,1752,404,1280,3435,1754,240,1364,3355,1322,105,1081,2507,598,21,841,1464,135,3,552,689,8425,2377,9467,20265,7,30,2675,2704,57,450,1962,2474,1808,1496,2359,5664,3349,1060,1908,6320,3393,796,2259,6450,3440,505,2395,6343,2848,260,1789,4892,1395,55,1246,2701,390,15,757,1161,16690,4670,17351,38715
30903,0,27,1461,1488,42,276,1471,1787,932,816,1539,3284,1723,541,1162,3425,1992,517,1165,3678,2068,322,991,3386,2348,209,916,3473,1329,79,482,1891,295,19,223,540,10731,2799,9412,22944,4,54,1418,1472,82,413,1320,1814,1280,832,1415,3532,2007,560,1326,3893,2104,473,1638,4211,2165,327,1718,4216,2182,148,1751,4079,912,52,1212,2181,157,6,636,796,10897,2877,12433,26202,4,74,2881,2959,120,688,2794,3599,2218,1644,2955,6815,3732,1102,2481,7312,4095,994,2796,7890,4237,650,2712,7598,4529,354,2668,7550,2245,136,1694,4073,455,23,862,1340,21621,5678,21847,49147
30904,0,3,472,477,6,21,262,295,198,132,222,552,583,165,226,978,796,230,291,1324,817,143,271,1230,695,69,242,1001,285,20,88,393,69,0,35,107,3440,788,2115,6350,0,0,467,467,14,52,198,261,296,159,219,672,690,171,273,1135,880,216,314,1408,815,142,334,1294,600,50,348,1000,183,6,202,396,28,0,76,103,3505,800,2434,6744,0,3,942,947,23,72,465,558,492,289,442,1225,1269,338,501,2113,1673,444,608,2732,1629,285,614,2527,1294,114,589,2005,469,32,294,792,97,3,107,209,6951,1590,4551,13092
30905,0,6,1145,1154,20,58,694,776,525,288,531,1349,1453,301,316,2074,1669,256,363,2294,1226,164,319,1711,920,103,241,1257,403,22,109,541,69,4,52,123,6288,1206,3779,11273,0,15,1074,1085,33,97,597,730,748,313,529,1595,1724,320,523,2564,1712,245,531,2480,1153,174,552,1880,799,53,413,1259,249,10,232,487,22,0,119,142,6439,1223,4566,12228,0,20,2221,2241,52,160,1293,1503,1281,599,1060,2942,3173,622,842,4642,3381,503,897,4776,2384,335,875,3591,1718,154,653,2522,654,36,337,1029,89,4,166,263,12729,2424,8349,23503
30906,0,19,2113,2132,36,241,1504,1782,1266,933,1427,3625,2488,692,998,4187,2655,506,965,4130,2195,329,799,3324,1801,148,581,2532,848,33,319,1199,194,8,172,373,11493,2913,8873,23276,3,30,1972,2004,104,387,1301,1792,1705,995,1380,4083,2766,636,1240,4644,2747,513,1312,4567,2143,286,1207,3637,1563,111,987,2654,563,21,702,1292,92,3,434,532,11690,2988,10532,25209,3,43,4085,4133,146,628,2801,3567,2970,1929,2804,7706,5256,1334,2244,8832,5410,1018,2273,8704,4339,618,2007,6959,3368,257,1570,5192,1411,62,1022,2491,293,8,605,905,23184,5894,19404,48487
30907,3,45,3798,3841,117,603,2522,3245,2792,2081,2329,7201,5031,1372,1434,7836,4830,887,1335,7058,3471,450,946,4873,2881,216,656,3754,1109,49,298,1457,181,9,94,290,20419,5728,13418,39565,0,108,3769,3873,230,904,2241,3377,3685,2215,2240,8131,5695,1293,1864,8852,4708,872,1860,7435,3442,410,1474,5323,2429,154,1190,3767,679,26,727,1437,97,3,304,403,20967,5981,15659,42606,3,152,7565,7717,351,1508,4763,6623,6474,4296,4565,15338,10731,2667,3298,16685,9535,1758,3199,14487,6919,866,2415,10196,5310,368,1847,7527,1788,77,1028,2892,284,15,403,693,41392,11707,29070,82165
30908,0,14,1512,1523,25,163,1312,1495,831,696,1292,2817,1715,404,682,2792,1724,324,601,2648,1553,183,437,2179,1451,116,342,1904,730,42,225,997,159,10,98,266,8188,1945,6495,16626,3,23,1471,1493,61,271,1287,1615,1171,738,1193,3100,1905,368,994,3266,1815,294,1118,3224,1587,185,1023,2790,1235,87,836,2158,490,9,612,1116,83,3,310,390,8337,1972,8839,19151,3,38,2980,3022,81,435,2596,3113,1998,1433,2486,5921,3617,766,1674,6064,3531,617,1722,5867,3137,365,1459,4962,2687,204,1177,4064,1225,48,834,2113,240,9,405,659,16528,3918,15338,35780
30909,0,25,1667,1696,47,303,2043,2390,980,867,2009,3857,1679,488,1102,3269,1651,394,1057,3100,1593,261,881,2740,1360,154,683,2191,725,45,357,1130,181,5,166,352,8215,2534,9973,20727,3,43,1553,1598,89,439,1929,2459,1315,902,1659,3877,1847,430,1211,3488,1765,388,1435,3587,1525,218,1300,3052,1201,87,1234,2529,481,23,858,1365,92,5,539,639,8330,2528,11726,22584,5,67,3222,3298,137,738,3968,4845,2299,1770,3665,7741,3527,915,2317,6756,3412,780,2492,6687,3121,482,2185,5784,2563,239,1921,4720,1207,67,1216,2488,269,14,708,991,16542,5067,21700,43310
30910,3,20,810,828,36,192,1135,1363,671,666,1602,2942,899,337,827,2062,1097,244,810,2152,1132,195,665,1990,1207,169,610,1980,595,48,266,904,133,8,113,254,5772,1874,6833,14480,0,38,813,846,85,298,1059,1443,868,655,1287,2812,1017,287,704,2011,1252,252,900,2406,1149,175,823,2145,1051,100,782,1929,375,21,489,882,67,3,266,340,5861,1829,7123,14816,5,56,1622,1678,122,491,2191,2802,1543,1318,2890,5753,1917,623,1532,4070,2352,498,1714,4560,2281,372,1485,4140,2254,266,1389,3909,968,66,755,1792,196,8,378,586,11632,3695,13956,29289
31001,5,5,2285,2299,94,233,1930,2257,1734,753,1933,4418,2592,514,1158,4264,2444,376,1162,3979,1903,209,907,3013,1197,99,497,1789,639,20,264,924,168,0,126,297,10777,2222,10246,23243,11,23,2118,2149,226,323,1690,2232,2449,824,1727,5001,2717,497,1376,4588,2385,355,1566,4301,1579,176,1354,3110,1042,73,1036,2154,441,11,790,1237,77,0,378,459,10933,2270,12033,25237,13,33,4406,4448,317,558,3614,4493,4184,1572,3662,9419,5307,1014,2538,8854,4833,730,2721,8285,3486,383,2260,6124,2236,176,1532,3945,1088,33,1045,2167,250,0,497,749,21712,4492,22280,48482
31002,0,22,1854,1879,50,222,1079,1351,910,564,1008,2475,1765,514,787,3067,2212,555,1079,3847,2495,344,1042,3874,2218,174,802,3194,959,39,422,1424,146,5,141,304,10745,2442,8224,21412,0,52,1648,1699,118,334,945,1399,1205,624,985,2816,2050,558,897,3508,2492,550,1075,4122,2533,282,1029,3839,1916,124,953,2993,603,29,661,1286,63,0,307,367,10986,2545,8501,22034,0,69,3506,3577,171,554,2026,2749,2113,1184,1992,5290,3813,1077,1688,6577,4706,1105,2157,7966,5023,625,2068,7718,4134,304,1752,6187,1555,69,1085,2715,210,5,448,664,21732,4983,16728,43439
31003,3,56,3154,3213,129,577,2407,3111,2134,1583,2370,6090,3120,985,1819,5927,3398,704,1900,6010,3164,362,1454,4979,2321,170,864,3352,1120,43,533,1694,252,3,206,461,15641,4490,14708,34844,9,119,2922,3049,223,833,2057,3107,2849,1625,2384,6856,3317,968,2009,6296,3545,675,2214,6440,3052,330,1837,5219,2047,105,1461,3620,838,33,1223,2089,112,0,598,707,15985,4689,16710,37384,10,172,6078,6262,348,1411,4464,6220,4982,3212,4754,12947,6436,1955,3829,12219,6949,1382,4121,12450,6210,696,3287,10192,4369,280,2327,6972,1959,71,1758,3786,366,3,807,1176,31629,9176,31425,72229
31004,0,39,2793,2832,114,555,2053,2729,2530,1534,2087,6153,3350,854,1280,5481,2762,545,1121,4426,2014,232,787,3032,1170,75,423,1666,383,16,169,568,68,5,52,128,12403,3852,10768,27023,4,79,2584,2670,259,821,1817,2897,3301,1586,2172,7059,3449,827,1584,5857,2657,447,1496,4600,1771,208,1096,3082,940,46,688,1674,237,9,408,663,31,0,149,182,12658,4028,11995,28678,7,120,5380,5500,376,1375,3873,5625,5836,3119,4257,13208,6795,1682,2867,11341,5417,991,2623,9030,3791,443,1880,6114,2113,123,1108,3340,622,20,576,1228,102,7,201,310,25059,7883,22763,55701
31101,0,8,391,402,6,52,236,297,173,128,221,518,353,115,194,665,476,110,241,829,483,67,241,792,467,35,198,705,218,12,108,342,48,0,46,92,2223,532,1871,4632,0,22,370,394,20,78,211,313,239,138,246,624,421,121,249,788,493,112,294,897,473,60,241,773,444,24,264,727,156,5,174,331,19,0,79,104,2271,554,2126,4955,0,25,762,789,34,132,446,607,417,263,469,1144,775,240,441,1453,976,219,539,1726,958,129,481,1567,906,58,460,1426,369,19,279,669,65,0,125,190,4498,1082,4004,9579
