SED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
SED10091,0,0,0,0,12,5,10,3,0,29,0,3,0,4,0,3,7,3,0,15,0,0,0,8,0,0,4,0,0,12,0,3,3,3,5,3,0,0,0,17,0,0,0,3,9,5,4,0,0,22,0,0,0,3,0,4,0,0,0,6,3,8,11,16,21,11,17,9,0,93,0,0,0,11,7,7,4,0,0,26,0,0,0,4,9,12,17,3,0,46,0,0,0,5,7,8,3,0,0,21,5,4,12,82,86,92,97,71,22,478,124,244,203,556,356,339,318,188,64,2395,2376,5397,4468,8225,4928,4561,3913,2040,603,36510,0,0,0,0,0,0,0,0,0,0,2033,4734,4066,7188,3961,3532,2699,1441,674,30322,0,0,3,3,0,0,0,0,0,7,0,0,0,3,3,3,0,0,0,6,0,0,0,7,0,0,0,0,0,11,0,3,0,18,16,14,3,8,0,66,0,0,0,14,16,6,6,0,0,39
SED10092,0,0,3,22,23,34,31,37,4,150,0,6,22,31,6,10,4,0,0,81,0,0,8,16,3,0,0,0,0,28,0,21,34,56,9,4,0,0,0,117,0,0,19,84,218,257,329,157,35,1111,0,4,4,42,62,23,21,15,3,186,0,9,26,42,16,9,19,3,0,132,3,9,47,67,37,57,16,6,0,249,0,0,0,5,17,19,12,4,6,69,0,3,3,14,0,0,0,0,0,22,51,142,183,469,256,246,226,163,61,1800,130,219,387,793,433,423,371,274,95,3125,2247,4386,6706,11340,5174,4790,3675,2316,822,41460,0,0,0,0,3,0,0,0,0,7,1927,3435,4901,7342,3195,2809,1751,1194,666,27220,0,3,6,12,3,0,0,0,0,24,0,3,3,28,19,23,15,10,0,102,0,0,0,8,3,0,0,0,0,11,0,3,7,35,18,10,3,0,0,87,0,0,0,16,25,26,35,18,3,128
SED10093,0,0,0,0,4,3,0,6,0,14,0,0,0,7,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,9,4,12,3,5,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,4,26,13,24,16,3,0,94,0,0,0,13,12,0,0,0,0,29,0,0,0,3,14,11,11,8,3,51,0,3,3,15,6,10,4,0,0,47,0,16,15,120,95,88,96,72,16,517,103,232,264,548,358,369,372,264,144,2657,2477,5434,4839,8647,4895,4396,3672,2190,837,37404,0,0,3,0,0,3,0,0,0,6,2263,4697,4354,7675,3790,3439,2820,1722,879,31643,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,10,0,0,0,14,5,0,0,0,0,14,0,3,7,17,7,7,3,0,0,45,0,0,0,9,11,12,6,6,3,37
SED19494,0,0,0,3,3,3,3,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,9,28,0,0,0,0,0,35,0,0,3,15,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,6,4,3,0,0,0,14,5,0,19,10,0,7,8,3,0,44,0,0,10,9,11,10,0,0,0,38,0,0,7,4,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,4,8,26,99,38,33,20,5,0,235,15,28,173,604,222,172,121,35,8,1379,188,202,1031,2882,1148,986,719,162,32,7351,0,0,0,0,0,0,0,0,0,0,110,139,407,848,383,470,287,59,27,2726,0,0,3,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,11,11,3,0,0,0,0,24,0,0,0,9,3,0,3,0,0,12
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,11,10,7,12,27,25,22,48,16,3,171,0,0,0,0,0,0,0,0,0,0,3,11,8,24,12,21,22,15,4,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SED20106,0,0,0,13,5,8,3,4,3,36,0,0,16,68,7,7,4,0,0,110,4,3,18,73,6,3,3,0,0,104,0,0,24,66,5,0,0,0,0,104,0,0,0,22,7,6,0,3,0,38,0,0,3,41,25,8,4,0,0,79,11,33,38,159,63,44,24,0,0,377,0,5,23,67,20,13,5,3,0,139,0,0,8,39,11,7,8,0,0,70,0,0,4,18,9,3,0,0,0,37,22,34,204,1005,187,124,130,94,42,1847,158,175,502,2011,594,470,337,148,46,4438,1680,2197,4175,16549,4858,3805,2750,1155,372,37542,0,0,0,9,3,0,0,0,0,14,1372,1674,2049,7162,2757,2247,1476,548,241,19524,0,0,3,11,0,0,0,0,0,19,0,0,0,26,10,9,4,0,0,47,0,0,0,3,3,0,0,0,0,9,4,3,19,112,22,21,4,0,0,189,0,0,4,46,6,4,7,0,0,63
SED20207,0,0,0,16,34,46,16,13,5,128,0,19,13,155,47,19,14,7,0,273,0,4,6,32,5,3,0,0,0,51,5,50,29,55,0,0,3,0,0,146,0,3,4,44,85,60,65,8,3,275,0,0,10,16,20,7,0,3,0,53,15,40,18,45,23,14,4,0,0,163,5,16,22,197,137,109,34,11,3,530,0,8,3,15,7,7,3,0,0,48,0,0,5,39,12,3,0,0,0,63,18,130,162,737,375,202,138,61,17,1840,175,287,285,789,363,260,182,96,31,2466,4267,6682,5143,15695,5953,3963,2426,1098,328,45554,0,0,0,10,4,0,0,0,0,19,3496,4701,3185,6579,2964,1686,981,524,244,24368,3,4,9,82,12,3,3,0,0,112,0,0,3,47,23,18,9,0,4,98,0,0,3,36,21,21,13,4,0,102,0,7,6,31,5,8,3,0,0,61,0,0,3,22,17,14,15,5,0,84
SED20302,0,0,0,3,5,9,5,6,0,33,3,46,18,224,46,19,21,3,0,382,3,0,3,31,0,0,0,0,0,39,7,10,12,13,4,0,0,0,0,46,0,0,0,3,0,0,0,0,0,8,0,0,0,10,7,3,3,3,0,22,0,9,10,23,8,6,15,8,0,72,0,3,7,20,11,8,3,0,0,53,0,6,0,5,7,9,12,14,0,59,0,5,10,24,9,4,3,0,0,57,6,51,90,242,125,82,74,48,16,738,124,250,218,540,376,398,368,219,98,2604,2720,4992,3812,8746,4390,4199,3850,1957,650,35313,0,0,7,23,3,0,0,0,0,41,2368,4217,3046,6744,3179,3111,2711,1306,664,27344,0,3,0,25,5,5,0,0,0,36,0,0,0,7,0,3,4,0,0,16,0,0,6,23,15,3,0,0,3,43,0,6,5,17,6,3,0,0,0,37,0,4,0,17,16,4,10,4,0,52
SED20401,0,0,0,3,0,9,5,6,0,29,7,16,22,149,34,32,37,6,3,307,0,4,0,8,4,3,0,0,0,16,0,11,16,29,0,0,0,0,0,65,0,0,0,0,3,0,3,0,0,8,0,0,0,5,0,3,3,0,0,16,3,9,5,21,10,12,6,3,0,75,0,3,3,64,48,40,16,8,0,177,0,0,3,5,8,6,11,5,0,44,0,0,0,8,3,5,4,0,0,28,3,17,33,165,64,78,79,87,49,579,89,138,148,467,211,208,172,117,53,1601,2138,3621,3605,8984,4008,3427,2658,1396,498,30328,0,0,0,3,0,0,3,0,0,12,1930,2959,2910,5901,2894,2392,1821,857,441,22109,0,0,0,11,4,0,0,0,0,18,0,0,3,11,4,10,0,3,0,25,0,0,4,27,20,9,7,7,0,72,0,0,3,19,9,9,3,0,0,41,0,0,0,4,5,4,3,6,0,28
SED20508,0,0,0,0,3,5,5,4,0,14,0,0,0,3,7,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,13,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,3,3,0,12,4,11,7,14,11,18,16,0,0,79,0,3,0,3,3,3,3,0,0,21,0,3,0,9,10,8,11,7,0,44,0,0,0,8,0,0,0,0,0,11,3,11,10,43,25,52,39,35,18,231,74,160,136,348,225,320,359,185,74,1877,1759,3768,3032,5837,3484,4060,3912,2005,700,28565,0,3,3,0,0,0,0,0,0,8,1512,3328,2519,5534,3228,3505,3002,1493,738,24863,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,16,9,11,3,4,0,46,0,0,0,0,0,0,3,0,0,9
SED20604,0,0,0,0,3,5,6,3,3,27,0,4,5,21,4,3,4,0,0,42,0,0,0,3,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,18,4,10,16,0,0,68,0,0,0,6,3,0,0,0,0,15,0,3,0,3,9,12,8,0,3,36,0,0,3,0,0,4,0,0,0,16,7,34,42,84,65,57,69,59,16,428,111,195,262,525,322,367,282,164,62,2301,2025,4244,4114,7258,4276,4341,3387,1527,513,31681,0,0,0,0,0,0,0,0,0,0,1839,3815,3180,6422,3715,3687,2541,1225,626,27050,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,14,0,0,0,4,0,0,0,0,0,4,5,0,3,16,0,8,3,0,0,32,0,0,0,3,3,0,0,0,0,5
SED20704,0,0,0,0,0,0,0,0,0,3,0,13,5,18,6,7,5,0,0,53,0,0,0,5,0,0,0,0,0,10,4,35,32,12,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,9,6,6,9,12,0,0,44,0,3,3,8,0,0,0,0,0,16,0,4,0,3,7,3,0,0,0,17,0,0,0,3,4,0,0,0,0,14,3,17,40,40,21,17,22,18,3,175,105,255,260,469,337,313,252,165,64,2227,2149,4556,4446,7202,3954,3833,2899,1485,566,31097,0,0,3,5,0,0,0,0,0,10,1920,3738,4029,6765,3621,3529,2461,1402,818,28287,0,4,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,6,0,4,0,0,39,0,0,0,3,0,0,0,0,0,3
SED20804,0,0,0,0,3,7,5,3,0,18,0,3,3,12,5,11,0,0,4,44,0,0,3,35,0,0,0,0,0,34,3,37,35,21,0,0,0,0,0,96,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,6,0,18,12,9,16,3,0,61,0,3,8,31,14,4,0,0,0,67,0,0,0,5,4,7,7,3,0,26,0,3,0,0,0,0,0,0,0,6,0,8,18,68,42,32,33,14,4,219,115,216,214,552,333,370,329,183,97,2409,1792,3602,3525,7255,3806,4008,3158,1705,580,29430,0,3,3,12,0,0,0,0,0,16,1627,3062,3028,5926,3336,3391,2733,1556,752,25420,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,3,17,0,3,4,0,0,30,0,0,0,0,5,0,0,0,0,9
SED20906,0,0,0,6,4,8,7,6,0,31,0,0,17,59,40,39,38,21,3,216,0,5,0,26,4,0,0,0,0,36,0,3,4,19,0,5,0,0,0,32,0,0,0,3,4,3,3,0,0,18,0,4,4,13,11,6,9,3,0,41,4,33,13,42,34,19,7,4,0,155,0,4,6,58,34,14,7,0,0,124,0,0,3,15,6,0,3,3,0,23,0,0,0,6,13,6,0,0,0,28,24,130,117,592,354,304,241,150,62,1974,82,152,167,387,227,157,145,94,55,1461,1986,4377,3828,7504,4525,3276,2101,1283,708,29585,0,0,3,0,0,0,0,0,0,3,1692,3325,2490,4291,2879,1959,1043,841,666,19187,0,0,0,10,4,3,0,0,0,14,0,0,3,6,5,3,4,3,0,25,0,0,0,16,4,0,0,0,0,20,0,3,10,18,13,9,5,0,0,57,0,0,0,15,11,3,0,4,0,33
SED21001,0,0,3,3,4,7,3,9,0,27,4,21,30,143,53,25,23,16,6,318,6,9,38,170,19,14,13,0,3,277,0,3,14,31,10,0,3,0,0,72,0,0,0,0,3,4,8,0,0,15,0,0,0,6,7,0,3,0,0,21,3,29,19,32,23,13,9,3,0,133,3,0,30,118,70,75,18,10,5,328,0,0,0,3,8,8,5,5,3,33,0,0,7,17,12,3,3,0,0,34,14,33,59,211,78,81,75,67,36,653,61,122,184,364,206,159,139,141,108,1486,1804,4080,5238,9122,4491,3632,2479,1574,907,33317,0,0,3,4,0,0,0,0,0,9,1557,3135,2913,3884,2830,2178,1626,1255,989,20374,0,3,3,19,3,0,0,0,0,26,0,0,0,5,8,0,0,0,0,17,0,0,5,10,0,11,5,3,0,35,0,4,3,24,8,19,5,0,3,66,0,0,0,10,4,11,0,3,0,24
SED21106,0,0,0,8,7,12,7,3,0,36,0,3,0,23,17,10,8,7,0,69,0,0,3,16,3,0,0,0,0,24,5,13,6,7,0,0,0,0,0,35,0,0,0,5,0,5,0,0,0,17,0,0,0,12,10,4,10,0,0,37,17,90,42,62,48,33,14,3,3,308,0,0,6,23,7,8,4,0,0,44,0,0,0,15,10,3,4,3,0,39,0,0,0,10,9,8,3,0,0,25,17,64,61,394,216,184,178,102,42,1257,84,193,165,599,297,237,167,121,59,1907,1670,4057,3435,7487,4651,3689,2633,1341,639,29598,0,0,0,0,0,0,0,0,0,0,1264,3143,2667,5408,3467,2592,1776,977,822,22121,0,0,0,7,3,0,0,0,0,6,0,0,0,11,0,0,3,0,3,19,0,0,0,3,3,0,0,0,0,10,3,11,10,72,34,12,12,5,0,156,0,0,0,20,7,6,6,0,0,47
SED21203,0,0,0,6,4,9,7,14,3,39,7,20,39,169,79,54,24,5,3,399,0,0,0,7,0,0,0,0,0,7,3,6,10,13,5,3,0,0,0,42,0,4,0,9,6,14,4,0,0,42,12,41,96,587,624,383,211,98,4,2046,0,4,14,16,5,0,4,0,0,48,0,7,23,142,129,126,35,11,9,472,0,0,0,0,3,0,0,0,0,7,0,0,4,11,0,0,0,0,0,13,56,176,204,691,358,280,167,98,32,2069,242,439,434,892,460,305,225,171,53,3220,2883,5288,5591,10812,4583,3232,2125,1501,483,36488,0,7,11,26,4,0,0,0,0,45,2290,3670,3359,3694,1425,917,622,507,203,16677,0,18,17,127,25,4,3,0,0,193,0,0,3,24,12,9,13,8,4,68,0,0,0,3,0,3,0,0,0,10,0,3,0,10,3,3,0,0,0,15,0,0,0,8,11,9,8,3,0,42
SED21303,0,0,0,4,7,6,3,7,0,29,0,3,9,53,9,10,6,0,0,94,0,0,3,42,0,3,0,0,0,53,0,3,14,19,8,0,0,0,0,54,0,0,0,7,0,5,3,0,0,15,0,0,0,42,57,29,24,7,0,167,8,17,19,151,28,6,15,0,0,242,0,7,28,74,26,39,19,10,0,206,0,0,0,16,3,0,3,3,0,33,0,0,3,12,0,3,0,0,0,13,10,35,106,625,123,84,86,44,25,1137,97,128,281,1021,256,202,130,136,85,2333,1806,2788,4412,14913,3902,2740,1789,1247,553,34147,0,3,3,7,0,0,0,0,0,10,1547,2342,3562,9534,2731,1794,723,325,217,22771,0,12,4,47,3,0,0,0,0,68,0,0,0,14,4,7,7,6,0,38,0,0,3,3,3,0,0,0,0,14,0,0,13,104,14,9,3,0,3,138,4,3,4,38,8,9,0,0,0,67
SED21401,0,0,0,3,10,6,8,7,4,32,0,5,17,53,34,36,36,8,6,198,0,6,28,91,12,25,23,3,0,184,0,3,15,14,0,0,0,3,0,36,0,0,0,10,13,21,23,12,0,86,0,0,0,10,16,16,4,9,0,56,3,8,19,23,9,7,13,0,0,96,0,0,19,77,66,77,24,8,0,283,0,0,0,3,5,4,3,3,0,19,0,0,0,5,7,0,0,0,0,14,7,27,37,191,131,131,115,100,62,800,42,111,130,313,187,171,152,159,78,1344,1482,3262,3836,7209,4006,3452,3043,2536,855,29688,0,0,0,4,0,0,0,0,0,3,1319,2491,2394,3296,2131,1478,1501,1183,629,16427,0,0,0,3,3,3,0,0,0,19,0,0,0,8,3,3,0,0,0,14,0,0,0,7,16,10,3,0,0,32,0,5,3,12,9,3,3,3,3,36,0,0,0,9,3,4,3,0,3,22
SED21503,0,0,0,8,8,6,11,5,0,38,3,10,52,179,68,74,44,13,5,449,0,0,7,35,0,6,0,0,0,54,0,3,22,23,7,3,0,0,0,59,0,7,0,39,78,79,82,25,4,322,0,0,0,12,8,11,3,3,0,32,0,8,9,27,8,5,3,0,0,66,12,26,131,208,63,60,28,6,0,530,0,0,0,3,0,0,0,3,0,12,0,3,3,9,0,3,0,0,0,18,24,73,133,405,120,124,92,45,25,1026,79,121,272,485,199,181,148,121,36,1635,1876,3448,5016,8997,3622,3065,2456,1389,446,30320,0,0,0,3,0,0,0,0,0,9,1566,2732,3168,5000,2400,1857,1470,848,441,19484,3,0,11,27,3,4,0,0,0,52,0,0,3,16,20,15,8,7,3,65,0,0,0,12,0,3,0,0,0,15,0,0,4,12,5,3,0,0,0,29,0,0,0,3,8,3,7,0,0,19
SED21608,0,0,0,0,6,13,6,6,0,20,0,0,0,12,5,3,0,0,0,25,0,0,0,0,0,0,0,0,0,7,3,3,8,3,0,0,0,0,0,21,0,0,0,0,3,6,3,0,0,13,0,0,0,0,0,0,0,0,0,5,0,9,11,12,8,10,15,3,0,65,0,3,0,4,6,0,0,0,0,13,0,0,0,3,6,3,4,4,0,22,0,0,0,0,0,3,0,0,0,7,4,15,46,64,44,51,34,25,15,296,106,215,260,503,331,338,309,129,57,2246,1863,3996,4117,6844,3895,3781,2929,1250,401,29077,0,0,0,0,0,0,0,0,0,0,1694,3479,3513,6081,3339,3055,2155,990,488,24786,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,0,3,0,0,20,0,0,0,5,4,0,0,0,0,9
SED21706,0,0,0,3,4,7,5,6,3,26,4,7,140,258,55,51,42,12,5,568,4,3,18,58,3,3,5,3,0,97,0,4,20,29,6,4,3,0,0,69,0,0,0,0,3,3,4,0,0,14,0,0,0,10,3,7,3,0,0,34,9,17,16,36,24,11,14,4,0,132,0,14,68,121,52,62,34,11,10,372,0,0,0,3,0,0,3,3,3,13,0,3,0,13,3,6,0,0,0,25,16,38,131,249,102,103,92,68,31,821,77,135,256,445,234,166,127,107,52,1599,1814,4058,5563,8659,4305,3354,2221,1308,652,31937,0,0,4,16,9,0,3,0,0,34,1498,3368,3298,4246,2916,2107,1410,932,905,20680,0,0,4,14,0,3,0,0,0,25,0,0,0,5,0,0,3,0,0,15,0,0,3,11,8,10,3,4,0,39,0,6,8,19,10,14,4,0,0,62,0,0,0,9,11,3,7,3,0,35
SED21805,0,0,0,6,11,5,10,9,0,35,0,3,3,73,40,45,27,12,4,210,0,0,0,3,3,3,0,0,0,8,0,5,4,16,3,0,0,0,0,33,0,0,0,4,5,3,0,0,0,12,0,0,3,9,16,7,3,3,0,46,5,13,8,41,18,15,10,3,3,118,0,3,9,32,20,3,0,3,0,73,0,0,0,17,14,13,15,4,3,58,0,4,6,23,6,3,0,0,0,41,6,38,41,300,139,113,104,52,15,817,121,235,220,638,330,340,236,133,58,2303,2419,4181,3816,9613,4691,3938,2674,1266,483,33084,0,0,3,25,13,12,3,0,0,59,2171,3300,3023,6916,3044,2401,1719,856,450,23891,0,0,3,8,0,0,0,0,0,18,0,0,0,9,7,10,3,0,0,36,0,0,3,23,9,7,3,0,0,49,0,4,5,31,9,3,3,3,3,61,0,0,3,17,8,18,11,4,0,61
SED21906,0,0,0,6,4,4,5,3,0,31,0,3,8,67,14,22,16,10,3,135,0,0,0,32,3,3,0,0,0,38,4,3,5,31,3,0,0,0,0,49,0,0,3,3,3,0,0,0,0,9,0,0,0,13,6,3,0,0,0,20,11,42,42,135,49,38,21,3,5,353,0,5,31,49,11,10,7,0,0,114,0,0,0,14,0,0,5,0,3,24,0,0,4,12,9,13,4,4,0,48,29,99,128,816,346,381,459,201,131,2589,87,146,190,730,243,200,147,103,71,1920,1945,3747,3891,10783,3728,3290,2483,1143,709,31716,0,0,0,0,0,0,0,0,0,3,1764,2925,2547,5666,2390,1985,1057,533,362,19223,0,0,0,19,0,0,0,0,0,19,0,0,0,8,3,0,5,0,0,19,0,0,0,5,0,0,0,0,0,10,3,5,13,68,20,4,3,3,0,122,0,0,0,11,3,3,3,0,0,23
SED22005,0,0,0,8,9,8,17,17,3,57,10,19,91,322,58,70,102,33,12,714,0,4,7,58,3,5,0,0,0,78,8,36,28,90,9,8,0,0,0,176,0,0,0,3,6,5,6,3,8,28,0,0,3,20,21,15,24,6,3,98,8,8,8,22,11,8,0,0,0,67,13,57,177,612,443,459,199,63,40,2058,0,5,0,3,3,0,3,0,0,16,0,4,5,13,7,0,0,0,0,23,44,135,147,603,269,257,223,134,45,1855,113,163,288,636,219,212,185,154,98,2070,2310,3855,5906,11857,4235,3519,2696,1830,799,37020,0,0,10,10,4,0,3,0,0,35,1853,2629,2365,3488,1654,1167,765,582,555,15051,5,8,16,56,12,7,0,0,0,111,0,0,0,14,11,4,10,4,0,38,4,13,80,316,188,186,99,25,16,935,0,0,4,24,5,7,0,0,0,37,0,0,0,21,10,14,27,9,0,92
SED22105,0,0,0,11,26,16,13,7,0,79,20,155,148,984,258,150,78,19,6,1826,0,0,0,10,0,0,0,0,0,14,3,7,24,62,3,0,0,0,0,103,0,0,0,33,16,10,3,0,0,61,0,0,3,52,39,9,6,0,0,114,3,13,17,29,14,3,6,0,0,87,3,6,12,83,27,19,7,0,4,154,0,0,3,8,7,3,3,3,0,35,0,13,23,71,19,6,0,0,0,135,14,136,236,703,368,223,117,58,17,1866,265,385,347,992,324,271,183,97,43,2900,4986,7571,6074,16616,5470,3753,2258,1020,334,48085,15,60,257,416,79,33,18,5,3,889,4416,5424,3632,7716,2569,1826,1211,613,275,27682,0,4,0,49,6,0,0,0,0,60,0,0,8,42,13,9,5,3,0,82,4,15,26,176,49,35,12,0,0,327,0,3,4,13,9,0,0,0,0,24,0,0,3,40,42,15,18,7,0,130
SED22201,0,0,0,0,3,4,3,6,0,16,0,4,8,57,17,22,18,5,0,128,0,3,0,10,0,0,0,0,0,17,3,15,17,12,0,0,0,0,0,51,0,0,0,0,3,0,3,0,0,9,0,0,0,0,4,0,0,0,0,7,3,9,16,27,24,14,9,0,0,89,0,0,3,17,11,12,8,0,0,57,0,0,0,3,10,4,6,6,5,29,0,0,0,10,3,3,0,0,0,19,3,25,33,123,63,63,66,48,10,435,72,139,131,366,181,159,137,98,50,1337,2039,3562,3619,7795,3639,3268,2371,1341,546,28184,0,0,0,0,3,0,0,0,0,3,1761,2970,2896,5842,2945,2565,1899,1091,608,22580,0,3,0,7,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,6,0,0,4,18,9,10,3,0,0,43,0,0,6,15,7,9,3,3,0,46,0,0,0,4,4,3,3,3,0,19
