SED_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SED30075,188,359,549,81,103,182,122,405,528,120,637,762,423,1234,1657,511,776,1283,1147,667,1808,1014,705,1726,1368,763,2129,1306,489,1791,984,359,1339,915,268,1175,1690,369,2059,1097,85,1174,641,37,677,368,113,482,660,36,696,1223,333,1558,188,386,577,14024,8117,22145
SED30076,94,80,169,48,26,82,62,140,200,63,197,257,217,485,709,273,283,559,659,258,920,665,302,966,1029,375,1401,996,254,1250,905,230,1136,986,155,1140,2048,195,2239,1483,38,1521,1005,30,1038,610,61,669,997,12,1004,1152,95,1245,159,102,264,13464,3309,16772
SED30077,70,124,199,37,61,93,61,213,277,66,404,465,193,817,1006,199,517,717,595,452,1048,546,515,1060,747,610,1352,767,478,1245,659,451,1116,724,346,1073,1447,535,1979,1187,115,1299,922,72,995,732,180,913,1853,51,1908,1020,284,1298,124,227,352,11953,6445,18403
SED30078,261,206,464,105,50,153,146,124,270,104,138,244,300,365,668,355,237,595,772,229,1003,856,274,1135,1223,297,1517,1186,276,1462,983,212,1193,1019,141,1165,2057,205,2262,1397,58,1456,860,25,887,645,36,687,1089,23,1111,1371,152,1523,121,101,228,14858,3163,18025
SED30079,228,262,491,97,99,197,144,234,379,103,355,461,357,755,1114,361,440,799,870,344,1213,835,420,1254,1144,440,1581,1058,342,1398,868,248,1115,884,179,1064,1529,271,1806,1011,93,1110,655,47,695,408,72,485,710,40,751,1211,245,1461,153,202,350,12624,5097,17724
SED30080,217,285,510,70,112,186,110,333,444,89,492,579,362,1090,1445,391,737,1137,917,764,1677,877,865,1742,1213,890,2107,1163,647,1806,819,511,1334,918,352,1274,1651,474,2120,1015,106,1126,690,48,738,467,320,785,1355,46,1403,1277,347,1619,174,333,508,13779,8756,22537
SED30081,98,91,185,54,38,89,88,189,276,112,224,336,304,505,810,424,305,733,927,269,1198,861,370,1237,1088,393,1482,1208,293,1503,1036,188,1227,953,139,1097,1906,151,2051,1336,30,1362,727,9,735,433,28,463,513,13,529,1692,113,1806,203,138,340,13968,3481,17452
SED30082,72,96,162,45,62,106,84,285,371,88,543,633,335,1201,1534,424,671,1096,1128,559,1684,910,636,1541,1139,619,1763,1133,355,1486,887,282,1170,808,193,1005,1533,281,1806,1003,40,1046,655,20,677,412,98,507,767,11,781,1132,129,1260,180,271,453,12736,6339,19077
SED30083,89,141,230,65,62,130,74,279,350,92,450,536,313,1304,1619,376,737,1108,1138,561,1698,975,584,1561,1173,585,1753,1156,344,1500,940,324,1265,945,219,1161,1700,277,1971,1023,52,1071,601,36,638,371,97,465,645,31,681,1021,154,1176,154,370,527,12853,6591,19447
SED30084,99,174,272,49,101,153,98,428,529,99,617,715,331,1080,1410,351,625,974,720,641,1365,715,743,1464,952,725,1675,862,577,1438,727,445,1169,705,304,1010,1455,440,1898,1001,89,1091,670,45,713,437,164,603,852,43,899,1288,253,1543,155,312,468,11567,7819,19385
SED30085,155,124,277,71,60,122,92,255,346,93,422,510,346,846,1187,304,376,682,813,334,1147,622,410,1034,818,390,1209,816,256,1072,601,169,772,641,136,783,1149,203,1355,728,29,752,439,18,454,244,78,319,495,18,518,1200,75,1274,244,269,510,9865,4465,14329
SED30086,133,128,262,60,54,117,121,293,414,142,480,624,468,1080,1548,556,544,1101,1285,465,1749,1119,589,1706,1481,587,2069,1577,358,1936,1224,259,1489,1190,170,1356,2190,192,2386,1185,64,1252,617,26,645,316,54,361,421,25,444,1353,145,1499,245,293,534,15679,5806,21480
SED30087,117,132,250,73,60,126,108,215,324,68,339,410,371,655,1031,371,392,766,893,401,1292,777,452,1227,1076,443,1520,1057,360,1415,851,250,1097,952,174,1128,1882,313,2193,1365,57,1421,895,22,919,547,127,675,1108,25,1134,2193,156,2350,263,249,510,14959,4826,19785
SED30088,188,118,303,73,59,130,170,262,433,177,421,593,581,855,1438,613,385,1004,1224,434,1658,1194,539,1734,1411,446,1859,1473,315,1788,1131,186,1321,1004,125,1126,1649,138,1788,906,37,943,436,25,463,258,40,299,322,20,347,1312,146,1464,235,246,484,14361,4802,19172
SED30089,83,155,241,37,83,115,62,276,342,62,423,484,225,780,1014,219,499,719,552,420,972,513,504,1019,793,612,1405,803,485,1288,736,440,1183,716,339,1058,1565,513,2080,1339,139,1476,1019,75,1091,773,165,940,1698,50,1751,1035,333,1370,116,188,304,12343,6495,18841
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,198,664,865,53,154,209,64,489,556,52,507,559,172,723,902,182,504,687,368,437,803,391,560,951,557,622,1181,538,494,1027,422,477,896,465,395,866,1035,610,1640,713,89,799,553,52,603,475,330,805,1388,50,1442,807,294,1102,71,208,279,8511,7661,16170
SED40002,89,135,225,33,69,103,60,266,324,56,428,488,192,801,990,223,514,739,564,448,1006,528,500,1034,716,522,1233,666,356,1026,582,277,854,590,194,781,1136,254,1385,839,44,883,619,28,652,381,64,442,661,21,683,791,133,926,69,188,255,8804,5242,14039
SED40003,89,94,192,39,51,92,67,133,201,43,194,237,140,425,565,130,318,452,322,254,575,360,320,677,529,296,825,519,210,726,421,216,640,474,165,634,910,215,1124,782,24,803,635,9,645,572,182,756,2049,9,2055,1038,57,1097,74,128,196,9186,3294,12477
SED40004,48,66,117,45,44,89,38,149,189,42,256,296,176,663,839,185,413,597,560,306,865,550,378,927,756,329,1084,679,245,925,605,194,802,588,127,712,1250,166,1419,946,26,970,596,11,609,349,66,413,724,11,738,932,67,998,85,158,235,9154,3672,12828
SED40005,76,79,151,77,64,144,95,315,412,84,479,568,408,1025,1431,341,449,791,1120,407,1525,785,363,1153,974,315,1291,934,176,1112,615,126,743,601,73,668,1000,108,1106,528,15,546,234,4,237,124,50,168,264,3,269,835,46,880,196,261,454,9282,4377,13666
SED40006,92,121,211,57,64,126,100,387,485,89,578,669,338,1109,1446,308,464,780,842,436,1276,731,471,1206,905,501,1403,809,308,1116,717,237,955,645,166,809,1249,160,1413,845,36,882,450,9,457,241,50,289,265,17,285,876,93,971,148,242,394,9710,5452,15168
SED40007,65,95,163,37,64,97,59,234,296,40,434,474,245,799,1041,232,421,653,724,322,1042,558,362,912,766,375,1139,693,214,907,555,181,736,554,131,689,1093,185,1275,881,31,908,563,10,566,389,99,489,860,13,880,900,61,961,112,204,312,9320,4216,13536
SED40008,94,157,251,42,63,104,93,362,454,85,559,642,309,893,1204,308,372,680,756,348,1105,615,377,991,755,448,1203,726,283,1008,558,261,817,544,185,723,1064,238,1306,797,47,843,467,31,497,256,58,317,366,28,390,742,189,926,126,183,309,8702,5092,13792
SED40009,46,62,106,33,48,81,42,126,172,28,178,206,155,385,545,182,282,463,480,239,714,490,229,722,712,247,956,735,172,908,592,157,751,637,117,754,1272,135,1406,1071,13,1088,720,8,720,461,42,504,863,5,863,962,73,1035,73,63,134,9538,2587,12121
SED40010,100,194,292,56,85,136,64,303,366,54,497,549,188,897,1081,185,522,707,562,415,981,481,486,967,656,497,1159,633,404,1039,460,331,787,452,249,696,1003,342,1350,749,47,794,533,33,560,433,192,630,1276,35,1310,836,187,1016,84,152,237,8799,5854,14655
SED40011,74,149,220,58,97,159,89,407,495,65,699,771,244,1144,1383,311,562,873,737,483,1215,668,489,1161,791,491,1281,788,318,1105,629,279,904,581,193,771,1088,227,1313,723,45,762,447,17,466,217,55,270,306,20,333,713,160,876,92,277,369,8618,6118,14735
SED40012,113,147,267,65,81,148,106,371,482,94,583,681,317,893,1211,370,424,793,836,412,1251,722,397,1122,832,402,1234,812,257,1070,630,218,845,584,178,761,1060,193,1251,747,53,800,416,36,447,253,75,326,395,22,422,824,145,963,121,226,350,9296,5122,14416
SED40013,59,90,152,60,58,121,85,265,354,89,434,522,371,1113,1485,384,618,1000,1320,386,1704,946,366,1315,1123,327,1453,943,138,1082,530,105,639,567,74,639,793,79,874,389,5,389,201,9,212,115,38,158,215,0,222,841,45,877,146,219,366,9174,4390,13564
SED40014,46,52,97,29,30,60,42,151,197,47,208,257,195,623,814,230,347,578,773,257,1027,662,296,953,854,328,1179,885,195,1082,761,136,894,772,100,870,1490,95,1582,957,17,974,528,6,532,268,28,298,374,3,377,865,34,900,80,105,181,9852,2997,12852
SED40015,71,84,156,47,50,100,63,298,354,70,430,502,319,796,1118,275,400,680,804,348,1151,611,345,960,847,326,1175,773,208,974,538,160,697,553,87,649,998,134,1135,567,17,583,320,8,326,157,52,207,333,6,335,934,53,986,216,259,475,8507,4060,12566
SED40016,70,89,159,41,43,87,50,190,233,58,308,367,244,794,1036,266,384,648,864,301,1163,672,339,1011,916,333,1251,879,217,1094,673,131,805,621,85,704,1146,104,1252,684,15,697,352,9,364,180,20,199,214,9,221,642,54,703,114,164,277,8676,3585,12259
SED40017,69,79,145,51,74,126,76,361,435,96,567,659,424,1212,1636,387,438,827,1114,379,1498,752,375,1125,923,335,1257,844,207,1048,538,133,672,584,92,675,953,108,1067,568,22,584,328,9,331,157,50,208,291,0,287,946,39,985,144,240,382,9239,4722,13958
SED40018,43,112,157,41,86,127,120,452,570,109,552,657,361,853,1218,319,314,629,800,272,1072,541,315,857,583,296,882,532,250,782,413,227,643,449,185,635,944,257,1195,696,22,715,409,19,424,266,81,350,457,16,471,835,59,893,216,293,510,8124,4654,12777
SED40019,75,84,162,66,61,128,83,334,420,76,491,563,433,1116,1549,338,422,757,1238,380,1612,833,341,1178,942,306,1242,892,166,1063,503,117,626,540,96,629,806,74,881,427,14,443,263,4,268,123,38,156,243,0,246,920,42,962,161,308,467,8958,4402,13356
SED40020,66,99,161,53,59,112,75,334,414,94,534,628,391,1114,1498,405,502,906,1281,386,1671,877,383,1259,1037,324,1359,864,142,1010,561,96,657,553,74,625,786,84,869,384,14,397,198,5,204,103,45,142,169,8,177,804,47,856,172,275,444,8871,4533,13403
SED40021,129,175,307,54,71,124,83,280,369,74,501,574,273,1038,1312,266,523,784,776,428,1202,616,405,1017,851,428,1275,682,269,957,559,224,783,553,159,710,1097,195,1292,731,24,757,557,10,570,300,70,370,660,9,667,883,76,957,110,179,287,9254,5055,14310
SED40022,48,77,125,47,47,86,63,135,194,44,218,259,168,505,671,207,286,487,599,214,817,552,303,859,773,247,1021,754,184,941,641,124,767,627,103,730,1229,116,1341,908,11,920,569,4,580,417,60,480,933,5,941,1170,31,1207,96,98,197,9853,2773,12626
SED40023,56,80,131,40,44,85,64,240,301,96,339,436,317,796,1111,373,430,803,1015,337,1345,818,430,1245,1018,373,1386,1010,196,1209,831,155,987,699,100,800,1281,110,1389,749,12,764,352,5,361,152,38,188,219,3,224,966,67,1028,153,159,311,10210,3905,14115
SED40024,38,61,99,42,42,85,57,168,222,61,268,331,214,624,833,274,383,661,717,308,1027,630,329,965,877,285,1162,867,187,1055,705,150,855,757,103,856,1353,116,1467,921,20,945,505,5,513,291,46,340,534,0,538,1054,53,1113,101,147,254,10011,3303,13314
SED40025,54,100,157,34,77,110,67,280,340,74,473,548,268,872,1142,248,469,711,728,425,1153,620,486,1104,789,453,1240,740,325,1061,568,264,830,549,189,739,1157,214,1373,880,16,894,516,20,537,332,67,399,600,22,625,859,85,936,141,226,371,9219,5055,14271
SED40026,55,63,119,48,38,88,73,213,289,68,343,419,263,694,961,380,387,765,863,308,1177,720,378,1100,922,353,1274,900,208,1110,741,161,906,784,121,909,1354,94,1445,831,6,841,482,6,490,266,33,304,364,6,376,933,61,999,122,164,282,10181,3654,13834
SED40027,91,87,183,57,83,139,105,426,536,148,624,769,427,1105,1532,529,435,955,1127,436,1571,881,444,1326,1028,398,1423,928,187,1118,639,112,754,550,86,630,962,80,1040,562,3,562,304,4,316,183,38,213,237,3,247,816,64,878,213,346,558,9783,4971,14750
SED40028,81,91,173,53,55,110,64,249,316,67,369,436,350,822,1173,280,380,657,866,391,1260,690,391,1082,847,313,1158,938,190,1123,605,129,729,591,83,679,914,110,1020,534,27,564,269,14,279,134,61,196,291,15,307,838,50,887,157,219,372,8560,3957,12515
SED40029,42,69,111,38,40,78,97,239,333,60,357,414,321,738,1057,390,345,740,913,286,1199,706,338,1045,959,297,1262,877,191,1070,660,126,786,656,77,735,1199,69,1267,683,16,692,368,6,378,199,35,234,281,0,287,827,48,875,124,133,258,9413,3407,12821
SED40030,73,88,162,40,71,114,57,228,285,50,311,366,242,680,922,293,404,698,778,317,1097,717,382,1099,916,401,1312,942,263,1204,761,181,941,710,145,856,1371,164,1542,875,43,919,486,18,502,223,41,265,301,5,309,808,90,902,81,135,212,9734,3973,13710
SED40031,63,79,143,44,31,79,55,150,203,53,227,281,239,581,819,204,273,477,705,237,945,637,274,912,809,255,1067,762,156,915,627,130,760,667,120,791,1344,137,1481,943,12,955,637,6,646,427,31,461,704,6,709,924,43,968,103,111,214,9946,2871,12816
SED40032,48,139,184,32,63,88,63,267,332,43,347,389,172,760,929,167,542,707,492,429,917,510,520,1028,661,494,1156,580,324,908,426,279,704,493,190,678,1053,299,1354,796,26,823,617,38,651,371,129,504,940,15,957,769,116,880,64,197,268,8291,5166,13464
SED40033,49,83,133,35,61,91,72,297,365,89,420,508,330,936,1265,328,394,720,837,367,1204,661,411,1067,830,368,1198,836,209,1043,672,142,809,701,84,781,1064,107,1179,632,11,645,302,6,308,176,54,229,306,0,307,779,44,821,146,226,375,8842,4214,13057
SED40034,63,82,144,39,50,89,101,351,453,132,438,567,438,740,1182,546,337,879,1096,349,1447,888,428,1317,1009,345,1349,969,177,1145,743,143,886,662,87,745,1152,78,1229,505,9,515,305,4,308,132,24,158,178,7,185,921,55,981,187,167,353,10063,3870,13934
SED40035,45,64,110,27,32,59,37,143,183,44,207,251,213,537,745,244,297,538,722,266,984,621,313,930,905,339,1246,828,210,1033,743,155,898,736,97,824,1448,116,1565,924,11,930,502,9,513,272,23,298,368,0,370,813,39,849,103,95,198,9592,2944,12535
SED40036,93,82,176,42,48,97,97,223,321,66,380,444,352,823,1176,332,379,717,1020,324,1339,790,361,1158,995,372,1362,899,203,1102,727,148,879,706,97,799,1105,111,1218,639,15,653,339,15,346,161,23,185,204,3,203,791,66,862,117,154,273,9476,3837,13318
SED40037,110,141,250,54,73,128,119,314,433,93,447,543,284,740,1025,375,370,746,866,342,1215,740,405,1148,1011,446,1452,950,291,1247,745,226,974,762,185,948,1383,214,1591,908,31,940,510,11,525,268,72,340,442,14,460,1037,121,1164,141,171,309,10806,4619,15422
SED40038,104,85,187,72,60,137,128,365,498,110,525,628,454,930,1387,514,378,889,1080,365,1451,873,428,1296,1011,400,1409,945,204,1146,704,138,836,634,82,716,1007,70,1075,448,11,457,173,3,176,97,20,117,129,8,134,795,61,854,153,239,397,9426,4359,13784
SED40039,56,107,167,49,60,111,74,309,382,102,527,632,375,1113,1488,466,499,962,1136,404,1542,885,490,1379,1062,444,1509,884,236,1119,665,165,828,639,86,729,926,65,989,431,8,439,204,3,205,86,21,109,105,4,110,750,77,827,177,248,430,9068,4881,13948
SED40040,52,62,114,56,47,103,57,210,263,71,334,399,277,840,1112,271,357,631,896,313,1206,666,362,1032,927,322,1255,862,187,1046,701,137,836,725,74,801,1231,100,1327,787,14,799,385,6,390,212,35,251,423,8,426,955,40,998,111,156,263,9658,3605,13264
SED40041,79,110,193,58,84,141,86,324,410,83,478,562,373,933,1310,340,414,749,883,337,1223,643,346,997,802,348,1147,740,225,965,504,149,657,497,115,609,790,119,904,517,13,527,310,5,311,147,42,193,247,6,252,954,51,1002,210,268,479,8257,4372,12625
SED40042,85,78,159,52,29,85,91,146,234,126,208,333,344,516,855,476,228,699,920,277,1200,808,368,1173,1057,371,1431,1110,201,1305,865,124,991,837,68,903,1317,75,1395,703,15,711,303,7,317,172,12,183,165,9,167,887,52,941,129,120,248,10440,2897,13341
SED40043,98,134,227,58,66,123,72,299,369,80,480,560,307,826,1134,294,392,691,757,338,1102,751,420,1171,930,432,1361,906,308,1208,703,285,988,730,154,888,1351,188,1537,902,43,948,527,21,551,320,57,379,407,13,418,830,103,931,95,179,273,10136,4729,14862
SED40044,101,147,243,43,63,108,40,214,255,46,328,376,138,676,818,152,445,602,407,384,788,371,427,798,523,443,970,543,318,861,415,325,739,444,243,684,922,356,1282,733,40,771,574,30,605,540,226,774,1762,21,1778,901,145,1050,65,165,229,8727,5010,13740
SED40045,78,74,153,42,56,95,51,188,234,32,225,262,156,579,737,167,421,584,448,324,768,432,320,754,652,309,965,687,197,884,481,192,676,528,114,645,1036,170,1212,867,21,885,644,9,651,482,82,559,1415,9,1424,944,61,1002,71,120,192,9202,3479,12680
SED40046,78,181,261,50,87,136,70,313,384,56,509,562,269,957,1222,251,558,814,726,450,1176,598,513,1115,751,501,1254,771,352,1125,613,327,942,548,183,729,1132,276,1410,771,57,829,477,42,519,275,78,356,465,25,488,752,215,972,75,196,275,8724,5830,14555
SED40047,59,55,121,36,41,75,56,185,238,62,315,379,227,630,854,268,283,547,753,267,1019,656,357,1015,797,331,1130,791,202,990,697,139,836,681,112,791,1318,105,1424,891,20,911,566,9,575,319,22,341,497,4,498,864,43,905,85,133,218,9634,3243,12877
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,61,81,148,45,52,97,72,197,268,69,404,472,269,853,1121,291,431,719,845,341,1191,617,324,940,913,326,1247,788,190,981,653,152,807,679,128,804,1083,162,1247,728,18,751,450,3,451,237,49,280,465,9,468,962,77,1045,155,238,390,9379,4046,13425
SED50205,103,113,219,46,67,111,51,166,224,37,209,238,154,502,657,129,310,442,333,291,628,329,254,582,547,298,845,466,214,682,398,222,622,430,154,586,926,312,1238,721,30,755,606,22,627,670,185,854,2333,20,2358,1127,99,1221,89,117,207,9506,3596,13105
SED50302,110,120,231,72,50,127,120,294,415,128,361,494,367,794,1156,458,413,871,942,339,1278,791,464,1253,1102,513,1615,1100,351,1447,920,226,1144,772,135,900,1413,181,1589,796,33,828,416,18,439,244,41,286,390,16,398,1170,113,1283,217,202,418,11523,4656,16183
SED50404,106,165,272,51,68,124,63,254,318,57,424,478,258,842,1104,215,451,668,663,401,1063,485,502,982,710,578,1289,696,469,1169,563,381,945,609,285,899,1243,446,1690,978,77,1050,681,38,716,498,139,638,1087,46,1133,1005,166,1167,121,194,319,10098,5928,16030
SED50502,98,138,239,49,61,105,87,236,325,82,337,424,280,650,932,265,316,584,694,272,966,584,367,947,760,358,1116,770,259,1026,665,209,874,670,165,836,1285,242,1534,876,40,917,566,24,587,338,43,387,605,21,628,1011,123,1129,132,196,332,9821,4070,13889
SED50605,120,108,233,61,46,105,74,151,228,45,219,267,169,457,629,206,275,486,435,218,654,428,225,654,600,240,838,564,179,742,431,146,580,435,131,562,979,191,1170,808,44,843,580,31,609,597,81,682,1475,29,1508,1010,92,1103,91,127,224,9119,2990,12113
SED50702,97,184,287,49,84,134,108,261,375,78,422,503,262,759,1022,243,311,556,636,342,981,522,438,961,747,544,1285,692,380,1079,606,361,966,653,279,929,1310,426,1736,911,85,996,638,72,705,414,150,568,716,83,793,1082,265,1343,114,213,328,9886,5663,15556
SED50806,59,113,167,43,49,96,77,252,332,84,434,518,289,828,1112,323,422,748,838,349,1191,639,412,1051,745,381,1122,732,271,1003,573,200,773,560,155,709,1050,237,1284,729,44,767,462,24,485,283,109,392,583,25,604,1067,115,1183,144,240,385,9283,4642,13929
SED50904,155,154,308,69,63,130,162,245,404,164,294,461,429,602,1030,628,354,981,1121,331,1452,1004,466,1466,1342,602,1940,1445,475,1924,1370,383,1750,1385,253,1636,2996,383,3375,1940,51,1989,1083,31,1115,700,92,797,1087,14,1104,2606,149,2752,237,168,409,19917,5105,25023
SED51005,163,199,355,63,86,144,105,251,356,104,354,455,320,728,1043,344,336,683,783,302,1084,746,405,1154,1045,486,1528,956,361,1314,829,274,1103,765,224,990,1495,287,1776,984,78,1061,582,48,633,369,75,438,538,43,576,1075,231,1306,137,179,320,11393,4944,16333
SED51104,62,65,128,41,37,76,53,113,163,27,143,174,131,339,465,157,214,373,401,186,588,375,187,566,539,193,738,483,158,641,433,128,562,464,100,562,1206,174,1381,897,21,912,731,7,746,719,97,818,1877,23,1892,1054,51,1108,94,88,185,9743,2333,12080
SED51201,70,126,193,59,81,137,71,225,294,83,375,451,296,866,1163,291,306,600,834,305,1134,565,357,928,683,337,1016,672,212,887,523,168,688,526,136,657,933,173,1103,619,23,645,374,9,386,226,55,286,478,5,489,1093,64,1155,177,235,413,8562,4063,12624
SED51304,109,100,210,49,55,103,63,162,221,33,231,268,128,472,598,139,337,472,337,298,638,379,327,709,515,386,904,576,292,871,425,236,660,498,178,675,924,315,1243,792,44,830,611,24,641,823,212,1035,3005,43,3046,1284,127,1407,88,157,241,10767,4004,14776
SED51405,103,99,203,59,40,96,86,164,244,70,230,297,256,448,703,256,274,529,634,193,826,534,285,821,778,357,1131,759,295,1054,735,242,970,826,201,1021,1814,291,2102,1465,37,1504,926,34,962,732,102,833,1233,40,1264,1563,121,1681,151,123,268,12972,3553,16524
SED51506,78,94,177,52,33,86,68,170,240,101,257,353,298,574,868,330,283,618,766,200,966,553,224,776,696,223,924,705,167,874,658,139,804,670,124,796,1400,226,1626,972,14,991,648,15,661,413,71,488,708,14,719,1391,67,1461,143,152,294,10650,3050,13701
SED51604,110,138,243,36,57,94,44,190,226,34,311,345,95,544,632,118,372,482,246,301,542,249,332,576,370,353,725,398,261,655,321,266,580,354,217,566,750,391,1142,622,35,655,522,21,545,776,407,1183,3044,63,3109,1223,154,1371,97,167,268,9402,4560,13961
SED51702,148,102,252,61,32,94,86,96,178,75,143,215,215,318,532,267,207,471,662,198,859,642,263,908,1029,336,1367,1091,301,1397,1074,236,1308,1199,203,1402,2632,268,2907,1870,44,1914,1169,25,1195,913,93,1007,1562,21,1580,2059,93,2154,184,103,288,16941,3086,20026
SED51806,130,136,269,74,45,122,100,200,303,112,301,408,357,824,1184,342,424,768,1137,270,1407,726,296,1019,961,290,1253,789,173,963,577,143,726,585,135,722,1147,185,1334,803,18,821,514,3,520,451,100,550,845,8,854,1496,92,1588,157,214,368,11309,3863,15175
SED51903,91,131,220,50,62,112,75,244,316,93,343,430,237,694,936,268,288,557,593,301,891,468,326,798,616,461,1079,707,377,1082,633,359,992,730,322,1057,1701,509,2217,1276,59,1332,920,29,953,718,188,907,1288,64,1352,1519,140,1660,230,262,493,12222,5160,17378
SED52002,99,113,213,35,49,85,78,182,254,85,238,315,231,582,808,270,295,567,713,242,951,596,318,917,831,400,1238,855,284,1142,740,251,997,762,160,920,1639,227,1864,1101,40,1142,685,31,715,462,61,521,667,31,700,1315,123,1441,141,158,302,11296,3785,15080
SED52105,82,169,250,43,83,129,81,377,457,69,476,539,226,825,1051,199,452,650,531,334,866,401,425,823,550,428,976,576,349,927,470,340,813,521,275,794,1115,449,1566,888,81,966,714,39,752,655,228,880,1742,58,1798,1255,220,1470,94,277,368,10211,5876,16089
SED52201,91,113,205,59,50,107,90,249,341,106,361,469,268,606,878,310,321,633,725,291,1016,492,292,782,687,322,1012,698,209,906,545,189,738,612,153,765,1178,215,1391,785,30,810,538,17,561,338,70,403,614,11,624,1431,93,1520,186,191,374,9732,3796,13529
SED52304,121,90,209,61,44,104,129,130,257,85,217,308,264,521,786,307,219,524,703,198,905,619,241,863,863,300,1162,905,245,1148,821,180,998,850,158,1005,1706,202,1904,1246,29,1276,849,26,874,552,53,609,918,18,935,1299,84,1382,133,130,259,12433,3077,15509
SED52402,120,122,241,50,51,99,102,210,309,81,292,374,328,722,1053,314,333,650,879,292,1170,669,349,1024,945,358,1302,932,303,1240,758,228,989,729,132,857,1415,171,1588,881,38,919,511,16,527,298,41,343,424,18,443,1080,90,1173,158,169,321,10687,3946,14630
SED52504,76,65,142,39,38,75,48,107,147,41,122,164,134,343,478,127,226,349,408,156,564,389,196,585,587,208,794,503,130,637,449,135,578,470,123,595,1105,156,1261,876,19,895,693,12,707,659,78,736,1797,15,1813,1145,59,1202,95,80,176,9632,2271,11906
SED52605,82,70,157,42,29,71,72,92,163,48,134,182,139,322,464,194,159,351,473,163,638,447,198,647,614,207,818,628,178,806,566,176,746,632,126,760,1500,212,1715,1272,27,1297,875,22,896,732,65,797,1336,25,1362,1328,82,1403,98,82,180,11071,2377,13447
SED52704,73,107,179,31,41,74,65,152,217,53,194,244,190,436,625,230,246,476,509,220,721,496,292,789,650,337,986,656,283,938,591,248,834,619,199,825,1405,255,1660,1107,35,1144,660,33,686,483,68,549,853,12,868,1202,113,1318,125,96,215,9994,3349,13341
SED52802,88,92,184,37,43,80,69,158,227,48,214,265,209,521,732,174,275,455,610,197,806,541,217,758,759,247,1009,657,175,825,576,142,722,567,112,683,1144,145,1291,875,21,896,539,10,547,480,61,539,1054,12,1066,1159,71,1227,120,132,246,9708,2843,12550
SED52903,0,4,4,4,3,7,16,18,30,7,15,23,37,12,51,33,12,43,43,8,51,37,21,62,42,18,67,29,28,50,32,22,54,30,16,51,68,43,104,24,0,23,30,0,30,23,8,28,24,0,27,99,6,106,71,44,113,651,278,932
SED53003,42,76,116,30,44,73,109,202,312,88,229,320,272,188,461,219,164,381,340,171,515,406,211,617,406,263,672,379,243,622,318,230,543,382,192,576,860,288,1148,659,38,702,493,28,524,297,94,397,552,43,600,991,105,1091,185,185,362,7036,3001,10031
