SED_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SED30036,..,5618,5618,8175,662,8841,2555,76,2633,2088,10,2101,956,5,961,521,0,527,14301,6380,20673
SED30037,..,4305,4305,6924,496,7414,2859,75,2938,2652,18,2672,1171,6,1179,514,3,520,14126,4908,19031
SED30038,..,3291,3291,4493,545,5033,3226,100,3331,2987,22,3010,1475,14,1492,1230,4,1238,13407,3982,17391
SED30039,..,3904,3904,4670,1120,5789,2381,749,3127,2593,347,2937,1044,139,1179,292,74,362,10977,6332,17304
SED30040,..,4712,4712,5513,531,6046,3034,99,3130,2684,33,2717,1204,5,1213,704,3,708,13144,5386,18527
SED30041,..,3924,3924,5671,501,6175,3103,62,3170,3011,15,3025,1374,3,1376,851,0,851,14012,4509,18519
SED30042,..,3535,3535,5737,455,6191,3231,89,3323,3146,21,3163,1340,0,1342,743,0,742,14191,4107,18304
SED30043,..,4293,4293,6592,527,7123,2837,171,3007,3089,52,3142,1208,20,1225,508,3,519,14238,5068,19305
SED30044,..,4370,4370,6523,448,6966,2899,79,2978,2894,35,2929,1278,6,1289,610,3,614,14209,4938,19148
SED30045,..,3235,3235,5862,488,6348,2735,107,2840,2835,61,2895,1501,41,1537,970,31,1000,13904,3954,17857
SED30046,..,2170,2170,4430,336,4766,2793,47,2841,2888,12,2895,1467,7,1477,1188,4,1196,12772,2579,15354
SED30047,..,4413,4413,5476,490,5964,3150,79,3227,2954,19,2978,1110,3,1113,477,0,479,13164,5006,18169
SED30048,..,4966,4966,5165,527,5692,2360,95,2458,2009,20,2029,871,3,875,362,0,365,10769,5612,16379
SED30049,..,3036,3036,4416,444,4863,2610,244,2854,2969,89,3053,1261,38,1302,630,17,646,11880,3862,15742
SED30050,..,6369,6369,7417,1062,8476,2756,231,2994,2261,69,2329,801,16,815,255,7,259,13481,7748,21236
SED30051,..,5079,5079,7452,606,8062,2456,59,2518,2048,10,2063,943,0,944,561,0,561,13467,5757,19222
SED30052,..,4646,4646,6292,1003,7299,3103,301,3400,2855,98,2951,1038,30,1067,388,10,403,13679,6095,19771
SED30053,..,3729,3729,6186,374,6563,2680,45,2723,2663,13,2676,1312,0,1312,630,0,635,13479,4158,17637
SED30054,..,2113,2113,4709,232,4943,2711,68,2783,3559,39,3598,1482,15,1494,536,3,541,13006,2467,15475
SED30055,..,2798,2798,5360,404,5769,3232,79,3318,3433,29,3465,1606,9,1615,993,13,1008,14630,3338,17965
SED30056,..,4624,4624,4893,1347,6242,2164,756,2917,2133,291,2420,803,87,888,241,39,282,10234,7146,17377
SED30057,..,2879,2879,3037,327,3366,1485,63,1543,1361,20,1381,750,6,752,591,3,597,7226,3295,10520
SED30058,..,2749,2749,4725,360,5087,2902,105,3010,3183,32,3220,1233,8,1243,485,9,488,12536,3261,15799
SED30059,..,3389,3389,5854,556,6409,3429,103,3531,3498,33,3532,1426,4,1430,679,0,677,14888,4078,18970
SED30060,..,3750,3750,5258,454,5713,2686,81,2767,2656,15,2671,1268,3,1267,1048,0,1048,12910,4306,17217
SED30061,..,3747,3747,4780,613,5399,2394,201,2593,2190,107,2301,1013,43,1051,557,19,577,10932,4733,15665
SED30062,..,4457,4457,7324,585,7911,4341,118,4460,4460,36,4491,1957,11,1974,1095,4,1098,19176,5209,24387
SED30063,..,4771,4771,6887,534,7422,2333,61,2395,2132,12,2147,1140,9,1148,686,3,692,13186,5386,18575
SED30064,..,4298,4298,6304,536,6839,2763,68,2827,2638,19,2658,1201,5,1207,614,3,616,13518,4933,18449
SED30065,..,4454,4454,7562,587,8150,2707,89,2792,2705,29,2730,1055,4,1067,422,3,427,14450,5163,19617
SED30066,..,5554,5554,6246,1024,7266,3414,269,3680,2757,88,2847,1027,20,1048,555,10,560,13993,6965,20949
SED30067,..,3025,3025,5491,425,5917,3214,93,3306,3435,14,3448,1489,3,1491,792,0,792,14426,3560,17991
SED30068,..,6080,6080,7999,656,8658,2773,85,2856,2163,24,2189,1020,7,1032,578,11,589,14536,6868,21408
SED30069,..,6620,6620,6649,620,7274,2713,74,2788,2086,17,2101,925,3,929,447,0,448,12821,7339,20158
SED30070,..,3604,3604,6246,448,6694,2786,39,2830,3090,9,3102,1285,3,1290,647,4,654,14056,4110,18167
SED30071,..,5142,5142,5427,551,5978,2673,102,2772,2385,27,2410,1034,5,1034,526,3,530,12044,5827,17867
SED30072,..,4575,4575,5562,484,6049,3150,102,3248,2979,14,2996,1113,3,1114,487,0,490,13287,5179,18469
SED30073,..,7253,7253,6487,1904,8393,2421,775,3195,1887,328,2222,715,123,835,266,60,321,11774,10445,22219
SED30074,..,5112,5112,6642,401,7041,2337,48,2385,2121,15,2136,1063,11,1069,594,0,592,12755,5590,18345
SED30075,..,6152,6152,6556,1275,7834,3260,418,3674,2704,170,2876,976,71,1047,528,39,566,14024,8117,22145
SED30076,..,2827,2827,5278,363,5645,3099,76,3183,3130,22,3152,1285,13,1296,664,5,672,13464,3309,16772
SED30077,..,5192,5192,5431,851,6281,2647,297,2944,2544,89,2630,999,19,1022,328,7,336,11953,6445,18403
SED30078,..,2284,2284,4437,395,4839,3605,240,3842,3861,139,3997,1770,68,1836,1189,31,1219,14858,3163,18025
SED30079,..,3601,3601,4568,599,5170,2866,366,3234,2744,261,3002,1371,162,1530,1071,110,1175,12624,5097,17724
SED30080,..,6906,6906,7514,1294,8806,2834,347,3184,2284,129,2416,846,42,883,298,33,335,13779,8756,22537
SED30081,..,2929,2929,5521,430,5949,3170,86,3261,3095,31,3123,1395,7,1400,789,0,789,13968,3481,17452
SED30082,..,5647,5647,6297,555,6846,2547,110,2659,2256,23,2275,1091,3,1099,553,3,557,12736,6339,19077
SED30083,..,5818,5818,6255,584,6844,2646,134,2786,2333,42,2379,1079,5,1085,535,3,545,12853,6591,19447
SED30084,..,6655,6655,5804,948,6753,2470,172,2642,2041,29,2073,795,7,806,463,0,463,11567,7819,19385
SED30085,..,4048,4048,4772,354,5126,1837,48,1887,1843,10,1851,954,3,961,457,0,460,9865,4465,14329
SED30086,..,4881,4881,6029,752,6782,3621,104,3719,3279,52,3327,1555,13,1569,1198,7,1200,15679,5806,21480
SED30087,..,4136,4136,6680,557,7231,3133,95,3223,3212,35,3246,1414,0,1422,523,0,527,14959,4826,19785
SED30088,..,3881,3881,4546,674,5221,3191,147,3336,3030,58,3088,1754,25,1786,1843,24,1863,14361,4802,19172
SED30089,..,4803,4803,5369,978,6347,2727,443,3170,2845,184,3030,1015,55,1073,391,37,424,12343,6495,18841
SED39494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,..,5798,5798,4581,1113,5696,1691,507,2194,1573,182,1751,505,50,550,161,23,184,8511,7661,16170
SED40002,..,4413,4413,3971,558,4526,2030,160,2194,1997,87,2077,594,20,611,203,9,214,8804,5242,14039
SED40003,..,3018,3018,3944,184,4133,1794,52,1842,2281,25,2309,882,9,891,280,10,288,9186,3294,12477
SED40004,..,3320,3320,4433,264,4694,1894,62,1953,2012,16,2034,620,0,620,196,3,202,9154,3672,12828
SED40005,..,4038,4038,5009,290,5290,1725,32,1758,1555,11,1569,700,7,705,297,5,302,9282,4377,13666
SED40006,..,4860,4860,4314,457,4766,2215,94,2306,2113,32,2140,706,9,720,370,9,374,9710,5452,15168
SED40007,..,3856,3856,4359,276,4639,1928,54,1981,2118,21,2144,723,3,726,187,4,193,9320,4216,13536
SED40008,..,4132,4132,3783,583,4368,2050,227,2281,1872,102,1973,662,27,687,333,15,346,8702,5092,13792
SED40009,..,2203,2203,4173,222,4390,1930,77,2010,2354,47,2403,828,22,849,256,9,267,9538,2587,12121
SED40010,..,4916,4916,4259,594,4852,1969,223,2197,1852,89,1943,582,17,608,136,15,150,8799,5854,14655
SED40011,..,5235,5235,4102,554,4655,1997,215,2209,1728,70,1793,584,32,614,215,12,223,8618,6118,14735
SED40012,..,4257,4257,3608,476,4092,2224,175,2398,2134,105,2232,802,52,856,522,65,587,9296,5122,14416
SED40013,..,4111,4111,5597,256,5852,1492,15,1500,1309,5,1314,562,0,562,221,5,226,9174,4390,13564
SED40014,..,2782,2782,4400,182,4581,2108,33,2138,2333,3,2336,749,0,750,263,0,263,9852,2997,12852
SED40015,..,3758,3758,4504,272,4772,1508,24,1538,1507,3,1516,702,0,701,291,0,291,8507,4060,12566
SED40016,..,3238,3238,4138,273,4411,1921,36,1960,1695,25,1718,642,10,646,274,9,285,8676,3585,12259
SED40017,..,4443,4443,5017,250,5268,1670,20,1699,1486,3,1488,760,0,756,307,0,307,9239,4722,13958
SED40018,..,4344,4344,3921,282,4200,1636,29,1665,1487,3,1492,701,0,699,381,0,381,8124,4654,12777
SED40019,..,4103,4103,5163,263,5433,1535,27,1564,1295,4,1303,683,4,681,276,0,282,8958,4402,13356
SED40020,..,4141,4141,5014,317,5329,1586,36,1627,1363,17,1381,614,5,618,290,10,305,8871,4533,13403
SED40021,..,4473,4473,4305,374,4677,1977,96,2075,2045,72,2122,675,19,697,251,14,261,9254,5055,14310
SED40022,..,2556,2556,4577,189,4766,1854,26,1882,2246,4,2257,888,0,890,282,0,282,9853,2773,12626
SED40023,..,3521,3521,4576,342,4914,2292,34,2330,2175,5,2181,862,0,862,307,0,303,10210,3905,14115
SED40024,..,3027,3027,4387,234,4624,2151,34,2185,2233,7,2238,896,0,896,341,0,343,10011,3303,13314
SED40025,..,4603,4603,4829,391,5220,1928,55,1987,1727,7,1734,537,0,537,199,0,199,9219,5055,14271
SED40026,..,3306,3306,4343,292,4639,2198,40,2241,2229,11,2239,983,0,983,424,0,424,10181,3654,13834
SED40027,..,4503,4503,4376,380,4760,2112,52,2166,1916,20,1934,838,9,842,543,0,548,9783,4971,14750
SED40028,..,3634,3634,4618,234,4856,1482,45,1529,1443,17,1460,738,9,751,280,19,291,8560,3957,12515
SED40029,..,3081,3081,4350,278,4630,2012,32,2048,2043,9,2047,725,0,725,287,0,287,9413,3407,12821
SED40030,..,3423,3423,4339,365,4702,2328,133,2460,2149,38,2184,663,14,673,259,3,266,9734,3973,13710
SED40031,..,2623,2623,4248,183,4426,2179,43,2220,2380,10,2386,847,8,851,301,0,301,9946,2871,12816
SED40032,..,4638,4638,4429,404,4833,1649,90,1738,1600,26,1625,502,3,509,112,3,124,8291,5166,13464
SED40033,..,3904,3904,4370,263,4636,1681,29,1713,1792,9,1801,682,4,683,310,0,310,8842,4214,13057
SED40034,..,3372,3372,4142,415,4560,2324,56,2383,2054,13,2071,889,4,894,650,0,649,10063,3870,13934
SED40035,..,2717,2717,4470,203,4671,2095,16,2110,2053,13,2064,720,0,718,247,0,249,9592,2944,12535
SED40036,..,3434,3434,4213,321,4536,2067,52,2118,1968,22,1988,764,10,768,460,6,472,9476,3837,13318
SED40037,..,3907,3907,4772,515,5285,2522,139,2656,2248,30,2280,820,20,837,434,6,442,10806,4619,15422
SED40038,..,3929,3929,3777,339,4113,2278,64,2337,1813,13,1830,883,8,891,679,9,679,9426,4359,13784
SED40039,..,4388,4388,4514,426,4936,2129,47,2179,1603,9,1615,582,0,579,247,3,250,9068,4881,13948
SED40040,..,3350,3350,4933,215,5148,1750,31,1781,1886,3,1891,805,5,812,281,4,281,9658,3605,13264
SED40041,..,4063,4063,4446,281,4726,1511,22,1529,1317,8,1328,669,0,669,306,0,306,8257,4372,12625
SED40042,..,2510,2510,3715,319,4037,2504,45,2546,2357,13,2376,1082,5,1088,785,3,787,10440,2897,13341
SED40043,..,4063,4063,4408,457,4866,2469,145,2609,2188,48,2233,741,17,760,327,10,338,10136,4729,14862
SED40044,..,4331,4331,4115,443,4554,1783,162,1943,1993,51,2042,691,17,708,149,7,154,8727,5010,13740
SED40045,..,3128,3128,4014,241,4260,1872,75,1941,2265,23,2280,819,10,830,236,3,244,9202,3479,12680
SED40046,..,4701,4701,3974,644,4617,2090,308,2399,1825,115,1940,598,39,639,235,25,258,8724,5830,14555
SED40047,..,2981,2981,4160,233,4393,2113,25,2140,2273,4,2275,783,0,779,303,3,305,9634,3243,12877
SED49494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,..,3688,3688,4766,295,5056,1717,47,1756,1745,14,1761,788,3,793,374,0,374,9379,4046,13425
SED50205,..,3251,3251,4203,242,4444,1993,66,2058,2229,29,2261,838,9,844,251,4,254,9506,3596,13105
SED50302,..,4091,4091,4818,470,5287,2841,71,2909,2165,17,2185,982,3,982,717,4,721,11523,4656,16183
SED50404,..,5171,5171,4912,540,5449,2287,150,2434,1985,45,2029,666,15,688,252,10,263,10098,5928,16030
SED50502,..,3528,3528,4176,377,4555,2256,94,2352,2073,36,2108,833,26,854,481,11,492,9821,4070,13889
SED50605,..,2538,2538,3682,222,3911,1962,112,2067,2271,80,2351,844,28,877,355,12,370,9119,2990,12113
SED50702,..,4565,4565,4565,698,5260,2268,219,2491,1865,104,1968,755,49,805,442,23,459,9886,5663,15556
SED50806,..,4151,4151,4847,393,5242,1905,62,1968,1647,20,1666,633,14,641,259,3,257,9283,4642,13929
SED50904,..,4392,4392,7307,566,7876,4740,108,4848,4824,34,4856,2045,3,2048,995,6,996,19917,5105,25023
SED51005,..,3797,3797,4469,609,5080,2685,282,2965,2378,122,2497,1111,86,1198,750,47,802,11393,4944,16333
SED51104,..,2107,2107,3962,166,4129,1950,37,1991,2665,18,2687,944,0,944,220,3,219,9743,2333,12080
SED51201,..,3754,3754,4551,251,4803,1550,37,1585,1359,5,1368,717,3,725,384,11,393,8562,4063,12624
SED51304,..,3519,3519,4241,319,4567,2106,99,2209,2903,42,2949,1224,12,1237,294,4,302,10767,4004,14776
SED51405,..,3032,3032,4999,395,5390,3011,86,3094,3269,29,3294,1209,18,1227,485,4,491,12972,3553,16524
SED51506,..,2753,2753,4601,251,4851,2224,35,2263,2379,9,2389,1032,0,1030,415,0,418,10650,3050,13701
SED51604,..,4008,4008,4369,371,4739,1808,123,1933,2040,38,2076,946,13,965,237,5,241,9402,4560,13961
SED51702,..,2666,2666,6330,340,6672,3784,62,3844,4175,8,4182,1761,0,1760,899,3,899,16941,3086,20026
SED51806,..,3497,3497,6039,316,6350,2076,35,2111,2044,12,2055,818,6,821,337,0,340,11309,3863,15175
SED51903,..,4569,4569,5275,465,5739,2546,82,2632,2570,34,2606,1212,8,1221,618,3,621,12222,5160,17378
SED52002,..,3268,3268,4633,395,5031,2510,82,2590,2452,25,2485,1081,12,1094,616,7,624,11296,3785,15080
SED52105,..,5059,5059,5070,540,5611,2230,184,2407,2062,71,2127,661,17,681,190,9,192,10211,5876,16089
SED52201,..,3393,3393,4499,331,4828,1985,50,2037,1987,10,1997,865,0,865,412,0,413,9732,3796,13529
SED52304,..,2680,2680,4076,276,4357,2771,56,2827,3353,38,3388,1387,12,1402,846,8,859,12433,3077,15509
SED52402,..,3434,3434,4281,367,4655,2422,73,2497,2215,35,2246,1068,16,1082,692,15,712,10687,3946,14630
SED52504,..,2031,2031,4027,172,4200,1948,39,1986,2457,11,2473,956,12,962,246,0,246,9632,2271,11906
SED52605,..,2026,2026,3965,235,4197,2476,70,2549,3070,36,3110,1131,8,1147,419,0,427,11071,2377,13447
SED52704,..,2805,2805,4333,371,4704,2310,113,2423,2241,36,2273,821,15,834,281,8,294,9994,3349,13341
SED52802,..,2554,2554,4202,213,4416,1951,34,1986,2066,20,2085,1006,7,1018,480,13,498,9708,2843,12550
SED52903,..,266,266,220,11,232,115,0,116,94,0,94,97,0,97,131,0,131,651,278,932
SED53003,..,2570,2570,2707,301,3005,1423,85,1511,1380,28,1410,760,8,766,770,10,778,7036,3001,10031
SED53104,..,2164,2164,3989,177,4162,2083,44,2126,2410,8,2418,857,3,861,281,0,284,9622,2403,12020
SED53205,..,4235,4235,6322,566,6885,3848,75,3921,3790,34,3822,1665,8,1674,891,3,894,16513,4913,21423
SED53306,..,4523,4523,5419,413,5823,2271,59,2324,2037,18,2054,839,8,848,448,0,448,11007,5015,16023
SED53402,..,5059,5059,5084,746,5827,2353,220,2567,2126,73,2201,593,26,616,232,15,244,10392,6132,16519
SED53502,..,4049,4049,4590,418,5005,2346,76,2422,2100,23,2123,839,3,842,416,3,417,10295,4571,14864
SED53602,..,3608,3608,4060,438,4495,2644,121,2768,2364,47,2410,1131,25,1160,898,18,914,11095,4264,15362
SED53701,..,3441,3441,5147,250,5399,1567,37,1601,1540,10,1551,787,5,792,370,6,376,9404,3756,13161
SED53802,..,3511,3511,4597,422,5016,2335,123,2459,2070,48,2118,820,28,848,437,19,457,10261,4153,14412
SED53902,..,5107,5107,4810,543,5350,2063,168,2229,1984,67,2054,692,22,719,228,11,240,9779,5921,15701
SED54006,..,2883,2883,5027,237,5263,2138,30,2173,2294,9,2304,1019,0,1017,504,3,505,10979,3163,14149
SED54104,..,4321,4321,4400,550,4949,1902,254,2156,2170,115,2287,889,32,914,223,7,235,9584,5284,14865
SED54203,..,1733,1733,1684,151,1831,730,33,764,870,7,871,372,3,372,233,0,231,3880,1926,5813
SED54304,..,1638,1638,4159,152,4308,2543,35,2578,3457,16,3471,1290,4,1290,432,0,432,11875,1836,13715
SED54404,..,7550,7550,6966,1333,8302,2404,549,2954,1873,203,2080,517,62,576,140,35,178,11904,9736,21633
SED54503,..,2557,2557,3291,293,3580,1881,83,1968,2181,23,2199,1063,3,1072,614,3,618,9026,2966,11991
SED54605,..,2314,2314,3590,201,3794,2136,71,2211,2895,34,2926,1123,19,1146,441,9,448,10188,2644,12834
SED54705,..,4422,4422,5156,349,5501,2037,59,2090,1673,14,1683,634,3,636,339,0,339,9832,4842,14672
SED54804,..,4911,4911,5180,717,5900,2261,268,2531,2076,90,2168,613,25,639,142,6,149,10276,6012,16295
SED54905,..,4591,4591,4801,559,5358,2105,221,2331,1912,107,2017,605,26,629,204,15,222,9632,5527,15154
SED55005,..,1824,1824,3944,231,4177,3076,71,3147,3920,36,3952,1679,12,1689,889,13,902,13504,2184,15695
SED55102,..,2372,2372,5210,223,5435,2617,27,2647,3085,11,3099,1239,0,1234,596,0,600,12751,2639,15388
SED55206,..,3139,3139,5001,287,5292,2009,54,2070,2207,18,2233,908,0,914,314,7,316,10440,3513,13956
SED55305,..,5672,5672,5259,1001,6252,2390,474,2867,2038,260,2298,683,107,787,316,68,378,10680,7580,18263
SED55401,..,3402,3402,4412,215,4627,1428,38,1463,1403,15,1417,740,4,746,359,5,364,8346,3673,12015
SED55504,..,2536,2536,4562,282,4849,2800,72,2866,3296,23,3323,1296,4,1305,569,6,572,12519,2923,15444
SED55605,..,2764,2764,5403,363,5765,3680,57,3730,4311,10,4324,1879,3,1885,801,0,801,16082,3195,19275
SED55706,..,3968,3968,5642,331,5969,1903,61,1967,1812,16,1829,786,7,795,318,3,319,10464,4385,14849
SED55802,..,2725,2725,5051,372,5420,3581,73,3657,3819,17,3834,1634,7,1646,1022,9,1027,15108,3198,18311
SED55905,..,4011,4011,4314,434,4748,2189,121,2310,1986,41,2027,713,15,727,284,7,291,9489,4616,14103
SED59494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60101,..,1235,1235,1494,92,1588,461,3,466,447,0,447,182,0,182,96,0,96,2687,1332,4013
SED60106,..,4080,4080,4161,299,4460,1802,76,1875,1653,18,1673,550,3,550,214,0,217,8369,4479,12847
SED60112,..,2668,2668,2986,219,3202,1283,42,1327,1287,18,1307,516,6,515,193,0,197,6258,2961,9219
SED60115,..,4203,4203,4117,444,4569,1790,111,1903,1488,40,1532,615,23,634,364,11,371,8375,4836,13213
SED60207,..,3978,3978,4388,304,4696,1783,24,1807,1516,14,1525,610,0,613,262,3,268,8554,4323,12882
SED60208,..,3889,3889,4532,242,4770,1705,24,1729,1473,7,1485,560,0,564,252,0,253,8521,4159,12686
SED60209,..,3983,3983,4482,248,4732,1664,31,1691,1466,10,1470,631,3,630,302,3,306,8542,4277,12820
SED60214,..,9,9,31,3,27,8,0,8,11,0,11,3,0,3,4,0,4,57,7,66
SED60302,..,985,985,1135,97,1226,635,9,642,534,7,541,204,0,204,89,0,89,2590,1094,3685
SED60303,..,5218,5218,4279,448,4728,2089,66,2157,1520,24,1544,673,5,677,364,3,366,8929,5760,14686
SED60304,..,4699,4699,3995,606,4597,1705,300,1999,1497,100,1600,470,21,491,169,13,174,7835,5733,13567
SED60305,..,26,26,65,4,67,20,0,20,30,0,30,6,0,6,3,0,3,118,27,147
SED60310,..,2144,2144,2717,283,3006,1052,163,1216,1160,82,1238,434,37,472,178,36,207,5537,2751,8291
SED60402,..,238,238,493,23,515,244,4,245,243,0,244,79,0,79,27,0,27,1077,264,1346
SED60405,..,3132,3132,4815,251,5070,1929,26,1954,1846,4,1852,774,0,774,362,3,362,9722,3421,13140
SED60410,..,1267,1267,1409,109,1516,606,17,624,570,10,584,221,3,223,97,0,98,2900,1406,4313
SED60411,..,4122,4122,4641,297,4935,1920,46,1970,1766,10,1781,582,0,582,227,0,227,9136,4481,13616
SED60413,..,1637,1637,2536,124,2664,1188,14,1200,1215,4,1216,507,3,510,193,0,193,5645,1786,7431
SED60501,..,2510,2510,3137,188,3327,921,13,932,810,3,813,322,0,322,165,0,165,5362,2708,8076
SED60502,..,2356,2356,2870,201,3071,1483,13,1498,1279,10,1287,541,3,541,276,0,276,6447,2589,9028
SED60512,..,989,989,1582,62,1643,478,3,483,413,0,413,181,0,181,83,0,83,2737,1053,3788
SED60513,..,1854,1854,2316,134,2452,920,16,937,762,0,759,322,0,324,154,0,154,4476,2008,6485
SED60514,..,3286,3286,4704,246,4954,1575,8,1591,1497,3,1497,636,0,639,284,0,286,8700,3548,12247
SED69494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED69797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,..,145,145,209,13,224,135,3,142,172,0,172,156,3,157,471,0,471,1139,164,1300
SED70002,..,935,935,1032,143,1171,576,52,623,535,26,561,260,0,267,151,11,155,2559,1162,3718
SED70003,..,281,281,294,14,308,180,5,187,217,0,217,174,0,177,466,0,466,1327,305,1635
SED70004,..,535,535,433,38,475,237,10,242,197,10,205,148,3,147,365,0,365,1370,596,1968
SED70005,..,475,475,791,76,870,597,29,623,563,3,569,269,0,270,144,0,144,2365,577,2939
SED70006,..,973,973,942,130,1072,557,48,602,512,10,529,216,4,217,132,0,134,2356,1166,3520
SED70007,..,411,411,746,92,841,517,23,536,557,5,556,243,4,244,93,0,89,2149,536,2688
SED70008,..,417,417,732,79,812,453,24,480,508,20,533,250,12,262,140,3,146,2089,549,2645
SED70009,..,678,678,672,76,742,289,12,305,264,3,271,162,0,162,353,0,353,1747,761,2505
SED70010,..,673,673,753,110,866,484,16,499,438,9,453,221,0,219,132,3,132,2033,807,2843
SED70011,..,927,927,989,174,1160,443,47,486,382,19,400,141,8,145,60,3,63,2014,1166,3183
SED70012,..,594,594,872,209,1078,433,95,527,340,32,378,117,6,119,102,0,102,1861,930,2793
SED70013,..,541,541,905,89,996,436,13,456,538,5,547,252,3,250,165,0,165,2294,657,2948
SED70014,..,493,493,633,101,733,478,35,512,392,7,400,209,0,214,114,3,118,1826,640,2468
SED70015,..,478,478,583,73,655,436,24,458,402,3,407,188,0,191,191,3,196,1811,582,2385
SED70016,..,626,626,722,73,795,402,20,421,429,11,434,189,3,194,151,0,155,1899,726,2625
SED70017,..,677,677,531,80,613,242,16,254,197,14,208,138,0,140,297,0,296,1397,787,2190
SED70018,..,416,416,786,94,883,453,10,468,493,4,492,237,0,237,135,0,135,2102,525,2628
SED70019,..,316,316,353,30,378,198,3,199,271,3,271,174,0,174,492,0,492,1482,355,1834
SED70020,..,826,826,857,170,1026,441,49,492,370,19,385,165,4,169,64,4,69,1889,1076,2967
SED70021,..,1217,1217,1189,235,1421,434,94,526,306,22,330,103,8,105,39,12,51,2072,1581,3654
SED70022,..,435,435,794,99,893,500,19,518,469,3,478,191,4,195,142,0,142,2104,566,2670
SED70023,..,476,476,807,93,902,516,34,555,529,8,536,248,0,245,114,0,114,2212,618,2825
SED70024,..,248,248,244,18,262,123,0,122,163,0,162,146,0,146,421,0,421,1089,269,1362
SED70025,..,438,438,750,83,831,502,20,529,571,5,575,253,6,253,147,0,146,2220,554,2775
SED79494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED79797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED80001,..,5055,5055,7586,422,8003,4509,87,4593,4648,31,4677,1738,10,1741,738,0,738,19216,5598,24818
SED80002,..,7245,7245,8555,940,9495,4362,389,4755,4306,138,4441,1564,39,1600,712,30,740,19493,8779,28275
SED80003,..,10350,10350,9226,1631,10855,3563,761,4328,3313,245,3553,1112,69,1181,365,27,391,17579,13084,30658
SED80004,..,7529,7529,8997,640,9635,4381,142,4519,4631,41,4671,1760,12,1769,666,7,678,20428,8370,28803
SED80005,..,5232,5232,8187,738,8922,5677,306,5986,6302,130,6440,2367,63,2433,1050,48,1101,23594,6522,30114
SED89494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,..,369,369,463,12,479,201,0,200,160,0,160,93,0,90,66,0,66,980,383,1360
SED99494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
