SED_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SED30036,7269,473,181,284,44,8251,4614,185,53,25,23,4901,2826,921,325,8,29,4110,218,352,19,0,0,587,994,217,69,15,18,1311,33,48,14,0,0,99,115,38,20,122,12,304,62,22,8,0,6,99,4255,1595,461,144,64,6518,178,108,75,6,6,367,404,90,50,34,73,646,16720,2453,814,497,205,20673
SED30037,5974,22,44,258,29,6323,6298,38,32,45,28,6437,2710,161,300,10,10,3192,134,27,37,0,0,200,1209,36,80,24,14,1369,66,4,26,0,0,101,497,8,16,39,3,567,157,9,3,7,0,176,4770,245,474,84,29,5600,95,0,0,5,0,107,465,12,31,31,13,556,17605,317,578,423,107,19031
SED30038,3622,104,3,44,5,3785,5907,166,0,21,5,6100,2301,883,9,14,20,3233,1560,274,85,22,7,1950,1033,145,7,7,4,1187,40,54,5,0,3,104,187,46,0,116,4,356,66,11,0,0,0,83,5187,1417,99,169,36,6905,76,7,0,3,0,83,433,61,8,17,6,526,15218,1750,113,253,56,17391
SED30039,3822,266,992,0,11,5091,3389,275,836,3,13,4518,1410,538,3291,7,40,5287,13,57,114,0,0,187,575,142,799,0,18,1534,7,7,14,0,0,32,40,10,62,0,4,122,37,0,25,0,0,66,2088,755,4306,7,64,7229,40,16,59,0,7,121,159,31,118,0,43,347,9499,1339,6311,17,138,17304
SED30040,4561,159,40,6,5,4768,5799,116,27,7,3,5947,3411,839,228,5,25,4511,289,204,157,0,0,643,1124,191,52,3,5,1376,46,66,56,0,0,172,438,34,7,3,0,484,59,12,3,0,0,76,5364,1351,509,15,33,7265,57,26,5,0,0,93,340,72,32,0,3,450,16118,1728,604,28,46,18527
SED30041,4877,161,14,62,11,5119,6615,51,4,17,10,6705,3374,538,60,7,23,3997,358,127,19,0,0,509,1021,84,10,4,5,1128,61,67,15,0,0,141,198,51,3,21,3,276,80,15,0,3,0,100,5090,882,111,35,30,6147,59,27,3,0,0,83,387,60,4,3,11,461,17033,1177,133,115,61,18519
SED30042,3695,365,3,124,3,4189,7021,288,15,8,10,7346,2715,1487,98,0,22,4322,296,131,47,0,0,474,731,271,20,6,3,1030,12,64,0,0,0,82,89,59,3,55,0,202,38,21,0,0,3,63,3886,2033,168,64,24,6179,77,131,0,4,0,211,266,85,0,20,3,376,14940,2907,191,216,42,18304
SED30043,4493,1288,257,155,3,6193,5655,317,111,3,13,6100,2818,620,610,3,6,4060,215,94,54,0,4,365,784,175,181,0,4,1148,24,49,3,0,0,81,55,54,13,38,4,165,55,17,14,0,0,84,3957,1008,876,43,21,5900,83,559,32,0,0,673,249,137,35,13,5,433,14428,3308,1306,217,40,19305
SED30044,5513,136,148,211,14,6025,6685,81,90,23,17,6902,2403,406,456,9,14,3287,329,99,80,3,0,511,1073,79,90,14,7,1254,33,44,33,0,3,115,105,20,12,62,8,213,70,11,5,10,4,95,4013,655,684,93,32,5478,81,21,55,6,4,166,378,26,42,41,96,577,16672,923,1027,374,155,19148
SED30045,5017,46,57,126,31,5268,7739,20,3,61,34,7863,2082,169,104,42,15,2409,74,28,42,0,0,143,956,30,16,22,7,1035,17,8,14,0,0,34,166,5,12,90,0,273,79,0,4,8,3,90,3363,241,190,158,32,3989,96,8,6,6,0,117,450,21,20,121,10,623,16662,333,279,475,114,17857
SED30046,3805,151,6,53,10,4018,7172,43,6,3,4,7230,2172,234,15,4,4,2431,189,11,0,0,0,203,730,42,6,5,3,786,6,9,0,0,0,17,71,11,0,114,4,200,48,5,0,0,3,53,3213,313,21,129,16,3696,69,0,0,0,0,68,306,8,0,14,4,338,14564,518,33,194,32,15354
SED30047,4602,356,128,82,6,5170,6070,466,102,15,14,6666,2169,838,371,3,10,3394,276,327,225,4,0,832,654,300,78,4,8,1044,31,42,9,0,0,77,38,42,7,0,3,89,42,22,10,0,0,72,3212,1567,696,8,21,5507,61,143,5,4,3,219,278,279,44,3,13,609,14216,2805,977,116,56,18169
SED30048,3617,324,179,109,21,4246,4688,298,133,5,7,5135,1702,1038,638,7,15,3399,444,382,204,0,5,1034,992,267,129,11,8,1404,46,92,34,0,0,172,117,81,19,35,7,251,54,27,10,0,3,92,3349,1891,1025,51,37,6350,110,24,39,3,3,182,267,103,69,12,17,465,12036,2639,1445,184,81,16379
SED30049,4753,205,116,71,11,5154,5046,384,201,7,6,5640,1499,487,513,4,3,2511,222,79,131,0,0,427,627,170,156,8,8,967,22,53,29,0,0,109,41,24,32,289,0,390,53,6,12,0,0,67,2462,818,875,299,16,4467,78,50,28,0,0,162,225,22,49,17,9,313,12563,1479,1268,389,39,15742
SED30050,3708,919,1317,138,31,6109,3976,799,886,8,10,5684,1778,1381,2478,13,41,5685,76,233,368,0,3,678,720,400,711,4,12,1848,12,17,23,0,0,55,46,49,80,14,4,188,45,30,42,5,0,118,2671,2105,3690,34,62,8569,105,100,38,8,4,250,229,116,227,23,24,616,10692,4040,6155,208,139,21236
SED30051,7566,101,35,228,39,7973,5605,25,16,40,44,5735,2016,191,168,17,3,2396,178,183,74,0,0,439,1298,56,59,10,18,1442,24,62,13,0,0,98,136,15,9,67,4,229,129,10,7,10,0,154,3779,517,331,102,25,4758,98,33,4,4,0,138,502,49,25,27,16,619,17555,724,409,407,126,19222
SED30052,4333,1054,637,45,8,6078,4359,1098,679,3,4,6146,1590,1567,1779,7,4,4948,11,26,37,0,0,73,493,562,501,3,8,1562,6,11,29,0,0,46,21,54,66,25,0,176,40,20,27,0,0,89,2162,2249,2434,33,16,6896,40,20,64,3,0,130,269,120,124,3,5,521,11177,4530,3936,88,37,19771
SED30053,5465,17,24,140,21,5663,6292,31,10,41,20,6397,1641,143,114,3,11,1911,87,8,42,0,0,142,1279,17,31,15,3,1341,37,3,5,0,0,53,1021,45,43,32,7,1143,185,0,6,13,3,209,4252,219,236,60,28,4804,123,0,0,10,3,138,463,10,41,109,21,639,16596,277,312,360,102,17637
SED30054,5426,223,23,0,10,5684,7049,80,18,13,7,7164,1396,101,22,0,3,1524,7,3,0,0,0,8,516,38,11,0,3,565,14,23,0,0,0,39,44,3,0,0,0,51,61,0,0,0,0,65,2048,171,30,0,13,2259,61,49,0,0,0,112,228,23,0,0,5,253,14810,547,73,18,27,15475
SED30055,3859,111,21,10,5,4004,7402,136,4,0,3,7550,3581,881,36,3,18,4516,209,98,34,0,0,350,747,106,39,0,3,895,19,17,12,0,0,43,76,19,25,0,0,125,38,8,3,0,0,47,4670,1127,150,3,24,5972,54,3,15,0,0,69,296,47,20,0,7,366,16296,1415,208,14,38,17965
SED30056,2927,245,890,10,3,4065,3426,244,1057,6,10,4742,1927,424,3442,22,27,5846,15,55,106,0,0,174,723,103,915,4,12,1769,26,3,47,0,0,76,31,7,56,0,0,99,29,4,24,0,0,54,2750,601,4595,29,37,8015,37,26,34,0,4,104,209,31,145,0,64,445,9347,1149,6722,43,119,17377
SED30057,1900,118,7,198,77,2306,2469,92,17,34,31,2645,791,400,152,3,5,1349,973,161,147,3,10,1296,687,136,62,7,11,904,104,7,8,0,6,126,767,177,90,37,23,1103,128,21,10,7,11,181,3452,906,477,65,72,4960,95,4,3,15,6,119,300,53,31,70,32,489,8214,1175,540,376,220,10520
SED30058,4817,248,77,3,0,5146,6285,310,58,3,4,6660,1886,488,142,0,3,2516,76,45,49,0,0,165,611,137,44,0,6,805,24,16,7,0,0,52,57,13,3,0,0,77,45,6,0,0,0,59,2706,710,245,3,12,3674,51,15,43,0,0,102,174,14,21,0,7,217,14031,1290,442,4,25,15799
SED30059,3689,923,246,68,3,4941,6737,1103,128,7,16,7993,1405,1517,371,4,12,3301,99,37,13,0,0,142,618,597,130,15,8,1368,15,20,16,0,0,47,52,83,27,223,0,389,58,24,20,4,0,113,2249,2275,573,250,20,5363,66,18,53,0,0,134,255,88,54,21,127,543,12998,4410,1045,351,170,18970
SED30060,4178,45,112,112,9,4461,5746,59,100,10,25,5942,2445,191,401,56,14,3107,803,106,177,7,3,1095,1134,67,135,35,6,1382,101,14,14,0,0,125,225,25,31,63,8,353,102,4,10,8,0,122,4801,412,771,172,32,6190,95,41,4,4,0,142,388,22,41,22,13,490,15208,571,1026,326,85,17217
SED30061,3852,296,73,4,0,4214,4802,126,42,3,3,4970,2336,761,334,3,3,3443,473,186,94,7,0,757,993,216,63,0,0,1269,23,31,12,0,0,67,286,18,21,0,3,333,50,14,5,0,0,67,4157,1226,539,12,9,5942,47,120,0,0,0,162,254,81,25,0,5,372,13111,1849,675,17,16,15665
SED30062,4622,349,251,17,12,5244,8228,237,52,0,9,8525,5332,1750,195,0,19,7297,537,97,104,0,0,733,794,251,33,3,3,1085,33,44,14,0,0,95,240,83,9,61,9,393,71,17,5,0,0,96,7001,2235,368,70,34,9702,54,209,89,0,0,358,422,85,43,5,4,554,20316,3112,802,100,58,24387
SED30063,7084,29,24,121,65,7326,5788,24,10,35,44,5901,2055,194,205,5,11,2472,96,41,46,0,0,180,1317,10,25,13,13,1386,22,13,27,0,0,63,231,12,15,57,14,329,173,0,4,5,3,187,3896,278,330,83,41,4622,138,13,0,5,0,161,479,22,20,22,24,569,17390,363,380,263,178,18575
SED30064,5492,409,64,127,26,6128,6643,173,63,27,28,6931,1773,493,342,7,24,2632,163,123,132,0,0,426,959,65,95,14,11,1149,28,19,49,0,0,96,78,17,10,165,3,282,66,7,10,7,0,95,3072,723,642,200,51,4677,111,117,18,0,5,244,358,41,30,23,10,469,15673,1461,822,378,122,18449
SED30065,6093,968,337,33,31,7465,5599,385,197,8,37,6234,2171,645,481,4,17,3318,141,43,106,0,0,297,821,255,152,3,25,1254,8,9,0,0,0,23,57,11,9,9,14,108,64,19,17,4,5,108,3269,988,765,24,57,5101,95,205,14,3,0,319,317,105,37,11,23,496,15385,2652,1354,77,156,19617
SED30066,4349,264,308,4,10,4939,5753,507,534,0,15,6806,2508,810,2292,6,17,5639,503,345,343,0,5,1197,832,130,353,6,3,1323,49,42,51,0,3,142,60,23,43,0,8,136,57,14,26,0,0,94,4005,1366,3110,18,38,8531,54,9,56,0,3,122,333,61,136,0,21,550,14500,2205,4145,25,81,20949
SED30067,4074,292,72,11,3,4454,7789,362,63,7,11,8232,1997,935,187,3,0,3123,267,128,50,0,0,442,633,198,43,0,9,890,22,32,3,0,0,48,305,26,8,0,0,342,29,16,7,0,0,50,3250,1338,301,7,11,4900,60,17,0,0,0,84,254,45,21,3,0,320,15433,2055,451,28,30,17991
SED30068,6155,925,230,397,20,7725,5009,270,77,14,17,5382,3110,1075,411,3,12,4611,361,396,72,0,0,830,926,268,152,7,14,1366,30,106,59,4,0,193,86,42,38,78,6,259,74,24,22,4,0,121,4588,1914,757,103,27,7385,58,145,66,4,0,273,386,141,72,36,4,641,16193,3394,1204,556,66,21408
SED30069,4651,379,962,147,17,6159,4847,181,498,14,10,5554,2534,626,1482,0,25,4664,322,239,654,0,0,1222,904,137,348,16,5,1418,9,32,63,0,0,105,64,22,28,25,0,136,58,8,34,3,3,108,3897,1068,2615,47,34,7653,81,91,61,3,3,235,326,73,140,5,11,550,13800,1792,4274,214,71,20158
SED30070,5337,168,150,66,16,5742,7232,80,34,5,8,7355,2598,100,60,6,8,2766,101,0,66,0,0,161,856,44,24,4,11,935,13,8,122,0,13,160,47,8,7,18,4,77,54,6,3,0,0,65,3666,159,273,26,36,4158,65,148,240,0,3,456,375,28,31,13,4,451,16681,588,721,106,70,18167
SED30071,4442,176,81,54,16,4768,5497,87,51,9,10,5657,2934,560,331,12,9,3848,374,242,130,0,8,754,1290,139,115,4,13,1562,52,120,50,0,0,224,128,22,22,5,12,190,86,19,14,0,3,125,4866,1111,670,20,46,6709,62,82,9,0,7,160,398,81,53,9,38,571,15266,1533,860,94,112,17867
SED30072,4670,492,116,47,6,5338,6518,584,97,6,18,7224,2081,817,395,12,34,3340,243,108,204,0,0,560,629,186,79,6,5,914,16,44,67,0,0,128,77,82,16,70,3,255,60,18,15,0,0,92,3104,1259,773,93,43,5284,66,83,40,0,3,194,300,76,38,11,11,428,14652,2500,1069,164,82,18469
SED30073,1984,124,1625,26,21,3782,2187,220,2087,20,12,4521,1439,458,6858,24,66,8845,15,67,957,0,3,1047,788,121,1813,19,23,2760,31,3,118,0,3,156,46,9,133,0,3,197,36,4,83,0,4,125,2361,666,9964,45,103,13128,33,3,67,3,3,110,216,38,395,0,33,677,6780,1051,14139,90,165,22219
SED30074,6691,149,47,107,40,7041,4980,47,19,27,32,5105,2067,316,298,5,25,2715,158,75,48,0,3,293,1325,73,80,30,22,1536,29,18,33,3,0,81,470,16,28,61,14,591,220,3,4,10,3,243,4275,512,491,110,65,5453,131,34,5,4,3,176,459,45,38,22,13,570,16539,782,595,267,153,18345
SED30075,3091,815,916,47,9,4886,4124,1003,597,6,13,5738,1925,1752,2924,0,17,6630,352,306,417,0,4,1077,706,538,804,0,9,2060,14,46,101,0,0,162,92,64,129,4,19,309,51,22,43,0,4,122,3138,2735,4420,6,56,10352,53,70,86,3,0,203,307,276,296,3,73,957,10716,4904,6310,67,148,22145
SED30076,4303,276,93,46,3,4725,7216,430,114,0,3,7769,1702,626,169,3,5,2509,133,35,6,0,0,179,691,199,54,4,0,952,4,15,0,0,0,19,62,19,5,47,0,129,39,10,3,0,0,51,2634,892,244,47,6,3836,46,26,70,0,0,139,253,24,19,3,5,303,14458,1655,545,104,20,16772
SED30077,3825,290,386,0,4,4503,4805,328,525,3,13,5669,1913,699,2235,3,13,4866,436,172,433,0,0,1041,669,167,440,0,6,1285,19,22,58,0,0,104,30,13,54,0,3,105,34,8,19,0,0,61,3101,1089,3235,4,29,7459,46,40,151,0,0,239,255,102,111,0,51,522,12031,1855,4415,12,94,18403
SED30078,4873,394,20,9,9,5312,5983,1095,15,4,9,7103,1921,1428,23,0,4,3376,92,46,7,0,0,149,668,393,4,6,4,1078,31,54,4,0,3,95,72,83,3,55,0,217,35,27,0,3,0,67,2831,2034,41,69,8,4987,65,51,21,0,10,143,279,117,8,10,69,478,14032,3694,100,92,103,18025
SED30079,5133,322,104,4,7,5576,4236,478,48,5,17,4787,2159,1221,118,0,28,3524,516,189,41,0,4,751,1183,347,33,0,13,1571,49,49,21,0,7,124,224,76,7,5,7,321,60,22,3,0,0,85,4187,1893,223,9,59,6370,63,108,59,0,0,234,397,287,37,0,27,755,14020,3088,483,21,117,17724
SED30080,2752,902,2642,51,39,6387,3139,698,1813,9,22,5684,1005,810,4941,0,46,6807,14,16,27,0,0,56,413,337,1538,0,18,2312,0,14,45,0,0,63,23,36,202,3,3,269,19,19,105,3,3,155,1483,1227,6867,10,69,9651,35,34,57,0,0,128,185,73,389,5,19,682,7593,2942,11765,75,157,22537
SED30081,3413,98,19,56,6,3596,6995,76,8,13,10,7092,3063,425,93,0,6,3586,608,45,17,0,0,677,983,53,9,5,0,1046,36,16,0,0,0,57,646,18,0,3,0,674,49,3,0,0,0,54,5386,566,123,9,7,6095,193,16,12,0,5,222,369,49,3,0,12,440,16365,798,165,77,42,17452
SED30082,5142,528,150,10,9,5835,5368,266,100,7,22,5762,2713,1164,632,3,27,4537,269,272,120,0,8,667,974,193,112,3,14,1297,42,28,25,0,4,97,134,24,22,5,10,201,50,13,8,0,0,75,4181,1699,915,18,53,6868,69,57,12,0,3,132,325,101,35,0,12,472,15088,2641,1210,36,103,19077
SED30083,5010,708,244,56,13,6024,4990,324,77,25,9,5425,2847,1481,468,13,20,4826,267,205,52,3,0,520,908,288,79,10,4,1281,24,54,30,0,3,115,174,44,17,14,8,251,43,25,5,0,0,73,4262,2099,652,37,33,7073,44,209,73,0,7,330,299,141,54,4,88,595,14600,3477,1095,128,150,19447
SED30084,3163,349,427,167,17,4123,4374,386,445,15,18,5245,1964,1867,1854,11,25,5718,615,515,274,0,0,1404,871,389,362,12,14,1650,42,26,50,0,0,122,160,44,85,29,8,330,61,38,28,3,4,125,3719,2879,2645,51,53,9346,87,15,16,4,3,128,263,113,132,5,33,542,11606,3741,3664,247,127,19385
SED30085,4786,50,20,100,43,4994,3549,14,7,23,29,3626,1535,211,189,3,9,1950,356,68,50,3,4,481,1194,23,11,20,14,1260,42,36,16,0,0,96,800,23,34,28,25,905,277,6,5,10,8,303,4209,366,301,57,58,4990,184,0,6,9,0,200,413,35,23,40,18,521,13140,469,348,219,146,14329
SED30086,3953,218,148,40,15,4371,6910,388,63,4,12,7379,3960,1420,363,0,17,5765,876,262,208,0,0,1342,1042,268,57,3,14,1382,26,50,37,0,0,116,113,64,22,21,0,226,76,16,13,0,0,106,6094,2081,701,22,41,8941,84,38,30,0,0,149,450,115,59,7,12,636,17495,2830,1000,78,81,21480
SED30087,4874,87,121,159,56,5296,7041,155,109,55,47,7408,2956,673,428,3,49,4115,155,72,47,0,0,278,1071,135,92,21,18,1333,29,36,15,0,0,81,154,28,63,25,21,290,105,13,3,4,0,125,4473,954,639,48,95,6217,164,0,23,3,3,204,444,50,73,41,63,668,16999,1244,975,302,261,19785
SED30088,3055,187,30,13,10,3298,5457,345,38,28,9,5872,3843,1813,330,31,23,6045,1057,366,120,13,0,1559,921,209,73,8,5,1210,30,47,35,0,14,122,115,53,34,3,8,214,58,17,20,0,0,97,6028,2505,606,67,52,9257,56,13,8,0,7,86,459,122,49,10,16,656,15058,3165,733,118,89,19172
SED30089,4147,204,409,3,8,4771,5115,510,631,4,17,6280,1801,961,1802,7,25,4594,103,194,479,0,3,783,878,177,475,6,6,1540,26,17,72,0,0,113,37,14,38,0,0,93,52,11,21,0,0,80,2897,1368,2890,12,40,7208,47,5,67,0,0,125,273,50,127,0,8,458,12484,2141,4120,15,76,18841
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,2519,993,670,22,14,4210,2177,861,717,15,10,3774,577,1303,2361,16,21,4285,65,352,454,0,0,878,388,632,724,34,20,1799,10,136,206,3,0,354,18,36,90,3,4,151,29,22,34,0,0,87,1093,2481,3863,52,50,7548,22,91,69,3,0,181,112,121,174,10,38,456,5928,4543,5490,104,109,16170
SED40002,3305,511,387,5,10,4213,3419,593,422,8,16,4455,746,521,1105,0,9,2379,90,354,166,0,0,609,660,343,453,5,5,1462,17,50,82,0,3,151,34,22,41,3,0,104,30,15,19,0,0,63,1581,1302,1857,8,16,4764,45,118,100,0,0,266,168,88,80,0,5,341,8517,2611,2853,23,41,14039
SED40003,4536,829,97,3,5,5478,3663,508,66,0,6,4249,505,667,174,3,3,1352,0,30,9,0,0,40,352,289,77,0,7,731,6,45,21,0,0,74,32,19,9,0,0,62,38,14,0,0,0,55,940,1059,297,3,8,2309,46,124,50,0,0,220,125,77,23,0,0,230,9308,2596,535,8,25,12477
SED40004,4030,643,96,9,11,4784,4388,415,54,0,13,4872,841,418,178,3,3,1446,61,97,23,0,0,186,511,224,65,0,0,805,15,27,59,0,0,100,22,10,5,3,0,37,29,11,3,0,0,42,1475,788,335,9,3,2615,58,90,118,0,10,275,178,60,40,0,4,278,10128,1995,645,19,39,12828
SED40005,4782,118,69,94,21,5091,4020,54,17,22,22,4132,913,155,155,0,6,1233,356,124,92,0,0,572,1089,54,69,10,6,1225,49,54,41,0,0,145,353,28,22,30,13,447,120,14,3,4,4,139,2888,419,388,48,25,3768,90,76,25,3,0,192,358,54,36,10,13,480,12138,723,537,180,91,13666
SED40006,3465,538,101,13,8,4125,3970,1031,155,11,31,5194,925,754,359,7,13,2052,493,725,133,0,5,1361,820,368,194,7,3,1390,52,120,35,0,0,208,79,53,32,0,0,165,55,33,8,0,0,94,2422,2050,762,14,20,5267,71,97,11,0,0,172,251,110,44,0,0,400,10175,3813,1073,42,63,15168
SED40007,4577,689,202,3,15,5486,2936,722,209,5,14,3895,666,439,524,0,7,1637,191,163,336,0,0,684,491,233,288,0,10,1021,12,44,10,0,0,65,45,18,25,0,3,91,35,10,4,0,0,52,1442,907,1192,0,12,3555,58,202,6,0,0,267,182,90,52,0,3,326,9197,2617,1663,11,45,13536
SED40008,3292,491,55,22,7,3861,2938,942,107,6,9,4010,820,849,335,8,5,2016,419,846,112,4,4,1390,850,410,156,13,3,1434,60,170,49,0,0,279,105,46,26,0,0,185,47,21,4,0,0,70,2310,2346,683,19,14,5369,38,89,9,0,0,141,242,129,29,3,8,406,8821,3993,886,52,38,13792
SED40009,4367,106,92,21,4,4587,5480,115,47,3,3,5643,538,125,89,0,3,754,6,14,12,0,0,28,458,67,65,4,6,591,19,17,4,0,0,33,31,8,4,37,0,79,25,0,0,3,0,37,1074,223,176,46,8,1525,73,24,4,0,0,110,162,73,17,3,3,257,11159,542,339,69,12,12121
SED40010,3492,984,242,24,11,4754,2670,953,282,3,16,3931,791,1034,985,10,5,2823,31,317,233,0,3,579,613,494,478,13,14,1609,20,111,47,0,0,178,40,32,44,3,0,120,27,22,8,0,0,58,1523,2008,1796,23,22,5371,85,121,93,0,0,296,146,95,62,3,9,310,7920,4160,2474,56,55,14655
SED40011,3031,687,298,0,12,4035,2977,1073,306,0,17,4378,785,918,436,3,15,2154,449,913,288,0,3,1651,668,385,276,3,9,1335,85,219,63,0,0,360,48,23,29,0,4,111,42,32,9,0,3,81,2072,2481,1099,5,30,5692,47,147,52,0,4,249,189,127,57,0,5,382,8322,4517,1823,9,63,14735
SED40012,2881,463,123,9,4,3477,3593,771,126,9,19,4524,1128,626,414,4,8,2180,675,937,136,0,7,1754,819,324,193,8,8,1352,123,84,45,0,3,255,131,64,39,3,0,231,39,24,11,0,0,70,2915,2056,841,15,16,5848,59,59,28,0,0,154,217,131,56,0,10,417,9670,3484,1173,39,53,14416
SED40013,5420,201,31,63,26,5745,4016,54,11,11,15,4114,1236,171,108,5,9,1533,103,17,18,0,0,149,867,67,20,7,11,980,43,67,4,0,0,111,144,10,4,16,0,168,83,9,5,0,0,95,2481,340,165,30,18,3038,171,135,3,0,0,314,304,38,0,10,7,355,12399,769,214,120,69,13564
SED40014,3836,256,134,0,3,4227,5939,117,3,4,4,6070,835,73,0,0,3,908,164,5,0,0,0,174,535,40,0,0,0,584,32,25,4,0,0,57,18,3,6,0,0,23,22,3,0,0,0,28,1606,154,8,3,3,1772,60,356,118,0,4,535,176,46,28,0,7,248,11612,920,290,10,19,12852
SED40015,4271,140,51,148,29,4637,3592,104,16,39,15,3766,733,194,120,6,3,1049,489,176,86,0,0,747,1049,104,50,17,8,1236,104,32,20,0,0,153,244,30,12,20,3,309,130,15,9,6,4,161,2744,544,297,53,22,3654,94,10,14,7,0,125,295,42,20,15,9,381,10996,835,393,261,85,12566
SED40016,3751,206,85,5,3,4048,4421,189,102,8,14,4732,897,205,122,5,4,1229,230,121,44,3,0,399,663,84,66,0,4,813,40,55,9,0,0,97,59,12,6,0,0,76,21,4,3,0,0,36,1902,481,253,12,6,2655,192,347,5,0,3,551,226,45,10,0,0,282,10493,1265,451,31,21,12259
SED40017,5186,147,24,55,35,5445,4158,87,3,23,30,4305,1148,221,43,3,9,1422,351,343,65,0,6,760,888,56,16,14,11,976,65,38,29,0,0,129,212,6,3,21,3,246,99,12,3,4,3,118,2757,673,162,40,35,3663,110,45,0,4,0,162,292,50,15,14,8,387,12507,995,203,142,108,13958
SED40018,2660,460,30,33,30,3211,2764,841,17,9,16,3647,1041,482,133,3,3,1651,565,1257,188,0,4,2019,470,217,25,3,11,728,87,49,0,0,0,139,530,127,38,12,23,732,104,36,3,3,6,152,2798,2173,381,20,42,5419,60,15,0,0,3,81,237,137,23,13,11,421,8515,3627,454,77,104,12777
SED40019,5555,90,38,142,22,5844,3949,29,8,26,22,4028,985,39,48,4,0,1082,234,133,11,0,0,384,1054,32,16,10,10,1112,45,20,21,0,0,83,166,3,3,14,3,187,126,9,0,3,3,139,2608,241,93,30,22,2987,112,20,25,4,0,162,291,17,11,10,5,335,12505,393,173,212,73,13356
SED40020,4598,147,11,123,32,4906,3763,89,6,21,29,3909,1575,271,52,3,6,1908,319,304,3,0,0,630,845,79,26,4,5,958,64,32,0,0,0,99,149,15,0,25,6,196,85,12,3,3,4,106,3038,708,89,39,28,3898,212,74,0,0,0,291,312,45,15,5,8,396,11934,1059,121,192,96,13403
SED40021,4271,611,237,0,3,5125,3045,571,270,0,19,3903,1049,412,639,0,7,2106,218,247,229,0,0,693,688,227,319,0,5,1242,54,61,65,0,0,181,48,25,46,0,4,123,40,19,24,0,0,86,2102,987,1321,3,19,4430,180,253,58,0,3,485,206,91,55,0,10,365,9802,2512,1938,3,46,14310
