SED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SED30039,7,21,33,130,25,26,9,0,0,253,3,3,0,3,3,3,5,6,0,26,0,0,9,15,23,13,0,0,0,67,33,75,180,419,105,67,49,18,11,952,54,81,332,370,127,97,85,50,53,1260,1191,2524,6744,7009,2793,2247,1773,848,507,25630,0,0,0,0,3,3,0,0,0,8,1929,3900,7541,6811,3145,2840,2184,1040,564,29955,8,8,5,86,8,3,0,0,0,121,0,0,0,9,0,3,0,0,0,12,0,0,0,7,0,3,0,0,0,6,3,20,57,111,36,18,5,4,0,264,3,8,11,57,11,0,4,3,0,94,13,64,1186,985,105,51,44,16,3,2482,0,0,0,8,8,5,0,4,0,24,3,8,3,15,3,0,4,3,0,41,32,176,261,409,349,266,214,105,33,1850,0,0,15,29,11,18,10,5,0,90,0,9,37,47,13,8,12,0,0,128,0,11,26,70,52,19,50,13,8,246
SED30040,0,0,7,22,3,13,3,0,0,43,0,0,0,0,7,8,3,3,0,19,0,3,7,12,0,0,0,0,0,25,3,21,38,138,62,41,24,9,5,350,118,169,238,497,238,189,160,112,44,1767,1878,3599,3522,7278,3353,2920,2065,1318,648,26592,0,0,0,0,0,0,0,0,0,0,3562,6499,6070,11249,5032,4416,2945,1758,812,42338,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,6,0,3,0,0,0,8,0,0,7,16,6,4,0,0,0,36,0,0,0,0,0,3,0,0,0,7,0,9,41,45,17,6,8,4,0,133,0,0,0,0,0,3,0,7,4,13,0,0,0,0,0,0,3,0,0,3,0,32,41,174,319,244,253,155,42,1277,0,6,16,38,24,4,5,0,0,94,0,0,0,3,4,3,3,0,0,16,3,4,3,21,27,22,41,23,3,141
SED30041,0,0,0,6,5,3,0,0,0,16,0,0,0,6,6,5,3,0,0,25,0,0,0,6,3,6,0,0,0,19,3,15,23,89,48,39,33,9,3,267,137,231,251,513,311,268,189,144,37,2089,1931,4052,3641,7156,3899,3199,2297,1197,458,27823,0,0,0,0,0,0,0,0,0,0,3680,7416,6475,11208,5692,4770,3301,1555,572,44662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,3,19,23,8,5,0,3,69,0,0,0,4,3,0,0,0,3,7,0,0,0,22,15,6,0,3,0,48,0,0,0,0,4,7,0,4,0,19,0,0,0,0,0,0,0,0,0,7,3,45,68,198,450,359,351,196,51,1720,0,0,3,15,5,8,3,3,0,45,0,0,3,0,5,0,8,3,0,23,0,0,5,27,29,30,47,29,6,176
SED30042,0,0,0,11,3,8,3,0,0,21,0,5,3,15,16,3,8,4,0,55,0,6,9,30,16,13,6,0,0,78,4,26,41,170,86,54,44,23,5,458,100,167,181,421,203,173,144,77,64,1529,1946,3826,3521,7812,3561,2950,2132,910,480,27143,0,0,0,8,0,0,0,0,0,8,3790,6854,5660,11041,4616,4007,2731,1057,499,40258,0,0,0,3,3,0,0,0,0,7,0,0,0,4,3,0,0,0,0,12,0,0,0,7,0,5,3,0,0,15,0,6,4,25,10,19,4,3,0,78,0,0,0,3,6,4,3,3,0,12,3,5,6,48,15,15,8,0,3,109,0,0,3,0,4,3,5,4,0,13,0,0,0,3,4,0,3,0,0,12,7,106,156,409,481,428,386,212,60,2243,0,9,20,85,53,34,12,5,0,209,0,0,0,8,10,10,5,0,0,37,0,3,3,22,29,30,39,22,3,155
SED30043,0,0,3,21,0,0,4,0,0,33,0,3,3,12,12,9,5,8,0,46,0,3,12,22,20,6,3,4,0,79,3,14,63,131,70,45,56,39,21,446,75,141,183,333,185,160,174,143,111,1500,1501,3487,3465,6612,3603,3040,3049,2113,1014,27877,0,9,3,5,0,0,0,0,0,15,2870,6217,5531,9323,4630,4027,3600,2473,1070,39732,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,3,0,3,0,0,0,0,0,5,3,27,22,65,24,18,18,3,0,194,0,0,0,3,4,0,0,0,0,8,3,8,42,58,15,15,4,7,0,146,0,0,0,0,3,3,8,11,3,26,0,0,0,0,0,3,5,5,4,18,13,236,268,476,599,371,569,469,177,3178,0,3,14,16,14,17,5,4,0,70,0,4,19,19,5,11,3,5,0,67,0,11,20,38,43,37,80,73,29,327
SED30044,0,17,21,65,12,3,0,0,0,124,0,0,0,0,4,5,3,3,0,22,0,0,4,16,6,0,0,0,0,33,3,22,30,99,53,30,22,15,8,287,101,193,219,466,311,288,232,128,69,2015,1714,3586,3282,6708,3865,3645,2530,1321,529,27187,0,8,14,26,0,3,0,0,0,49,3253,6749,5801,10205,5784,5686,3936,1882,652,43945,3,4,10,36,13,3,0,0,0,63,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,19,13,16,12,0,3,62,0,0,0,3,0,5,3,0,0,9,0,3,10,57,15,9,5,3,0,108,0,0,0,0,0,0,3,3,0,9,0,3,0,0,0,0,3,0,0,8,9,60,48,188,249,254,257,133,56,1256,0,3,7,21,12,7,3,0,3,54,0,3,3,0,6,6,0,0,0,24,0,4,3,20,23,27,44,28,5,162
SED30045,0,5,0,33,6,11,3,0,0,52,0,0,3,12,3,3,4,0,3,32,0,3,9,17,9,6,3,0,0,48,7,25,29,113,45,53,36,9,8,325,98,224,291,526,385,318,236,130,49,2263,1652,3850,3806,7065,4057,3233,2454,1009,413,27539,0,0,8,18,0,0,0,0,0,27,3172,7296,6142,10455,5895,4849,3597,1441,475,43313,0,3,7,37,0,3,0,0,0,52,0,0,0,0,3,0,0,0,0,6,0,0,0,17,8,0,0,0,0,37,0,3,13,16,9,11,5,0,3,67,0,0,0,9,8,7,3,0,0,29,0,0,51,43,12,4,0,0,0,116,0,0,0,0,3,8,6,6,3,30,0,5,0,4,0,0,0,0,0,11,0,40,100,207,423,360,385,173,48,1734,0,0,6,23,10,11,4,3,0,55,0,0,15,10,8,3,3,0,0,39,0,0,5,27,38,36,70,26,7,203
SED30046,0,3,0,53,24,22,9,3,0,109,0,0,0,7,4,3,0,0,0,13,0,0,0,12,7,3,5,0,0,28,0,43,92,233,187,118,67,32,16,784,84,166,194,406,246,200,147,54,17,1526,1610,3712,3489,6683,3714,3083,1876,764,225,25162,0,0,3,17,3,5,0,0,0,28,3095,6554,5626,8560,4417,3695,2077,734,219,34980,0,0,0,3,0,0,0,0,0,3,0,0,18,68,38,32,6,0,0,167,0,8,13,67,43,30,13,3,0,178,0,0,4,21,12,13,3,3,3,59,0,0,3,6,8,5,0,0,0,27,7,6,21,128,49,38,15,13,0,280,0,3,3,32,29,20,34,19,4,145,0,3,0,4,6,8,3,0,0,25,5,39,73,224,469,479,451,216,45,1997,4,19,24,116,49,39,18,16,0,280,0,0,0,4,9,5,8,3,0,34,0,4,8,28,30,40,72,36,7,226
SED30047,3,0,0,35,12,13,0,4,0,74,0,0,12,12,9,10,11,0,5,53,0,3,0,14,7,9,3,0,0,32,10,29,28,176,96,56,44,20,8,470,68,95,152,318,187,151,138,122,108,1337,1585,3048,2818,6838,3746,2990,2257,1368,812,25468,0,0,0,4,0,0,0,0,0,7,2941,5356,4559,8737,4799,3947,2957,1664,821,35772,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,7,0,0,0,11,0,0,3,10,0,0,0,0,0,13,3,19,12,40,22,23,7,3,0,125,0,0,0,7,3,0,4,3,0,13,3,16,24,113,43,27,13,7,3,242,0,0,0,3,4,8,8,3,0,27,0,0,0,3,0,0,7,0,0,15,23,159,127,497,525,388,372,223,98,2424,0,3,18,67,43,34,17,8,0,198,0,3,5,38,11,5,6,3,0,74,0,4,4,35,35,22,45,16,4,161
SED30048,0,0,6,15,0,4,0,0,0,29,0,0,0,3,0,0,3,0,0,15,0,7,9,17,17,15,0,4,0,67,6,16,26,108,37,25,12,12,9,244,60,138,153,438,248,207,172,111,44,1568,1326,2609,2585,5812,3023,2663,1794,1177,631,21621,0,0,0,0,0,0,0,0,0,0,2491,4568,4394,8585,4571,4173,2584,1603,752,33719,0,9,0,15,7,0,0,0,0,26,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,3,27,9,16,11,0,0,70,0,0,0,5,0,0,0,0,0,5,0,9,10,63,31,4,0,3,0,124,0,0,0,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,3,3,21,35,123,161,168,154,91,22,791,3,8,19,41,29,7,0,3,0,107,0,0,3,4,4,7,3,0,0,17,0,0,6,9,23,23,29,16,11,117
SED30049,0,7,16,82,44,51,24,10,3,236,0,0,3,4,3,0,3,0,0,22,0,0,6,11,7,5,5,0,0,37,3,57,95,277,121,112,78,36,23,806,38,108,138,293,126,122,99,83,40,1052,1329,2975,3700,6708,3239,2424,1966,1226,611,24177,0,0,19,42,8,3,8,0,0,84,2398,4677,4626,6351,3561,2600,2203,1377,609,28406,0,3,7,18,3,0,0,0,0,35,0,0,9,45,29,28,4,4,0,120,0,0,3,4,4,9,0,0,0,23,5,12,8,49,18,7,6,0,0,100,0,0,0,13,6,6,4,0,0,22,17,92,708,1004,224,169,100,45,9,2368,0,0,0,22,18,12,11,10,3,75,0,3,0,10,6,4,9,9,0,38,12,117,75,230,254,170,182,116,70,1223,0,4,15,127,60,64,41,11,0,314,0,3,12,11,9,8,3,3,0,53,0,0,14,26,16,12,60,21,11,152
SED30050,0,6,3,17,3,5,0,0,0,37,0,0,0,16,4,7,14,5,0,41,0,0,4,7,11,11,3,0,0,37,6,17,55,180,61,59,40,40,15,478,48,109,238,512,292,324,275,227,161,2179,1177,2421,3058,6883,3978,4066,3019,1806,872,27280,0,0,0,0,0,0,0,0,0,0,2268,4408,4649,9294,5127,5340,3863,2047,843,37834,0,0,0,8,0,0,0,0,0,8,0,0,0,6,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,7,11,11,90,33,38,28,9,4,224,0,0,4,10,9,0,0,0,0,28,0,4,14,65,20,8,4,0,4,121,0,0,0,0,0,10,3,9,0,29,0,4,0,10,3,6,3,6,0,26,9,109,146,456,463,448,566,346,112,2665,0,0,0,17,12,16,0,3,0,46,0,7,5,32,17,5,3,0,0,65,0,13,18,71,40,49,88,39,14,336
SED30051,0,0,3,5,3,0,0,0,0,12,0,0,0,0,10,3,5,0,0,21,0,0,0,9,4,3,3,0,0,17,0,9,11,35,37,50,34,22,8,202,74,195,171,387,308,382,399,195,72,2179,1266,2972,2331,4946,3550,4237,3778,1638,630,25333,0,0,0,0,0,0,0,0,0,0,2338,5656,4467,8312,5370,6339,5646,2436,788,41350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8,0,0,0,21,7,17,6,5,0,59,0,0,0,0,0,0,0,0,0,7,0,0,3,20,6,8,3,3,0,47,0,0,0,0,3,4,0,4,0,16,0,0,0,0,0,3,0,0,0,3,0,18,15,100,241,433,609,225,62,1705,0,3,0,16,14,10,3,0,0,42,0,0,0,0,0,8,5,3,3,23,0,0,0,17,27,58,95,58,14,260
SED30052,0,3,3,27,10,6,6,0,0,56,0,0,3,7,10,5,8,3,0,42,0,0,4,15,8,7,7,0,0,39,13,35,102,381,121,108,105,69,37,971,76,144,274,523,225,243,188,165,166,2013,1294,2789,3951,7577,3741,3379,2797,1505,793,27833,0,0,0,0,0,0,0,0,0,0,2376,4596,5224,8508,3980,3455,2908,1427,631,33098,0,0,5,14,3,0,0,0,0,17,0,0,3,12,19,14,3,0,0,47,3,0,0,5,5,4,3,0,0,22,3,20,38,154,30,31,14,8,3,305,0,0,0,10,8,3,3,0,0,21,13,48,271,466,190,101,76,34,10,1211,0,0,0,6,12,13,33,40,11,118,0,0,7,6,7,16,27,22,14,98,15,144,220,533,516,409,472,282,96,2686,0,3,3,38,20,20,7,4,0,90,0,5,5,43,19,17,15,12,0,112,0,3,8,52,30,29,70,52,12,265
SED30053,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,3,9,16,9,4,3,0,0,41,0,3,8,47,17,24,18,4,0,123,120,269,275,686,383,328,232,107,27,2431,1747,3586,2952,6715,3663,3259,2006,838,255,25023,0,0,0,0,0,0,0,0,0,0,3301,6646,5322,11376,6186,5672,3403,1383,358,43637,0,0,0,10,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,21,7,7,3,0,0,45,0,0,0,0,0,3,0,0,0,4,0,4,7,17,14,10,5,0,0,56,0,0,0,3,5,0,0,3,0,10,0,0,0,0,0,4,4,0,0,5,0,11,20,98,157,137,143,59,16,648,0,0,0,14,9,3,4,0,0,29,0,0,0,5,7,3,4,0,0,15,0,3,6,18,14,24,26,22,3,123
SED30054,0,0,10,18,20,9,5,0,0,57,0,3,3,4,13,8,13,4,0,52,0,3,22,39,42,32,10,3,0,144,6,64,56,214,121,105,53,27,11,655,33,85,89,194,114,118,87,65,29,811,1294,3466,3103,5576,3868,2969,2206,1113,587,24178,0,0,0,0,0,0,0,0,0,0,2426,5971,4655,6422,4161,3352,2661,1276,634,31555,0,0,0,19,3,3,3,0,0,31,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,3,3,0,0,6,3,17,17,55,49,36,16,10,0,203,0,3,7,10,10,3,6,0,0,45,11,53,87,254,86,58,31,12,4,588,0,0,0,0,4,5,0,0,0,11,0,0,0,0,3,0,5,3,0,13,30,317,320,542,765,477,492,259,80,3275,0,3,3,21,20,14,4,7,0,72,0,15,20,37,36,7,13,0,0,120,0,16,17,63,66,43,82,30,13,329
SED30055,0,0,0,7,3,3,0,0,0,20,0,3,7,9,5,9,4,0,4,36,0,0,0,5,9,3,0,0,0,20,3,22,22,118,67,56,45,21,9,366,98,186,206,425,199,201,136,85,43,1581,2007,4443,4050,7674,3969,3137,2099,830,301,28508,0,0,0,3,0,0,0,0,0,3,3805,7997,6770,11214,5377,4144,2664,970,284,43226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,8,0,0,0,0,0,8,3,0,6,35,17,21,0,3,0,77,0,0,0,5,3,3,3,3,0,15,0,0,10,45,20,17,3,3,3,99,0,0,0,5,5,8,12,3,0,29,0,0,0,0,0,0,7,0,0,7,4,148,194,371,587,473,422,201,69,2463,0,3,5,49,38,22,4,6,0,130,0,7,3,6,7,6,4,6,3,42,0,4,4,28,34,35,60,19,7,191
SED30056,0,4,19,33,3,0,3,0,0,65,3,0,6,12,10,3,3,0,0,34,0,0,12,18,9,0,0,0,0,39,6,29,123,391,74,43,29,18,6,719,41,75,327,552,147,135,99,54,61,1488,1062,2152,4829,8238,2687,2066,1383,630,376,23423,0,0,0,3,0,0,0,0,0,8,2011,3642,6156,10256,3603,2769,1780,754,352,31315,3,3,8,33,0,3,0,0,0,41,0,0,0,11,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,9,3,7,38,113,25,23,7,3,0,216,0,9,3,46,10,3,4,0,0,76,4,19,633,387,44,41,13,12,4,1145,0,0,0,8,3,4,3,8,0,21,0,0,0,10,0,0,3,0,0,17,23,115,213,567,373,236,204,81,28,1840,0,4,8,40,13,7,3,3,4,84,3,4,20,79,18,4,3,0,4,140,0,3,26,102,33,9,36,6,5,216
SED30057,0,0,0,3,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,8,0,3,4,21,6,0,0,0,0,31,3,5,11,60,38,23,27,14,0,178,138,236,226,574,272,208,116,47,18,1844,1358,2310,2054,4861,2126,1541,892,346,107,15598,0,0,0,0,0,0,0,0,0,0,2457,3977,3430,7201,3153,2533,1432,524,141,24844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,7,0,0,0,0,39,0,0,0,3,0,0,0,0,0,6,0,9,0,18,6,4,5,0,0,41,0,0,0,0,3,0,3,3,0,10,0,0,0,3,0,0,0,0,0,3,3,6,20,107,85,78,71,26,5,403,0,3,12,47,24,4,6,4,0,107,0,0,3,6,4,0,6,0,0,19,0,0,5,23,13,13,20,13,4,94
SED30058,0,10,18,206,154,148,57,26,9,638,0,0,4,6,9,0,5,0,0,27,0,0,9,30,23,15,5,5,0,81,16,57,51,290,143,109,59,40,31,786,39,74,103,255,128,99,94,72,116,990,1442,3079,2845,6571,3369,2788,2014,975,657,23739,0,6,6,11,0,0,0,0,0,28,2843,5282,4270,7715,3398,2895,2138,957,517,30019,0,10,8,48,16,13,0,0,0,104,0,0,0,4,4,5,3,0,0,24,0,3,0,3,0,0,0,0,0,10,0,6,10,60,28,18,14,0,0,150,0,3,3,18,9,7,6,5,0,53,10,28,111,263,134,108,55,27,24,759,0,0,0,0,11,5,7,4,0,28,3,11,9,3,3,8,6,0,0,37,14,118,118,392,389,382,333,186,73,1998,0,10,27,137,68,69,41,14,3,373,0,13,0,36,14,8,11,3,3,80,0,8,14,53,42,34,91,28,15,287
SED30059,0,0,3,13,4,4,0,0,0,30,0,0,3,15,10,4,4,10,0,55,0,0,0,22,10,15,3,3,0,46,8,42,43,245,133,124,73,49,24,752,86,179,168,483,234,253,187,152,179,1928,1681,3968,3286,7648,4327,3558,2688,1307,729,29189,0,0,0,11,0,0,0,0,0,12,3055,6628,4998,9049,4652,3909,2922,1260,530,37016,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,15,3,5,0,61,0,3,0,5,0,0,0,0,0,10,3,13,23,75,26,29,15,7,3,187,0,3,0,14,11,5,6,4,0,34,8,28,57,212,93,47,15,11,0,477,0,0,0,3,5,17,16,16,3,73,0,0,0,3,14,11,10,6,8,48,24,234,226,604,747,578,596,328,111,3448,0,3,3,34,20,9,6,7,0,79,0,8,4,27,20,21,18,3,0,102,0,0,18,39,57,42,104,66,23,347
SED30060,0,0,0,9,3,3,0,0,0,19,0,0,0,3,0,0,0,0,0,7,0,0,3,12,5,8,0,0,0,31,0,11,56,173,90,65,49,18,5,470,114,286,236,600,322,311,193,122,35,2213,1946,4196,3310,7204,3572,2937,1932,954,460,26515,0,0,0,0,0,0,0,0,0,0,3664,7708,5691,10152,5138,4192,2718,1252,481,40991,0,0,0,5,4,0,0,0,0,14,0,0,0,3,0,0,4,3,0,9,0,3,3,3,0,0,0,0,0,6,0,0,5,26,18,9,15,3,0,77,0,0,0,7,0,0,0,0,0,8,3,3,9,28,9,9,7,5,6,67,0,0,0,0,3,5,3,11,0,17,0,0,0,0,0,3,0,0,0,5,5,21,60,181,259,256,240,78,31,1131,5,6,10,19,9,15,9,0,0,68,0,5,0,13,5,5,5,0,0,43,0,3,3,38,19,32,53,38,6,199
SED30061,0,4,9,27,5,5,0,0,0,64,0,0,0,3,5,0,4,4,0,13,0,0,13,17,4,8,0,0,0,50,27,90,102,192,66,39,45,14,9,594,59,117,205,340,179,150,156,114,42,1367,1238,2856,4013,5805,2924,2465,1840,1215,539,22892,0,0,3,0,0,0,0,0,0,3,2301,4922,6471,8133,4065,3623,2542,1508,651,34224,0,3,7,14,6,3,0,0,0,36,0,0,0,3,3,0,0,0,0,7,0,0,3,4,0,0,0,0,0,19,4,9,21,58,15,7,3,0,3,121,0,3,0,4,0,0,3,0,0,12,7,13,48,108,40,20,15,14,4,266,0,0,0,0,3,0,0,3,0,5,4,3,3,11,0,3,3,5,0,27,4,61,79,139,206,188,229,111,40,1058,0,3,12,30,21,10,7,3,0,89,0,3,4,18,7,3,0,0,0,30,0,4,26,34,18,9,28,14,6,136
SED30062,0,4,0,26,7,8,4,0,3,53,0,7,4,14,12,13,11,7,3,70,0,7,16,64,25,7,10,0,4,120,0,54,78,357,167,102,70,51,7,886,146,265,236,651,288,236,184,185,168,2363,2912,5578,4828,11171,4660,3400,2868,1643,836,37886,0,0,0,7,0,0,0,0,0,7,5455,9087,7060,13300,5350,4002,3334,1724,749,50051,0,0,0,36,3,4,0,0,0,44,0,0,0,13,9,4,3,0,0,26,0,0,0,5,0,0,3,0,0,10,5,14,18,44,25,18,12,5,0,149,0,3,0,15,8,4,6,3,0,45,10,20,26,190,44,26,14,6,3,336,0,0,0,7,9,5,4,3,0,35,0,5,10,13,11,0,4,0,3,39,35,343,345,800,834,460,603,394,135,3951,3,13,27,169,66,51,19,6,0,361,0,0,3,20,10,10,16,3,0,66,0,7,16,36,39,39,69,37,16,263
SED30063,0,3,0,21,8,3,0,0,0,36,0,0,0,0,0,5,0,3,0,8,0,0,0,4,6,15,6,3,0,34,0,5,6,32,26,35,40,14,6,175,85,184,169,425,285,351,295,140,65,1990,1468,3359,2410,5303,3358,3850,3289,1406,523,24958,0,0,0,0,0,0,0,0,0,0,2739,6377,4455,8552,5243,5823,4995,2161,691,41033,0,0,0,15,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,4,11,8,16,7,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,19,12,3,3,0,0,55,0,0,0,0,0,0,5,0,0,10,0,0,0,3,0,0,5,0,0,7,4,10,27,72,249,314,500,252,45,1487,0,3,3,3,7,8,0,0,0,26,0,0,0,15,3,12,13,0,3,45,0,0,0,25,18,41,74,45,12,220
SED30064,0,0,0,10,7,0,0,0,0,18,0,0,5,0,6,8,6,3,0,34,0,7,8,12,17,13,4,0,0,63,0,15,15,82,45,68,48,38,17,336,66,175,159,377,247,252,236,119,75,1706,1492,3334,2680,6230,3877,3622,2952,1513,800,26485,0,0,0,0,0,0,0,0,0,0,2786,6152,4551,9248,5179,5091,3879,1942,860,39682,0,3,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,12,4,14,3,43,29,15,18,6,0,139,0,0,0,3,0,0,0,0,0,5,0,4,0,17,6,8,4,4,0,46,0,0,0,3,0,8,5,7,0,22,0,0,0,0,4,3,0,3,0,10,3,113,123,382,537,458,594,310,117,2641,0,4,5,17,7,15,4,4,0,55,0,0,4,14,5,13,17,9,3,55,0,3,17,44,62,45,104,53,22,339
SED30065,0,3,3,18,7,5,0,0,0,32,0,3,5,7,9,11,11,11,0,58,0,0,6,16,15,12,16,3,0,61,5,42,23,161,107,73,91,40,19,565,62,145,123,319,272,268,250,124,68,1636,1157,3285,2269,5368,4310,4183,3731,1709,799,26813,0,0,0,0,0,0,0,0,0,0,2101,5740,3807,7123,5121,5284,4669,2008,847,36695,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,4,3,0,0,0,0,9,9,21,3,66,39,25,27,8,0,205,0,0,4,12,5,0,3,0,0,25,0,8,6,25,11,12,5,3,3,65,0,0,0,0,7,8,0,10,0,27,0,0,0,4,0,3,7,9,3,27,16,270,227,601,851,720,955,504,168,4313,0,5,0,7,14,16,3,4,0,45,4,3,13,48,20,23,21,4,0,133,0,15,11,65,84,67,132,82,29,487
