SED_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED30039,0,0,0,7,0,0,0,0,0,10,0,0,3,13,0,0,3,0,0,20,0,0,11,46,0,0,0,0,0,61,0,3,4,16,13,14,15,0,4,68,5,24,93,141,108,84,43,21,11,534,0,0,0,5,4,5,6,0,0,28,3,6,7,30,6,0,0,0,0,50,3,9,19,44,22,11,6,6,0,112,0,12,28,65,13,12,8,0,0,144,0,3,0,15,5,13,0,0,3,40,0,16,10,24,22,22,16,15,4,125,0,10,207,84,12,5,3,4,0,337,0,22,77,120,53,38,26,12,0,356,0,0,0,0,0,0,3,0,0,8,0,13,22,47,17,8,13,0,5,120,0,14,44,85,22,19,8,0,0,203,6,3,32,39,18,4,4,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,39,66,86,48,17,21,7,0,287
SED30040,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,16,10,10,71,16,99,100,302,137,90,51,12,7,811,0,0,0,0,3,3,0,3,0,15,0,3,0,9,0,0,0,0,0,13,0,3,7,12,9,8,4,0,0,46,4,11,19,85,50,37,10,5,0,225,0,0,0,3,0,4,0,0,3,11,0,0,0,12,20,22,28,21,10,107,0,0,0,10,0,4,0,0,0,14,0,0,7,23,9,8,4,3,0,57,0,0,0,0,0,3,0,0,0,3,0,5,0,15,0,3,4,0,0,23,0,0,4,8,3,0,0,0,0,20,0,3,6,20,6,5,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,22,3,7,9,0,0,51
SED30041,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22,36,12,5,92,12,64,96,262,168,132,58,15,3,805,0,0,0,0,9,6,3,7,0,24,0,0,0,3,0,0,0,0,0,3,0,8,4,17,8,10,3,0,0,54,0,9,11,75,41,32,14,0,0,176,0,3,0,0,0,5,0,0,0,10,0,0,5,13,25,36,28,14,4,115,0,0,0,8,3,0,0,0,0,14,0,5,16,53,24,14,10,6,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,10,3,0,0,0,0,15,0,0,0,21,11,9,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,5,24,12,9,3,3,0,64
SED30042,0,0,0,0,3,0,4,0,0,10,0,0,0,3,3,0,0,0,0,14,0,0,0,5,0,0,0,0,0,5,0,0,7,12,16,10,20,9,9,78,17,153,199,518,262,179,97,30,12,1467,0,3,0,7,7,3,15,0,4,40,0,0,0,4,0,0,0,0,0,3,0,7,6,33,17,18,6,0,0,88,0,10,27,112,55,39,15,0,0,266,0,0,0,5,0,16,8,8,0,34,0,9,3,24,21,22,29,14,3,128,0,0,3,7,5,3,3,0,0,22,0,25,37,107,55,31,17,3,3,278,0,0,0,3,0,0,0,0,0,7,0,0,0,13,0,3,3,3,0,21,0,0,0,12,7,3,0,0,0,24,3,5,5,33,7,0,0,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,5,6,30,11,6,8,3,0,74
SED30043,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,11,0,0,0,11,12,13,47,30,15,124,3,116,115,374,268,220,174,89,42,1394,0,0,3,10,0,7,6,0,0,32,0,0,3,0,0,0,0,0,0,3,0,3,15,20,19,18,3,0,0,71,0,12,10,62,40,30,9,0,0,168,0,0,0,11,4,3,4,3,3,36,0,5,10,22,28,30,50,36,17,202,0,3,0,3,0,3,0,0,0,12,3,25,39,92,61,26,25,18,0,284,0,0,0,0,0,0,0,5,0,3,0,3,0,13,6,0,0,0,3,18,0,0,9,19,0,0,0,0,0,32,0,4,4,20,15,4,0,0,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,22,37,21,9,15,9,0,131
SED30044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,23,0,0,0,0,0,27,0,0,0,3,0,6,18,5,5,42,0,41,41,161,135,126,46,17,3,574,0,0,0,0,0,6,3,0,0,15,0,3,0,5,0,0,0,0,0,9,0,0,3,15,18,6,3,0,0,45,8,29,31,118,54,39,17,0,0,287,0,0,0,4,0,0,0,0,3,6,0,0,6,7,14,18,20,12,3,82,0,0,0,4,4,0,3,0,0,15,3,11,25,56,37,20,11,11,0,177,0,0,0,0,0,0,0,0,0,4,0,6,9,21,7,0,0,0,0,41,4,0,3,10,0,0,0,0,0,14,0,5,5,21,10,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,22,9,11,12,0,0,63
SED30045,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,9,0,0,10,4,12,26,37,13,0,97,3,29,48,221,188,102,70,15,3,684,0,0,0,4,5,3,5,0,0,16,0,0,3,3,0,0,0,0,0,3,0,7,9,39,18,12,4,0,0,87,0,3,12,67,32,36,14,0,0,163,0,0,0,4,3,4,3,0,3,25,0,3,5,13,22,19,16,4,0,83,0,3,14,16,3,0,0,0,0,33,0,4,18,36,32,12,10,3,0,115,0,0,0,0,3,7,3,3,0,17,0,3,0,10,3,0,0,0,0,12,0,4,51,167,5,0,0,0,0,229,0,0,0,25,6,3,0,0,0,42,0,0,0,3,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,10,0,7,13,14,14,10,10,0,0,66
SED30046,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,35,16,3,94,12,177,235,622,335,236,102,33,10,1756,0,0,0,6,4,9,13,3,0,35,0,8,13,23,9,7,3,0,0,60,0,3,6,17,18,15,0,3,0,55,8,19,29,115,63,67,17,3,0,327,0,0,0,4,0,6,3,3,0,15,0,0,3,16,28,37,24,26,4,140,0,4,3,8,9,9,3,0,0,37,0,3,14,38,30,17,6,7,4,119,0,0,0,8,7,11,11,12,0,55,0,0,0,9,4,5,3,0,0,16,0,8,21,79,14,26,7,0,0,170,0,4,19,67,13,4,0,0,0,108,0,0,0,9,4,5,0,0,0,15,0,0,0,7,3,3,0,0,0,7,4,4,5,14,10,3,11,0,0,50
SED30047,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,5,4,12,16,15,3,61,21,152,182,587,316,226,98,33,8,1616,0,0,0,11,9,6,4,5,3,46,0,3,0,4,0,0,0,0,0,7,0,3,5,35,23,10,3,4,3,86,4,18,36,129,74,66,23,5,0,354,0,0,0,13,0,3,0,0,4,24,3,10,7,28,33,25,26,16,9,153,0,3,3,7,7,3,0,0,0,33,3,14,29,80,47,22,12,5,7,218,0,0,0,4,0,0,0,3,0,12,0,3,3,21,10,9,3,0,0,42,0,0,0,15,3,0,0,0,0,19,0,3,7,44,18,4,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,6,36,19,13,4,0,0,91
SED30048,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,7,16,3,0,0,0,0,25,0,0,0,3,5,5,15,10,0,41,4,30,52,169,116,93,56,8,4,539,0,0,0,6,0,3,4,0,0,11,0,0,0,4,0,0,0,0,0,12,0,3,0,19,13,7,0,0,0,44,14,87,94,265,97,68,19,3,0,659,0,0,0,3,0,3,3,0,0,9,0,0,3,8,11,10,23,5,3,66,0,0,0,4,0,0,0,0,0,6,0,20,31,55,29,14,5,0,0,160,0,0,0,0,3,0,0,0,0,6,0,0,3,13,0,5,0,0,0,24,0,0,0,7,0,0,0,0,0,11,0,10,3,41,21,4,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,6,9,7,0,0,45
SED30049,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,3,0,3,0,12,0,0,6,12,4,0,0,0,0,21,0,0,0,4,9,4,17,6,7,35,3,75,104,245,159,101,63,19,8,770,0,0,0,0,3,0,3,3,0,11,0,4,0,26,3,0,0,0,0,42,3,11,20,51,38,22,18,11,3,171,0,11,33,121,76,53,17,8,4,327,0,0,0,15,7,10,8,7,4,47,0,0,0,12,20,20,19,19,4,93,3,16,11,45,22,21,4,3,0,123,0,39,60,93,70,28,12,10,3,315,0,0,0,9,10,7,3,0,6,34,3,27,30,102,40,31,13,9,4,259,3,19,46,174,33,35,12,0,3,323,0,4,11,40,12,9,0,0,0,72,0,0,0,3,3,0,4,0,0,11,0,0,0,3,4,3,0,0,0,9,0,10,10,23,9,8,6,0,0,77
SED30050,0,0,3,0,3,3,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,0,3,26,0,0,0,0,0,26,0,3,7,19,7,11,29,18,13,113,6,57,113,364,275,284,192,73,26,1393,0,0,0,4,4,8,9,6,0,24,0,0,0,5,0,0,0,0,0,3,0,0,0,21,14,10,11,0,0,49,4,9,18,77,37,38,12,0,0,205,0,0,0,16,0,5,0,4,3,30,0,0,3,27,22,27,45,26,13,158,0,3,4,14,4,8,0,0,0,31,0,7,30,81,36,34,20,12,0,226,0,0,0,0,0,0,5,0,0,6,0,0,0,11,0,3,0,0,0,16,0,0,0,30,0,3,0,0,0,29,0,8,19,33,20,4,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,4,8,20,77,23,18,14,5,0,165
SED30051,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,19,33,12,5,79,3,24,28,103,135,150,132,27,8,601,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,3,5,0,0,39,3,16,14,69,47,50,34,3,0,243,0,0,0,3,4,3,3,0,0,15,0,0,0,6,14,23,28,20,8,96,0,0,0,0,4,4,0,0,0,8,0,3,10,13,11,7,3,0,0,51,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,4,0,0,11,0,0,6,16,15,3,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,13,12,3,0,50
SED30052,0,0,5,12,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,0,0,15,0,3,0,14,7,13,24,19,5,84,18,104,224,601,367,338,211,65,35,1956,0,0,3,7,10,8,10,5,0,44,0,0,3,9,0,0,0,0,0,14,0,0,3,25,5,8,3,4,0,47,0,17,30,107,55,62,29,7,0,304,0,0,0,17,3,11,12,12,7,64,0,6,3,33,21,26,47,17,5,166,0,3,8,20,11,14,12,0,0,65,3,20,45,123,53,62,17,15,0,334,0,0,0,0,3,7,4,8,0,32,0,3,9,12,3,10,8,9,0,45,0,8,17,80,23,32,19,5,0,185,0,11,12,85,27,11,7,0,0,152,0,0,0,6,8,4,3,0,0,21,0,0,3,3,0,3,4,0,0,12,8,20,27,55,20,12,10,4,4,151
SED30053,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,8,3,10,12,5,0,43,0,25,36,151,109,108,37,6,0,466,0,0,0,0,0,3,0,0,0,7,0,0,3,4,0,0,0,0,0,6,0,6,3,9,12,3,0,0,0,36,0,16,17,89,49,43,13,4,0,233,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,11,6,3,0,43,0,0,0,0,3,0,3,0,0,3,0,13,16,41,24,8,3,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,3,23,17,8,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,3,5,8,0,0,46
SED30054,0,0,3,4,0,4,0,0,0,15,0,0,0,0,4,3,0,0,3,9,0,0,3,3,0,0,0,0,0,7,0,0,6,20,23,18,24,14,3,110,7,48,68,214,128,110,62,32,8,675,3,3,0,5,10,3,10,3,3,48,0,0,0,5,3,0,0,0,0,15,0,4,6,43,48,31,3,12,4,148,0,6,11,63,19,31,4,3,0,132,0,0,0,14,7,9,5,3,0,48,0,18,13,28,49,39,32,12,13,198,0,13,8,42,22,14,10,5,0,111,8,81,147,256,192,118,46,22,12,878,0,0,0,0,5,3,0,0,0,11,0,12,14,29,39,29,22,4,5,160,0,3,13,28,19,24,7,0,0,92,0,7,14,28,14,4,3,0,0,65,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,6,28,30,52,53,31,18,7,0,225
SED30055,0,0,0,4,9,3,3,0,0,24,0,0,5,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,13,13,9,21,9,0,66,10,150,166,513,285,196,102,25,7,1456,0,0,0,0,3,8,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,14,9,37,23,26,8,3,0,123,0,6,22,87,57,48,40,13,0,275,0,0,0,5,5,5,5,3,4,25,0,4,0,23,28,33,30,16,6,152,0,3,0,7,3,8,3,0,0,19,0,16,33,65,40,11,10,0,0,178,0,0,0,0,0,0,5,0,0,4,0,0,0,3,4,3,0,0,0,15,0,0,20,76,0,0,0,0,0,99,0,3,6,21,13,5,0,0,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,20,16,15,10,0,0,62
SED30056,0,0,0,0,0,3,3,0,0,9,0,0,3,3,0,0,0,0,0,3,0,0,20,39,0,0,0,0,0,58,0,6,8,21,7,10,9,3,4,64,3,24,91,262,104,89,38,12,3,621,0,0,0,4,4,0,0,0,0,13,0,0,0,4,0,0,0,0,0,10,0,0,17,35,25,11,5,0,0,93,0,4,12,77,19,11,3,0,0,127,0,0,3,15,0,6,3,3,4,37,0,3,12,38,23,25,12,9,0,110,3,5,60,47,5,6,0,0,0,130,0,7,45,87,33,27,8,3,3,215,0,0,0,0,0,0,3,3,3,13,0,0,3,27,0,3,7,0,0,40,0,0,23,69,10,6,4,0,0,111,0,3,17,52,11,6,3,0,3,90,0,0,0,0,0,0,3,0,0,6,0,0,0,5,5,0,3,0,0,8,9,24,43,97,22,11,10,0,0,225
SED30057,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,4,0,11,3,0,25,6,64,60,185,100,66,16,7,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,3,24,8,3,0,0,0,47,3,31,20,131,68,58,21,0,0,335,0,0,0,4,0,3,3,0,0,11,0,0,3,6,11,6,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,18,9,46,11,5,0,0,0,88,0,0,0,0,0,0,0,0,0,3,0,0,0,14,3,0,0,0,0,27,0,0,0,3,0,0,0,0,0,3,0,4,0,19,5,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,15,3,5,3,0,0,31
SED30058,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,10,0,0,0,9,5,0,0,0,0,12,0,0,0,5,3,17,34,3,3,68,7,61,85,267,161,108,66,15,11,780,0,0,0,10,8,10,12,7,3,52,3,3,0,13,3,0,0,0,0,20,0,0,8,32,13,27,4,7,0,90,0,14,31,91,51,35,20,10,0,247,0,0,0,16,11,13,4,9,10,59,0,10,8,38,33,28,24,12,9,155,3,12,13,25,20,19,13,0,0,111,0,27,60,128,84,48,35,7,3,387,0,0,0,0,6,9,4,0,3,18,0,12,25,51,65,51,22,15,3,247,0,3,14,71,15,35,11,0,0,152,0,8,4,44,18,10,4,3,0,82,0,0,0,0,4,5,0,0,0,11,0,0,3,0,4,3,0,0,0,11,3,18,17,34,18,12,7,0,0,109
SED30059,0,0,0,4,5,9,0,0,0,16,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,0,0,5,12,16,27,34,20,7,117,19,135,182,635,440,348,224,89,29,2096,0,0,0,4,6,7,7,13,0,29,0,0,0,7,0,0,0,0,0,6,0,0,8,18,15,3,5,0,0,52,0,11,26,80,55,40,18,0,0,230,0,0,0,18,3,15,15,7,5,60,0,8,5,30,43,39,44,16,7,192,0,7,4,5,7,13,8,0,0,48,4,41,81,185,123,66,34,19,4,553,0,0,0,0,12,3,3,4,3,32,0,0,5,6,4,10,7,0,0,31,0,0,8,43,11,9,8,0,0,73,0,9,8,53,18,12,0,0,0,101,0,0,3,3,0,0,3,0,0,12,0,0,0,0,0,0,4,0,0,7,6,24,28,32,18,16,11,0,0,143
SED30060,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,3,6,0,0,0,0,0,12,0,0,0,11,8,17,22,3,3,64,8,45,48,199,118,90,47,13,3,571,0,0,0,3,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,8,3,27,43,124,63,49,12,3,3,326,0,26,19,122,76,73,20,5,0,349,0,0,0,8,0,0,6,3,3,15,0,3,0,15,10,9,12,4,3,61,0,0,0,4,3,3,3,0,0,12,0,6,3,17,10,4,9,3,0,53,0,0,0,0,0,7,0,3,0,12,0,3,0,9,3,4,4,0,0,28,0,0,3,13,0,0,0,0,0,16,0,14,23,70,16,10,5,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,23,10,7,6,3,0,63
SED30061,0,0,0,0,0,0,0,0,0,3,0,0,3,26,4,3,4,0,0,39,0,4,9,27,0,0,0,0,0,41,0,0,3,11,9,9,7,9,4,46,4,39,68,132,107,79,39,16,8,487,0,0,0,0,3,3,3,0,0,17,0,4,0,8,0,0,3,0,0,20,0,27,47,65,34,14,6,0,0,196,6,23,36,136,76,42,24,8,0,349,0,0,0,3,4,3,3,0,0,18,0,7,3,10,15,12,11,14,7,86,0,0,6,5,3,3,0,0,0,15,0,12,45,53,28,11,6,3,0,159,0,0,0,0,0,5,0,3,0,5,0,9,16,30,6,12,3,0,0,76,0,0,0,7,0,3,0,0,0,12,0,21,7,29,17,5,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,41,8,6,3,0,0,93
SED30062,0,0,0,6,4,3,3,0,0,18,0,0,0,3,0,0,0,0,0,7,0,7,5,39,0,0,0,0,0,51,0,0,4,15,12,26,24,21,5,102,50,366,378,986,400,245,149,64,26,2659,0,0,3,8,10,4,8,9,0,49,0,0,0,11,0,0,0,0,0,13,0,12,23,50,27,28,7,3,0,147,8,42,67,218,136,80,50,10,0,607,0,0,0,13,3,3,7,0,3,24,3,12,21,47,42,34,40,25,10,242,0,3,0,18,3,10,3,0,0,47,14,90,95,283,110,50,31,8,3,681,0,0,0,0,3,6,5,3,0,19,0,8,5,35,13,11,16,3,0,85,3,0,12,25,5,0,3,0,0,46,3,8,4,41,10,3,0,0,0,63,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,12,6,38,17,13,11,0,0,88
SED30063,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,4,3,3,13,41,13,0,79,0,4,27,121,93,117,95,29,13,498,0,0,0,0,0,0,4,0,0,9,0,0,0,4,0,0,0,0,0,5,0,0,0,12,15,3,0,0,0,39,7,35,38,130,54,56,27,0,0,349,0,0,0,0,0,3,0,0,0,10,0,0,0,4,8,24,25,9,3,78,0,0,0,0,3,3,0,0,0,10,0,0,3,27,9,13,9,3,3,76,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,8,0,0,5,8,13,3,0,0,0,34,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,9,10,9,20,6,3,0,59
SED30064,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,4,3,19,15,15,37,17,14,123,3,58,84,272,207,170,118,50,14,968,0,0,0,3,3,3,6,3,0,19,4,0,0,4,0,0,0,0,0,12,0,0,4,15,29,11,0,5,0,72,0,9,10,72,31,33,16,3,0,174,0,0,0,0,0,5,0,0,3,18,0,0,3,20,17,25,29,15,10,118,0,0,3,9,6,0,4,0,0,25,0,10,20,56,39,23,24,7,3,185,0,0,0,0,0,3,0,0,0,6,0,0,0,5,3,0,0,0,3,14,0,0,0,7,0,0,0,0,0,7,0,7,6,25,21,5,3,0,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,28,17,19,18,11,0,110
SED30065,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,10,0,29,19,28,52,25,9,170,6,74,66,265,252,294,195,78,28,1246,0,0,0,3,13,3,10,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,15,23,16,4,0,0,56,3,3,3,48,37,38,11,3,0,148,0,0,0,9,7,6,3,3,3,36,0,7,7,25,43,32,48,22,10,193,0,0,0,4,3,5,6,0,0,22,3,20,16,80,75,37,45,19,3,298,0,0,0,3,0,3,3,3,0,8,0,0,0,3,0,3,3,3,0,20,0,0,0,17,0,0,0,0,0,17,5,3,6,37,17,4,7,0,0,80,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,3,20,19,36,32,40,24,9,0,184
SED30066,0,0,0,0,4,0,3,0,0,7,0,0,10,51,8,10,3,0,0,86,0,8,41,76,3,0,0,0,0,128,0,0,3,8,3,12,8,8,0,47,14,77,172,504,197,163,63,32,12,1236,0,0,0,10,3,3,0,0,0,17,0,3,3,24,0,0,0,0,0,31,0,4,20,61,41,24,13,8,0,172,9,44,62,245,127,103,34,11,0,632,0,0,0,15,7,10,3,5,13,50,0,7,6,25,13,15,13,13,4,93,0,6,7,25,3,3,0,0,0,52,0,9,20,43,20,15,10,3,0,114,0,0,0,0,3,0,0,0,0,6,0,10,14,49,13,7,6,3,0,108,4,0,3,41,3,4,0,0,0,51,0,20,23,68,17,13,3,0,0,149,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,10,39,12,6,7,3,0,78
