SED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED30030,12224,7134,7384,8324,7917,5957,4276,2104,861,56187,7,11,8,8,0,3,6,6,3,41,19,28,17,28,19,37,44,17,3,220,0,3,8,3,6,19,27,20,0,85,178,216,218,162,128,106,84,42,15,1144,6,0,0,0,0,3,9,7,3,29,0,0,0,3,0,8,11,3,0,23,0,0,0,0,6,6,8,14,0,31,0,0,5,0,3,4,0,0,0,20,0,0,3,0,0,3,7,3,0,11,0,0,0,0,0,0,0,0,0,0,204,256,254,197,168,191,184,98,25,1570,214,264,262,204,167,194,191,101,26,1610,12438,7391,7641,8520,8085,6153,4473,2204,889,57795
SED30031,12539,6403,7505,7647,7525,5543,2992,1361,453,51978,20,14,17,4,3,4,3,3,0,72,13,13,65,61,88,133,157,45,10,578,4,11,26,21,51,93,138,48,3,401,270,419,491,363,451,450,291,76,25,2838,0,3,4,4,6,28,46,12,0,109,0,0,13,13,13,14,7,0,0,68,3,0,10,3,14,12,29,9,0,76,0,0,6,3,4,0,0,0,0,17,0,0,0,0,7,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,298,456,613,470,631,736,685,179,42,4097,316,469,625,474,636,741,685,181,42,4166,12861,6876,8136,8118,8163,6283,3681,1543,497,56143
SED30032,10214,6099,5490,6618,7625,7248,6151,2500,756,52704,24,20,12,10,3,15,4,4,6,97,7,5,5,12,21,31,83,30,4,193,5,3,17,12,4,35,60,19,7,149,252,270,288,202,217,249,201,72,33,1789,8,0,3,11,5,8,19,0,0,55,0,0,8,0,8,4,5,0,0,32,0,0,4,6,3,13,16,7,0,51,4,3,4,4,0,3,3,0,0,18,0,4,4,0,0,5,9,0,0,24,0,0,0,0,0,0,0,0,0,3,273,298,334,241,258,345,397,127,46,2327,303,315,347,253,265,356,397,134,56,2416,10513,6416,5836,6876,7883,7603,6548,2634,812,55121
SED30033,8610,5938,8158,7163,5870,4114,2667,1748,1012,45269,9,3,12,10,0,4,0,8,3,44,3,5,10,4,8,12,26,13,0,82,3,0,3,9,0,9,9,0,0,36,141,196,252,129,116,163,163,123,105,1379,0,0,0,3,0,3,8,4,0,15,4,3,3,0,0,0,0,0,0,10,0,0,0,0,0,7,10,3,0,22,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,151,208,264,147,126,198,215,143,101,1552,156,213,277,152,131,200,217,148,107,1605,8773,6145,8439,7317,5999,4308,2884,1893,1118,46872
SED30034,9399,4347,5858,5288,5269,4220,2458,1098,335,38271,10,12,11,9,13,11,6,5,0,71,43,37,64,51,105,296,528,132,15,1268,5,8,23,31,33,242,481,138,7,967,236,565,1111,1169,1238,1247,682,160,25,6443,3,0,15,10,19,94,168,32,0,334,0,8,6,0,14,37,48,5,0,113,4,0,0,0,10,53,61,3,0,136,3,0,0,0,3,12,0,0,0,15,0,0,0,0,8,10,20,0,0,41,0,0,0,0,0,0,0,0,0,0,294,614,1224,1258,1432,1987,1991,479,46,9325,303,626,1232,1273,1444,1995,2001,482,48,9396,9706,4972,7092,6562,6712,6208,4462,1577,383,47671
SED30035,8785,4565,4060,5014,6594,7094,6308,2895,980,46299,8,8,3,3,12,15,13,6,3,79,22,15,26,17,31,86,150,40,9,386,20,16,10,20,34,78,153,49,12,395,198,307,249,234,284,431,327,104,37,2165,4,0,3,0,6,31,42,5,0,95,6,3,4,6,3,21,12,0,0,49,0,0,0,0,3,19,27,4,0,50,8,0,0,0,3,3,3,0,0,22,4,0,4,4,0,18,9,0,3,38,0,0,0,0,0,0,0,0,0,0,251,345,302,285,368,681,709,203,57,3198,265,356,304,289,375,700,723,212,57,3278,9051,4920,4365,5302,6969,7788,7037,3107,1043,49572
SED30036,8632,4803,4280,5109,6047,7082,7981,4504,1451,49889,9,5,3,7,3,3,13,9,0,61,50,32,66,59,76,204,399,178,25,1091,40,13,43,46,74,267,647,283,49,1455,289,359,368,334,412,629,497,205,57,3146,8,8,3,8,9,45,135,68,3,288,3,5,7,3,4,18,16,3,0,68,3,4,0,4,16,59,122,31,0,238,0,0,0,3,0,3,3,0,0,10,0,0,13,6,6,27,44,20,3,119,0,0,0,0,0,0,0,0,0,0,397,431,504,460,597,1241,1857,791,129,6413,412,441,504,471,603,1246,1865,796,131,6480,9039,5241,4784,5576,6653,8334,9844,5307,1579,56371
SED30037,10428,5487,6526,6130,6493,6570,4862,2349,772,49622,24,18,14,12,7,10,4,9,3,98,31,16,35,33,47,248,484,106,15,1015,22,14,32,29,49,276,536,159,14,1139,207,394,351,177,267,518,661,175,37,2790,3,4,3,4,16,69,142,51,3,300,8,11,6,16,14,27,33,4,4,122,0,0,7,3,3,28,61,17,0,118,3,3,0,8,0,0,7,0,0,27,5,0,0,3,3,12,9,0,0,30,0,0,0,0,0,0,0,0,0,0,278,445,439,272,410,1170,1938,518,73,5545,299,457,460,283,417,1180,1939,527,76,5647,10730,5941,6980,6419,6913,7751,6803,2878,845,55271
SED30038,12165,8453,8902,8003,7593,5634,3425,1712,557,56455,26,24,10,7,6,3,6,3,0,85,21,8,18,9,13,5,11,3,0,88,3,5,7,0,0,7,4,0,4,31,283,330,286,221,170,106,57,26,16,1487,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,10,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,301,344,312,238,186,132,80,33,20,1640,325,364,321,245,194,135,87,36,16,1725,12494,8818,9225,8243,7786,5773,3517,1748,573,58180
SED30039,7466,12325,7432,5918,5059,4059,3085,1456,750,47552,0,40,6,3,0,0,0,3,3,62,6,83,6,12,12,32,17,8,0,172,4,13,16,4,6,10,11,7,0,84,96,692,194,82,74,61,70,31,9,1306,3,0,3,0,0,0,12,0,0,23,0,7,3,0,0,0,3,0,0,9,0,6,0,0,0,7,11,3,0,19,3,9,3,0,0,0,0,0,0,18,6,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,114,807,224,101,90,113,123,46,19,1647,117,847,231,108,96,114,123,56,18,1708,7586,13178,7666,6029,5155,4166,3205,1506,768,49263
SED30040,10857,6756,7203,6318,6327,5434,3751,2232,945,49825,20,11,13,15,5,14,7,0,0,85,3,9,7,5,21,24,24,10,0,115,3,3,7,3,8,20,13,3,0,62,240,326,315,218,187,165,158,101,74,1789,0,0,4,0,3,3,11,0,0,21,0,0,0,0,3,3,5,3,0,15,0,0,0,0,0,3,0,0,0,5,3,0,0,3,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,247,346,338,245,229,221,207,119,79,2026,263,355,351,260,236,232,211,123,82,2109,11126,7114,7553,6578,6558,5668,3963,2353,1023,51935
SED30041,11908,6978,6599,6683,7262,6130,4300,2132,699,52692,16,9,9,4,6,7,9,4,0,61,3,21,25,14,24,12,14,9,3,124,3,6,11,7,8,10,13,9,0,67,202,307,282,151,174,174,105,31,7,1438,0,3,3,3,4,0,0,3,0,16,0,0,0,0,0,5,10,0,0,15,0,0,0,0,0,10,6,0,0,19,3,3,9,5,3,7,0,0,0,27,0,0,0,0,3,8,9,0,0,17,0,0,0,0,0,0,0,0,0,0,217,339,334,182,225,211,152,51,13,1723,226,348,341,189,232,227,157,54,13,1785,12133,7325,6932,6873,7494,6354,4464,2185,714,54475
SED30042,11604,6628,7281,7157,6522,5456,3882,1629,707,50877,3,3,3,7,11,3,0,0,0,32,4,6,15,4,9,26,17,4,3,83,3,8,5,9,3,10,16,8,4,64,256,267,235,151,110,109,82,46,19,1279,0,0,3,0,0,6,6,0,0,20,3,3,3,3,0,4,3,3,0,24,0,0,0,3,3,0,3,0,0,16,0,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,268,293,256,166,129,156,131,64,26,1498,274,298,262,169,139,158,135,65,27,1526,11884,6929,7540,7331,6668,5615,4019,1693,735,52401
SED30043,10147,6573,5576,6479,6454,5307,5018,3688,1603,50849,11,11,12,7,8,4,10,4,0,56,11,18,18,11,14,39,34,16,3,171,8,10,10,7,6,28,51,36,10,165,148,352,209,157,157,172,147,82,56,1479,3,0,3,3,3,12,17,11,0,54,0,0,3,5,3,9,7,0,0,29,0,3,0,0,0,7,11,6,3,28,0,3,0,0,3,4,0,0,0,17,3,0,3,0,3,3,3,3,0,21,0,0,0,0,0,0,0,0,0,0,184,389,250,189,186,274,263,154,69,1958,189,402,257,195,193,278,269,159,69,2014,10335,6974,5836,6680,6647,5586,5285,3845,1675,52858
SED30044,10828,6256,5775,6237,6908,6572,4709,2355,863,50505,12,15,10,9,10,10,7,11,7,79,4,8,14,8,19,104,175,45,16,391,22,6,18,13,28,141,326,129,18,694,228,417,326,203,279,355,287,118,38,2253,4,0,3,6,10,25,55,24,5,133,3,3,3,5,3,12,10,3,0,40,0,0,0,3,4,20,28,15,0,69,3,5,0,4,0,3,3,0,0,21,0,0,0,0,4,6,17,4,0,32,0,0,0,0,0,0,0,0,0,0,268,446,361,244,344,664,897,337,74,3622,273,460,370,247,353,678,897,343,76,3704,11102,6711,6145,6489,7262,7252,5603,2704,943,54207
SED30045,11169,7048,6189,6965,7679,6229,4742,1999,644,52662,19,19,7,13,7,9,10,5,3,97,4,14,10,4,12,26,19,14,3,103,3,9,7,3,9,14,32,5,8,86,202,418,215,119,143,133,108,62,25,1433,0,0,3,0,0,0,9,0,0,11,7,0,7,10,0,3,3,0,0,31,0,3,0,0,0,3,3,3,0,13,0,6,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,215,451,241,139,171,192,173,85,34,1695,235,468,251,154,183,202,180,89,34,1795,11404,7518,6438,7116,7856,6426,4927,2094,678,54461
SED30046,10739,6772,5919,6552,7054,5879,3597,1415,377,48319,9,7,11,3,5,13,0,3,0,55,10,8,5,6,0,19,20,0,7,78,3,3,4,3,3,3,12,10,0,47,205,257,230,126,97,80,76,38,16,1120,0,0,0,0,3,0,4,0,0,11,7,0,4,0,3,0,0,0,0,13,0,0,0,0,0,0,6,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,220,272,252,141,114,106,114,52,18,1288,230,274,259,143,119,113,122,52,20,1339,10970,7049,6179,6691,7174,5995,3718,1471,400,49652
SED30047,9253,5413,5350,7008,6984,5410,4067,2304,1167,46948,13,4,6,10,3,3,7,3,4,46,9,11,14,11,8,27,29,8,0,119,0,3,3,0,8,11,21,9,4,69,172,189,177,139,128,146,88,38,25,1105,0,0,8,0,0,4,7,0,0,21,3,5,0,5,4,4,4,0,0,21,3,0,6,0,4,0,5,0,0,18,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,187,210,211,157,149,201,156,62,36,1367,199,212,219,166,157,207,161,68,39,1416,9448,5626,5562,7172,7133,5613,4228,2374,1206,48365
SED30048,7791,4885,5492,5005,5532,4935,3216,1960,900,39710,6,10,12,3,9,8,3,8,0,57,11,5,32,24,33,45,94,25,7,284,13,8,17,22,37,47,66,25,7,240,211,335,383,354,372,363,232,94,44,2379,0,5,5,5,4,17,19,8,0,63,3,3,3,9,4,9,16,4,0,45,0,0,0,0,0,15,23,7,0,43,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,236,350,434,411,457,505,448,161,57,3068,244,362,443,414,469,506,454,162,57,3123,8030,5245,5938,5417,5996,5441,3667,2122,963,42828
SED30049,8451,6978,6228,6250,6150,4470,3510,2117,913,45061,0,12,3,3,7,0,3,3,0,29,4,16,12,25,19,25,19,3,3,124,4,11,21,5,19,15,30,10,3,119,122,197,199,101,100,84,86,45,15,944,4,3,3,3,6,3,14,3,0,37,5,0,3,0,3,3,0,0,0,27,0,4,0,0,3,0,11,0,0,20,0,0,3,0,0,0,4,0,0,7,0,0,3,0,3,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,132,226,245,134,155,146,159,62,22,1286,132,232,250,141,158,145,165,66,21,1320,8583,7209,6480,6390,6312,4614,3674,2180,939,46381
SED30050,7390,5556,6534,6096,6935,7087,5485,3117,1323,49521,6,0,8,15,6,9,4,13,3,72,63,30,77,68,78,187,398,208,20,1128,86,13,90,99,127,469,1351,836,155,3237,316,326,418,345,325,457,350,138,44,2713,8,14,0,16,17,71,203,92,14,439,3,0,8,6,11,22,18,7,0,70,5,4,9,4,22,94,249,119,10,519,3,0,9,6,0,3,0,0,0,27,0,0,0,5,5,22,57,14,3,113,0,0,0,0,0,3,0,0,0,3,483,398,618,553,592,1319,2633,1414,250,8251,493,401,628,561,600,1333,2636,1420,251,8324,7884,5956,7160,6662,7532,8417,8126,4542,1573,57844
SED30051,8505,4640,4017,5216,6458,7649,7324,3178,1010,47993,14,16,5,7,0,17,12,10,4,93,4,10,17,14,22,95,147,58,3,362,3,3,11,5,26,68,131,42,16,298,172,297,208,207,216,318,336,133,43,1933,0,0,3,0,0,13,42,10,4,74,3,3,7,3,0,10,10,5,0,46,0,0,6,3,3,9,28,7,0,58,4,3,0,0,0,0,0,0,0,14,0,0,0,0,0,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,186,319,253,231,273,510,703,251,71,2798,202,335,255,242,272,528,716,263,73,2887,8704,4981,4280,5454,6728,8182,8041,3435,1078,50881
SED30052,8164,7208,7434,6729,6866,5825,5019,2683,1218,51143,0,10,11,0,3,8,8,3,9,63,49,46,64,49,51,89,70,38,13,477,170,42,71,127,59,99,159,102,33,862,185,294,256,160,146,166,111,55,20,1393,44,19,20,32,26,28,25,15,3,208,7,9,10,4,6,8,9,0,0,56,23,11,17,12,8,29,32,13,3,146,3,3,6,4,0,3,0,0,0,16,5,0,3,4,7,12,4,15,0,49,0,0,0,0,0,0,0,0,0,0,479,434,439,383,306,434,414,240,70,3201,480,444,451,383,308,447,427,246,80,3266,8648,7652,7887,7118,7173,6267,5445,2924,1291,54406
SED30053,10718,5669,6465,6636,7193,6478,4094,1743,442,49434,11,21,10,27,12,22,7,9,0,110,10,22,59,43,78,150,171,43,3,582,14,17,29,26,28,72,118,53,3,357,218,532,1483,1392,1485,1086,369,114,34,6709,0,3,12,6,8,19,53,10,0,112,4,0,5,6,13,23,24,4,0,88,0,0,3,6,7,16,25,3,0,67,0,0,0,0,0,3,0,0,0,8,0,0,3,4,3,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,252,576,1592,1478,1622,1376,772,219,47,7936,258,599,1609,1500,1640,1396,774,223,43,8046,10977,6262,8074,8136,8829,7872,4872,1969,494,57480
SED30054,9777,6119,3645,6368,7119,5311,4104,2018,888,45357,6,0,3,3,0,0,0,3,0,17,12,11,12,26,12,23,15,12,3,127,9,3,6,9,3,8,12,10,0,65,134,156,147,76,58,76,63,30,24,758,0,0,0,0,0,0,4,7,0,11,0,0,6,0,8,9,13,0,0,34,0,0,0,0,0,7,3,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,5,0,3,20,0,0,0,0,0,0,0,3,0,3,156,177,176,116,88,126,117,63,29,1031,159,178,174,113,86,124,116,63,30,1047,9942,6296,3824,6479,7209,5437,4222,2079,922,46404
SED30055,12755,7688,6802,7200,7341,5744,3866,1525,496,53413,11,7,22,7,0,4,3,0,0,59,3,13,12,5,8,12,26,10,5,98,5,3,13,10,3,13,13,8,0,71,240,268,278,132,114,125,89,33,32,1312,0,0,0,0,3,3,3,0,0,8,0,0,3,0,3,3,4,0,0,20,0,0,0,0,0,3,9,3,0,17,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,256,290,311,142,125,164,149,61,41,1533,269,296,328,152,128,171,149,61,41,1595,13018,7986,7132,7347,7467,5913,4011,1587,533,55009
SED30056,6360,8568,9313,6195,5104,3757,2477,1113,524,43400,0,0,6,3,0,6,0,0,0,22,3,30,26,13,21,27,27,7,4,173,3,9,7,11,13,14,12,5,0,79,162,396,303,169,166,194,176,125,52,1745,0,0,4,0,10,14,10,0,0,33,0,4,12,3,3,9,4,7,0,41,6,0,0,0,0,3,3,0,0,15,0,3,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,171,447,360,204,220,260,236,151,59,2101,170,448,360,208,219,267,241,154,63,2125,6534,9019,9674,6405,5323,4027,2711,1259,581,45527
SED30057,7096,3800,5208,4021,4076,3166,1888,698,182,30137,28,22,25,17,21,22,8,3,5,145,48,50,72,59,104,313,601,143,6,1390,22,13,36,31,69,303,524,101,4,1106,263,455,731,743,834,967,832,166,19,5017,5,15,19,10,33,93,177,34,5,382,7,3,27,22,31,74,85,11,3,264,5,3,10,3,13,44,84,14,0,174,13,14,12,10,5,17,8,3,0,83,0,0,3,4,3,13,25,0,0,47,0,0,0,0,0,0,0,0,0,0,375,543,899,883,1100,1817,2335,478,38,8465,400,559,926,903,1113,1837,2343,479,37,8611,7501,4361,6131,4922,5189,4998,4231,1181,225,38746
SED30058,9128,5454,5714,6561,6119,5216,3702,1703,927,44515,5,9,3,5,5,0,3,0,0,23,8,4,21,13,15,17,15,3,3,114,4,5,11,15,6,6,15,11,0,71,140,162,172,94,67,87,68,36,19,855,3,0,0,0,4,3,0,5,0,18,0,0,0,3,3,4,0,0,0,14,3,0,0,0,0,0,6,0,0,10,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,157,178,204,127,102,117,115,58,25,1095,162,188,210,129,103,119,120,60,25,1118,9290,5643,5925,6686,6222,5330,3821,1760,955,45640
SED30059,11174,6427,5920,7705,7930,6492,5041,2455,1090,54240,4,3,3,3,7,8,8,3,3,42,11,21,33,33,40,60,62,30,13,313,8,7,10,21,17,21,59,37,5,195,148,232,223,136,123,130,115,104,68,1285,0,0,0,0,0,4,12,11,4,39,0,0,7,3,10,9,4,7,3,34,3,3,3,3,5,6,22,10,3,56,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,179,273,283,205,205,238,275,197,102,1944,182,276,286,206,212,241,289,202,101,1984,11354,6700,6205,7913,8138,6732,5331,2656,1191,56225
SED30060,12309,6311,6293,6564,6643,5555,3781,1825,696,49975,42,12,19,14,18,7,4,3,5,120,10,10,20,18,24,53,105,38,9,290,26,15,22,24,32,78,123,33,7,360,308,350,307,196,220,249,202,103,34,1979,3,4,9,6,3,14,33,8,0,83,3,10,9,8,6,16,8,3,3,61,0,3,0,3,3,9,13,4,0,38,13,18,3,3,3,3,3,3,0,50,0,0,0,0,0,0,10,9,0,20,0,0,0,0,0,0,0,0,0,0,363,404,364,262,297,421,497,203,59,2878,405,421,382,271,311,433,507,211,62,2998,12709,6732,6676,6837,6957,5988,4282,2031,755,52970
SED30061,8273,7632,5402,5214,5283,4491,3296,2010,810,42409,14,4,7,10,7,7,3,0,0,54,12,50,10,10,23,22,28,14,4,177,7,40,13,9,12,27,21,14,3,135,273,590,279,163,192,248,271,137,69,2215,0,6,0,0,4,4,6,3,0,36,0,8,3,0,4,14,8,3,0,43,0,3,3,4,3,6,4,5,3,28,4,6,4,5,0,3,0,0,0,27,3,3,0,3,3,0,3,4,0,23,0,0,0,0,0,0,0,0,0,0,297,705,312,193,243,322,345,179,77,2680,309,709,324,200,244,336,349,180,77,2732,8582,8344,5723,5422,5532,4825,3639,2191,888,45148
SED30062,17064,9162,9924,10268,8709,6092,5102,2824,1280,70423,15,14,3,5,3,9,8,6,0,66,8,5,7,10,9,28,30,7,0,102,9,7,11,10,9,16,22,7,3,88,253,287,267,180,162,140,100,49,24,1462,0,0,3,0,3,4,10,0,0,21,0,3,0,3,5,5,3,0,0,14,0,0,0,0,3,3,7,3,0,15,0,3,0,0,0,0,0,0,0,10,3,0,0,3,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,264,312,285,207,191,201,170,71,32,1738,274,324,295,217,195,211,178,81,35,1796,17342,9484,10219,10478,8905,6302,5280,2905,1312,72225
SED30063,9630,4720,4510,5290,6296,7002,6319,2892,871,47526,14,13,10,6,10,4,14,6,6,88,4,16,23,9,9,38,80,25,5,206,0,11,3,0,3,23,71,19,3,135,206,291,271,201,256,290,221,101,34,1858,0,3,3,0,0,9,12,3,3,42,0,0,3,4,10,9,3,0,0,31,0,3,0,0,7,9,6,0,0,26,3,0,4,0,0,3,0,0,0,15,0,0,0,3,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,222,321,306,218,288,378,395,151,41,2315,228,336,318,222,298,381,414,159,42,2404,9858,5054,4829,5515,6590,7385,6733,3053,915,49933
SED30064,9642,5028,5077,6177,6866,6551,5387,2745,1199,48668,15,3,8,9,10,12,6,7,3,67,12,10,16,14,19,36,46,20,11,179,7,12,15,9,3,15,45,18,6,130,200,324,259,216,198,214,231,168,75,1886,5,3,0,3,4,11,16,8,0,50,3,0,3,0,4,14,8,0,0,36,3,3,0,4,4,4,12,3,0,33,0,0,3,3,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,347,295,243,237,295,364,218,95,2331,255,355,298,248,243,306,371,227,96,2394,9898,5382,5378,6430,7108,6863,5759,2963,1290,51067
SED30065,8938,4435,3532,6045,7422,7353,6907,3206,1272,49112,3,7,4,4,3,8,12,3,6,59,86,26,95,85,107,217,308,149,29,1096,253,39,171,216,188,515,985,670,153,3196,239,231,355,280,281,295,304,139,35,2150,31,0,19,18,36,82,157,71,6,417,4,0,3,8,12,20,19,8,0,81,14,3,12,8,17,46,128,72,13,307,0,0,3,0,0,4,0,0,0,9,4,0,0,3,15,32,59,51,11,168,0,0,0,0,0,0,0,0,0,0,624,302,660,631,655,1196,1959,1162,234,7432,630,311,664,635,665,1207,1975,1169,240,7489,9564,4745,4195,6677,8090,8563,8883,4376,1510,56602
