SED_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
SED30029,3,0,12,36,8,3,4,0,0,65,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,9,8,80,108,204,287,184,153,75,40,1132,0,0,0,12,8,12,3,3,0,41,4,4,0,11,11,5,3,4,0,40,0,3,12,37,29,15,21,5,4,121,0,0,0,3,0,3,0,3,0,11,0,0,0,10,4,0,5,0,0,24,3,13,8,45,18,11,15,0,0,108,0,0,4,10,3,10,0,0,0,30,0,0,0,8,3,0,0,0,0,21,0,0,4,8,7,7,0,0,0,21,0,4,4,22,12,9,11,5,0,54,0,0,0,7,4,6,8,11,3,39,0,0,6,18,13,6,3,3,0,50,0,3,0,13,4,3,0,0,0,24,0,0,0,0,3,0,0,0,0,4,0,0,3,18,13,19,9,5,0,73,0,0,0,0,0,0,3,0,0,3
SED30030,3,10,10,88,38,19,10,3,0,182,0,0,0,3,11,7,15,10,0,46,0,0,3,4,0,4,5,0,0,22,8,74,120,291,298,257,219,129,76,1468,0,3,5,22,11,18,5,0,0,66,0,0,5,11,4,3,7,3,0,37,0,0,0,26,20,27,38,31,7,154,0,0,0,3,3,0,10,0,0,19,0,0,10,13,12,10,6,0,0,46,0,10,20,107,18,12,9,5,3,190,0,0,3,22,11,12,5,4,3,55,0,0,3,18,4,11,0,0,0,32,0,0,3,5,3,3,0,0,0,12,3,7,3,18,7,3,7,4,0,51,0,0,0,4,9,8,14,4,3,48,3,5,11,87,69,17,15,3,0,202,0,7,11,51,39,9,10,0,0,130,0,0,0,0,4,10,0,0,0,12,0,3,3,32,17,17,13,3,0,92,0,0,0,0,0,5,7,7,0,17
SED30031,0,4,0,31,20,9,0,3,0,72,0,3,0,0,3,3,0,0,0,12,3,11,0,10,0,0,0,0,0,32,4,28,20,123,142,104,81,51,20,583,0,3,7,23,11,4,4,0,0,58,0,0,0,0,0,0,4,0,0,13,0,3,3,8,13,10,15,12,0,67,0,0,0,4,0,0,3,3,0,12,0,3,0,0,0,0,0,0,0,4,11,32,13,140,12,11,0,3,0,217,0,3,7,19,3,3,0,0,0,27,0,0,0,10,0,3,0,0,0,18,0,0,0,8,0,0,0,0,0,12,0,8,0,25,12,3,3,3,0,57,0,3,0,7,0,3,3,0,3,25,0,0,0,6,4,0,0,0,0,11,0,5,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,20,10,7,0,0,0,46,0,0,0,0,0,0,0,0,0,3
SED30032,0,3,3,7,13,0,3,0,0,31,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,3,8,3,50,62,163,313,295,351,159,57,1443,0,0,0,5,5,3,7,0,0,27,0,0,0,7,7,3,6,0,0,32,0,3,3,18,29,42,54,20,11,176,0,0,0,0,0,0,0,0,0,7,0,3,5,12,8,12,0,0,0,34,0,7,3,17,4,3,3,0,3,34,0,0,5,4,6,3,4,0,6,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,19,9,3,8,4,0,48,0,0,0,4,0,9,9,10,4,37,0,0,6,31,6,3,0,0,0,42,0,0,14,21,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,14,6,0,0,44,0,0,0,0,0,3,3,0,0,6
SED30033,0,8,54,111,32,12,15,22,4,270,0,0,0,3,4,5,0,3,0,19,0,0,0,3,0,3,5,3,0,19,4,32,45,171,123,73,83,51,23,607,0,0,3,24,24,8,9,4,3,77,0,0,4,13,11,3,3,3,0,35,0,0,5,29,15,8,16,9,7,93,0,0,0,3,0,3,9,13,6,48,0,3,13,41,4,8,0,0,0,73,13,27,65,386,28,15,9,3,4,558,0,3,3,25,7,0,8,0,0,40,3,12,11,53,4,3,0,0,0,84,0,0,0,3,6,0,0,0,0,9,3,8,9,48,11,7,5,10,3,99,0,0,4,10,3,12,21,18,15,90,0,11,11,58,23,6,3,0,0,117,0,7,21,86,13,3,3,0,0,131,0,0,0,0,6,3,4,0,0,16,3,3,9,53,24,11,3,3,3,110,0,0,0,0,0,3,0,0,0,3
SED30034,0,4,3,21,4,0,0,0,0,36,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,7,55,60,50,47,23,4,266,0,0,0,12,3,5,0,0,0,20,0,0,0,0,0,3,0,0,0,8,0,0,3,12,12,3,13,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,7,4,56,9,4,0,0,0,76,0,0,0,6,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3,3,3,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SED30035,0,0,0,5,4,3,5,0,0,25,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,3,23,19,104,191,224,255,126,33,979,0,0,0,0,3,3,4,0,0,13,0,0,3,4,3,5,10,0,0,31,0,4,3,15,21,33,39,28,9,164,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,18,6,0,3,0,0,28,0,0,3,8,0,7,6,0,0,27,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,4,3,3,3,0,0,26,0,0,0,0,3,4,4,3,3,20,0,0,0,9,3,3,0,0,0,17,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,6,3,0,0,28,0,0,0,0,0,0,3,0,0,4
SED30036,0,0,0,22,13,16,0,0,0,58,0,0,0,0,0,4,3,5,0,12,0,0,0,0,3,0,3,3,0,14,0,28,43,137,210,285,516,300,100,1638,0,4,3,8,10,6,3,0,0,41,0,0,0,5,3,4,4,4,0,24,0,7,0,11,20,35,74,55,14,209,0,0,0,0,3,0,0,0,0,8,0,0,4,3,0,4,3,0,0,12,3,7,5,52,6,8,10,3,0,93,0,0,0,11,4,8,7,7,0,43,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,7,10,12,5,43,0,0,0,11,9,8,13,8,0,48,0,0,0,6,3,0,0,0,0,18,0,0,0,7,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,0,0,11,10,12,9,0,0,44,0,0,0,0,0,6,13,7,0,27
SED30037,0,0,0,10,9,0,3,0,3,25,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,17,29,121,134,128,142,65,13,643,0,5,0,15,6,9,8,0,0,35,0,0,0,5,6,7,4,0,0,22,0,0,6,14,14,23,22,12,4,89,0,0,0,0,0,0,3,3,3,5,0,0,0,7,0,3,0,0,0,13,0,9,16,80,15,16,4,3,0,142,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,8,4,3,3,0,37,0,0,0,8,3,23,67,81,81,266,0,0,8,32,4,3,0,0,0,42,0,0,3,20,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,3,0,0,26,0,0,0,0,0,3,11,6,4,29
SED30038,0,12,19,98,44,15,7,5,3,208,0,0,0,8,6,8,3,6,0,26,3,13,0,3,0,0,0,0,0,24,0,28,38,85,163,152,153,107,37,764,0,8,22,83,40,25,15,4,0,199,0,0,0,8,3,0,8,0,0,14,0,0,3,12,8,16,47,9,9,109,0,0,0,3,0,0,0,3,3,7,0,0,0,19,7,9,3,0,0,35,6,32,29,248,33,17,9,7,0,383,0,0,10,33,10,4,4,7,0,81,0,8,11,36,3,3,0,0,0,61,3,11,5,30,11,3,0,0,0,57,0,3,0,12,9,7,8,8,0,47,0,0,0,0,3,5,8,18,4,43,0,3,5,31,3,4,0,0,4,44,0,10,6,39,3,3,0,0,0,67,0,0,0,3,6,5,3,0,0,15,3,5,7,45,9,7,4,3,0,91,0,0,0,0,0,8,6,4,0,20
SED30039,9,27,753,544,66,28,20,11,3,1463,0,0,0,3,4,4,3,0,0,13,0,4,0,3,0,0,0,4,0,13,13,78,136,197,155,126,97,34,17,849,0,0,7,13,11,9,8,0,0,43,0,3,22,21,8,3,8,0,0,62,0,3,10,35,21,6,28,7,8,128,0,0,0,0,4,0,0,6,0,10,0,15,121,56,25,20,9,0,3,248,22,43,74,281,42,22,14,7,5,501,7,34,96,128,17,11,11,3,0,308,3,5,7,95,8,8,4,0,0,138,3,3,0,7,0,0,0,0,0,12,0,3,3,22,14,10,3,3,6,68,3,0,4,16,8,7,3,8,0,48,6,18,44,89,30,8,5,4,0,209,3,18,52,111,39,3,4,0,0,229,0,0,0,4,3,0,0,0,0,6,3,15,374,138,23,24,16,3,0,606,0,0,0,0,0,3,0,0,0,3
SED30040,0,4,19,32,15,5,0,0,0,77,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,19,19,89,154,127,123,72,30,637,0,0,9,23,17,3,0,0,0,57,0,0,0,0,4,3,0,0,0,11,0,0,0,13,11,6,23,12,3,72,0,0,0,0,0,3,0,0,3,8,0,0,8,3,0,3,0,0,0,17,3,22,11,90,7,3,4,0,0,138,0,0,0,11,9,0,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,5,0,6,0,8,5,3,3,30,0,0,0,0,0,0,6,0,0,11,0,0,5,12,4,3,0,0,0,21,0,0,3,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,28,13,13,3,0,0,53,0,0,0,0,0,3,9,0,0,21
SED30041,0,0,0,14,9,3,0,0,0,33,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,26,31,97,211,176,178,105,30,857,0,0,3,9,3,8,0,0,0,22,0,0,0,0,3,0,3,0,0,11,0,0,0,16,23,10,21,9,3,82,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,7,3,4,0,25,7,3,6,0,0,45,0,0,0,9,7,0,0,0,0,21,0,3,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,10,12,3,3,0,0,31,0,0,0,3,0,3,5,0,3,13,0,0,0,14,4,0,0,0,0,16,0,0,0,17,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,20,24,13,7,0,0,73,0,0,0,0,0,0,7,4,0,11
SED30042,3,3,3,31,11,10,4,0,0,71,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,6,3,62,66,206,227,226,181,99,31,1092,0,0,15,51,31,17,3,3,0,125,0,0,0,3,8,3,3,3,0,18,0,0,6,17,15,12,17,6,4,80,0,0,0,0,3,3,3,0,0,7,0,0,0,6,0,3,0,0,0,12,3,5,7,86,8,3,11,0,4,136,0,4,0,16,4,0,5,5,0,34,0,3,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,4,16,7,9,8,3,3,50,0,0,0,3,4,4,8,8,3,36,0,0,3,17,7,0,0,0,5,34,0,0,3,13,0,3,0,0,0,23,0,0,0,3,0,0,0,0,0,3,0,3,0,13,21,9,3,3,0,51,0,0,0,0,0,0,3,0,0,7
SED30043,3,3,27,35,7,13,4,3,0,82,0,0,0,0,0,3,3,4,3,15,0,0,0,0,0,3,3,0,0,6,5,110,127,270,306,192,301,246,103,1665,0,0,6,3,5,7,3,4,0,34,0,3,13,3,3,3,3,0,0,30,0,4,8,28,19,28,47,42,18,188,0,0,0,0,0,0,0,3,0,4,0,0,0,5,3,3,0,0,0,14,0,12,5,59,10,5,4,11,0,107,0,0,0,14,0,4,3,0,8,32,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,19,11,7,8,8,6,69,0,0,0,7,3,7,5,9,10,39,0,7,16,21,10,0,3,0,0,58,0,4,5,40,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,10,14,7,8,4,3,0,38,0,0,0,3,0,4,6,0,0,19
SED30044,0,0,5,27,6,4,0,0,0,55,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,5,30,24,102,141,136,108,76,31,651,0,0,3,11,0,5,3,0,3,31,0,0,0,4,5,3,0,0,0,13,0,0,0,11,14,13,22,9,6,79,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,13,3,10,6,60,13,0,4,3,0,108,0,0,0,7,4,0,3,3,0,23,0,0,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,8,0,11,5,4,5,0,0,36,0,0,0,3,3,7,4,0,3,21,3,0,0,8,3,3,0,0,0,16,0,0,0,12,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,13,6,0,3,0,0,28,0,0,0,0,0,0,3,0,0,11
SED30045,0,0,32,25,7,5,0,0,0,76,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,16,54,111,231,178,187,87,22,894,0,0,7,12,5,5,0,0,0,31,0,0,3,4,6,0,3,0,0,13,0,0,3,15,20,20,34,10,7,104,0,0,0,0,0,0,0,0,0,0,0,3,29,15,3,3,0,0,0,50,0,5,13,58,4,3,3,0,0,90,3,3,3,16,8,5,4,0,0,42,0,0,0,6,0,0,0,0,0,5,0,3,3,6,0,0,0,0,0,12,0,6,3,10,5,5,3,3,0,38,0,0,0,7,4,0,3,0,0,13,0,5,16,35,3,3,0,0,0,58,0,5,16,40,4,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,3,0,10,22,8,3,9,0,0,62,0,0,0,0,3,3,7,0,0,7
SED30046,3,0,5,78,30,19,6,5,0,155,0,3,0,15,11,11,12,9,7,65,0,0,0,4,0,3,0,0,0,8,0,18,40,122,253,227,209,104,24,996,3,10,13,61,25,22,15,8,0,149,0,0,0,0,8,0,5,0,0,15,0,4,3,18,20,18,32,13,0,114,0,0,0,0,0,0,0,0,0,6,0,0,0,13,3,6,0,0,0,30,3,12,14,101,14,16,8,5,3,177,0,3,0,13,8,0,9,3,0,32,0,0,4,0,0,0,0,0,0,11,0,0,3,15,0,0,0,0,0,19,0,0,5,7,7,8,8,5,0,44,0,0,0,0,0,8,5,0,0,26,0,3,0,15,3,0,0,0,0,30,0,5,0,24,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,7,0,0,4,22,19,13,3,3,0,66,0,0,0,0,0,4,9,0,3,17
SED30047,0,7,10,68,27,14,5,7,3,139,0,0,0,0,0,4,0,3,0,12,0,0,0,0,0,0,3,0,0,4,12,76,68,257,246,176,182,126,65,1206,0,0,9,39,27,22,13,3,0,109,0,0,3,19,5,4,3,0,0,36,0,0,4,25,17,9,21,11,4,95,0,0,0,0,0,0,3,3,0,17,0,0,0,8,10,6,0,0,0,24,0,8,6,86,10,9,8,0,6,143,0,0,0,15,11,0,4,0,0,32,0,0,3,16,3,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,11,3,46,21,8,9,5,3,108,0,0,0,5,4,7,5,8,0,31,0,3,3,29,14,4,3,0,0,57,0,0,0,20,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,7,11,4,3,0,0,34,0,0,0,0,0,3,4,0,0,9
SED30048,0,5,3,41,13,3,0,3,0,72,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,16,63,85,79,64,48,10,388,0,4,5,19,15,3,0,4,0,57,0,0,0,0,0,3,0,0,0,10,0,0,6,10,15,11,9,7,3,70,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,9,4,21,7,109,9,3,3,0,0,156,3,3,0,16,0,3,0,0,0,29,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,5,3,4,32,0,0,0,3,4,0,10,3,14,29,0,3,0,8,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,0,0,0,28,0,0,0,0,0,6,17,8,14,51
SED30049,10,49,425,604,139,97,61,26,5,1411,0,0,0,14,10,3,3,4,0,36,0,0,0,3,3,0,4,3,0,23,5,64,34,98,104,77,78,58,41,562,0,3,5,72,27,36,16,5,0,161,0,0,3,6,8,0,0,3,0,25,0,0,8,16,11,7,29,7,6,88,0,3,6,9,3,15,33,33,14,115,5,15,52,90,32,41,16,5,0,248,6,72,65,376,54,46,31,11,8,668,3,8,22,49,15,9,6,3,4,111,0,10,15,33,7,10,0,5,3,74,0,0,5,9,6,0,0,0,0,16,0,7,0,24,15,3,10,8,0,63,0,0,3,7,0,10,18,15,11,68,0,6,21,54,19,4,4,0,3,109,5,54,72,226,65,19,4,0,0,448,0,0,0,4,4,4,0,3,0,17,0,14,49,113,41,40,31,3,3,294,0,0,0,0,0,0,3,0,0,5
SED30050,0,4,12,39,15,8,5,0,0,88,0,0,0,0,0,4,0,3,0,14,0,0,0,3,0,3,0,5,0,11,11,48,91,247,250,237,272,170,65,1395,0,0,3,9,7,7,0,0,0,28,0,3,3,19,9,5,0,0,0,42,0,7,7,47,28,34,39,23,11,190,0,0,0,3,0,3,3,3,0,18,0,3,0,5,3,9,0,0,0,17,9,20,8,159,6,7,10,0,3,218,0,3,3,11,3,3,6,0,0,38,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,12,20,8,10,3,6,3,61,0,0,3,11,3,3,7,9,11,51,0,3,4,41,6,0,7,0,0,65,0,0,4,44,4,0,0,0,0,57,0,0,0,0,3,0,0,0,0,3,0,0,5,6,12,7,0,3,0,41,0,0,0,0,0,6,8,3,0,20
SED30051,0,0,3,18,6,3,3,0,0,36,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,8,12,58,131,222,283,97,33,848,0,3,0,9,3,5,3,0,0,25,0,0,0,0,0,5,0,0,0,10,0,0,0,8,16,26,47,18,13,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,18,3,3,4,0,0,32,0,0,0,6,0,4,6,0,3,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,10,0,0,25,0,0,0,3,3,3,4,0,3,15,0,0,0,3,4,0,6,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,9,0,0,0,24,0,0,0,0,0,4,9,0,0,11
SED30052,9,30,135,269,104,60,42,15,5,673,0,0,0,3,6,4,22,16,6,59,0,0,0,0,3,11,12,7,10,44,7,69,115,247,251,194,243,138,53,1319,0,0,0,16,16,10,3,0,0,52,0,5,3,17,6,6,12,10,0,54,0,0,3,37,15,12,30,36,10,146,0,0,0,3,3,3,11,10,3,43,5,8,13,35,20,30,11,3,0,131,0,4,43,82,27,8,5,4,4,185,0,0,5,17,10,18,8,4,0,69,0,0,0,18,3,16,5,0,5,43,0,0,0,6,0,0,0,0,0,4,0,4,10,26,10,8,12,8,6,80,0,0,7,9,13,21,29,27,7,120,0,23,27,165,79,26,18,12,3,352,0,5,19,61,28,14,12,5,0,139,0,0,0,0,7,5,7,3,0,22,0,4,26,37,33,26,12,8,4,140,0,0,0,0,0,5,12,8,3,34
SED30053,0,0,0,7,6,6,0,0,0,25,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,17,54,84,70,63,31,9,326,0,0,0,3,0,3,3,0,0,14,0,0,0,5,3,3,0,0,0,10,0,0,5,14,8,9,6,11,3,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,4,31,3,3,3,0,0,53,0,3,0,12,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,0,3,0,3,26,0,0,0,4,0,3,7,9,4,19,0,0,0,7,3,0,0,0,0,6,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,8,3,0,0,21,0,0,0,0,0,12,20,11,3,44
SED30054,5,30,43,150,47,27,13,5,0,330,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,13,143,155,272,360,216,205,121,53,1547,0,0,0,9,9,7,0,3,0,26,0,8,8,21,13,4,3,0,0,54,0,10,3,35,31,23,41,15,9,167,0,0,3,0,3,0,0,0,3,13,0,3,11,22,12,15,10,5,3,94,0,18,31,124,60,35,30,16,3,316,0,9,8,24,14,15,5,7,3,78,0,3,3,33,12,8,10,3,3,71,0,0,0,0,0,0,0,0,0,0,0,14,5,27,34,10,11,6,4,109,0,4,0,3,6,6,7,0,5,33,0,3,14,26,38,12,5,3,3,109,0,19,22,66,29,4,4,0,0,148,0,0,0,0,0,0,3,0,0,8,0,15,8,52,33,37,31,13,0,190,0,0,0,0,0,0,5,0,0,3
SED30055,0,0,4,26,15,10,6,0,3,64,0,0,0,5,0,3,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,85,100,192,303,214,212,110,32,1248,0,0,3,27,22,12,3,0,0,68,0,3,0,3,5,3,0,5,0,24,0,0,4,10,16,17,31,7,3,103,0,0,0,0,0,0,4,0,0,5,0,0,6,20,0,5,0,0,0,30,0,4,0,28,3,5,5,0,0,41,0,4,3,17,3,8,3,3,0,39,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,19,5,9,5,4,0,49,0,0,0,3,4,7,6,3,0,19,0,0,3,18,3,0,0,0,0,21,0,0,21,41,3,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18,9,10,4,0,57,0,0,0,0,3,0,8,0,3,19
SED30056,0,10,388,241,29,20,4,5,4,710,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,4,12,65,94,245,158,112,88,39,20,828,0,3,4,22,4,4,0,3,0,42,0,0,10,36,5,4,0,0,4,71,0,0,17,57,15,3,19,4,3,114,0,0,0,0,0,0,0,8,0,14,0,5,44,38,11,8,0,0,0,108,7,8,30,158,15,5,3,3,0,237,3,12,31,35,11,0,7,0,0,96,0,4,3,49,7,3,3,0,0,71,0,4,3,10,0,0,0,0,0,15,3,10,7,53,13,10,14,3,3,108,0,4,5,22,12,11,16,37,19,132,0,3,27,56,20,9,10,0,0,117,0,3,21,83,5,3,0,0,0,115,0,0,0,3,0,0,0,0,0,3,3,5,43,62,18,18,8,0,0,161,0,0,0,0,0,0,0,0,0,0
SED30057,0,0,0,8,8,4,0,0,0,17,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,16,56,42,33,28,14,6,197,0,3,10,23,13,4,3,0,0,57,0,0,0,4,3,0,0,0,0,9,0,0,3,10,10,4,7,3,3,45,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,3,8,3,63,6,4,0,0,0,88,0,3,0,13,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,4,4,0,0,29,0,0,0,0,0,0,3,4,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
