SA2_MAINCODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
213051468,3533,10036,404,824,99,228,503,1045,96,189,0,0,0,0,0,0,96,189,0,0,0,0,0,3,3,3,5,13,3,10,4141,11299,383,..,4524,11299
214011370,5583,15740,1175,2320,330,736,1510,3054,42,81,0,0,0,0,0,0,43,81,15,26,183,248,0,0,9,31,203,299,12,8,7347,19191,440,..,7786,19191
214011371,6132,15279,1760,2809,513,993,2277,3804,659,1003,54,76,63,90,4,3,781,1178,0,3,5,8,0,0,15,33,20,41,26,60,9228,20362,1049,..,10279,20362
214011372,6532,16050,630,1044,104,235,732,1272,110,186,0,0,0,0,3,3,114,192,3,8,0,0,0,0,8,26,11,37,12,17,7401,17570,632,..,8027,17570
214011373,5565,15468,683,996,173,376,855,1375,40,51,8,9,0,0,0,0,46,64,13,15,27,34,0,0,0,0,37,50,10,28,6522,16984,557,..,7077,16984
214011374,6967,20196,1029,1808,92,208,1126,2016,73,151,0,0,0,0,0,0,73,151,3,8,107,130,0,0,4,21,119,158,0,3,8285,22527,476,..,8759,22527
214011375,4920,12172,1104,1739,396,763,1496,2506,193,282,79,114,8,4,0,0,276,401,0,0,40,45,0,3,11,16,53,64,6,3,6751,15149,747,..,7497,15149
214011376,3596,11113,368,897,188,493,551,1387,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4151,12503,275,..,4433,12503
214021377,3513,8224,348,635,336,770,682,1406,45,68,12,21,4,9,0,0,57,96,40,46,77,118,0,0,3,0,116,167,23,41,4389,9940,3372,..,7765,9940
214021378,1846,4524,0,3,3,3,4,3,7,10,0,0,3,8,0,0,9,18,0,0,0,0,3,3,8,19,8,22,8,14,1876,4577,1676,..,3557,4577
214021379,6734,17352,977,1681,163,307,1140,1985,30,43,0,0,3,5,0,0,30,51,9,20,28,41,3,5,3,5,49,68,11,23,7961,19479,1623,..,9585,19479
214021380,6614,16980,366,578,359,730,721,1304,1993,3156,38,63,0,3,0,8,2033,3231,5,11,110,144,0,0,4,9,120,166,15,28,9510,21711,1391,..,10899,21711
214021381,5435,15740,211,340,35,73,251,417,249,376,0,0,3,15,0,0,250,389,0,0,0,0,0,0,3,8,3,8,11,30,5951,16576,650,..,6603,16576
214021382,5510,15383,608,1127,219,494,827,1616,32,34,0,0,0,0,0,0,32,34,0,3,0,0,0,3,0,0,0,7,15,37,6385,17081,1558,..,7944,17081
214021383,6378,14344,189,281,47,99,239,380,11,24,3,6,5,12,0,0,20,42,31,48,6,8,5,12,4,7,43,64,15,34,6696,14871,12770,..,19469,14871
214021384,7293,16616,903,1301,136,256,1039,1561,257,363,0,0,0,0,0,0,263,363,25,32,56,69,0,4,6,6,92,115,41,67,8727,18722,4434,..,13159,18722
214021385,5350,15181,806,1358,78,169,878,1529,3,3,0,0,0,3,0,0,4,13,19,27,23,30,3,5,0,0,38,60,16,32,6288,16806,404,..,6698,16806
215011386,2802,6506,118,150,0,0,118,150,105,170,3,5,0,0,0,0,110,172,12,22,5,10,0,0,16,30,38,56,15,21,3076,6905,440,..,3519,6905
215011387,1120,2616,4,16,0,0,4,16,6,11,0,0,0,0,0,0,6,11,3,0,0,0,8,11,0,3,11,11,11,17,1144,2669,295,..,1439,2669
215011388,5606,13506,433,600,11,27,446,625,392,564,0,0,0,0,0,0,392,564,5,6,0,0,0,0,7,8,9,19,26,47,6481,14755,821,..,7305,14755
215011389,1220,3030,0,0,0,0,0,0,7,8,0,0,0,0,0,0,7,8,0,3,3,9,3,3,9,18,17,31,6,19,1246,3091,287,..,1538,3091
215011390,2540,5753,103,211,8,10,111,219,80,90,0,0,0,0,0,0,80,90,7,12,0,0,4,11,7,20,17,35,27,56,2769,6150,733,..,3505,6150
215011391,1383,2966,28,35,0,4,32,36,15,17,0,0,0,0,0,0,15,17,14,13,3,3,0,0,8,11,23,27,7,26,1464,3072,290,..,1755,3072
215011392,2954,6795,58,78,0,0,58,78,152,202,0,0,0,0,0,0,150,203,13,20,11,25,0,0,5,14,36,57,38,94,3231,7229,670,..,3902,7229
215011393,1081,2437,23,33,0,0,23,33,10,12,0,0,0,0,0,0,10,12,3,0,0,0,0,0,10,17,13,24,4,9,1139,2504,417,..,1554,2504
215011394,2538,5651,15,21,0,0,15,21,46,56,0,0,0,0,0,0,50,57,7,6,0,0,0,0,24,44,29,53,32,72,2664,5844,679,..,3335,5844
215021395,2243,6197,7,6,0,0,7,6,62,81,0,0,0,0,0,0,62,81,12,14,11,15,4,4,3,5,25,42,12,45,2351,6369,189,..,2536,6369
215021396,1579,4140,17,40,0,7,22,47,32,45,0,0,0,0,0,0,32,45,11,13,4,9,0,0,0,0,22,19,13,30,1662,4291,103,..,1770,4291
215021398,1335,3185,0,0,0,0,0,0,27,38,0,0,0,0,0,0,27,38,15,25,19,45,0,0,3,6,42,77,17,30,1417,3333,382,..,1800,3333
215021399,1931,5007,7,13,0,0,7,13,97,133,0,0,0,0,0,0,100,130,16,21,5,9,0,0,3,3,23,36,13,40,2069,5221,238,..,2311,5221
215021469,5158,13206,1031,1705,48,83,1076,1789,540,830,0,0,0,0,0,0,539,836,10,24,0,7,0,4,9,23,27,65,27,59,6830,15946,862,..,7689,15946
215021470,4388,11464,581,950,9,25,593,971,385,618,0,0,0,0,0,0,385,618,42,60,43,76,0,0,3,5,84,145,24,40,5481,13237,590,..,6071,13237
215031400,2330,5233,36,44,0,5,35,49,56,67,0,0,0,0,0,0,56,67,10,15,4,3,0,0,19,35,30,55,12,18,2455,5433,494,..,2953,5433
215031401,2557,5925,4,10,0,0,4,10,53,60,0,0,0,0,0,0,53,60,13,19,0,0,0,0,8,17,21,41,6,12,2649,6045,525,..,3170,6045
215031402,1487,3305,0,0,0,0,0,0,57,75,0,0,0,0,0,0,57,75,19,24,0,0,0,0,4,8,24,32,0,9,1572,3416,248,..,1813,3416
215031403,933,2668,20,25,0,0,20,25,30,61,0,0,0,0,0,0,30,61,16,30,19,21,9,27,6,3,42,82,3,16,1027,2852,160,..,1188,2852
215031404,3326,8348,248,393,11,8,259,404,359,589,0,0,0,3,3,0,360,589,20,23,3,8,0,0,6,15,26,45,54,119,4026,9509,438,..,4461,9509
215031405,2034,5117,7,6,0,0,7,6,21,36,0,0,0,0,0,0,21,36,12,36,17,27,3,7,12,25,41,97,40,109,2145,5369,326,..,2467,5369
216011406,4678,11792,665,995,18,30,679,1019,42,68,0,0,0,0,0,0,42,68,10,6,15,22,0,0,4,8,27,39,23,54,5442,12979,761,..,6198,12979
216011407,3583,9078,51,88,0,0,53,88,336,494,0,0,0,0,5,9,336,498,19,28,8,15,0,0,6,18,36,58,19,40,4031,9767,411,..,4443,9767
216011408,1266,3322,4,9,0,0,4,9,9,5,0,0,0,0,0,0,9,5,3,7,0,0,0,0,3,16,6,21,6,22,1296,3374,243,..,1542,3374
216011409,1390,3332,28,36,0,0,28,36,51,67,0,0,0,0,0,0,51,67,8,14,11,18,0,0,3,4,25,39,0,5,1497,3482,210,..,1708,3482
216011410,1569,3588,14,18,0,0,14,18,5,10,0,0,0,0,0,0,5,10,24,25,0,3,3,6,5,17,32,50,7,15,1634,3681,367,..,2001,3681
216021411,2154,5172,107,182,0,3,112,186,124,160,0,0,0,0,0,0,124,160,11,12,11,13,0,0,0,11,22,34,14,38,2425,5591,322,..,2747,5591
216021412,902,2217,0,4,0,0,0,4,7,9,0,0,0,0,0,0,9,14,4,4,4,3,0,0,0,0,4,9,9,15,924,2253,395,..,1322,2253
216021413,4217,10581,115,164,0,10,121,169,179,252,0,0,0,0,0,0,175,251,21,30,24,42,3,8,16,37,68,114,27,67,4607,11187,635,..,5247,11187
216021414,2578,6139,78,115,19,50,100,162,184,282,0,0,0,0,3,3,191,284,3,9,0,0,0,0,3,17,4,24,61,100,2940,6708,668,..,3607,6708
216031415,2457,6167,449,674,3,3,447,682,12,13,24,25,0,0,0,0,29,45,47,54,115,170,0,0,9,25,165,250,4,11,3109,7154,350,..,3462,7154
216031416,5515,14695,1002,1743,54,113,1059,1853,41,55,0,0,0,0,0,0,46,54,26,33,0,0,0,0,8,35,36,63,9,22,6670,16688,730,..,7399,16688
216031417,7313,19635,458,922,34,78,492,1008,66,120,0,3,0,0,0,0,69,123,12,18,7,10,6,12,9,21,35,61,16,54,7917,20880,786,..,8707,20880
216031418,1271,3464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,10,6,0,0,8,9,24,38,3,10,1303,3508,184,..,1490,3508
216031419,3279,8415,156,231,0,0,156,231,23,34,0,0,0,0,0,0,23,34,20,27,9,11,3,6,9,31,43,71,17,48,3521,8791,411,..,3931,8791
217011420,3296,7517,16,17,0,0,16,17,45,54,0,0,0,0,0,0,40,51,9,10,19,22,0,5,13,16,39,55,20,49,3416,7687,886,..,4304,7687
217011421,3757,8541,132,173,6,13,140,181,103,142,0,0,0,0,0,0,103,142,3,7,4,3,0,4,14,31,20,44,20,29,4035,8937,688,..,4725,8937
217011422,3761,8831,171,228,19,34,192,261,213,288,6,6,8,5,0,7,225,305,8,15,0,0,3,0,16,28,27,45,19,43,4220,9490,776,..,5004,9490
217011423,2211,5220,31,73,0,0,33,73,0,7,0,0,0,0,0,3,3,6,3,3,0,0,0,0,10,33,12,36,55,99,2317,5435,611,..,2932,5435
217031471,1286,2921,73,89,5,7,79,97,26,41,0,0,0,0,0,0,30,44,0,0,3,5,0,0,4,12,7,15,10,12,1406,3085,180,..,1584,3085
217031472,4120,10165,492,679,11,18,501,698,23,31,0,0,0,0,0,0,23,31,21,30,3,7,0,4,13,35,42,67,10,28,4697,10986,602,..,5300,10986
217031473,1947,4883,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,9,17,1965,4908,352,..,2314,4908
217031474,1925,4534,0,3,0,0,0,3,78,112,0,0,0,0,0,0,78,112,3,3,0,4,0,0,3,5,6,12,16,52,2031,4716,477,..,2502,4716
217031475,2476,6226,24,27,0,0,24,27,28,39,0,0,0,0,0,0,28,39,0,0,5,11,0,0,8,18,15,30,37,95,2582,6420,549,..,3133,6420
217031476,1205,2524,34,46,22,39,58,91,30,54,0,0,0,0,0,0,31,53,3,8,20,32,0,0,5,23,30,68,26,57,1353,2794,2067,..,3418,2794
217041477,2309,5922,11,13,0,0,11,13,0,0,0,0,0,0,0,0,0,0,7,11,0,3,0,3,3,10,14,20,15,35,2345,5991,593,..,2939,5991
217041478,3266,8195,62,81,17,35,78,114,19,37,0,0,0,0,0,3,26,39,6,16,4,7,4,7,24,50,34,70,26,57,3420,8473,1079,..,4496,8473
217041479,6768,17665,717,1120,112,188,824,1309,172,235,0,0,0,0,0,0,172,235,0,0,0,8,0,0,3,6,3,8,26,57,7786,19275,836,..,8622,19275
217041480,3655,9221,506,761,209,382,710,1139,398,575,75,96,0,0,0,3,479,670,7,26,62,107,0,0,5,7,74,143,39,89,4963,11267,761,..,5721,11267
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
301011001,5306,15110,167,251,92,167,259,415,39,62,0,0,0,0,0,0,39,62,0,0,0,3,0,4,0,0,0,4,8,24,5619,15620,333,..,5946,15620
301011002,2122,6620,14,26,132,347,148,372,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,5,26,67,29,79,3,6,2299,7081,174,..,2469,7081
301011003,4394,12951,310,482,127,266,432,747,138,227,23,32,0,0,0,0,160,263,0,3,66,93,0,0,0,0,69,97,4,6,5060,14060,311,..,5371,14060
301011004,5019,14471,453,695,746,1473,1199,2171,71,93,10,27,0,3,0,0,88,122,48,64,16,21,0,4,0,4,76,93,18,35,6399,16882,362,..,6760,16882
301011005,883,2402,118,215,369,721,485,944,22,33,0,0,0,3,0,0,18,34,20,32,125,173,0,0,0,6,145,209,0,0,1530,3587,111,..,1641,3587
301011006,3536,10243,19,40,197,382,220,421,177,331,11,22,0,0,0,0,188,353,0,0,0,0,0,0,3,3,3,3,6,13,3944,11035,251,..,4197,11035
301021007,3696,9969,677,1047,577,1131,1255,2180,573,908,163,301,222,347,0,0,965,1557,0,3,0,0,0,0,3,4,7,7,44,59,5963,13771,624,..,6588,13771
301021008,1677,4700,87,135,177,355,267,495,147,198,0,0,0,0,0,0,144,201,0,0,0,5,0,0,0,0,0,5,62,117,2154,5512,249,..,2398,5512
301021009,4930,14366,62,122,15,40,75,159,49,76,0,3,0,0,0,0,54,75,0,0,0,0,0,0,0,0,0,0,13,26,5069,14632,326,..,5395,14632
301021011,2463,7583,0,3,0,0,3,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,19,2478,7617,137,..,2617,7617
301021012,4370,13304,94,173,119,301,213,472,125,161,0,0,0,0,0,0,125,161,0,0,0,0,0,5,0,0,3,5,31,68,4744,14011,300,..,5041,14011
301021013,4390,12338,461,768,40,80,499,852,499,754,39,71,4,5,0,0,540,829,0,0,0,0,0,0,0,0,0,0,3,8,5435,14027,414,..,5849,14027
301021527,3890,7811,7,21,7,20,20,36,50,75,3,3,0,0,0,0,51,77,46,65,15,26,4,12,10,21,71,130,26,48,4056,8113,1911,..,5963,8113
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,..,3,6
301031015,2159,5838,183,247,127,251,305,489,100,154,109,179,19,35,0,0,230,372,0,0,99,163,0,0,0,3,100,171,12,32,2809,6899,279,..,3087,6899
301031016,3313,9389,286,501,386,932,677,1436,18,23,0,0,0,0,0,0,21,24,0,3,0,6,0,0,0,3,3,11,4,10,4013,10866,247,..,4261,10866
301031017,1229,3485,9,13,102,269,110,281,3,7,27,55,0,0,0,0,26,63,0,0,9,15,0,0,0,3,6,15,3,6,1379,3845,111,..,1490,3845
301031018,2601,7094,57,99,402,902,464,1003,64,122,0,0,0,0,0,0,64,122,0,0,0,0,0,0,0,7,0,7,6,14,3137,8235,219,..,3355,8235
301031019,2383,7779,44,80,333,821,371,907,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,2752,8698,164,..,2918,8698
301031020,3778,10291,221,353,395,798,619,1158,411,567,184,285,13,16,3,4,608,874,0,6,0,0,0,0,3,8,3,11,16,32,5022,12366,415,..,5440,12366
301031021,4181,11464,358,541,679,1573,1046,2120,120,172,0,0,0,0,0,0,124,178,0,0,0,3,0,0,0,0,3,0,14,31,5364,13797,367,..,5731,13797
302011022,2360,6706,0,0,106,270,106,273,3,5,0,0,0,0,0,0,3,5,3,9,0,0,0,0,3,6,3,17,7,11,2476,7009,155,..,2631,7009
302011023,2405,7403,62,141,123,262,187,404,11,36,0,6,0,0,0,3,15,37,0,0,0,8,3,3,0,3,3,12,6,23,2623,7878,168,..,2794,7878
302011024,2396,6666,278,453,485,1122,757,1574,32,50,0,0,71,86,0,3,99,146,0,0,0,0,0,0,0,0,0,0,7,17,3257,8404,219,..,3476,8404
302011025,2404,6384,68,102,662,1265,729,1362,147,244,228,394,13,16,0,0,382,655,0,0,0,0,0,0,0,0,0,0,15,25,3533,8424,345,..,3885,8424
302011026,2267,6644,8,17,150,364,160,387,61,99,61,117,0,4,0,0,124,221,0,0,0,0,0,0,0,0,0,0,8,24,2555,7268,120,..,2677,7268
302021027,3576,9957,598,790,390,834,989,1628,50,54,0,0,0,0,0,0,50,54,103,125,62,90,0,0,0,0,162,210,21,33,4801,11892,297,..,5093,11892
302021028,1154,2999,141,250,693,1568,826,1812,566,985,474,905,1048,1750,0,0,2092,3645,0,0,0,0,0,0,4,9,4,9,4,23,4082,8489,467,..,4550,8489
302021029,2194,5943,0,0,39,91,43,94,24,42,3,12,5,29,0,0,30,80,0,0,0,0,0,0,0,0,0,0,3,3,2268,6118,130,..,2403,6118
302021030,1515,4084,0,0,16,27,16,27,27,59,3,9,0,0,0,3,37,70,0,0,0,0,0,0,0,0,0,0,6,19,1567,4198,104,..,1672,4198
302021031,3219,8965,72,118,473,918,543,1034,643,1094,818,1464,107,186,0,0,1558,2742,0,0,0,0,0,0,4,9,4,9,20,61,5342,12810,536,..,5883,12810
302021032,1899,4809,45,68,198,333,246,406,277,469,293,482,0,0,0,0,576,949,0,0,0,0,0,0,0,0,0,0,9,17,2729,6186,311,..,3037,6186
302021033,2365,6181,51,78,77,111,131,191,11,26,16,33,0,0,0,0,29,60,0,0,0,0,0,0,0,0,0,0,33,44,2566,6470,168,..,2726,6470
302021034,3292,8914,18,27,76,152,93,181,78,125,81,153,0,0,0,0,165,280,0,6,0,4,0,0,0,0,0,10,7,10,3557,9397,283,..,3841,9397
302031035,2814,7839,108,211,204,515,306,721,30,66,0,0,115,166,3,5,151,239,0,0,0,0,0,0,0,3,0,3,14,53,3290,8856,188,..,3470,8856
302031036,34,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,91,3,..,43,91
302031037,105,230,0,0,36,91,36,91,0,3,0,0,219,368,0,0,216,367,0,0,0,0,0,0,0,7,3,4,0,0,366,697,133,..,500,697
302031038,1764,4801,56,96,301,617,359,712,240,412,132,238,0,3,0,0,376,652,0,0,0,0,0,0,3,13,3,12,4,4,2505,6183,228,..,2734,6183
302031039,3105,8513,14,26,125,282,145,313,46,77,13,17,0,0,0,0,65,95,0,0,0,0,0,0,7,10,7,10,16,21,3335,8949,203,..,3540,8949
302031040,1397,3832,81,137,647,1367,731,1503,1079,1851,1339,2490,873,1614,0,0,3291,5961,0,0,0,0,0,0,4,7,3,8,15,32,5439,11334,634,..,6079,11334
302041041,5176,14934,179,298,239,620,417,917,193,456,0,0,0,0,0,0,198,458,0,0,0,0,0,0,0,0,0,0,17,40,5812,16347,289,..,6102,16347
302041042,3230,8408,157,284,22,33,182,312,29,43,0,0,0,0,0,0,29,43,16,22,111,128,0,0,3,7,128,159,6,23,3576,8948,243,..,3820,8948
302041043,1263,3154,91,106,0,3,94,107,117,138,0,0,0,0,0,0,117,138,0,0,0,0,0,0,5,6,5,6,4,9,1484,3417,165,..,1645,3417
302041044,1839,5089,10,22,24,54,42,76,370,473,165,233,23,40,0,0,557,751,3,3,3,11,0,0,23,36,28,45,16,25,2480,5976,226,..,2706,5976
302041045,2776,7554,655,1138,1107,2541,1764,3681,90,141,15,35,56,81,0,0,166,253,0,0,0,0,0,0,0,0,0,0,39,80,4742,11565,295,..,5042,11565
302041046,2062,5360,277,495,286,688,560,1192,718,1456,158,312,78,135,0,3,952,1903,0,3,0,0,0,0,0,0,3,10,21,43,3602,8506,309,..,3912,8506
303011047,3173,9301,80,127,372,751,450,875,78,141,119,192,0,0,0,0,193,329,0,0,0,0,0,0,8,9,3,12,20,44,3847,10566,345,..,4191,10566
303011048,1531,4357,0,3,172,324,171,320,19,33,29,48,206,402,0,0,257,481,112,151,0,0,0,0,3,7,113,162,3,8,2078,5330,182,..,2262,5330
303011049,2673,7118,119,234,951,2174,1076,2409,209,372,184,310,4,3,0,0,398,686,0,0,0,0,0,0,0,0,0,0,20,23,4163,10239,355,..,4521,10239
303011050,1456,3914,123,226,898,1893,1017,2126,56,99,45,82,9,19,0,0,109,200,0,0,0,4,0,0,0,4,3,6,6,12,2590,6260,230,..,2812,6260
303011051,4707,14051,167,357,206,520,375,872,75,103,0,3,85,144,0,0,157,248,0,4,0,4,0,0,0,0,0,4,3,16,5248,15192,261,..,5507,15192
303021052,1907,5462,25,67,735,1648,766,1721,1102,1975,651,1215,40,71,3,5,1792,3265,0,0,0,3,0,0,5,19,5,23,26,39,4498,10505,439,..,4936,10505
303021053,2888,8430,27,39,517,1038,541,1078,743,1344,1834,3291,413,701,7,11,3001,5348,3,3,0,0,0,0,3,3,5,12,23,44,6455,14918,616,..,7080,14918
303021054,1000,3011,3,11,101,244,105,252,255,507,117,193,287,520,0,3,661,1231,0,0,0,0,0,0,0,0,0,0,10,21,1775,4511,175,..,1950,4511
303021055,1510,4239,13,30,323,740,337,768,887,1560,914,1736,91,147,0,0,1896,3438,0,0,0,0,0,0,3,18,3,18,24,48,3781,8504,417,..,4193,8504
303021056,2423,6810,15,21,130,247,147,273,188,334,68,115,14,25,0,0,277,477,0,0,0,0,0,0,68,200,68,200,15,29,2929,7781,222,..,3152,7781
303021057,1712,4764,8,8,115,263,122,274,238,397,244,452,25,45,0,0,507,897,0,0,0,0,0,0,3,6,3,6,5,14,2351,5951,198,..,2548,5951
303021058,853,2470,32,79,50,130,78,207,416,690,124,226,508,1040,3,11,1057,1963,0,0,0,0,0,0,40,101,40,101,34,67,2063,4814,360,..,2428,4814
303021059,1797,5164,30,58,620,1316,653,1376,345,569,525,936,327,595,0,0,1193,2099,0,0,0,3,0,0,0,0,0,4,14,29,3654,8666,331,..,3983,8666
303031060,3236,10497,186,520,1049,3044,1234,3563,0,5,3,5,83,162,0,0,84,174,86,108,253,385,0,3,3,17,339,512,33,90,4926,14838,296,..,5223,14838
303031061,1605,5354,12,35,36,85,52,117,40,109,39,84,37,98,0,4,124,290,0,0,0,0,0,0,0,0,0,0,11,20,1780,5776,116,..,1895,5776
303031062,2689,8073,20,41,66,179,88,215,26,51,39,73,0,3,0,0,71,126,0,0,0,0,0,0,0,0,0,0,7,13,2853,8428,146,..,3003,8428
303031063,3865,10675,36,60,554,1257,594,1326,531,1009,379,687,97,151,0,0,1005,1838,0,3,0,0,0,0,3,7,5,11,20,36,5495,13887,439,..,5938,13887
303031064,1791,5925,13,30,29,68,38,98,3,9,0,0,0,0,0,3,4,11,3,10,42,78,0,0,3,14,50,103,10,17,1896,6154,231,..,2127,6154
303031065,2442,6560,33,73,147,380,186,454,173,288,245,561,269,627,3,7,690,1481,0,0,0,0,0,0,0,0,3,3,13,22,3327,8530,306,..,3633,8530
303031066,2859,8680,99,155,573,1440,671,1594,40,86,12,20,0,0,0,0,52,112,0,0,0,4,0,0,0,0,0,4,8,8,3584,10396,176,..,3762,10396
303041067,1440,4205,77,163,172,438,248,599,16,28,106,242,27,55,0,0,149,322,0,0,0,0,0,0,0,0,0,0,14,22,1848,5154,137,..,1985,5154
303041068,2551,6883,40,80,505,1107,549,1188,638,1142,329,585,0,0,3,4,976,1726,0,0,0,0,0,0,3,8,3,8,19,45,4090,9850,428,..,4520,9850
303041069,1134,3830,210,442,188,517,394,963,33,114,0,0,3,3,0,0,32,118,0,0,0,0,0,0,0,0,0,0,25,28,1587,4942,99,..,1689,4942
303041070,2178,5843,18,41,56,131,79,166,133,242,0,3,4,6,0,0,140,249,0,0,0,0,0,0,4,9,4,9,9,19,2406,6286,169,..,2577,6286
303041071,3365,9726,4,6,87,180,90,183,58,101,0,0,0,0,0,0,58,101,0,0,0,3,0,0,0,0,0,4,8,17,3524,10033,210,..,3729,10033
303051072,2435,7197,83,178,224,554,314,729,42,79,0,0,0,0,0,0,42,79,31,41,20,24,0,0,3,6,53,69,0,8,2841,8083,156,..,2995,8083
303051073,4859,16180,132,357,1498,4221,1625,4575,0,8,14,30,0,5,0,0,17,32,0,0,0,0,0,3,0,3,4,6,7,6,6510,20809,343,..,6858,20809
303051074,1371,4478,7,10,3,13,7,17,0,0,0,7,0,0,0,0,3,4,0,0,0,0,0,0,0,10,0,10,4,20,1390,4526,106,..,1493,4526
303051075,4139,14057,55,86,363,983,419,1069,0,10,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,10,25,4567,15165,195,..,4761,15165
303051076,2810,7650,74,174,262,645,330,819,112,212,8,21,0,4,0,0,117,234,0,0,0,0,0,3,5,10,4,17,14,17,3274,8738,292,..,3568,8738
303061077,2042,6879,93,276,273,885,368,1162,36,45,0,0,0,0,3,3,36,48,0,0,0,0,0,0,4,4,4,4,3,10,2462,8108,148,..,2606,8108
303061078,3248,10330,122,309,1136,3397,1256,3709,34,91,0,0,0,0,0,0,34,92,0,3,0,0,0,0,0,5,3,8,16,35,4559,14173,257,..,4817,14173
303061079,2435,7781,106,194,231,678,341,875,16,26,0,3,3,6,0,3,20,38,0,0,0,0,0,0,0,0,0,0,15,36,2803,8731,260,..,3059,8731
303061080,4774,15239,122,204,584,1614,705,1818,6,13,0,0,3,6,0,0,9,20,3,6,74,102,0,3,0,4,81,115,90,102,5656,17297,359,..,6020,17297
304011081,2365,6824,3,3,151,356,155,365,54,61,0,0,0,4,0,0,50,62,0,0,0,0,0,0,0,0,0,0,0,0,2568,7248,174,..,2743,7248
304011082,2371,6764,17,33,53,104,70,137,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,7,0,7,0,0,2442,6907,159,..,2605,6907
304011083,1268,3540,57,88,118,256,173,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1443,3899,86,..,1532,3899
304011084,2753,8276,15,20,321,706,337,733,4,4,0,0,0,3,0,0,6,5,0,0,0,0,0,0,0,6,0,6,5,10,3097,9030,177,..,3277,9030
304011085,1385,4153,43,75,0,0,43,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,4226,82,..,1507,4226
304021086,3110,9534,114,196,18,46,138,245,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,3,0,0,0,3,5,11,3255,9793,181,..,3431,9793
304021087,1970,6048,60,66,23,38,81,104,37,77,0,0,0,0,0,0,37,77,0,0,0,0,0,0,0,0,0,0,4,8,2099,6243,156,..,2257,6243
304021088,3301,9667,0,0,93,195,93,195,4,12,0,0,4,4,0,0,8,18,0,0,3,8,0,0,0,0,3,8,7,12,3409,9893,220,..,3634,9893
304021089,1238,3875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1238,3885,96,..,1336,3885
304021090,2919,8291,34,68,78,172,111,240,3,6,20,29,0,3,0,0,22,40,0,0,0,0,0,0,3,11,3,11,7,20,3061,8601,218,..,3279,8601
