SA2_MAINCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
125021476,5553,1002,1336,7,22,7922,411,55,191,0,0,654,96,21,39,0,13,169,6060,1078,1571,7,29,8750
125021477,3767,1761,336,25,27,5915,542,206,143,0,5,895,106,38,19,0,0,169,4415,2004,496,24,28,6970
125021478,2748,1729,586,15,17,5096,321,256,231,0,0,814,89,48,43,0,0,177,3153,2029,858,19,23,6085
125031479,3122,594,339,21,20,4096,715,154,197,4,5,1072,127,35,22,0,0,183,3969,778,562,20,25,5356
125031480,2259,269,614,16,9,3175,515,123,372,12,6,1027,125,24,54,3,3,207,2899,411,1046,31,18,4400
125031481,2851,610,1368,14,20,4863,518,93,333,6,13,957,142,30,72,0,12,254,3512,734,1769,19,42,6076
125031482,6021,735,299,55,4,7113,784,130,39,5,0,957,123,25,6,3,0,166,6927,891,347,67,8,8238
125031483,2933,719,683,17,15,4364,700,292,188,4,10,1193,167,53,45,0,0,270,3801,1065,912,24,20,5829
125031484,2990,891,1154,10,23,5065,607,305,340,3,8,1260,105,44,63,0,5,221,3704,1239,1555,12,32,6542
125031485,3433,1462,2138,54,27,7104,769,258,491,3,9,1528,144,58,96,4,3,308,4338,1771,2728,59,40,8944
125031486,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
125031487,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
125041489,1267,986,4465,7,26,6741,225,152,542,4,3,922,46,28,146,0,8,232,1538,1167,5154,8,38,7897
125041490,2107,188,9,0,3,2301,142,7,3,0,0,154,29,3,0,3,0,35,2274,198,12,4,7,2493
125041491,1842,940,3389,0,12,6192,222,125,414,0,0,761,36,27,118,0,3,186,2098,1095,3920,0,18,7136
125041492,746,357,7367,142,54,8664,129,40,766,17,7,948,44,17,289,6,16,373,920,412,8419,161,78,9993
125041493,4281,1394,482,5,24,6183,564,205,194,0,3,969,124,55,32,0,5,214,4972,1648,709,5,38,7370
125041494,3010,110,17,0,0,3138,251,0,18,0,0,271,39,3,0,0,3,46,3299,122,42,0,3,3456
125041588,1509,1078,689,3,19,3305,312,132,158,0,0,607,54,32,34,0,0,120,1872,1245,884,10,24,4033
125041589,1724,689,1779,4,24,4224,271,132,219,0,3,633,75,45,58,0,24,204,2074,861,2062,4,58,5059
126011495,5052,831,2294,4,9,8193,312,48,187,0,5,556,89,41,53,0,0,185,5450,920,2535,5,18,8930
126011496,5258,446,383,7,14,6101,254,56,85,0,0,397,75,9,11,0,3,109,5583,517,483,7,15,6605
126021497,4708,1240,1209,34,22,7207,382,172,161,4,0,717,124,43,34,4,4,213,5214,1450,1406,39,33,8134
126021498,2410,692,1572,9,19,4703,256,63,296,0,0,616,54,17,41,0,5,114,2716,769,1912,9,28,5432
126021499,2010,322,478,3,8,2822,130,16,144,0,0,286,32,7,16,0,0,60,2173,348,629,3,13,3167
126021500,1364,2429,3052,5,58,6909,192,294,276,4,12,786,40,63,101,0,17,216,1594,2787,3428,9,88,7907
126021501,2882,457,97,4,8,3458,311,65,64,0,0,444,65,13,4,0,0,77,3262,536,163,6,8,3976
126021503,2235,450,3803,35,8,6530,250,55,411,7,0,727,49,14,70,0,6,135,2533,524,4278,44,17,7395
126021590,1004,162,10,3,3,1179,93,17,0,0,0,108,24,3,0,0,0,26,1118,178,10,3,3,1317
126021591,3846,930,3704,8,44,8528,525,164,472,0,3,1159,81,27,102,0,11,223,4447,1121,4279,8,52,9906
127011504,3082,136,283,3,9,3511,877,80,364,0,5,1333,191,10,44,0,3,250,4148,229,698,5,16,5099
127011505,1781,8,0,6,10,1809,494,3,3,6,3,508,64,0,0,0,44,115,2339,11,5,10,63,2438
127011506,4505,57,8,17,41,4620,475,12,0,8,0,501,109,27,11,3,4,153,5089,92,16,23,52,5273
127011592,12,0,0,0,3,10,5,0,0,0,0,7,0,0,0,0,0,3,18,0,0,0,5,20
127011593,1590,72,0,0,0,1663,111,9,0,0,0,122,24,3,0,0,0,28,1725,85,0,0,3,1810
127011594,2382,447,4,0,4,2840,278,107,0,0,0,385,92,17,0,0,0,110,2752,572,4,0,4,3338
127011595,2545,354,3,0,3,2911,218,47,0,0,0,267,75,13,0,0,0,92,2840,411,3,0,8,3265
127011596,2603,139,0,3,3,2745,224,29,0,0,3,258,88,10,0,0,4,102,2916,177,0,4,5,3108
127011597,3302,242,9,0,12,3574,245,30,4,3,4,286,94,0,0,0,3,99,3640,275,17,3,21,3955
127021509,3200,421,9,7,3,3648,417,153,11,0,3,587,109,24,0,5,0,138,3727,603,17,11,3,4367
127021510,4221,188,28,71,9,4513,562,65,9,10,3,659,124,24,3,8,15,174,4909,277,41,92,25,5346
127021511,2559,1092,1715,22,18,5398,560,338,721,5,6,1632,119,60,104,3,0,290,3233,1484,2540,25,29,7318
127021512,3256,333,44,18,13,3663,821,134,35,8,0,989,156,19,8,0,3,183,4233,480,81,25,13,4840
127021513,3035,793,590,63,21,4512,645,212,281,32,12,1180,128,38,33,3,6,210,3810,1050,910,95,43,5903
127021514,2080,202,9,0,8,2301,294,36,3,0,0,332,60,3,0,0,0,69,2434,238,14,0,11,2696
127021515,1658,588,1846,14,13,4114,418,141,667,7,10,1236,85,26,98,0,13,222,2160,754,2601,24,29,5577
127021516,3223,838,127,39,26,4257,667,141,72,18,12,913,141,35,14,10,9,207,4030,1018,213,68,45,5371
127021517,1695,200,16,0,3,1918,290,32,20,0,3,339,52,6,0,0,0,57,2032,238,42,0,10,2319
127021518,929,0,5,3,6,944,180,0,0,0,0,184,33,0,0,0,0,33,1141,0,5,3,11,1162
127021519,3567,432,139,37,18,4186,798,103,171,42,13,1127,134,24,18,7,5,179,4493,551,331,82,29,5489
127021520,2244,244,13,0,4,2510,380,40,3,0,0,421,78,0,0,0,0,84,2710,286,11,0,10,3014
127021521,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
127031522,2856,830,34,0,10,3735,400,242,30,0,0,677,104,54,3,0,0,166,3355,1125,71,0,16,4575
127031523,4304,578,184,3,6,5076,491,83,41,0,3,619,104,21,3,0,5,140,4896,689,226,6,13,5831
127031524,4890,617,46,28,0,5581,295,73,38,3,0,413,82,15,6,0,0,106,5269,709,93,36,0,6100
127031598,1937,689,3717,15,17,6370,508,205,967,3,14,1687,117,55,189,0,4,363,2556,940,4870,19,35,8419
127031599,1943,452,116,0,11,2531,528,158,156,0,6,855,121,28,23,0,0,177,2595,643,303,0,20,3563
127031600,3941,142,0,5,17,4101,354,10,0,0,0,371,116,4,0,0,0,117,4404,158,0,5,17,4586
127031601,349,61,1073,3,0,1480,128,53,351,0,0,533,27,6,55,0,0,91,496,126,1482,4,0,2104
128011529,3804,773,733,15,13,5336,305,106,144,4,3,564,82,13,9,0,0,103,4189,890,895,21,16,6003
128011530,3016,867,1571,39,18,5514,378,220,313,23,0,937,72,34,51,6,3,166,3461,1122,1939,67,19,6615
128011531,3196,926,588,15,10,4738,338,150,219,4,0,710,63,29,33,0,3,126,3596,1108,837,22,8,5570
128011602,1248,1054,1571,0,5,3884,165,203,357,0,0,735,27,42,60,0,0,128,1445,1299,1991,3,12,4747
128011603,2916,645,7,3,10,3573,245,110,4,0,0,362,52,27,3,0,0,86,3219,777,18,3,11,4024
128011604,2968,403,4754,75,22,8219,290,47,731,9,9,1083,75,10,130,5,6,225,3333,460,5615,88,34,9527
128011605,861,48,0,0,0,908,37,7,0,0,0,46,6,0,0,0,0,9,909,58,3,0,0,967
128011606,1698,365,230,5,0,2296,127,51,47,0,0,231,32,14,7,0,0,57,1857,429,282,4,3,2583
128021533,1539,191,111,21,6,1876,132,32,80,28,0,272,21,9,16,3,0,55,1696,232,208,55,13,2203
128021534,2785,104,51,3,0,2941,149,11,8,0,0,162,45,3,0,0,4,53,2974,114,56,3,5,3158
128021535,5055,954,59,14,6,6086,261,86,33,17,0,396,77,18,3,0,3,99,5398,1058,90,37,6,6586
128021536,5024,859,319,22,7,6230,355,135,109,7,0,605,92,14,14,0,3,121,5463,1013,436,24,16,6957
128021537,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
128021538,2855,1003,3083,14,13,6969,319,171,475,0,6,970,64,27,96,4,0,197,3243,1198,3664,13,19,8135
128021607,4157,334,553,16,9,5060,329,74,94,0,0,502,63,7,8,3,4,84,4542,418,656,18,13,5645
128021608,1999,159,10,3,0,2170,134,28,8,0,0,162,28,3,0,0,0,32,2154,187,21,3,0,2365
128021609,1004,15,5,4,12,1045,27,0,0,0,0,25,15,0,0,0,0,20,1044,19,5,4,21,1087
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,3114,165,149,0,20,3448,291,23,63,0,3,382,49,4,7,0,3,65,3456,187,224,3,23,3886
201011002,3090,592,209,14,16,3931,425,121,66,0,10,613,67,15,15,0,3,101,3587,734,292,14,28,4654
201011003,6401,748,81,54,29,7307,1121,261,36,12,8,1439,183,46,3,0,7,241,7707,1047,118,68,54,8992
201011004,5564,1763,194,12,24,7555,1290,626,75,3,5,2003,209,76,16,0,14,306,7067,2460,282,15,45,9868
201011005,1965,39,10,0,3,2020,195,8,8,0,0,210,45,0,0,0,0,44,2198,48,19,0,7,2281
201011006,1868,180,6,0,8,2061,303,44,6,0,0,351,55,3,0,0,0,57,2228,223,12,0,8,2472
201011007,1091,0,0,4,3,1097,123,0,0,0,0,121,26,0,0,0,0,29,1239,0,0,3,6,1246
201011008,3628,376,141,6,9,4145,985,249,90,0,0,1328,146,30,17,0,0,197,4758,652,243,6,8,5667
201021009,1622,8,29,6,5,1666,329,5,21,0,3,354,38,0,9,7,0,55,1982,20,49,12,9,2079
201021010,1952,15,6,246,30,2255,476,28,3,59,14,578,61,30,3,9,3,102,2482,69,13,313,45,2933
201021011,2711,39,19,29,30,2832,609,13,18,13,14,662,104,0,3,3,13,122,3421,48,41,52,57,3612
201021012,1580,0,6,4,7,1598,310,0,0,0,3,318,43,0,4,0,3,50,1931,0,7,3,17,1964
201031013,917,0,0,5,6,930,379,0,0,9,0,388,43,0,0,0,0,48,1338,0,0,13,6,1365
201031014,1106,0,0,28,4,1142,335,0,13,27,0,381,36,0,3,0,3,40,1474,0,16,54,10,1561
201031015,1317,0,0,11,0,1326,259,0,0,0,0,261,40,0,0,0,0,40,1617,0,0,14,5,1632
201031016,2031,143,21,23,9,2229,828,131,21,18,3,1007,115,18,7,3,0,139,2977,292,45,47,13,3374
201031017,1484,15,10,33,4,1550,493,14,17,14,6,553,56,0,3,4,0,65,2038,28,35,57,8,2164
202011018,3850,451,143,16,12,4468,965,192,39,3,10,1207,145,48,18,0,3,209,4960,682,199,16,23,5885
202011019,3217,116,27,9,18,3387,896,131,15,0,8,1051,126,11,3,0,0,145,4240,262,42,6,30,4577
202011020,3600,632,35,5,5,4282,644,264,14,0,4,926,94,37,0,0,0,134,4336,934,52,5,12,5340
202011021,2528,422,11,0,5,2961,390,170,10,0,3,570,73,23,0,0,0,91,2989,613,21,0,7,3630
202011022,5462,348,114,38,24,5982,1221,203,75,34,7,1534,177,34,11,11,3,239,6868,588,203,78,31,7758
202011023,1380,0,3,5,9,1395,101,0,0,3,0,109,27,0,0,0,0,25,1512,0,4,7,4,1528
202011024,2490,4,3,8,9,2514,154,0,3,14,0,163,45,0,0,0,0,46,2686,6,4,22,9,2729
202011025,3395,64,3,12,11,3483,478,42,4,7,0,532,85,6,5,0,6,104,3958,114,17,19,12,4118
202021026,2065,3,5,10,31,2120,197,0,0,3,4,203,38,0,0,0,0,38,2296,3,4,20,37,2356
202021027,3016,135,21,10,27,3199,674,101,10,3,3,785,101,13,3,0,3,126,3788,247,30,11,32,4115
202021028,2657,14,11,20,23,2725,547,4,16,14,4,584,60,0,0,0,0,66,3265,19,27,33,29,3373
202021029,1306,0,12,16,13,1344,361,3,8,8,9,383,88,0,0,0,3,93,1748,7,16,31,18,1826
202021030,2696,85,42,31,8,2865,473,61,30,6,0,569,80,7,3,0,11,102,3251,155,74,38,23,3532
202021031,2034,45,8,3,15,2102,204,20,0,3,0,234,42,5,0,0,0,44,2287,69,9,4,17,2377
202031032,1174,5,0,17,8,1203,320,0,4,8,0,336,49,3,0,3,0,55,1544,6,3,30,5,1593
202031033,1810,4,14,32,21,1891,706,6,25,24,4,770,97,0,7,3,5,119,2619,11,50,63,33,2775
203011034,1741,0,3,7,0,1751,169,0,0,0,0,168,33,0,0,0,0,34,1944,3,3,8,3,1956
203011035,1942,12,10,3,3,1976,311,3,9,0,3,326,42,0,0,0,0,43,2295,14,19,6,10,2339
203011036,1641,3,3,6,14,1662,276,0,4,0,0,279,51,0,0,0,0,50,1963,3,8,13,13,1994
203021037,3589,797,43,83,13,4535,701,265,16,76,0,1061,103,32,0,9,4,141,4390,1090,64,174,14,5733
203021038,6204,441,119,57,25,6837,2063,380,56,0,7,2504,353,58,14,0,3,428,8616,874,188,57,31,9767
203021039,2989,825,365,12,7,4196,589,222,81,4,4,890,82,29,21,0,3,133,3655,1076,461,14,19,5226
203021040,4998,616,643,19,24,6292,963,218,281,0,0,1468,126,38,45,0,0,205,6086,875,968,15,24,7966
203021041,6346,574,39,96,13,7063,757,224,45,4,0,1041,156,33,18,3,0,205,7258,830,100,105,18,8315
203021042,6003,608,19,3,15,6648,528,190,9,0,0,732,111,20,0,0,0,137,6646,823,22,3,21,7515
203021043,4561,396,21,3,8,4992,583,93,3,0,4,685,117,17,0,0,3,140,5268,501,27,3,16,5814
203021044,3742,200,0,14,4,3963,427,91,0,20,0,547,65,12,0,0,0,79,4230,310,4,42,8,4588
203021045,3876,458,26,30,8,4397,1093,203,10,18,3,1322,158,19,0,10,0,182,5121,675,32,54,16,5900
203021046,2553,608,86,6,10,3268,291,153,12,0,0,457,63,18,3,0,0,80,2906,780,101,6,14,3805
203021047,3453,463,162,29,7,4118,1093,157,82,15,8,1362,135,26,8,0,3,172,4678,655,261,44,20,5652
203031048,3999,103,28,4,18,4154,642,80,17,0,3,744,107,5,4,0,0,118,4751,196,52,6,20,5023
203031049,1497,35,51,13,15,1607,196,10,19,6,0,232,42,0,0,0,0,42,1737,39,70,22,23,1889
203031050,6701,467,44,17,26,7257,637,115,10,3,0,769,123,17,4,3,5,153,7457,605,56,26,33,8174
203031051,2133,127,71,3,8,2346,568,42,35,0,0,655,96,4,7,0,7,115,2804,178,110,7,23,3116
203031052,1261,93,26,14,9,1396,174,16,12,0,0,208,26,4,0,0,0,31,1465,110,35,19,14,1638
203031053,5087,456,36,8,9,5589,407,72,16,0,3,501,97,12,0,0,0,115,5588,541,46,6,16,6204
204011054,1743,51,8,50,28,1880,445,40,8,20,8,522,78,25,3,44,3,148,2265,113,25,110,36,2549
204011055,1842,39,25,13,8,1929,493,48,20,15,0,575,75,10,7,3,0,92,2414,98,49,31,15,2599
204011056,3669,181,52,26,14,3947,641,72,44,17,5,780,100,11,8,0,4,117,4408,268,107,38,20,4845
204011057,2438,33,19,20,15,2523,534,21,12,9,9,575,118,0,5,4,4,132,3088,48,37,35,30,3233
204011058,1091,10,23,17,12,1148,316,13,24,16,0,368,51,3,3,0,3,59,1458,25,45,37,12,1578
204011059,1618,15,95,20,8,1746,467,14,102,6,0,591,79,4,16,4,0,100,2164,34,215,28,10,2441
204011060,1134,11,0,3,9,1158,169,3,0,0,0,175,27,0,0,0,0,28,1330,14,0,5,14,1360
204011061,55,0,0,0,0,55,25,0,0,0,0,25,0,0,0,0,0,4,82,0,0,0,0,84
204011062,1021,8,14,11,9,1065,268,6,13,16,0,302,48,0,3,0,0,49,1339,15,26,27,9,1419
204021063,2874,38,194,11,25,3147,842,21,157,7,4,1027,114,5,24,3,0,152,3833,61,373,27,29,4325
204021064,1016,0,0,7,7,1035,230,0,0,3,0,237,20,0,0,0,0,20,1267,0,0,13,7,1291
204021065,1075,13,69,8,3,1170,262,10,41,0,0,317,25,0,9,0,0,32,1363,21,125,12,6,1521
204021066,4875,591,33,17,11,5523,1235,410,27,11,3,1683,220,58,4,3,3,289,6335,1054,64,28,20,7495
204021067,2719,8,8,27,13,2778,602,0,6,19,0,632,73,0,0,3,0,73,3394,8,19,43,16,3482
204031068,1263,30,42,4,22,1355,228,20,27,3,0,272,33,0,3,0,0,38,1516,46,69,8,18,1664
204031069,2213,69,115,13,46,2454,431,16,40,0,11,503,77,4,8,0,3,90,2717,95,160,16,57,3046
204031070,895,3,13,12,9,930,165,0,11,11,4,190,28,0,3,0,0,32,1086,5,23,19,14,1152
204031071,1292,26,0,14,10,1343,396,30,0,6,3,441,60,7,0,0,0,67,1745,65,3,15,15,1847
204031072,1681,10,3,11,9,1718,493,6,7,9,4,519,69,4,4,3,0,81,2248,24,12,24,15,2317
204031073,4099,273,135,14,12,4524,571,116,86,7,0,785,75,15,12,3,0,105,4744,410,228,18,12,5419
204031074,6274,682,58,14,58,7078,1108,343,36,5,8,1502,193,57,6,0,3,263,7572,1078,97,26,66,8846
204031075,1304,3,7,11,6,1333,187,19,0,7,0,214,35,0,0,0,0,35,1531,24,6,21,6,1582
205011076,4342,161,116,43,18,4678,777,71,85,43,0,982,126,9,4,3,0,146,5238,239,213,95,21,5807
205011077,1689,14,9,15,17,1739,342,0,4,9,3,360,66,0,0,0,5,72,2096,13,14,19,30,2172
205011078,2195,34,21,0,4,2251,418,36,16,0,0,466,59,5,5,3,0,76,2675,66,44,3,8,2797
205011079,5096,177,307,21,18,5614,738,135,182,16,3,1071,146,17,22,3,3,183,5970,330,510,35,24,6872
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,3902,160,65,14,19,4148,996,145,47,8,3,1201,163,21,3,4,52,237,5058,319,107,24,77,5587
205021082,2104,19,3,42,21,2189,563,6,3,46,10,632,69,0,0,4,6,72,2735,25,8,93,33,2894
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,2727,66,40,58,39,2937,710,44,27,36,6,826,111,8,3,9,10,146,3551,122,74,103,61,3908
205021085,1721,20,22,21,24,1800,686,16,30,10,9,753,83,4,9,3,0,103,2490,35,60,32,35,2648
205021086,1903,102,44,23,8,2076,356,47,13,16,0,432,55,7,4,0,0,64,2306,150,64,41,13,2577
205031087,2548,28,28,19,18,2645,638,16,25,20,0,710,103,0,0,4,0,111,3290,45,55,48,19,3463
205031088,35,0,0,3,0,41,11,0,0,3,0,12,0,0,0,3,0,3,48,0,0,8,0,55
205031089,2560,52,12,13,14,2651,540,50,5,4,5,607,74,9,0,0,3,87,3169,111,15,24,18,3338
205031090,3046,65,90,8,13,3220,617,25,86,0,7,734,101,4,10,0,0,115,3767,92,184,11,17,4066
205031091,3039,188,66,10,23,3325,503,100,25,3,3,642,104,21,5,0,0,131,3646,316,97,16,22,4099
205031092,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
205031093,6426,236,53,77,32,6829,1652,153,36,77,0,1915,230,13,9,4,5,263,8312,404,97,160,41,9013
205041094,3370,17,30,6,7,3430,490,8,22,0,0,523,91,0,3,0,17,118,3956,23,59,12,30,4070
205041095,4322,404,119,8,8,4870,1161,351,130,17,3,1649,185,56,16,0,0,256,5665,806,267,29,13,6781
205041096,3491,161,242,5,14,3910,1141,174,174,0,0,1487,161,12,37,0,0,219,4786,346,454,6,16,5613
205041097,7354,350,420,47,20,8185,1190,160,226,12,10,1596,203,26,35,7,13,284,8743,536,677,61,41,10058
205041098,1344,0,0,0,4,1353,240,0,0,0,0,242,40,0,0,0,0,35,1621,0,0,3,7,1632
205051099,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
205051100,1264,0,0,8,3,1275,281,0,0,7,0,291,52,0,0,0,0,54,1599,0,4,11,9,1621
205051101,3950,13,24,20,25,4044,939,12,29,12,4,1003,124,3,3,0,0,130,5020,27,56,37,33,5174
205051102,1141,0,0,12,14,1159,229,0,0,0,0,229,39,0,0,0,0,39,1405,0,0,8,14,1426
205051103,3912,256,208,28,9,4412,741,186,101,15,5,1046,125,31,13,0,0,170,4784,471,320,43,10,5624
205051104,1520,23,6,25,7,1576,481,19,6,22,0,532,54,3,4,4,0,62,2050,45,15,56,6,2174
206011105,3118,2769,3141,82,41,9154,546,264,298,9,4,1120,102,76,94,3,5,281,3767,3105,3539,94,54,10560
206011106,1077,1428,1655,28,13,4205,239,104,123,0,0,462,32,37,31,5,4,104,1348,1566,1802,37,18,4776
206011107,1876,1021,1873,30,17,4816,364,102,304,7,3,779,57,27,68,0,3,151,2302,1150,2235,40,17,5745
206011108,5034,2095,772,16,39,7952,1041,281,98,3,7,1428,144,56,22,0,3,226,6226,2438,891,17,48,9610
206011109,2369,271,151,3,9,2808,424,35,30,0,10,498,57,6,4,0,0,63,2854,306,188,6,19,3371
206021110,1552,682,716,11,9,2966,209,77,111,0,0,397,42,20,19,0,3,85,1800,775,847,11,20,3450
206021111,3797,2548,1687,59,26,8121,626,245,237,8,3,1123,106,42,55,0,0,201,4525,2843,1975,72,29,9446
206021112,3173,1352,1509,33,30,6092,601,187,305,3,3,1096,104,29,62,0,4,198,3872,1565,1875,42,35,7385
206031113,2197,1212,1316,21,19,4760,264,119,391,3,0,773,44,26,91,0,3,160,2499,1352,1802,21,27,5702
206031114,4498,1651,2652,20,24,8848,532,205,486,4,0,1229,100,42,97,0,9,243,5131,1897,3234,20,34,10316
206031115,715,691,1850,29,10,3294,75,93,455,0,3,627,19,16,124,0,0,159,814,803,2421,31,9,4083
206031116,2529,862,1148,22,22,4584,361,82,290,3,3,742,62,27,59,0,4,157,2955,974,1494,24,32,5482
206041117,81,1069,5919,29,40,7139,8,64,752,0,3,820,7,47,253,3,10,315,87,1179,6918,30,49,8273
206041118,3,103,4197,5,12,4320,0,0,233,0,0,239,0,5,104,0,3,112,3,105,4538,5,18,4673
206041119,147,378,1491,3,6,2016,5,19,102,0,0,124,5,3,21,0,0,28,155,394,1616,3,6,2173
206041120,0,0,19,0,0,21,0,0,3,0,0,3,0,0,0,0,0,0,0,0,20,0,0,22
206041121,554,2134,1197,11,10,3906,52,183,238,0,0,476,18,43,42,0,0,108,624,2363,1482,10,11,4491
206041122,27,24,14333,9,187,14573,0,3,1098,15,9,1127,4,0,517,42,19,585,28,23,15951,62,218,16284
206041123,379,1886,4746,22,38,7067,59,158,570,0,8,797,17,45,180,0,7,252,456,2092,5493,24,49,8118
206041124,95,591,1112,4,18,1825,0,25,79,0,0,104,3,24,25,0,9,63,102,639,1226,4,22,1997
206041125,161,288,2013,3,7,2474,7,8,162,0,0,179,4,8,60,0,4,79,178,304,2234,4,12,2730
206041126,11,140,7528,11,3,7693,0,3,378,0,0,381,0,3,173,0,0,180,14,148,8075,9,3,8251
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,606,2227,2912,18,21,5781,67,198,279,0,3,545,10,46,103,0,0,156,682,2471,3289,15,25,6481
206051129,844,909,4393,3,24,6168,60,58,452,0,0,569,17,25,122,0,4,171,930,985,4964,3,29,6910
206051130,308,2667,3154,6,10,6153,34,346,346,3,4,735,4,84,88,0,4,184,348,3097,3586,12,20,7072
206051131,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
206051132,229,1657,2491,41,23,4441,36,180,384,0,0,606,8,30,93,3,0,134,271,1869,2971,42,22,5178
206051133,616,1212,8299,305,47,10480,42,100,1106,23,3,1274,19,38,282,8,6,357,676,1345,9693,334,56,12110
206051134,940,916,4513,65,20,6448,103,62,569,8,0,740,23,12,123,0,8,166,1071,987,5198,72,30,7354
206061135,985,688,1678,18,10,3380,77,58,232,3,0,364,17,8,44,0,0,74,1082,754,1950,17,17,3815
206061136,877,2254,4584,36,40,7783,128,208,613,0,3,949,29,59,152,5,4,244,1030,2519,5350,36,47,8983
206061137,624,1316,6932,13,21,8901,46,75,752,0,0,878,18,37,196,0,3,245,684,1426,7880,13,22,10028
206061138,1535,1002,2370,0,7,4917,77,71,248,0,0,397,44,34,101,0,0,181,1660,1107,2723,0,7,5492
206071139,399,847,1940,16,18,3220,54,71,128,3,0,253,11,22,51,0,0,78,462,933,2117,22,24,3556
206071140,258,2107,692,34,13,3104,22,155,87,3,3,271,10,51,26,3,0,89,292,2309,804,42,14,3460
206071141,404,574,2140,42,8,3168,80,43,293,0,3,422,17,28,88,0,3,142,501,645,2528,46,13,3729
206071142,542,1103,1858,25,22,3547,34,57,353,0,0,439,11,28,98,0,4,138,584,1182,2302,23,28,4129
206071143,630,2274,1447,24,22,4401,115,187,223,0,0,521,23,67,67,3,0,161,768,2530,1727,31,28,5085
206071144,1423,4525,5357,45,59,11408,183,368,856,8,5,1424,37,117,186,3,5,343,1651,5007,6401,52,73,13179
206071145,907,1410,776,3,10,3108,54,85,91,0,0,230,15,33,27,0,0,69,976,1527,891,7,16,3415
207011146,1797,442,42,15,8,2310,165,65,18,0,0,248,17,7,0,0,0,31,1978,521,64,16,6,2591
207011147,3200,1270,549,16,15,5046,242,187,102,0,3,531,79,29,21,0,0,130,3521,1487,666,16,13,5700
207011148,4977,744,93,18,10,5840,518,83,13,3,0,619,121,7,3,0,3,134,5616,837,111,19,13,6594
207011149,4211,1460,1016,24,24,6743,260,115,102,0,3,488,77,27,23,0,0,128,4547,1605,1147,24,26,7353
207011150,3708,1021,424,8,15,5183,229,89,29,0,0,350,62,18,7,0,0,88,3999,1131,459,8,18,5619
207011151,2113,1424,5016,34,33,8617,107,115,418,0,5,640,37,32,140,0,3,203,2254,1567,5566,34,44,9470
207011152,1874,1062,2452,16,21,5433,113,61,228,0,6,418,31,28,156,0,0,215,2021,1153,2835,17,29,6059
207011153,4110,1970,1821,20,22,7943,279,163,154,0,5,612,74,37,51,3,0,165,4464,2169,2027,22,28,8715
207011154,1322,451,217,0,4,1992,136,44,28,0,0,215,23,3,4,0,0,29,1483,502,248,0,4,2240
207011155,3427,1154,428,23,16,5052,195,129,59,4,0,383,44,19,10,0,3,83,3672,1301,502,25,15,5511
207021156,2541,436,230,3,9,3220,602,44,38,0,0,690,75,8,3,0,0,85,3223,486,272,3,4,3992
207021157,4269,1241,1051,3,10,6583,758,136,149,0,4,1046,102,49,35,0,3,189,5138,1421,1235,3,15,7817
207021159,3940,826,109,0,7,4887,288,145,17,0,0,446,85,26,3,0,5,117,4310,992,129,0,10,5447
207021160,3315,717,33,3,0,4067,433,79,10,0,3,520,92,17,5,0,24,143,3843,808,43,7,30,4736
207021424,3726,409,116,0,8,4258,263,56,16,0,0,336,64,29,8,0,44,149,4052,500,139,0,54,4741
207021425,2196,1536,605,0,15,4353,346,187,98,0,0,634,47,40,22,0,3,119,2591,1761,728,0,23,5103
207031161,5042,1324,313,4,10,6699,576,176,32,0,0,783,93,22,6,0,0,126,5712,1525,351,4,13,7612
