SA2_MAINCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
215011389,0,0,4,7,6,19,53,42,25,153,0,0,0,0,0,0,0,0,0,4,14,7,17,21,31,38,24,31,29,211,93,130,283,402,528,572,364,172,79,2622
215011390,3,0,24,24,33,56,139,191,150,617,0,6,4,7,15,10,4,5,0,49,16,18,41,42,76,92,95,69,60,510,121,291,606,636,967,1118,903,562,333,5532
215011391,0,0,5,12,19,27,83,61,50,274,0,0,0,0,3,3,9,0,0,15,3,3,17,11,37,49,67,46,25,257,54,125,272,295,478,573,540,271,126,2741
215011392,6,11,22,22,40,74,139,131,93,542,0,3,12,7,18,13,4,3,0,71,37,39,71,73,118,112,119,115,46,729,192,385,795,873,1162,1258,1058,580,273,6576
215011393,0,0,4,3,10,24,51,49,28,173,0,0,0,3,0,3,0,0,0,8,4,3,10,14,28,33,46,41,28,215,52,106,231,253,417,432,388,235,85,2203
215011394,9,4,11,17,41,70,152,133,94,521,0,0,0,3,12,6,0,3,0,26,22,24,55,51,76,91,130,89,127,664,118,274,561,557,927,1085,922,569,332,5336
215021395,0,0,3,13,23,43,110,112,51,365,0,0,3,0,0,3,3,15,5,34,38,24,44,67,89,87,66,61,18,491,222,342,635,820,1072,936,660,345,112,5141
215021396,0,7,9,11,25,47,87,70,44,294,0,3,0,3,4,3,5,5,0,26,26,16,40,39,59,93,74,47,16,416,138,254,454,521,724,685,505,266,138,3674
215021398,0,0,7,7,10,40,74,59,51,256,0,0,0,3,0,0,0,0,0,4,17,17,37,31,59,79,44,29,15,334,63,168,318,417,517,688,435,194,124,2931
215021399,6,8,15,17,25,57,105,94,58,383,0,0,3,6,5,4,4,11,4,35,29,27,65,65,105,112,111,81,44,629,174,282,667,645,820,870,575,313,155,4511
215021469,21,35,67,73,104,165,281,272,153,1177,4,14,27,34,44,36,37,18,5,213,105,148,299,191,233,272,284,234,153,1920,537,1262,2595,2079,2100,2181,1795,1062,478,14088
215021470,4,10,41,41,72,140,274,284,148,1021,3,3,20,22,27,24,25,30,5,158,52,70,165,119,170,165,218,188,117,1252,391,833,1856,1678,1842,1754,1511,972,416,11257
215031400,7,8,3,12,22,39,125,147,104,469,3,0,0,0,3,0,0,0,3,11,14,13,54,42,81,133,121,112,83,659,88,193,468,549,857,1035,827,583,336,4943
215031401,3,6,14,16,25,70,145,143,78,498,0,0,0,0,0,0,0,0,0,11,20,34,40,31,86,103,130,93,26,558,141,270,497,638,924,1071,1031,551,187,5315
215031402,3,0,6,11,10,26,65,125,80,326,0,0,0,6,7,0,5,3,0,17,11,16,33,34,33,59,77,77,38,369,77,175,358,356,490,545,515,430,197,3135
215031403,0,6,9,14,32,58,57,41,17,221,0,3,11,14,12,10,3,16,6,65,26,42,87,54,91,90,56,38,24,502,70,205,501,359,408,469,285,139,64,2504
215031404,0,7,33,26,29,65,159,212,152,696,3,6,13,33,31,18,11,25,8,148,81,81,152,137,165,168,185,160,89,1211,301,673,1414,1256,1320,1255,1049,792,385,8448
215031405,0,0,14,17,28,54,116,82,33,346,0,0,7,0,4,8,5,8,7,33,48,35,107,105,162,159,122,67,35,837,160,306,588,680,978,1036,714,346,116,4934
216011406,7,10,30,23,45,113,220,207,125,792,0,3,9,3,5,7,5,6,0,41,43,63,131,121,158,183,212,211,154,1273,386,726,1542,1620,1902,1977,1727,1059,460,11407
216011407,7,15,26,21,36,91,208,202,153,757,0,0,3,0,0,4,11,5,3,31,52,36,85,101,115,131,180,158,98,953,272,515,1098,1163,1415,1477,1349,785,399,8472
216011408,3,3,3,6,14,35,44,46,22,176,0,0,0,0,0,0,0,0,0,0,21,13,22,51,74,60,35,42,12,323,112,164,295,438,624,614,375,201,52,2882
216011409,0,0,7,5,20,33,77,82,55,278,0,0,4,0,3,0,0,3,0,9,19,8,27,16,50,71,49,55,39,332,92,186,311,352,543,584,496,360,148,3078
216011410,0,4,9,15,19,37,102,95,41,324,0,3,0,0,0,0,0,3,0,8,12,12,17,41,49,82,88,67,16,381,97,162,294,379,585,726,617,343,102,3304
216021411,4,6,18,12,33,51,176,148,82,534,0,3,9,5,6,11,4,17,3,62,19,25,72,51,71,106,137,112,44,633,156,307,637,650,762,809,921,587,216,5048
216021412,4,0,0,3,11,23,53,28,15,136,0,0,0,0,4,0,0,0,0,3,13,10,20,27,27,64,49,25,3,236,72,125,220,235,415,475,351,134,41,2061
216021413,4,10,25,32,44,102,212,197,112,739,4,0,0,0,7,3,3,4,0,30,40,44,69,94,142,189,182,144,74,973,324,612,1168,1261,1695,1850,1452,839,309,9513
216021414,3,4,12,16,16,54,154,165,98,526,0,0,3,0,0,0,4,0,3,13,40,29,72,83,97,129,181,169,114,920,187,329,668,764,894,1091,1235,818,363,6357
216031415,12,10,26,30,43,70,172,140,73,578,0,3,4,6,7,8,14,9,3,51,40,29,79,59,108,142,161,99,35,753,227,457,912,945,959,1078,939,508,188,6210
216031416,12,20,59,77,73,146,204,228,150,963,5,3,27,34,28,22,26,23,17,182,78,94,229,208,221,209,219,182,131,1585,496,1059,2462,2314,2507,2191,1562,957,480,14030
216031417,16,32,107,117,123,163,352,366,171,1448,3,30,90,116,88,48,40,43,26,484,112,100,290,276,283,277,295,241,122,1997,606,1397,3047,2756,2938,2574,2164,1283,542,17313
216031418,0,4,3,7,7,19,60,35,18,153,0,0,0,0,0,0,3,3,0,11,19,13,20,28,66,43,46,15,4,247,121,168,317,470,632,581,406,144,37,2880
216031419,3,12,23,30,36,101,177,177,85,636,0,0,0,0,8,10,12,14,10,45,70,55,187,183,158,170,162,105,62,1158,270,458,1083,1253,1486,1452,1061,587,236,7893
217011420,7,3,10,14,44,72,187,152,93,587,3,0,0,3,4,0,0,9,0,16,35,31,59,72,132,147,165,107,44,786,209,334,626,888,1416,1502,1240,617,214,7054
217011421,12,16,10,19,29,58,176,185,113,623,0,0,4,8,7,5,3,3,3,33,33,32,64,60,87,111,130,149,100,760,274,561,988,1011,1277,1381,1257,773,406,7929
217011422,4,9,24,30,45,104,167,199,156,744,0,0,3,7,9,3,3,3,3,29,54,68,83,103,141,154,155,127,61,943,297,572,1031,1249,1542,1667,1209,704,333,8602
217011423,3,4,7,11,27,41,76,93,73,329,0,0,0,0,0,3,0,3,0,9,21,12,33,47,76,98,91,52,35,463,113,179,483,642,920,1048,779,362,178,4712
217031471,0,6,9,15,3,26,69,90,49,271,0,0,0,0,3,0,3,0,0,4,4,11,23,24,48,44,72,72,26,335,63,147,302,347,436,491,546,344,133,2811
217031472,8,8,26,48,40,79,227,259,184,877,0,5,8,15,29,41,19,3,3,133,37,55,113,82,119,146,194,165,100,1021,296,744,1432,1318,1515,1603,1318,914,460,9602
217031473,3,0,8,19,22,31,90,52,28,248,0,0,0,3,3,0,0,0,0,8,18,11,30,43,57,67,71,48,17,376,134,203,467,599,811,815,702,275,62,4078
217031474,0,3,6,14,20,40,105,103,63,357,0,0,3,0,5,4,3,0,0,19,25,18,35,49,76,105,120,82,43,553,132,242,416,531,749,864,701,410,178,4229
217031475,7,3,8,3,20,47,110,133,57,386,0,0,0,3,0,0,5,3,0,10,27,32,58,64,104,100,69,66,33,551,194,350,641,770,1120,1033,739,438,159,5444
217031476,0,0,4,7,7,23,48,46,11,152,0,0,0,0,0,0,3,0,0,3,25,19,29,30,57,82,55,37,6,344,67,133,296,352,499,731,538,215,66,2901
217041477,3,0,13,16,17,59,86,83,53,323,0,0,0,0,0,3,7,3,0,19,39,32,50,65,91,98,81,54,39,542,175,304,654,765,964,1006,650,324,135,4972
217041478,3,4,12,11,25,49,140,117,80,436,0,0,3,5,6,3,0,0,0,14,32,38,67,96,116,124,121,91,65,744,196,379,834,1164,1361,1420,1131,520,231,7233
217041479,8,9,32,32,45,121,284,299,163,987,0,3,14,6,9,10,7,0,0,48,82,83,161,175,210,217,231,204,98,1461,578,1377,2547,2500,2793,2577,2045,1165,446,16035
217041480,3,15,25,21,23,73,162,180,177,677,3,4,12,8,4,4,7,0,0,43,68,77,119,126,170,166,207,198,133,1259,381,858,1557,1473,1720,1727,1389,839,534,10470
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,5,0,0,0,25
299999499,17,20,42,33,28,30,38,13,11,228,8,3,13,5,16,11,9,3,3,83,79,221,493,492,336,219,111,39,9,2000,278,897,1841,1288,975,816,482,121,38,6740
301011001,8,10,16,24,38,76,174,125,82,541,0,0,3,0,10,8,11,4,4,40,22,43,106,94,97,107,84,73,51,681,528,1050,2215,2247,2214,2190,1264,559,274,12534
301011002,0,0,0,4,10,18,73,70,29,211,0,0,0,0,3,0,3,3,4,17,16,21,26,40,42,67,35,30,6,284,271,476,725,949,1179,1015,563,290,80,5548
301011003,7,3,7,14,23,49,169,132,57,460,0,0,3,7,3,6,3,5,3,27,17,32,58,89,85,88,76,161,218,824,456,892,1608,1953,2142,1901,1461,732,412,11562
301011004,5,8,20,18,50,85,233,156,115,681,0,6,9,6,0,14,10,3,4,51,32,33,71,77,84,103,109,63,34,616,562,1200,2448,2246,2397,2310,1604,689,276,13732
301011005,0,0,8,3,8,13,71,34,10,151,0,0,0,0,0,0,0,0,0,3,4,11,27,30,37,42,34,28,10,209,106,203,506,522,483,556,384,171,49,2979
301011006,0,0,0,8,13,28,120,83,53,311,0,0,0,3,0,5,0,0,0,20,11,22,46,45,70,72,55,28,17,366,421,707,1036,1468,1956,1618,1051,418,177,8845
301021007,4,3,3,23,20,47,187,176,103,567,0,0,0,3,4,7,6,5,4,23,26,32,72,65,98,167,166,217,154,991,457,756,1273,1520,2075,2339,2048,1229,544,12237
301021008,0,0,3,9,10,9,37,51,47,160,0,0,0,0,0,3,0,0,0,6,15,3,18,15,31,51,43,34,17,228,202,291,433,656,898,843,639,398,200,4565
301021009,3,4,7,16,27,52,174,113,54,453,0,0,3,0,3,8,5,0,3,25,56,44,88,155,114,101,105,81,41,787,532,802,1710,2185,2289,1814,1464,606,189,11584
301021011,3,3,6,3,10,19,46,37,10,135,0,0,3,0,0,0,0,3,0,7,14,9,42,50,49,20,28,7,9,228,229,384,1119,1340,1127,788,516,152,35,5683
301021012,0,0,5,10,20,34,131,125,75,397,0,0,0,0,8,4,3,3,0,15,27,33,67,67,99,92,62,58,78,572,531,899,1530,1907,2277,1767,1183,602,288,10974
301021013,3,3,18,15,24,44,174,233,164,680,0,3,0,4,4,0,3,0,3,18,25,32,58,57,112,98,132,141,165,814,495,758,1337,1652,2094,1860,1712,1293,697,11892
301021527,3,3,16,20,39,86,230,117,29,550,0,0,5,4,4,8,5,3,0,30,28,26,57,79,116,158,218,103,25,811,198,255,547,768,1234,1868,2025,707,131,7734
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6
301031015,3,0,8,9,5,19,70,89,59,258,0,0,0,0,4,0,0,3,0,16,26,20,35,40,85,62,44,52,35,406,217,364,655,1003,1280,1029,690,387,201,5827
301031016,0,0,3,12,19,36,170,140,77,465,0,0,3,6,4,4,0,3,0,17,46,28,76,73,95,57,61,63,25,529,397,613,1216,1711,1704,1244,952,550,239,8626
301031017,0,0,3,7,6,12,31,28,17,110,0,0,0,0,3,3,0,4,0,14,14,20,42,40,41,46,29,16,3,240,112,266,709,716,541,451,220,85,34,3140
301031018,3,0,4,7,25,29,125,99,27,316,0,0,0,7,3,0,4,4,3,23,29,34,63,74,73,58,39,31,4,411,293,512,1276,1376,1206,938,759,336,79,6774
301031019,0,0,4,8,3,7,31,25,5,90,0,0,0,0,0,3,0,0,0,5,9,16,43,70,39,36,17,14,3,250,212,383,1052,1811,1292,730,395,139,36,6056
301031020,0,3,6,20,26,51,155,157,110,528,0,0,9,3,4,0,3,3,3,28,40,34,70,91,122,119,99,92,68,741,436,673,1440,1961,2106,1671,1140,679,345,10442
301031021,4,9,16,16,53,60,229,162,119,660,0,3,6,8,5,9,4,6,3,43,30,45,99,130,106,82,100,116,140,854,470,844,1983,2226,1942,1566,1300,688,413,11440
302011022,3,3,0,10,12,25,94,70,29,246,0,0,0,3,3,4,0,0,0,21,19,18,43,41,51,28,33,24,10,267,221,429,1090,1130,959,777,576,238,101,5519
302011023,0,0,4,4,3,21,47,76,43,193,0,0,0,0,5,0,0,0,0,11,14,17,28,33,52,37,45,25,18,269,300,486,668,997,1381,1093,762,375,169,6236
302011024,0,4,3,0,9,23,83,115,91,327,0,0,11,8,11,10,13,6,3,52,3,19,64,51,44,48,62,118,199,615,217,547,1273,1147,1080,994,910,697,476,7347
302011025,0,0,3,5,14,18,75,121,49,285,0,0,0,3,4,0,3,3,4,14,18,30,67,49,40,45,42,40,33,360,233,702,1631,1292,996,820,705,477,187,7053
302011026,0,0,0,6,7,6,43,55,25,139,0,0,0,3,3,0,4,4,7,18,10,41,51,32,41,34,35,17,9,269,244,544,860,1043,1073,935,656,284,71,5711
302021027,0,0,7,11,24,38,128,167,114,494,0,0,0,4,3,7,4,9,8,34,15,32,78,77,94,87,66,87,73,612,325,735,1432,1675,1629,1470,1240,905,437,9853
302021028,4,3,11,22,20,25,97,113,83,381,0,0,8,16,16,12,8,4,3,77,21,56,165,98,84,65,80,140,266,975,213,893,2132,1206,864,819,653,626,537,7942
302021029,3,0,3,3,19,14,55,129,42,260,0,0,0,0,3,5,0,7,4,19,9,19,42,28,40,38,16,28,7,226,194,398,842,825,895,696,495,455,120,4911
302021030,0,0,0,4,5,14,42,57,38,168,0,0,0,0,3,8,3,3,0,10,4,20,31,44,41,20,20,22,14,208,91,252,655,689,544,427,306,246,113,3315
302021031,0,4,11,10,15,27,86,97,98,348,0,3,8,7,3,10,9,7,3,45,25,90,197,120,89,69,54,45,24,724,341,1097,2602,2263,1892,1221,667,410,266,10758
302021032,3,0,8,8,17,33,63,65,53,246,0,0,3,8,9,6,3,3,3,42,20,42,81,54,35,33,35,27,27,358,170,607,1437,958,746,574,410,252,154,5305
302021033,0,0,5,10,11,21,84,115,56,299,0,3,3,10,10,4,3,3,0,42,15,21,61,42,46,47,59,71,66,429,189,433,945,897,925,729,624,488,222,5454
302021034,0,0,6,6,12,16,67,84,79,277,0,0,3,6,0,4,3,3,3,22,15,19,57,68,65,58,42,37,26,383,228,496,1438,1681,1374,1019,588,327,247,7387
302031035,3,3,9,16,31,44,139,132,63,449,0,6,4,0,12,16,6,3,7,57,13,15,56,49,50,43,61,42,19,346,294,578,1380,1205,1162,1074,877,487,162,7215
302031036,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,45,17,14,7,3,0,0,102,5,19,61,26,25,24,15,0,0,175
302031037,0,0,0,0,3,0,14,5,0,23,0,0,0,0,0,0,0,0,0,7,0,9,23,21,23,9,12,6,3,96,12,76,151,134,145,127,70,22,8,742
302031038,0,3,8,5,17,27,55,54,37,204,0,3,9,3,11,8,0,0,0,29,8,35,92,71,58,50,36,17,15,382,153,474,1361,1076,852,682,388,183,92,5258
302031039,3,3,8,16,28,34,128,109,56,381,0,0,8,11,4,8,3,3,0,43,19,32,80,97,85,81,54,68,133,650,276,596,1385,1653,1241,1020,678,412,294,7545
302031040,0,4,10,15,24,43,70,64,42,267,0,0,10,5,4,5,10,5,4,44,25,100,232,123,98,78,65,69,105,882,277,1208,3307,1920,1404,1165,648,356,209,10493
302041041,6,0,12,25,35,73,254,171,64,646,0,0,10,11,16,6,8,9,0,61,55,56,92,104,115,66,74,65,15,630,634,1068,2278,2508,2282,1938,1493,586,148,12936
302041042,0,3,3,15,31,30,150,101,66,410,0,0,0,4,3,9,3,4,0,20,16,16,44,69,97,70,72,66,32,491,234,388,1004,1480,1559,1189,833,455,194,7327
302041043,0,3,3,9,14,27,85,48,31,216,0,0,0,3,3,7,0,4,3,17,12,14,22,37,33,21,34,46,22,243,90,184,429,572,549,438,336,214,100,2921
302041044,0,0,3,10,15,28,78,85,56,275,0,0,0,0,0,3,4,4,0,18,21,19,27,46,80,64,61,131,153,614,192,277,445,953,1179,904,634,459,360,5404
302041045,3,7,13,16,33,52,136,180,97,533,0,3,12,6,13,21,10,20,3,82,19,41,108,110,78,49,63,81,50,605,283,807,2277,1808,1386,1146,875,706,361,9654
302041046,7,8,17,27,45,39,132,121,62,454,0,3,18,17,17,18,7,3,3,86,29,74,140,73,68,84,63,67,38,635,279,805,1888,1219,957,883,622,384,168,7206
303011047,0,0,0,3,8,14,52,87,61,227,0,0,0,0,0,0,3,7,4,17,31,38,110,86,80,65,30,30,26,501,322,730,1573,1962,1626,976,545,304,189,8238
303011048,0,0,0,9,3,16,44,66,51,202,0,0,0,3,0,3,0,3,0,10,16,53,142,80,38,37,42,29,20,453,145,486,1139,970,672,503,287,195,117,4514
303011049,3,3,9,13,7,33,99,134,87,386,0,0,0,0,3,7,3,6,0,32,26,37,99,94,60,71,62,109,124,689,291,774,1961,1668,1301,1065,788,605,411,8862
303011050,0,3,5,10,15,23,56,79,44,235,0,0,4,3,10,4,6,0,0,24,17,29,57,32,44,42,28,21,15,288,211,535,1308,977,796,693,459,227,100,5308
303011051,3,0,3,9,20,46,133,197,102,504,0,4,3,5,9,15,14,13,5,74,25,31,59,81,91,77,82,74,52,577,577,1141,1484,1850,2451,2310,1441,773,355,12374
303021052,0,8,19,17,24,42,57,69,37,266,0,0,3,11,15,9,10,5,4,61,49,107,238,114,98,72,64,44,32,813,384,1526,2909,1714,1296,1005,523,272,133,9765
303021053,0,3,10,8,15,24,72,72,78,280,0,3,8,3,5,7,9,9,0,44,36,83,242,150,127,99,70,67,60,929,400,1377,3556,2462,2026,1495,917,607,330,13167
303021054,0,0,9,11,8,12,31,37,17,119,0,0,4,3,4,9,0,6,3,24,22,42,73,36,48,19,21,23,0,275,187,709,1080,616,588,414,241,134,62,4031
303021055,3,4,8,11,22,26,47,60,38,215,0,4,9,4,7,7,10,10,0,43,23,78,170,78,68,52,53,33,27,580,254,1019,2418,1429,987,749,503,243,131,7741
303021056,0,3,4,5,15,27,58,69,67,261,0,5,3,8,4,8,4,3,7,41,23,27,58,81,43,44,25,37,61,397,232,518,1181,1395,1138,770,465,265,241,6207
303021057,0,3,3,0,9,17,43,74,45,195,0,0,0,0,0,0,0,3,5,11,11,23,62,34,41,30,31,27,15,284,178,503,1088,993,809,623,410,302,146,5060
303021058,0,0,8,3,17,16,39,21,13,128,0,0,3,3,3,7,4,5,0,30,23,115,190,75,66,45,29,24,9,577,214,965,1619,737,574,397,239,123,55,4927
303021059,0,0,11,6,19,17,41,52,47,191,0,0,0,3,14,8,9,5,0,42,33,77,139,92,104,96,72,74,78,757,300,904,1605,1298,1268,1053,678,453,238,7794
303031060,0,8,25,21,39,61,107,100,55,417,0,8,36,10,22,18,19,8,15,133,33,48,138,75,84,97,82,38,17,611,440,1503,3002,2110,1711,1604,1065,494,203,12137
303031061,0,3,0,5,25,26,68,58,30,213,0,6,17,13,4,12,5,10,7,88,12,45,59,30,36,28,36,23,10,285,230,920,1190,643,579,514,538,274,99,4984
303031062,0,0,10,7,22,33,92,94,40,302,0,0,6,3,7,0,6,8,8,37,11,37,50,47,53,47,64,42,15,366,269,590,952,1247,1264,868,799,421,131,6540
303031063,3,3,16,26,37,33,141,159,60,481,4,6,11,10,8,12,14,7,4,68,44,78,190,120,121,93,93,106,92,943,497,1166,2735,2259,1820,1360,1029,665,293,11826
303031064,0,0,3,3,7,15,63,46,14,143,0,0,0,0,4,3,0,6,0,16,12,16,38,28,35,39,32,20,3,219,245,419,857,946,902,674,418,171,41,4682
303031065,0,9,12,6,24,38,84,145,78,394,0,14,12,7,10,6,9,0,3,63,33,78,117,56,64,30,45,96,97,617,402,1266,1813,1144,923,666,595,634,382,7827
303031066,3,0,0,6,22,39,93,120,60,333,0,0,3,3,10,7,8,13,3,47,21,18,43,66,56,54,55,60,74,455,390,627,1217,1531,1592,1128,956,543,251,8236
303041067,0,4,19,15,17,24,53,67,38,240,0,0,10,14,16,11,0,3,3,58,17,66,89,43,51,31,30,29,12,370,197,658,1237,712,614,491,339,225,79,4539
303041068,3,4,27,29,28,29,90,76,63,359,0,3,14,14,20,14,3,10,3,86,28,61,123,84,90,56,54,44,16,546,321,866,1989,1619,1432,972,658,383,168,8419
303041069,0,4,12,9,4,27,49,62,36,199,0,3,11,10,13,9,11,3,4,56,10,44,57,24,19,21,24,21,7,222,152,686,1049,599,523,446,409,255,112,4223
303041070,0,0,6,7,12,20,53,95,85,285,0,0,8,3,11,7,8,3,3,44,29,43,69,77,50,68,31,35,27,430,358,631,1201,1150,862,645,388,328,195,5761
303041071,3,0,3,3,12,7,43,90,47,200,0,0,4,0,3,9,0,7,3,25,30,27,54,90,93,55,51,32,27,458,349,650,1295,1765,1501,1023,663,441,226,7919
303051072,0,3,5,17,23,33,61,51,22,213,0,0,4,3,9,14,10,10,7,57,13,23,52,52,38,45,72,65,94,460,263,478,1445,1259,956,927,733,300,162,6531
303051073,4,7,18,28,53,105,130,108,41,493,4,3,36,23,39,42,31,38,7,226,74,80,219,147,115,114,59,39,26,874,731,1699,4173,3093,2544,2189,1221,489,162,16301
303051074,0,0,3,11,16,19,31,23,3,105,0,0,3,8,16,22,5,10,4,63,7,11,33,45,45,29,19,3,3,195,169,317,741,769,703,436,200,72,20,3433
303051075,0,0,9,12,22,60,96,69,59,336,0,4,17,10,6,21,15,5,5,84,33,36,78,71,86,56,40,40,44,475,537,961,2337,2484,2105,1519,751,333,192,11230
303051076,8,12,53,57,58,79,156,121,79,621,0,11,34,32,41,34,20,12,8,189,41,60,133,109,106,91,105,84,47,780,334,790,1670,1250,1177,918,718,416,203,7465
303061077,0,3,13,19,22,46,82,56,36,281,3,4,12,17,18,23,15,9,8,108,21,24,43,55,39,25,20,26,18,260,300,594,1157,1207,1017,808,564,279,156,6078
303061078,0,16,35,36,53,83,97,68,35,409,0,0,32,23,36,37,12,22,0,172,31,67,159,89,81,79,68,31,5,619,437,1338,3183,2157,1549,1452,828,310,86,11339
303061079,3,14,22,26,22,45,82,96,54,365,0,11,35,16,16,24,8,18,8,134,24,53,84,46,43,47,43,30,11,382,328,1154,1902,1077,876,889,694,420,143,7491
303061080,0,11,35,33,71,102,202,156,147,763,3,12,24,29,30,50,36,30,21,239,43,80,172,123,98,89,126,116,155,1008,538,1632,3238,2372,1993,1927,1592,710,502,14512
304011081,0,0,3,7,8,12,30,39,24,126,0,0,0,0,0,0,6,6,0,16,15,6,27,34,35,36,51,22,27,259,242,416,810,1046,1063,895,866,382,154,5867
304011082,0,0,3,10,16,24,30,32,24,130,0,0,3,9,11,10,4,0,0,40,4,18,20,23,36,25,25,17,9,172,204,419,884,1028,1012,902,650,218,94,5411
304011083,0,0,0,6,3,4,17,10,6,58,0,0,4,3,3,3,0,0,3,11,0,14,36,26,18,17,23,9,0,143,87,238,714,633,454,479,303,92,30,3030
304011084,0,0,6,4,10,18,37,43,21,142,0,0,3,3,3,3,0,0,0,25,12,14,19,47,39,50,71,103,182,542,297,460,912,1526,1446,1160,700,375,275,7153
304011085,0,0,4,3,3,16,20,16,11,76,0,0,3,0,3,0,0,0,0,11,7,9,16,3,21,19,21,8,3,121,174,286,375,515,702,699,455,139,29,3369
304021086,3,0,3,8,3,12,34,31,9,96,0,0,0,3,0,0,0,0,0,7,18,24,42,60,63,30,34,22,4,296,388,587,982,1525,1602,1000,759,388,93,7314
304021087,3,4,0,0,3,7,9,27,23,79,0,0,0,0,0,4,0,4,0,10,21,20,9,35,61,47,55,73,124,450,268,424,330,718,1154,947,730,376,273,5221
304021088,0,0,4,7,3,3,31,23,25,98,0,0,0,3,3,3,3,0,0,19,28,30,28,51,75,71,46,37,40,399,330,707,909,1459,1453,1364,1093,420,179,7909
304021089,0,0,0,0,8,3,9,5,0,31,0,0,0,0,0,0,0,0,0,0,10,9,6,35,27,20,14,15,0,132,142,229,214,587,726,485,328,134,41,2874
304021090,0,0,0,3,7,5,22,15,14,76,0,0,0,3,3,3,0,0,3,10,6,20,19,36,32,29,39,29,24,234,287,502,826,1242,1292,876,830,540,192,6592
304021091,0,0,3,0,0,0,12,12,19,52,0,0,0,0,0,0,0,0,0,0,3,5,4,19,27,32,19,44,77,231,191,281,289,671,949,685,481,253,166,3969
304031092,0,0,0,7,7,5,17,32,20,83,0,0,0,0,3,0,0,0,0,10,13,19,22,52,44,36,38,25,49,295,264,453,708,1115,1127,773,538,256,154,5391
304031093,0,0,3,3,8,10,14,29,31,101,0,0,0,4,13,8,3,0,0,25,10,19,27,26,43,27,19,30,46,257,142,298,571,690,715,526,390,197,148,3678
304031094,0,0,0,3,7,8,12,26,30,95,0,0,4,10,4,3,3,0,0,23,44,81,147,86,69,63,48,29,45,605,501,1963,2164,1551,1291,1133,788,365,223,9968
304031095,0,0,0,3,3,4,22,20,25,81,0,3,5,6,4,0,0,0,0,19,10,30,59,45,48,19,25,10,6,250,148,422,881,827,792,594,440,176,85,4370
304031096,0,11,3,5,0,7,9,6,13,59,0,8,5,0,3,3,0,0,0,18,93,255,150,64,57,62,46,27,5,762,1985,3776,2100,1033,709,697,614,297,123,11338
304031097,0,0,8,6,0,6,12,26,19,73,0,0,3,0,0,3,3,3,0,15,20,84,119,57,31,41,36,37,14,441,332,1535,2035,1086,696,646,565,325,173,7401
304041098,0,0,6,5,8,19,58,52,35,190,0,0,7,0,5,0,3,3,0,20,26,72,109,73,76,41,36,39,19,484,325,1139,1676,1207,921,591,419,246,127,6658
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,17
304041100,0,0,3,16,14,21,93,99,65,309,0,3,4,14,14,5,4,0,3,43,18,20,34,43,36,37,36,54,62,339,192,362,936,1038,810,681,648,489,360,5514
304041101,4,0,4,9,10,12,61,71,94,263,0,0,3,6,3,3,4,0,0,18,13,22,50,58,55,42,30,25,23,317,230,492,1234,1466,1085,777,516,264,250,6315
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,0,0,3,3,3,10,52,94,43,220,0,0,0,0,6,4,5,3,3,27,25,23,86,89,94,77,76,71,57,596,524,913,1384,2319,2526,1972,1598,803,276,12314
304041104,0,0,3,10,8,24,61,40,25,164,0,0,0,3,0,3,3,0,0,13,8,10,38,45,40,40,32,29,58,300,318,493,1143,1620,1376,1041,748,232,143,7107
