SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,3,15,64,1049,580,86,15,26,1841,0,4,19,67,7,0,0,6,109,0,0,0,8,3,0,0,0,8,0,4,19,76,9,0,0,6,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,5,33,92,1122,594,86,15,33,1989
506011113,9,5,49,1412,3647,241,37,70,5473,0,0,24,406,250,5,0,10,703,0,0,0,11,15,0,3,3,28,0,0,24,416,270,5,3,14,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,5,0,0,3,7,9,9,73,1839,3919,248,43,86,6213
506011114,4,14,149,1620,1114,161,42,68,3179,0,18,152,397,7,3,0,19,591,0,0,0,3,0,0,0,0,3,0,18,149,397,7,3,0,19,597,0,16,27,0,0,0,0,4,49,0,3,16,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,7,0,0,0,4,74,11,19,4,0,0,0,0,4,40,0,0,0,4,0,0,0,0,12,17,72,354,2031,1121,161,49,96,3895
506011115,5,46,187,781,1272,291,65,46,2696,0,0,7,23,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,0,39,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,5,45,198,828,1276,286,65,46,2754
506011116,3,40,126,715,1225,234,37,29,2412,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,7,10,5,39,130,716,1230,232,37,38,2426
506011117,3,17,27,938,1807,161,22,47,3025,0,0,10,148,10,0,0,43,206,0,0,0,0,0,0,0,0,0,0,0,10,148,10,0,0,43,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,20,35,1089,1813,161,22,90,3233
506021118,3,41,451,1864,1365,145,20,91,3976,0,117,160,294,49,7,0,29,658,0,12,68,244,50,0,0,11,390,7,130,225,537,103,9,0,37,1041,0,38,46,6,3,0,0,3,102,0,3,3,0,0,0,0,0,11,0,11,8,29,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,50,61,38,5,0,0,4,159,0,4,3,0,0,0,0,0,13,0,3,5,8,5,0,0,3,20,11,228,750,2453,1476,152,18,131,5216
506021119,3,61,617,2229,875,136,36,68,4035,6,127,360,789,71,9,7,56,1419,0,0,20,102,23,3,0,3,154,6,127,384,887,90,8,7,56,1569,5,106,88,140,61,7,0,21,426,3,65,166,13,0,0,0,3,243,0,48,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,6,222,251,150,62,7,0,28,724,0,0,4,7,3,0,0,0,12,3,3,4,13,6,0,0,3,31,19,415,1266,3283,1038,151,51,159,6367
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021122,4,80,598,3221,1571,192,28,174,5874,5,105,400,698,193,13,0,60,1478,0,63,131,312,139,12,0,14,666,3,170,535,1011,336,19,0,77,2140,0,72,144,37,0,0,0,61,318,0,131,234,66,0,0,0,19,441,0,213,270,132,0,0,0,16,635,0,0,0,0,0,0,0,0,0,5,417,654,237,8,0,0,93,1404,0,0,0,3,0,0,0,0,6,0,3,7,4,5,0,0,4,24,14,669,1785,4475,1910,217,33,345,9448
506021123,5,27,395,1403,586,94,20,55,2591,0,34,177,465,32,3,0,22,729,19,86,227,571,100,10,3,28,1041,17,116,405,1037,135,18,3,44,1778,3,90,101,22,0,3,3,3,224,6,91,148,21,0,0,0,13,281,3,289,520,136,21,0,0,22,989,0,0,0,0,0,0,0,0,0,13,474,770,180,26,0,3,35,1498,0,0,3,0,0,0,0,0,4,0,0,0,7,4,0,0,5,13,31,623,1568,2623,745,113,30,138,5878
506031124,8,122,584,1929,1293,278,100,130,4445,24,142,321,785,205,51,38,65,1630,0,57,50,113,61,28,39,29,371,25,202,374,895,261,74,73,94,1997,3,129,123,36,3,0,0,16,314,0,32,32,22,0,0,0,3,86,24,61,109,0,0,0,0,16,207,0,0,0,0,0,0,0,0,0,23,225,260,58,3,0,0,36,611,0,0,0,0,0,0,0,0,4,0,3,6,6,10,0,3,4,35,65,546,1214,2891,1569,356,185,265,7093
506031125,0,5,20,294,2143,335,77,34,2912,0,0,0,26,66,3,0,5,104,0,0,0,7,28,7,0,0,37,0,0,0,35,94,8,0,5,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,329,2243,343,80,35,3057
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,3,40,267,1915,1488,204,48,95,4062,0,64,340,1018,111,4,0,53,1585,0,20,24,90,20,0,0,7,162,3,85,359,1108,132,3,0,54,1750,0,19,45,63,0,0,0,9,137,0,0,0,24,0,0,0,0,24,0,8,21,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,24,58,88,0,0,0,6,184,0,0,4,0,0,0,0,0,10,0,0,3,10,5,0,0,3,29,11,152,695,3130,1625,206,48,165,6024
506031128,3,16,120,2231,1722,220,42,81,4439,0,13,201,341,47,3,0,6,611,0,0,8,8,3,0,0,0,19,0,13,205,350,47,3,0,6,628,0,4,22,85,10,0,0,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,85,10,0,0,3,130,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,3,33,351,2662,1784,225,44,93,5202
506031129,3,14,150,1458,1724,376,66,47,3836,3,32,307,353,37,3,0,21,762,0,0,3,9,8,3,0,0,27,3,32,308,362,51,13,0,24,786,0,12,9,12,9,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,12,9,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,57,473,1831,1785,389,65,71,4677
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,0,31,60,1557,2956,514,103,66,5286,0,31,35,178,25,4,0,4,272,0,0,0,0,3,3,0,0,5,0,31,30,177,31,8,0,4,282,0,12,58,215,3,3,0,4,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,215,3,3,0,4,292,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,3,70,153,1944,2993,525,102,77,5872
506041132,8,39,241,2904,2043,216,53,131,5641,3,56,115,322,33,0,0,15,551,0,18,49,75,0,0,0,0,149,3,80,163,402,37,3,0,18,699,0,6,14,26,0,0,0,0,45,0,5,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,26,0,0,0,3,73,0,0,0,3,6,0,0,0,11,0,0,3,7,0,0,0,0,11,7,129,438,3330,2089,222,57,155,6429
506041133,3,3,60,909,4372,440,42,59,5893,0,3,53,415,176,14,3,11,678,0,0,16,16,14,3,0,0,48,0,3,71,429,191,20,3,11,724,0,0,33,30,3,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,3,0,0,0,71,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,4,3,5,161,1377,4565,457,42,79,6695
506041134,4,60,406,3139,1950,207,51,132,5959,4,133,261,581,48,3,3,52,1090,0,3,0,22,0,0,0,0,32,5,134,263,605,52,3,3,52,1121,0,0,47,70,3,0,3,3,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,70,3,0,3,3,131,0,0,0,4,0,0,0,0,7,0,0,0,8,4,0,0,3,18,12,199,724,3822,2009,209,58,189,7225
506041135,4,9,73,1430,3766,327,47,74,5730,0,14,18,130,19,0,0,3,182,0,0,0,13,5,0,0,0,23,0,14,18,144,27,0,0,4,203,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,4,26,89,1575,3793,327,47,78,5943
506041136,10,36,159,1897,1433,167,41,83,3818,0,50,196,244,13,5,0,20,527,0,0,15,6,0,0,0,0,24,0,47,217,250,13,5,0,20,549,0,0,32,55,3,0,0,0,96,0,16,17,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,55,3,0,0,0,122,19,67,14,31,20,7,0,16,167,0,3,7,10,3,0,0,15,36,28,162,436,2240,1476,173,46,129,4691
506041137,8,19,172,2802,3634,480,44,123,7285,3,16,217,320,41,0,0,25,616,0,3,25,0,0,0,0,0,29,3,17,236,320,41,0,0,25,647,0,3,19,3,0,0,0,3,28,0,0,22,25,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,24,0,0,0,3,70,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,10,44,451,3154,3680,483,43,151,8014
506051138,11,28,134,2210,3064,319,51,90,5905,4,55,148,218,21,3,0,15,476,0,7,0,3,0,0,0,3,9,4,66,148,223,21,3,0,18,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,39,3,3,0,0,3,64,0,0,0,0,3,4,0,0,11,20,103,327,2437,3090,324,51,110,6467
506051139,0,32,246,1627,1971,217,34,79,4204,0,0,19,88,15,0,0,0,122,0,0,0,0,4,0,0,0,5,0,0,19,88,18,0,0,3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,7,0,35,264,1716,1988,217,32,82,4338
506051140,7,48,308,1747,2358,514,111,87,5171,0,38,105,103,7,0,0,13,260,0,0,21,9,0,0,0,0,32,0,40,128,110,7,0,0,12,293,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,8,5,84,438,1860,2377,514,111,103,5486
506051141,0,34,163,1129,1717,412,92,46,3587,0,29,53,10,3,0,0,0,105,0,0,3,0,0,0,0,0,3,0,29,53,10,3,0,0,0,105,0,31,4,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,3,39,0,3,3,14,12,5,3,0,34,0,5,3,7,3,0,0,0,22,0,100,229,1163,1735,419,97,49,3788
506061142,0,14,77,1139,3367,296,53,69,5001,0,13,7,47,7,0,0,3,72,0,0,0,0,0,0,0,0,0,0,13,7,47,4,0,0,3,75,0,0,10,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,24,94,1184,3377,299,59,74,5097
506061143,7,19,90,422,1040,257,74,26,1933,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,3,3,0,0,9,9,21,93,430,1043,258,75,26,1954
506061144,4,33,181,391,564,116,26,24,1338,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,3,0,4,0,0,0,8,3,39,184,396,572,117,26,26,1363
506071145,0,20,336,876,678,126,21,41,2097,0,49,912,627,49,4,0,26,1673,0,5,288,926,191,13,0,30,1452,0,61,1199,1555,237,15,0,54,3123,3,44,343,106,28,0,0,10,534,0,61,154,13,0,0,0,3,237,0,15,24,19,0,0,0,0,61,0,0,0,0,0,0,0,0,0,3,125,514,140,30,0,0,14,828,0,0,0,3,0,0,0,0,0,0,3,19,3,4,0,0,4,32,5,210,2067,2581,946,144,24,108,6083
506071146,0,19,154,1060,1331,298,94,47,3004,0,68,125,155,73,6,0,20,441,3,7,0,59,47,13,3,0,128,3,77,127,208,120,16,0,20,574,0,24,8,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,0,3,54,8,0,0,0,3,74,0,0,0,0,0,0,0,0,0,0,25,60,9,0,0,0,7,102,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,19,3,119,348,1292,1452,316,95,70,3698
506071147,0,35,442,1171,1033,261,35,52,3027,0,15,211,193,10,3,0,3,442,3,149,608,858,109,6,4,33,1766,3,162,816,1053,123,12,4,39,2211,0,75,154,38,0,0,0,12,284,4,102,209,57,3,0,0,12,380,0,106,310,203,8,0,0,16,643,0,0,0,0,0,0,0,0,0,4,279,670,295,9,0,0,43,1312,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,17,7,487,1936,2528,1166,273,43,129,6569
507011148,6,10,43,897,3547,330,83,59,4961,0,3,30,196,100,4,0,3,337,0,0,8,27,20,0,0,0,62,0,3,40,222,121,4,0,4,397,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,6,0,3,3,0,0,0,0,0,11,6,15,84,1121,3670,334,84,64,5379
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,4,21,95,652,1645,242,30,45,2739,0,7,12,125,12,0,0,0,167,0,0,3,10,8,3,0,0,31,0,7,17,136,23,4,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,72,9,0,0,0,3,115,0,0,0,0,3,0,0,0,5,3,62,181,802,1671,244,30,54,3051
507011153,6,23,139,1318,883,114,17,57,2562,0,68,26,132,9,0,0,7,240,3,39,29,33,0,0,0,3,100,3,104,58,163,9,0,0,12,340,0,17,18,4,0,0,0,0,48,0,0,97,93,0,0,0,9,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,111,98,0,0,0,7,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,150,315,1585,890,112,19,75,3158
507011154,5,100,248,1622,777,93,9,66,2920,0,63,325,356,30,0,0,20,798,0,7,35,102,16,0,0,3,169,0,73,355,462,44,3,4,24,965,0,4,80,6,0,0,0,4,93,0,11,90,0,0,0,0,9,112,0,9,11,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,24,190,3,3,0,0,9,232,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,20,11,195,797,2097,834,92,15,101,4136
507011155,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
507011158,0,0,3,68,166,27,3,0,271,0,0,0,0,4,0,0,0,7,0,20,16,101,99,8,0,3,248,0,20,16,101,103,8,0,3,257,0,0,6,3,0,0,0,0,10,0,4,6,0,0,0,0,0,11,0,75,152,60,3,0,0,4,297,0,0,0,0,0,0,0,0,0,0,80,165,67,5,0,0,4,316,0,0,3,0,0,0,0,7,16,0,0,0,0,0,0,0,3,5,0,107,186,237,274,39,3,15,862
507011159,4,9,53,1338,1791,190,27,62,3469,3,72,220,96,23,0,4,16,445,0,0,0,0,3,0,0,0,10,3,72,220,94,30,3,4,16,449,0,0,0,0,0,0,0,0,3,0,38,71,0,0,0,0,0,113,0,74,205,17,0,0,0,3,294,0,0,0,0,0,0,0,0,0,0,110,273,16,0,0,0,6,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,192,551,1447,1822,192,32,83,4330
507011160,3,10,98,1389,1128,108,16,55,2801,0,25,302,445,29,3,0,16,817,0,13,19,10,3,0,0,0,45,0,39,315,453,32,3,0,16,865,0,3,36,0,0,0,0,0,39,0,38,42,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,86,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,51,61,5,97,499,1847,1160,110,19,117,3854
507011161,4,4,35,709,2788,191,18,46,3794,0,3,71,373,130,5,0,12,599,0,0,12,112,12,3,0,0,148,0,3,85,490,147,9,0,12,750,0,22,45,0,0,0,0,4,70,0,4,90,20,0,0,0,3,122,0,41,84,0,0,0,0,5,136,0,0,0,0,0,0,0,0,0,0,74,220,20,0,0,0,10,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,83,342,1219,2931,196,19,77,4879
507011163,0,11,32,955,1131,122,8,21,2287,0,34,40,128,10,0,0,6,221,0,13,12,17,0,0,0,0,47,0,44,54,152,8,0,0,12,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,53,84,1110,1142,118,8,32,2558
507011259,0,12,53,584,1683,127,15,37,2507,0,6,25,78,6,0,0,3,118,0,3,18,3,0,0,0,3,28,0,4,44,86,6,0,0,9,142,0,16,28,6,0,0,0,0,50,0,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,6,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,35,129,676,1687,127,19,42,2717
507011260,0,8,6,120,518,125,19,13,814,0,0,0,4,0,0,0,0,4,0,0,0,11,0,0,0,0,11,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,135,518,125,19,13,826
507021164,0,19,181,783,634,140,26,35,1809,0,10,86,94,7,0,0,6,203,0,5,98,179,34,3,0,6,320,0,15,184,268,39,6,0,14,528,0,19,26,16,0,0,0,0,64,0,32,75,16,0,0,0,8,132,3,27,102,31,0,0,0,0,168,0,0,0,0,0,0,0,0,0,3,86,202,61,0,0,0,6,361,0,7,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,3,123,571,1117,671,141,26,55,2712
