SA2_MAINCODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
509021241,2153,..,..,..,..,2153,..,14,0,17,0,17,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,19,..,0,0,0,0,0,..,47,0,47,0,43,..,0
509021242,1535,..,..,..,..,1535,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3
509021243,4478,..,..,..,..,4478,..,15,0,15,0,15,..,0,0,0,0,0,..,3,0,8,0,8,..,3,4,8,0,8,..,0,3,4,0,4,..,0,0,0,0,0,..,4,6,9,0,9,..,0,0,4,0,4,..,9,0,9,0,9,..,4,0,4,0,4,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,6,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,20,0,27,0,27,..,3,0,3,0,3,..,52,8,60,0,62,..,3
509021244,1959,..,..,..,..,1959,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,3,10,0,10,..,0,0,0,0,0,..,5,3,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
509021245,2315,..,..,..,..,2315,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0
509031246,1653,..,..,..,..,1653,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
509031247,1990,..,..,..,..,1990,..,9,0,13,0,13,..,4,0,4,0,4,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0
509031248,1168,..,..,..,..,1168,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,21,0,21,0,21,..,0,0,0,0,0,..,0
509031249,1899,..,..,..,..,1899,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,7,0,7,..,3,0,3,0,3,..,7,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,9,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,20,0,20,0,20,..,5
509031250,2232,..,..,..,..,2232,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0
510011262,5437,..,..,..,..,5437,..,15,0,15,0,15,..,10,0,10,0,10,..,92,3,99,4,103,..,10,0,10,0,10,..,19,16,29,0,29,..,0,0,3,0,3,..,30,17,46,0,46,..,4,0,4,0,4,..,11,0,16,0,16,..,26,0,25,0,25,..,38,0,43,0,43,..,5,0,4,0,4,..,0,0,0,0,0,..,16,0,15,0,15,..,11,0,16,0,16,..,6,0,6,0,6,..,5,0,5,0,5,..,11,0,11,0,12,..,50,4,50,0,51,..,25,4,30,3,28,..,12,3,16,0,16,..,11,4,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,41,0,41,0,41,..,13,4,17,0,17,..,44,0,49,0,48,..,23
510011263,1900,..,..,..,..,1900,..,0,0,0,0,0,..,3,0,3,0,3,..,1193,120,1306,32,1339,..,0,0,3,0,3,..,0,3,4,0,4,..,4,0,4,0,4,..,5,3,7,0,7,..,0,0,0,0,0,..,6,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,22,0,22,..,6,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,8,0,8,..,4,0,4,0,4,..,6,0,6,0,6,..,3
510011264,692,..,..,..,..,692,..,0,0,0,0,0,..,0,0,0,0,0,..,421,57,477,34,508,..,0,0,0,0,0,..,9,0,7,0,7,..,0,0,0,0,0,..,6,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,3,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3
510011265,2694,..,..,..,..,2694,..,3,0,3,0,3,..,0,0,0,0,0,..,134,9,140,31,169,..,4,0,8,0,8,..,6,5,11,0,11,..,0,0,0,0,0,..,11,9,22,0,22,..,0,0,0,0,0,..,8,0,8,0,8,..,17,3,14,0,17,..,32,0,32,0,31,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,8,0,8,..,10,3,14,0,15,..,0,3,6,0,6,..,7,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,5,0,5,0,5,..,15,0,12,0,12,..,0
510011266,725,..,..,..,..,725,..,0,0,0,0,0,..,0,0,0,0,0,..,229,16,249,11,256,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
510021267,2874,..,..,..,..,2874,..,18,0,18,0,18,..,12,0,12,0,12,..,511,49,555,13,569,..,6,0,8,0,8,..,13,0,13,0,13,..,0,0,0,0,0,..,18,0,22,0,22,..,3,0,3,0,3,..,4,0,4,0,4,..,7,0,7,0,7,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,21,0,21,0,22,..,7,0,7,0,7,..,0,0,0,0,0,..,7,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,11,0,11,0,11,..,0,0,0,0,0,..,10,0,10,0,10,..,10,0,10,0,10,..,12,0,12,0,12,..,10,0,8,0,8,..,23,0,23,0,23,..,14
510021268,1787,..,..,..,..,1787,..,9,0,9,0,9,..,6,0,6,0,6,..,43,4,45,3,48,..,3,0,3,0,3,..,8,0,5,0,10,..,0,0,0,0,0,..,11,3,15,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,19,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,3,0,3,..,8,0,8,0,8,..,3,0,3,0,3,..,18,0,24,0,24,..,9,0,9,0,9,..,35,0,35,3,37,..,3
510021269,1850,..,..,..,..,1850,..,15,0,15,0,15,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,17,3,17,0,17,..,0,0,0,0,0,..,18,0,22,0,22,..,5,0,5,0,5,..,3,0,3,0,3,..,5,0,5,0,5,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,15,0,15,0,20,..,5,0,5,0,5,..,3,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,7,0,7,0,7,..,12,0,12,0,12,..,3
510021270,3432,..,..,..,..,3432,..,33,0,33,0,33,..,8,0,8,0,8,..,58,9,65,5,71,..,3,0,9,0,5,..,12,8,24,0,24,..,0,0,0,0,0,..,21,9,25,0,27,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,9,0,9,0,9,..,8,0,8,0,8,..,19,0,19,0,19,..,12,0,13,0,13,..,0,0,0,0,0,..,15,0,15,3,13,..,4,0,4,0,8,..,12,0,14,0,14,..,62,0,66,3,68,..,4,0,4,0,4,..,0,0,0,0,0,..,8,3,15,0,15,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,5,0,5,..,0,0,0,0,0,..,53,0,53,0,53,..,26,3,28,0,28,..,67,0,70,0,70,..,117
510031271,6566,..,..,..,..,6566,..,43,0,43,0,43,..,20,0,20,4,25,..,96,3,94,3,101,..,13,0,13,0,13,..,52,7,53,0,53,..,3,0,3,0,3,..,71,7,74,0,74,..,14,0,14,0,14,..,9,0,9,0,9,..,22,0,22,0,24,..,25,0,24,0,31,..,7,0,7,0,4,..,6,0,6,0,6,..,30,0,30,0,30,..,3,0,3,0,3,..,14,0,14,0,14,..,7,0,7,0,6,..,12,0,12,0,12,..,72,0,72,0,68,..,36,0,36,0,36,..,0,0,0,0,0,..,30,6,32,0,32,..,6,0,6,0,6,..,3,0,3,0,3,..,13,0,13,0,13,..,6,0,6,0,6,..,12,0,15,0,15,..,9,0,9,0,9,..,15,0,15,0,15,..,81,0,81,0,81,..,22,3,29,0,29,..,133,0,135,0,137,..,15
510031272,6416,..,..,..,..,6416,..,56,0,56,0,56,..,8,0,8,0,8,..,64,0,65,0,64,..,10,0,6,0,6,..,35,7,44,0,44,..,0,0,0,0,0,..,41,9,50,0,50,..,5,0,5,0,5,..,9,0,9,0,9,..,32,0,36,0,36,..,19,4,20,0,20,..,3,0,3,0,3,..,15,0,13,0,13,..,38,0,38,0,38,..,15,0,13,0,13,..,24,0,24,0,24,..,16,0,16,0,16,..,49,0,51,0,51,..,147,5,146,0,153,..,15,0,13,0,13,..,0,0,3,0,8,..,3,0,3,0,3,..,13,0,17,0,17,..,3,0,3,0,3,..,8,0,8,0,8,..,10,0,10,0,10,..,5,0,5,0,5,..,3,0,4,0,4,..,10,0,10,0,10,..,84,6,85,4,90,..,15,3,18,0,17,..,130,5,136,0,136,..,15
510031273,2339,..,..,..,..,2339,..,6,0,6,0,6,..,7,0,7,0,7,..,163,8,173,6,182,..,4,0,4,0,4,..,69,15,83,0,83,..,4,3,7,0,7,..,77,17,94,0,94,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,8,0,9,0,9,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,12,0,12,0,12,..,7
511011274,5195,..,..,..,..,5195,..,37,3,37,0,37,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,7,0,4,..,6,3,13,0,13,..,0,0,0,0,0,..,13,9,19,0,20,..,0,0,0,0,0,..,5,0,9,0,9,..,11,0,11,0,11,..,15,0,16,0,16,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,18,0,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,9,0,9,0,9,..,0
511011275,1691,..,..,..,..,1691,..,31,0,31,0,31,..,4,0,4,0,4,..,3,0,3,5,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0
511021276,1920,..,..,..,..,1920,..,3,0,3,0,3,..,0,0,0,0,0,..,27,0,27,0,27,..,3,0,3,0,3,..,8,9,13,0,19,..,0,3,3,0,3,..,16,10,25,0,26,..,23,0,24,0,24,..,5,0,5,0,5,..,4,0,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,21,0,21,..,15,0,15,0,15,..,5,0,6,0,7,..,0,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,9,0,8,0,8,..,0
