SA2_MAINCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
213041356,98,34,196,2983,3344,1532,1576,4102,1372,14907
213041357,176,39,268,3695,4213,1857,1814,4577,1628,17784
213041358,34,20,72,2821,3170,1385,1298,3286,1139,13101
213041359,3,0,10,256,295,144,142,424,1475,2734
213041360,33,14,74,3097,3312,1382,1307,3742,747,13587
213041461,80,29,152,764,818,375,315,1228,238,3742
213041462,7,0,12,884,1006,390,446,1294,243,4259
213041463,18,3,42,3497,3622,1465,1306,3800,1015,14707
213051361,71,22,132,3435,3682,1643,1435,4196,1070,15461
213051362,85,38,193,3231,3681,1692,1511,4457,1104,15677
213051363,25,10,44,1516,1653,617,592,2106,637,7129
213051365,35,14,87,4989,6005,2609,2543,6651,1807,24600
213051366,14,4,27,3147,3812,1604,1604,4475,2165,16819
213051368,182,37,287,2076,2231,1015,873,2460,811,9473
213051369,51,12,96,3819,4369,1814,1713,3988,1193,16894
213051464,8,0,21,2200,2426,982,863,1929,584,8990
213051465,67,15,97,3913,4574,2020,1610,3712,926,16762
213051466,3,4,10,2273,2677,1207,1118,2274,527,10082
213051467,152,167,406,3233,3501,1553,1395,4518,1619,15815
213051468,41,14,91,2152,2530,1076,887,2237,718,9594
214011370,204,135,420,3848,4202,1662,1318,4011,1499,16537
214011371,171,105,456,4361,5075,2009,1470,4010,2001,18922
214011372,275,81,495,3405,3778,1570,1433,3900,1745,15837
214011373,406,101,719,3499,4131,1964,1359,2961,945,14863
214011374,79,38,219,4800,5292,2346,1701,3848,1195,19182
214011375,113,94,346,3167,3706,1548,1089,2791,1431,13738
214011376,27,7,50,2557,2878,1150,803,2085,570,10036
214021377,114,133,374,2076,2536,1226,843,1877,879,9434
214021378,68,17,145,917,1330,714,496,672,431,4563
214021379,164,72,378,3648,4662,2221,1831,3929,1699,17988
214021380,504,137,998,4404,5463,2602,1705,4389,1600,20165
214021381,202,57,443,3206,4041,2157,1489,2381,837,14109
214021382,260,69,535,3428,4231,2020,1448,2544,902,14578
214021383,169,121,501,2808,3845,1980,1523,2812,1548,14507
214021384,590,332,1350,3249,4374,2246,1785,4300,1992,17941
214021385,173,69,339,3472,3953,1834,1441,2998,1183,14880
215011386,129,49,285,1217,1643,805,652,1523,1256,7094
215011387,24,16,66,472,603,335,351,418,376,2558
215011388,231,89,543,2695,3442,1756,1310,2830,1149,13188
215011389,25,15,79,506,712,445,364,506,218,2742
215011390,145,67,333,1097,1363,797,778,1215,560,5817
215011391,55,27,126,484,701,399,376,640,258,2867
215011392,135,43,273,1202,1790,872,729,1490,785,6865
215011393,31,34,85,451,577,325,286,400,242,2284
215011394,140,87,332,958,1325,749,679,1202,667,5585
215021395,50,19,112,1037,1399,798,628,1056,541,5454
215021396,77,21,138,683,925,523,409,858,452,3861
215021398,47,25,125,595,713,399,362,640,368,3082
215021399,75,43,155,850,1153,568,520,1011,638,4735
215021469,243,89,481,2792,3577,1574,1301,3567,1877,14684
215021470,172,111,416,2337,2877,1379,1084,2844,1306,11827
215031400,153,88,336,895,1193,697,628,1088,703,5203
215031401,77,29,187,1063,1325,767,758,1105,563,5578
215031402,81,45,197,570,760,456,379,698,411,3280
215031403,18,34,64,399,492,220,196,749,579,2623
215031404,168,82,385,1747,2120,1031,824,1908,1222,8849
215031405,53,33,116,867,1087,636,608,1086,882,5179
216011406,239,103,460,2399,3131,1399,1133,2601,1294,11947
216011407,198,94,399,1731,2104,1118,987,1898,1061,8889
216011408,19,6,52,555,776,421,344,569,380,3043
216011409,51,45,148,576,771,437,425,665,367,3235
216011410,48,23,102,604,790,446,453,723,403,3426
216021411,102,40,216,1000,1143,572,531,1359,650,5254
216021412,16,7,44,426,541,278,272,397,261,2162
216021413,129,76,311,1959,2507,1275,1214,2003,1058,10007
216021414,186,99,363,1058,1581,780,686,1510,935,6558
216031415,99,27,188,1217,1547,700,553,1695,778,6496
216031416,210,125,480,3139,3648,1727,1242,3448,1632,14829
216031417,258,117,542,3563,4094,1977,1724,4891,2073,18326
216031418,10,3,37,625,853,441,346,534,264,3070
216031419,111,50,236,1523,1980,1026,840,1697,1202,8271
217011420,98,54,214,1256,1792,1032,937,1467,881,7363
217011421,148,112,404,1634,2204,1057,895,1738,810,8343
217011422,178,67,333,1506,2279,1157,955,2055,1041,8988
217011423,84,37,178,886,1274,691,676,910,493,4931
217031471,67,33,133,490,725,412,312,634,326,2906
217031472,230,82,460,1916,2473,1206,1014,2380,1040,10034
217031473,12,19,62,806,1188,640,546,673,416,4273
217031474,71,42,178,849,1023,541,546,919,571,4441
217031475,73,30,159,1164,1348,743,719,1166,634,5772
217031476,25,11,66,527,843,457,324,471,361,2990
217041477,45,36,135,1050,1250,709,650,958,611,5225
217041478,101,49,231,1409,2062,1133,875,1315,781,7575
217041479,187,92,443,3753,4435,2095,1667,3467,1524,16939
217041480,262,106,534,2325,2828,1265,930,2302,1241,10884
297979799,0,0,0,7,3,3,0,11,3,25
299999499,22,12,38,1281,954,324,278,1969,2020,6825
301011001,150,44,274,3096,3799,1628,1160,2678,708,13063
301011002,23,13,82,1553,1647,798,589,1011,289,5875
301011003,96,226,412,2866,3596,1529,1091,2124,875,12084
301011004,165,32,275,3473,4126,1750,1238,3018,690,14293
301011005,23,12,49,802,868,359,256,568,216,3077
301011006,98,21,177,2372,2800,1245,774,1696,444,9327
301021007,160,174,544,2920,3429,1633,1134,2530,1056,12699
301021008,73,24,200,1179,1436,637,439,880,233,4811
301021009,85,30,189,2733,3566,1583,1203,2228,839,12148
301021011,17,3,35,1514,1956,799,599,831,262,5965
301021012,165,33,288,3006,3308,1495,1029,2234,559,11627
301021013,314,161,697,2694,3462,1702,1159,2544,859,12424
301021527,55,21,131,1245,1944,1171,940,1768,837,7904
301031014,0,0,0,0,0,0,0,0,0,6
301031015,103,23,201,1512,1816,748,487,1115,397,6065
301031016,111,22,239,2153,2749,1206,817,1553,566,9041
301031017,6,3,34,893,975,338,255,564,244,3274
301031018,32,7,79,1788,2110,792,576,1349,408,7016
301031019,11,10,36,1668,2041,848,572,942,270,6348
301031020,170,46,347,2600,3053,1354,927,2100,768,10808
301031021,169,140,413,2789,3378,1412,953,2434,923,11881
302011022,53,17,101,1398,1718,721,517,1100,277,5735
302011023,76,19,169,1662,1954,962,636,1125,282,6613
302011024,274,74,476,1766,2128,978,671,1555,469,7575
302011025,55,26,187,1965,2258,862,614,1203,365,7270
302011026,21,11,71,1570,1841,815,559,921,294,5997
302021027,168,84,437,2457,2975,1367,888,1886,676,10247
302021028,116,272,537,2014,2063,673,498,1842,1011,8105
302021029,51,11,120,1326,1512,646,486,885,261,5128
302021030,40,21,113,826,1061,401,306,614,218,3428
302021031,106,39,266,3167,3476,1152,718,1821,792,11123
302021032,67,17,154,1545,1595,578,376,989,376,5454
302021033,88,69,222,1290,1648,702,503,1068,434,5649
302021034,88,27,247,2010,2411,966,714,1195,390,7681
302031035,65,19,162,1881,2087,915,617,1718,358,7574
302031036,0,0,0,20,31,7,3,14,100,176
302031037,7,0,8,218,200,62,36,139,94,758
302031038,32,18,92,1401,1652,600,398,970,395,5418
302031039,101,134,291,1825,2259,911,613,1544,650,7801
302031040,62,91,209,3178,3120,883,536,2061,896,10680
302041041,63,16,148,3248,3925,1696,1360,2552,723,13490
302041042,87,25,194,1732,2350,945,702,1351,511,7594
302041043,33,24,100,721,831,358,253,611,260,3027
302041044,264,37,360,1195,1569,711,419,1301,405,5599
302041045,211,47,361,2391,2726,1018,757,2421,622,9935
302041046,54,34,168,1802,1895,763,609,1673,660,7403
303011047,83,24,189,2411,2718,1103,691,1159,528,8608
303011048,46,26,117,1249,1276,462,362,843,448,4637
303011049,242,46,409,2407,2636,938,735,1857,559,9128
303011050,36,13,100,1600,1669,559,384,990,292,5489
303011051,123,61,356,3482,3665,1799,1156,2310,611,13023
303021052,73,13,133,3105,2896,839,477,1841,801,9963
303021053,158,36,330,4040,4170,1359,797,2229,944,13534
303021054,23,0,62,1283,1188,365,225,784,309,4155
303021055,62,24,131,2413,2382,691,399,1426,599,7912
303021056,136,30,241,1695,1954,798,504,1145,379,6475
303021057,67,25,146,1465,1616,580,391,860,307,5221
303021058,40,9,55,1499,1256,300,211,1141,586,4994
303021059,109,33,238,2272,2455,814,490,1364,696,8090
303031060,125,14,203,2938,3025,1339,1045,3601,633,12585
303031061,37,10,99,1169,1091,489,377,1734,298,5161
303031062,60,20,131,1780,1931,904,686,1248,382,6932
303031063,108,77,293,3121,3549,1401,943,2301,920,12231
303031064,18,3,41,1231,1374,622,487,997,241,4954
303031065,234,46,382,1929,1933,726,562,2290,586,8030
303031066,138,11,251,2106,2418,1135,805,1788,418,8669
303041067,31,9,79,1060,1053,438,307,1419,380,4666
303041068,60,29,168,2267,2687,962,636,1496,601,8642
303041069,49,14,112,999,924,427,364,1402,268,4382
303041070,123,24,195,1519,1624,640,448,1231,439,5908
303041071,71,21,226,2213,2640,1124,731,1083,463,8254
303051072,117,14,162,1590,1801,705,591,1724,344,6761
303051073,102,18,162,4089,4017,1913,1471,4590,902,16979
303051074,9,0,20,875,1035,433,302,753,201,3593
303051075,132,20,192,2863,3259,1466,1009,2749,489,11841
303051076,112,48,203,1676,1718,711,558,2247,834,7753
303061077,101,14,156,1516,1611,735,636,1637,278,6413
303061078,33,9,86,2806,2738,1187,975,3400,660,11762
303061079,69,8,143,1739,1624,742,559,2627,435,7719
303061080,260,127,502,3310,3402,1531,1253,4504,1040,15045
304011081,47,52,154,1625,1862,839,576,912,313,6128
304011082,40,18,94,1479,1742,754,539,980,188,5685
304011083,14,3,30,820,1028,419,214,488,161,3141
304011084,56,192,275,1854,2296,1011,625,1144,568,7497
304011085,11,4,29,937,1124,476,315,577,137,3554
304021086,37,9,93,1941,2493,1067,763,1180,329,7774
304021087,41,151,273,1392,1583,804,567,691,499,5530
304021088,113,11,179,2153,2642,1223,761,1168,354,8302
304021089,17,0,41,809,980,450,325,376,145,3080
304021090,56,21,192,1675,2296,1076,703,936,240,6925
304021091,38,72,166,1052,1278,683,427,544,245,4232
304031092,71,14,154,1554,1808,731,541,827,251,5705
304031093,27,51,146,1048,1125,513,316,567,304,3874
304031094,52,53,223,3127,2911,1022,661,2011,649,10387
304031095,37,4,85,1212,1433,605,350,689,253,4550
304031096,30,15,123,3606,2348,725,438,3621,764,11502
304031097,48,22,173,2474,2230,733,380,1281,443,7540
304041098,45,22,127,1976,1936,618,437,1317,531,6821
304041099,0,0,0,4,9,3,3,3,0,16
304041100,184,47,362,1306,1742,697,536,1104,330,5705
304041101,129,25,250,1735,2085,807,546,1054,345,6571
304041102,0,0,0,0,0,0,0,0,0,0
304041103,97,61,276,3218,4182,1994,1224,1744,627,12985
304041104,51,59,143,1902,2406,1103,743,1043,317,7512
305011105,16,8,38,2737,2048,483,335,3008,1049,9676
305011106,27,8,44,2272,1542,308,158,1526,1032,6836
305011107,66,9,108,1654,1535,478,264,1062,522,5515
305011108,139,16,196,2524,1944,543,236,1790,725,7762
305011109,87,197,375,3644,2946,813,470,1896,1924,11690
305011110,12,8,52,2036,1639,398,236,1638,648,6596
305011111,9,9,35,1588,1121,275,177,1833,693,5690
305011112,43,19,105,2653,2382,665,360,1374,954,8391
305021113,12,8,45,987,1038,381,272,443,236,3358
305021114,51,30,107,1595,1554,574,387,792,558,5466
305021115,14,7,41,1613,1372,372,212,1054,440,5073
305021116,9,0,33,1196,1237,443,304,535,211,3922
305021117,67,21,158,3192,3178,947,634,1738,788,10473
305021118,23,15,56,1530,1566,570,348,625,344,4986
305031119,22,22,68,869,657,211,95,396,227,2447
305031120,21,9,71,1479,1556,553,342,699,272,4906
305031121,27,19,100,1250,1182,483,294,785,376,4373
305031122,62,32,190,2569,2542,877,550,1686,637,8854
305031123,20,13,66,883,1038,486,258,383,139,3180
305031124,29,41,104,1631,1449,491,305,1014,704,5603
305031125,22,20,80,996,1107,461,308,581,298,3745
305031126,61,48,150,2645,2081,575,341,2309,875,8823
305031127,40,46,120,1375,1180,379,240,711,342,4227
305031128,17,8,49,3452,2778,578,316,1490,1448,10061
305031129,17,5,43,992,917,373,235,409,189,3114
305031130,27,36,98,1899,1842,569,344,1009,449,6110
305031131,89,12,151,2459,2394,763,441,1512,604,8174
305041132,69,26,179,2927,3265,1290,854,1461,576,10369
305041133,8,6,34,1601,1438,420,215,702,444,4820
305041134,84,22,166,2135,2426,988,605,967,399,7520
305041135,50,13,106,3151,2726,805,504,1405,635,9221
305041136,16,6,39,1591,1413,445,263,725,457,4896
305041137,44,16,101,3025,2754,759,442,1877,761,9617
306011138,17,6,32,944,1346,583,344,661,285,4164
306011139,38,10,91,1844,2731,1131,793,1544,778,8822
306011140,11,3,23,699,920,358,263,415,214,2868
306011141,45,31,108,2142,3053,1251,864,1459,856,9632
306011142,34,14,95,2586,3396,1354,875,1973,926,11108
306011143,22,15,63,1076,1445,547,411,900,824,5200
306021144,15,3,21,1205,1697,687,480,1187,528,5780
306021145,41,22,91,2227,2133,608,444,2735,2106,10255
306021146,80,35,204,1313,1880,870,626,1353,648,6682
306021147,34,8,60,1650,2117,936,795,1646,745,7888
306021148,63,24,130,1303,1865,836,738,1243,682,6675
306021149,76,46,155,1706,2101,885,723,1526,837,7776
306021150,0,0,0,0,0,0,0,0,0,0
306021151,10,7,32,875,1067,402,332,1197,831,4713
306021152,45,24,87,860,997,348,301,1149,754,4405
306021153,12,3,33,1428,1925,767,585,1187,438,6328
306021154,161,102,314,1117,1107,399,309,1620,997,5550
306021155,84,15,108,753,936,376,295,857,468,3681
306021156,102,20,195,1441,2054,803,585,1179,507,6572
306021157,42,19,86,764,908,380,337,955,512,3850
306031158,28,21,87,623,905,451,467,639,400,3486
306031159,184,35,309,1317,1736,832,746,1887,1034,7551
306031160,35,30,125,1115,1617,891,894,1163,752,6438
306031161,99,47,201,1500,2200,1137,995,1805,1202,8839
306031162,0,0,0,0,0,0,0,0,0,0
306031163,4,0,5,473,321,136,200,517,51,1687
306041164,33,30,99,978,1312,657,552,885,776,5164
306041165,3,41,55,1039,1192,482,289,755,778,4535
306051166,149,69,350,1546,2251,1171,1008,1804,951,8732
306051167,44,17,92,675,980,557,632,940,862,4646
306051168,17,3,38,604,1031,559,483,499,472,3645
306051169,87,32,185,1146,1889,1070,1056,1111,668,6944
306051170,116,54,273,1567,2152,1184,936,1829,1262,8930
307011171,34,11,64,644,841,379,369,813,392,3437
307011172,66,46,158,1212,1483,792,732,1059,942,6218
307011173,63,31,130,1024,1213,559,472,1007,656,4936
307011174,32,20,85,573,777,420,427,773,426,3401
307011175,28,21,68,576,775,359,346,655,542,3250
307011176,72,26,129,1091,1356,600,425,1142,705,5322
307011177,41,24,100,831,1145,517,572,999,527,4582
307011178,4,18,35,503,630,350,428,685,807,3409
307021179,83,28,178,1158,1679,961,1068,1327,725,6913
307021180,77,21,132,1121,1399,726,689,1415,550,5904
307021181,17,35,70,437,566,324,346,565,487,2722
307021182,94,82,223,834,1125,541,572,888,584,4548
307021183,160,57,331,2635,3337,1596,1574,2639,1414,13183
307031184,43,15,81,731,1036,526,552,741,403,3993
307031185,46,20,102,572,902,489,492,605,412,3472
307031186,63,30,123,671,974,489,556,767,404,3863
307031187,116,35,226,766,1100,611,578,1017,426,4491
307031188,23,12,70,759,1266,732,701,822,464,4740
307031189,182,68,391,2238,3019,1668,1490,2575,1015,12010
308011190,0,0,9,1262,1285,544,565,1002,780,5435
308011191,33,9,62,1154,1471,702,774,1160,1062,6328
308011192,26,13,55,2156,2675,1135,1041,1473,1476,9951
308031205,61,34,159,1133,1361,597,499,1278,677,5552
308031206,10,0,23,228,360,225,219,296,148,1476
308031207,38,92,164,680,1097,579,605,824,627,4411
308031208,58,21,150,1542,2169,973,745,1274,545,7249
308031209,3,3,25,725,1007,490,460,504,852,4043
308031210,59,11,100,1668,2371,1079,991,1642,784,8540
308031211,26,16,66,733,962,470,395,876,316,3764
308031212,38,13,71,295,541,309,348,670,330,2485
308031213,35,45,120,1735,2176,1026,736,1602,690,7971
308031214,75,19,141,786,1087,516,386,956,394,4125
308031215,22,124,180,1118,1390,656,513,1023,644,5346
308031216,43,51,173,1009,1335,596,467,880,590,4871
308031217,30,17,79,554,609,300,223,673,451,2805
308031218,10,33,54,449,654,452,400,465,367,2788
308031219,9,10,33,576,904,538,464,594,411,3484
308031220,9,3,22,408,643,319,337,389,270,2367
308031221,0,0,0,0,3,4,4,0,3,16
308031222,204,50,329,1468,1618,729,531,1543,696,6587
308031223,211,63,418,2896,3962,1933,1540,2840,1501,14671
308041528,55,25,122,1266,1677,841,863,1247,840,6740
308041529,48,14,92,941,1151,518,460,876,473,4411
308051530,11,6,32,767,1210,738,799,911,612,5035
308051531,40,10,75,1590,2178,1028,912,1243,545,7491
308051532,0,0,0,5,0,0,3,4,3,18
308051533,87,15,130,2194,2840,1144,1119,2015,684,9993
308051534,21,27,83,1046,1221,502,465,1051,722,5005
308051535,21,17,66,1637,2311,1166,1277,1491,1004,8897
308051536,9,3,21,573,874,368,315,496,185,2812
308051537,0,0,0,0,0,0,0,0,0,0
308051538,31,3,43,983,1345,565,543,775,373,4582
308051539,10,13,56,813,1007,450,426,742,429,3861
309011224,66,26,168,1541,1757,747,518,1403,548,6514
309011225,144,59,303,1969,2088,739,454,1532,908,7692
309011226,222,83,476,2618,3311,1463,965,2308,773,11432
309011227,137,45,255,3058,2590,815,469,2420,1496,10851
309011228,117,49,300,2437,2615,1191,813,2244,794,10098
309011229,48,23,123,1635,1649,529,327,1140,654,5932
309021230,151,48,269,1259,1303,479,291,1353,779,5463
309021231,136,71,325,2262,2524,1002,696,1910,1145,9543
309021232,163,32,295,1626,2075,923,654,1612,479,7377
309021233,157,59,359,2218,2677,1284,976,1954,708,9821
309021234,149,67,364,3093,3269,1329,917,2485,1091,12187
309031235,88,55,205,1938,2197,986,709,1943,694,8462
309031236,122,23,197,1766,1829,620,502,1826,872,7403
309031237,186,94,407,1740,2097,1020,744,2248,887,8734
309031238,296,143,561,3535,3788,1330,1075,4096,1963,15784
309031239,78,47,232,1793,2190,1020,715,1710,669,8094
309031240,168,103,394,1639,2058,1028,704,1770,758,7959
309041241,8,3,31,690,1032,472,367,512,435,3512
309041242,77,42,213,2211,3350,1674,1394,1744,1298,11672
309051243,90,33,169,1231,1573,878,648,952,464,5741
309051244,63,33,165,3317,4091,1815,1364,2472,978,14037
309051245,17,7,40,1493,1754,845,544,1054,291,5976
309061246,69,32,156,2351,2821,1177,813,2152,816,10120
309061247,51,29,137,1523,1904,913,608,1285,515,6747
309061248,256,181,589,3606,4409,1949,1477,3671,1463,16565
309061249,31,11,59,3433,3851,1588,1210,2699,913,13696
309061250,71,136,257,1460,1687,873,610,1121,651,6403
309071251,15,3,23,2324,2647,1014,869,1784,822,9454
309071252,199,54,376,3241,3663,1688,1218,2810,1111,13729
309071253,97,100,244,2135,2615,1137,757,1868,1103,9611
309071254,13,6,42,635,792,401,309,596,261,2998
309071255,47,16,104,3449,4191,1724,1446,2550,1102,14465
309071256,38,16,95,3010,3383,1473,1101,2326,879,12176
309071257,32,3,49,1538,1729,680,638,1194,720,6497
309071258,86,71,185,5415,6384,2685,2161,4301,1742,22688
309081259,63,89,195,773,862,386,305,890,336,3554
309081260,156,185,354,1306,1454,541,384,1361,694,5745
309081261,177,136,476,4774,5017,2171,1502,4343,1420,19226
309081262,48,182,275,3133,3231,1148,876,2723,1147,12258
309091263,238,181,531,2279,2534,1106,768,2282,903,9874
309091264,24,5,48,1313,1289,548,407,1310,367,5234
309091265,32,19,74,1834,1832,776,539,1666,525,7174
309091540,237,75,430,3183,2870,972,625,3985,1460,13107
309091541,296,102,520,3320,3569,1343,905,3922,1763,14820
309101267,118,71,257,1651,1775,864,589,1474,729,7087
309101268,28,3,63,915,1007,411,305,757,311,3714
309101269,37,16,90,886,904,311,158,749,583,3592
309101270,142,104,379,5082,4517,1510,973,5969,3685,21740
310011271,23,12,60,914,941,349,310,1006,462,3976
310011272,92,66,272,1305,1500,619,526,1772,678,6397
310011273,61,83,229,5212,5904,2444,1811,4693,1459,21526
310011274,104,49,237,2476,2510,1159,1092,4649,1873,13760
310011275,50,98,224,1515,1835,761,502,991,574,6182
310011276,11,12,24,437,414,185,177,748,3179,5132
310021277,118,49,262,1702,2557,1431,1237,1770,970,9672
310021278,63,24,112,714,1032,601,645,858,485,4335
310021279,0,0,0,0,0,0,0,3,0,3
310021280,149,54,273,2786,3952,1918,1881,3172,2179,15887
310021281,60,32,143,2008,2677,1392,1372,2159,1269,10879
310021282,94,25,187,1926,2377,1218,1076,1852,1167,9625
310031283,102,28,196,1853,2203,961,877,1844,647,8385
310031284,31,18,91,1466,1849,852,618,1630,785,7200
310031285,28,4,59,1145,1477,633,529,1045,322,5155
310031286,89,23,158,1173,1416,572,468,1227,548,5395
310031287,190,71,457,2977,3713,1679,1388,3232,1329,14318
310031288,12,0,28,904,1038,515,375,570,206,3611
310031289,9,6,32,954,1355,591,470,617,251,4245
310031290,10,3,25,1135,1496,729,492,622,189,4659
310031291,25,15,74,1155,1334,623,583,1331,724,5750
310031292,84,18,157,999,1303,624,517,1197,501,5142
310031293,134,58,281,2497,3140,1416,1230,2541,754,11572
310031294,3,3,11,896,1147,407,315,503,286,3556
310031295,89,27,134,389,443,240,206,755,362,2395
310041296,15,5,34,2433,3066,1227,919,1795,709,10151
310041297,30,6,63,1708,1895,905,673,1538,657,7376
310041298,0,0,0,0,0,0,0,0,0,4
310041299,29,10,59,1452,1591,764,577,1445,499,6329
310041300,32,25,91,1591,1753,796,709,2121,1043,8013
310041301,0,0,0,0,0,0,0,0,0,0
310041302,44,16,80,3024,3353,1367,1317,3383,1198,13644
310041303,12,4,24,1241,1457,590,409,980,280,4950
310041304,9,3,24,2944,3400,1217,983,1911,632,11081
311011305,201,47,328,2068,2692,1420,1272,2343,1359,11152
311021306,58,29,117,1395,1565,641,545,1763,762,6670
311021307,100,39,209,1866,2475,1157,1042,2825,1078,10448
311021308,58,11,84,1298,1493,629,509,1308,397,5630
311021309,41,22,112,1017,1255,549,387,1008,358,4582
311021310,25,8,57,1156,1394,598,456,899,281,4782
311031311,188,65,324,1954,2425,1192,893,2443,842,9753
311031312,96,3,110,1250,1333,580,496,1512,485,5665
311031313,9,8,30,914,1042,485,346,923,342,4058
311031314,28,11,48,1765,1957,849,834,2281,898,8586
311031315,0,0,0,0,0,0,0,0,0,0
311031316,55,4,74,1520,1695,714,599,1507,338,6377
311031317,27,17,61,1952,2319,940,907,2885,1271,10277
311031318,15,9,31,908,1037,464,398,752,204,3756
311031319,28,10,81,2940,3314,1396,1086,2704,769,12205
311041320,36,8,61,2230,2825,1309,1047,1839,591,9845
311041321,56,21,124,4198,5505,2487,2025,3450,1601,19270
311041322,20,3,27,1148,1561,765,618,1019,473,5581
311051323,340,67,485,1707,2138,946,766,2255,839,8651
311051324,59,15,104,1710,2003,869,636,1231,364,6821
311051325,28,10,55,1995,2464,1089,761,1690,649,8649
311051326,31,8,52,1702,1863,808,683,2083,948,8082
311051327,43,4,74,2304,2793,1240,790,1788,508,9427
311051328,82,20,161,1082,1384,583,522,1556,563,5691
311061329,18,7,45,1307,1455,717,496,949,292,5228
311061330,31,12,65,1446,1612,704,709,2360,1074,7908
311061331,12,4,38,854,895,406,458,1572,514,4698
311061332,90,23,182,2999,3591,1649,1141,2144,668,12192
311061333,136,10,171,1611,1874,837,742,2268,732,8055
311061334,78,11,132,1828,2101,898,715,1470,514,7530
311061335,11,0,26,1181,1309,544,408,1132,294,4868
311061336,95,63,191,1735,1942,817,835,3264,974,9569
312011337,86,56,198,1280,1786,854,740,1759,997,7411
312011338,9,0,19,1198,1458,641,706,1127,1465,6594
312011339,23,7,54,522,685,322,364,499,427,2817
312011340,24,8,46,464,607,357,306,618,495,2847
312011341,4,4,8,1327,1686,618,661,984,950,6237
312021342,93,29,184,2534,3159,1477,1185,2347,956,11658
312021343,122,18,178,632,766,317,251,701,293,2960
312021344,18,4,39,1990,2707,1098,962,1557,832,9136
312021345,0,0,0,0,3,0,3,6,0,13
312021346,32,6,61,644,703,255,180,843,485,3116
312021347,0,0,0,107,120,35,36,81,86,464
312021348,89,30,192,1845,2383,1168,961,1471,692,8515
312021349,83,26,175,967,1296,545,475,1121,592,5004
312021350,6,8,31,862,1067,491,402,759,439,4014
312021351,42,15,67,1214,1570,776,902,1013,718,6194
312021352,64,25,132,1620,2282,1160,1167,1834,1225,9285
312021353,17,23,67,1163,1653,975,881,1123,818,6610
312021354,11,3,15,874,1241,550,480,757,357,4265
312021355,14,4,28,550,687,328,298,569,241,2668
312021356,57,25,128,1118,1458,624,521,1321,522,5572
312021357,27,21,77,1286,1748,853,819,1126,833,6659
312021358,155,24,264,983,1320,591,459,1123,582,5061
312031359,16,5,38,2510,2616,987,716,1841,2047,10714
312031360,0,0,0,0,0,0,0,0,0,0
312031361,57,55,160,1158,1774,832,762,1284,868,6684
313011362,115,60,272,2191,3087,1769,1575,2656,1155,12437
313011363,282,278,876,2675,3921,2364,1821,3725,1681,16183
313021364,8,5,33,741,898,440,385,554,170,3185
313021365,158,391,710,4211,4999,2365,2122,4917,2509,21114
313021366,101,87,279,3079,3741,1745,1627,3687,1322,15196
313021367,12,5,30,725,908,415,349,512,257,3170
313021368,31,11,62,1399,1716,727,665,1450,486,6443
313021369,15,7,38,688,866,444,362,528,313,3201
313031370,49,11,84,715,1054,596,537,938,504,4347
313031371,75,31,125,986,1463,763,728,989,1641,6573
313041372,72,53,194,2500,3097,1422,1172,2149,790,11127
313041373,151,212,507,3494,4358,1972,1775,4304,1947,17853
313041374,8,6,36,915,1190,541,430,652,260,3983
313041375,34,10,79,3399,4263,1776,1407,2061,703,13600
313041376,5,3,18,496,695,374,268,415,185,2435
313051377,111,60,254,1475,1924,773,630,1429,610,6845
313051378,95,62,238,2175,2656,1158,882,2129,734,9745
313051379,113,127,355,1889,2302,942,690,1908,1053,8794
313051380,366,200,724,2794,3452,1549,1350,3410,1287,13836
313051542,167,66,372,2326,2797,1441,943,2056,873,10437
314011382,99,86,295,3208,3923,1736,1143,1946,630,12592
314011383,25,12,72,3759,4513,1850,1369,2194,524,14202
314011384,24,17,71,1372,2036,1013,834,847,545,6651
314011385,11,3,28,1553,1970,825,559,885,256,6041
314011386,119,16,213,4652,5873,2641,1782,2704,674,18318
314011387,28,13,91,2137,2855,1594,1084,1031,590,9294
314021388,139,124,346,4164,5259,2076,1778,3903,1415,18594
314021389,124,33,231,3306,3911,1601,1241,2378,851,13286
314021390,204,29,328,5473,6436,2562,2078,4042,1288,21875
314031391,44,79,167,1859,2252,997,794,1510,579,7993
314031392,34,50,121,1103,1328,576,462,1018,397,4884
314031393,25,20,62,1629,2088,891,660,1094,399,6757
314031394,59,38,150,2335,2733,1097,907,2111,689,9880
315011395,0,0,0,570,163,21,7,114,35,901
315011396,14,11,46,1138,1310,720,602,1129,889,5783
315011397,0,3,6,128,181,107,79,227,156,880
315011398,3,0,9,508,240,150,86,202,54,1244
315011399,0,0,6,501,415,238,179,317,116,1768
315011400,34,10,73,636,1024,593,504,804,1551,5110
315011401,8,3,14,504,542,143,137,768,537,2627
315011402,6,0,6,942,529,147,313,706,324,2954
315011403,0,0,3,607,834,277,239,548,354,2867
315021404,9,3,17,889,613,311,265,926,473,3474
315021405,27,19,81,2939,3714,1444,1185,2678,1956,13923
315021406,6,8,18,502,564,209,215,699,501,2687
315021407,26,3,46,477,619,266,272,638,299,2570
315031408,35,17,90,733,915,465,492,855,388,3853
