SA2_MAINCODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
602011039,441,513,112,11,1070,265,27,1356,7,4,3,0,16,17,3,37,0,0,0,0,0,0,0,3,11,4,3,0,15,16,3,41,10,0,5,0,14,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,14,10,0,28,0,0,0,0,0,8,0,8,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,11,0,13,0,7,0,0,9,3,0,11,464,524,116,11,1111,309,29,1446
602011040,232,311,160,23,721,340,93,1159,15,13,14,0,37,91,12,138,0,0,0,0,3,3,6,14,15,16,16,0,44,94,18,151,11,10,6,0,26,41,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,6,0,26,41,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,3,4,9,3,4,0,0,8,3,4,13,0,0,0,0,0,9,0,8,254,333,187,23,795,481,128,1403
602011041,656,734,448,52,1894,647,119,2652,93,44,60,11,205,269,59,537,10,8,9,3,25,18,11,57,103,53,68,13,233,294,64,589,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,3,0,0,3,0,0,4,0,0,0,0,0,6,0,6,761,786,515,60,2125,956,184,3264
602011042,411,507,192,20,1131,369,48,1545,14,0,5,0,21,148,6,171,19,18,9,0,43,18,0,61,33,20,13,0,61,166,7,232,29,14,4,0,44,158,11,209,3,0,0,0,3,16,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,27,14,4,0,47,176,17,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,8,475,538,208,21,1245,716,68,2028
602011043,410,412,124,6,958,291,20,1268,33,0,9,0,42,84,0,127,0,0,0,0,0,0,0,0,33,0,7,0,46,84,0,123,14,3,10,0,30,37,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,10,0,30,37,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,460,414,144,6,1030,402,26,1455
602011044,603,716,235,13,1566,468,23,2055,13,6,3,0,21,72,3,103,6,0,0,0,15,11,0,25,23,9,4,0,38,87,3,124,67,14,33,0,115,167,8,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,14,33,0,115,167,8,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,693,743,273,13,1719,723,36,2481
602011045,256,272,280,18,827,307,34,1171,4,0,7,0,13,59,3,77,0,3,0,0,3,0,0,4,4,3,9,0,19,61,5,82,23,7,27,0,59,120,3,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,27,0,59,120,3,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,285,317,20,905,490,47,1445
602011046,700,737,231,20,1687,563,47,2301,8,3,0,0,7,43,0,51,0,0,0,0,8,5,0,10,8,3,3,0,14,43,0,58,5,3,3,0,16,53,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,16,53,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,0,0,3,3,0,10,718,748,240,21,1722,664,54,2438
602011047,320,327,168,22,840,402,87,1326,34,4,10,5,56,154,5,213,40,38,13,4,93,35,13,141,70,38,31,10,151,189,15,354,13,6,14,3,36,84,10,127,0,0,0,0,3,9,0,13,0,0,0,0,0,4,3,7,3,9,8,0,15,19,6,43,14,14,18,3,60,111,18,194,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,8,0,12,0,0,0,0,0,3,0,4,405,387,222,33,1052,712,120,1881
602011048,434,429,227,9,1102,336,35,1475,4,0,0,0,4,29,0,32,4,7,0,0,11,3,0,18,11,7,0,0,12,28,3,46,79,20,37,0,140,216,13,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,20,37,0,140,222,13,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,516,461,264,10,1257,597,51,1900
602011049,484,506,141,13,1146,407,69,1617,11,3,5,0,20,42,0,64,5,0,3,0,10,21,3,34,20,3,4,4,31,66,3,99,5,0,6,0,17,31,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,17,31,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,507,511,160,17,1194,500,75,1773
602011050,294,329,212,12,845,265,30,1135,12,3,12,0,28,48,0,74,0,0,0,0,0,0,0,4,10,3,12,0,27,47,0,79,6,3,9,0,22,29,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,22,29,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,6,0,0,6,3,0,0,0,4,0,0,3,316,339,237,19,902,347,30,1277
602011051,370,445,155,18,975,368,46,1389,4,4,4,0,18,62,3,85,16,8,7,0,26,27,3,55,22,15,6,0,48,88,6,136,14,4,4,0,23,69,9,91,0,0,0,0,3,9,0,10,0,0,3,0,3,0,0,3,0,0,0,0,3,11,0,15,19,4,5,0,26,79,8,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,461,167,15,1050,537,57,1650
602011052,517,502,156,18,1189,375,25,1589,5,3,0,0,12,25,0,36,0,0,0,0,0,3,0,3,5,3,0,0,8,27,0,33,26,8,15,0,49,60,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,15,0,49,60,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,7,0,0,0,0,0,0,0,0,543,518,180,19,1254,458,33,1747
602021053,560,274,164,4,999,433,28,1462,3,0,0,0,4,20,0,21,0,0,0,0,0,0,0,0,3,0,0,0,4,20,0,21,3,0,0,0,4,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,0,10,3,0,0,0,0,9,0,14,11,0,0,0,9,20,0,31,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,16,0,0,0,18,33,0,56,0,0,0,0,3,3,0,7,581,278,165,4,1032,496,30,1551
602021054,688,539,202,13,1445,612,55,2115,3,3,0,0,5,31,0,38,0,0,0,0,0,0,0,0,3,3,0,0,5,37,0,46,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,5,0,3,4,0,7,10,0,15,0,3,0,0,3,3,0,12,701,551,208,13,1469,664,55,2182
602021055,801,601,190,11,1603,464,34,2102,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,9,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,4,4,3,0,11,3,0,8,0,0,0,0,4,3,0,10,808,605,193,11,1618,477,34,2125
602021056,362,370,108,3,843,199,13,1059,4,0,0,0,5,13,0,19,13,28,10,0,54,4,0,52,11,28,7,0,60,17,0,77,10,0,0,0,10,30,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,0,15,9,0,0,0,8,37,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,7,0,8,0,0,0,0,0,0,0,0,385,407,121,3,914,268,21,1197
602021057,532,434,114,16,1089,403,26,1522,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,0,3,6,0,12,0,0,0,0,3,3,0,3,536,431,113,17,1099,432,26,1558
602031058,518,461,107,12,1091,293,32,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,4,6,0,11,519,462,106,12,1097,298,32,1430
602031059,820,590,299,24,1729,619,49,2402,6,3,8,0,18,67,3,96,7,0,0,0,3,3,0,6,11,3,8,0,27,69,3,103,11,5,9,0,22,83,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,0,22,83,3,109,0,0,0,0,3,3,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,3,0,8,3,0,5,848,597,320,24,1785,780,57,2628
602031060,455,387,141,7,999,378,36,1403,7,3,5,0,19,49,4,75,0,0,0,0,0,0,0,0,7,3,5,0,19,49,4,75,21,6,13,3,50,55,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,13,3,50,55,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,3,0,5,0,3,0,0,4,0,0,6,492,401,163,12,1067,484,42,1591
602031061,452,346,110,7,918,399,30,1341,3,0,0,0,4,12,0,10,0,0,0,0,0,0,0,0,3,0,0,0,4,12,0,10,3,3,0,0,7,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,17,0,21,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,13,4,3,0,0,7,10,0,16,3,3,0,0,5,4,0,13,466,359,112,7,940,442,32,1405
602031062,624,572,167,14,1373,427,27,1833,0,0,0,0,0,24,0,27,0,0,0,0,0,5,0,5,0,0,0,0,0,27,0,30,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,0,0,4,0,7,3,0,6,0,0,0,0,0,3,0,4,626,572,168,14,1382,474,31,1889
602031064,900,447,209,10,1563,815,56,2430,10,3,0,0,13,41,0,51,0,0,0,0,0,0,0,0,10,3,0,0,13,43,3,55,0,0,0,0,0,22,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,27,4,0,0,0,11,20,0,27,0,0,0,0,0,3,0,7,0,0,0,0,0,5,0,6,0,0,3,0,5,0,0,5,5,0,8,0,12,29,3,45,3,4,0,0,15,12,4,26,917,459,221,10,1600,914,65,2586
602031099,137,77,21,3,234,137,13,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,140,77,19,3,243,140,13,398
602031100,845,593,223,13,1674,773,50,2492,8,0,5,0,10,45,0,53,0,0,0,0,0,3,0,0,8,3,5,0,11,47,0,57,7,0,4,0,14,20,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,14,20,0,33,0,0,0,0,0,3,0,8,0,0,0,0,0,6,0,8,0,0,0,0,0,8,0,4,0,7,0,0,5,3,0,11,9,7,0,0,11,21,3,29,12,10,3,0,24,16,0,43,882,601,236,13,1734,871,56,2661
603011065,279,159,66,6,512,294,36,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,6,0,0,0,6,9,0,13,282,164,66,6,515,303,37,861
603011066,363,339,107,9,813,280,19,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,5,0,8,367,338,107,9,820,286,20,1127
603011067,699,658,244,11,1614,553,43,2210,0,0,0,0,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,4,0,13,8,0,16,4,7,3,0,17,7,0,25,0,3,0,0,4,7,0,16,706,665,248,17,1640,583,43,2263
603011068,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6
603021069,476,251,74,6,815,309,19,1142,5,0,0,0,5,6,0,14,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,0,19,3,0,0,0,3,5,0,7,494,256,74,6,830,332,23,1186
603021070,561,390,164,5,1118,451,45,1616,0,0,4,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,9,4,0,0,3,6,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,18,0,27,3,0,0,0,3,5,0,9,0,0,0,0,6,4,0,8,4,0,0,0,4,3,0,4,3,0,0,0,6,3,0,6,14,4,0,0,15,14,0,32,0,4,0,0,5,5,0,7,575,393,170,12,1151,489,50,1691
603021071,512,318,122,16,966,412,48,1426,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,3,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,12,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,0,0,3,0,0,3,4,0,0,0,6,9,0,19,3,0,0,0,3,0,0,4,526,316,122,16,978,438,49,1465
603021072,940,936,288,14,2189,654,63,2898,11,0,11,0,21,32,0,57,0,0,0,0,4,3,0,11,11,4,13,0,25,34,4,66,7,0,5,0,19,33,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,19,33,0,50,7,0,0,0,7,5,0,10,0,0,0,0,0,10,0,14,0,3,0,0,4,3,0,9,4,3,0,0,11,6,0,13,10,6,0,0,20,26,3,48,3,3,0,0,5,0,0,7,973,955,307,20,2254,750,72,3074
603031073,352,157,75,6,591,309,20,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,0,6,0,0,6,10,0,0,0,11,12,0,23,4,0,0,0,8,4,0,13,360,160,83,6,613,325,25,959
603031074,701,275,132,8,1110,513,53,1685,3,0,5,0,12,29,0,37,0,0,0,0,0,0,0,0,3,0,5,0,9,29,0,40,6,3,0,0,11,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,10,0,19,3,0,0,0,3,9,0,13,3,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,3,0,0,9,11,0,25,5,4,3,0,11,9,0,17,723,282,137,5,1151,581,57,1784
604011075,329,273,171,6,789,365,34,1180,21,3,8,4,35,146,7,191,0,0,0,0,0,5,0,7,21,3,14,4,38,156,7,197,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,277,188,8,828,538,38,1394
604011076,644,593,145,10,1394,342,22,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,11,0,7,0,0,8,4,0,15,647,600,145,10,1405,354,24,1776
604011077,358,286,204,19,862,428,44,1335,3,0,5,0,13,53,0,69,8,0,0,0,7,28,3,36,14,4,7,0,23,79,3,106,3,0,11,0,15,14,0,30,0,0,0,0,3,10,0,15,10,0,3,0,13,38,3,56,0,0,0,0,0,0,0,0,14,4,14,0,29,66,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,9,3,0,0,0,3,4,0,9,4,0,0,0,3,3,0,12,389,293,225,19,924,585,51,1561
604011078,616,611,326,11,1563,588,50,2200,8,8,19,0,35,86,4,125,0,0,3,0,3,18,0,30,8,9,21,0,39,107,7,151,0,0,5,0,3,19,4,23,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,37,4,45,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,6,9,0,9,627,618,349,15,1608,741,55,2407
604011079,653,512,171,12,1350,411,36,1797,11,3,9,0,27,66,0,89,0,0,0,0,4,3,0,5,18,8,9,0,29,67,0,93,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,3,0,3,0,4,10,0,19,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,4,0,3,0,4,3,0,4,8,0,4,0,11,15,0,32,0,0,0,0,6,3,0,4,675,515,184,11,1388,507,37,1939
604011080,379,381,161,10,932,307,31,1261,5,0,3,0,13,27,0,43,4,0,0,0,11,6,0,22,12,3,3,0,22,37,3,67,3,0,4,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,4,0,4,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,379,169,10,961,354,30,1337
604011081,440,372,178,7,1001,386,26,1417,14,0,7,0,15,82,0,106,0,0,0,0,0,0,0,0,14,0,7,0,15,82,0,106,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,9,0,0,0,8,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,0,6,0,10,15,0,29,0,0,0,0,0,0,0,0,458,372,183,10,1030,496,34,1554
