SA2_MAINCODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
316061441,59,20,75,966,341,38,1342,3026,377,4745
316061442,78,11,94,1793,631,73,2501,5022,600,8123
316061443,100,15,114,806,390,27,1228,3661,487,5371
316061444,200,30,233,1829,628,63,2527,5464,527,8512
316071545,150,28,180,1510,504,63,2080,4195,418,6685
316071546,48,10,55,615,225,17,856,1967,243,3067
316071547,92,11,108,1815,623,56,2493,5367,643,8507
316071548,504,140,655,3372,1154,165,4691,10027,1317,16029
316081549,245,43,291,3490,1192,165,4846,11605,1390,17842
317011445,33,6,37,1386,368,76,1829,2898,436,5160
317011446,305,156,459,2076,736,78,2889,7105,962,10957
317011447,369,88,459,1396,617,68,2084,5465,836,8380
317011448,143,37,181,943,346,35,1323,4238,609,6173
317011449,17,3,24,1312,365,72,1753,2700,295,4743
317011450,133,16,149,2481,817,83,3377,6106,582,10069
317011451,96,32,132,1841,719,69,2625,5519,857,9000
317011452,94,188,279,1252,441,56,1751,3274,597,5620
317011453,197,40,237,1341,569,57,1967,5128,732,7828
317011454,60,12,73,819,326,23,1169,3068,464,4702
317011455,155,110,268,1353,603,78,2033,4149,544,6724
317011456,365,52,422,1930,833,77,2841,7295,971,11111
317011457,178,36,222,1583,563,77,2223,5005,646,7872
317011458,184,34,223,2337,760,122,3223,6144,743,10105
317011459,205,68,269,1806,840,78,2721,7050,1022,10795
318011460,228,57,289,1276,598,32,1906,4811,767,7481
318011461,115,53,170,1189,481,23,1693,4203,626,6520
318011462,148,26,180,1099,399,55,1544,4023,792,6364
318011463,19,9,32,580,218,15,813,1738,408,2963
318011464,195,35,234,531,233,26,790,2512,427,3724
318011465,147,34,180,832,375,28,1238,3686,533,5448
318011466,0,0,0,413,235,34,680,925,61,1662
318021467,80,18,94,731,268,27,1025,2523,307,3856
318021468,160,6,172,1550,521,83,2156,5170,919,8245
318021469,181,47,228,491,130,29,651,1778,288,2718
318021470,21,3,23,1494,386,66,1943,3167,315,5428
318021471,137,28,163,1660,676,83,2420,4992,711,8126
318021472,106,16,122,782,461,46,1290,3192,410,4887
318021473,48,9,59,4969,1119,202,6293,8851,1242,16377
318021474,15,9,21,1047,350,52,1441,4648,443,6533
318021475,71,18,90,788,330,34,1159,3571,780,5512
318021476,122,10,130,1262,442,61,1766,3864,467,6092
318021477,83,14,93,580,312,27,916,2047,276,3238
318021478,43,14,59,819,270,24,1108,2741,392,4245
318021479,92,13,113,719,258,26,1008,2484,332,3824
318021480,37,10,49,1843,596,94,2534,4631,802,7970
318021481,155,14,174,1159,613,72,1843,3957,453,6251
318021482,87,7,98,2856,1037,159,4047,7162,838,12050
318021483,25,9,33,227,104,19,352,1438,284,2069
318021484,31,4,43,1877,533,79,2492,4107,463,7056
318021485,183,23,204,482,212,14,708,2114,195,3021
318021486,33,3,33,926,388,44,1361,3287,565,5213
318021487,33,3,38,1237,338,36,1618,3177,371,5163
318021488,59,12,79,662,274,31,963,2884,627,4467
318021489,18,7,20,657,266,27,949,2307,287,3546
318021490,66,17,91,924,469,41,1434,5516,1048,7999
318021491,51,16,69,723,372,46,1138,2727,1332,5199
319011492,107,73,182,826,270,22,1122,2692,370,4193
319011493,247,45,291,2400,824,91,3320,9519,902,13741
319011494,45,3,49,797,272,35,1108,2319,257,3682
319011495,95,25,128,760,293,21,1078,3456,646,5183
319011496,95,18,115,891,320,57,1270,2703,351,4324
319011497,191,47,236,834,397,42,1267,4143,646,6056
319011498,63,23,88,1211,437,41,1696,4720,872,7289
319011499,118,37,160,1164,457,53,1676,5681,942,8300
319011500,327,86,419,1045,379,40,1456,4002,648,6110
319011501,213,35,252,771,285,51,1104,3186,354,4642
319011502,288,54,347,1545,665,78,2284,5612,773,8670
319021503,134,42,178,860,311,29,1195,3541,773,5507
319021504,67,24,91,626,214,12,851,2941,509,4296
319021505,226,40,268,1638,588,89,2317,5094,650,8063
319021506,194,33,227,1190,489,52,1729,5051,804,7588
319021507,50,9,55,621,200,33,847,2024,302,3169
319021508,94,17,111,501,200,22,724,1892,500,3118
319021509,139,24,169,1132,434,45,1619,5470,961,8053
319021510,0,0,0,3,0,0,3,4,0,8
319031511,100,27,130,580,256,21,853,3932,694,5474
319031512,292,195,489,2120,732,94,2944,7231,1252,11426
319031513,151,31,183,1070,381,40,1490,3456,427,5375
319031514,157,36,192,2721,1030,121,3871,9724,1556,15150
319031515,33,5,38,524,159,24,708,1996,314,3015
319041516,36,3,42,672,224,33,932,2530,315,3782
319041517,36,3,37,804,231,28,1066,2590,278,3933
319041518,384,83,468,1785,551,99,2431,8082,1061,11576
319041519,121,54,181,778,252,27,1060,3157,482,4700
319041520,446,129,582,1784,716,87,2585,8687,1451,12724
319041521,211,29,243,1761,607,71,2441,7049,900,10384
319051522,101,38,142,1113,375,58,1546,5503,975,8026
319051523,65,12,72,427,163,12,606,1738,253,2598
319051524,500,101,611,2392,955,122,3470,9716,1912,15095
319051525,67,22,92,905,419,30,1352,4993,906,7251
319051526,72,13,83,849,301,43,1191,2909,350,4451
397979799,0,3,4,13,17,0,28,90,21,144
399999499,30,11,44,760,474,19,1251,7804,2633,11693
401011001,102,17,129,902,524,31,1460,11088,1826,14375
401011002,218,26,247,538,419,28,988,4824,663,6476
401021003,81,12,91,1059,511,59,1624,3691,368,5681
401021004,244,27,281,3246,1382,180,4818,8411,723,13951
401021005,169,25,198,690,314,27,1032,2417,275,3717
401021006,186,24,217,1464,689,74,2226,4694,514,7433
401021007,283,44,336,3095,1242,169,4501,8387,837,13722
401021008,51,8,62,1078,399,68,1546,3157,386,5088
401021009,20,3,26,1056,332,52,1439,2261,222,3920
401021010,71,6,77,924,420,39,1381,2808,243,4429
401031011,507,54,571,3132,1337,107,4577,10096,696,15375
401031012,260,21,294,1661,721,65,2449,5065,379,7888
401031013,650,140,797,2582,1108,86,3777,8570,803,13152
401041014,88,12,102,1478,704,58,2242,5197,227,7663
401041015,723,67,795,3023,1259,63,4338,11287,938,16558
401041016,698,80,786,3549,1292,115,4952,12249,847,18048
401051017,207,47,266,1278,616,33,1928,6238,687,8855
401051018,628,66,700,1806,732,58,2593,7418,534,10548
401051019,321,23,346,2080,803,67,2951,7417,532,10899
401061020,120,9,139,1021,321,30,1367,3412,250,5034
401061021,294,33,338,2427,769,99,3298,8001,710,12017
401061022,280,31,309,1063,531,31,1624,4375,428,6424
401071023,479,58,548,2783,1120,122,4020,9822,875,14714
401071024,959,116,1086,3085,1271,132,4488,11580,953,17016
402011025,77,20,100,1715,603,73,2393,4391,430,7214
402011026,500,96,605,2975,1351,125,4446,10628,1254,16330
402011027,37,9,48,939,387,52,1379,2766,351,4501
402021028,183,52,233,3368,1169,150,4687,8523,764,13978
402021029,116,20,142,3144,875,156,4168,7452,1204,12826
402021030,261,58,321,1298,490,59,1844,5422,1009,8272
402021031,290,40,331,1926,744,72,2748,6756,867,10371
402021032,37,5,49,2500,681,119,3305,4949,557,8810
402021033,32,6,32,379,241,10,632,1339,157,2125
402021034,182,60,241,1759,745,78,2582,6017,998,9597
402021035,61,8,71,580,260,22,866,2318,326,3515
402031036,583,93,689,3598,1011,100,4709,12857,1422,18990
402031037,374,63,440,4242,1378,118,5730,12410,2058,20199
402031038,432,54,488,3541,1082,104,4723,11082,949,16755
402041039,0,0,0,0,0,0,0,0,0,0
402041040,339,45,388,2312,1022,77,3418,8138,651,12202
402041041,172,24,203,2367,967,92,3420,7712,674,11808
402041042,0,0,0,0,0,0,0,105,0,105
402041043,180,21,208,2917,1027,82,4032,8675,752,13462
402041044,57,4,64,2973,1020,100,4088,8213,735,13032
402041046,376,67,443,2670,985,80,3738,9521,1059,14312
402041047,307,50,359,2740,1226,114,4079,9409,860,14352
402041048,173,24,196,2969,912,120,4002,8308,977,13281
402041171,92,9,98,2523,669,70,3266,6864,573,10713
402041172,97,28,130,1137,489,33,1662,4284,426,6383
402051049,86,69,159,1690,829,75,2594,5435,474,8509
402051050,43,11,57,1709,624,80,2417,4406,288,7109
402051051,128,15,143,1747,933,94,2782,5451,360,8592
402051052,772,93,871,2417,1095,87,3595,9523,806,13924
402051053,204,30,235,3051,1588,154,4800,10101,663,15561
402051054,123,22,153,2825,1359,126,4308,8044,662,13017
402051055,385,46,435,1905,958,97,2960,7018,501,10475
403011056,649,103,754,2006,1214,83,3301,7804,729,11827
403011057,759,118,877,2502,1416,86,4013,12023,1357,17391
403021058,295,48,341,2058,701,49,2807,7884,763,11457
403021059,144,7,153,2118,970,83,3171,6690,385,10242
403021060,175,17,196,1608,788,70,2470,4761,401,7630
403021061,496,61,562,2133,908,66,3114,9028,842,12984
403021062,679,92,779,2111,885,73,3065,8623,759,12447
403021063,121,8,136,2088,620,90,2796,4866,287,7950
403021064,558,79,645,2116,957,77,3158,8744,846,12744
403031065,157,37,195,771,388,54,1219,2447,206,3873
403031066,212,25,240,993,576,54,1627,4405,330,6365
403031067,201,24,237,2223,996,110,3330,5943,413,9695
403031068,565,88,663,2847,949,132,3930,8041,596,12569
403031069,439,88,536,2648,1200,90,3938,8441,707,13087
403031070,303,41,347,1205,570,52,1822,4505,450,6781
403041071,235,29,262,1977,878,83,2938,6314,355,9609
403041072,186,35,233,2834,1040,165,4037,6817,1062,11911
403041073,162,22,184,1352,554,81,1987,4847,748,7579
403041074,179,162,337,1416,724,81,2221,5294,1012,8537
403041075,15,5,19,438,237,19,690,1407,114,2210
403041076,31,3,34,850,323,57,1233,2036,132,3402
403041077,158,13,174,1768,907,93,2766,5543,379,8685
403041078,156,15,166,1009,554,41,1603,3367,241,5209
403041079,110,19,134,1146,540,57,1748,3928,466,6144
403041080,247,37,290,2320,1186,138,3645,7012,510,11168
403041081,0,0,0,0,0,0,0,0,0,0
403041082,0,0,0,0,0,0,4,13,3,24
403041083,189,26,216,969,473,39,1483,3153,326,4968
403041084,230,89,325,2082,1055,116,3251,7255,756,11261
403041085,131,22,156,1507,772,65,2341,4895,585,7822
403041086,196,68,274,1763,772,77,2610,5332,429,8371
403041087,362,55,423,3980,1600,179,5764,10793,1159,17716
403041088,41,10,50,558,284,36,878,1762,150,2795
403041089,194,15,207,1975,822,110,2909,5913,363,9179
404011090,215,32,250,1248,393,49,1692,4251,437,6374
404011091,434,55,491,2150,923,78,3150,8348,673,12167
404011092,289,38,327,2317,1108,90,3518,8235,719,12473
404011093,451,38,488,2439,819,77,3343,10784,952,15077
404011094,181,30,217,886,307,38,1227,3317,370,4919
404011095,625,111,747,2290,1027,71,3384,9492,909,13788
404011096,483,72,563,1814,1290,60,3166,8463,816,12450
404011097,436,35,474,2682,862,71,3610,9957,922,14494
404021098,0,0,0,0,0,0,0,0,0,0
404021099,348,92,442,2135,962,84,3180,8394,761,12340
404021100,311,45,360,1987,1042,80,3107,8212,769,12092
404021101,203,32,244,1480,628,61,2163,6294,721,9173
404021102,447,82,538,2713,727,76,3514,10571,1168,15253
404021103,0,0,0,0,0,0,0,5,0,5
404031104,0,0,0,0,0,0,0,0,0,0
404031105,149,31,185,419,204,21,641,1470,147,2257
404031106,378,67,451,2039,788,51,2877,7274,606,10749
404031107,684,315,1010,3546,1306,115,4961,14286,1501,20756
404031108,348,34,386,2308,781,86,3176,10143,896,14213
404031109,158,18,178,764,354,31,1150,2851,228,4224
405011110,64,18,86,1009,442,53,1499,3107,359,4962
405011111,121,16,133,1501,602,72,2171,4459,494,7124
405011112,71,12,85,1089,402,55,1539,2960,387,4881
405011113,28,12,42,486,250,14,756,1609,238,2607
405011114,193,33,228,979,469,49,1504,3547,323,5373
405011115,194,31,231,679,324,32,1034,2491,268,3792
405021116,137,18,152,610,275,28,917,2134,240,3283
405021117,106,11,120,675,339,25,1042,2648,358,4048
405021118,81,11,91,585,250,22,862,2264,314,3439
405021119,235,65,306,1357,636,75,2065,4966,718,7747
405031120,128,18,144,636,287,27,955,2499,296,3752
405031121,145,45,184,626,299,22,941,3189,490,4617
405031122,356,62,421,1892,839,83,2824,7739,990,11548
405031123,66,4,75,500,262,16,777,1696,182,2663
405041124,130,24,153,778,305,24,1107,2765,440,4316
405041125,148,20,174,528,247,23,799,2995,373,4168
405041126,51,64,115,446,238,23,712,2394,372,3475
405041127,251,56,312,837,420,32,1289,4304,499,6098
405041128,123,18,148,416,236,13,663,2521,249,3429
406011129,27,24,55,345,173,16,533,1202,304,2046
406011130,121,41,166,991,483,38,1515,3283,514,5310
406011131,105,40,142,651,274,33,958,2098,337,3395
406011132,47,12,57,369,139,15,528,1108,152,1788
406011133,343,41,393,2452,1081,156,3688,7657,1283,12625
406011134,48,20,66,523,177,22,723,1645,431,2807
406011135,0,0,0,5,0,0,13,21,34,69
406011136,342,77,429,3362,1403,170,4935,11046,1577,17567
406011137,0,0,0,0,0,0,0,0,0,0
406021138,5,5,18,320,286,105,711,744,275,1724
406021139,7,5,15,181,48,3,230,950,305,1485
406021140,26,13,42,250,120,4,380,1239,208,1827
406021141,12,11,21,364,80,5,450,1394,456,2305
406021142,205,36,245,1814,921,106,2841,6391,1698,10931
406021143,3,0,3,889,195,44,1126,1434,299,2866
407011144,455,75,537,1175,817,63,2062,6871,822,9749
407011145,88,27,123,655,304,46,1001,2467,463,3932
407011146,147,66,215,1125,553,48,1725,3549,520,5784
407011147,59,7,61,1147,569,55,1768,3750,531,6051
407011148,635,156,788,1569,983,99,2655,8879,989,12525
407011149,129,18,146,729,466,32,1228,3269,413,4907
407021150,66,24,91,925,447,34,1412,2508,846,4767
407021151,89,25,109,508,207,20,730,2105,328,3161
407021152,115,81,201,712,330,38,1073,2832,440,4349
407021154,138,61,197,886,326,67,1279,3250,386,4910
407021155,24,4,31,416,139,13,564,1101,102,1768
407021156,60,4,71,515,170,22,702,1619,183,2510
407021157,129,66,198,1002,386,48,1438,3358,573,5366
407021158,45,8,55,484,228,22,731,1710,215,2662
407021173,299,39,344,2509,1030,135,3672,7135,853,11656
407021174,307,61,374,2198,1002,91,3301,7221,828,11350
407031159,165,25,190,893,391,38,1328,3577,454,5357
407031160,115,24,143,589,196,16,800,2185,348,3327
407031161,87,20,102,429,178,16,619,1626,253,2502
407031162,167,36,206,754,375,52,1187,2897,329,4411
407031163,23,0,20,250,111,17,377,896,111,1383
407031164,119,32,156,746,375,35,1157,3635,525,5319
407031165,408,67,478,2323,1063,122,3503,9538,1477,14526
407031166,24,9,31,581,272,29,879,1857,280,3013
407031167,176,31,213,594,248,31,875,2591,406,3870
407031168,51,8,62,700,295,32,1028,2600,365,3983
407031169,86,24,112,768,349,37,1156,2868,389,4417
407031170,144,30,173,855,376,23,1250,3683,679,5614
497979799,0,0,0,0,0,0,0,6,0,3
499999499,16,4,22,262,141,16,411,1621,609,2648
501011001,88,28,119,870,299,47,1219,2723,443,4389
501011002,541,210,751,4260,1437,207,5902,13244,1979,21123
501011003,88,13,100,2012,577,93,2686,4604,732,8028
501011004,100,8,109,1830,405,93,2327,3818,628,6772
501021005,125,27,155,3433,1030,149,4606,7704,1093,13409
501021007,43,9,53,855,325,49,1225,2537,361,4118
501021008,151,32,186,907,373,36,1319,3413,903,5640
501021009,101,48,152,1300,634,52,1988,4359,775,7128
501021010,19,8,25,541,179,27,746,1542,198,2490
501021011,0,0,0,0,0,0,0,8,0,11
501021012,211,34,249,2156,696,102,2948,5576,716,9240
501021014,117,20,133,1346,552,71,1978,4462,816,7253
501021015,121,27,151,1082,468,56,1604,3578,486,5671
501021016,63,36,96,606,266,29,898,2039,445,3375
501021251,14,7,26,1938,447,77,2467,3629,420,6516
501021252,24,3,32,550,188,29,759,1488,141,2392
501021253,426,61,487,1776,764,69,2610,6674,935,10217
501021254,40,4,44,799,324,41,1159,2519,434,4119
501031017,97,26,125,909,385,36,1324,3373,524,5218
501031018,94,15,108,838,353,31,1227,3061,535,4819
501031019,87,43,129,821,310,44,1175,2802,458,4436
501031020,68,19,86,667,266,31,962,2765,484,4216
502011021,33,11,46,1196,453,59,1706,3514,456,5666
502011022,116,30,141,1310,588,51,1950,4758,566,7278
502011023,309,44,355,1403,577,62,2037,5385,666,8086
502011024,373,85,459,2734,1157,100,3996,10044,1236,15275
502011025,249,104,354,1032,545,39,1614,5370,970,7954
502011026,75,10,93,800,423,33,1256,3217,407,4876
502011027,302,63,367,3362,1009,168,4537,8199,975,13711
502011028,339,55,399,1190,643,58,1897,6000,765,8662
502011029,170,33,205,1446,553,90,2090,4731,836,7661
503011030,234,29,266,1147,489,62,1697,3301,306,5302
503011031,345,58,399,1071,490,52,1618,4639,705,6964
503011032,174,32,212,1209,542,49,1793,3785,487,6068
503011033,169,11,180,1678,439,50,2168,3551,257,5974
503011034,153,65,219,1612,627,56,2295,5468,813,8578
503011035,370,57,433,2853,1119,88,4062,10538,876,15476
503011036,195,39,236,1529,542,64,2140,4359,442,6936
503021037,0,0,0,0,0,0,0,16,3,23
503021038,150,16,163,1999,445,69,2518,5497,567,8587
503021039,323,59,379,2407,802,85,3289,9611,1226,14124
503021040,227,26,261,1412,412,78,1897,4979,551,7426
503021041,253,45,304,2279,1000,52,3327,21353,4617,29300
503021042,269,140,415,2480,890,113,3477,9062,1325,13863
503021043,418,67,492,3088,755,107,3951,9508,1243,14698
504011044,283,42,334,2469,851,124,3445,8054,893,12390
504011045,457,218,676,3876,1166,146,5187,12254,1535,18975
504011046,110,86,198,1720,546,48,2310,7611,1147,11068
504011047,342,75,424,3284,1238,101,4624,12264,1328,18223
504011048,160,25,178,1164,602,43,1813,4535,394,6743
504021049,25,7,27,469,187,17,667,1414,2081,4168
504021050,73,10,82,1272,515,62,1846,3511,317,5679
504021051,42,8,52,922,370,31,1323,2743,271,4345
504021052,0,0,0,0,0,0,3,9,0,8
504021053,161,49,213,2157,854,91,3102,6493,821,10416
504021054,221,80,300,1763,902,81,2743,6437,852,10030
504031055,0,0,0,3,0,0,3,3,0,8
504031056,136,21,161,3043,1085,108,4236,9948,820,15008
504031057,114,7,123,3128,892,103,4123,8733,1420,14273
504031058,18,4,32,865,265,27,1158,2470,500,4135
504031059,130,136,267,7977,1735,265,9984,14594,2006,26587
504031060,20,0,19,447,155,19,623,1440,186,2248
504031061,52,11,64,784,276,23,1081,2040,233,3353
504031062,70,11,78,1860,551,81,2497,5238,679,8413
504031063,0,0,0,0,0,0,0,3,3,6
504031064,0,0,0,0,0,0,0,0,0,0
504031065,70,14,80,806,345,26,1175,2872,409,4448
504031066,259,106,374,1391,501,48,1940,5806,1249,9002
504031067,28,11,35,1293,369,50,1715,3249,377,5338
504031068,41,7,48,1916,595,59,2564,4628,497,7692
504031069,0,0,0,0,0,0,0,0,0,0
505011070,93,20,112,1747,607,84,2436,4929,506,7875
505011071,79,36,108,2647,693,89,3431,7013,517,10968
505011072,244,71,316,2936,1143,137,4214,7213,582,12019
505011073,187,30,218,2344,1132,114,3587,6670,571,10830
505011074,75,17,88,1823,701,83,2610,5333,493,8434
505011075,102,16,123,1898,794,75,2765,5604,378,8744
505011076,19,0,26,1749,546,68,2366,4186,221,6774
505011077,230,39,273,1980,877,78,2929,7875,749,11554
505011078,462,45,512,2284,1042,102,3424,6667,513,10603
505011079,127,32,163,1996,842,68,2911,5456,596,8961
505011080,72,11,84,1318,565,53,1935,4125,328,6390
505011081,76,8,87,1541,549,74,2166,4036,328,6531
505011082,129,22,158,1605,877,71,2551,4946,398,7893
505011083,128,10,135,1658,649,61,2368,4965,261,7601
505021084,256,161,419,2402,949,84,3437,8304,1123,12858
505021085,126,22,157,3009,879,69,3952,10300,1558,15814
505021086,573,94,681,3582,1476,107,5159,13836,1255,20253
505021087,0,0,0,0,0,0,0,0,0,0
505021088,358,94,469,2539,789,73,3397,9393,1270,14065
505021089,341,124,472,3953,1448,167,5570,9377,952,15899
505021090,186,40,240,2669,704,73,3445,10068,1415,14927
505021091,3,0,3,3,0,0,3,9,0,6
505021092,186,28,219,2217,801,85,3099,8948,1221,13276
505021093,181,41,222,2141,843,51,3035,7734,793,11562
505021094,145,20,166,1254,627,60,1937,3866,391,6197
505021095,277,68,355,1684,556,34,2278,7157,849,10283
505021096,294,35,338,2566,897,86,3558,6948,534,11038
505021097,576,216,796,2310,881,74,3261,8949,1212,13425
505031098,75,11,86,1853,654,88,2595,6267,648,9508
505031099,303,94,401,4552,1117,201,5873,9779,1830,17490
505031100,34,5,42,3725,841,124,4692,6856,757,12298
505031101,25,3,30,2432,683,91,3206,6182,768,10155
505031102,63,0,70,1347,451,47,1853,4496,533,6882
505031103,161,11,174,5552,1234,165,6952,11388,964,19310
505031104,185,45,224,1655,585,82,2324,5700,551,8565
505031105,111,74,184,3609,1068,140,4820,8974,958,14750
505031106,0,0,0,0,0,0,3,0,0,4
505031107,89,12,104,2927,664,94,3685,5660,543,9888
505031108,341,71,417,4818,1515,195,6527,12575,1276,20379
505031255,4,0,3,1771,336,57,2170,3192,538,5898
505031256,6,0,6,97,76,3,172,366,76,619
505031257,22,0,24,516,184,21,715,1367,274,2360
505031258,39,88,129,1769,440,61,2278,3604,803,6683
506011110,271,92,363,3110,1006,123,4244,8920,1684,14844
506011111,0,0,0,0,4,0,4,0,3,10
506011112,31,25,50,887,370,44,1298,2800,344,4437
506011113,29,3,36,4803,857,134,5794,7822,617,14222
506011114,134,89,224,1602,690,82,2373,5358,844,8575
506011115,89,17,110,1230,610,69,1911,4185,461,6558
506011116,55,0,59,1187,594,49,1828,3534,325,5689
506011117,53,5,60,2149,546,105,2796,4249,503,7544
506021118,284,69,356,2053,696,60,2813,7870,1391,12073
506021119,206,78,288,2406,652,82,3137,9348,1559,14043
506021120,0,0,0,0,4,0,4,0,0,7
506021121,0,0,0,0,0,0,0,0,28,28
506021122,367,85,458,3526,1112,104,4741,13889,2551,21183
506021123,147,20,174,1982,646,88,2713,8724,1175,12619
506031124,785,224,1018,2162,757,65,2984,12906,1799,17692
506031125,41,7,53,1699,624,57,2388,5389,328,8103
506031126,0,0,0,0,0,0,0,0,0,0
506031127,159,25,179,2950,673,55,3676,9826,1220,14728
506031128,291,25,316,2121,869,79,3073,7786,645,11504
506031129,340,71,415,2287,872,79,3234,7242,520,11005
506031130,0,0,0,0,0,0,0,7,10,18
506031131,186,44,229,3501,1264,113,4886,8980,556,14423
506041132,150,27,181,3022,915,113,4047,10082,1067,15197
506041133,95,62,160,4606,1147,115,5865,10410,1789,18061
506041134,344,94,440,3242,1037,126,4402,10122,1601,16122
506041135,76,11,88,4094,995,155,5243,8351,738,14330
506041136,214,76,289,2159,675,80,2915,7107,971,10989
506041137,226,43,269,3893,1567,149,5610,12022,1075,18709
506051138,149,71,222,3403,1135,112,4643,9087,1030,14757
506051139,101,28,128,2149,738,90,2979,6027,831,9835
506051140,263,58,323,2248,1228,111,3586,8006,783,12372
506051141,185,53,252,1877,844,86,2811,5854,641,9307
506061142,89,16,105,3553,925,144,4627,6417,725,11768
506061143,37,7,51,1141,463,43,1648,3090,327,5070
506061144,32,6,40,629,257,22,915,2034,682,3631
506071145,312,97,414,1865,672,36,2570,8676,1012,12253
506071146,261,146,410,1623,653,54,2334,6519,752,9605
506071147,287,36,317,2371,855,95,3318,9573,1192,14080
507011148,97,3,107,4241,814,152,5202,7070,622,12903
507011150,0,0,0,0,0,0,0,0,5,6
507011151,0,0,0,0,0,0,0,0,0,0
507011152,84,18,100,1475,608,44,2129,4634,436,7202
507011153,103,13,113,1311,469,64,1848,4356,530,6736
507011154,211,91,312,1448,597,63,2114,5686,977,8769
507011155,0,0,0,0,0,0,0,12,9,13
507011158,4,10,11,320,138,10,473,1343,223,2036
507011159,163,39,201,1768,624,62,2460,6460,678,9596
507011160,208,118,332,1444,642,56,2137,5541,847,8528
507011161,101,29,131,3445,632,88,4161,6261,794,11215
507011163,42,8,50,1390,404,37,1836,3642,474,5946
507011259,34,8,44,1647,448,53,2144,3795,430,6365
507011260,16,0,16,370,212,21,605,1456,133,2193
507021164,104,66,170,1285,491,71,1850,3696,482,6027
507021165,288,85,373,1900,873,88,2867,8419,1691,12976
507021166,271,88,361,2110,817,126,3053,8002,1044,12098
507021167,0,0,0,0,0,0,0,11,3,15
507031169,18,3,22,3237,650,111,3999,5625,677,10298
507031170,129,32,167,1217,389,61,1665,3655,681,6000
507031172,0,0,0,7,12,0,14,36,10,62
507031173,0,0,0,3,0,0,0,15,9,25
507031174,86,28,118,1708,613,92,2411,5285,1026,8729
507031261,16,3,19,975,314,31,1326,2577,1224,5121
507041175,246,79,328,1757,781,52,2589,6010,605,9212
507041176,84,12,97,605,267,19,895,2023,163,3075
507041177,315,144,467,2293,863,105,3259,7149,853,11261
507041178,478,49,541,2384,1004,71,3456,7821,716,11992
507041179,332,31,368,1204,548,44,1796,4371,257,6422
507041180,128,12,147,1739,844,58,2639,5966,324,8926
507041181,431,131,568,2958,966,124,4043,8071,909,13030
507041182,282,166,456,1430,821,54,2306,7569,906,10784
507041183,167,27,199,848,247,46,1136,2365,338,3848
507041184,74,6,80,945,459,33,1427,3342,159,4930
507051185,94,12,105,7290,1656,318,9260,12719,2158,24130
507051186,181,34,216,1197,593,83,1867,4534,645,7048
507051187,67,107,180,2567,838,141,3550,5909,969,10424
507051188,390,106,494,1829,966,81,2880,8827,1727,13429
507051189,0,0,0,0,0,0,0,0,5,5
507051190,314,57,381,1663,760,83,2508,6386,703,9599
507051191,55,8,63,4458,938,189,5585,7736,958,14284
507051192,136,32,167,2180,796,89,3065,5930,776,9768
507051193,80,22,103,1745,698,113,2551,5186,774,8519
509011225,615,147,767,1890,826,107,2822,8109,1053,11978
509011226,24,3,32,529,183,26,738,1801,248,2785
509011227,59,17,69,838,261,47,1146,2361,287,3797
509011228,90,30,117,863,286,50,1201,3091,546,4837
509011229,14,4,20,498,161,20,685,1294,296,2278
509011230,66,19,95,585,253,39,875,2237,521,3633
509011231,50,30,85,663,210,39,913,1963,445,3313
509011232,27,8,38,506,177,25,713,1762,596,3066
509011233,112,26,143,1750,580,81,2408,5088,678,8168
509011234,72,23,97,668,287,18,975,2700,522,4199
509011235,0,0,0,0,0,0,0,0,0,0
509021236,27,3,36,883,350,34,1263,2716,436,4413
509021237,74,30,103,582,218,22,823,2093,429,3345
509021238,80,13,100,621,218,32,873,2008,303,3175
509021239,84,25,113,1138,474,38,1653,4628,768,7049
509021240,98,20,121,747,247,38,1032,2649,428,4108
509021241,67,9,81,702,232,32,967,2393,432,3795
509021242,41,21,61,522,150,22,692,1596,368,2653
509021243,167,32,200,1474,636,78,2194,5441,1386,9019
509021244,30,3,35,514,257,23,790,2571,424,3781
509021245,96,20,118,652,294,28,980,2911,574,4462
509031246,67,29,95,515,199,28,743,1885,401,3024
509031247,48,13,58,734,245,21,1004,2067,355,3431
509031248,13,3,19,452,145,25,619,1190,234,2038
509031249,108,25,132,647,281,24,949,2302,489,3740
509031250,85,17,104,715,284,30,1022,2507,468,4005
510011262,33,8,44,2227,590,148,2968,6147,1609,10726
510011263,36,4,36,1082,675,133,1886,2903,930,5723
510011264,7,0,7,349,214,53,613,1209,574,2397
510011265,14,5,19,991,376,69,1440,3238,830,5512
510011266,11,0,11,286,186,30,499,922,203,1625
510021267,0,3,4,1033,466,99,1591,3001,1526,6123
510021268,3,0,4,925,158,40,1124,1637,615,3370
510021269,3,0,4,815,133,32,980,1941,521,3441
510021270,14,9,23,1683,364,62,2102,3723,1265,7089
510031271,7,0,7,2268,339,67,2674,6471,2162,11305
510031272,5,0,7,3259,559,146,3962,6160,1568,11688
510031273,8,3,7,1075,216,44,1338,2202,938,4480
511011274,204,43,247,1743,693,97,2533,5912,1266,9712
511011275,21,10,27,633,145,31,809,1734,472,3019
511021276,43,20,67,677,277,38,988,2372,711,4072
