SA2_MAINCODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
505011076,..,29,148,71,37,29,35,19,17,6,392,..,3,19,12,9,4,5,4,0,3,62,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,21,12,9,4,6,4,0,3,62,..,0,0,0,0,0,0,0,0,0,0,..,37,169,75,40,31,43,24,16,7,454,59,191,184,24,25,13,4,4,3,9,520,14,19,30,3,7,5,3,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,34,3,7,5,3,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,71,218,215,29,30,17,12,5,3,9,603,100,36,36,8,11,3,6,9,3,3,214,15,15,31,6,4,0,3,3,0,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
505011077,..,37,93,25,35,25,14,10,7,3,264,..,3,11,4,15,15,19,10,3,3,83,..,0,0,0,4,0,4,3,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,3,11,4,16,15,24,17,4,4,102,..,0,0,0,0,0,0,0,0,0,0,..,35,105,28,55,47,42,28,12,11,363,60,131,120,7,24,19,21,22,14,12,428,7,22,60,19,26,45,54,60,52,12,365,0,0,0,0,0,3,8,7,8,7,32,0,0,0,0,0,0,0,0,0,0,0,7,22,63,15,24,51,59,70,57,24,393,0,0,0,0,0,0,0,0,0,0,0,64,159,178,26,46,63,84,91,72,39,823,157,53,134,39,40,37,41,30,14,11,565,35,38,149,30,44,52,64,48,26,13,496,3,0,3,0,0,5,9,8,4,13,48,0,0,0,0,0,0,0,0,0,0,3,41,38
505011078,..,26,63,19,38,25,19,13,6,6,215,..,0,16,3,14,5,9,12,0,4,59,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,16,3,14,5,9,11,0,4,61,..,0,0,0,0,0,0,0,0,0,0,..,27,80,27,52,34,29,28,7,11,277,26,83,79,11,9,7,4,3,0,5,220,5,13,27,3,6,0,3,4,6,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,27,3,6,0,3,4,6,0,64,0,0,0,0,0,0,0,0,0,0,0,26,90,107,9,17,4,11,9,8,6,286,98,28,56,21,17,13,10,7,4,3,259,11,19,32,10,6,8,9,3,0,0,89,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,19
505011079,..,22,98,24,32,24,45,29,27,13,316,..,0,20,3,5,7,13,0,0,0,47,..,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,20,3,5,7,13,3,0,0,54,..,0,0,0,0,0,0,0,0,0,0,..,29,116,24,36,31,65,29,27,13,373,58,133,96,16,3,8,9,14,3,7,350,0,14,13,0,10,3,4,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,10,3,4,3,3,0,49,0,0,0,0,0,0,0,0,0,0,0,62,145,109,20,16,10,11,13,8,8,396,100,28,48,9,15,11,10,6,12,8,246,14,7,28,6,3,9,4,3,3,3,76,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,12
505011080,..,24,96,29,34,21,23,12,9,4,249,..,0,14,3,0,0,9,5,0,0,38,..,0,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,0,0,..,0,14,3,0,0,9,9,0,6,38,..,0,0,0,0,0,0,0,0,0,0,..,26,105,30,35,21,33,20,14,10,291,43,128,105,14,18,12,10,4,3,3,342,3,17,10,8,0,9,4,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,10,8,0,9,4,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,52,148,118,18,22,17,11,7,9,3,395,73,20,30,5,10,14,8,7,0,12,176,11,12,9,0,0,3,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,12
505011081,..,7,54,18,30,11,11,5,8,3,151,..,3,12,0,6,4,3,4,0,3,36,..,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,14,0,6,4,3,4,0,3,34,..,0,0,0,0,0,0,0,0,0,0,..,13,62,18,38,19,17,13,8,9,191,14,30,43,0,5,5,4,4,5,3,119,8,14,6,0,3,0,6,10,0,3,52,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,18,6,0,3,0,6,6,3,3,57,0,0,0,0,0,0,0,0,0,0,0,22,44,56,3,11,4,10,9,8,9,169,69,31,74,26,43,11,4,6,8,7,286,20,14,35,3,10,8,6,0,7,3,102,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,14
505011082,..,17,74,14,20,13,9,4,10,4,170,..,0,6,0,5,7,0,3,3,3,32,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,5,7,0,3,3,6,35,..,0,0,0,0,0,0,0,0,0,0,..,17,79,14,24,25,12,10,19,8,205,22,74,43,5,7,3,3,0,4,3,163,3,10,11,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,27,79,56,5,7,10,3,0,5,0,199,43,22,24,20,11,9,3,4,0,3,143,22,7,4,0,4,5,3,3,0,3,52,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,7
505011083,..,23,97,29,33,37,15,13,4,5,255,..,3,20,7,6,19,3,5,0,0,63,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,20,7,6,20,3,5,0,0,66,..,0,0,0,0,0,0,0,0,0,0,..,25,113,40,39,52,17,14,4,5,317,31,109,125,19,18,10,4,9,3,11,333,4,17,19,4,3,3,4,3,4,3,60,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,17,19,4,3,3,6,3,4,3,63,0,0,0,0,0,0,0,0,0,0,0,38,126,141,21,20,17,12,10,7,13,399,55,14,27,7,13,10,4,3,3,3,141,9,16,22,3,3,4,4,4,0,4,73,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,17
505021084,..,3,25,8,30,18,9,0,0,5,98,..,5,35,8,20,26,20,16,5,12,145,..,0,0,0,0,5,3,13,9,0,29,..,0,0,0,0,0,0,0,0,0,0,..,5,43,8,22,31,23,21,15,15,176,..,0,0,0,0,0,0,0,0,0,0,..,9,65,17,49,47,25,24,13,17,268,32,24,25,6,7,11,6,13,3,3,140,12,34,53,6,11,21,41,33,27,11,246,0,0,3,0,0,3,3,6,0,6,22,0,0,0,3,0,0,0,0,0,0,4,12,34,52,6,10,22,48,38,26,16,269,0,0,0,0,0,0,0,0,0,0,0,42,62,82,10,26,31,51,51,27,21,409,98,26,112,68,68,40,20,11,5,13,462,62,65,205,41,46,57,56,55,25,18,629,0,0,13,0,8,9,3,3,4,4,42,0,0,0,0,0,0,0,0,0,0,0,68,67
505021085,..,10,58,9,12,12,17,11,3,5,141,..,28,191,60,58,63,46,37,13,20,523,..,0,8,0,5,13,25,34,56,20,151,..,0,0,0,0,0,0,0,3,3,8,..,28,197,60,64,80,70,75,72,44,683,..,0,0,0,0,0,0,0,0,0,3,..,36,256,72,85,89,82,87,76,50,826,22,41,57,12,13,10,16,14,10,13,208,53,174,295,53,77,81,70,85,52,22,960,0,6,6,8,10,18,25,28,25,9,137,0,3,7,0,0,0,0,0,0,0,12,53,190,306,60,81,96,95,116,74,33,1109,0,0,0,0,0,0,0,0,0,0,4,80,229,368,73,93,110,109,132,83,39,1317,98,51,134,33,40,26,33,7,11,6,446,176,253,562,104,139,120,120,96,69,33,1668,0,32,104,32,49,62,37,38,30,24,396,0,10,8,0,3,3,3,0,0,3,33,178,292
505021086,..,23,62,12,9,18,24,6,10,17,182,..,8,69,19,40,23,38,16,15,16,258,..,0,3,0,0,3,11,6,26,0,52,..,0,0,0,0,0,0,3,0,0,9,..,10,77,22,45,31,49,23,45,17,311,..,0,0,0,0,0,0,0,0,0,0,..,33,135,32,55,49,66,33,50,33,492,66,81,44,15,10,10,12,13,6,7,265,39,87,95,26,35,26,51,65,28,14,458,0,0,0,3,0,4,6,9,11,10,47,0,0,0,0,0,0,0,0,0,0,5,39,87,93,25,41,29,55,76,38,19,500,0,0,0,0,0,0,0,0,0,0,0,107,167,141,39,50,38,73,84,46,28,769,165,50,87,58,42,42,21,16,6,14,502,124,109,277,59,92,96,74,52,32,16,937,0,13,8,9,19,19,22,21,18,15,142,4,3,4,3,0,3,0,0,0,0,19,127,117
505021087,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,..,23,53,15,19,13,10,16,0,3,150,..,4,46,17,9,17,17,12,0,7,123,..,0,0,0,0,0,4,0,3,8,19,..,0,0,0,0,0,0,0,0,0,0,..,4,46,17,9,17,20,15,3,12,137,..,0,0,0,0,0,0,0,0,0,0,..,23,96,30,26,30,32,23,8,15,289,35,70,42,14,11,8,18,16,4,7,227,5,15,44,5,10,10,18,17,7,9,141,0,0,0,0,3,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,5,15,44,5,6,13,20,17,7,17,157,0,0,0,0,0,0,0,0,0,0,0,41,88,88,24,21,18,37,38,11,21,385,198,77,215,113,158,92,60,39,13,16,991,43,51,157,50,58,47,46,45,13,14,514,0,4,9,0,3,0,4,8,3,4,34,0,0,3,0,0,0,0,0,0,0,7,43,54
505021089,..,23,92,24,44,28,17,21,9,26,283,..,7,27,22,16,9,9,7,3,3,105,..,0,0,0,0,0,3,3,3,3,13,..,0,0,0,0,0,0,0,0,0,0,..,7,27,22,16,9,6,15,4,6,118,..,0,0,0,0,0,0,0,0,0,0,..,30,121,43,62,41,27,32,14,31,402,38,99,71,8,11,9,3,10,4,7,263,7,28,46,8,9,11,4,6,10,3,124,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,28,46,8,9,11,7,6,9,9,126,0,0,0,0,0,0,0,0,0,0,0,46,128,118,15,18,19,10,13,9,16,391,106,39,115,34,33,20,19,19,0,5,393,55,34,54,7,15,16,12,11,3,7,213,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,55,34
505021090,..,13,43,11,23,11,8,10,7,7,139,..,10,87,31,52,55,39,35,8,11,321,..,0,0,3,7,9,15,25,32,16,107,..,0,0,0,0,0,0,0,0,0,0,..,10,87,35,52,68,52,62,43,29,432,..,0,0,0,0,0,0,0,0,0,0,..,20,126,50,78,81,62,71,51,32,568,26,32,41,12,17,14,14,19,13,7,193,36,76,127,28,76,82,82,103,78,22,710,0,0,3,0,0,11,7,24,17,6,72,0,0,0,0,0,0,0,4,0,0,5,36,81,132,30,79,94,89,130,93,30,794,0,0,0,0,0,0,0,0,0,0,0,57,115,172,39,96,109,108,148,99,37,981,145,64,178,112,102,68,47,19,13,20,767,133,239,711,123,157,181,164,155,91,36,1982,0,7,36,13,24,26,31,53,30,22,231,0,0,3,0,3,3,0,0,0,4,12,133,240
505021091,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021092,..,9,46,7,14,12,20,13,12,9,139,..,7,28,0,8,6,5,11,3,3,81,..,0,0,0,3,0,0,3,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,7,27,0,8,7,11,18,11,3,88,..,0,0,0,0,0,0,0,0,0,0,..,14,73,13,29,19,28,28,17,13,231,36,60,40,16,18,20,22,23,15,12,250,3,16,18,7,14,15,21,45,13,4,158,0,0,0,0,0,0,0,7,3,0,12,0,0,0,0,0,0,0,0,0,0,3,3,16,20,7,14,15,21,52,15,4,163,0,0,0,0,0,0,0,0,0,0,0,35,71,52,23,39,32,42,72,32,14,420,184,66,231,155,177,113,80,55,18,29,1112,39,26,156,46,51,61,58,95,27,14,563,0,0,0,0,0,0,10,3,6,3,22,0,0,0,0,0,0,0,0,0,0,3,40,26
505021093,..,7,33,11,10,9,3,6,0,3,87,..,4,37,13,12,14,13,13,8,13,130,..,0,0,0,0,3,4,4,16,3,24,..,0,0,0,0,0,0,0,0,0,0,..,4,37,13,11,19,18,15,22,16,161,..,0,0,0,0,0,0,0,0,0,3,..,14,74,26,29,25,22,27,20,19,250,23,51,48,11,17,8,15,8,3,3,186,23,35,76,16,17,24,28,48,43,11,316,0,0,0,0,0,3,4,7,3,0,21,0,0,0,0,0,0,0,0,0,0,5,23,34,72,17,17,24,31,55,43,9,337,0,0,0,0,0,0,0,0,0,0,0,46,86,119,32,35,37,46,66,51,11,522,112,30,87,50,54,42,21,22,6,4,427,103,98,259,51,53,66,81,64,41,14,830,0,0,10,3,11,6,17,11,7,3,67,0,0,3,0,0,0,0,0,0,0,5,103,95
505021094,..,7,30,3,6,11,11,6,5,10,80,..,3,4,3,4,0,3,0,3,0,18,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,4,3,4,0,3,0,3,0,18,..,0,0,0,0,0,0,0,0,0,0,..,10,30,7,7,11,12,6,3,10,100,13,26,9,0,0,6,0,0,0,3,70,0,3,6,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,16,34,20,0,0,6,3,7,0,3,88,55,15,34,14,15,17,12,6,3,0,180,3,3,15,7,3,9,15,4,0,6,63,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3
505021095,..,11,29,7,4,8,11,9,3,3,74,..,3,35,12,15,11,20,15,5,6,131,..,0,0,0,3,8,8,4,3,3,28,..,0,0,0,0,0,0,3,0,0,3,..,3,35,12,16,19,25,29,11,10,163,..,0,0,0,0,0,0,0,0,0,0,..,10,66,24,24,26,38,35,13,12,243,22,19,27,9,8,7,9,10,12,3,131,11,25,45,14,13,17,40,43,28,14,247,0,0,0,0,3,3,3,4,3,4,15,0,0,0,0,0,0,0,0,0,0,0,11,25,45,14,14,18,41,41,29,12,266,0,0,0,0,0,0,0,0,0,0,0,34,42,73,24,28,29,52,56,37,20,392,143,42,128,69,73,60,37,19,10,11,581,64,92,324,55,69,93,100,100,33,22,948,0,3,15,0,6,9,13,8,3,3,56,0,0,0,0,0,0,0,0,0,0,3,62,98
505021096,..,25,110,17,17,22,20,27,10,19,264,..,9,56,14,30,25,16,23,0,7,177,..,0,0,0,0,0,5,5,0,3,14,..,0,0,0,0,0,0,0,0,0,0,..,9,58,14,30,27,24,26,0,6,199,..,0,0,0,0,0,0,0,0,0,0,..,43,168,33,50,45,41,51,10,23,463,51,104,76,3,7,7,3,11,4,9,276,14,40,34,10,10,8,12,19,3,3,149,0,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,40,32,10,10,10,10,17,7,3,160,0,0,0,0,0,0,0,0,0,0,0,66,151,109,15,16,17,17,30,13,10,434,79,34,52,21,17,15,10,6,0,11,244,39,49,48,11,11,20,28,21,18,11,253,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,49
505021097,..,9,25,8,4,3,8,5,3,8,76,..,8,39,20,16,20,13,23,7,0,139,..,0,0,0,3,4,0,9,3,0,17,..,0,0,0,0,0,0,0,0,0,0,..,8,39,20,17,23,16,29,9,3,159,..,0,0,0,0,0,0,0,0,0,0,..,14,62,22,24,22,19,39,16,6,230,36,64,29,5,5,11,18,6,13,5,188,18,19,30,12,11,20,35,26,18,7,202,0,0,0,3,3,3,3,0,9,3,21,0,0,0,0,0,0,0,0,0,3,3,18,19,31,16,12,22,39,24,27,8,226,0,0,0,0,0,0,0,0,0,0,0,59,82,63,17,17,35,53,29,38,19,411,143,33,123,59,73,46,36,13,11,17,556,76,70,203,57,52,62,65,64,21,13,682,0,3,6,5,0,6,14,13,3,3,57,4,0,3,0,0,0,0,0,0,0,9,78,68
505031098,..,6,40,9,3,5,4,6,0,4,81,..,20,94,13,15,29,20,24,0,9,227,..,0,8,4,6,12,13,16,9,5,67,..,0,0,0,4,3,0,0,0,0,9,..,19,100,13,28,38,28,42,12,15,299,..,0,0,0,0,0,0,0,0,0,0,..,31,134,25,36,49,35,45,12,15,380,15,24,24,0,3,3,13,3,0,5,103,40,72,163,18,25,18,15,22,11,6,396,0,3,3,3,0,4,11,15,6,0,54,0,3,0,0,0,0,0,0,0,0,8,43,76,167,19,32,29,25,36,20,8,456,0,0,0,0,0,0,0,0,0,0,0,62,104,192,20,37,35,38,37,21,18,559,47,12,36,9,11,0,7,3,0,6,133,107,60,133,27,15,29,16,20,11,8,425,4,17,61,12,20,20,11,15,9,10,173,0,0,0,0,0,0,0,0,0,0,4,109,75
505031099,..,65,321,68,116,67,42,31,17,16,748,..,20,85,16,38,40,24,11,0,15,243,..,0,0,0,0,0,0,3,9,0,18,..,0,0,0,4,0,0,0,0,0,3,..,20,82,21,42,35,26,12,11,21,263,..,0,0,0,0,0,0,0,0,0,0,..,85,406,85,155,102,66,44,22,34,1008,67,226,432,51,73,26,31,22,3,32,965,10,90,127,16,19,12,19,22,12,9,329,0,0,4,3,0,0,3,3,0,0,15,0,0,6,0,0,0,0,0,0,0,4,10,92,141,20,19,12,16,20,15,11,352,0,0,3,0,0,0,0,0,0,0,3,78,320,570,67,93,40,51,42,15,40,1320,306,145,261,83,76,43,30,37,14,29,1024,53,85,163,14,35,38,23,14,15,12,451,0,7,4,6,5,7,6,8,0,3,41,0,0,0,0,0,0,0,0,0,0,3,53,91
505031100,..,53,265,59,93,35,35,20,14,18,605,..,17,115,39,29,19,18,11,11,0,247,..,0,0,0,3,3,0,10,3,3,20,..,0,0,0,0,0,0,0,0,0,0,..,17,119,39,31,18,17,13,10,3,264,..,0,0,0,0,0,0,0,0,0,0,..,67,384,101,119,59,51,39,22,23,873,63,195,310,34,38,24,9,9,8,13,698,9,69,112,29,20,9,17,20,7,5,296,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,69,112,29,20,9,16,22,7,5,305,0,0,0,0,0,0,0,0,0,0,0,73,266,422,63,62,35,27,31,19,16,1004,259,119,200,57,56,53,27,13,10,16,812,56,88,190,37,40,32,26,23,15,11,507,4,4,14,0,0,0,5,6,5,3,43,0,0,0,0,0,0,0,0,0,0,6,60,88
505031101,..,23,121,30,57,18,14,20,7,6,290,..,5,39,9,20,12,13,7,9,9,121,..,0,0,0,3,3,0,3,6,0,21,..,0,0,0,0,0,0,0,0,0,0,..,5,42,11,21,14,13,11,16,11,142,..,0,0,0,0,0,0,0,0,0,0,..,29,161,44,73,29,24,31,27,13,433,39,123,177,18,35,22,4,22,4,16,458,18,43,112,18,22,14,19,23,6,6,287,0,0,0,0,0,0,3,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,21,43,109,18,22,14,21,24,11,7,295,0,0,0,0,0,0,0,0,0,0,0,59,166,292,39,55,34,28,43,16,19,756,247,76,175,51,62,28,23,22,8,12,696,40,90,175,30,39,40,38,30,19,16,518,0,0,7,0,3,3,4,4,4,3,29,0,0,0,0,0,0,0,0,0,0,0,41,88
