SA4_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
125,..,1008,1888,552,504,486,243,106,32,4814,..,380,1507,1465,1673,2604,2790,2501,1557,14482,407,472,726,364,298,334,314,208,118,3242,41159,25142,39810,29550,24770,20739,13600,7829,3284,205890,..,2666,40628,41912,31638,25516,16896,7847,1612,168709,..,1400,5364,3098,2254,1426,522,127,18,14213,..,339,1988,3724,4630,3147,1432,1166,694,17123,83528,..,..,..,..,..,..,..,..,83528,..,23951,..,..,..,..,..,..,..,23951,..,12953,12213,3447,1959,800,164,4,0,31553,..,3663,3645,1252,1286,2218,1634,1162,665,15522,..,2583,4311,1149,788,490,177,67,17,9574,..,3954,7942,2612,1647,1192,598,225,61,18227,..,803,3652,3634,4008,5073,4583,3577,2136,27480,856,977,1651,979,747,648,497,320,161,6836,84381,53286,81395,61813,48956,40508,26507,14494,5360,416711
126,..,1443,1384,304,213,211,122,55,25,3746,..,260,814,741,754,1213,1493,1498,1085,7866,122,204,248,150,121,123,150,82,70,1263,14499,11208,13880,12664,11795,10138,6738,4272,2049,87238,..,373,11572,17477,15950,13174,8763,4373,1143,72820,..,900,3083,1635,1184,731,336,64,13,7937,..,40,324,1134,1734,1261,473,431,336,5736,29567,..,..,..,..,..,..,..,..,29567,..,10831,..,..,..,..,..,..,..,10831,..,4163,4218,1079,701,358,66,3,0,10589,..,1236,1007,289,331,695,551,492,313,4917,..,1420,1567,332,187,151,55,22,8,3729,..,2859,3138,751,474,467,265,100,44,8090,..,540,1719,1602,1650,2160,2249,2019,1431,13360,246,420,545,297,259,206,229,129,91,2421,29814,22771,27178,24595,22469,19197,12981,7632,3372,170002
127,..,297,411,214,357,374,194,89,24,1961,..,234,642,621,965,1827,2092,1897,781,9061,570,600,724,367,324,377,351,196,87,3595,39672,27355,28273,27113,25999,22158,13343,7233,2488,193630,..,2161,23537,33516,33853,28693,17155,7187,1324,147423,..,1192,4045,3089,2536,1368,429,95,16,12772,..,510,2723,4845,5534,3745,1762,1252,641,21014,80348,..,..,..,..,..,..,..,..,80348,..,28084,..,..,..,..,..,..,..,28084,..,17463,15825,4673,2446,988,138,8,0,41540,..,3041,2434,1411,1686,2400,1978,1558,912,15419,..,1149,1426,920,888,647,225,73,18,5350,..,692,1227,740,911,868,449,176,45,5110,..,514,1784,1981,2679,3639,3434,2696,1097,17827,1151,1143,1552,976,792,741,563,330,129,7375,81494,55946,54550,52149,51333,43095,26129,13384,4174,382264
128,..,229,508,163,192,226,148,58,19,1546,..,158,612,685,866,1564,2157,1951,1401,9391,241,264,344,176,149,149,166,132,67,1679,19491,12069,12723,14779,14906,13199,9669,5407,2539,104793,..,303,9916,19799,19695,18015,12888,5871,1456,87941,..,928,4545,2808,2257,1370,503,125,27,12561,..,100,584,1679,2556,1550,656,463,383,7966,39719,..,..,..,..,..,..,..,..,39719,..,12456,..,..,..,..,..,..,..,12456,..,8401,5245,1323,873,432,63,4,0,16345,..,830,591,187,284,505,544,448,312,3710,..,391,493,187,181,110,67,20,6,1462,..,489,1198,474,462,487,296,131,45,3571,..,340,1365,1695,2097,2856,3206,2622,1845,16016,487,513,703,408,329,283,285,190,88,3287,40204,24746,24641,28564,28735,25607,18512,9863,4168,205036
197,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
199,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,222,417,504,270,247,302,191,43,15,2212,222,417,504,270,247,302,191,43,15,2212,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,474,901,1278,812,691,673,420,92,19,5356,474,901,1278,812,691,673,420,92,19,5356
201,..,1001,507,155,236,279,174,59,15,2422,..,307,705,669,1102,2056,2251,1789,1038,9925,270,457,251,146,166,206,206,115,61,1861,13324,8639,8345,9068,10209,9894,7812,4031,1654,72973,..,261,5687,9683,10879,11269,9221,3932,759,51690,..,1498,3698,2569,2318,1430,595,139,23,12254,..,300,1023,1723,1991,933,400,341,235,6944,26770,..,..,..,..,..,..,..,..,26770,..,6481,..,..,..,..,..,..,..,6481,..,4532,1813,746,569,288,42,3,0,7992,..,554,287,154,219,357,274,199,117,2170,..,467,279,120,117,79,35,8,3,1108,..,2006,1236,396,504,547,381,129,27,5221,..,631,1535,1583,2457,3747,3767,2580,1377,17682,546,863,599,383,395,412,379,177,81,3826,27311,17589,16149,17341,19443,19064,15089,7515,2628,142131
202,..,884,490,139,221,271,176,45,16,2244,..,247,617,574,1019,1928,2070,1645,919,9010,220,422,248,116,153,230,202,108,52,1757,12937,8431,8066,8743,9820,9694,7456,4043,1556,70756,..,316,5614,9418,10613,11101,8853,4152,863,50931,..,1558,3492,2423,2137,1393,601,140,24,11762,..,296,953,1652,1952,1043,398,322,218,6825,26081,..,..,..,..,..,..,..,..,26081,..,6501,..,..,..,..,..,..,..,6501,..,4208,1752,711,517,257,54,0,0,7503,..,637,313,117,215,339,325,223,137,2312,..,457,299,145,109,75,52,7,6,1149,..,1670,1125,370,475,551,362,122,30,4709,..,521,1377,1454,2307,3600,3491,2427,1273,16431,449,765,568,333,333,429,371,178,80,3492,26530,16920,15489,16617,18653,18785,14500,7569,2624,137687
203,..,1486,1016,221,317,344,220,87,20,3711,..,447,1190,1127,1661,3030,3508,2992,1847,15810,366,653,453,225,251,393,375,200,88,3001,23811,15152,16316,17179,17743,16649,13039,7299,2979,130176,..,473,11761,19969,20275,19877,16046,7472,1640,97511,..,2192,6813,4349,3306,2086,834,197,32,19812,..,385,1477,2921,3541,1791,708,552,394,11766,48271,..,..,..,..,..,..,..,..,48271,..,13114,..,..,..,..,..,..,..,13114,..,7742,3996,1433,910,460,76,3,0,14616,..,1171,674,258,363,557,490,364,206,4078,..,816,642,224,212,124,45,22,10,2095,..,3121,2518,633,694,656,454,167,35,8274,..,909,2505,2629,3854,5524,5432,4102,2484,27441,754,1254,1019,582,550,710,583,319,129,5907,49030,31175,31394,32993,33712,31776,24669,13195,4937,252885
204,..,371,333,104,262,284,180,72,16,1625,..,223,580,565,1103,2080,2255,1963,1089,9859,246,381,305,162,209,327,294,151,76,2165,13858,7768,8020,9254,11021,11468,8937,4732,1807,76872,..,318,5677,9978,12245,13697,11147,4944,1023,59025,..,1584,3579,2655,2452,1715,793,174,37,12987,..,274,998,1767,2022,893,433,321,228,6928,27880,..,..,..,..,..,..,..,..,27880,..,6479,..,..,..,..,..,..,..,6479,..,4438,1681,711,517,292,48,3,0,7695,..,520,245,111,206,382,356,250,142,2221,..,418,284,115,118,97,46,16,3,1098,..,879,779,275,539,592,366,140,32,3605,..,497,1401,1467,2670,4118,4063,2830,1511,18561,523,791,667,396,462,606,551,269,111,4376,28407,16198,15311,17480,21238,22385,17805,8953,3085,150862
205,..,603,487,188,369,481,299,96,36,2561,..,420,1009,849,1755,3500,3768,3355,1760,16413,428,618,436,223,351,544,534,250,100,3482,21897,12822,13408,13970,16961,18442,15090,7948,2871,123408,..,513,9680,14683,18300,21465,19198,8348,1667,93846,..,2622,5822,3945,3737,2760,1212,265,35,20393,..,510,1812,2855,3123,1519,679,518,367,11384,43900,..,..,..,..,..,..,..,..,43900,..,10419,..,..,..,..,..,..,..,10419,..,7452,2921,1215,865,457,76,3,0,12997,..,853,416,194,370,540,480,374,206,3435,..,633,417,181,191,126,58,27,15,1640,..,1234,1147,472,758,909,613,228,69,5420,..,936,2413,2445,4253,6841,6674,4975,2415,30946,828,1267,1000,599,751,1005,968,435,153,7006,44735,26434,25633,26582,32356,35614,29953,15166,4916,241385
206,..,16293,17883,2769,948,679,373,140,36,39120,..,4635,10295,8074,5717,6131,5444,4132,2098,46523,404,1411,2021,736,471,497,405,331,146,6416,30887,43892,73237,40327,30335,23529,15831,9558,3791,271384,..,1233,30359,35220,28447,21763,15778,8068,1995,142861,..,6851,35483,14824,8010,4423,1618,300,62,71561,..,174,1166,3201,4906,3176,1279,1179,709,15780,61521,..,..,..,..,..,..,..,..,61521,..,17922,..,..,..,..,..,..,..,17922,..,6215,6131,2166,1842,858,128,3,0,17343,..,5836,4557,1034,751,919,769,669,402,14936,..,2889,4422,631,262,164,72,25,6,8474,..,28830,36112,6095,2305,1477,835,305,91,76042,..,8457,19650,15382,11771,11127,8936,5902,2959,84194,854,2451,3945,1606,1066,872,671,482,224,12178,62380,80855,141820,80164,59361,44786,30071,16935,6451,522816
207,..,3014,2863,517,305,308,253,127,51,7446,..,830,1821,1522,1583,2576,3665,3889,2672,18559,269,553,517,245,213,273,255,232,153,2703,27752,24170,22911,22550,25177,20121,15614,10379,4698,173372,..,477,15434,29196,33495,26663,19947,11136,2802,139155,..,1726,6945,3294,2635,1587,700,195,55,17121,..,100,533,2250,4161,2617,1013,898,627,12201,56499,..,..,..,..,..,..,..,..,56499,..,25545,..,..,..,..,..,..,..,25545,..,7369,7833,1995,1568,714,110,6,0,19588,..,2530,1779,434,496,980,855,766,500,8342,..,2287,1783,353,252,161,59,27,14,4928,..,6507,6273,1211,717,611,481,229,84,16118,..,1932,3657,2985,3251,4192,5071,5052,3491,29637,511,1035,1038,514,461,455,400,351,213,4978,57014,49508,45274,42232,47029,37983,28638,18654,7785,334117
208,..,2475,2315,574,437,480,300,164,65,6817,..,721,2232,2313,2489,3872,4824,4246,3211,23904,351,500,580,314,300,333,284,242,156,3071,34593,22649,25371,28067,28950,22383,16506,10096,5341,193961,..,544,18032,35717,36708,27357,19236,9466,2778,149847,..,1862,9481,6044,4716,2701,1092,254,70,26221,..,107,699,2640,4697,2896,1129,841,751,13769,69848,..,..,..,..,..,..,..,..,69848,..,24422,..,..,..,..,..,..,..,24422,..,8610,7069,1913,1425,781,152,3,0,19960,..,1907,1531,377,485,827,783,708,486,7103,..,1365,1258,278,190,159,62,26,11,3353,..,4739,5150,1338,991,993,646,319,115,14292,..,1351,4401,4556,5140,6613,7152,5713,4208,39147,715,958,1207,704,595,585,486,371,242,5863,70569,45884,48828,53567,54950,42926,30741,17703,8654,373824
209,..,2029,1983,614,511,530,273,91,33,6066,..,570,1869,1908,2263,3429,3903,3518,1983,19450,502,807,802,464,384,379,416,306,143,4205,44555,28903,36227,34604,32059,26348,18333,10292,3844,235165,..,1333,30514,43720,39531,33340,23720,10907,2110,185178,..,2201,10901,7610,5189,2716,845,169,30,29658,..,369,1977,4364,6157,3686,1659,1304,723,20233,90682,..,..,..,..,..,..,..,..,90682,..,27543,..,..,..,..,..,..,..,27543,..,15581,12400,3684,2381,1002,146,4,0,35205,..,2935,2561,809,975,1489,1268,1039,604,11675,..,1915,2105,589,452,287,114,27,16,5503,..,4572,5249,1559,1207,1112,590,183,59,14526,..,1125,4076,4386,5060,6148,5997,4799,2670,34273,1008,1500,1719,1024,859,712,687,455,206,8171,91694,59074,71511,67751,61805,50487,35011,18888,6430,462647
210,..,540,847,320,312,322,171,66,18,2590,..,258,1020,1136,1434,2250,2629,2710,1447,12883,459,539,544,312,280,278,284,244,111,3058,34481,21828,26007,24341,23368,17848,12900,7861,2899,171542,..,1545,23655,31776,29503,22671,16264,8161,1684,135250,..,1507,6610,4343,3393,1648,518,131,24,18176,..,328,1699,3358,4733,2631,1268,1063,578,15659,70307,..,..,..,..,..,..,..,..,70307,..,21959,..,..,..,..,..,..,..,21959,..,13273,9953,2903,1875,794,113,3,0,28926,..,2146,1976,691,800,1192,1100,807,477,9192,..,1056,1297,422,322,217,74,27,10,3415,..,1803,2943,927,752,706,395,151,37,7710,..,620,2515,2787,3539,4155,4071,3628,2000,23314,904,1033,1235,762,664,541,490,384,167,6180,71217,45273,51889,47974,45582,34548,24295,14343,4976,340094
211,..,700,1171,452,493,606,361,149,54,3992,..,377,1499,1695,2250,4073,5225,4291,2339,21742,510,873,715,332,326,472,417,305,132,4070,42718,29174,30704,33219,35207,30360,21971,11361,4181,238891,..,741,24926,42412,44102,39511,28191,11909,2333,194127,..,2516,10662,7135,6067,3249,1173,228,33,31064,..,376,1729,4288,6719,3875,1570,1025,600,20189,87037,..,..,..,..,..,..,..,..,87037,..,30648,..,..,..,..,..,..,..,30648,..,17972,11966,3182,1860,736,123,7,0,35834,..,2338,1739,631,786,1357,1244,1000,569,9668,..,1555,1496,563,473,314,155,53,14,4622,..,1647,2800,1203,1192,1240,737,291,82,9191,..,846,3298,4063,5452,7163,7689,5818,3138,37474,1087,1654,1531,823,778,796,707,471,191,8047,88127,60292,60150,64297,67432,58241,41596,20809,6963,467900
212,..,3636,2462,686,704,786,497,170,58,8995,..,736,1930,1747,2428,4168,5222,4903,2559,23703,807,1160,1061,533,461,595,613,454,194,5877,69907,48299,55091,50354,46359,37219,26587,15135,5475,354434,..,3121,50626,68104,60595,48380,33709,16338,3311,284178,..,4005,13280,7961,6281,3288,1194,268,41,36318,..,826,3569,7150,9148,5261,2386,1644,959,30935,142216,..,..,..,..,..,..,..,..,142216,..,45789,..,..,..,..,..,..,..,45789,..,24428,18174,5115,3074,1250,205,4,0,52256,..,6081,4647,1523,1845,2916,2612,1909,1077,22615,..,4277,4254,1384,967,624,224,85,38,11845,..,8958,8106,2671,2016,1777,1068,337,103,25024,..,1658,4825,4865,6273,7753,8192,6795,3536,43906,1653,2277,2441,1432,1117,1044,1023,692,259,11924,143870,101417,109916,100200,91303,72300,50603,28075,9329,707010
213,..,2058,2655,867,828,762,408,137,39,7749,..,741,2664,2654,3099,4246,4610,3617,1786,23418,915,1143,1264,704,525,671,536,386,139,6288,71993,42492,60274,53853,43395,34246,21279,10769,3813,342113,..,2870,53674,69183,52721,41850,26447,10290,1923,258954,..,3711,16358,11053,7161,3484,1054,195,28,43048,..,851,4289,8154,9172,5266,2271,1548,802,32356,145771,..,..,..,..,..,..,..,..,145771,..,39339,..,..,..,..,..,..,..,39339,..,22557,17587,5126,2742,1089,177,12,0,49297,..,5913,5209,1691,1950,3030,2163,1496,762,22219,..,3331,3921,1262,944,598,211,57,21,10337,..,5482,8141,2622,2094,1701,886,288,82,21301,..,1622,6306,6768,7407,8182,7381,5102,2430,45195,1834,2218,2779,1701,1289,1178,925,599,205,12727,147608,87895,118263,107567,85479,66374,41504,19589,6250,680542
214,..,462,531,270,406,481,351,133,32,2668,..,316,916,1005,1713,3234,4105,3378,1829,16491,382,558,422,251,267,369,403,240,97,2995,23867,14774,15460,17681,19431,17739,15235,8489,3179,135852,..,403,10460,19538,21272,20174,17841,8634,1920,100245,..,1966,7019,5067,4266,2554,1184,309,54,22427,..,392,1578,3167,4333,2162,911,674,435,13648,48419,..,..,..,..,..,..,..,..,48419,..,13222,..,..,..,..,..,..,..,13222,..,9596,4879,1622,1061,540,100,3,0,17801,..,1070,766,315,441,702,678,548,324,4846,..,834,626,289,295,187,74,25,18,2347,..,863,1278,699,886,983,692,281,67,5751,..,615,2112,2668,4092,5733,6255,4802,2589,28865,818,1120,969,625,616,673,702,391,143,6055,49240,30086,29685,33989,37258,33715,28434,15666,5553,263626
215,..,457,392,109,197,209,151,34,8,1556,..,277,602,458,931,1701,1937,2099,1239,9248,219,319,208,124,165,259,260,159,64,1774,12035,7329,7406,7595,9290,9371,7407,4733,1974,67139,..,348,5405,8401,10743,11902,9275,4765,1133,51966,..,1557,3149,1883,1676,1104,518,136,23,10033,..,284,997,1452,1577,662,341,316,233,5859,24466,..,..,..,..,..,..,..,..,24466,..,5784,..,..,..,..,..,..,..,5784,..,3968,1472,617,539,289,44,0,0,6930,..,635,290,128,213,322,296,192,114,2182,..,402,282,128,111,66,26,9,3,1034,..,951,990,344,470,506,328,87,17,3697,..,624,1412,1336,2367,3601,3495,3019,1706,17552,461,651,538,317,374,479,460,271,89,3634,24927,15203,14547,14595,18064,18919,14772,8793,3320,133143
216,..,272,329,95,175,185,120,60,15,1264,..,163,441,378,745,1357,1500,1524,810,6924,209,295,218,106,143,188,196,107,34,1498,11065,6573,6562,6926,8122,7813,6209,3751,1363,58389,..,381,5075,7726,9484,9803,7948,3988,896,45298,..,1148,2587,1671,1569,1000,463,120,21,8577,..,281,852,1407,1469,676,315,270,158,5424,22436,..,..,..,..,..,..,..,..,22436,..,5529,..,..,..,..,..,..,..,5529,..,3984,1408,621,419,229,34,3,0,6697,..,490,246,108,206,268,252,188,95,1856,..,357,228,102,109,65,28,11,5,904,..,641,741,296,374,384,276,120,28,2870,..,389,1085,1095,1921,2701,2673,2248,1090,13197,454,560,493,314,295,352,365,201,55,3086,22884,13771,12708,13343,15835,15480,12362,7152,2355,115880
217,..,401,320,113,150,158,86,42,4,1275,..,210,451,362,867,1554,1608,1626,932,7611,166,284,150,115,130,228,208,115,54,1453,10044,5997,5725,6458,8104,8016,6054,3646,1438,55484,..,190,4029,7305,9295,9797,7727,3501,730,42576,..,1246,2647,1762,1652,1145,385,96,25,8960,..,186,650,1159,1308,620,301,300,177,4700,20399,..,..,..,..,..,..,..,..,20399,..,4855,..,..,..,..,..,..,..,4855,..,3580,1190,556,430,217,34,3,0,6010,..,364,191,85,165,242,213,126,86,1476,..,278,174,67,52,46,25,16,4,665,..,889,850,282,331,354,205,84,9,3004,..,519,1121,1080,2017,2963,2783,2300,1228,14013,341,567,399,268,288,404,375,184,82,2913,20737,12678,11248,12562,15550,15791,12041,6602,2349,109563
297,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
299,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,154,279,344,173,120,132,83,17,3,1302,154,279,344,173,120,132,83,17,3,1302,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,314,539,839,476,367,299,190,47,14,3080,314,539,839,476,367,299,190,47,14,3080
301,..,375,407,246,343,391,239,65,12,2079,..,183,417,566,1027,1939,2379,2006,1068,9586,360,396,306,196,215,274,219,119,57,2148,20192,12439,12066,15017,16051,13764,10273,5168,1959,106938,..,465,9433,18066,19669,17283,12873,5265,1064,84102,..,1892,5102,3629,3030,1800,757,190,29,16422,..,300,1230,2524,2843,1395,672,448,293,9692,41095,..,..,..,..,..,..,..,..,41095,..,11268,..,..,..,..,..,..,..,11268,..,7949,3451,1179,749,349,76,0,0,13757,..,1008,626,273,423,717,669,519,313,4554,..,849,725,323,291,200,88,28,11,2522,..,819,1090,649,746,813,488,169,33,4807,..,383,1042,1424,2289,3365,3688,2768,1470,16431,738,818,695,476,481,490,399,189,77,4357,41832,25748,23395,28542,30520,26409,19701,9571,3286,209012
302,..,1104,1156,338,330,364,198,72,16,3588,..,349,1061,1084,1300,2041,2338,2163,1430,11769,266,422,380,189,166,200,169,103,53,1936,17327,12077,15791,14724,13166,10820,8053,5197,2380,99539,..,575,12127,17314,14920,11992,8805,4724,1151,71613,..,2408,6615,3736,2545,1345,498,105,19,17269,..,216,928,2095,2462,1293,616,534,412,8554,35125,..,..,..,..,..,..,..,..,35125,..,9154,..,..,..,..,..,..,..,9154,..,5531,3086,1105,885,463,85,0,0,11151,..,1432,1155,362,436,711,583,396,232,5313,..,1042,979,283,197,153,69,23,6,2753,..,2266,2897,928,821,788,453,161,41,8343,..,675,2241,2360,2824,3589,3611,2911,1833,20043,559,831,797,425,362,363,263,163,83,3856,35687,24136,30834,28609,25457,20689,14993,9017,3768,193179
303,..,3909,3374,699,484,436,218,92,17,9235,..,542,1564,1426,1638,2453,2675,2318,1484,14108,383,836,729,292,240,294,225,163,79,3235,28635,23504,28885,23590,20560,16461,11014,6281,2724,161646,..,1063,21968,29877,25266,19699,13308,6089,1372,118643,..,3113,9521,4737,3127,1631,573,119,22,22840,..,281,1291,2889,3706,2122,902,698,489,12377,57737,..,..,..,..,..,..,..,..,57737,..,17330,..,..,..,..,..,..,..,17330,..,8425,5623,1816,1161,605,101,3,0,17729,..,3093,2150,615,686,1181,935,717,388,9773,..,3549,3668,771,440,276,117,38,5,8874,..,8269,8227,1904,1194,982,495,181,43,21299,..,1101,3283,3155,3448,4318,4118,3176,1956,24557,793,1509,1510,764,554,505,377,234,115,6359,58526,47737,57242,46537,39576,31317,20932,11249,4393,317507
304,..,2790,1059,235,165,171,129,49,7,4616,..,310,588,586,699,1169,1585,1287,829,7060,196,442,255,106,121,166,131,69,49,1530,15703,13009,10371,12466,11873,9328,7033,3408,1546,84732,..,282,7730,16345,15891,12453,9448,3690,855,66696,..,1316,3834,2456,1745,955,367,70,6,10746,..,89,431,1357,2001,1034,424,273,226,5836,32410,..,..,..,..,..,..,..,..,32410,..,10995,..,..,..,..,..,..,..,10995,..,4186,2617,807,456,230,48,0,0,8346,..,1208,634,202,210,331,368,303,215,3480,..,1094,615,221,118,86,40,11,3,2181,..,5402,2656,556,352,366,253,80,15,9689,..,646,1307,1306,1428,1922,2236,1686,1100,11636,400,860,556,280,268,286,214,107,70,3045,32812,26081,20385,23530,22462,17663,13407,6218,2498,165055
305,..,5766,5300,943,395,357,175,52,19,13014,..,1081,2931,2364,2014,2276,2139,1376,899,15078,295,850,857,349,216,225,164,86,51,3109,15794,18935,25282,16868,14028,10140,6260,2983,1489,111774,..,591,12443,17606,15923,11126,6584,2618,596,67482,..,3865,12629,4954,2984,1524,580,91,19,26649,..,90,490,1600,2185,1159,384,261,267,6429,31712,..,..,..,..,..,..,..,..,31712,..,9516,..,..,..,..,..,..,..,9516,..,3284,1944,603,410,275,45,0,0,6564,..,2290,1513,336,259,364,328,212,138,5437,..,1790,2027,356,194,94,49,20,4,4529,..,11136,11787,2306,1086,754,397,148,39,27656,..,2090,6316,5111,4472,4305,3581,2047,1163,29074,562,1549,1686,741,507,400,271,132,72,5918,32279,36209,50832,33616,28011,20011,12214,5515,2290,220974
