SA4_CODE_2016,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
204,141,168,313,4376,4136,8514,317,323,644,4839,4623,9463,154,187,337,4896,4634,9527,352,328,682,5399,5148,10545,165,149,317,4787,4626,9417,315,339,651,5271,5116,10392,156,148,311,4868,4406,9274,359,346,703,5382,4909,10287,110,102,214,4108,3516,7628,357,298,653,4583,3914,8501,79,96,176,3743,3837,7578,332,280,617,4150,4219,8368,66,80,144,3795,4190,7985,301,323,625,4162,4594,8755,60,71,133,3859,4331,8193,300,323,624,4222,4729,8951,58,64,118,4553,4924,9483,383,345,727,4994,5333,10329,59,75,135,4947,5366,10315,384,384,771,5393,5820,11220,74,74,144,5428,5724,11154,430,423,851,5928,6217,12147,66,70,133,5673,6112,11784,474,426,904,6212,6607,12815,43,41,86,5682,5736,11420,490,476,964,6214,6251,12465,61,76,136,15712,17160,32875,1393,1560,2948,17167,18798,35965,1297,1401,2699,76440,78690,155126,6183,6179,12365,83920,86275,170194
205,278,264,539,7042,6597,13643,512,533,1049,7836,7396,15228,270,257,529,7726,7286,15018,623,550,1168,8620,8094,16716,206,235,438,7194,7133,14327,544,558,1103,7942,7922,15871,222,203,431,7268,6697,13967,544,487,1031,8033,7394,15423,163,159,322,6212,5950,12159,527,536,1062,6900,6639,13540,142,138,273,6143,6457,12599,487,497,975,6767,7086,13852,126,100,223,6399,6903,13307,523,518,1037,7045,7522,14565,90,111,199,6223,6541,12772,455,495,954,6771,7149,13921,95,97,195,6778,7387,14161,524,538,1069,7401,8022,15420,106,132,233,7592,8198,15787,663,609,1273,8356,8932,17293,112,109,220,8193,8830,17016,686,697,1388,8990,9638,18625,69,107,180,8877,9594,18468,721,741,1455,9664,10443,20106,76,67,142,9003,9537,18539,749,745,1495,9820,10355,20178,121,127,249,26381,28695,55079,2518,2821,5340,29017,31650,60670,2073,2107,4177,121028,125817,246845,10069,10323,20392,133172,138247,271416
206,73,58,140,12552,12225,24774,1057,1058,2111,13684,13343,27028,55,70,124,10217,10025,20237,780,729,1509,11048,10823,21874,61,77,134,8613,8547,17162,641,552,1194,9321,9174,18491,83,115,199,11741,13516,25254,993,1129,2121,12815,14754,27570,165,191,362,27143,32714,59855,2605,2979,5588,29922,35890,65808,197,154,355,36826,40504,77337,3819,3979,7797,40847,44636,85484,156,133,288,33285,33970,67259,3430,3385,6813,36864,37488,74350,91,75,166,23079,22726,45807,2326,2098,4422,25496,24898,50392,99,79,173,17840,18294,36136,1709,1605,3312,19644,19981,39620,85,78,166,16009,16685,32693,1490,1397,2892,17592,18159,35749,60,59,118,13806,14109,27916,1350,1212,2559,15215,15379,30598,49,39,89,12106,13094,25200,1238,1152,2389,13388,14292,27679,38,51,91,10016,11106,21123,978,1011,1989,11031,12170,23194,50,57,105,26233,31770,58000,2650,3081,5733,28932,34907,63837,1272,1231,2502,259465,279288,538755,25059,25368,50426,285795,305884,591679
207,34,23,58,8634,8088,16720,325,314,633,8984,8423,17415,21,24,40,10219,9664,19884,348,310,658,10589,9995,20584,37,16,55,10480,10087,20568,347,325,674,10869,10431,21296,42,36,76,11749,11622,23362,439,433,871,12230,12087,24314,46,41,89,14132,13216,27349,587,546,1136,14761,13803,28564,30,35,64,12300,12233,24530,589,610,1208,12917,12880,25796,25,18,41,10481,10972,21458,507,511,1023,11017,11501,22516,13,16,28,9704,10751,20454,409,435,845,10124,11203,21334,26,23,48,10382,12051,22432,451,445,895,10861,12513,23375,25,11,33,11323,13238,24562,504,482,989,11848,13736,25579,21,17,33,10976,12221,23198,531,452,980,11529,12684,24215,16,15,26,9944,11031,20974,434,455,891,10391,11495,21893,7,9,16,8396,9564,17964,386,390,775,8794,9962,18754,24,38,62,26382,34057,60444,1459,2050,3508,27872,36147,64013,354,317,677,165103,178792,343896,7326,7749,15076,172782,186862,359644
208,41,50,91,11303,10978,22276,482,490,977,11829,11516,23346,43,46,84,12751,12101,24855,503,489,987,13296,12631,25929,47,50,99,12007,11585,23595,459,443,900,12515,12073,24592,50,34,80,11302,10839,22144,443,429,869,11790,11304,23090,51,46,101,12079,12005,24087,611,568,1182,12743,12623,25368,44,42,85,11671,12427,24095,672,719,1394,12389,13189,25575,34,40,73,12050,13158,25208,687,687,1375,12770,13884,26653,39,25,61,12395,13293,25690,661,630,1290,13097,13947,27040,29,41,71,13569,15039,28608,694,673,1369,14291,15758,30045,45,31,77,13969,15763,29733,707,694,1399,14721,16491,31209,18,54,72,12589,13472,26062,638,618,1250,13247,14140,27385,21,19,41,11345,12284,23632,577,586,1164,11944,12898,24835,27,15,45,9739,10576,20321,558,540,1095,10326,11130,21458,32,45,72,27298,35488,62781,1821,2503,4318,29143,38033,67173,516,536,1050,184068,199011,383085,9505,10068,19571,194086,209615,403707
209,234,235,470,16550,15840,32388,878,835,1717,17659,16914,34572,192,208,404,15642,14740,30381,809,768,1575,16650,15710,32358,199,162,367,14105,13157,27258,643,643,1289,14952,13963,28910,158,169,331,14174,13334,27506,674,669,1340,15007,14170,29178,162,175,335,16050,15713,31763,904,853,1758,17111,16738,33852,131,175,309,17165,17298,34462,1046,1022,2065,18342,18498,36841,134,132,267,18249,18949,37197,1038,1070,2116,19422,20154,39582,104,118,221,16895,17478,34371,871,846,1721,17865,18447,36313,85,99,181,16467,17118,33585,888,797,1684,17435,18017,35452,119,98,211,15782,16679,32461,799,803,1606,16698,17575,34278,72,117,192,14135,15331,29466,772,787,1556,14980,16226,31207,74,80,154,13230,14255,27491,670,732,1400,13975,15070,29048,53,55,110,11260,12344,23606,616,650,1274,11937,13050,24985,65,93,162,29490,34842,64328,1889,2397,4289,31442,37335,68772,1787,1918,3706,229189,237075,466266,12498,12880,25377,243480,251875,495353
210,125,129,255,12759,11951,24713,787,703,1487,13670,12785,26454,122,119,243,12255,11348,23601,678,652,1329,13056,12114,25170,111,107,216,11129,10659,21786,604,535,1134,11841,11297,23136,115,109,228,11193,10568,21763,579,562,1135,11887,11237,23121,121,106,223,11939,10981,22920,695,589,1282,12753,11668,24425,87,92,181,12754,12537,25295,773,752,1521,13615,13381,26996,71,73,143,13142,13369,26512,807,744,1556,14015,14189,28210,70,59,131,12219,12263,24485,714,710,1431,13000,13040,26038,53,67,119,11480,12055,23534,641,570,1208,12178,12685,24868,67,83,145,11530,12119,23646,618,627,1244,12204,12831,25035,48,61,108,10778,11202,21978,578,561,1139,11405,11824,23222,42,38,81,9274,9728,19000,529,551,1079,9836,10319,20158,32,41,66,7644,8275,15915,477,487,968,8151,8801,16946,43,67,114,20950,25230,46181,1458,1823,3282,22449,27121,49573,1105,1151,2249,169036,172285,341326,9934,9861,19796,180073,183294,363371
211,130,138,274,14756,13960,28715,590,583,1180,15480,14691,30166,137,166,303,15223,14329,29554,622,523,1146,15978,15023,31003,181,175,361,14995,13995,28987,552,490,1039,15724,14662,30384,148,184,328,15660,14701,30364,568,551,1122,16382,15434,31809,116,119,235,15232,14265,29499,589,520,1109,15936,14911,30848,92,94,191,14467,14601,29067,619,654,1275,15174,15351,30526,69,62,134,15148,16282,31424,655,692,1348,15871,17031,32903,60,73,133,15376,15990,31365,659,626,1282,16102,16683,32784,91,84,180,16057,17426,33481,677,662,1333,16828,18172,34991,101,91,198,16567,18042,34605,688,692,1377,17355,18823,36184,78,68,142,16047,17377,33421,726,663,1394,16853,18103,34954,59,63,131,15250,16245,31494,706,683,1392,16018,16996,33012,58,53,107,13307,14763,28068,566,635,1199,13936,15444,29378,64,119,186,34379,41405,75782,2001,2692,4695,36450,44217,80664,1392,1499,2891,232457,243367,475831,10218,10667,20889,244075,255533,499608
212,176,207,386,25647,24256,49901,1328,1195,2530,27151,25658,52811,189,207,397,24721,23450,48168,1191,1075,2263,26098,24727,50825,190,194,389,22787,21344,44135,981,1008,1993,23966,22547,46514,185,158,342,24670,22932,47600,1118,1031,2148,25975,24123,50095,158,165,323,29113,26247,55358,1493,1318,2810,30759,27727,58490,84,113,204,26915,26593,53508,1451,1409,2861,28456,28117,56574,85,88,180,28110,28621,56736,1513,1392,2906,29716,30098,59816,98,93,191,25706,25406,51114,1284,1126,2407,27082,26626,53710,119,124,246,24325,24933,49253,1243,1174,2419,25694,26229,51919,98,100,196,23636,24413,48049,1182,1125,2303,24912,25639,50553,65,92,153,21657,22042,43702,1133,1041,2178,22862,23170,46028,58,49,104,19246,20224,39465,1068,1034,2097,20367,21304,41671,31,55,84,16399,17398,33801,890,900,1791,17320,18350,35674,94,103,193,43231,50990,94219,2782,3383,6162,46102,54470,100573,1649,1739,3386,356164,358845,715010,18655,18219,36867,376466,378804,755265
213,280,288,565,28225,26470,54694,1580,1518,3092,30081,28273,58360,306,277,584,25137,24372,49506,1405,1336,2745,26841,25986,52832,254,223,475,21006,20006,41016,1152,1127,2278,22412,21353,43768,229,239,471,20611,19653,40269,1125,1004,2130,21967,20898,42871,242,217,460,24471,22325,46796,1496,1343,2838,26202,23892,50091,256,218,468,27286,28066,55354,1684,1719,3399,29229,29999,59221,202,170,372,31185,32133,63320,1845,1783,3627,33238,34088,67317,157,159,313,29022,28323,57343,1643,1493,3132,30816,29970,60787,147,144,287,25280,25484,50760,1439,1429,2869,26864,27056,53923,136,137,276,22342,23229,45572,1287,1253,2538,23768,24614,48389,105,109,215,19970,20075,40051,1207,1168,2373,21286,21356,42640,69,100,172,17493,18581,36074,1033,1087,2121,18595,19771,38368,70,67,130,14927,15797,30730,953,931,1884,15948,16794,32744,71,88,153,32712,37803,70518,2498,2963,5456,35276,40855,76131,2523,2434,4957,339675,342319,682000,20347,20144,40493,362540,364901,727443
214,148,126,273,8207,7611,15820,477,457,933,8831,8193,17020,154,144,306,8490,8236,16728,462,434,899,9107,8814,17929,144,123,268,8172,7579,15752,467,430,898,8786,8132,16917,162,129,283,8067,7682,15750,468,449,925,8695,8262,16958,112,100,217,7589,7186,14774,462,466,928,8169,7747,15920,75,96,175,6994,7309,14305,448,486,932,7522,7893,15413,73,61,136,7360,8135,15498,461,473,932,7889,8671,16562,66,90,160,7645,8203,15847,454,455,904,8165,8746,16915,86,78,162,8840,9501,18338,523,542,1071,9447,10130,19575,73,90,165,9208,10107,19316,558,567,1124,9838,10767,20606,56,66,119,8839,9402,18239,557,553,1114,9452,10025,19475,59,50,107,8576,9375,17952,541,565,1107,9179,9982,19167,44,67,110,7853,8863,16715,566,549,1109,8465,9476,17942,77,84,160,24907,29663,54568,1753,2263,4016,26740,32003,58745,1338,1307,2640,130752,138844,269597,8204,8697,16898,140290,148846,289142
215,279,265,539,3859,3507,7364,315,300,616,4447,4076,8524,292,229,525,4135,3914,8046,349,303,648,4776,4445,9219,242,227,467,4028,3817,7846,339,286,627,4609,4333,8938,190,196,382,4202,3870,8068,326,319,642,4716,4381,9101,158,150,306,3536,3358,6890,334,296,625,4026,3792,7825,128,183,311,3776,3622,7395,376,319,694,4277,4123,8404,91,118,203,3545,3615,7157,316,302,618,3954,4031,7981,89,110,195,3378,3493,6876,290,277,569,3757,3878,7637,93,104,191,3761,3979,7736,313,294,605,4159,4377,8531,85,112,196,4335,4501,8837,385,348,729,4797,4969,9762,82,106,193,4619,4738,9357,433,365,796,5132,5211,10346,91,88,178,5054,4965,10018,410,425,835,5551,5480,11035,54,58,114,4816,4621,9436,427,407,829,5293,5083,10373,83,112,188,13774,15459,29227,1374,1573,2945,15224,17141,32363,1945,2049,3994,66799,67456,134252,5972,5813,11786,74721,75314,150035
216,218,203,418,3498,3378,6878,299,275,576,4010,3861,7871,240,217,456,3824,3550,7379,271,295,567,4334,4064,8398,189,192,384,3798,3459,7257,290,260,550,4285,3914,8197,190,174,362,3926,3556,7479,274,257,528,4388,3989,8377,157,130,290,3084,2875,5959,232,220,454,3473,3233,6706,119,126,244,3054,3221,6278,243,265,511,3422,3617,7036,75,96,170,3116,3217,6331,255,276,530,3443,3592,7036,66,93,161,2946,3194,6138,231,250,483,3243,3538,6780,91,95,191,3508,3591,7099,284,272,560,3881,3962,7842,93,99,183,3777,3915,7693,309,284,595,4182,4292,8473,79,92,171,3912,4148,8061,335,316,656,4325,4558,8886,69,80,146,4071,4006,8079,348,321,671,4487,4401,8895,69,76,140,3777,3975,7752,346,364,703,4189,4412,8596,125,112,234,11551,12607,24162,1158,1324,2480,12833,14046,26879,1784,1777,3559,57834,58714,116553,4879,4974,9856,64500,65469,129971
217,143,117,264,3099,3011,6111,210,209,413,3452,3334,6783,121,86,202,3617,3284,6901,248,216,465,3985,3585,7573,125,121,243,3534,3391,6919,283,222,502,3935,3733,7664,90,98,187,3613,3333,6944,254,255,507,3961,3680,7635,86,64,153,3053,2737,5787,247,213,469,3392,3015,6408,66,55,119,2841,2769,5610,221,203,420,3121,3026,6145,38,55,89,2698,2964,5665,202,191,396,2939,3205,6149,32,43,79,2857,3009,5865,176,193,366,3067,3245,6313,47,56,95,3297,3428,6726,257,234,494,3599,3714,7311,34,55,88,3622,3968,7594,306,287,592,3965,4309,8272,55,43,93,3991,4212,8199,296,268,566,4338,4525,8864,43,46,88,4042,4319,8365,289,309,602,4372,4678,9053,25,29,53,4030,4072,8104,341,323,667,4397,4427,8823,47,63,112,10889,12463,23351,1030,1192,2227,11974,13719,25692,943,924,1871,55196,56937,112138,4364,4322,8694,60506,62189,122701
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,5,0,5,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,5,0,5,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,24,3,0,3,28,4,29
299,16,6,25,175,138,312,24,13,39,215,163,379,0,8,8,72,87,157,15,11,24,88,105,195,7,7,9,69,73,145,13,16,25,88,88,176,15,13,28,141,146,288,20,16,39,180,178,357,10,6,23,371,385,753,65,62,121,447,453,898,21,4,22,439,386,821,85,60,143,542,450,994,20,13,28,411,279,691,76,51,134,513,345,856,25,6,32,352,205,555,64,42,108,441,253,693,16,17,38,296,176,471,58,30,95,372,229,601,16,6,23,286,144,427,51,25,73,349,170,524,11,5,20,223,146,364,47,25,66,277,177,451,12,4,12,196,158,355,35,27,58,237,188,425,4,3,12,188,137,324,33,26,55,219,169,390,0,6,6,316,238,556,47,36,80,365,279,643,160,117,279,3534,2688,6219,638,434,1069,4331,3238,7565
301,277,271,546,6345,5840,12181,238,255,493,6860,6359,13221,296,280,582,7310,6898,14211,282,253,537,7891,7434,15326,292,286,574,7141,6616,13753,257,229,484,7684,7131,14820,264,266,532,7051,6493,13545,230,253,483,7547,7015,14560,219,215,435,5860,5539,11395,255,232,487,6331,5989,12324,152,188,343,5216,5424,10647,244,250,496,5615,5869,11478,141,136,275,6074,6477,12551,266,269,535,6485,6878,13361,133,152,284,6184,6929,13110,314,265,582,6632,7347,13979,142,172,312,7369,7910,15277,343,301,646,7856,8382,16238,122,170,298,7309,8134,15439,355,283,645,7792,8592,16384,138,135,273,7307,7817,15115,360,319,678,7798,8269,16071,94,123,217,6845,7365,14207,390,327,719,7332,7811,15140,83,82,168,6083,6544,12626,319,279,603,6486,6909,13396,101,157,261,15849,18481,34332,951,1250,2209,16908,19893,36799,2461,2641,5103,101946,106466,208409,4810,4773,9581,109216,113876,223095
302,208,213,415,6326,5922,12243,246,236,481,6777,6365,13146,214,240,453,6029,5591,11623,235,195,431,6482,6020,12500,226,230,457,5377,5173,10551,183,229,407,5784,5627,11414,243,215,456,5312,5199,10511,206,210,414,5761,5620,11375,219,210,431,6461,6506,12962,364,380,743,7045,7097,14139,167,159,321,7149,7603,14757,385,399,789,7700,8167,15865,159,139,297,7902,8102,16007,423,397,823,8487,8638,17127,119,120,243,7061,7273,14334,350,297,645,7533,7693,15221,122,141,266,6896,7320,14219,350,309,659,7369,7773,15144,108,133,238,6489,6844,13333,337,296,628,6934,7273,14201,106,119,224,5884,6222,12105,306,270,579,6291,6614,12905,79,104,180,5306,5789,11091,269,234,501,5654,6125,11774,65,82,145,4690,5110,9803,225,216,437,4978,5409,10380,85,111,195,12774,16877,29653,613,865,1477,13470,17851,31321,2112,2210,4326,93654,99535,193186,4489,4519,9007,100252,106264,206522
303,191,191,380,10456,9955,20408,461,425,888,11110,10569,21672,197,226,420,9931,9508,19437,396,398,798,10533,10126,20661,210,190,401,8946,8616,17560,381,368,748,9539,9172,18712,215,198,415,9963,9639,19603,491,406,900,10672,10241,20916,248,234,489,14261,13925,28180,778,765,1540,15282,14926,30212,170,180,345,14496,14580,29072,853,759,1610,15513,15519,31029,141,137,281,14090,14436,28524,810,742,1553,15041,15318,30359,119,121,245,12117,12249,24367,617,589,1211,12854,12962,25814,116,129,246,11072,11342,22413,537,493,1027,11722,11968,23690,121,117,240,10047,10840,20883,554,489,1036,10720,11438,22163,107,118,219,9137,9741,18878,488,479,967,9731,10337,20064,69,102,172,8174,8924,17104,427,421,846,8667,9455,18127,45,66,109,6974,7671,14645,357,339,697,7376,8076,15454,78,124,202,17547,21768,39319,967,1205,2170,18594,23095,41696,2039,2130,4173,157211,163190,320403,8118,7878,15994,167372,173194,340569
304,87,71,154,4972,4791,9769,155,178,337,5216,5046,10262,81,79,159,6052,5546,11597,189,168,351,6316,5797,12113,91,90,176,5882,5197,11079,171,155,324,6142,5445,11581,126,111,237,6507,6591,13099,213,212,427,6841,6918,13755,115,111,219,7824,7621,15448,358,394,751,8295,8124,16427,73,45,116,5279,5133,10413,248,258,505,5597,5435,11030,51,44,94,5084,5389,10471,256,234,484,5388,5663,11055,52,50,109,5328,5940,11265,243,199,439,5621,6185,11809,45,44,93,5934,6602,12530,264,214,483,6241,6860,13106,39,55,99,5790,6363,12159,248,210,462,6083,6633,12716,47,33,81,5090,5593,10686,218,209,426,5356,5836,11193,21,23,49,4558,5051,9608,202,178,387,4784,5255,10042,29,23,51,4052,4458,8511,162,148,310,4244,4625,8871,24,41,63,10811,13249,24061,400,510,914,11238,13796,25039,868,825,1694,83160,87543,170704,3327,3264,6592,87361,91627,178991
305,76,64,136,5669,5430,11099,374,347,718,6111,5839,11952,56,60,125,5527,5369,10890,316,284,605,5901,5722,11617,83,77,156,5358,5096,10458,280,257,538,5724,5431,11148,104,142,244,6094,6574,12665,349,430,782,6545,7140,13691,181,186,362,11905,13227,25134,1055,1038,2093,13145,14448,27589,162,162,327,14033,14115,28148,1368,1327,2690,15568,15604,31164,128,103,227,12377,11776,24153,1180,1040,2222,13692,12911,26604,103,81,181,9091,8909,17995,859,702,1561,10053,9685,19740,107,75,185,8229,8316,16548,718,615,1332,9052,9016,18066,100,90,188,7836,7725,15561,761,558,1322,8697,8371,17071,78,67,144,6820,6618,13438,643,500,1145,7542,7192,14733,46,47,96,5758,5730,11487,521,439,959,6329,6206,12538,41,39,82,4686,4759,9443,490,438,928,5209,5245,10451,45,76,123,9983,11592,21572,994,1155,2153,11023,12824,23842,1303,1269,2572,113364,115231,228595,9915,9130,19043,124584,125628,250207
306,1363,1275,2635,5738,5322,11058,632,586,1218,7727,7186,14914,1625,1427,3045,6399,5940,12336,677,642,1321,8698,8000,16705,1417,1427,2846,6140,5798,11944,623,631,1249,8177,7857,16036,1237,1182,2420,5607,5282,10895,573,568,1145,7422,7034,14457,894,982,1872,5023,4922,9946,660,628,1282,6574,6529,13106,706,880,1585,5562,6044,11607,749,783,1527,7012,7705,14717,637,776,1412,5961,6500,12463,768,728,1495,7364,8007,15368,594,762,1359,5822,6647,12465,667,693,1355,7085,8093,15177,645,784,1426,6607,7314,13919,755,757,1512,8004,8859,16863,561,758,1319,7039,7446,14484,803,744,1551,8401,8948,17346,549,613,1161,7165,7346,14508,822,734,1550,8535,8691,17228,419,561,980,7137,7104,14241,780,725,1504,8328,8399,16725,338,410,746,6520,6387,12908,700,624,1321,7554,7419,14971,459,691,1147,16128,15678,31802,1791,1836,3629,18375,18202,36577,11437,12522,23961,96836,97733,194570,10989,10664,21656,119266,120923,240190
307,458,437,892,3453,3248,6706,324,324,649,4237,4012,8244,498,476,974,3842,3641,7481,339,351,687,4681,4468,9148,434,380,814,3694,3379,7074,357,257,612,4480,4021,8499,354,318,675,3383,2980,6364,298,269,567,4035,3573,7607,220,282,499,2865,2654,5519,271,246,520,3355,3174,6530,192,203,397,2875,2889,5767,386,276,660,3448,3370,6817,156,203,364,2920,3156,6079,341,250,597,3420,3615,7035,143,184,329,2839,3067,5906,302,294,595,3285,3550,6830,141,186,331,3284,3484,6764,354,309,666,3779,3978,7757,170,190,353,3674,3633,7307,399,348,749,4233,4175,8409,174,157,334,3758,3708,7466,375,330,706,4304,4201,8502,136,167,300,3832,3814,7650,419,355,771,4391,4333,8719,109,106,206,3728,3550,7274,359,335,695,4191,3986,8179,184,196,377,10564,10760,21321,1127,1183,2302,11873,12134,24008,3363,3485,6846,54700,53963,108668,5642,5126,10768,63708,62579,126289
