SA4_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
213,23503,19118,9186,5467,7647,5069,2678,72667,3887,3368,1791,967,1355,692,364,12421,3664,2962,1410,821,1070,592,270,10796,16306,14945,7457,4617,5944,2797,1186,53253,292,283,137,75,71,30,15,901,47650,40676,19982,11953,16094,9178,4502,150040,2451,3250,2098,1494,2251,1408,833,13777,745,902,543,370,522,222,129,3442,473,653,373,237,385,186,84,2402,2910,3933,2356,1555,2097,824,366,14048,406,390,216,145,143,65,35,1404,6990,9133,5588,3799,5402,2713,1450,35068,54638,49810,25573,15753,21494,11893,5952,185108
214,1545,1670,1061,698,979,536,224,6720,1301,1484,812,445,657,270,118,5081,1258,1287,671,397,560,221,126,4526,9296,8962,4888,2925,3898,1476,626,32070,60,68,42,20,32,3,10,242,13468,13472,7471,4486,6124,2509,1108,48647,137,213,230,147,252,125,57,1152,235,399,263,197,302,100,43,1531,138,249,174,118,218,69,40,1008,1729,2375,1546,1073,1492,526,210,8947,89,91,73,47,34,16,5,353,2324,3324,2288,1585,2295,828,353,12991,15790,16801,9755,6075,8422,3338,1461,61645
215,537,502,308,161,254,63,13,1840,187,185,109,77,122,25,6,703,274,245,121,66,103,20,8,846,5290,5584,3272,2110,3057,608,118,20039,52,53,28,26,21,0,0,172,6343,6572,3838,2439,3543,721,141,23598,49,90,46,45,64,12,4,309,65,102,63,53,67,16,0,363,47,65,37,36,44,11,0,237,1190,1577,941,687,893,196,45,5512,63,69,45,29,26,4,3,236,1413,1894,1127,851,1092,239,55,6656,7757,8463,4963,3286,4630,956,193,30254
216,890,813,431,260,393,124,40,2953,213,178,106,71,119,30,9,716,225,210,117,69,96,33,11,759,4447,4786,2780,1843,2594,620,108,17185,29,48,16,24,16,6,0,150,5809,6027,3446,2276,3224,809,163,21763,73,78,75,57,74,37,16,410,83,87,59,39,55,21,0,339,45,71,36,12,40,10,0,211,1091,1411,884,605,851,177,35,5047,48,55,34,28,19,4,0,195,1336,1706,1091,743,1033,243,50,6202,7143,7730,4541,3018,4259,1052,215,27965
217,251,269,171,101,140,23,3,947,253,227,114,84,89,22,3,793,257,247,142,87,95,23,4,859,4481,4965,2920,1920,2584,587,145,17610,35,34,23,10,17,3,0,114,5268,5742,3372,2203,2929,662,149,20329,28,27,38,15,22,4,0,138,66,78,63,40,42,12,5,300,25,51,41,28,29,13,4,185,830,1097,727,532,762,166,29,4145,41,48,27,16,18,4,0,157,993,1295,896,632,874,197,35,4927,6263,7039,4265,2834,3800,864,186,25255
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1867,2250,1452,960,1369,578,259,8729,1242,1346,729,443,562,225,91,4642,1135,1167,614,344,525,196,64,4047,6471,7110,3970,2532,3335,1226,476,25116,53,44,24,23,19,5,0,173,10765,11913,6796,4308,5809,2235,891,42710,136,291,194,162,263,101,40,1194,215,358,241,139,181,57,22,1213,155,276,180,97,167,41,19,939,1098,1654,1119,811,1001,292,124,6099,48,76,47,22,22,4,0,216,1667,2656,1773,1223,1631,495,207,9658,12434,14568,8571,5529,7435,2731,1101,52364
302,2871,2453,1327,819,1111,597,260,9432,1167,1025,504,292,340,155,59,3545,1254,975,456,265,335,151,60,3493,5783,5456,3005,1803,2430,1055,490,20033,51,47,32,12,12,3,3,165,11127,9963,5325,3185,4227,1968,876,36671,182,290,229,140,248,148,52,1283,194,286,175,115,151,63,32,1009,120,169,145,87,143,53,25,751,732,1128,797,556,720,278,142,4350,67,65,38,14,19,5,0,212,1298,1930,1380,912,1286,544,257,7611,12421,11901,6704,4102,5514,2513,1132,44278
303,7875,6484,3346,2032,2917,1943,1027,25624,1768,1667,888,482,627,341,135,5914,1794,1542,705,441,577,264,140,5472,6977,6988,3957,2400,3342,1665,740,26074,94,81,32,26,16,11,4,267,18511,16768,8930,5383,7486,4227,2052,63356,683,928,618,503,677,519,299,4223,256,330,241,153,205,95,51,1327,179,306,180,156,171,83,43,1112,719,1189,883,606,840,332,205,4773,78,74,53,20,36,12,3,267,1916,2824,1970,1432,1927,1030,603,11709,20422,19594,10904,6820,9417,5263,2657,75062
304,2261,2693,1535,965,1458,869,460,10249,1138,1260,649,432,492,251,119,4340,1091,1185,549,351,463,264,132,4036,4575,5082,3017,1793,2488,1334,622,18925,24,20,16,6,9,7,4,82,9100,10246,5775,3550,4908,2719,1340,37632,125,246,203,154,250,177,99,1251,93,193,130,95,161,67,44,782,49,139,92,85,99,65,44,585,359,747,558,414,558,283,146,3065,23,13,15,10,13,9,7,87,653,1342,997,759,1079,609,337,5767,9748,11579,6769,4305,5986,3331,1676,43404
305,2492,1958,963,544,710,385,212,7259,1220,1101,587,364,460,261,101,4098,1211,1069,548,331,412,223,95,3891,5127,5315,3168,1933,2436,1475,670,20124,32,26,15,14,12,0,3,102,10086,9458,5279,3181,4032,2352,1082,35473,153,211,213,180,277,161,86,1277,143,191,144,102,139,88,38,843,87,184,87,64,131,71,40,666,381,630,478,372,526,312,156,2863,32,29,18,11,8,3,5,114,784,1249,940,724,1088,637,326,5761,10877,10712,6219,3907,5128,2982,1409,41227
306,1678,1615,962,618,841,164,77,5954,769,863,489,295,373,27,14,2829,1200,1151,651,372,471,50,22,3922,6676,7272,4176,2606,3117,323,130,24300,93,79,52,35,24,4,0,299,10409,10981,6332,3930,4829,569,246,37305,190,305,234,172,238,52,28,1216,197,305,180,135,177,27,9,1026,196,360,197,127,202,24,10,1107,2184,3066,1864,1187,1304,130,60,9784,116,142,66,58,38,6,0,424,2887,4175,2543,1672,1956,228,103,13562,13297,15153,8877,5606,6783,798,351,50873
307,337,311,181,143,163,31,7,1170,194,197,134,82,113,7,3,730,274,237,111,76,112,11,3,823,5185,5888,3259,1885,2267,173,66,18715,21,31,23,22,14,0,0,110,6008,6661,3700,2205,2672,219,77,21549,17,19,13,17,28,0,0,102,62,78,47,37,39,3,5,266,43,53,35,26,36,4,3,192,1212,1496,902,584,588,60,13,4856,62,51,24,18,25,3,0,179,1389,1696,1026,680,712,64,20,5591,7397,8358,4723,2882,3386,286,104,27141
308,1115,1232,677,460,578,91,26,4195,507,581,286,188,235,41,5,1833,700,614,311,171,228,33,5,2061,9440,9607,5251,3229,3791,421,136,31865,50,65,40,37,22,0,0,210,11815,12099,6560,4081,4845,582,174,40165,75,112,92,60,68,12,7,424,135,188,99,68,99,10,3,602,75,145,78,57,74,10,7,439,2110,2659,1576,1029,1193,117,37,8733,94,88,49,31,26,0,0,292,2489,3193,1892,1256,1461,154,51,10483,14304,15288,8455,5335,6305,734,232,50654
309,5956,6365,3754,2543,3415,1373,616,24019,3274,3021,1600,978,1282,408,147,10711,3231,3090,1585,924,1166,412,170,10578,13672,13690,7623,4646,6110,1887,762,48391,129,116,76,52,52,12,4,441,26268,26281,14641,9148,12030,4091,1697,94146,605,1114,856,668,995,372,214,4820,736,1026,578,400,530,159,68,3510,483,760,503,362,478,144,68,2806,2634,3873,2446,1733,2228,589,289,13794,175,193,106,64,62,11,3,604,4631,6964,4490,3222,4297,1270,646,25531,30895,33244,19133,12375,16324,5360,2342,119673
310,4854,4865,2716,1770,2227,981,492,17902,1508,1312,697,455,583,151,60,4767,1437,1238,649,400,450,137,57,4371,10242,9866,5204,3239,3997,1045,377,33965,121,129,70,47,36,9,0,415,18162,17409,9344,5900,7300,2324,980,61422,774,1002,724,483,673,320,157,4138,471,602,336,206,257,46,21,1944,259,349,204,146,191,52,27,1229,2984,3761,2218,1379,1668,346,136,12508,176,189,110,65,62,13,4,626,4666,5904,3593,2288,2861,789,347,20440,22831,23313,12937,8186,10158,3112,1333,81865
311,5183,5142,2942,1861,2503,960,500,19090,1690,1656,889,562,687,195,66,5751,1583,1519,777,492,570,162,67,5168,8797,8826,4786,2958,3595,895,325,30186,126,118,67,37,40,3,3,393,17375,17263,9461,5909,7399,2215,965,60583,721,1010,703,498,703,285,154,4081,563,657,356,235,295,61,28,2201,358,480,302,169,246,58,25,1643,2863,3531,1984,1260,1425,285,108,11458,185,192,97,69,68,11,10,634,4690,5879,3444,2238,2738,695,325,20012,22070,23141,12903,8143,10139,2909,1291,80593
312,802,845,515,312,414,79,37,2998,458,414,215,135,171,18,7,1428,676,538,281,159,177,18,10,1868,6926,7156,3904,2345,2921,278,73,23595,43,36,28,15,14,0,0,150,8906,8997,4950,2965,3703,393,124,30036,53,89,58,47,78,9,3,335,118,127,69,50,63,3,0,434,79,123,78,61,61,6,0,406,1409,1872,1106,721,836,57,18,6017,68,56,32,20,20,3,0,202,1723,2266,1354,888,1056,84,24,7390,10626,11257,6306,3855,4761,475,147,37420
313,1080,1566,997,654,885,299,104,5584,882,966,573,354,424,108,34,3340,872,916,503,316,397,98,41,3132,7068,7425,4125,2624,3310,821,279,25657,71,69,47,30,24,4,0,240,9967,10939,6237,3975,5045,1338,459,37960,155,263,243,172,209,65,24,1133,298,363,270,160,197,36,21,1353,191,259,203,125,173,41,20,1006,2290,3034,1838,1137,1433,272,119,10123,101,104,67,42,34,3,3,346,3036,4025,2618,1632,2042,414,190,13953,13004,14959,8849,5607,7083,1751,652,51913
314,2149,2435,1432,895,1196,490,206,8789,1294,1266,694,395,504,175,61,4388,1060,1033,525,300,439,157,62,3579,7410,7557,4083,2468,3070,1137,424,26162,57,71,34,15,30,4,4,217,11976,12359,6763,4070,5239,1962,757,43125,162,254,213,150,194,73,40,1090,224,320,206,127,151,35,20,1085,135,200,140,85,105,35,14,714,1197,1749,1052,689,919,280,103,6003,54,60,32,18,25,3,0,187,1775,2593,1642,1077,1398,422,182,9078,13747,14947,8405,5152,6635,2386,934,52206
315,257,292,159,97,88,5,3,898,162,139,81,40,38,0,0,454,266,207,100,54,62,0,0,691,3661,3655,1893,888,825,46,23,10986,33,34,21,14,6,0,0,110,4377,4323,2253,1085,1014,55,29,13140,14,25,23,12,19,3,0,100,38,44,17,23,19,0,0,136,24,39,26,14,12,0,0,114,1194,1375,761,445,340,13,8,4126,53,58,37,24,7,0,0,176,1323,1543,859,514,393,16,8,4647,5705,5864,3111,1598,1408,73,34,17791
316,1725,2250,1426,1001,1288,339,137,8168,1489,1696,991,604,752,165,72,5771,1597,1642,938,555,719,150,57,5662,9380,10751,6343,3929,4906,1096,391,36800,61,61,41,40,27,10,5,248,14257,16403,9740,6121,7693,1762,665,56649,104,258,248,196,294,72,45,1228,307,557,368,252,328,60,29,1899,179,399,247,202,283,63,25,1394,1707,2949,2001,1414,1753,302,156,10274,66,78,68,40,40,4,3,301,2361,4247,2931,2099,2695,502,249,15088,16620,20652,12678,8227,10392,2268,913,71745
317,1017,886,521,326,378,114,41,3296,351,396,236,155,202,32,9,1386,402,400,245,139,223,26,12,1452,5567,6002,3314,2153,2684,447,176,20339,41,36,13,7,11,0,4,115,7383,7723,4331,2785,3505,623,246,26585,94,163,93,88,137,53,32,656,88,154,76,67,75,10,4,466,59,79,46,36,54,5,3,281,1226,1703,1055,740,922,132,56,5830,44,41,26,15,16,3,0,142,1507,2134,1290,943,1209,203,95,7384,8892,9860,5620,3728,4710,824,336,33968
318,1019,1059,677,446,561,220,99,4073,655,608,381,237,299,85,30,2298,780,700,389,219,301,88,33,2506,8553,8481,4705,3041,3771,814,329,29691,44,51,41,16,8,0,0,161,11051,10900,6187,3962,4943,1205,492,38729,120,187,120,92,136,74,29,753,155,253,121,125,146,32,16,852,109,182,116,82,120,19,17,643,2222,2900,1721,1195,1320,263,105,9720,79,89,49,37,23,0,0,286,2678,3611,2124,1536,1752,397,168,12261,13730,14514,8312,5496,6692,1597,659,50996
319,546,662,442,261,410,65,9,2401,519,637,442,262,344,42,10,2260,619,754,406,276,334,33,24,2447,8346,9636,5960,3823,4559,400,124,32844,84,80,49,30,34,0,0,280,10108,11759,7306,4652,5679,548,170,40227,47,83,88,69,99,8,8,404,227,313,210,152,162,16,6,1089,126,224,147,105,170,23,8,797,2949,3979,2465,1601,1808,185,70,13059,126,137,82,41,48,8,0,444,3478,4737,2991,1969,2282,242,98,15795,13585,16499,10292,6623,7963,784,269,56018
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2877,2818,1611,979,1329,807,430,10848,958,1113,697,475,661,404,246,4558,1075,1041,585,349,517,299,198,4058,7332,8443,4964,3151,4394,2298,1228,31820,38,51,22,13,9,8,0,153,12281,13469,7885,4970,6907,3819,2105,51436,186,316,252,214,378,227,132,1707,147,212,171,128,216,131,93,1090,78,145,106,91,177,72,57,725,663,1248,881,623,988,486,299,5191,35,42,37,25,15,5,4,163,1110,1966,1441,1080,1771,923,587,8878,13394,15437,9324,6050,8676,4741,2686,60320
402,6769,5685,2964,1827,2697,1740,933,22618,1324,1272,781,593,805,359,177,5307,1281,1164,597,422,636,337,172,4608,12520,11686,6167,3858,4871,1810,668,41573,119,116,67,40,43,20,3,408,22010,19924,10583,6744,9050,4259,1948,74516,717,876,611,450,740,496,287,4172,405,483,332,250,355,131,64,2026,206,327,214,176,286,121,65,1393,3834,4657,2620,1810,2277,701,282,16182,199,208,132,68,60,23,5,699,5357,6545,3904,2758,3720,1478,706,24474,27369,26470,14483,9500,12776,5744,2652,98991
403,2974,2875,1782,1178,1786,1018,498,12107,1440,1493,825,564,794,366,202,5689,1360,1243,758,458,650,311,171,4952,10808,10427,5541,3427,4771,2098,1107,38178,60,57,36,33,28,5,0,222,16645,16097,8940,5659,8032,3793,1976,61150,183,295,229,200,327,176,114,1519,303,449,269,203,350,131,88,1791,154,282,195,134,264,111,60,1199,1901,2794,1788,1283,1660,599,306,10327,101,109,78,52,38,10,7,402,2643,3929,2554,1873,2638,1026,570,15239,19294,20029,11495,7537,10667,4820,2548,76389
404,3133,2557,1354,833,1244,890,472,10480,721,629,374,240,353,207,132,2649,777,594,294,203,293,158,82,2395,5388,5134,2708,1772,2499,1235,585,19314,49,48,29,14,19,3,0,160,10064,8957,4761,3061,4408,2487,1270,34998,288,409,325,241,353,266,165,2043,166,217,142,114,178,89,38,946,81,129,91,71,100,75,37,583,858,1320,886,627,949,419,189,5249,71,60,45,22,25,17,10,248,1465,2141,1493,1074,1603,860,433,9072,11528,11093,6250,4138,6009,3350,1700,44070
405,151,158,104,79,97,34,14,635,152,178,123,84,126,25,10,694,170,194,101,84,132,25,15,705,4124,4495,2554,1621,2124,364,81,15362,27,27,13,8,12,0,0,84,4614,5049,2894,1879,2489,450,112,17487,11,12,22,16,21,3,4,88,42,65,47,49,66,20,3,283,18,32,35,25,44,8,5,163,718,1055,708,549,720,100,34,3887,35,56,28,16,15,3,0,155,823,1217,836,652,869,130,45,4580,5446,6262,3735,2534,3353,577,157,22060
406,230,212,119,79,94,15,5,757,98,124,74,41,95,14,0,456,178,143,58,39,64,3,3,493,3221,3260,1809,1121,1279,143,21,10863,59,47,43,17,7,5,0,177,3788,3788,2105,1304,1539,185,36,12742,12,29,29,23,20,3,0,114,40,34,36,25,43,8,7,193,16,32,26,19,29,10,0,121,882,1059,659,414,483,63,8,3571,66,66,48,15,16,5,0,218,1012,1214,798,500,592,82,13,4213,4800,5005,2909,1797,2134,267,51,16957
407,525,550,350,228,306,84,27,2065,265,326,197,148,185,46,9,1172,359,335,217,138,157,31,9,1249,6204,6686,3865,2476,3221,523,124,23102,54,32,30,13,20,0,0,150,7412,7924,4654,3002,3892,684,169,27740,56,66,44,48,57,25,6,305,71,118,94,55,75,14,3,434,47,77,73,54,60,15,4,332,1280,1875,1215,870,1095,175,48,6561,56,92,36,32,18,9,3,238,1506,2230,1466,1059,1306,240,69,7874,8920,10154,6117,4065,5196,921,236,35615
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1062,1273,753,491,643,96,29,4352,769,842,457,306,403,37,12,2839,879,799,477,271,373,30,11,2832,5827,6295,3648,2256,2818,250,74,21168,57,39,32,17,20,4,0,174,8597,9252,5368,3344,4259,416,128,31366,64,124,92,87,132,23,4,527,134,205,127,127,160,17,4,773,103,173,142,92,134,9,6,658,1153,1674,1061,782,927,95,34,5718,40,63,35,25,31,3,3,194,1497,2231,1458,1103,1382,145,51,7870,10094,11487,6826,4451,5646,558,183,39234
502,745,986,633,405,602,197,70,3648,386,401,211,155,207,61,21,1430,481,418,221,121,167,56,20,1477,2436,2572,1346,853,1053,280,103,8642,19,26,20,10,10,0,0,83,4058,4407,2428,1540,2036,597,219,15291,80,130,116,91,144,32,16,612,137,124,86,62,95,19,8,539,80,118,70,62,79,23,8,436,737,988,567,377,430,76,32,3199,40,30,29,15,12,0,0,130,1084,1393,865,606,763,145,59,4912,5143,5801,3297,2146,2800,745,276,20205
503,2227,2163,1201,733,1038,610,316,8287,891,970,558,408,494,297,130,3756,950,929,539,327,413,248,129,3525,2973,3472,2053,1196,1634,880,473,12679,20,21,14,10,8,5,3,74,7057,7552,4364,2673,3588,2041,1056,28326,100,176,154,145,209,146,79,1022,69,150,131,82,114,52,39,639,61,94,75,76,97,45,34,476,165,350,287,217,333,180,111,1635,13,17,5,14,6,0,8,58,408,788,647,533,759,425,268,3828,7464,8338,5013,3205,4353,2460,1325,32156
504,4490,4007,2296,1436,2075,1077,527,15907,1532,1387,722,456,673,225,112,5112,1464,1289,647,421,607,238,99,4759,5996,5878,3170,1980,2442,804,303,20579,69,66,41,23,25,4,3,227,13553,12625,6865,4321,5821,2350,1045,46586,460,533,398,312,493,250,136,2584,251,347,225,172,214,99,37,1349,142,274,167,131,191,76,31,1017,1150,1619,1041,680,865,260,93,5706,93,102,61,34,28,7,0,321,2095,2878,1893,1335,1789,695,298,10974,15649,15499,8758,5652,7613,3041,1346,57564
505,11099,11359,6686,4388,6371,3391,1727,45021,3635,3183,1821,1063,1434,519,277,11937,3512,3105,1546,907,1271,564,258,11170,11576,11156,5785,3346,4534,2046,886,39331,158,148,74,56,56,25,13,525,29976,28951,15915,9758,13669,6553,3153,107977,842,1364,1030,778,1297,673,394,6379,559,743,452,320,467,188,95,2820,408,607,374,273,413,143,77,2294,1731,2505,1581,1056,1428,476,248,9032,165,193,106,69,54,28,17,639,3710,5408,3540,2495,3659,1516,830,21160,33694,34358,19455,12250,17334,8063,3982,129141
506,12286,10598,5618,3430,4923,2871,1427,41155,2389,2303,1280,750,1095,478,176,8464,2575,2192,1111,641,950,432,192,8089,10015,9459,5051,3018,3855,1317,563,33279,118,102,52,44,47,21,7,384,27385,24653,13111,7884,10863,5116,2368,91372,792,1172,749,575,997,523,367,5175,444,609,364,262,395,161,72,2289,280,515,304,264,333,122,71,1889,2010,2672,1660,1094,1370,369,189,9366,158,149,96,58,60,22,6,547,3688,5112,3165,2248,3156,1192,701,19268,31073,29767,16279,10131,14014,6309,3064,110635
507,6490,6382,3659,2466,3484,1724,894,25084,2572,2383,1246,759,1090,422,198,8666,2681,2393,1139,686,983,446,179,8505,10243,10229,5298,3248,4167,1586,699,35462,99,102,51,44,40,13,0,358,22075,21489,11387,7203,9760,4194,1968,78072,488,786,577,384,647,319,208,3412,428,605,385,312,391,134,73,2327,294,466,311,229,288,115,55,1769,1942,2659,1527,1060,1356,430,195,9172,95,109,85,64,44,4,3,407,3255,4633,2890,2047,2722,1003,536,17084,25329,26120,14271,9245,12486,5197,2501,95155
509,534,637,388,278,335,66,11,2249,382,436,275,172,195,30,7,1501,556,571,289,163,214,16,7,1815,4484,4904,2687,1425,1530,158,32,15223,39,57,31,19,16,0,0,157,5994,6612,3665,2055,2283,262,59,20936,48,87,77,53,56,5,5,337,117,145,98,74,84,13,0,527,77,97,82,53,53,6,0,373,770,1218,737,481,548,46,17,3800,45,40,40,20,13,3,0,157,1057,1594,1022,678,754,67,20,5202,7051,8204,4693,2733,3041,336,83,26141
510,674,641,355,205,277,22,3,2186,329,295,119,60,67,3,0,866,517,388,168,73,85,3,0,1236,3894,3732,1749,886,848,43,9,11164,39,39,20,11,7,0,0,117,5453,5101,2408,1232,1285,76,16,15573,30,49,29,22,25,0,0,153,33,46,30,20,25,3,0,144,32,29,18,15,14,0,0,112,935,1054,622,396,300,11,3,3314,61,49,39,18,8,0,0,175,1090,1223,730,469,361,16,3,3896,6546,6327,3139,1704,1646,90,20,19468
511,864,913,487,347,441,56,6,3121,452,407,187,124,180,13,7,1370,490,451,225,138,162,17,0,1473,4119,4250,2309,1307,1568,103,16,13666,51,51,34,17,8,0,0,166,5977,6063,3239,1936,2362,190,36,19799,51,83,68,48,77,8,3,348,72,96,62,39,48,8,3,330,50,80,60,42,68,3,7,307,983,1285,810,551,484,44,13,4167,70,73,45,34,19,4,0,238,1227,1619,1049,706,702,65,24,5390,7197,7681,4287,2641,3061,255,60,25190
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,918,807,471,277,440,213,105,3231,671,733,406,277,366,131,72,2653,655,658,320,203,286,130,51,2296,7468,7686,4265,2628,3496,1266,465,27272,52,44,29,22,24,7,5,176,9750,9923,5486,3406,4609,1750,704,35630,73,154,105,80,126,66,41,645,150,222,144,115,150,50,33,863,50,96,81,80,107,51,16,478,1956,2631,1613,1107,1462,436,153,9362,112,110,42,47,40,8,3,355,2344,3205,1986,1421,1882,618,246,11705,12092,13124,7472,4831,6491,2363,948,47335
