SA4_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
214,1124,1726,2853,18473,23365,41835,7,0,6,1591,1941,3530,6,4,13,27488,31461,58950,217,305,524,2305,2167,4471,457,595,1051,454,479,932,457,554,1014,147,137,283,370,472,837,947,1156,2108,3582,4276,7860,209,299,502,169,161,333,3920,5465,9381,3204,3773,6981,124,147,274,64132,76769,140903,827,852,1675,571,527,1099,228,211,444,0,3,5,186,121,310,389,593,982,579,716,1299,58636,53691,112330,482,439,924,234,417,651,59357,54551,113909,13472,13489,26956,140290,148846,289142
215,584,702,1279,8607,9978,18589,0,0,0,669,679,1351,157,155,312,14840,15973,30818,436,565,1000,435,397,829,137,213,349,130,157,284,1974,2229,4209,29,23,52,237,217,457,643,767,1411,2049,2111,4153,229,331,560,212,275,479,7382,8861,16239,1294,1525,2819,70,77,148,39523,44554,84077,306,254,559,872,591,1465,25,19,47,21,19,40,249,209,457,102,147,248,366,379,744,24217,21046,45261,143,114,254,58,78,140,24414,21237,45649,8635,7583,16214,74721,75314,150035
216,343,486,828,8545,9644,18192,0,0,0,412,504,915,102,83,187,15937,17072,33007,135,174,312,483,474,958,136,199,338,89,118,209,189,247,435,38,22,55,132,156,285,724,793,1512,2346,2600,4949,148,235,382,73,85,155,4331,5241,9578,1101,1227,2328,29,30,56,34944,38906,73847,351,311,660,2000,1787,3789,12,16,26,8,6,18,521,420,945,98,175,273,624,604,1231,18960,16668,35622,138,109,244,65,84,146,19162,16857,36017,7063,6501,13568,64500,65469,129971
217,286,398,681,6114,7356,13474,0,0,0,751,840,1593,71,90,159,14492,15962,30450,105,118,219,160,156,317,141,195,337,30,38,68,1113,1229,2347,17,9,22,97,129,223,301,404,707,3317,3550,6862,138,198,337,54,97,148,4335,5360,9693,1118,1192,2310,16,24,39,32373,36945,69320,127,115,236,171,112,281,20,23,45,10,13,24,24,28,49,116,136,252,147,179,331,20765,18061,38817,170,119,287,77,90,176,21010,18273,39283,6374,6152,12524,60506,62189,122701
297,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,3,0,3,28,4,29
299,77,76,156,216,206,416,0,0,3,29,32,62,3,0,3,508,440,947,3,4,11,44,42,90,10,8,14,12,9,20,10,16,23,8,0,8,22,12,27,30,38,69,64,56,122,7,3,9,11,10,19,66,58,125,82,73,149,0,0,0,1125,999,2129,66,35,99,137,113,247,10,6,15,3,0,4,13,6,19,13,20,35,24,28,54,1410,1106,2512,23,17,46,9,18,34,1441,1142,2591,1451,838,2289,4331,3238,7565
301,912,1391,2300,17621,20467,38091,4,3,9,2721,3101,5826,152,171,323,23589,26124,49711,132,157,282,985,1025,2007,482,579,1059,457,462,920,989,1238,2231,20,19,39,486,547,1029,1345,1548,2890,3479,3724,7206,267,354,617,250,341,592,5570,7163,12731,2952,3330,6284,302,332,634,61807,70679,132486,717,767,1481,400,371,775,87,77,170,14,15,29,274,251,533,260,440,697,548,709,1258,35402,30956,66359,384,309,687,172,248,416,35952,31513,67467,8796,8362,17155,109216,113876,223095
302,1146,1659,2806,11242,13765,25013,0,0,5,2183,2549,4727,17,15,31,27036,30771,57803,91,116,215,630,634,1263,346,465,806,261,316,582,662,777,1434,85,106,192,464,504,967,1317,1537,2859,2495,2868,5359,233,320,554,180,232,414,3893,5401,9298,2296,2733,5023,150,153,302,53576,63268,116841,2567,2466,5029,913,819,1732,68,70,140,27,18,44,1454,1203,2653,296,400,694,1771,1614,3390,31112,27353,58468,411,343,753,154,204,357,31671,27905,59578,8532,8474,17005,100252,106264,206522
303,5568,7140,12709,14472,16566,31039,3,3,7,3011,3394,6405,108,147,251,33099,37911,71008,167,187,356,4070,4226,8294,453,615,1070,734,827,1568,1095,1379,2472,361,354,716,1092,1206,2296,2711,3233,5942,3912,4352,8266,225,282,507,637,747,1388,5345,7126,12471,4751,5578,10328,265,285,551,76511,88435,164942,5183,4523,9706,6058,5519,11576,186,174,363,9,13,21,2695,2098,4787,618,699,1314,3324,2804,6131,55095,50086,105180,664,449,1116,241,324,561,55995,50855,106855,14542,13753,28294,167372,173194,340569
304,1562,2128,3695,10776,12914,23695,0,0,0,1961,2205,4171,9,9,20,18658,21107,39768,95,104,201,565,670,1232,123,188,313,128,147,273,872,1070,1936,46,32,83,403,461,865,780,928,1708,2261,2452,4716,110,158,264,94,105,199,4190,5268,9466,1834,2141,3972,168,180,344,43067,50147,93215,1638,1605,3245,1133,1236,2373,216,211,427,4,0,7,215,194,412,308,383,687,528,579,1110,31635,28270,59902,416,330,745,123,234,352,32177,28830,61005,7036,6892,13928,87361,91627,178991
305,2196,3066,5260,12392,13990,26386,3,0,3,1118,1299,2416,26,30,60,27554,31041,58598,48,60,111,1634,1731,3365,184,228,412,162,151,310,608,742,1349,62,58,115,315,343,662,773,1006,1781,2207,2376,4584,127,131,259,156,138,293,3110,4163,7279,1967,2328,4297,135,141,275,52576,59956,112533,2600,2058,4665,1708,1365,3074,254,242,492,4,9,14,496,362,860,443,460,905,946,834,1779,48283,43514,91796,773,593,1359,255,355,608,49308,44461,93769,14991,13642,28633,124584,125628,250207
306,1431,2139,3570,16639,18005,34641,0,0,0,1289,1408,2696,22,17,37,26773,29153,55919,105,138,242,514,550,1058,776,1045,1822,218,292,507,775,887,1658,38,21,61,456,529,986,1805,2197,3998,3282,3563,6848,155,219,377,738,880,1620,4335,5341,9674,2848,3316,6166,92,100,192,60856,67649,128511,748,713,1458,397,355,749,113,84,195,57,45,105,860,735,1593,477,634,1115,1392,1425,2814,38705,33747,72455,351,273,623,222,271,494,39283,34294,73578,15049,14272,29315,119266,120923,240190
307,218,284,500,14010,14684,28693,0,0,0,862,950,1814,91,88,186,14818,15312,30131,235,257,491,81,72,158,298,413,712,126,154,278,1786,1819,3601,10,4,10,265,224,493,773,885,1657,3062,2974,6036,189,253,437,228,242,465,4001,4351,8355,1903,1902,3806,91,82,167,42831,44667,87499,164,136,299,78,82,157,19,20,36,7,10,19,98,81,172,140,192,334,244,285,525,12774,10537,23316,110,92,204,74,81,151,12955,10705,23664,7195,6407,13603,63708,62579,126289
308,801,1023,1827,19454,20687,40138,0,3,3,2114,2263,4371,34,35,62,26295,27229,53521,143,146,294,245,246,495,450,557,1009,287,298,587,1085,1210,2292,17,7,25,490,560,1050,1411,1629,3045,4367,4262,8627,410,615,1025,255,287,547,6591,7692,14289,3019,3148,6165,144,136,284,66812,71019,137831,694,580,1275,573,381,954,29,33,58,35,44,77,170,150,318,263,367,633,469,557,1028,29269,24178,53444,362,300,671,149,159,305,29781,24635,54418,13132,10393,23529,112288,108627,220912
309,3542,5418,8957,42354,49891,92244,16,14,34,3335,3733,7069,19,22,42,54853,62897,117743,372,486,861,2563,2813,5378,1299,1600,2903,1446,1512,2959,1945,2385,4333,272,240,511,912,1051,1959,3954,4710,8667,7644,8492,16135,399,512,908,609,728,1336,9864,12493,22360,8097,9514,17606,431,514,950,140383,163605,303988,2127,1917,4043,2371,2043,4406,594,630,1225,24,24,41,852,626,1478,811,1171,1985,1683,1825,3505,95071,86342,181414,877,721,1593,521,874,1395,96475,87937,184405,29989,29461,59450,277160,292835,569997
310,3923,4795,8720,20492,22970,43461,3,0,3,3452,3724,7170,116,109,218,29996,33117,63114,469,577,1047,749,785,1537,758,965,1725,1762,1941,3708,2906,3219,6123,237,247,485,1012,1148,2161,2786,3249,6039,3903,4125,8028,542,714,1257,745,788,1533,7461,8701,16158,5590,6015,11598,745,817,1566,83713,93214,176929,1950,1817,3764,2352,2279,4628,70,91,166,25,38,63,610,469,1076,520,811,1337,1156,1319,2477,47678,42146,89830,504,421,920,208,298,508,48391,42868,91258,19252,15878,35127,160806,162258,323069
311,2240,2902,5140,21367,24254,45621,12,16,29,3544,3826,7372,23,28,53,28091,31055,59145,157,224,385,1294,1265,2557,1037,1357,2395,1830,2006,3842,1648,1935,3580,120,90,201,1100,1202,2305,3467,3916,7380,4094,4667,8760,329,399,728,1177,1389,2566,6186,7554,13741,6119,6827,12944,402,496,904,81995,92502,174495,1415,1315,2727,4556,4059,8613,103,84,194,30,13,42,788,628,1413,658,911,1575,1475,1554,3029,48447,42448,90892,503,392,898,254,345,594,49202,43187,92388,15742,14976,30718,156731,160571,317296
312,529,798,1323,13680,14195,27869,0,0,0,856,884,1744,6,6,17,22016,22539,44557,80,83,164,128,166,293,414,545,963,120,151,265,735,838,1568,14,11,25,280,286,566,990,1172,2162,2612,2274,4888,162,194,358,379,468,842,6417,7192,13611,2182,2269,4451,261,265,525,51346,53542,104886,374,349,725,227,211,442,19,24,44,3,0,3,115,90,211,148,203,351,268,301,563,22678,18714,41392,241,195,434,109,167,273,23020,19078,42095,11397,8211,19609,87173,82515,169688
313,859,1275,2136,19104,21649,40756,0,0,0,2524,2916,5437,120,101,224,21706,24966,46675,144,179,318,383,428,815,752,951,1710,567,640,1209,1259,1446,2706,25,17,37,685,809,1492,1435,1647,3078,3570,3932,7503,362,489,849,462,592,1055,5411,6750,12156,3656,4079,7733,300,337,639,62462,71938,134395,363,391,751,217,200,418,66,60,121,20,17,36,74,64,138,373,653,1024,464,732,1199,37975,34066,72042,396,334,730,202,308,502,38571,34700,73272,12318,11475,23793,115312,120771,236091
314,687,1021,1707,13559,15468,29022,0,3,5,2850,2964,5814,13,15,28,20223,22523,42747,123,157,284,314,365,676,448,519,968,382,388,767,873,1091,1958,49,53,102,665,688,1355,1656,1823,3475,2740,2934,5675,220,321,546,359,451,809,4403,5633,10040,3490,3892,7383,299,337,640,52670,59628,112304,1052,1065,2121,338,307,639,66,66,132,9,9,21,330,246,575,275,373,648,609,634,1243,32017,28605,60621,355,261,619,153,199,351,32525,29067,61587,7858,7364,15225,95814,99151,194969
315,189,242,430,8003,8118,16119,0,0,0,773,783,1555,201,212,414,8817,8589,17397,28,29,50,72,62,128,249,308,556,109,87,195,743,806,1554,0,0,3,160,135,295,1307,1453,2755,992,901,1896,61,93,147,142,182,320,2140,2324,4467,1087,1064,2155,28,41,70,24893,25184,50084,155,119,271,97,70,165,10,13,25,224,230,453,37,23,55,71,94,163,332,349,676,9503,7647,17152,83,48,128,63,53,116,9645,7751,17397,6144,4512,10652,41464,38235,79700
316,1665,2603,4264,26535,31627,58167,4,0,3,3353,3789,7140,105,95,198,29304,33719,63023,263,329,594,453,574,1032,1025,1366,2395,435,500,936,1869,2347,4214,39,33,75,588,671,1256,2523,2993,5519,4988,5721,10708,344,483,824,341,424,765,7806,10208,18021,5304,6149,11452,192,246,440,85472,101284,186758,623,599,1227,342,287,630,149,159,309,19,19,32,211,166,374,452,681,1134,679,864,1544,61332,56409,117737,652,587,1246,423,778,1204,62409,57780,120196,15963,15642,31599,167304,179214,346522
317,616,746,1362,12197,14549,26742,0,0,0,1208,1438,2646,139,121,264,16454,18269,34721,740,827,1565,123,140,261,351,469,827,179,205,385,2658,3122,5779,33,36,66,312,336,651,1273,1439,2716,2398,2744,5138,193,281,475,342,428,765,3523,4526,8048,3328,3935,7261,259,281,542,45704,53139,98840,803,536,1339,1073,844,1921,35,23,58,13,14,28,194,138,329,209,298,511,417,455,866,16473,14543,31014,229,191,424,90,112,198,16790,14849,31639,6803,6678,13483,72238,77279,149512
318,721,1007,1723,17010,18681,35692,0,0,0,1365,1535,2901,19,25,45,31422,33431,64853,64,69,129,590,654,1245,400,556,957,197,230,428,649,767,1421,72,52,124,529,604,1135,1518,1886,3407,3608,3767,7379,421,505,927,364,467,833,5852,7295,13146,2460,2685,5137,121,133,257,66661,73344,140007,555,527,1082,524,474,1001,49,40,90,53,39,87,142,133,276,279,379,656,475,542,1014,32406,27579,59991,375,291,663,119,152,278,32906,28023,60931,12799,10393,23189,114674,114358,229031
319,874,1300,2178,25984,28685,54667,0,3,5,2947,3259,6207,316,306,615,23767,26613,50379,344,422,765,241,234,471,1039,1289,2335,368,416,780,2886,3244,6128,26,22,52,1148,1249,2399,1510,1780,3289,5202,5325,10521,571,750,1324,489,593,1078,10184,12355,22542,4311,4891,9202,380,419,795,81708,91853,173557,346,342,686,309,254,563,56,76,137,63,52,112,79,74,149,374,621,1001,514,744,1263,41504,36078,77586,397,322,713,222,335,557,42122,36734,78859,16230,14417,30651,142159,145725,287883
397,0,0,0,11,10,27,0,0,0,3,3,6,0,0,0,13,27,44,0,0,0,0,3,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,37,55,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,33,0,0,0,0,0,0,20,16,33,8,12,22,66,87,150
399,93,82,179,854,785,1639,0,0,0,81,69,149,0,0,3,884,768,1651,7,12,19,17,18,37,31,30,61,22,17,41,48,44,86,0,0,0,29,28,61,57,65,118,177,150,329,23,18,41,21,20,44,229,232,462,183,197,380,6,9,15,2682,2458,5143,33,27,65,41,20,69,6,10,12,6,3,7,7,7,13,23,33,60,34,45,82,2148,1665,3817,21,19,39,28,25,44,2191,1707,3905,1846,1220,3063,6937,5572,12510
401,2567,3309,5878,12397,15689,28094,5,0,5,1963,2195,4156,58,60,117,27439,31222,58663,256,330,586,4375,4667,9043,346,467,807,257,260,520,3450,4318,7768,152,135,288,401,475,879,997,1298,2288,1204,1436,2639,177,244,425,133,168,303,7004,9541,16541,3075,3709,6782,304,343,644,63989,76568,140559,2646,2363,5009,1963,1645,3608,210,211,421,14,8,22,805,723,1534,615,755,1374,1440,1495,2929,53997,50082,104087,606,513,1120,263,377,640,54872,50973,105847,12995,12312,25304,140679,148868,289546
402,5240,6032,11272,19181,22819,41996,0,0,0,3777,4330,8111,34,26,59,36153,39944,76102,446,631,1073,3925,3925,7846,770,980,1744,448,579,1022,4006,5020,9028,206,189,402,1005,1136,2143,3148,3672,6823,1781,2013,3791,587,855,1441,520,575,1101,10395,13415,23806,6000,6787,12793,639,683,1324,93028,107577,200610,5051,4596,9648,7661,6367,14025,68,76,142,28,25,54,1688,1449,3135,935,1253,2185,2650,2728,5371,76203,67652,143854,701,568,1268,278,408,688,77178,68635,145816,18729,17471,36194,209602,213482,423086
403,1668,2363,4029,17759,22369,40128,0,0,0,3147,3673,6816,187,222,409,26029,30601,56631,542,770,1309,3076,3268,6342,504,617,1122,322,411,730,3074,3910,6984,176,173,344,646,735,1380,1540,1851,3385,1569,1822,3389,256,355,605,221,253,470,9994,13686,23684,5190,6142,11331,481,563,1038,74699,91410,166102,1638,1659,3300,2030,1878,3906,126,131,257,23,32,56,494,432,922,739,900,1641,1255,1362,2615,74593,68129,142718,716,583,1303,299,477,769,75613,69193,144803,15218,15108,30325,172240,183098,355341
404,3436,4265,7702,7519,9223,16740,0,0,0,1312,1555,2865,6,13,14,25648,28983,54626,176,253,434,7487,7876,15366,277,349,629,145,171,316,1523,1893,3418,319,341,656,405,489,896,1027,1212,2237,693,884,1584,144,175,318,75,109,182,4577,6399,10977,2373,2846,5218,111,121,228,53824,62885,116706,2282,1924,4215,2971,2615,5584,59,67,129,23,22,41,1291,1099,2390,328,409,738,1644,1532,3177,37090,33177,70265,369,337,703,174,267,441,37633,33787,71415,9523,9286,18812,111374,116373,227745
405,230,294,525,5627,6422,12046,0,0,0,671,688,1359,3,3,8,7862,8507,16370,152,195,343,255,215,471,151,235,388,59,76,132,4890,5313,10205,3,4,7,178,191,371,479,586,1070,456,469,920,145,210,349,56,80,134,7355,8471,15833,1313,1372,2683,75,76,146,29721,33113,62833,72,68,134,72,63,136,13,18,26,8,12,15,23,18,37,122,220,342,151,249,400,19605,16329,35939,154,113,267,66,96,162,19832,16540,36368,5270,4820,10089,55355,55160,110515
406,223,282,503,4258,4518,8772,0,0,0,344,381,723,43,35,80,6625,7071,13702,70,102,171,345,239,582,119,167,286,63,63,125,1566,1796,3363,3,0,3,146,124,274,415,534,947,520,593,1117,161,205,366,81,82,164,3857,4551,8405,1110,1163,2277,20,24,44,19749,21641,41387,155,127,281,113,98,210,4,7,6,118,118,241,75,64,136,67,94,159,255,278,533,16041,13323,29363,145,123,264,43,66,109,16231,13507,29740,5740,4405,10147,42471,40345,82820
407,569,765,1332,9149,10523,19674,0,0,0,1166,1250,2415,67,61,122,11723,12918,24642,418,530,941,798,746,1545,365,483,844,143,197,338,5144,5723,10871,10,12,27,301,332,635,1039,1221,2261,2100,2215,4321,277,313,590,177,209,389,8497,10372,18868,2544,2803,5342,242,232,471,44153,50139,94295,181,130,314,715,325,1041,23,17,45,16,23,41,340,307,639,205,321,521,562,647,1206,35888,31144,67036,271,222,493,128,228,360,36290,31600,67889,10044,8569,18614,92538,92201,184742
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
499,28,21,48,122,89,209,0,0,0,14,13,27,0,0,0,157,135,295,0,3,3,14,6,23,3,3,5,10,3,14,28,31,57,0,3,3,0,5,8,16,6,22,15,7,23,8,0,5,0,0,0,69,53,121,52,51,101,3,3,5,517,410,927,14,13,27,20,14,31,0,3,3,0,3,5,9,3,12,6,12,19,16,13,31,654,394,1047,5,3,14,9,6,14,674,407,1074,475,249,722,1734,1129,2863
501,671,1023,1699,15197,17560,32759,0,0,0,1370,1436,2807,4,3,7,16240,17871,34109,263,355,623,239,262,498,494,673,1163,324,351,674,232,312,542,12,8,17,337,345,686,484,573,1058,1421,1481,2902,153,212,361,295,343,631,2317,3107,5422,2552,2851,5400,97,135,234,42015,47870,89888,286,239,524,400,352,754,41,56,99,11,10,24,102,83,190,231,414,645,344,511,854,33324,29793,63115,302,232,535,134,221,349,33753,30246,64000,9667,8855,18520,87174,89153,176330
502,392,660,1053,9658,11400,21055,0,0,0,911,1022,1927,6,9,18,8314,9505,17814,89,140,229,128,137,268,339,460,795,199,204,406,172,252,425,11,10,25,236,304,536,378,448,822,1098,1139,2235,103,143,245,53,97,149,1106,1602,2703,1440,1693,3137,41,66,108,24279,28628,52909,211,189,401,140,155,294,29,33,57,12,9,15,76,61,137,109,221,332,197,294,485,16877,15030,31909,177,115,294,61,142,202,17110,15290,32400,4796,4339,9139,47146,49590,96736
503,1898,2517,4408,10423,12463,22891,0,0,0,647,692,1334,3,6,15,16694,19218,35908,153,194,345,1440,1642,3084,112,155,268,41,59,94,231,288,523,51,58,114,372,441,812,318,414,731,1144,1405,2548,59,66,121,55,64,120,1687,2292,3979,1634,2104,3734,57,61,119,35107,41629,76740,1679,1555,3230,1202,1026,2223,387,402,784,4,3,9,160,156,315,322,377,698,485,539,1027,32429,28116,60548,395,281,673,152,176,329,32977,28572,61548,9875,9467,19339,83608,85698,169301
504,2926,3820,6744,14942,17585,32530,0,0,3,1780,2005,3786,83,79,163,27927,30092,58017,342,444,783,1480,1503,2979,538,622,1158,351,417,772,321,391,709,125,145,275,749,844,1592,1252,1449,2695,1624,1737,3365,248,365,616,282,365,648,1740,2309,4052,4271,4750,9025,161,208,371,58218,65319,123541,2524,2227,4756,3325,2874,6195,355,374,729,28,17,44,974,821,1798,486,599,1086,1483,1436,2927,42180,37167,79345,485,379,866,179,263,441,42845,37809,80655,13921,11553,25471,125604,125413,251017
505,5400,6992,12395,34665,40893,75563,15,6,17,4713,5104,9811,17,16,32,59356,66118,125474,682,890,1573,5282,5439,10720,907,1226,2135,810,943,1755,634,754,1385,603,570,1172,1581,1831,3414,3229,3894,7122,4169,4712,8883,313,427,735,368,491,854,4512,6257,10767,8185,9608,17798,250,304,549,130280,149479,279758,4795,4223,9017,6767,6043,12806,1428,1550,2975,16,21,39,1331,1098,2426,1059,1307,2367,2408,2422,4829,87627,77399,165024,899,641,1536,346,521,867,88869,78562,167429,23652,22248,45898,263603,271507,535114
506,7270,8785,16057,27143,32038,59183,3,0,3,4448,5075,9516,375,366,748,46830,50464,97300,542,703,1253,1147,1234,2376,825,1022,1841,618,694,1309,611,701,1315,417,402,820,1707,1967,3678,2864,3169,6031,5129,5658,10788,331,450,780,980,1202,2183,4173,5425,9599,9091,10425,19511,523,537,1057,107762,121525,229295,7903,6861,14762,11990,10311,22299,152,146,295,36,38,68,3047,2414,5456,825,1160,1983,3899,3609,7514,79841,69341,149177,805,600,1405,301,419,715,80940,70359,151301,25039,21787,46829,244968,243390,488354
507,2874,4136,7005,26096,31072,57164,3,0,3,2947,3431,6379,106,122,233,44545,49357,93904,376,505,887,1431,1601,3033,788,1035,1827,447,507,957,627,748,1373,106,119,230,1164,1244,2410,1966,2291,4254,3845,4165,8009,301,396,694,269,347,615,3611,5042,8650,5958,6861,12821,240,282,527,94827,109133,203960,2342,2180,4525,1827,1746,3576,172,174,337,16,19,38,753,597,1357,768,1017,1784,1539,1641,3177,72938,66015,138952,707,574,1276,341,487,833,73987,67082,141066,21046,18643,39686,198605,204728,403334
509,417,567,982,12643,13612,26250,0,0,0,1708,1788,3495,289,264,548,10332,10645,20977,305,326,627,131,121,246,396,551,948,80,120,200,266,359,624,21,19,35,324,343,674,437,517,955,1368,1475,2844,199,263,460,234,284,523,2674,3285,5958,2021,2327,4345,71,72,138,33494,36358,69854,152,120,269,415,309,722,21,23,52,13,9,27,41,26,67,195,368,561,250,405,658,24765,20788,45551,228,169,401,116,163,280,25111,21120,46237,9194,7397,16592,69062,66294,135354
510,609,665,1274,4960,3912,8872,0,0,0,748,694,1442,5,6,12,11115,9309,20429,90,85,177,156,113,271,165,150,312,143,132,269,190,164,355,13,3,12,998,1023,2016,675,749,1429,670,446,1117,43,52,90,241,254,497,1010,959,1967,1659,1517,3180,74,63,133,22957,19627,42584,412,252,661,529,371,896,28,17,41,349,281,635,40,24,62,116,100,212,501,405,909,17916,12918,30830,115,67,187,52,62,112,18085,13047,31136,10184,6232,16421,53302,40614,93920
511,448,658,1105,8715,9167,17881,0,0,3,777,765,1537,0,3,8,12626,12977,25605,423,565,984,117,109,225,245,362,607,165,184,348,305,348,659,12,11,25,320,349,675,491,557,1044,1051,932,1986,115,145,267,423,463,887,1618,1812,3433,2170,2387,4564,70,94,162,29651,31232,60887,305,266,567,428,401,823,22,14,33,111,101,217,49,47,95,133,183,312,292,335,624,20962,16832,37793,181,129,315,65,111,178,21209,17072,38285,9042,7197,16240,61391,57170,118563
597,12,0,17,40,3,42,0,0,0,6,0,6,0,0,0,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,10,0,8,9,3,11,0,0,0,159,6,172,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,7,141,4,0,4,0,0,0,130,7,146,85,7,92,408,26,434
599,58,33,88,342,268,611,0,0,0,42,27,62,0,0,0,457,294,747,11,3,18,5,0,8,17,16,31,16,8,26,8,11,21,5,0,5,11,16,34,21,26,42,56,46,106,3,4,9,4,5,7,74,71,145,78,66,144,4,0,4,1155,870,2027,16,18,32,30,16,47,13,9,19,3,0,3,0,0,3,13,12,27,14,14,31,1142,754,1898,20,14,31,7,8,17,1169,784,1949,1087,678,1761,3532,2415,5950
601,848,1183,2032,19799,24182,43979,0,0,0,770,929,1698,141,136,274,17393,20492,37879,119,163,284,845,841,1694,262,368,625,312,312,622,260,347,605,68,65,132,379,448,825,934,1084,2021,1546,1848,3391,233,273,508,172,215,387,2268,3385,5656,1926,2301,4226,126,200,322,47528,57588,105116,835,787,1627,803,750,1549,69,64,133,10,11,27,195,191,382,302,447,747,501,647,1156,46076,42717,88797,459,350,812,152,240,394,46692,43310,90005,10642,10095,20737,107930,114422,222356
602,509,616,1131,14125,16507,30627,0,0,0,1125,1327,2444,186,209,402,9125,10385,19517,142,176,315,146,137,278,304,422,721,180,228,408,164,178,341,34,24,58,341,364,705,715,853,1568,1948,2197,4150,206,320,533,120,127,249,2585,3465,6046,1841,2085,3929,127,134,256,33396,39139,72542,368,317,690,420,339,758,29,39,68,13,4,20,49,41,84,249,318,570,307,363,672,26202,23606,49809,238,181,418,90,108,202,26527,23897,50423,7202,6997,14200,68765,71716,140484
